,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,PHOENIX_ACTION,NEW ORLEANS_SCORE,PHOENIX_SCORE
79,1,3:34.0,Offensive rebound by J. Holiday,,27,8
80,1,3:31.0,S. Hill misses 3-pt jump shot from 25 ft,,27,8
81,1,3:29.0,,Defensive rebound by A. Len,27,8
82,1,3:16.0,,J. Jackson makes 2-pt layup at rim,27,10
83,1,3:04.0,N. Mirotić misses 2-pt layup from 1 ft,,27,10
84,1,3:01.0,,Defensive rebound by A. Peters,27,10
85,1,2:59.0,,T. Ulis makes 2-pt jump shot from 17 ft,27,12
86,1,2:48.0,D. Miller misses 3-pt jump shot from 24 ft,,27,12
87,1,2:47.0,,Defensive rebound by S. Harrison,27,12
88,1,2:39.0,,Shooting foul by A. Davis (drawn by J. Jackson),27,12
89,1,2:39.0,New Orleans full timeout,,27,12
90,1,2:39.0,E. Okafor enters the game for A. Davis,,27,12
91,1,2:39.0,,J. Jackson makes free throw 1 of 2,27,13
92,1,2:39.0,,J. Jackson makes free throw 2 of 2,27,14
93,1,2:29.0,N. Mirotić misses 3-pt jump shot from 25 ft,,27,14
94,1,2:25.0,Offensive rebound by J. Holiday,,27,14
95,1,2:21.0,J. Holiday makes 3-pt jump shot from 23 ft (assist by S. Hill),,30,14
96,1,2:03.0,,T. Ulis misses 2-pt layup from 1 ft (block by N. Mirotić),30,14
97,1,2:00.0,,Offensive rebound by J. Jackson,30,14
98,1,1:54.0,,J. Jackson makes 2-pt jump shot from 5 ft,30,16
99,1,1:40.0,N. Mirotić makes 2-pt jump shot from 9 ft,,32,16
100,1,1:29.0,,J. Jackson misses 2-pt layup from 1 ft,32,16
101,1,1:27.0,Defensive rebound by N. Mirotić,,32,16
102,1,1:19.0,N. Mirotić makes 2-pt layup at rim (assist by J. Holiday),,34,16
103,1,1:13.0,,D. House enters the game for T. Ulis,34,16
104,1,1:13.0,,D. Reed enters the game for J. Jackson,34,16
105,1,1:13.0,,M. Chriss enters the game for A. Peters,34,16
106,1,1:09.0,,D. Reed makes 3-pt jump shot from 24 ft (assist by M. Chriss),34,19
107,1,0:58.0,E. Okafor makes 2-pt dunk at rim (assist by J. Holiday),,36,19
108,1,0:46.0,,M. Chriss misses 3-pt jump shot from 25 ft,36,19
109,1,0:42.0,Defensive rebound by E. Okafor,,36,19
110,1,0:36.0,Turnover by S. Hill (bad pass),,36,19
111,1,0:31.0,,S. Harrison misses 2-pt layup from 1 ft (block by J. Holiday),36,19
112,1,0:27.0,Defensive rebound by S. Hill,,36,19
113,1,0:24.0,J. Holiday makes 3-pt jump shot from 25 ft (assist by S. Hill),,39,19
114,1,0:04.0,,Shooting block foul by N. Mirotić (drawn by S. Harrison),39,19
115,1,0:04.0,,S. Harrison makes free throw 1 of 2,39,20
116,1,0:04.0,C. Diallo enters the game for N. Mirotić,,39,20
117,1,0:04.0,R. Rondo enters the game for E. Okafor,,39,20
118,1,0:04.0,,S. Harrison makes free throw 2 of 2,39,21
119,1,0:00.0,S. Hill misses 3-pt jump shot from 33 ft,,39,21
120,1,0:00.0,Offensive rebound by Team,,39,21
121,2,11:46.0,,S. Harrison makes 2-pt layup at rim,39,23
122,2,11:31.0,D. Miller makes 2-pt jump shot from 15 ft (assist by R. Rondo),,41,23
123,2,11:09.0,,M. Chriss makes 2-pt jump shot from 18 ft (assist by D. House),41,25
124,2,10:52.0,Turnover by D. Miller (bad pass; steal by M. Chriss),,41,25
125,2,10:47.0,,S. Harrison misses 2-pt layup at rim,41,25
126,2,10:45.0,Defensive rebound by D. Miller,,41,25
127,2,10:44.0,Turnover by D. Miller (bad pass; steal by S. Harrison),,41,25
128,2,10:31.0,,J. Dudley misses 3-pt jump shot from 25 ft,41,25
129,2,10:30.0,Defensive rebound by S. Hill,,41,25
130,2,10:18.0,A. Davis misses 2-pt hook shot from 8 ft,,41,25
131,2,10:16.0,,Defensive rebound by M. Chriss,41,25
132,2,10:08.0,,D. House misses 3-pt jump shot from 24 ft,41,25
133,2,10:06.0,,Offensive rebound by S. Harrison,41,25
134,2,10:06.0,,S. Harrison misses 2-pt layup from 1 ft (block by C. Diallo),41,25
135,2,10:05.0,Defensive rebound by A. Davis,,41,25
136,2,9:58.0,R. Rondo makes 2-pt layup at rim,,43,25
137,2,9:49.0,,Personal foul by R. Rondo (drawn by M. Chriss),43,25
138,2,9:49.0,E. Moore enters the game for A. Davis,,43,25
139,2,9:37.0,,Offensive foul by M. Chriss (drawn by S. Hill),43,25
140,2,9:37.0,,Turnover by M. Chriss (offensive foul),43,25
141,2,9:37.0,,D. Bender enters the game for M. Chriss,43,25
142,2,9:17.0,R. Rondo misses 3-pt jump shot from 23 ft,,43,25
143,2,9:12.0,Offensive rebound by C. Diallo,,43,25
144,2,9:08.0,Turnover by D. Miller (lost ball; steal by J. Dudley),,43,25
145,2,9:03.0,,D. Bender makes 2-pt layup at rim (assist by D. House),43,27
146,2,8:52.0,Turnover by E. Moore (traveling),,43,27
147,2,8:48.0,,Shooting foul by S. Hill (drawn by D. House),43,27
148,2,8:48.0,New Orleans full timeout,,43,27
149,2,8:48.0,D. Liggins enters the game for S. Hill,,43,27
150,2,8:48.0,,D. House makes free throw 1 of 2,43,28
151,2,8:48.0,,D. House misses free throw 2 of 2,43,28
152,2,8:46.0,Defensive rebound by R. Rondo,,43,28
153,2,8:26.0,E. Moore misses 2-pt jump shot from 12 ft,,43,28
154,2,8:23.0,,Defensive rebound by J. Dudley,43,28
155,2,8:05.0,,D. Reed makes 2-pt jump shot from 19 ft (assist by S. Harrison),43,30
156,2,7:40.0,E. Moore misses 2-pt hook shot from 7 ft,,43,30
157,2,7:35.0,Offensive rebound by E. Moore,,43,30
158,2,7:20.0,D. Miller makes 2-pt jump shot from 21 ft,,45,30
159,2,7:10.0,,S. Harrison makes 2-pt layup at rim,45,32
160,2,6:51.0,D. Liggins misses 2-pt layup from 7 ft (block by D. House),,45,32
161,2,6:47.0,,Defensive rebound by D. Reed,45,32
162,2,6:42.0,,S. Harrison makes 2-pt layup at rim (assist by D. House),45,34
163,2,6:28.0,E. Moore misses 3-pt jump shot from 24 ft,,45,34
164,2,6:25.0,Offensive rebound by Team,,45,34
165,2,6:25.0,N. Mirotić enters the game for C. Diallo,,45,34
166,2,6:25.0,A. Davis enters the game for D. Liggins,,45,34
167,2,6:11.0,A. Davis makes 2-pt hook shot from 3 ft (assist by N. Mirotić),,47,34
168,2,5:57.0,,Turnover by D. Bender (lost ball; steal by D. Miller),47,34
169,2,5:53.0,N. Mirotić makes 2-pt layup from 1 ft (assist by R. Rondo),,49,34
170,2,5:53.0,,Phoenix full timeout,49,34
171,2,5:53.0,,M. Chriss enters the game for J. Dudley,49,34
172,2,5:53.0,,J. Jackson enters the game for D. House,49,34
173,2,5:42.0,,D. Bender misses 3-pt jump shot from 25 ft,49,34
174,2,5:39.0,Defensive rebound by N. Mirotić,,49,34
175,2,5:23.0,A. Davis makes 2-pt jump shot from 18 ft,,51,34
176,2,5:02.0,,D. Reed misses 2-pt jump shot from 14 ft,51,34
177,2,4:58.0,Defensive rebound by N. Mirotić,,51,34
178,2,4:51.0,A. Davis misses 2-pt hook shot from 6 ft,,51,34
179,2,4:51.0,Offensive rebound by Team,,51,34
180,2,4:51.0,,T. Ulis enters the game for S. Harrison,51,34
181,2,4:51.0,J. Holiday enters the game for E. Moore,,51,34
182,2,4:47.0,A. Davis misses 2-pt jump shot from 21 ft,,51,34
183,2,4:45.0,,Defensive rebound by D. Bender,51,34
184,2,4:31.0,,M. Chriss makes 2-pt jump shot from 17 ft (assist by D. Reed),51,36
185,2,4:05.0,J. Holiday misses 2-pt layup from 1 ft,,51,36
186,2,4:01.0,,Defensive rebound by M. Chriss,51,36
187,2,3:45.0,,J. Jackson misses 2-pt jump shot from 18 ft,51,36
188,2,3:43.0,Defensive rebound by R. Rondo,,51,36
189,2,3:41.0,Personal foul by M. Chriss (drawn by A. Davis),,51,36
190,2,3:41.0,,A. Len enters the game for M. Chriss,51,36
191,2,3:40.0,Personal block foul by J. Jackson (drawn by A. Davis),,51,36
192,2,3:40.0,J. Crawford enters the game for R. Rondo,,51,36
193,2,3:36.0,J. Holiday misses 2-pt layup at rim,,51,36
194,2,3:35.0,,Defensive rebound by T. Ulis,51,36
195,2,3:31.0,,D. Reed misses 3-pt jump shot from 22 ft,51,36
196,2,3:25.0,Defensive rebound by N. Mirotić,,51,36
197,2,3:20.0,Shooting block foul by J. Jackson (drawn by J. Holiday),,51,36
198,2,3:20.0,J. Holiday makes free throw 1 of 2,,52,36
199,2,3:20.0,,D. House enters the game for J. Jackson,52,36
200,2,3:20.0,,S. Harrison enters the game for D. Reed,52,36
201,2,3:20.0,J. Holiday misses free throw 2 of 2,,52,36
202,2,3:18.0,,Defensive rebound by A. Len,52,36
203,2,3:13.0,,Technical foul by J. Dudley,52,36
204,2,3:13.0,J. Crawford makes technical free throw,,53,36
205,2,3:09.0,,T. Ulis makes 3-pt jump shot from 25 ft (assist by A. Len),53,39
206,2,2:47.0,J. Crawford misses 3-pt jump shot from 25 ft,,53,39
207,2,2:46.0,,Defensive rebound by D. House,53,39
208,2,2:41.0,,A. Len misses 3-pt jump shot from 25 ft,53,39
209,2,2:37.0,Defensive rebound by A. Davis,,53,39
210,2,2:17.0,Turnover by J. Crawford (lost ball; steal by T. Ulis),,53,39
211,2,2:10.0,,D. Bender misses 3-pt jump shot from 25 ft,53,39
212,2,2:08.0,,Offensive rebound by Team,53,39
213,2,1:54.0,,D. House makes 2-pt layup at rim,53,41
214,2,1:38.0,A. Davis makes 2-pt layup at rim (assist by D. Miller),,55,41
215,2,1:38.0,Shooting foul by A. Len (drawn by A. Davis),,55,41
216,2,1:38.0,E. Moore enters the game for D. Miller,,55,41
217,2,1:38.0,A. Davis makes free throw 1 of 1,,56,41
218,2,1:20.0,,A. Len misses 2-pt layup from 1 ft,56,41
219,2,1:18.0,Defensive rebound by N. Mirotić,,56,41
220,2,1:10.0,Turnover by J. Holiday (bad pass; steal by T. Ulis),,56,41
221,2,1:04.0,,Turnover by T. Ulis (bad pass),56,41
222,2,0:53.0,A. Davis makes 2-pt jump shot from 20 ft (assist by J. Crawford),,58,41
223,2,0:37.0,,A. Len makes 2-pt dunk at rim (assist by S. Harrison),58,43
224,2,0:33.0,Personal foul by D. Bender (drawn by A. Davis),,58,43
225,2,0:33.0,A. Davis makes free throw 1 of 2,,59,43
226,2,0:33.0,,A. Peters enters the game for A. Len,59,43
227,2,0:33.0,A. Davis makes free throw 2 of 2,,60,43
228,2,0:17.0,,Turnover by A. Peters (bad pass; steal by J. Holiday),60,43
229,2,0:15.0,A. Davis makes 2-pt layup at rim (assist by J. Holiday),,62,43
230,2,0:15.0,Shooting foul by D. House (drawn by A. Davis),,62,43
231,2,0:15.0,A. Davis makes free throw 1 of 1,,63,43
232,2,0:01.0,,T. Ulis makes 3-pt jump shot from 26 ft,63,46
233,3,11:42.0,,D. House misses 3-pt jump shot from 26 ft,63,46
234,3,11:38.0,Defensive rebound by A. Davis,,63,46
235,3,11:19.0,A. Davis misses 2-pt jump shot from 18 ft,,63,46
236,3,11:16.0,,Defensive rebound by J. Jackson,63,46
237,3,11:11.0,,J. Jackson makes 2-pt jump shot from 18 ft,63,48
238,3,10:57.0,N. Mirotić misses 2-pt jump shot from 12 ft,,63,48
239,3,10:55.0,,Defensive rebound by D. Bender,63,48
240,3,10:53.0,,Turnover by D. Bender (bad pass; steal by R. Rondo),63,48
241,3,10:45.0,N. Mirotić misses 2-pt hook shot from 7 ft,,63,48
242,3,10:43.0,,Defensive rebound by D. Bender,63,48
243,3,10:31.0,,J. Jackson misses 3-pt jump shot from 23 ft,63,48
244,3,10:29.0,,Offensive rebound by D. Bender,63,48
245,3,10:26.0,,M. Chriss misses 3-pt jump shot from 24 ft,63,48
246,3,10:24.0,,Offensive rebound by Team,63,48
247,3,10:24.0,Loose ball foul by E. Moore (drawn by D. House),,63,48
248,3,10:24.0,New Orleans full timeout,,63,48
249,3,10:18.0,,J. Jackson misses 2-pt jump shot from 12 ft,63,48
250,3,10:16.0,,Offensive rebound by J. Jackson,63,48
251,3,10:14.0,,Turnover by J. Jackson (lost ball; steal by E. Moore),63,48
252,3,10:06.0,E. Moore misses 2-pt jump shot from 18 ft,,63,48
253,3,10:02.0,,Defensive rebound by D. House,63,48
254,3,9:49.0,,M. Chriss makes 2-pt dunk at rim (assist by T. Ulis),63,50
255,3,9:34.0,A. Davis misses 2-pt jump shot from 18 ft,,63,50
256,3,9:31.0,,Defensive rebound by T. Ulis,63,50
257,3,9:26.0,,Turnover by T. Ulis (bad pass; steal by A. Davis),63,50
258,3,9:18.0,E. Moore makes 2-pt hook shot from 6 ft (assist by J. Holiday),,65,50
259,3,8:59.0,,T. Ulis makes 2-pt jump shot from 21 ft (assist by M. Chriss),65,52
260,3,8:50.0,J. Holiday makes 2-pt layup from 2 ft,,67,52
261,3,8:40.0,,T. Ulis misses 2-pt jump shot from 15 ft,67,52
262,3,8:37.0,Defensive rebound by A. Davis,,67,52
263,3,8:21.0,N. Mirotić misses 2-pt layup at rim,,67,52
264,3,8:19.0,,Defensive rebound by Team,67,52
265,3,8:05.0,,J. Jackson misses 2-pt jump shot from 20 ft,67,52
266,3,8:03.0,,Offensive rebound by Team,67,52
267,3,8:03.0,Loose ball foul by J. Holiday (drawn by D. Bender),,67,52
268,3,7:56.0,,M. Chriss makes 2-pt jump shot from 20 ft (assist by D. Bender),67,54
269,3,7:45.0,N. Mirotić misses 3-pt jump shot from 26 ft,,67,54
270,3,7:42.0,,Defensive rebound by J. Jackson,67,54
271,3,7:38.0,,Turnover by J. Jackson (out of bounds lost ball),67,54
272,3,7:26.0,Offensive foul by N. Mirotić (drawn by D. House),,67,54
273,3,7:26.0,Turnover by N. Mirotić (offensive foul),,67,54
274,3,7:26.0,,S. Harrison enters the game for J. Jackson,67,54
275,3,7:11.0,,M. Chriss misses 2-pt layup from 1 ft,67,54
276,3,7:09.0,Defensive rebound by E. Moore,,67,54
277,3,6:56.0,N. Mirotić misses 2-pt jump shot from 12 ft,,67,54
278,3,6:54.0,,Defensive rebound by S. Harrison,67,54
279,3,6:47.0,,M. Chriss misses 3-pt jump shot from 25 ft,67,54
280,3,6:45.0,,Offensive rebound by M. Chriss,67,54
281,3,6:43.0,,Shooting foul by N. Mirotić (drawn by M. Chriss),67,54
282,3,6:43.0,,M. Chriss makes free throw 1 of 2,67,55
283,3,6:43.0,D. Miller enters the game for R. Rondo,,67,55
284,3,6:43.0,,M. Chriss makes free throw 2 of 2,67,56
285,3,6:26.0,A. Davis misses 2-pt jump shot from 11 ft,,67,56
286,3,6:24.0,,Defensive rebound by D. House,67,56
287,3,6:20.0,,Offensive foul by M. Chriss (drawn by E. Moore),67,56
288,3,6:20.0,,Turnover by M. Chriss (offensive foul),67,56
289,3,6:04.0,Turnover by E. Moore (traveling),,67,56
290,3,6:04.0,,A. Len enters the game for M. Chriss,67,56
291,3,5:56.0,,Personal foul by E. Moore (drawn by T. Ulis),67,56
292,3,5:51.0,,S. Harrison misses 2-pt layup from 4 ft (block by A. Davis),67,56
293,3,5:49.0,Defensive rebound by Team,,67,56
294,3,5:42.0,J. Holiday makes 2-pt layup from 1 ft,,69,56
295,3,5:16.0,,D. Bender makes 3-pt jump shot from 22 ft (assist by S. Harrison),69,59
296,3,5:00.0,J. Holiday makes 2-pt layup at rim,,71,59
297,3,4:51.0,,D. Bender makes 3-pt jump shot from 25 ft (assist by T. Ulis),71,62
298,3,4:37.0,Shooting foul by A. Len (drawn by J. Holiday),,71,62
299,3,4:37.0,J. Holiday makes free throw 1 of 2,,72,62
300,3,4:37.0,S. Hill enters the game for E. Moore,,72,62
301,3,4:37.0,J. Holiday misses free throw 2 of 2,,72,62
302,3,4:35.0,Offensive rebound by N. Mirotić,,72,62
303,3,4:32.0,N. Mirotić makes 2-pt hook shot from 6 ft,,74,62
304,3,4:15.0,,T. Ulis makes 2-pt jump shot from 19 ft,74,64
305,3,4:05.0,S. Hill misses 2-pt layup from 4 ft,,74,64
306,3,4:02.0,,Defensive rebound by T. Ulis,74,64
307,3,3:55.0,,S. Harrison misses 2-pt layup at rim,74,64
308,3,3:53.0,Defensive rebound by D. Miller,,74,64
309,3,3:50.0,N. Mirotić makes 2-pt layup from 1 ft (assist by J. Holiday),,76,64
310,3,3:50.0,,Phoenix full timeout,76,64
311,3,3:50.0,C. Diallo enters the game for N. Mirotić,,76,64
312,3,3:32.0,,D. House misses 2-pt layup from 1 ft (block by A. Davis),76,64
313,3,3:29.0,,Offensive rebound by Team,76,64
314,3,3:28.0,,D. House misses 2-pt jump shot from 18 ft,76,64
315,3,3:23.0,Defensive rebound by Team,,76,64
316,3,3:12.0,D. Miller makes 3-pt jump shot from 25 ft (assist by J. Holiday),,79,64
317,3,2:51.0,,A. Len misses 2-pt layup at rim (block by A. Davis),79,64
318,3,2:48.0,Defensive rebound by J. Holiday,,79,64
319,3,2:36.0,J. Holiday makes 3-pt jump shot from 25 ft (assist by A. Davis),,82,64
320,3,2:08.0,,T. Ulis misses 3-pt jump shot from 24 ft,82,64
321,3,2:07.0,Defensive rebound by C. Diallo,,82,64
322,3,2:03.0,Shooting foul by A. Len (drawn by A. Davis),,82,64
323,3,2:03.0,A. Davis makes free throw 1 of 2,,83,64
324,3,2:03.0,A. Davis makes free throw 2 of 2,,84,64
325,3,2:03.0,,J. Jackson enters the game for T. Ulis,84,64
326,3,2:03.0,,D. Reed enters the game for D. House,84,64
327,3,2:03.0,R. Rondo enters the game for J. Holiday,,84,64
328,3,1:47.0,,J. Jackson makes 2-pt jump shot from 15 ft (assist by S. Harrison),84,66
329,3,1:34.0,A. Davis misses 2-pt jump shot from 20 ft,,84,66
330,3,1:31.0,,Defensive rebound by D. Reed,84,66
331,3,1:21.0,,Shooting foul by A. Davis (drawn by A. Len),84,66
332,3,1:21.0,,A. Len makes free throw 1 of 2,84,67
333,3,1:21.0,,A. Len misses free throw 2 of 2,84,67
334,3,1:18.0,Defensive rebound by C. Diallo,,84,67
335,3,1:13.0,Turnover by R. Rondo (traveling),,84,67
336,3,0:57.0,,Shooting foul by D. Miller (drawn by J. Jackson),84,67
337,3,0:57.0,,J. Jackson makes free throw 1 of 2,84,68
338,3,0:57.0,,J. Jackson misses free throw 2 of 2,84,68
339,3,0:54.0,,Offensive rebound by A. Len,84,68
340,3,0:53.0,,J. Jackson makes 2-pt dunk at rim (assist by A. Len),84,70
341,3,0:45.0,A. Davis makes 2-pt dunk at rim (assist by R. Rondo),,86,70
342,3,0:37.0,,J. Jackson misses 2-pt layup from 3 ft,86,70
343,3,0:35.0,Defensive rebound by C. Diallo,,86,70
344,3,0:25.0,Turnover by R. Rondo (bad pass; steal by S. Harrison),,86,70
345,3,0:25.0,,D. Bender misses 3-pt jump shot from 24 ft,86,70
346,3,0:20.0,,Offensive rebound by J. Jackson,86,70
347,3,0:18.0,,Turnover by A. Len (bad pass; steal by D. Miller),86,70
348,3,0:01.0,A. Davis misses 3-pt jump shot from 26 ft,,86,70
349,3,0:01.0,Offensive rebound by Team,,86,70
350,4,11:42.0,D. Miller misses 2-pt jump shot from 22 ft,,86,70
351,4,11:38.0,,Defensive rebound by J. Jackson,86,70
352,4,11:36.0,,Shooting foul by S. Hill (drawn by J. Jackson),86,70
353,4,11:36.0,,J. Jackson makes free throw 1 of 2,86,71
354,4,11:36.0,,J. Jackson makes free throw 2 of 2,86,72
355,4,11:12.0,N. Mirotić makes 3-pt jump shot from 23 ft (assist by R. Rondo),,89,72
356,4,10:57.0,,D. Bender makes 3-pt jump shot from 25 ft (assist by J. Jackson),89,75
357,4,10:44.0,R. Rondo makes 2-pt layup from 1 ft,,91,75
358,4,10:39.0,,J. Jackson makes 2-pt layup at rim,91,77
359,4,10:24.0,R. Rondo misses 3-pt jump shot from 25 ft,,91,77
360,4,10:24.0,,Defensive rebound by S. Harrison,91,77
361,4,10:13.0,,D. Reed misses 3-pt jump shot from 25 ft,91,77
362,4,10:10.0,Defensive rebound by N. Mirotić,,91,77
363,4,9:59.0,R. Rondo makes 2-pt layup at rim,,93,77
364,4,9:49.0,,D. Bender makes 3-pt jump shot from 24 ft (assist by S. Harrison),93,80
365,4,9:49.0,New Orleans full timeout,,93,80
366,4,9:49.0,E. Moore enters the game for S. Hill,,93,80
367,4,9:33.0,D. Miller misses 2-pt jump shot from 16 ft,,93,80
368,4,9:29.0,,Defensive rebound by D. Bender,93,80
369,4,9:19.0,,A. Peters misses 3-pt jump shot from 22 ft,93,80
370,4,9:17.0,,Offensive rebound by J. Jackson,93,80
371,4,9:17.0,,Shooting foul by D. Miller (drawn by J. Jackson),93,80
372,4,9:17.0,,J. Jackson misses free throw 1 of 2,93,80
373,4,9:17.0,,Offensive rebound by Team,93,80
374,4,9:17.0,,J. Jackson makes free throw 2 of 2,93,81
375,4,9:09.0,Personal foul by A. Peters (drawn by N. Mirotić),,93,81
376,4,9:09.0,J. Holiday enters the game for R. Rondo,,93,81
377,4,9:00.0,J. Holiday misses 2-pt jump shot from 12 ft,,93,81
378,4,8:59.0,Offensive rebound by N. Mirotić,,93,81
379,4,8:59.0,N. Mirotić misses 2-pt layup from 2 ft,,93,81
380,4,8:58.0,,Defensive rebound by D. Bender,93,81
381,4,8:42.0,,D. Reed misses 3-pt jump shot from 24 ft,93,81
382,4,8:39.0,Defensive rebound by C. Diallo,,93,81
383,4,8:34.0,Shooting foul by A. Peters (drawn by N. Mirotić),,93,81
384,4,8:34.0,N. Mirotić makes free throw 1 of 2,,94,81
385,4,8:34.0,,M. Chriss enters the game for A. Peters,94,81
386,4,8:34.0,A. Davis enters the game for C. Diallo,,94,81
387,4,8:34.0,N. Mirotić makes free throw 2 of 2,,95,81
388,4,8:23.0,,D. Bender misses 2-pt hook shot from 7 ft,95,81
389,4,8:21.0,Defensive rebound by N. Mirotić,,95,81
390,4,8:15.0,N. Mirotić makes 3-pt jump shot from 29 ft (assist by J. Holiday),,98,81
391,4,8:12.0,,Phoenix full timeout,98,81
392,4,8:12.0,,T. Ulis enters the game for S. Harrison,98,81
