,QUARTER,TIME_REMAINING,DETROIT_ACTION,MEMPHIS_ACTION,DETROIT_SCORE,MEMPHIS_SCORE
35,1,7:49.0,Defensive rebound by R. Jackson,,10,12
36,1,7:46.0,A. Drummond misses 2-pt layup at rim,,10,12
37,1,7:43.0,Offensive rebound by A. Drummond,,10,12
38,1,7:43.0,A. Drummond makes 2-pt layup at rim,,12,12
39,1,7:29.0,,B. McLemore makes 3-pt jump shot from 24 ft (assist by K. Simmons),12,15
40,1,7:12.0,R. Jackson misses 2-pt jump shot from 17 ft,,12,15
41,1,7:10.0,,Defensive rebound by B. McLemore,12,15
42,1,7:01.0,,I. Rabb makes 2-pt dunk from 1 ft (assist by M. Gasol),12,17
43,1,6:39.0,S. Johnson misses 2-pt jump shot from 9 ft,,12,17
44,1,6:36.0,,Defensive rebound by M. Gasol,12,17
45,1,6:35.0,,Turnover by M. Gasol (bad pass; steal by R. Jackson),12,17
46,1,6:30.0,S. Johnson misses 3-pt jump shot from 26 ft,,12,17
47,1,6:26.0,,Defensive rebound by B. McLemore,12,17
48,1,6:19.0,,M. Gasol misses 2-pt jump shot from 13 ft,12,17
49,1,6:17.0,Defensive rebound by A. Tolliver,,12,17
50,1,6:08.0,Personal foul by K. Simmons (drawn by A. Tolliver),,12,17
51,1,6:08.0,,M. Chalmers enters the game for K. Simmons,12,17
52,1,6:01.0,R. Jackson misses 3-pt jump shot from 25 ft,,12,17
53,1,5:58.0,,Defensive rebound by D. Brooks,12,17
54,1,5:55.0,,Turnover by D. Brooks (palming),12,17
55,1,5:45.0,Shooting foul by M. Chalmers (drawn by R. Jackson),,12,17
56,1,5:45.0,R. Jackson makes free throw 1 of 2,,13,17
57,1,5:45.0,R. Jackson makes free throw 2 of 2,,14,17
58,1,5:23.0,,B. McLemore misses 3-pt jump shot from 24 ft,14,17
59,1,5:22.0,Defensive rebound by Team,,14,17
60,1,5:22.0,I. Smith enters the game for A. Tolliver,,14,17
61,1,5:22.0,H. Ellenson enters the game for R. Jackson,,14,17
62,1,5:09.0,H. Ellenson makes 3-pt jump shot from 25 ft (assist by L. Kennard),,17,17
63,1,4:45.0,,D. Brooks makes 2-pt layup at rim (assist by M. Chalmers),17,19
64,1,4:30.0,L. Kennard misses 2-pt jump shot from 15 ft,,17,19
65,1,4:26.0,Offensive rebound by A. Drummond,,17,19
66,1,4:26.0,A. Drummond misses 2-pt layup at rim,,17,19
67,1,4:25.0,Offensive rebound by L. Kennard,,17,19
68,1,4:20.0,I. Smith misses 2-pt layup from 2 ft,,17,19
69,1,4:17.0,,Defensive rebound by I. Rabb,17,19
70,1,4:10.0,,D. Brooks misses 3-pt jump shot from 23 ft,17,19
71,1,4:06.0,,Offensive rebound by B. McLemore,17,19
72,1,4:01.0,,Personal foul by A. Drummond (drawn by M. Chalmers),17,19
73,1,4:01.0,,O. Johnson enters the game for I. Rabb,17,19
74,1,4:01.0,,M. Brooks enters the game for B. McLemore,17,19
75,1,3:56.0,,D. Brooks makes 2-pt layup at rim (assist by M. Gasol),17,21
76,1,3:35.0,L. Kennard makes 3-pt jump shot from 23 ft (assist by I. Smith),,20,21
77,1,3:25.0,,Shooting foul by L. Kennard (drawn by D. Brooks),20,21
78,1,3:25.0,,D. Brooks makes free throw 1 of 2,20,22
79,1,3:25.0,,D. Davis enters the game for M. Gasol,20,22
80,1,3:25.0,L. Galloway enters the game for L. Kennard,,20,22
81,1,3:25.0,,D. Brooks misses free throw 2 of 2,20,22
82,1,3:23.0,Defensive rebound by A. Drummond,,20,22
83,1,3:10.0,H. Ellenson misses 2-pt jump shot from 13 ft,,20,22
84,1,3:10.0,Offensive rebound by Team,,20,22
85,1,3:10.0,,Loose ball foul by M. Chalmers (drawn by A. Drummond),20,22
86,1,3:10.0,A. Drummond misses free throw 1 of 2,,20,22
87,1,3:10.0,Offensive rebound by Team,,20,22
88,1,3:10.0,A. Drummond misses free throw 2 of 2,,20,22
89,1,3:08.0,,Defensive rebound by D. Brooks,20,22
90,1,2:53.0,,M. Brooks makes 2-pt jump shot from 11 ft (assist by D. Brooks),20,24
91,1,2:40.0,L. Galloway makes 2-pt layup at rim (assist by A. Drummond),,22,24
92,1,2:26.0,,D. Brooks misses 2-pt jump shot from 15 ft,22,24
93,1,2:23.0,Defensive rebound by A. Drummond,,22,24
94,1,2:13.0,H. Ellenson misses 3-pt jump shot from 23 ft,,22,24
95,1,2:09.0,,Defensive rebound by M. Chalmers,22,24
96,1,2:05.0,,Shooting foul by I. Smith (drawn by D. Brooks),22,24
97,1,2:05.0,,Memphis full timeout,22,24
98,1,2:05.0,,D. Brooks makes free throw 1 of 2,22,25
99,1,2:05.0,,D. Brooks makes free throw 2 of 2,22,26
100,1,1:51.0,L. Galloway misses 3-pt jump shot from 23 ft,,22,26
101,1,1:48.0,,Defensive rebound by D. Davis,22,26
102,1,1:31.0,,D. Davis makes 2-pt jump shot from 18 ft (assist by M. Brooks),22,28
103,1,1:16.0,L. Galloway misses 3-pt jump shot from 22 ft,,22,28
104,1,1:13.0,,Defensive rebound by D. Brooks,22,28
105,1,1:08.0,,M. Chalmers misses 3-pt jump shot from 26 ft,22,28
106,1,1:04.0,Defensive rebound by I. Smith,,22,28
107,1,0:54.0,S. Johnson misses 3-pt jump shot from 26 ft,,22,28
108,1,0:51.0,,Defensive rebound by O. Johnson,22,28
109,1,0:33.0,,Shooting foul by S. Johnson (drawn by D. Brooks),22,28
110,1,0:33.0,,D. Brooks makes free throw 1 of 2,22,29
111,1,0:33.0,J. Ennis enters the game for S. Johnson,,22,29
112,1,0:33.0,,D. Brooks makes free throw 2 of 2,22,30
113,1,0:21.0,I. Smith misses 3-pt jump shot from 25 ft,,22,30
114,1,0:17.0,,Defensive rebound by M. Chalmers,22,30
115,1,0:00.0,,D. Brooks misses 2-pt jump shot from 15 ft,22,30
116,1,0:00.0,,Offensive rebound by Team,22,30
117,2,11:37.0,,D. Davis makes 2-pt layup from 4 ft (assist by M. Brooks),22,32
118,2,11:10.0,R. Jackson misses 3-pt jump shot from 25 ft,,22,32
119,2,11:09.0,Offensive rebound by Team,,22,32
120,2,11:09.0,Turnover by Team (shot clock),,22,32
121,2,10:46.0,,M. Brooks misses 3-pt jump shot from 26 ft,22,32
122,2,10:45.0,,Offensive rebound by Team,22,32
123,2,10:45.0,,Turnover by Team (shot clock),22,32
124,2,10:34.0,Shooting foul by M. Henry (drawn by L. Galloway),,22,32
125,2,10:34.0,L. Galloway makes free throw 1 of 2,,23,32
126,2,10:34.0,L. Galloway makes free throw 2 of 2,,24,32
127,2,10:24.0,,M. Henry makes 2-pt jump shot from 16 ft (assist by K. Simmons),24,34
128,2,10:12.0,L. Galloway misses 3-pt jump shot from 23 ft,,24,34
129,2,10:09.0,,Defensive rebound by D. Davis,24,34
130,2,10:01.0,,O. Johnson makes 3-pt jump shot from 23 ft (assist by K. Simmons),24,37
131,2,9:51.0,Detroit full timeout,,24,37
132,2,9:51.0,,I. Rabb enters the game for O. Johnson,24,37
133,2,9:43.0,H. Ellenson misses 3-pt jump shot from 25 ft,,24,37
134,2,9:41.0,,Defensive rebound by M. Henry,24,37
135,2,9:28.0,,I. Rabb makes 2-pt dunk at rim (assist by D. Davis),24,39
136,2,9:15.0,Personal foul by M. Brooks (drawn by E. Moreland),,24,39
137,2,9:07.0,H. Ellenson makes 2-pt jump shot from 4 ft (assist by E. Moreland),,26,39
138,2,8:54.0,,D. Davis makes 2-pt jump shot from 20 ft (assist by K. Simmons),26,41
139,2,8:40.0,J. Ennis misses 3-pt jump shot from 26 ft,,26,41
140,2,8:38.0,,Defensive rebound by D. Davis,26,41
141,2,8:28.0,,Shooting foul by E. Moreland (drawn by M. Brooks),26,41
142,2,8:28.0,,M. Brooks makes free throw 1 of 2,26,42
143,2,8:28.0,,M. Brooks makes free throw 2 of 2,26,43
144,2,8:10.0,H. Ellenson misses 2-pt layup from 7 ft,,26,43
145,2,8:06.0,,Defensive rebound by M. Brooks,26,43
146,2,8:00.0,,M. Brooks makes 3-pt jump shot from 24 ft,26,46
147,2,7:46.0,H. Ellenson makes 3-pt jump shot from 25 ft (assist by R. Jackson),,29,46
148,2,7:26.0,,Shooting foul by H. Ellenson (drawn by D. Davis),29,46
149,2,7:26.0,,D. Davis makes free throw 1 of 2,29,47
150,2,7:26.0,A. Tolliver enters the game for H. Ellenson,,29,47
151,2,7:26.0,,D. Davis misses free throw 2 of 2,29,47
152,2,7:24.0,,Offensive rebound by I. Rabb,29,47
153,2,7:24.0,,I. Rabb makes 2-pt layup at rim,29,49
154,2,7:24.0,,Shooting foul by A. Tolliver (drawn by I. Rabb),29,49
155,2,7:24.0,,M. Gasol enters the game for D. Davis,29,49
156,2,7:24.0,A. Drummond enters the game for E. Moreland,,29,49
157,2,7:24.0,,I. Rabb misses free throw 1 of 1,29,49
158,2,7:24.0,Defensive rebound by R. Jackson,,29,49
159,2,7:11.0,R. Jackson misses 2-pt jump shot from 1 ft,,29,49
160,2,7:09.0,Offensive rebound by R. Jackson,,29,49
161,2,7:06.0,R. Jackson makes 3-pt jump shot from 23 ft (assist by J. Ennis),,32,49
162,2,6:52.0,,M. Brooks makes 2-pt layup at rim (assist by K. Simmons),32,51
163,2,6:35.0,A. Tolliver misses 3-pt jump shot from 25 ft,,32,51
164,2,6:32.0,,Defensive rebound by K. Simmons,32,51
165,2,6:22.0,,I. Rabb misses 2-pt jump shot from 12 ft,32,51
166,2,6:19.0,Defensive rebound by J. Ennis,,32,51
167,2,6:15.0,Turnover by J. Ennis (lost ball; steal by I. Rabb),,32,51
168,2,5:57.0,,M. Henry misses 3-pt jump shot from 23 ft,32,51
169,2,5:54.0,Defensive rebound by A. Tolliver,,32,51
170,2,5:46.0,L. Galloway makes 3-pt jump shot from 23 ft (assist by R. Jackson),,35,51
171,2,5:23.0,,M. Brooks misses 2-pt jump shot from 12 ft,35,51
172,2,5:22.0,Defensive rebound by Team,,35,51
173,2,5:22.0,,Loose ball foul by M. Gasol (drawn by A. Drummond),35,51
174,2,5:22.0,,M. Chalmers enters the game for K. Simmons,35,51
175,2,5:22.0,,B. McLemore enters the game for M. Henry,35,51
176,2,5:22.0,,D. Brooks enters the game for M. Brooks,35,51
177,2,5:22.0,I. Smith enters the game for R. Jackson,,35,51
178,2,5:22.0,L. Kennard enters the game for L. Galloway,,35,51
179,2,5:15.0,Personal foul by B. McLemore (drawn by L. Kennard),,35,51
180,2,5:05.0,J. Ennis makes 3-pt jump shot from 26 ft (assist by A. Tolliver),,38,51
181,2,4:51.0,,M. Gasol misses 2-pt hook shot from 6 ft,38,51
182,2,4:49.0,Defensive rebound by A. Drummond,,38,51
183,2,4:43.0,Turnover by I. Smith (lost ball; steal by I. Rabb),,38,51
184,2,4:33.0,,I. Rabb misses 2-pt jump shot from 11 ft,38,51
185,2,4:29.0,Defensive rebound by J. Ennis,,38,51
186,2,4:24.0,J. Ennis misses 2-pt jump shot from 15 ft,,38,51
187,2,4:20.0,,Defensive rebound by M. Gasol,38,51
188,2,4:13.0,,D. Brooks makes 2-pt layup from 1 ft,38,53
189,2,3:59.0,A. Tolliver misses 3-pt jump shot from 26 ft,,38,53
190,2,3:55.0,,Defensive rebound by D. Brooks,38,53
191,2,3:51.0,,Shooting foul by J. Ennis (drawn by D. Brooks),38,53
192,2,3:51.0,,D. Brooks makes free throw 1 of 2,38,54
193,2,3:51.0,S. Johnson enters the game for J. Ennis,,38,54
194,2,3:51.0,,D. Brooks makes free throw 2 of 2,38,55
195,2,3:33.0,I. Smith makes 3-pt jump shot from 26 ft (assist by A. Drummond),,41,55
196,2,3:19.0,,Turnover by M. Chalmers (bad pass; steal by A. Drummond),41,55
197,2,3:15.0,L. Kennard makes 2-pt dunk at rim (assist by I. Smith),,43,55
198,2,3:00.0,,M. Gasol makes 2-pt hook shot from 6 ft,43,57
199,2,2:44.0,L. Kennard makes 2-pt dunk at rim (assist by A. Drummond),,45,57
200,2,2:22.0,,M. Gasol misses 2-pt jump shot from 14 ft,45,57
201,2,2:19.0,Defensive rebound by I. Smith,,45,57
202,2,2:08.0,A. Tolliver makes 2-pt layup from 1 ft (assist by I. Smith),,47,57
203,2,2:07.0,,Memphis full timeout,47,57
204,2,1:51.0,,Turnover by M. Chalmers (bad pass; steal by A. Tolliver),47,57
205,2,1:51.0,Personal foul by I. Rabb (drawn by A. Tolliver),,47,57
206,2,1:51.0,A. Tolliver misses free throw 1 of 2,,47,57
207,2,1:51.0,Offensive rebound by Team,,47,57
208,2,1:51.0,,Violation by M. Chalmers (lane),47,57
209,2,1:51.0,A. Tolliver makes free throw 2 of 2,,48,57
210,2,1:40.0,,M. Chalmers misses 2-pt layup from 1 ft,48,57
211,2,1:37.0,Defensive rebound by L. Kennard,,48,57
212,2,1:33.0,A. Tolliver makes 3-pt jump shot from 23 ft (assist by S. Johnson),,51,57
213,2,1:18.0,,M. Gasol misses 2-pt layup from 1 ft,51,57
214,2,1:14.0,Defensive rebound by A. Tolliver,,51,57
215,2,1:11.0,A. Drummond makes 2-pt dunk at rim (assist by I. Smith),,53,57
216,2,0:53.0,,D. Brooks misses 2-pt jump shot from 15 ft,53,57
217,2,0:51.0,Defensive rebound by A. Drummond,,53,57
218,2,0:44.0,Turnover by A. Tolliver (out of bounds lost ball),,53,57
219,2,0:44.0,H. Ellenson enters the game for A. Tolliver,,53,57
220,2,0:34.0,,M. Gasol makes 2-pt layup from 4 ft (assist by D. Brooks),53,59
221,2,0:34.0,,Shooting foul by H. Ellenson (drawn by M. Gasol),53,59
222,2,0:34.0,,M. Gasol makes free throw 1 of 1,53,60
223,2,0:20.0,Turnover by S. Johnson (bad pass; steal by B. McLemore),,53,60
224,2,0:17.0,,I. Rabb makes 2-pt dunk at rim (assist by D. Brooks),53,62
225,2,0:02.0,I. Smith makes 3-pt jump shot from 25 ft,,56,62
226,2,0:00.0,,M. Chalmers misses 3-pt jump shot from 42 ft,56,62
227,2,0:00.0,,Offensive rebound by Team,56,62
228,3,11:41.0,,K. Simmons misses 3-pt jump shot from 23 ft,56,62
229,3,11:39.0,Defensive rebound by A. Drummond,,56,62
230,3,11:27.0,L. Kennard makes 3-pt jump shot from 26 ft (assist by R. Jackson),,59,62
231,3,11:10.0,,D. Brooks makes 2-pt layup at rim,59,64
232,3,10:48.0,S. Johnson misses 2-pt layup at rim (block by M. Gasol),,59,64
233,3,10:44.0,,Defensive rebound by M. Gasol,59,64
234,3,10:42.0,,Shooting foul by A. Tolliver (drawn by K. Simmons),59,64
235,3,10:42.0,,K. Simmons makes free throw 1 of 2,59,65
236,3,10:42.0,,K. Simmons makes free throw 2 of 2,59,66
237,3,10:34.0,Shooting foul by I. Rabb (drawn by A. Tolliver),,59,66
238,3,10:34.0,A. Tolliver makes free throw 1 of 3,,60,66
239,3,10:34.0,A. Tolliver makes free throw 2 of 3,,61,66
240,3,10:34.0,A. Tolliver makes free throw 3 of 3,,62,66
241,3,10:09.0,,D. Brooks misses 3-pt jump shot from 25 ft,62,66
242,3,10:06.0,,Offensive rebound by M. Gasol,62,66
243,3,10:06.0,,Personal foul by L. Kennard (drawn by M. Gasol),62,66
244,3,9:58.0,,Turnover by I. Rabb (bad pass; steal by A. Tolliver),62,66
245,3,9:37.0,A. Drummond misses 3-pt jump shot from 25 ft,,62,66
246,3,9:33.0,Offensive rebound by A. Tolliver,,62,66
247,3,9:32.0,A. Tolliver misses 2-pt layup from 1 ft,,62,66
248,3,9:32.0,,Defensive rebound by I. Rabb,62,66
249,3,9:21.0,,K. Simmons makes 2-pt jump shot from 12 ft (assist by M. Gasol),62,68
250,3,9:03.0,R. Jackson misses 2-pt jump shot from 14 ft,,62,68
251,3,9:00.0,,Defensive rebound by M. Gasol,62,68
252,3,8:59.0,,Turnover by M. Gasol (bad pass; steal by S. Johnson),62,68
253,3,8:45.0,L. Kennard misses 2-pt layup from 4 ft (block by I. Rabb),,62,68
254,3,8:42.0,Offensive rebound by Team,,62,68
255,3,8:42.0,,O. Johnson enters the game for I. Rabb,62,68
256,3,8:36.0,Shooting foul by K. Simmons (drawn by R. Jackson),,62,68
257,3,8:36.0,R. Jackson makes free throw 1 of 3,,63,68
258,3,8:36.0,R. Jackson makes free throw 2 of 3,,64,68
259,3,8:36.0,R. Jackson makes free throw 3 of 3,,65,68
260,3,8:20.0,,Personal foul by S. Johnson (drawn by D. Brooks),65,68
261,3,8:14.0,,O. Johnson misses 3-pt jump shot from 23 ft,65,68
262,3,8:11.0,Defensive rebound by R. Jackson,,65,68
263,3,8:06.0,Shooting foul by O. Johnson (drawn by R. Jackson),,65,68
264,3,8:06.0,R. Jackson makes free throw 1 of 2,,66,68
265,3,8:06.0,R. Jackson makes free throw 2 of 2,,67,68
266,3,7:56.0,,B. McLemore makes 2-pt jump shot from 8 ft,67,70
267,3,7:45.0,R. Jackson misses 2-pt jump shot from 12 ft,,67,70
268,3,7:42.0,,Defensive rebound by M. Gasol,67,70
269,3,7:34.0,,M. Gasol makes 2-pt jump shot from 11 ft (assist by K. Simmons),67,72
270,3,7:13.0,L. Kennard misses 2-pt jump shot from 8 ft,,67,72
271,3,7:12.0,,Defensive rebound by Team,67,72
272,3,6:58.0,,K. Simmons makes 3-pt jump shot from 22 ft (assist by D. Brooks),67,75
273,3,6:36.0,A. Tolliver misses 2-pt layup at rim,,67,75
274,3,6:33.0,,Defensive rebound by D. Brooks,67,75
275,3,6:32.0,,Shooting foul by A. Drummond (drawn by D. Brooks),67,75
276,3,6:32.0,,Memphis full timeout,67,75
277,3,6:32.0,,D. Brooks misses free throw 1 of 2,67,75
278,3,6:32.0,,Offensive rebound by Team,67,75
279,3,6:32.0,,D. Brooks makes free throw 2 of 2,67,76
280,3,6:19.0,A. Drummond misses 2-pt hook shot from 1 ft,,67,76
281,3,6:17.0,,Defensive rebound by M. Gasol,67,76
282,3,5:58.0,,M. Gasol makes 2-pt jump shot from 11 ft (assist by B. McLemore),67,78
283,3,5:42.0,A. Tolliver makes 3-pt jump shot from 24 ft (assist by S. Johnson),,70,78
284,3,5:13.0,,M. Gasol misses 3-pt jump shot from 27 ft,70,78
285,3,5:13.0,,Offensive rebound by Team,70,78
286,3,5:13.0,,Turnover by Team (shot clock),70,78
287,3,5:13.0,,M. Brooks enters the game for B. McLemore,70,78
288,3,5:13.0,I. Smith enters the game for R. Jackson,,70,78
289,3,4:57.0,S. Johnson makes 2-pt jump shot from 8 ft (assist by L. Kennard),,72,78
290,3,4:33.0,,K. Simmons makes 3-pt jump shot from 25 ft (assist by M. Gasol),72,81
291,3,4:16.0,I. Smith makes 3-pt jump shot from 23 ft,,75,81
292,3,3:55.0,,M. Gasol makes 3-pt jump shot from 24 ft (assist by D. Brooks),75,84
293,3,3:38.0,I. Smith misses 3-pt jump shot from 22 ft,,75,84
294,3,3:36.0,,Defensive rebound by M. Gasol,75,84
295,3,3:29.0,,M. Brooks makes 2-pt layup from 3 ft,75,86
296,3,3:21.0,Detroit full timeout,,75,86
297,3,3:21.0,,M. Chalmers enters the game for K. Simmons,75,86
298,3,3:21.0,,M. Henry enters the game for D. Brooks,75,86
299,3,3:21.0,H. Ellenson enters the game for A. Tolliver,,75,86
300,3,3:14.0,H. Ellenson makes 3-pt jump shot from 26 ft (assist by I. Smith),,78,86
301,3,2:57.0,,M. Gasol makes 3-pt jump shot from 25 ft (assist by O. Johnson),78,89
302,3,2:43.0,,D. Davis enters the game for M. Gasol,78,89
303,3,2:36.0,S. Johnson makes 3-pt jump shot from 23 ft (assist by I. Smith),,81,89
304,3,2:14.0,,M. Henry misses 2-pt layup from 2 ft,81,89
305,3,2:11.0,Defensive rebound by A. Drummond,,81,89
306,3,2:03.0,Shooting foul by M. Chalmers (drawn by S. Johnson),,81,89
307,3,2:03.0,S. Johnson makes free throw 1 of 2,,82,89
308,3,2:03.0,S. Johnson misses free throw 2 of 2,,82,89
309,3,2:00.0,Offensive rebound by A. Drummond,,82,89
310,3,1:59.0,A. Drummond makes 2-pt layup from 1 ft,,84,89
311,3,1:48.0,,O. Johnson misses 3-pt jump shot from 25 ft,84,89
312,3,1:45.0,,Offensive rebound by D. Davis,84,89
313,3,1:39.0,,M. Brooks makes 3-pt jump shot from 25 ft,84,92
314,3,1:18.0,Turnover by H. Ellenson (bad pass; steal by M. Henry),,84,92
315,3,1:11.0,,Turnover by M. Henry (bad pass; steal by L. Kennard),84,92
316,3,1:04.0,Turnover by A. Drummond (bad pass; steal by M. Brooks),,84,92
317,3,0:59.0,,M. Henry makes 2-pt dunk from 1 ft (assist by M. Brooks),84,94
318,3,0:39.0,I. Smith misses 3-pt jump shot from 26 ft,,84,94
319,3,0:35.0,,Defensive rebound by M. Brooks,84,94
320,3,0:17.0,,D. Davis misses 2-pt jump shot from 12 ft,84,94
321,3,0:14.0,,Offensive rebound by O. Johnson,84,94
322,3,0:14.0,,O. Johnson makes 2-pt layup at rim,84,96
323,3,0:01.0,I. Smith misses 2-pt layup from 2 ft (block by D. Davis),,84,96
324,3,0:00.0,,Defensive rebound by M. Chalmers,84,96
325,4,11:50.0,J. Ennis makes 2-pt layup from 1 ft (assist by I. Smith),,86,96
326,4,11:36.0,,Turnover by M. Brooks (palming),86,96
327,4,11:23.0,H. Ellenson makes 2-pt jump shot from 16 ft (assist by E. Moreland),,88,96
328,4,11:01.0,,M. Brooks misses 2-pt jump shot from 10 ft,88,96
329,4,11:00.0,Defensive rebound by Team,,88,96
330,4,10:54.0,L. Galloway misses 3-pt jump shot from 25 ft,,88,96
331,4,10:51.0,,Defensive rebound by M. Brooks,88,96
332,4,10:47.0,,M. Brooks makes 2-pt jump shot from 4 ft,88,98
333,4,10:47.0,,Shooting foul by J. Ennis (drawn by M. Brooks),88,98
334,4,10:47.0,,I. Rabb enters the game for M. Chalmers,88,98
335,4,10:47.0,,K. Simmons enters the game for O. Johnson,88,98
336,4,10:47.0,,M. Brooks makes free throw 1 of 1,88,99
337,4,10:33.0,H. Ellenson makes 3-pt jump shot from 25 ft (assist by L. Galloway),,91,99
338,4,10:33.0,Shooting foul by I. Rabb (drawn by H. Ellenson),,91,99
339,4,10:33.0,,M. Gasol enters the game for I. Rabb,91,99
340,4,10:33.0,H. Ellenson makes free throw 1 of 1,,92,99
341,4,10:21.0,,M. Gasol makes 3-pt jump shot from 25 ft (assist by M. Henry),92,102
342,4,10:01.0,Turnover by E. Moreland (bad pass; steal by M. Henry),,92,102
343,4,9:54.0,,D. Davis makes 2-pt layup from 1 ft (assist by M. Gasol),92,104
344,4,9:54.0,Detroit full timeout,,92,104
345,4,9:54.0,A. Drummond enters the game for E. Moreland,,92,104
346,4,9:38.0,L. Galloway misses 2-pt jump shot from 17 ft,,92,104
347,4,9:35.0,Offensive rebound by A. Drummond,,92,104
348,4,9:34.0,A. Drummond misses 2-pt hook shot from 6 ft,,92,104
349,4,9:34.0,Offensive rebound by Team,,92,104
350,4,9:24.0,A. Drummond makes 2-pt dunk at rim (assist by I. Smith),,94,104
351,4,9:05.0,,D. Davis makes 2-pt dunk at rim (assist by M. Gasol),94,106
352,4,8:50.0,L. Galloway misses 3-pt jump shot from 27 ft,,94,106
353,4,8:46.0,Offensive rebound by H. Ellenson,,94,106
354,4,8:42.0,J. Ennis makes 3-pt jump shot from 23 ft (assist by L. Galloway),,97,106
355,4,8:14.0,,K. Simmons misses 3-pt jump shot from 25 ft,97,106
356,4,8:09.0,,Offensive rebound by M. Henry,97,106
357,4,8:06.0,,M. Brooks makes 3-pt jump shot from 25 ft (assist by M. Henry),97,109
358,4,7:59.0,Detroit full timeout,,97,109
359,4,7:59.0,A. Tolliver enters the game for H. Ellenson,,97,109
360,4,7:44.0,J. Ennis makes 3-pt jump shot from 23 ft (assist by I. Smith),,100,109
361,4,7:29.0,,Turnover by M. Gasol (lost ball; steal by A. Drummond),100,109
362,4,7:26.0,Turnover by A. Drummond (lost ball; steal by M. Henry),,100,109
363,4,7:15.0,,K. Simmons makes 3-pt jump shot from 22 ft (assist by M. Brooks),100,112
364,4,7:00.0,J. Ennis misses 3-pt jump shot from 25 ft,,100,112
365,4,6:59.0,,Defensive rebound by Team,100,112
366,4,6:40.0,,K. Simmons misses 3-pt jump shot from 24 ft,100,112
367,4,6:35.0,Defensive rebound by A. Drummond,,100,112
368,4,6:32.0,I. Smith makes 2-pt layup at rim,,102,112
369,4,6:12.0,,M. Brooks misses 3-pt jump shot from 23 ft,102,112
370,4,6:10.0,Defensive rebound by A. Drummond,,102,112
371,4,6:06.0,L. Galloway misses 3-pt jump shot from 27 ft,,102,112
372,4,6:02.0,,Defensive rebound by D. Davis,102,112
373,4,5:46.0,,D. Brooks enters the game for M. Henry,102,112
374,4,5:46.0,L. Kennard enters the game for L. Galloway,,102,112
375,4,5:41.0,,D. Davis misses 2-pt jump shot from 18 ft,102,112
376,4,5:38.0,Defensive rebound by I. Smith,,102,112
377,4,5:33.0,Turnover by I. Smith (bad pass; steal by D. Brooks),,102,112
378,4,5:10.0,,M. Brooks misses 2-pt layup from 5 ft,102,112
