,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,MILWAUKEE_ACTION,PHILADELPHIA_SCORE,MILWAUKEE_SCORE
105,2,11:40.0,Turnover by R. Covington (bad pass; steal by S. Brown),,43,31
106,2,11:34.0,,G. Antetokounmpo misses 2-pt layup at rim (block by R. Covington),43,31
107,2,11:31.0,Defensive rebound by T. McConnell,,43,31
108,2,11:29.0,,Offensive charge foul by J. Embiid (drawn by J. Terry),43,31
109,2,11:29.0,Turnover by J. Embiid (offensive foul),,43,31
110,2,11:12.0,,E. Bledsoe makes 3-pt jump shot from 25 ft,43,34
111,2,10:55.0,J. Embiid makes 2-pt dunk from 1 ft (assist by E. İlyasova),,45,34
112,2,10:36.0,,G. Antetokounmpo misses 2-pt layup from 3 ft,45,34
113,2,10:30.0,,Offensive rebound by J. Henson,45,34
114,2,10:30.0,,J. Henson misses 2-pt layup at rim,45,34
115,2,10:29.0,Defensive rebound by R. Covington,,45,34
116,2,10:26.0,E. İlyasova misses 2-pt jump shot from 11 ft,,45,34
117,2,10:26.0,,Defensive rebound by S. Brown,45,34
118,2,10:12.0,,S. Brown misses 2-pt jump shot from 9 ft,45,34
119,2,10:12.0,,Offensive rebound by S. Brown,45,34
120,2,10:12.0,,Personal foul by J. Redick (drawn by S. Brown),45,34
121,2,10:07.0,,E. Bledsoe makes 2-pt jump shot from 16 ft (assist by G. Antetokounmpo),45,36
122,2,9:46.0,Shooting foul by J. Henson (drawn by J. Embiid),,45,36
123,2,9:46.0,J. Embiid misses free throw 1 of 2,,45,36
124,2,9:46.0,Offensive rebound by Team,,45,36
125,2,9:46.0,J. Embiid makes free throw 2 of 2,,46,36
126,2,9:27.0,,J. Terry makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),46,39
127,2,9:15.0,R. Covington makes 3-pt jump shot from 28 ft (assist by T. McConnell),,49,39
128,2,9:01.0,,J. Henson makes 2-pt dunk from 2 ft (assist by E. Bledsoe),49,41
129,2,8:46.0,J. Redick misses 2-pt jump shot from 20 ft,,49,41
130,2,8:42.0,Offensive rebound by T. McConnell,,49,41
131,2,8:34.0,Turnover by R. Covington (bad pass; steal by J. Henson),,49,41
132,2,8:27.0,,J. Terry makes 3-pt jump shot from 22 ft (assist by G. Antetokounmpo),49,44
133,2,8:27.0,Philadelphia full timeout,,49,44
134,2,8:27.0,B. Simmons enters the game for T. McConnell,,49,44
135,2,8:27.0,M. Belinelli enters the game for J. Redick,,49,44
136,2,8:27.0,D. Šarić enters the game for E. İlyasova,,49,44
137,2,8:27.0,A. Johnson enters the game for J. Embiid,,49,44
138,2,8:15.0,Personal foul by G. Antetokounmpo (drawn by D. Šarić),,49,44
139,2,7:58.0,M. Belinelli misses 2-pt jump shot from 17 ft,,49,44
140,2,7:58.0,,Defensive rebound by J. Henson,49,44
141,2,7:49.0,,Turnover by S. Brown (out of bounds lost ball),49,44
142,2,7:37.0,Turnover by B. Simmons (bad pass; steal by E. Bledsoe),,49,44
143,2,7:32.0,,E. Bledsoe makes 2-pt dunk from 1 ft,49,46
144,2,7:20.0,R. Covington misses 3-pt jump shot from 25 ft,,49,46
145,2,7:16.0,,Defensive rebound by S. Brown,49,46
146,2,7:10.0,,Personal foul by R. Covington (drawn by G. Antetokounmpo),49,46
147,2,7:10.0,,G. Antetokounmpo makes free throw 1 of 2,49,47
148,2,7:10.0,,G. Antetokounmpo makes free throw 2 of 2,49,48
149,2,7:10.0,,T. Snell enters the game for J. Terry,49,48
150,2,6:51.0,B. Simmons makes 2-pt jump shot from 11 ft,,51,48
151,2,6:36.0,,S. Brown misses 3-pt jump shot from 23 ft,51,48
152,2,6:33.0,Defensive rebound by D. Šarić,,51,48
153,2,6:19.0,B. Simmons misses 2-pt jump shot from 6 ft,,51,48
154,2,6:18.0,,Defensive rebound by Team,51,48
155,2,6:18.0,,K. Middleton enters the game for G. Antetokounmpo,51,48
156,2,6:12.0,,Personal foul by B. Simmons (drawn by E. Bledsoe),51,48
157,2,6:09.0,,J. Henson makes 2-pt layup at rim (assist by K. Middleton),51,50
158,2,6:09.0,,Shooting foul by R. Covington (drawn by J. Henson),51,50
159,2,6:09.0,T. McConnell enters the game for R. Covington,,51,50
160,2,6:09.0,,J. Henson makes free throw 1 of 1,51,51
161,2,6:08.0,Personal foul by S. Brown (drawn by B. Simmons),,51,51
162,2,5:57.0,T. McConnell makes 2-pt jump shot from 9 ft (assist by B. Simmons),,53,51
163,2,5:33.0,,K. Middleton misses 2-pt jump shot from 17 ft,53,51
164,2,5:30.0,Defensive rebound by B. Simmons,,53,51
165,2,5:13.0,B. Simmons misses 2-pt jump shot from 14 ft,,53,51
166,2,5:08.0,Offensive rebound by A. Johnson,,53,51
167,2,5:08.0,A. Johnson makes 2-pt layup at rim,,55,51
168,2,4:48.0,,T. Snell misses 3-pt jump shot from 28 ft,55,51
169,2,4:48.0,Defensive rebound by Team,,55,51
170,2,4:48.0,E. İlyasova enters the game for A. Johnson,,55,51
171,2,4:38.0,M. Belinelli makes 3-pt jump shot from 24 ft (assist by B. Simmons),,58,51
172,2,4:38.0,,Milwaukee full timeout,58,51
173,2,4:38.0,,G. Antetokounmpo enters the game for S. Brown,58,51
174,2,4:38.0,,T. Maker enters the game for J. Henson,58,51
175,2,4:22.0,,E. Bledsoe misses 2-pt layup from 3 ft,58,51
176,2,4:21.0,,Offensive rebound by E. Bledsoe,58,51
177,2,4:18.0,,E. Bledsoe misses 2-pt layup at rim,58,51
178,2,4:17.0,,Offensive rebound by G. Antetokounmpo,58,51
179,2,4:16.0,,Turnover by G. Antetokounmpo (turnover),58,51
180,2,3:58.0,Turnover by B. Simmons (bad pass),,58,51
181,2,3:50.0,,Turnover by G. Antetokounmpo (bad pass),58,51
182,2,3:30.0,E. İlyasova misses 2-pt jump shot from 14 ft,,58,51
183,2,3:27.0,,Defensive rebound by G. Antetokounmpo,58,51
184,2,3:25.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,58,53
185,2,3:25.0,,Shooting foul by E. İlyasova (drawn by G. Antetokounmpo),58,53
186,2,3:25.0,J. Redick enters the game for D. Šarić,,58,53
187,2,3:25.0,J. Embiid enters the game for T. McConnell,,58,53
188,2,3:25.0,,G. Antetokounmpo makes free throw 1 of 1,58,54
189,2,3:07.0,M. Belinelli misses 3-pt jump shot from 28 ft,,58,54
190,2,3:04.0,,Defensive rebound by T. Maker,58,54
191,2,2:57.0,,K. Middleton misses 2-pt layup from 3 ft,58,54
192,2,2:55.0,,Offensive rebound by T. Maker,58,54
193,2,2:52.0,,Turnover by T. Maker (bad pass; steal by J. Embiid),58,54
194,2,2:49.0,J. Redick makes 3-pt jump shot from 26 ft (assist by B. Simmons),,61,54
195,2,2:25.0,,T. Snell makes 3-pt jump shot from 25 ft (assist by K. Middleton),61,57
196,2,2:12.0,Turnover by J. Redick (bad pass; steal by K. Middleton),,61,57
197,2,2:09.0,,Shooting foul by E. İlyasova (drawn by E. Bledsoe),61,57
198,2,2:09.0,,E. Bledsoe misses free throw 1 of 2,61,57
199,2,2:09.0,,Offensive rebound by Team,61,57
200,2,2:09.0,,E. Bledsoe makes free throw 2 of 2,61,58
201,2,1:51.0,Personal foul by T. Maker (drawn by J. Embiid),,61,58
202,2,1:38.0,E. İlyasova makes 3-pt jump shot from 25 ft,,64,58
203,2,1:38.0,Shooting foul by K. Middleton (drawn by E. İlyasova),,64,58
204,2,1:38.0,E. İlyasova makes free throw 1 of 1,,65,58
205,2,1:24.0,,E. Bledsoe misses 2-pt layup from 1 ft (block by J. Embiid),65,58
206,2,1:19.0,,Offensive rebound by E. Bledsoe,65,58
207,2,1:17.0,,T. Maker misses 3-pt jump shot from 23 ft,65,58
208,2,1:13.0,Defensive rebound by M. Belinelli,,65,58
209,2,1:08.0,E. İlyasova makes 2-pt layup from 1 ft (assist by J. Embiid),,67,58
210,2,0:49.0,,Shooting foul by J. Embiid (drawn by G. Antetokounmpo),67,58
211,2,0:49.0,,G. Antetokounmpo misses free throw 1 of 2,67,58
212,2,0:49.0,,Offensive rebound by Team,67,58
213,2,0:49.0,D. Šarić enters the game for J. Embiid,,67,58
214,2,0:49.0,,G. Antetokounmpo makes free throw 2 of 2,67,59
215,2,0:38.0,Personal foul by T. Snell (drawn by M. Belinelli),,67,59
216,2,0:38.0,M. Belinelli makes free throw 1 of 2,,68,59
217,2,0:38.0,T. McConnell enters the game for J. Redick,,68,59
218,2,0:38.0,M. Belinelli makes free throw 2 of 2,,69,59
219,2,0:29.0,,Shooting foul by E. İlyasova (drawn by G. Antetokounmpo),69,59
220,2,0:29.0,,G. Antetokounmpo misses free throw 1 of 2,69,59
221,2,0:29.0,,Offensive rebound by Team,69,59
222,2,0:29.0,J. Redick enters the game for E. İlyasova,,69,59
223,2,0:29.0,A. Johnson enters the game for T. McConnell,,69,59
224,2,0:29.0,,G. Antetokounmpo makes free throw 2 of 2,69,60
225,2,0:11.0,J. Redick makes 3-pt jump shot from 24 ft (assist by M. Belinelli),,72,60
226,2,0:00.0,,E. Bledsoe misses 2-pt jump shot from 8 ft,72,60
227,2,0:00.0,Defensive rebound by Team,,72,60
228,3,11:48.0,B. Simmons makes 2-pt layup from 1 ft,,74,60
229,3,11:25.0,,G. Antetokounmpo misses 2-pt jump shot from 17 ft,74,60
230,3,11:21.0,Defensive rebound by B. Simmons,,74,60
231,3,11:21.0,Personal foul by K. Middleton (drawn by B. Simmons),,74,60
232,3,11:14.0,Personal foul by J. Henson (drawn by J. Embiid),,74,60
233,3,11:14.0,Personal foul by T. Snell (drawn by J. Embiid),,74,60
234,3,11:06.0,Shooting foul by J. Henson (drawn by J. Embiid),,74,60
235,3,11:06.0,J. Embiid makes free throw 1 of 2,,75,60
236,3,11:06.0,,T. Zeller enters the game for J. Henson,75,60
237,3,11:06.0,J. Embiid makes free throw 2 of 2,,76,60
238,3,10:48.0,,K. Middleton makes 2-pt jump shot from 11 ft (assist by T. Snell),76,62
239,3,10:41.0,D. Šarić makes 3-pt jump shot from 27 ft (assist by J. Redick),,79,62
240,3,10:25.0,,K. Middleton misses 3-pt jump shot from 26 ft,79,62
241,3,10:22.0,Defensive rebound by D. Šarić,,79,62
242,3,10:15.0,B. Simmons makes 2-pt layup from 1 ft,,81,62
243,3,10:15.0,,Milwaukee full timeout,81,62
244,3,9:53.0,,K. Middleton makes 2-pt jump shot from 13 ft (assist by T. Snell),81,64
245,3,9:38.0,Turnover by J. Redick (bad pass),,81,64
246,3,9:26.0,,Turnover by E. Bledsoe (bad pass; steal by R. Covington),81,64
247,3,9:21.0,J. Redick misses 3-pt jump shot from 25 ft,,81,64
248,3,9:18.0,,Defensive rebound by T. Zeller,81,64
249,3,9:17.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by E. Bledsoe),81,66
250,3,9:03.0,Offensive foul by B. Simmons (drawn by E. Bledsoe),,81,66
251,3,9:03.0,Turnover by B. Simmons (offensive foul),,81,66
252,3,8:45.0,,E. Bledsoe misses 3-pt jump shot from 26 ft,81,66
253,3,8:43.0,Defensive rebound by J. Redick,,81,66
254,3,8:25.0,J. Embiid misses 2-pt jump shot from 20 ft,,81,66
255,3,8:25.0,Offensive rebound by Team,,81,66
256,3,8:25.0,,Loose ball foul by E. Bledsoe (drawn by D. Šarić),81,66
257,3,8:25.0,D. Šarić makes free throw 1 of 2,,82,66
258,3,8:25.0,D. Šarić makes free throw 2 of 2,,83,66
259,3,8:17.0,,Personal foul by R. Covington (drawn by K. Middleton),83,66
260,3,8:17.0,M. Belinelli enters the game for R. Covington,,83,66
261,3,8:10.0,,K. Middleton misses 2-pt layup from 1 ft,83,66
262,3,8:10.0,,Offensive rebound by Team,83,66
263,3,8:10.0,Loose ball foul by D. Šarić (drawn by K. Middleton),,83,66
264,3,8:00.0,,G. Antetokounmpo misses 2-pt layup from 3 ft,83,66
265,3,7:59.0,,Offensive rebound by T. Zeller,83,66
266,3,7:58.0,,T. Zeller misses 2-pt layup at rim,83,66
267,3,7:57.0,,Offensive rebound by G. Antetokounmpo,83,66
268,3,7:57.0,,G. Antetokounmpo makes 2-pt dunk at rim,83,68
269,3,7:41.0,J. Redick misses 3-pt jump shot from 27 ft,,83,68
270,3,7:41.0,Offensive rebound by D. Šarić,,83,68
271,3,7:38.0,D. Šarić misses 2-pt layup from 2 ft (block by T. Zeller),,83,68
272,3,7:38.0,,Defensive rebound by T. Snell,83,68
273,3,7:35.0,,Shooting foul by M. Belinelli (drawn by T. Snell),83,68
274,3,7:35.0,,T. Snell makes free throw 1 of 2,83,69
275,3,7:35.0,,T. Snell makes free throw 2 of 2,83,70
276,3,7:15.0,Turnover by J. Embiid (lost ball; steal by G. Antetokounmpo),,83,70
277,3,7:11.0,,T. Snell makes 2-pt layup from 2 ft (assist by G. Antetokounmpo),83,72
278,3,7:11.0,Philadelphia full timeout,,83,72
279,3,7:11.0,,J. Terry enters the game for E. Bledsoe,83,72
280,3,7:11.0,A. Johnson enters the game for J. Redick,,83,72
281,3,7:11.0,T. McConnell enters the game for J. Embiid,,83,72
282,3,6:44.0,M. Belinelli misses 2-pt layup from 6 ft,,83,72
283,3,6:41.0,,Defensive rebound by G. Antetokounmpo,83,72
284,3,6:40.0,,K. Middleton misses 3-pt jump shot from 27 ft,83,72
285,3,6:37.0,Defensive rebound by B. Simmons,,83,72
286,3,6:32.0,D. Šarić makes 3-pt jump shot from 27 ft (assist by B. Simmons),,86,72
287,3,6:18.0,,G. Antetokounmpo misses 2-pt layup from 5 ft (block by B. Simmons),86,72
288,3,6:14.0,,Offensive rebound by Team,86,72
289,3,6:11.0,,T. Snell misses 3-pt jump shot from 26 ft,86,72
290,3,6:10.0,,Offensive rebound by G. Antetokounmpo,86,72
291,3,6:10.0,,G. Antetokounmpo makes 2-pt layup at rim,86,74
292,3,5:53.0,M. Belinelli misses 2-pt layup from 3 ft (block by T. Snell),,86,74
293,3,5:50.0,,Defensive rebound by J. Terry,86,74
294,3,5:32.0,,G. Antetokounmpo makes 2-pt jump shot from 5 ft,86,76
295,3,5:14.0,Turnover by M. Belinelli (bad pass; steal by T. Snell),,86,76
296,3,5:07.0,,G. Antetokounmpo misses 2-pt layup from 2 ft (block by B. Simmons),86,76
297,3,5:03.0,,Offensive rebound by T. Zeller,86,76
298,3,5:02.0,,T. Zeller makes 2-pt layup from 2 ft,86,78
299,3,4:50.0,,Offensive charge foul by D. Šarić (drawn by K. Middleton),86,78
300,3,4:50.0,Turnover by D. Šarić (offensive foul),,86,78
301,3,4:50.0,,J. Parker enters the game for K. Middleton,86,78
302,3,4:50.0,E. İlyasova enters the game for D. Šarić,,86,78
303,3,4:35.0,,J. Parker makes 3-pt jump shot from 23 ft (assist by T. Snell),86,81
304,3,4:19.0,T. McConnell misses 2-pt jump shot from 13 ft,,86,81
305,3,4:16.0,,Defensive rebound by J. Parker,86,81
306,3,4:09.0,,J. Parker misses 2-pt jump shot from 17 ft,86,81
307,3,4:07.0,Defensive rebound by A. Johnson,,86,81
308,3,4:00.0,E. İlyasova misses 3-pt jump shot from 27 ft,,86,81
309,3,3:57.0,,Defensive rebound by J. Parker,86,81
310,3,3:53.0,,J. Parker makes 2-pt layup from 1 ft,86,83
311,3,3:42.0,Turnover by B. Simmons (bad pass),,86,83
312,3,3:42.0,J. Redick enters the game for B. Simmons,,86,83
313,3,3:18.0,,J. Terry misses 3-pt jump shot from 27 ft,86,83
314,3,3:18.0,,Offensive rebound by J. Parker,86,83
315,3,3:18.0,,Turnover by Team (shot clock),86,83
316,3,3:18.0,,E. Bledsoe enters the game for T. Snell,86,83
317,3,3:18.0,J. Embiid enters the game for A. Johnson,,86,83
318,3,2:58.0,J. Embiid misses 2-pt jump shot from 11 ft,,86,83
319,3,2:55.0,,Defensive rebound by G. Antetokounmpo,86,83
320,3,2:42.0,,T. Zeller makes 2-pt layup at rim (assist by G. Antetokounmpo),86,85
321,3,2:41.0,Philadelphia full timeout,,86,85
322,3,2:41.0,R. Covington enters the game for M. Belinelli,,86,85
323,3,2:19.0,T. McConnell misses 2-pt layup from 5 ft,,86,85
324,3,2:18.0,,Defensive rebound by Team,86,85
325,3,2:07.0,,E. Bledsoe makes 2-pt layup from 1 ft,86,87
326,3,1:58.0,Turnover by E. İlyasova (bad pass),,86,87
327,3,1:45.0,,G. Antetokounmpo makes 2-pt jump shot from 16 ft,86,89
328,3,1:32.0,J. Embiid misses 2-pt hook shot from 4 ft,,86,89
329,3,1:28.0,,Defensive rebound by G. Antetokounmpo,86,89
330,3,1:26.0,Offensive charge foul by J. Parker (drawn by E. İlyasova),,86,89
331,3,1:26.0,,Turnover by J. Parker (offensive foul),86,89
332,3,1:10.0,R. Covington misses 3-pt jump shot from 26 ft,,86,89
333,3,1:07.0,,Defensive rebound by T. Zeller,86,89
334,3,1:04.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,86,91
335,3,1:04.0,,Shooting foul by E. İlyasova (drawn by G. Antetokounmpo),86,91
336,3,1:04.0,,G. Antetokounmpo misses free throw 1 of 1,86,91
337,3,1:01.0,Defensive rebound by E. İlyasova,,86,91
338,3,0:47.0,Turnover by T. McConnell (bad pass; steal by J. Parker),,86,91
339,3,0:40.0,,E. Bledsoe misses 2-pt jump shot from 16 ft,86,91
340,3,0:38.0,,Offensive rebound by J. Parker,86,91
341,3,0:33.0,,G. Antetokounmpo misses 2-pt layup from 2 ft (block by J. Embiid),86,91
342,3,0:28.0,Defensive rebound by E. İlyasova,,86,91
343,3,0:11.0,Turnover by J. Embiid (lost ball; steal by J. Terry),,86,91
344,3,0:09.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by E. Bledsoe),86,93
345,3,0:03.0,T. McConnell misses 2-pt jump shot from 13 ft,,86,93
346,3,0:01.0,,Defensive rebound by J. Parker,86,93
347,3,0:01.0,,J. Parker misses 3-pt jump shot from 80 ft,86,93
348,3,0:00.0,,Offensive rebound by Team,86,93
349,4,11:49.0,,E. Bledsoe misses 2-pt jump shot from 13 ft,86,93
350,4,11:43.0,Defensive rebound by J. Embiid,,86,93
351,4,11:33.0,J. Embiid makes 2-pt jump shot from 12 ft (assist by J. Redick),,88,93
352,4,11:13.0,,J. Henson misses 2-pt layup from 4 ft (block by J. Redick),88,93
353,4,11:11.0,Defensive rebound by J. Embiid,,88,93
354,4,11:07.0,J. Redick makes 3-pt jump shot from 27 ft (assist by B. Simmons),,91,93
355,4,10:47.0,,J. Parker makes 2-pt jump shot from 18 ft,91,95
356,4,10:32.0,D. Šarić misses 3-pt jump shot from 27 ft,,91,95
357,4,10:29.0,,Defensive rebound by K. Middleton,91,95
358,4,10:20.0,,K. Middleton makes 2-pt jump shot from 14 ft (assist by J. Henson),91,97
359,4,10:00.0,J. Embiid misses 3-pt jump shot from 28 ft,,91,97
360,4,9:57.0,,Defensive rebound by J. Parker,91,97
361,4,9:36.0,,J. Parker makes 3-pt jump shot from 27 ft (assist by E. Bledsoe),91,100
362,4,9:25.0,,G. Antetokounmpo enters the game for K. Middleton,91,100
363,4,9:18.0,J. Embiid makes 2-pt jump shot from 16 ft,,93,100
364,4,8:57.0,,J. Henson makes 2-pt jump shot from 18 ft (assist by J. Parker),93,102
365,4,8:50.0,R. Covington misses 3-pt jump shot from 27 ft,,93,102
366,4,8:45.0,,Defensive rebound by E. Bledsoe,93,102
367,4,8:41.0,,Turnover by E. Bledsoe (bad pass; steal by J. Redick),93,102
368,4,8:33.0,,Violation by G. Antetokounmpo (kicked ball),93,102
369,4,8:26.0,Personal foul by J. Parker (drawn by J. Embiid),,93,102
370,4,8:20.0,Turnover by J. Redick (out of bounds lost ball),,93,102
