,QUARTER,TIME_REMAINING,ATLANTA_ACTION,BOSTON_ACTION,ATLANTA_SCORE,BOSTON_SCORE
0,1,11:43.0,Turnover by D. Schröder (out of bounds lost ball),,0,0
1,1,11:25.0,,A. Horford misses 2-pt jump shot from 10 ft,0,0
2,1,11:22.0,Defensive rebound by T. Prince,,0,0
3,1,11:08.0,K. Bazemore misses 2-pt layup from 6 ft,,0,0
4,1,11:07.0,,Defensive rebound by Team,0,0
5,1,10:49.0,,J. Tatum makes 2-pt jump shot from 8 ft,0,2
6,1,10:34.0,D. Schröder misses 2-pt jump shot from 6 ft,,0,2
7,1,10:32.0,,Defensive rebound by T. Rozier,0,2
8,1,10:22.0,,T. Rozier makes 2-pt jump shot from 13 ft (assist by A. Horford),0,4
9,1,10:06.0,D. Schröder makes 2-pt jump shot from 14 ft (assist by T. Prince),,2,4
10,1,9:45.0,,T. Rozier makes 2-pt jump shot from 20 ft,2,6
11,1,9:28.0,Turnover by D. Schröder (bad pass; steal by T. Rozier),,2,6
12,1,9:23.0,,Turnover by T. Rozier (bad pass; steal by T. Prince),2,6
13,1,9:19.0,T. Prince makes 2-pt dunk from 1 ft,,4,6
14,1,9:03.0,,A. Baynes makes 2-pt jump shot from 18 ft (assist by A. Horford),4,8
15,1,8:48.0,Shooting foul by J. Tatum (drawn by M. Plumlee),,4,8
16,1,8:48.0,M. Plumlee makes free throw 1 of 2,,5,8
17,1,8:48.0,M. Plumlee misses free throw 2 of 2,,5,8
18,1,8:48.0,,Defensive rebound by A. Horford,5,8
19,1,8:36.0,,J. Brown misses 2-pt layup from 2 ft (block by K. Bazemore),5,8
20,1,8:30.0,Defensive rebound by K. Bazemore,,5,8
21,1,8:26.0,D. Schröder misses 2-pt jump shot from 9 ft,,5,8
22,1,8:24.0,,Defensive rebound by J. Brown,5,8
23,1,8:20.0,,J. Tatum makes 2-pt dunk from 1 ft (assist by J. Brown),5,10
24,1,8:07.0,Turnover by T. Prince (lost ball; steal by J. Tatum),,5,10
25,1,8:04.0,,J. Tatum misses 2-pt layup from 1 ft,5,10
26,1,8:01.0,Defensive rebound by T. Prince,,5,10
27,1,7:58.0,Atlanta full timeout,,5,10
28,1,7:49.0,T. Prince misses 2-pt jump shot from 15 ft,,5,10
29,1,7:46.0,,Defensive rebound by T. Rozier,5,10
30,1,7:33.0,,A. Baynes makes 2-pt hook shot from 4 ft (assist by A. Horford),5,12
31,1,7:19.0,T. Prince misses 3-pt jump shot from 23 ft,,5,12
32,1,7:16.0,Offensive rebound by Team,,5,12
33,1,7:16.0,D. Dedmon enters the game for T. Prince,,5,12
34,1,7:16.0,M. Belinelli enters the game for M. Plumlee,,5,12
35,1,7:08.0,D. Dedmon makes 2-pt layup from 1 ft (assist by K. Bazemore),,7,12
36,1,6:47.0,,T. Rozier makes 2-pt jump shot from 8 ft,7,14
37,1,6:31.0,D. Schröder misses 2-pt jump shot from 9 ft,,7,14
38,1,6:28.0,Offensive rebound by D. Dedmon,,7,14
39,1,6:19.0,E. İlyasova makes 3-pt jump shot from 23 ft (assist by K. Bazemore),,10,14
40,1,5:59.0,,A. Horford misses 2-pt jump shot from 13 ft,10,14
41,1,5:57.0,Defensive rebound by K. Bazemore,,10,14
42,1,5:52.0,Shooting foul by A. Baynes (drawn by K. Bazemore),,10,14
43,1,5:52.0,K. Bazemore makes free throw 1 of 3,,11,14
44,1,5:52.0,K. Bazemore makes free throw 2 of 3,,13,14
45,1,5:52.0,K. Bazemore makes free throw 3 of 3,,14,14
46,1,5:51.0,,A. Nader enters the game for T. Rozier,12,14
47,1,5:51.0,,D. Theis enters the game for A. Baynes,12,14
48,1,5:51.0,M. Belinelli makes technical free throw,,12,14
49,1,5:37.0,,Turnover by J. Brown (lost ball; steal by K. Bazemore),12,14
