,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,CHARLOTTE_ACTION,MILWAUKEE_SCORE,CHARLOTTE_SCORE
101,2,11:44.0,,M. Monk makes 3-pt jump shot from 25 ft (assist by T. Graham),32,28
102,2,11:33.0,Personal foul by D. Bacon (drawn by D. Liggins),,32,28
103,2,11:25.0,G. Antetokounmpo makes 2-pt layup from 2 ft,,34,28
104,2,11:25.0,Shooting foul by T. Graham (drawn by G. Antetokounmpo),,34,28
105,2,11:25.0,G. Antetokounmpo makes free throw 1 of 1,,35,28
106,2,11:16.0,,M. Monk misses 2-pt layup from 1 ft (block by J. Henson),35,28
107,2,11:12.0,Defensive rebound by J. Henson,,35,28
108,2,11:09.0,D. Liggins misses 3-pt jump shot from 23 ft,,35,28
109,2,11:05.0,Offensive rebound by M. Dellavedova,,35,28
110,2,11:02.0,D. Liggins makes 3-pt jump shot from 25 ft (assist by M. Teletović),,38,28
111,2,10:43.0,,Turnover by F. Kaminsky (traveling),38,28
112,2,10:43.0,M. Brogdon enters the game for M. Dellavedova,,38,28
113,2,10:27.0,Turnover by M. Teletović (bad pass; steal by D. Bacon),,38,28
114,2,10:22.0,,M. Monk makes 2-pt layup at rim (assist by T. Graham),38,30
115,2,10:09.0,M. Brogdon misses 2-pt jump shot from 15 ft,,38,30
116,2,10:09.0,Offensive rebound by J. Henson,,38,30
117,2,10:04.0,M. Brogdon makes 2-pt layup at rim (assist by J. Henson),,40,30
118,2,9:42.0,,F. Kaminsky makes 2-pt jump shot from 13 ft (assist by M. Monk),40,32
119,2,9:29.0,G. Antetokounmpo misses 2-pt jump shot from 8 ft,,40,32
120,2,9:26.0,,Defensive rebound by D. Bacon,40,32
121,2,9:19.0,,D. Bacon misses 2-pt jump shot from 11 ft,40,32
122,2,9:16.0,Defensive rebound by D. Liggins,,40,32
123,2,9:15.0,Turnover by D. Liggins (bad pass),,40,32
124,2,9:06.0,,C. Zeller misses 2-pt layup from 1 ft,40,32
125,2,9:03.0,Defensive rebound by M. Teletović,,40,32
126,2,8:56.0,M. Brogdon makes 2-pt layup from 1 ft (assist by J. Henson),,42,32
127,2,8:32.0,,D. Bacon misses 2-pt jump shot from 19 ft,42,32
128,2,8:29.0,Defensive rebound by G. Antetokounmpo,,42,32
129,2,8:20.0,Def 3 sec tech foul by D. Bacon,,42,32
130,2,8:20.0,M. Brogdon misses technical free throw,,42,32
131,2,8:20.0,Offensive rebound by Team,,42,32
132,2,8:10.0,J. Henson misses 2-pt hook shot from 7 ft,,42,32
133,2,8:07.0,,Defensive rebound by C. Zeller,42,32
134,2,8:00.0,,F. Kaminsky makes 2-pt jump shot from 13 ft,42,34
135,2,8:00.0,,Shooting foul by M. Teletović (drawn by F. Kaminsky),42,34
136,2,8:00.0,T. Snell enters the game for D. Liggins,,42,34
137,2,8:00.0,,F. Kaminsky makes free throw 1 of 1,42,35
138,2,7:51.0,T. Snell misses 3-pt jump shot from 24 ft,,42,35
139,2,7:48.0,,Defensive rebound by C. Zeller,42,35
140,2,7:42.0,,M. Monk makes 2-pt jump shot from 10 ft,42,37
141,2,7:25.0,M. Teletović misses 3-pt jump shot from 23 ft,,42,37
142,2,7:21.0,,Defensive rebound by D. Bacon,42,37
143,2,7:14.0,,D. Bacon makes 2-pt layup at rim,42,39
144,2,7:14.0,Milwaukee full timeout,,42,39
145,2,7:14.0,,K. Walker enters the game for D. Bacon,42,39
146,2,7:14.0,T. Maker enters the game for J. Henson,,42,39
147,2,6:59.0,T. Maker makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),,45,39
148,2,6:44.0,,Shooting foul by G. Antetokounmpo (drawn by C. Zeller),45,39
149,2,6:44.0,,C. Zeller makes free throw 1 of 2,45,40
150,2,6:44.0,,C. Zeller makes free throw 2 of 2,45,41
151,2,6:32.0,,D. Howard enters the game for C. Zeller,45,41
152,2,6:25.0,Turnover by T. Maker (traveling),,45,41
153,2,6:09.0,,M. Monk misses 2-pt jump shot from 19 ft,45,41
154,2,6:05.0,Defensive rebound by T. Snell,,45,41
155,2,5:59.0,M. Teletović misses 2-pt jump shot from 12 ft,,45,41
156,2,5:56.0,,Defensive rebound by M. Monk,45,41
157,2,5:42.0,,F. Kaminsky misses 2-pt jump shot from 9 ft,45,41
158,2,5:39.0,Defensive rebound by G. Antetokounmpo,,45,41
159,2,5:25.0,Turnover by T. Maker (turnover),,45,41
160,2,5:25.0,K. Middleton enters the game for G. Antetokounmpo,,45,41
161,2,5:15.0,,K. Walker makes 2-pt layup from 1 ft,45,43
162,2,4:57.0,Turnover by M. Brogdon (bad pass; steal by M. Monk),,45,43
163,2,4:41.0,,K. Walker misses 2-pt jump shot from 21 ft,45,43
164,2,4:36.0,,Offensive rebound by T. Graham,45,43
165,2,4:34.0,,D. Howard misses 2-pt hook shot from 2 ft,45,43
166,2,4:34.0,,Offensive rebound by F. Kaminsky,45,43
167,2,4:34.0,,F. Kaminsky makes 2-pt dunk at rim,45,45
168,2,4:15.0,K. Middleton misses 3-pt jump shot from 26 ft,,45,45
169,2,4:10.0,Offensive rebound by M. Teletović,,45,45
170,2,4:06.0,M. Brogdon makes 3-pt jump shot from 25 ft (assist by T. Snell),,48,45
171,2,3:43.0,,K. Walker makes 3-pt jump shot from 25 ft (assist by F. Kaminsky),48,48
172,2,3:29.0,Shooting foul by T. Graham (drawn by K. Middleton),,48,48
173,2,3:29.0,K. Middleton makes free throw 1 of 2,,49,48
174,2,3:29.0,,M. Williams enters the game for M. Monk,49,48
175,2,3:29.0,,J. Lamb enters the game for T. Graham,49,48
176,2,3:29.0,M. Dellavedova enters the game for M. Teletović,,49,48
177,2,3:29.0,K. Middleton makes free throw 2 of 2,,50,48
178,2,3:15.0,,J. Lamb makes 3-pt jump shot from 23 ft (assist by D. Howard),50,51
179,2,2:58.0,M. Dellavedova misses 2-pt jump shot from 12 ft,,50,51
180,2,2:56.0,,Defensive rebound by M. Williams,50,51
181,2,2:51.0,,K. Walker makes 3-pt jump shot from 24 ft,50,54
182,2,2:30.0,Turnover by T. Snell (bad pass; steal by M. Williams),,50,54
183,2,2:22.0,,M. Williams misses 3-pt jump shot from 23 ft,50,54
184,2,2:19.0,Defensive rebound by T. Maker,,50,54
185,2,2:08.0,M. Brogdon misses 2-pt layup from 2 ft,,50,54
186,2,2:05.0,,Defensive rebound by D. Howard,50,54
187,2,1:46.0,,J. Lamb misses 3-pt jump shot from 25 ft,50,54
188,2,1:41.0,Defensive rebound by K. Middleton,,50,54
189,2,1:37.0,M. Dellavedova makes 3-pt jump shot from 24 ft (assist by K. Middleton),,53,54
190,2,1:23.0,,K. Walker makes 2-pt layup from 1 ft,53,56
191,2,1:14.0,M. Brogdon makes 2-pt layup from 1 ft,,55,56
192,2,1:07.0,,Personal foul by M. Brogdon (drawn by K. Walker),55,56
193,2,1:07.0,,Charlotte full timeout,55,56
194,2,1:07.0,J. Henson enters the game for T. Maker,,55,56
195,2,0:48.0,,J. Lamb makes 2-pt layup from 1 ft (assist by D. Howard),55,58
196,2,0:34.0,K. Middleton makes 2-pt jump shot from 17 ft (assist by M. Brogdon),,57,58
197,2,0:15.0,,Shooting foul by J. Henson (drawn by K. Walker),57,58
198,2,0:15.0,,K. Walker makes free throw 1 of 2,57,59
199,2,0:15.0,,K. Walker makes free throw 2 of 2,57,60
200,2,0:00.0,M. Brogdon misses 2-pt jump shot from 11 ft (block by K. Walker),,57,60
201,2,0:00.0,Offensive rebound by K. Middleton,,57,60
202,3,11:47.0,,D. Howard misses 2-pt dunk from 1 ft,57,60
203,3,11:47.0,,Offensive rebound by Team,57,60
204,3,11:47.0,,Turnover by D. Howard (offensive goaltending),57,60
205,3,11:28.0,T. Snell makes 3-pt jump shot from 25 ft (assist by K. Middleton),,60,60
206,3,11:11.0,,J. Lamb misses 2-pt jump shot from 11 ft,60,60
207,3,11:07.0,Defensive rebound by T. Snell,,60,60
208,3,10:57.0,T. Snell makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),,63,60
209,3,10:34.0,,Turnover by D. Howard (bad pass; steal by G. Antetokounmpo),63,60
210,3,10:22.0,M. Brogdon makes 2-pt jump shot from 8 ft,,65,60
211,3,10:03.0,,Shooting foul by K. Middleton (drawn by D. Howard),65,60
212,3,10:03.0,,D. Howard makes free throw 1 of 2,65,61
213,3,10:03.0,,D. Howard makes free throw 2 of 2,65,62
214,3,9:51.0,Turnover by G. Antetokounmpo (lost ball; steal by D. Howard),,65,62
215,3,9:46.0,,Offensive foul by D. Howard (drawn by G. Antetokounmpo),65,62
216,3,9:46.0,,Turnover by D. Howard (offensive foul),65,62
217,3,9:25.0,J. Henson makes 2-pt jump shot from 10 ft (assist by T. Snell),,67,62
218,3,9:12.0,,D. Howard makes 2-pt layup from 1 ft (assist by T. Graham),67,64
219,3,9:12.0,,Shooting foul by J. Henson (drawn by D. Howard),67,64
220,3,9:12.0,,D. Howard makes free throw 1 of 1,67,65
221,3,8:57.0,G. Antetokounmpo misses 2-pt jump shot from 13 ft,,67,65
222,3,8:54.0,,Defensive rebound by T. Graham,67,65
223,3,8:35.0,,D. Howard misses 2-pt layup from 1 ft,67,65
224,3,8:30.0,,Offensive rebound by D. Howard,67,65
225,3,8:30.0,,D. Howard makes 2-pt dunk at rim,67,67
226,3,8:18.0,J. Henson makes 2-pt layup from 1 ft (assist by T. Snell),,69,67
227,3,8:02.0,,J. Lamb makes 3-pt jump shot from 23 ft (assist by T. Graham),69,70
228,3,7:55.0,K. Middleton makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),,71,70
229,3,7:45.0,Violation by M. Brogdon (kicked ball),,71,70
230,3,7:36.0,,K. Walker makes 2-pt layup at rim,71,72
231,3,7:22.0,K. Middleton makes 3-pt jump shot from 25 ft (assist by J. Henson),,74,72
232,3,6:54.0,,M. Williams makes 3-pt jump shot from 23 ft (assist by J. Lamb),74,75
233,3,6:41.0,M. Brogdon misses 2-pt jump shot from 15 ft,,74,75
234,3,6:37.0,,Defensive rebound by M. Williams,74,75
235,3,6:34.0,,K. Walker misses 2-pt layup from 1 ft,74,75
236,3,6:31.0,Defensive rebound by G. Antetokounmpo,,74,75
237,3,6:26.0,G. Antetokounmpo misses 2-pt layup from 2 ft,,74,75
238,3,6:23.0,,Defensive rebound by J. Lamb,74,75
239,3,6:12.0,,T. Graham misses 3-pt jump shot from 24 ft,74,75
240,3,6:08.0,Defensive rebound by J. Henson,,74,75
241,3,5:57.0,G. Antetokounmpo misses 2-pt jump shot from 19 ft,,74,75
242,3,5:53.0,,Defensive rebound by D. Howard,74,75
243,3,5:45.0,,J. Lamb makes 2-pt jump shot from 11 ft,74,77
244,3,5:45.0,,Shooting foul by J. Henson (drawn by J. Lamb),74,77
245,3,5:45.0,,Charlotte full timeout,74,77
246,3,5:45.0,,D. Bacon enters the game for T. Graham,74,77
247,3,5:45.0,,J. Lamb misses free throw 1 of 1,74,77
248,3,5:42.0,Defensive rebound by G. Antetokounmpo,,74,77
249,3,5:33.0,G. Antetokounmpo misses 2-pt jump shot from 12 ft,,74,77
250,3,5:29.0,Offensive rebound by J. Henson,,74,77
251,3,5:27.0,J. Henson misses 2-pt hook shot from 5 ft,,74,77
252,3,5:22.0,,Defensive rebound by D. Howard,74,77
253,3,5:20.0,,Offensive foul by D. Howard (drawn by T. Snell),74,77
254,3,5:20.0,,Turnover by D. Howard (offensive foul),74,77
255,3,5:00.0,M. Brogdon misses 2-pt jump shot from 17 ft,,74,77
256,3,4:57.0,Offensive rebound by J. Henson,,74,77
257,3,4:52.0,G. Antetokounmpo misses 2-pt jump shot from 10 ft,,74,77
258,3,4:47.0,,Defensive rebound by D. Howard,74,77
259,3,4:40.0,,Shooting foul by G. Antetokounmpo (drawn by D. Howard),74,77
260,3,4:40.0,,D. Howard misses free throw 1 of 2,74,77
261,3,4:40.0,,Offensive rebound by Team,74,77
262,3,4:40.0,,F. Kaminsky enters the game for J. Lamb,74,77
263,3,4:40.0,M. Dellavedova enters the game for M. Brogdon,,74,77
264,3,4:40.0,,D. Howard misses free throw 2 of 2,74,77
265,3,4:36.0,Defensive rebound by G. Antetokounmpo,,74,77
266,3,4:24.0,Personal foul by D. Bacon (drawn by G. Antetokounmpo),,74,77
267,3,4:14.0,K. Middleton makes 3-pt jump shot from 25 ft (assist by M. Dellavedova),,77,77
268,3,3:55.0,,Turnover by D. Howard (traveling),77,77
269,3,3:42.0,Shooting foul by D. Bacon (drawn by G. Antetokounmpo),,77,77
270,3,3:42.0,G. Antetokounmpo makes free throw 1 of 2,,78,77
271,3,3:42.0,,C. Zeller enters the game for D. Howard,78,77
272,3,3:42.0,T. Maker enters the game for J. Henson,,78,77
273,3,3:42.0,G. Antetokounmpo makes free throw 2 of 2,,79,77
274,3,3:24.0,,F. Kaminsky misses 2-pt jump shot from 16 ft,79,77
275,3,3:21.0,Defensive rebound by G. Antetokounmpo,,79,77
276,3,3:17.0,K. Middleton misses 3-pt jump shot from 26 ft,,79,77
277,3,3:13.0,,Defensive rebound by F. Kaminsky,79,77
278,3,3:10.0,,Personal foul by M. Dellavedova (drawn by K. Walker),79,77
279,3,3:10.0,,K. Walker makes free throw 1 of 2,79,78
280,3,3:10.0,,K. Walker makes free throw 2 of 2,79,79
281,3,2:46.0,T. Snell makes 2-pt layup from 1 ft (assist by M. Dellavedova),,81,79
282,3,2:33.0,,F. Kaminsky misses 3-pt jump shot from 25 ft,81,79
283,3,2:29.0,Defensive rebound by M. Dellavedova,,81,79
284,3,2:25.0,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by K. Middleton),,83,79
285,3,2:25.0,,Charlotte full timeout,83,79
286,3,2:25.0,,T. Graham enters the game for M. Williams,83,79
287,3,2:25.0,M. Teletović enters the game for K. Middleton,,83,79
288,3,2:09.0,,F. Kaminsky makes 2-pt layup from 1 ft (assist by K. Walker),83,81
289,3,1:58.0,Personal foul by T. Graham (drawn by G. Antetokounmpo),,83,81
290,3,1:53.0,M. Teletović makes 3-pt jump shot from 28 ft (assist by G. Antetokounmpo),,86,81
291,3,1:23.0,,F. Kaminsky makes 2-pt jump shot from 11 ft,86,83
292,3,1:09.0,M. Teletović misses 3-pt jump shot from 25 ft,,86,83
293,3,1:06.0,,Defensive rebound by C. Zeller,86,83
294,3,0:59.0,,K. Walker misses 2-pt jump shot from 18 ft,86,83
295,3,0:57.0,,Offensive rebound by C. Zeller,86,83
296,3,0:51.0,,C. Zeller misses 2-pt layup from 1 ft (block by G. Antetokounmpo),86,83
297,3,0:47.0,,Offensive rebound by C. Zeller,86,83
298,3,0:47.0,,C. Zeller makes 2-pt layup at rim,86,85
299,3,0:36.0,Offensive foul by G. Antetokounmpo (drawn by T. Graham),,86,85
300,3,0:36.0,Turnover by G. Antetokounmpo (offensive foul),,86,85
301,3,0:36.0,K. Middleton enters the game for G. Antetokounmpo,,86,85
302,3,0:15.0,,D. Bacon makes 3-pt jump shot from 24 ft (assist by F. Kaminsky),86,88
303,3,0:00.0,K. Middleton makes 2-pt jump shot from 16 ft,,88,88
304,4,11:46.0,M. Teletović misses 2-pt layup from 6 ft,,88,88
305,4,11:42.0,,Defensive rebound by D. Bacon,88,88
306,4,11:36.0,,D. Bacon misses 2-pt layup from 1 ft,88,88
307,4,11:36.0,,Offensive rebound by Team,88,88
308,4,11:36.0,Loose ball foul by M. Brogdon (drawn by C. Zeller),,88,88
309,4,11:29.0,,M. Monk makes 2-pt jump shot from 20 ft (assist by C. Zeller),88,90
310,4,11:19.0,Turnover by M. Dellavedova (bad pass),,88,90
311,4,11:08.0,,M. Monk makes 3-pt jump shot from 25 ft,88,93
312,4,10:44.0,K. Middleton misses 2-pt jump shot from 18 ft,,88,93
313,4,10:41.0,,Defensive rebound by C. Zeller,88,93
314,4,10:37.0,,Turnover by C. Zeller (traveling),88,93
315,4,10:32.0,Personal foul by C. Zeller (drawn by T. Maker),,88,93
316,4,10:23.0,K. Middleton misses 2-pt jump shot from 9 ft,,88,93
317,4,10:20.0,,Defensive rebound by F. Kaminsky,88,93
318,4,10:13.0,,Personal foul by M. Brogdon (drawn by M. Monk),88,93
319,4,10:08.0,,D. Bacon makes 2-pt jump shot from 18 ft,88,95
320,4,10:07.0,Milwaukee full timeout,,88,95
321,4,9:50.0,Personal foul by T. Graham (drawn by K. Middleton),,88,95
322,4,9:43.0,M. Brogdon makes 2-pt jump shot from 10 ft,,90,95
323,4,9:27.0,,M. Monk makes 3-pt jump shot from 25 ft,90,98
324,4,9:01.0,T. Maker makes 2-pt jump shot from 16 ft (assist by M. Brogdon),,92,98
325,4,8:48.0,,M. Monk makes 3-pt jump shot from 26 ft,92,101
326,4,8:33.0,M. Teletović makes 3-pt jump shot from 26 ft (assist by K. Middleton),,95,101
327,4,8:09.0,,M. Monk misses 3-pt jump shot from 25 ft,95,101
328,4,8:09.0,,Offensive rebound by Team,95,101
329,4,8:09.0,Loose ball foul by T. Maker (drawn by F. Kaminsky),,95,101
330,4,8:02.0,,M. Monk makes 3-pt jump shot from 25 ft (assist by D. Bacon),95,104
331,4,7:59.0,Milwaukee full timeout,,95,104
332,4,7:59.0,J. Henson enters the game for T. Maker,,95,104
333,4,7:59.0,T. Snell enters the game for M. Dellavedova,,95,104
334,4,7:49.0,Offensive foul by J. Henson (drawn by C. Zeller),,95,104
335,4,7:49.0,Turnover by J. Henson (offensive foul),,95,104
336,4,7:30.0,,M. Monk makes 2-pt layup from 2 ft (assist by F. Kaminsky),95,106
337,4,7:21.0,Turnover by J. Henson (bad pass),,95,106
338,4,7:21.0,G. Antetokounmpo enters the game for M. Teletović,,95,106
339,4,7:04.0,,M. Monk misses 2-pt jump shot from 19 ft,95,106
340,4,7:00.0,Defensive rebound by M. Brogdon,,95,106
341,4,6:55.0,,Violation by T. Graham (kicked ball),95,106
342,4,6:55.0,,M. Williams enters the game for T. Graham,95,106
343,4,6:44.0,G. Antetokounmpo misses 2-pt layup from 9 ft,,95,106
344,4,6:41.0,,Defensive rebound by C. Zeller,95,106
345,4,6:30.0,,D. Bacon misses 2-pt jump shot from 18 ft,95,106
346,4,6:24.0,,Offensive rebound by M. Williams,95,106
347,4,6:24.0,,M. Williams makes 2-pt layup at rim,95,108
348,4,6:20.0,K. Middleton misses 2-pt jump shot from 7 ft (block by C. Zeller),,95,108
349,4,6:20.0,Offensive rebound by Team,,95,108
350,4,6:16.0,K. Middleton misses 2-pt jump shot from 11 ft,,95,108
351,4,6:10.0,Offensive rebound by K. Middleton,,95,108
352,4,6:10.0,K. Middleton makes 2-pt layup at rim,,97,108
353,4,5:57.0,,D. Bacon makes 2-pt jump shot from 12 ft,97,110
354,4,5:57.0,,Shooting foul by M. Brogdon (drawn by D. Bacon),97,110
355,4,5:57.0,,D. Bacon makes free throw 1 of 1,97,111
356,4,5:42.0,Shooting foul by D. Bacon (drawn by K. Middleton),,97,111
357,4,5:42.0,K. Middleton misses free throw 1 of 2,,97,111
358,4,5:42.0,Offensive rebound by Team,,97,111
359,4,5:42.0,,K. Walker enters the game for F. Kaminsky,97,111
360,4,5:42.0,K. Middleton makes free throw 2 of 2,,98,111
361,4,5:23.0,,M. Monk makes 2-pt jump shot from 8 ft,98,113
362,4,5:05.0,K. Middleton makes 2-pt jump shot from 10 ft,,100,113
363,4,5:05.0,Shooting foul by D. Bacon (drawn by K. Middleton),,100,113
364,4,5:05.0,,T. Graham enters the game for D. Bacon,100,113
365,4,5:05.0,,D. Howard enters the game for C. Zeller,100,113
366,4,5:05.0,K. Middleton misses free throw 1 of 1,,100,113
367,4,5:02.0,,Defensive rebound by D. Howard,100,113
368,4,4:51.0,Offensive charge foul by T. Graham (drawn by K. Middleton),,100,113
369,4,4:51.0,,Turnover by T. Graham (offensive foul),100,113
370,4,4:43.0,M. Brogdon misses 3-pt jump shot from 26 ft,,100,113
371,4,4:38.0,,Defensive rebound by M. Monk,100,113
372,4,4:17.0,,M. Monk misses 3-pt jump shot from 26 ft,100,113
373,4,4:14.0,Defensive rebound by G. Antetokounmpo,,100,113
374,4,4:10.0,K. Middleton makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),,103,113
