,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,BOSTON_ACTION,LA CLIPPERS_SCORE,BOSTON_SCORE
368,4,9:58.0,,T. Rozier makes 3-pt jump shot from 26 ft,95,99
369,4,9:58.0,LA Clippers full timeout,,95,99
370,4,9:58.0,A. Rivers enters the game for M. Teodosić,,95,99
371,4,9:58.0,T. Harris enters the game for A. Bradley,,95,99
372,4,9:47.0,L. Williams makes 3-pt jump shot from 25 ft (assist by M. Harrell),,98,99
373,4,9:29.0,,J. Tatum misses 2-pt jump shot from 10 ft,98,99
374,4,9:28.0,,Offensive rebound by Team,98,99
375,4,9:28.0,,K. Irving enters the game for D. Theis,98,99
376,4,9:18.0,,A. Horford misses 2-pt hook shot from 3 ft,98,99
377,4,9:16.0,Defensive rebound by D. Gallinari,,98,99
378,4,9:11.0,L. Williams makes 2-pt layup from 2 ft,,100,99
379,4,9:11.0,Shooting foul by T. Rozier (drawn by L. Williams),,100,99
380,4,9:11.0,L. Williams makes free throw 1 of 1,,101,99
381,4,8:59.0,,T. Rozier misses 2-pt layup from 4 ft (block by M. Harrell),101,99
382,4,8:55.0,Defensive rebound by L. Williams,,101,99
383,4,8:52.0,L. Williams misses 2-pt jump shot from 3 ft,,101,99
384,4,8:49.0,,Defensive rebound by T. Rozier,101,99
385,4,8:42.0,,K. Irving misses 2-pt layup from 1 ft,101,99
386,4,8:39.0,Defensive rebound by T. Harris,,101,99
387,4,8:25.0,T. Harris makes 2-pt jump shot from 5 ft,,103,99
388,4,8:08.0,,J. Tatum misses 2-pt layup from 3 ft (block by M. Harrell),103,99
389,4,8:06.0,Defensive rebound by T. Harris,,103,99
390,4,8:06.0,Personal foul by K. Irving (drawn by T. Harris),,103,99
391,4,8:06.0,,J. Brown enters the game for T. Rozier,103,99
392,4,7:51.0,L. Williams misses 3-pt jump shot from 26 ft,,103,99
393,4,7:50.0,Offensive rebound by M. Harrell,,103,99
394,4,7:49.0,M. Harrell makes 2-pt layup from 1 ft,,105,99
395,4,7:49.0,,Boston full timeout,105,99
396,4,7:33.0,,A. Horford makes 2-pt jump shot from 19 ft (assist by J. Brown),105,101
397,4,7:07.0,A. Rivers makes 3-pt jump shot from 25 ft,,108,101
398,4,6:54.0,,J. Brown makes 3-pt jump shot from 23 ft (assist by M. Morris),108,104
399,4,6:26.0,L. Williams misses 3-pt jump shot from 24 ft,,108,104
400,4,6:22.0,,Defensive rebound by J. Brown,108,104
401,4,6:18.0,,K. Irving misses 2-pt layup from 2 ft,108,104
402,4,6:16.0,Defensive rebound by M. Harrell,,108,104
403,4,6:10.0,Personal foul by J. Brown (drawn by M. Harrell),,108,104
404,4,6:10.0,M. Harrell makes free throw 1 of 2,,109,104
405,4,6:10.0,M. Harrell makes free throw 2 of 2,,110,104
406,4,5:57.0,,J. Tatum makes 2-pt layup from 3 ft,110,106
407,4,5:57.0,,Shooting foul by M. Harrell (drawn by J. Tatum),110,106
408,4,5:57.0,D. Jordan enters the game for M. Harrell,,110,106
409,4,5:57.0,,J. Tatum makes free throw 1 of 1,110,107
410,4,5:42.0,Turnover by D. Jordan (bad pass; steal by K. Irving),,110,107
411,4,5:37.0,,Turnover by J. Brown (bad pass; steal by D. Jordan),110,107
412,4,5:32.0,D. Gallinari misses 2-pt layup from 1 ft,,110,107
413,4,5:29.0,Offensive rebound by T. Harris,,110,107
414,4,5:28.0,D. Gallinari makes 2-pt jump shot from 20 ft (assist by T. Harris),,112,107
415,4,5:13.0,,A. Horford misses 3-pt jump shot from 26 ft,112,107
416,4,5:10.0,,Offensive rebound by J. Brown,112,107
417,4,5:02.0,,J. Brown misses 3-pt jump shot from 27 ft,112,107
418,4,4:59.0,Defensive rebound by A. Rivers,,112,107
419,4,4:51.0,T. Harris misses 3-pt jump shot from 23 ft,,112,107
420,4,4:47.0,,Defensive rebound by A. Horford,112,107
421,4,4:41.0,,A. Horford makes 2-pt hook shot from 3 ft (assist by K. Irving),112,109
422,4,4:40.0,LA Clippers full timeout,,112,109
423,4,4:38.0,Personal take foul by A. Horford (drawn by D. Jordan),,112,109
424,4,4:38.0,D. Jordan makes free throw 1 of 2,,113,109
425,4,4:38.0,D. Jordan makes free throw 2 of 2,,114,109
426,4,4:27.0,,K. Irving makes 2-pt jump shot from 13 ft,114,111
427,4,4:05.0,D. Jordan makes 2-pt dunk at rim (assist by T. Harris),,116,111
428,4,3:42.0,,Personal foul by D. Jordan (drawn by J. Tatum),116,111
429,4,3:42.0,,Boston full timeout,116,111
430,4,3:31.0,,K. Irving misses 2-pt jump shot from 17 ft,116,111
431,4,3:28.0,,Offensive rebound by J. Brown,116,111
432,4,3:26.0,,J. Tatum misses 3-pt jump shot from 25 ft,116,111
433,4,3:26.0,,Offensive rebound by A. Horford,116,111
434,4,3:11.0,,Turnover by K. Irving (bad pass; steal by T. Harris),116,111
435,4,2:57.0,T. Harris makes 2-pt layup from 1 ft (assist by D. Jordan),,118,111
436,4,2:57.0,Shooting foul by A. Horford (drawn by T. Harris),,118,111
437,4,2:57.0,,T. Rozier enters the game for J. Brown,118,111
438,4,2:57.0,T. Harris makes free throw 1 of 1,,119,111
439,4,2:42.0,,Shooting foul by D. Jordan (drawn by K. Irving),119,111
440,4,2:42.0,,K. Irving makes free throw 1 of 2,119,112
441,4,2:42.0,,K. Irving makes free throw 2 of 2,119,113
442,4,2:23.0,L. Williams makes 2-pt jump shot from 6 ft,,121,113
443,4,2:10.0,,K. Irving misses 2-pt layup from 4 ft,121,113
444,4,2:08.0,Defensive rebound by D. Gallinari,,121,113
445,4,2:04.0,Personal take foul by A. Horford (drawn by D. Jordan),,121,113
446,4,2:04.0,D. Jordan makes free throw 1 of 2,,122,113
447,4,2:04.0,D. Jordan makes free throw 2 of 2,,123,113
448,4,1:57.0,,J. Tatum misses 2-pt layup from 4 ft,123,113
449,4,1:57.0,Defensive rebound by Team,,123,113
450,4,1:36.0,L. Williams makes 2-pt layup from 1 ft,,125,113
451,4,1:36.0,Shooting foul by A. Horford (drawn by L. Williams),,125,113
452,4,1:36.0,L. Williams makes free throw 1 of 1,,126,113
453,4,1:19.0,,A. Horford makes 3-pt jump shot from 26 ft (assist by T. Rozier),126,116
454,4,0:56.0,L. Williams misses 2-pt jump shot from 21 ft,,126,116
455,4,0:52.0,Offensive rebound by T. Harris,,126,116
456,4,0:31.0,L. Williams makes 3-pt jump shot from 25 ft,,129,116
457,4,0:26.0,,J. Tatum makes 3-pt jump shot from 23 ft (assist by T. Rozier),129,119
458,4,0:02.0,Turnover by Team (shot clock),,129,119
