,QUARTER,TIME_REMAINING,NEW YORK_ACTION,LA LAKERS_ACTION,NEW YORK_SCORE,LA LAKERS_SCORE
373,4,3:55.0,J. Jack misses 3-pt jump shot from 25 ft,,103,118
374,4,3:51.0,,Defensive rebound by J. Randle,103,118
375,4,3:29.0,,J. Clarkson makes 2-pt layup from 2 ft,103,120
376,4,3:14.0,J. Jack misses 2-pt jump shot from 3 ft,,103,120
377,4,3:11.0,,Defensive rebound by A. Caruso,103,120
378,4,2:49.0,,B. Ingram misses 3-pt jump shot from 27 ft,103,120
379,4,2:46.0,Defensive rebound by E. Freedom,,103,120
380,4,2:34.0,T. Hardaway misses 3-pt jump shot from 23 ft,,103,120
381,4,2:32.0,,Defensive rebound by A. Caruso,103,120
382,4,2:16.0,,J. Clarkson misses 3-pt jump shot from 25 ft,103,120
383,4,2:11.0,Defensive rebound by J. Jack,,103,120
384,4,2:08.0,K. Porziņģis misses 2-pt layup from 6 ft (block by L. Nance),,103,120
385,4,2:06.0,D. McDermott enters the game for T. Hardaway,,103,120
386,4,2:06.0,,LA Lakers full timeout,103,120
387,4,2:06.0,Defensive rebound by Team,,103,120
388,4,1:54.0,K. Porziņģis misses 2-pt layup from 2 ft,,103,120
389,4,1:50.0,Offensive rebound by E. Freedom,,103,120
390,4,1:50.0,E. Freedom makes 2-pt layup at rim,,105,120
391,4,1:32.0,,J. Randle makes 2-pt hook shot from 2 ft (assist by J. Clarkson),105,122
392,4,1:18.0,Turnover by J. Jack (bad pass; steal by L. Nance),,105,122
393,4,1:17.0,,L. Nance makes 2-pt dunk from 1 ft (assist by J. Randle),105,124
394,4,1:01.0,,Offensive charge foul by E. Freedom (drawn by J. Randle),105,124
395,4,1:01.0,Turnover by E. Freedom (offensive foul),,105,124
396,4,1:01.0,,T. Bryant enters the game for J. Clarkson,105,124
397,4,1:01.0,,I. Zubac enters the game for L. Nance,105,124
398,4,1:01.0,,N. Hayes enters the game for J. Randle,105,124
399,4,1:01.0,W. Hernangómez enters the game for E. Freedom,,105,124
400,4,1:01.0,K. O'Quinn enters the game for C. Lee,,105,124
401,4,1:01.0,F. Ntilikina enters the game for K. Porziņģis,,105,124
402,4,1:01.0,R. Baker enters the game for J. Jack,,105,124
403,4,1:00.0,,J. Hart enters the game for B. Ingram,105,124
404,4,0:45.0,,T. Bryant makes 3-pt jump shot from 26 ft (assist by A. Caruso),105,127
405,4,0:35.0,K. O'Quinn makes 2-pt jump shot from 13 ft (assist by D. McDermott),,107,127
406,4,0:15.0,,Turnover by I. Zubac (lost ball; steal by K. O'Quinn),107,127
407,4,0:11.0,Turnover by K. O'Quinn (bad pass; steal by A. Caruso),,107,127
