,QUARTER,TIME_REMAINING,DETROIT_ACTION,INDIANA_ACTION,DETROIT_SCORE,INDIANA_SCORE
69,1,4:10.0,A. Bradley makes 2-pt layup from 1 ft,,20,15
70,1,3:50.0,,T. Young makes 2-pt jump shot from 15 ft (assist by L. Stephenson),20,17
71,1,3:35.0,R. Jackson misses 3-pt jump shot from 25 ft,,20,17
72,1,3:32.0,,Defensive rebound by L. Stephenson,20,17
73,1,3:17.0,,Shooting foul by A. Bradley (drawn by T. Young),20,17
74,1,3:17.0,,T. Young misses free throw 1 of 2,20,17
75,1,3:17.0,,Offensive rebound by Team,20,17
76,1,3:17.0,,D. Sabonis enters the game for M. Turner,20,17
77,1,3:17.0,L. Galloway enters the game for R. Jackson,,20,17
78,1,3:17.0,I. Smith enters the game for A. Bradley,,20,17
79,1,3:17.0,,T. Young misses free throw 2 of 2,20,17
80,1,3:14.0,Defensive rebound by L. Kennard,,20,17
81,1,2:53.0,L. Galloway misses 2-pt jump shot from 19 ft,,20,17
82,1,2:50.0,,Defensive rebound by L. Stephenson,20,17
83,1,2:46.0,,Turnover by L. Stephenson (traveling),20,17
84,1,2:33.0,T. Harris misses 2-pt layup from 4 ft,,20,17
85,1,2:29.0,,Defensive rebound by D. Sabonis,20,17
86,1,2:21.0,,Turnover by L. Stephenson (lost ball; steal by L. Kennard),20,17
87,1,2:14.0,L. Kennard makes 3-pt jump shot from 26 ft (assist by T. Harris),,23,17
88,1,1:59.0,,V. Oladipo misses 2-pt layup from 2 ft,23,17
89,1,1:59.0,,Offensive rebound by T. Young,23,17
90,1,1:55.0,,T. Young makes 2-pt layup at rim,23,19
91,1,1:36.0,T. Harris misses 3-pt jump shot from 23 ft,,23,19
92,1,1:36.0,,Defensive rebound by D. Sabonis,23,19
93,1,1:30.0,,Shooting foul by T. Harris (drawn by V. Oladipo),23,19
94,1,1:30.0,,V. Oladipo makes free throw 1 of 2,23,20
95,1,1:30.0,,T. Leaf enters the game for T. Young,23,20
96,1,1:30.0,A. Tolliver enters the game for A. Drummond,,23,20
97,1,1:30.0,E. Moreland enters the game for T. Harris,,23,20
98,1,1:30.0,,V. Oladipo makes free throw 2 of 2,23,21
99,1,1:13.0,A. Tolliver makes 3-pt jump shot from 26 ft (assist by L. Galloway),,26,21
100,1,1:01.0,,D. Collison enters the game for V. Oladipo,26,21
101,1,0:51.0,,D. Sabonis misses 2-pt hook shot from 7 ft,26,21
102,1,0:50.0,,Offensive rebound by Team,26,21
103,1,0:32.0,,D. Sabonis misses 2-pt hook shot from 5 ft (block by E. Moreland),26,21
104,1,0:27.0,Defensive rebound by A. Tolliver,,26,21
105,1,0:25.0,I. Smith misses 2-pt layup from 1 ft (block by D. Collison),,26,21
106,1,0:24.0,Offensive rebound by Team,,26,21
107,1,0:13.0,L. Kennard makes 3-pt jump shot from 25 ft (assist by A. Tolliver),,29,21
108,1,0:03.0,,Personal block foul by E. Moreland (drawn by C. Joseph),29,21
109,1,0:03.0,,C. Joseph makes free throw 1 of 2,29,22
110,1,0:03.0,,C. Joseph makes free throw 2 of 2,29,23
111,1,0:00.0,I. Smith makes 3-pt jump shot from 28 ft,,32,23
112,2,11:43.0,,D. Collison misses 2-pt layup from 3 ft,32,23
113,2,11:37.0,Defensive rebound by A. Tolliver,,32,23
114,2,11:29.0,L. Galloway misses 2-pt jump shot from 15 ft,,32,23
115,2,11:27.0,,Defensive rebound by C. Joseph,32,23
116,2,11:21.0,Offensive charge foul by L. Stephenson (drawn by E. Moreland),,32,23
117,2,11:21.0,,Turnover by L. Stephenson (offensive foul),32,23
118,2,11:09.0,L. Galloway makes 2-pt jump shot from 16 ft (assist by A. Tolliver),,34,23
119,2,10:47.0,,D. Sabonis makes 2-pt layup from 1 ft (assist by D. Collison),34,25
120,2,10:31.0,L. Galloway misses 3-pt jump shot from 26 ft,,34,25
121,2,10:27.0,,Defensive rebound by C. Joseph,34,25
122,2,10:24.0,,D. Collison makes 2-pt jump shot from 10 ft,34,27
123,2,10:24.0,,Shooting foul by L. Kennard (drawn by D. Collison),34,27
124,2,10:24.0,,B. Bogdanović enters the game for T. Leaf,34,27
125,2,10:24.0,,D. Collison makes free throw 1 of 1,34,28
126,2,10:14.0,A. Tolliver misses 3-pt jump shot from 26 ft,,34,28
127,2,10:09.0,,Defensive rebound by D. Sabonis,34,28
128,2,10:00.0,,D. Sabonis makes 2-pt jump shot from 19 ft (assist by D. Collison),34,30
129,2,9:45.0,L. Kennard makes 2-pt jump shot from 20 ft,,36,30
130,2,9:34.0,,D. Collison makes 3-pt jump shot from 27 ft (assist by B. Bogdanović),36,33
131,2,9:34.0,,Shooting foul by I. Smith (drawn by D. Collison),36,33
132,2,9:34.0,,T. Young enters the game for L. Stephenson,36,33
133,2,9:34.0,,D. Collison makes free throw 1 of 1,36,34
134,2,9:16.0,L. Kennard misses 2-pt jump shot from 8 ft,,36,34
135,2,9:16.0,Offensive rebound by Team,,36,34
136,2,9:15.0,,Loose ball foul by D. Sabonis (drawn by E. Moreland),36,34
137,2,9:07.0,A. Tolliver makes 3-pt jump shot from 26 ft (assist by I. Smith),,39,34
138,2,8:47.0,,T. Young misses 2-pt hook shot from 6 ft,39,34
139,2,8:42.0,Defensive rebound by A. Tolliver,,39,34
140,2,8:36.0,L. Galloway makes 3-pt jump shot from 25 ft (assist by I. Smith),,42,34
141,2,8:30.0,,Indiana full timeout,42,34
142,2,8:23.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,42,34
143,2,8:21.0,Defensive rebound by L. Galloway,,42,34
144,2,8:18.0,I. Smith makes 2-pt jump shot from 10 ft,,44,34
145,2,7:59.0,,D. Sabonis misses 2-pt jump shot from 4 ft,44,34
146,2,7:57.0,Defensive rebound by A. Tolliver,,44,34
147,2,7:53.0,Shooting foul by D. Collison (drawn by I. Smith),,44,34
148,2,7:53.0,I. Smith makes free throw 1 of 2,,45,34
149,2,7:53.0,,M. Turner enters the game for D. Collison,45,34
150,2,7:53.0,,V. Oladipo enters the game for D. Sabonis,45,34
151,2,7:53.0,A. Bradley enters the game for L. Galloway,,45,34
152,2,7:53.0,I. Smith makes free throw 2 of 2,,46,34
153,2,7:40.0,,T. Young misses 3-pt jump shot from 22 ft,46,34
154,2,7:33.0,Defensive rebound by E. Moreland,,46,34
155,2,7:30.0,I. Smith misses 2-pt layup at rim,,46,34
156,2,7:28.0,Offensive rebound by E. Moreland,,46,34
157,2,7:18.0,A. Bradley makes 3-pt jump shot from 25 ft (assist by E. Moreland),,49,34
158,2,7:00.0,,V. Oladipo misses 3-pt jump shot from 25 ft,49,34
159,2,6:54.0,Defensive rebound by I. Smith,,49,34
160,2,6:54.0,Personal take foul by B. Bogdanović (drawn by I. Smith),,49,34
161,2,6:41.0,A. Bradley misses 2-pt jump shot from 19 ft,,49,34
162,2,6:38.0,,Defensive rebound by V. Oladipo,49,34
163,2,6:28.0,,B. Bogdanović makes 2-pt jump shot from 12 ft,49,36
164,2,6:12.0,L. Kennard misses 2-pt jump shot from 13 ft,,49,36
165,2,6:08.0,Offensive rebound by L. Kennard,,49,36
166,2,6:05.0,A. Bradley misses 2-pt jump shot from 1 ft (block by M. Turner),,49,36
167,2,6:02.0,,Defensive rebound by V. Oladipo,49,36
168,2,5:57.0,,T. Young makes 2-pt jump shot from 4 ft (assist by B. Bogdanović),49,38
169,2,5:50.0,Detroit full timeout,,49,38
170,2,5:50.0,A. Drummond enters the game for I. Smith,,49,38
171,2,5:50.0,R. Jackson enters the game for E. Moreland,,49,38
172,2,5:42.0,A. Bradley misses 2-pt jump shot from 21 ft,,49,38
173,2,5:40.0,,Defensive rebound by V. Oladipo,49,38
174,2,5:31.0,,M. Turner misses 2-pt jump shot from 16 ft,49,38
175,2,5:28.0,Defensive rebound by A. Bradley,,49,38
176,2,5:22.0,R. Jackson misses 2-pt layup from 1 ft,,49,38
177,2,5:18.0,,Defensive rebound by T. Young,49,38
178,2,5:17.0,,Turnover by V. Oladipo (bad pass),49,38
179,2,5:17.0,T. Harris enters the game for A. Tolliver,,49,38
180,2,4:58.0,T. Harris misses 3-pt jump shot from 22 ft,,49,38
181,2,4:52.0,,Defensive rebound by M. Turner,49,38
182,2,4:44.0,,T. Young misses 2-pt dunk from 1 ft,49,38
183,2,4:42.0,Defensive rebound by L. Kennard,,49,38
184,2,4:34.0,R. Jackson misses 3-pt jump shot from 26 ft,,49,38
185,2,4:31.0,,Defensive rebound by V. Oladipo,49,38
186,2,4:28.0,,T. Young makes 2-pt dunk at rim (assist by V. Oladipo),49,40
187,2,4:09.0,T. Harris makes 2-pt layup at rim,,51,40
188,2,3:54.0,,C. Joseph misses 2-pt jump shot from 16 ft,51,40
189,2,3:53.0,Defensive rebound by Team,,51,40
190,2,3:53.0,,D. Collison enters the game for C. Joseph,51,40
191,2,3:40.0,T. Harris makes 2-pt dunk at rim (assist by A. Drummond),,53,40
192,2,3:21.0,,Personal foul by T. Harris (drawn by T. Young),53,40
193,2,3:21.0,A. Tolliver enters the game for T. Harris,,53,40
194,2,3:16.0,,Turnover by V. Oladipo (lost ball; steal by L. Kennard),53,40
195,2,3:11.0,A. Bradley misses 2-pt dunk from 1 ft,,53,40
196,2,3:11.0,Offensive rebound by A. Drummond,,53,40
197,2,3:11.0,Shooting foul by B. Bogdanović (drawn by A. Drummond),,53,40
198,2,3:11.0,A. Drummond misses free throw 1 of 2,,53,40
199,2,3:11.0,Offensive rebound by Team,,53,40
200,2,3:11.0,A. Drummond makes free throw 2 of 2,,54,40
201,2,3:07.0,,Indiana full timeout,54,40
202,2,3:01.0,,M. Turner misses 2-pt jump shot from 17 ft,54,40
203,2,3:01.0,Defensive rebound by A. Bradley,,54,40
204,2,2:51.0,A. Bradley misses 3-pt jump shot from 25 ft,,54,40
205,2,2:48.0,,Defensive rebound by T. Young,54,40
206,2,2:37.0,,V. Oladipo makes 3-pt jump shot from 23 ft (assist by B. Bogdanović),54,43
207,2,2:21.0,Turnover by A. Drummond (traveling),,54,43
208,2,2:21.0,S. Johnson enters the game for A. Bradley,,54,43
209,2,2:07.0,,T. Young makes 2-pt dunk from 1 ft (assist by M. Turner),54,45
210,2,1:49.0,A. Tolliver misses 3-pt jump shot from 22 ft,,54,45
211,2,1:43.0,Offensive rebound by A. Drummond,,54,45
212,2,1:41.0,L. Kennard makes 2-pt layup at rim (assist by A. Drummond),,56,45
213,2,1:28.0,,M. Turner misses 2-pt jump shot from 13 ft,56,45
214,2,1:25.0,Defensive rebound by R. Jackson,,56,45
215,2,1:20.0,,Offensive charge foul by A. Drummond (drawn by T. Young),56,45
216,2,1:20.0,Turnover by A. Drummond (offensive foul),,56,45
217,2,1:09.0,,B. Bogdanović misses 2-pt jump shot from 16 ft,56,45
218,2,1:06.0,Defensive rebound by R. Jackson,,56,45
219,2,0:58.0,Turnover by L. Kennard (bad pass),,56,45
220,2,0:55.0,,Personal foul by L. Kennard (drawn by D. Collison),56,45
221,2,0:49.0,,Turnover by V. Oladipo (out of bounds lost ball),56,45
222,2,0:37.0,R. Jackson misses 2-pt jump shot from 20 ft,,56,45
223,2,0:34.0,Offensive rebound by A. Drummond,,56,45
224,2,0:33.0,A. Drummond misses 2-pt hook shot from 3 ft,,56,45
225,2,0:30.0,,Defensive rebound by M. Turner,56,45
226,2,0:13.0,,D. Collison makes 2-pt jump shot from 14 ft,56,47
227,2,0:01.0,R. Jackson makes 2-pt jump shot from 11 ft,,58,47
228,2,0:00.0,,T. Young misses 3-pt jump shot from 52 ft,58,47
229,2,0:00.0,,Offensive rebound by Team,58,47
230,3,11:43.0,,M. Turner misses 2-pt jump shot from 14 ft,58,47
231,3,11:40.0,Defensive rebound by T. Harris,,58,47
232,3,11:25.0,S. Johnson misses 2-pt jump shot from 8 ft,,58,47
233,3,11:23.0,,Defensive rebound by V. Oladipo,58,47
234,3,11:20.0,,V. Oladipo makes 3-pt jump shot from 27 ft,58,50
235,3,10:54.0,Turnover by A. Drummond (bad pass),,58,50
236,3,10:45.0,,M. Turner makes 2-pt jump shot from 20 ft (assist by V. Oladipo),58,52
237,3,10:23.0,T. Harris misses 2-pt jump shot from 13 ft,,58,52
238,3,10:20.0,,Defensive rebound by B. Bogdanović,58,52
239,3,10:09.0,,T. Young makes 2-pt hook shot from 8 ft,58,54
240,3,10:08.0,Detroit full timeout,,58,54
241,3,9:53.0,A. Drummond makes 2-pt dunk at rim (assist by R. Jackson),,60,54
242,3,9:36.0,,V. Oladipo misses 3-pt jump shot from 26 ft,60,54
243,3,9:34.0,Defensive rebound by A. Drummond,,60,54
244,3,9:12.0,T. Harris makes 2-pt hook shot from 5 ft,,62,54
245,3,8:48.0,,M. Turner misses 2-pt layup at rim (block by A. Drummond),62,54
246,3,8:45.0,,Offensive rebound by M. Turner,62,54
247,3,8:45.0,,M. Turner misses 2-pt layup from 1 ft,62,54
248,3,8:42.0,Defensive rebound by A. Drummond,,62,54
249,3,8:36.0,A. Bradley makes 2-pt jump shot at rim,,64,54
250,3,8:18.0,,T. Young misses 2-pt jump shot from 8 ft,64,54
251,3,8:18.0,Defensive rebound by A. Drummond,,64,54
252,3,8:11.0,S. Johnson makes 3-pt jump shot from 23 ft (assist by T. Harris),,67,54
253,3,7:54.0,,M. Turner makes 2-pt jump shot from 21 ft (assist by D. Collison),67,56
254,3,7:36.0,A. Bradley makes 3-pt jump shot from 23 ft (assist by R. Jackson),,70,56
255,3,7:19.0,,D. Collison misses 2-pt layup from 1 ft (block by T. Harris),70,56
256,3,7:17.0,Defensive rebound by S. Johnson,,70,56
257,3,7:14.0,R. Jackson makes 2-pt jump shot from 7 ft,,72,56
258,3,7:14.0,,Indiana full timeout,72,56
259,3,6:58.0,,Turnover by V. Oladipo (lost ball; steal by A. Drummond),72,56
260,3,6:54.0,R. Jackson makes 2-pt layup from 1 ft (assist by A. Drummond),,74,56
261,3,6:30.0,,V. Oladipo misses 2-pt jump shot from 20 ft,74,56
262,3,6:27.0,Defensive rebound by A. Bradley,,74,56
263,3,6:20.0,A. Drummond misses 2-pt layup from 3 ft (block by M. Turner),,74,56
264,3,6:18.0,Offensive rebound by A. Drummond,,74,56
265,3,6:17.0,A. Drummond makes 2-pt layup from 2 ft,,76,56
266,3,6:01.0,,M. Turner misses 2-pt layup from 2 ft (block by A. Drummond),76,56
267,3,6:01.0,Defensive rebound by Team,,76,56
268,3,5:48.0,A. Bradley makes 2-pt jump shot from 13 ft (assist by R. Jackson),,78,56
269,3,5:32.0,,M. Turner misses 2-pt layup from 1 ft,78,56
270,3,5:28.0,Defensive rebound by A. Drummond,,78,56
271,3,5:22.0,S. Johnson misses 2-pt jump shot from 18 ft,,78,56
272,3,5:19.0,,Defensive rebound by T. Young,78,56
273,3,5:16.0,,V. Oladipo makes 3-pt jump shot from 27 ft (assist by T. Young),78,59
274,3,4:56.0,,D. Sabonis enters the game for D. Collison,78,59
275,3,4:56.0,,C. Joseph enters the game for M. Turner,78,59
276,3,4:51.0,Personal foul by T. Young (drawn by A. Bradley),,78,59
277,3,4:41.0,A. Bradley misses 2-pt layup from 3 ft (block by V. Oladipo),,78,59
278,3,4:40.0,Offensive rebound by Team,,78,59
279,3,4:37.0,T. Harris misses 3-pt jump shot from 22 ft,,78,59
280,3,4:33.0,,Defensive rebound by C. Joseph,78,59
281,3,4:30.0,,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by C. Joseph),78,62
282,3,4:11.0,A. Drummond misses 2-pt layup from 1 ft,,78,62
283,3,4:10.0,,Defensive rebound by C. Joseph,78,62
284,3,4:07.0,,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by T. Young),78,65
285,3,3:43.0,R. Jackson makes 3-pt jump shot from 26 ft (assist by A. Drummond),,81,65
286,3,3:32.0,,Shooting foul by A. Drummond (drawn by V. Oladipo),81,65
287,3,3:32.0,,V. Oladipo misses free throw 1 of 2,81,65
288,3,3:32.0,,Offensive rebound by Team,81,65
289,3,3:32.0,I. Smith enters the game for R. Jackson,,81,65
290,3,3:32.0,,V. Oladipo makes free throw 2 of 2,81,66
291,3,3:08.0,I. Smith misses 2-pt jump shot from 13 ft,,81,66
292,3,3:05.0,,Defensive rebound by C. Joseph,81,66
293,3,3:01.0,,B. Bogdanović misses 2-pt jump shot from 11 ft (block by S. Johnson),81,66
294,3,3:01.0,,Offensive rebound by Team,81,66
295,3,2:49.0,,V. Oladipo makes 3-pt jump shot from 25 ft,81,69
296,3,2:19.0,A. Drummond misses 2-pt jump shot from 19 ft,,81,69
297,3,2:17.0,,Defensive rebound by V. Oladipo,81,69
298,3,2:15.0,,V. Oladipo misses 3-pt jump shot from 26 ft,81,69
299,3,2:12.0,,Offensive rebound by D. Sabonis,81,69
300,3,2:09.0,,Turnover by D. Sabonis (lost ball; steal by T. Harris),81,69
301,3,2:02.0,Turnover by I. Smith (bad pass; steal by T. Young),,81,69
302,3,1:58.0,,V. Oladipo misses 2-pt layup from 1 ft,81,69
303,3,1:52.0,Defensive rebound by A. Bradley,,81,69
304,3,1:39.0,S. Johnson misses 3-pt jump shot from 23 ft,,81,69
305,3,1:36.0,,Defensive rebound by C. Joseph,81,69
306,3,1:22.0,,T. Young makes 2-pt hook shot from 12 ft,81,71
307,3,1:02.0,T. Harris misses 2-pt jump shot from 19 ft,,81,71
308,3,0:59.0,,Defensive rebound by V. Oladipo,81,71
309,3,0:55.0,,B. Bogdanović misses 3-pt jump shot from 27 ft,81,71
310,3,0:53.0,Defensive rebound by I. Smith,,81,71
311,3,0:49.0,S. Johnson misses 3-pt jump shot from 26 ft,,81,71
312,3,0:46.0,,Defensive rebound by V. Oladipo,81,71
313,3,0:27.0,,D. Sabonis misses 3-pt jump shot from 26 ft,81,71
314,3,0:24.0,Defensive rebound by T. Harris,,81,71
315,3,0:07.0,Personal take foul by C. Joseph (drawn by I. Smith),,81,71
316,3,0:00.0,I. Smith misses 2-pt jump shot from 18 ft,,81,71
317,3,0:00.0,Offensive rebound by Team,,81,71
318,4,11:51.0,L. Kennard makes 3-pt jump shot from 26 ft (assist by A. Drummond),,84,71
319,4,11:27.0,,L. Stephenson makes 2-pt jump shot from 16 ft,84,73
320,4,11:08.0,A. Tolliver misses 3-pt jump shot from 28 ft,,84,73
321,4,11:03.0,,Defensive rebound by V. Oladipo,84,73
322,4,10:59.0,,V. Oladipo makes 3-pt jump shot from 26 ft,84,76
323,4,10:38.0,I. Smith misses 2-pt jump shot from 18 ft,,84,76
324,4,10:36.0,,Defensive rebound by V. Oladipo,84,76
325,4,10:30.0,,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by C. Joseph),84,79
326,4,10:28.0,Detroit full timeout,,84,79
327,4,10:28.0,E. Moreland enters the game for A. Drummond,,84,79
328,4,10:06.0,L. Galloway misses 2-pt jump shot from 21 ft,,84,79
329,4,10:03.0,,Defensive rebound by L. Stephenson,84,79
330,4,9:41.0,,D. Sabonis misses 2-pt jump shot from 18 ft,84,79
331,4,9:36.0,,Offensive rebound by V. Oladipo,84,79
332,4,9:36.0,,V. Oladipo misses 2-pt layup at rim,84,79
333,4,9:36.0,,Offensive rebound by L. Stephenson,84,79
334,4,9:35.0,,L. Stephenson misses 2-pt layup from 1 ft (block by E. Moreland),84,79
335,4,9:32.0,,Offensive rebound by L. Stephenson,84,79
336,4,9:32.0,,L. Stephenson makes 2-pt layup from 2 ft,84,81
337,4,9:21.0,L. Galloway misses 3-pt jump shot from 28 ft,,84,81
338,4,9:17.0,,Defensive rebound by D. Sabonis,84,81
339,4,9:03.0,Offensive charge foul by B. Bogdanović (drawn by E. Moreland),,84,81
340,4,9:03.0,,Turnover by B. Bogdanović (offensive foul),84,81
341,4,8:51.0,Turnover by L. Kennard (out of bounds lost ball),,84,81
342,4,8:38.0,,D. Sabonis makes 2-pt jump shot from 13 ft (assist by L. Stephenson),84,83
343,4,8:13.0,I. Smith makes 2-pt layup from 3 ft,,86,83
344,4,8:13.0,Shooting foul by C. Joseph (drawn by I. Smith),,86,83
345,4,8:13.0,I. Smith makes free throw 1 of 1,,87,83
346,4,7:51.0,,L. Stephenson misses 2-pt jump shot from 17 ft,87,83
347,4,7:49.0,Defensive rebound by E. Moreland,,87,83
348,4,7:44.0,I. Smith makes 2-pt layup from 1 ft,,89,83
349,4,7:27.0,,Shooting foul by I. Smith (drawn by D. Sabonis),89,83
350,4,7:27.0,,D. Sabonis makes free throw 1 of 2,89,84
351,4,7:27.0,,D. Collison enters the game for V. Oladipo,89,84
352,4,7:27.0,,T. Young enters the game for B. Bogdanović,89,84
353,4,7:27.0,,D. Sabonis makes free throw 2 of 2,89,85
354,4,7:06.0,Personal foul by D. Collison (drawn by L. Galloway),,89,85
355,4,6:59.0,L. Kennard misses 3-pt jump shot from 26 ft,,89,85
356,4,6:55.0,Offensive rebound by A. Tolliver,,89,85
357,4,6:52.0,I. Smith makes 2-pt layup from 1 ft,,91,85
358,4,6:52.0,Shooting foul by D. Sabonis (drawn by I. Smith),,91,85
359,4,6:52.0,A. Bradley enters the game for L. Galloway,,91,85
360,4,6:52.0,I. Smith makes free throw 1 of 1,,92,85
361,4,6:42.0,,D. Sabonis misses 2-pt jump shot from 7 ft,92,85
362,4,6:37.0,,Offensive rebound by T. Young,92,85
363,4,6:31.0,,C. Joseph makes 3-pt jump shot from 26 ft (assist by D. Collison),92,88
364,4,6:02.0,E. Moreland misses 2-pt jump shot from 18 ft,,92,88
365,4,5:56.0,,Defensive rebound by L. Stephenson,92,88
366,4,5:43.0,,L. Stephenson makes 3-pt jump shot from 26 ft (assist by T. Young),92,91
367,4,5:33.0,Detroit full timeout,,92,91
368,4,5:33.0,A. Drummond enters the game for I. Smith,,92,91
369,4,5:33.0,T. Harris enters the game for E. Moreland,,92,91
370,4,5:33.0,R. Jackson enters the game for A. Tolliver,,92,91
371,4,5:24.0,Turnover by R. Jackson (bad pass; steal by D. Sabonis),,92,91
372,4,5:23.0,,Shooting foul by A. Drummond (drawn by D. Sabonis),92,91
373,4,5:23.0,,D. Sabonis makes free throw 1 of 2,92,92
374,4,5:23.0,,D. Sabonis makes free throw 2 of 2,92,93
375,4,5:06.0,Turnover by A. Drummond (traveling),,92,93
376,4,4:51.0,,C. Joseph misses 2-pt jump shot from 14 ft,92,93
377,4,4:46.0,,Offensive rebound by L. Stephenson,92,93
378,4,4:46.0,,L. Stephenson makes 2-pt layup at rim,92,95
379,4,4:33.0,T. Harris makes 3-pt jump shot from 27 ft (assist by R. Jackson),,95,95
380,4,4:05.0,,Turnover by D. Collison (out of bounds lost ball),95,95
381,4,3:45.0,T. Harris makes 2-pt layup from 1 ft,,97,95
382,4,3:43.0,,Indiana full timeout,97,95
383,4,3:43.0,,V. Oladipo enters the game for C. Joseph,97,95
384,4,3:43.0,S. Johnson enters the game for L. Kennard,,97,95
385,4,3:27.0,,V. Oladipo misses 3-pt jump shot from 27 ft,97,95
