,QUARTER,TIME_REMAINING,TORONTO_ACTION,WASHINGTON_ACTION,TORONTO_SCORE,WASHINGTON_SCORE
50,1,4:35.0,,B. Beal misses 2-pt jump shot from 10 ft,9,21
51,1,4:33.0,Defensive rebound by S. Ibaka,,9,21
52,1,4:28.0,S. Ibaka misses 3-pt jump shot from 27 ft,,9,21
53,1,4:24.0,,Defensive rebound by T. Satoranský,9,21
54,1,4:18.0,,Turnover by T. Satoranský (bad pass),9,21
55,1,4:18.0,F. VanVleet enters the game for S. Ibaka,,9,21
56,1,4:18.0,P. Siakam enters the game for N. Powell,,9,21
57,1,4:04.0,J. Poeltl makes 2-pt layup from 2 ft (assist by P. Siakam),,11,21
58,1,4:03.0,,Washington full timeout,11,21
59,1,4:03.0,,I. Mahinmi enters the game for M. Gortat,11,21
60,1,4:03.0,,T. Frazier enters the game for T. Satoranský,11,21
61,1,3:51.0,,Personal foul by F. VanVleet (drawn by M. Morris),11,21
62,1,3:40.0,,B. Beal misses 2-pt jump shot from 16 ft,11,21
63,1,3:36.0,,Offensive rebound by I. Mahinmi,11,21
64,1,3:36.0,,Shooting foul by J. Poeltl (drawn by I. Mahinmi),11,21
65,1,3:36.0,,I. Mahinmi makes free throw 1 of 2,11,22
66,1,3:36.0,,I. Mahinmi misses free throw 2 of 2,11,22
67,1,3:34.0,Defensive rebound by P. Siakam,,11,22
68,1,3:22.0,K. Lowry misses 3-pt jump shot from 28 ft,,11,22
69,1,3:19.0,,Defensive rebound by T. Frazier,11,22
70,1,3:05.0,,M. Morris makes 2-pt jump shot from 7 ft,11,24
71,1,2:44.0,D. DeRozan makes 2-pt layup from 2 ft,,13,24
72,1,2:24.0,,M. Morris misses 2-pt jump shot from 12 ft,13,24
73,1,2:20.0,Defensive rebound by K. Lowry,,13,24
74,1,2:17.0,P. Siakam misses 2-pt layup from 2 ft,,13,24
75,1,2:15.0,,Defensive rebound by T. Frazier,13,24
76,1,2:13.0,Offensive charge foul by T. Frazier (drawn by K. Lowry),,13,24
77,1,2:13.0,,Turnover by T. Frazier (offensive foul),13,24
78,1,2:13.0,,K. Oubre enters the game for M. Morris,13,24
79,1,2:13.0,L. Nogueira enters the game for K. Lowry,,13,24
80,1,2:13.0,C. Miles enters the game for J. Poeltl,,13,24
81,1,2:04.0,D. DeRozan misses 2-pt jump shot from 21 ft,,13,24
82,1,2:01.0,,Defensive rebound by B. Beal,13,24
83,1,1:57.0,,Personal foul by P. Siakam (drawn by B. Beal),13,24
84,1,1:57.0,,J. Meeks enters the game for B. Beal,13,24
85,1,1:52.0,,Turnover by I. Mahinmi (bad pass; steal by D. DeRozan),13,24
86,1,1:51.0,Personal foul by I. Mahinmi (drawn by D. DeRozan),,13,24
87,1,1:42.0,F. VanVleet makes 2-pt layup from 2 ft,,15,24
88,1,1:28.0,,Shooting foul by C. Miles (drawn by I. Mahinmi),15,24
89,1,1:28.0,,I. Mahinmi misses free throw 1 of 2,15,24
90,1,1:28.0,,Offensive rebound by Team,15,24
91,1,1:28.0,,I. Mahinmi makes free throw 2 of 2,15,25
92,1,1:14.0,Shooting foul by I. Mahinmi (drawn by D. DeRozan),,15,25
93,1,1:14.0,D. DeRozan makes free throw 1 of 2,,16,25
94,1,1:14.0,D. DeRozan makes free throw 2 of 2,,17,25
95,1,1:07.0,,Turnover by T. Frazier (lost ball; steal by P. Siakam),17,25
96,1,1:01.0,P. Siakam misses 2-pt layup from 1 ft,,17,25
97,1,1:00.0,Offensive rebound by Team,,17,25
98,1,0:54.0,F. VanVleet misses 3-pt jump shot from 25 ft,,17,25
99,1,0:51.0,,Defensive rebound by T. Frazier,17,25
100,1,0:44.0,,K. Oubre misses 2-pt jump shot from 3 ft (block by C. Miles),17,25
101,1,0:43.0,,Offensive rebound by I. Mahinmi,17,25
102,1,0:42.0,,I. Mahinmi misses 2-pt hook shot from 8 ft,17,25
103,1,0:38.0,,Offensive rebound by O. Porter,17,25
104,1,0:38.0,,O. Porter makes 2-pt layup at rim,17,27
105,1,0:27.0,D. DeRozan misses 3-pt jump shot from 26 ft,,17,27
106,1,0:24.0,Offensive rebound by L. Nogueira,,17,27
107,1,0:04.0,D. DeRozan makes 2-pt jump shot from 22 ft,,19,27
108,1,0:00.0,,T. Frazier misses 3-pt jump shot from 39 ft,19,27
109,1,0:00.0,Defensive rebound by Team,,19,27
110,2,11:44.0,F. VanVleet makes 3-pt jump shot from 26 ft (assist by D. Wright),,22,27
111,2,11:25.0,,J. Meeks misses 2-pt jump shot from 5 ft,22,27
112,2,11:24.0,,Offensive rebound by I. Mahinmi,22,27
113,2,11:23.0,,I. Mahinmi misses 2-pt layup from 2 ft,22,27
114,2,11:23.0,Defensive rebound by L. Nogueira,,22,27
115,2,11:18.0,Personal foul by K. Oubre (drawn by D. Wright),,22,27
116,2,11:12.0,P. Siakam makes 2-pt layup from 2 ft,,24,27
117,2,11:12.0,Shooting foul by M. Scott (drawn by P. Siakam),,24,27
118,2,11:12.0,P. Siakam makes free throw 1 of 1,,25,27
119,2,10:54.0,,Personal foul by C. Miles (drawn by J. Meeks),25,27
120,2,10:45.0,,K. Oubre makes 3-pt jump shot from 25 ft (assist by T. Frazier),25,30
121,2,10:22.0,Shooting foul by I. Mahinmi (drawn by L. Nogueira),,25,30
122,2,10:22.0,L. Nogueira misses free throw 1 of 2,,25,30
123,2,10:22.0,Offensive rebound by Team,,25,30
124,2,10:22.0,,T. Satoranský enters the game for T. Frazier,25,30
125,2,10:22.0,,J. Smith enters the game for I. Mahinmi,25,30
126,2,10:22.0,L. Nogueira makes free throw 2 of 2,,26,30
127,2,9:59.0,,M. Scott misses 2-pt jump shot from 5 ft,26,30
128,2,9:55.0,,Offensive rebound by T. Satoranský,26,30
129,2,9:53.0,,Turnover by K. Oubre (out of bounds lost ball),26,30
130,2,9:43.0,C. Miles makes 3-pt jump shot from 29 ft (assist by D. Wright),,29,30
131,2,9:41.0,,Washington full timeout,29,30
132,2,9:29.0,,J. Smith makes 2-pt jump shot from 17 ft (assist by T. Satoranský),29,32
133,2,9:14.0,L. Nogueira makes 2-pt layup from 6 ft (assist by C. Miles),,31,32
134,2,9:14.0,Shooting foul by M. Scott (drawn by L. Nogueira),,31,32
135,2,9:14.0,L. Nogueira makes free throw 1 of 1,,32,32
136,2,9:00.0,,Personal foul by C. Miles (drawn by J. Meeks),32,32
137,2,8:45.0,,T. Satoranský misses 3-pt jump shot from 24 ft,32,32
138,2,8:41.0,Defensive rebound by D. Wright,,32,32
139,2,8:38.0,Offensive foul by L. Nogueira (drawn by K. Oubre),,32,32
140,2,8:38.0,Turnover by L. Nogueira (offensive foul),,32,32
141,2,8:38.0,,O. Porter enters the game for J. Meeks,32,32
142,2,8:38.0,,B. Beal enters the game for M. Scott,32,32
143,2,8:38.0,M. Miller enters the game for C. Miles,,32,32
144,2,8:23.0,,Turnover by O. Porter (bad pass; steal by D. Wright),32,32
145,2,8:10.0,P. Siakam misses 2-pt jump shot from 10 ft,,32,32
146,2,8:07.0,,Defensive rebound by O. Porter,32,32
147,2,8:01.0,,Turnover by T. Satoranský (bad pass),32,32
148,2,7:50.0,M. Miller makes 3-pt jump shot from 26 ft (assist by F. VanVleet),,35,32
149,2,7:30.0,,J. Smith misses 3-pt jump shot from 24 ft,35,32
150,2,7:28.0,,Offensive rebound by K. Oubre,35,32
151,2,7:26.0,,K. Oubre makes 2-pt layup from 1 ft,35,34
152,2,7:16.0,Turnover by F. VanVleet (out of bounds lost ball),,35,34
153,2,7:00.0,,Turnover by T. Satoranský (bad pass; steal by F. VanVleet),35,34
154,2,7:00.0,Personal foul by T. Satoranský (drawn by F. VanVleet),,35,34
155,2,7:00.0,F. VanVleet makes free throw 1 of 2,,36,34
156,2,7:00.0,,M. Morris enters the game for J. Smith,36,34
157,2,7:00.0,J. Valančiūnas enters the game for L. Nogueira,,36,34
158,2,7:00.0,F. VanVleet makes free throw 2 of 2,,37,34
159,2,6:47.0,,B. Beal makes 2-pt jump shot from 16 ft (assist by K. Oubre),37,36
160,2,6:27.0,Toronto full timeout,,37,36
161,2,6:27.0,K. Lowry enters the game for D. Wright,,37,36
162,2,6:22.0,F. VanVleet misses 2-pt layup from 7 ft,,37,36
163,2,6:19.0,Offensive rebound by J. Valančiūnas,,37,36
164,2,6:19.0,J. Valančiūnas makes 2-pt dunk from 2 ft,,39,36
165,2,5:59.0,,M. Morris misses 3-pt jump shot from 23 ft,39,36
166,2,5:55.0,Defensive rebound by P. Siakam,,39,36
167,2,5:32.0,K. Lowry makes 2-pt layup from 3 ft,,41,36
168,2,5:09.0,,M. Morris misses 2-pt jump shot from 16 ft,41,36
169,2,5:06.0,,Offensive rebound by B. Beal,41,36
170,2,5:04.0,,K. Oubre misses 3-pt jump shot from 25 ft,41,36
171,2,5:02.0,,Offensive rebound by T. Satoranský,41,36
172,2,4:53.0,,O. Porter makes 2-pt jump shot from 14 ft (assist by T. Satoranský),41,38
173,2,4:37.0,J. Valančiūnas makes 2-pt hook shot from 3 ft (assist by K. Lowry),,43,38
174,2,4:28.0,,B. Beal makes 2-pt jump shot from 15 ft,43,40
175,2,4:15.0,F. VanVleet misses 2-pt layup from 4 ft,,43,40
176,2,4:13.0,,Defensive rebound by T. Satoranský,43,40
177,2,4:10.0,,Turnover by O. Porter (step out of bounds),43,40
178,2,4:10.0,,M. Gortat enters the game for K. Oubre,43,40
179,2,4:10.0,S. Ibaka enters the game for F. VanVleet,,43,40
180,2,4:10.0,D. DeRozan enters the game for P. Siakam,,43,40
181,2,3:57.0,J. Valančiūnas makes 2-pt dunk from 3 ft,,45,40
182,2,3:44.0,,Turnover by T. Satoranský (bad pass; steal by D. DeRozan),45,40
183,2,3:30.0,Turnover by J. Valančiūnas (lost ball; steal by O. Porter),,45,40
184,2,3:26.0,,B. Beal makes 3-pt jump shot from 25 ft (assist by O. Porter),45,43
185,2,3:06.0,Shooting foul by O. Porter (drawn by D. DeRozan),,45,43
186,2,3:06.0,D. DeRozan makes free throw 1 of 2,,46,43
187,2,3:06.0,D. DeRozan makes free throw 2 of 2,,47,43
188,2,2:48.0,,B. Beal misses 2-pt jump shot from 14 ft,47,43
189,2,2:45.0,Defensive rebound by K. Lowry,,47,43
190,2,2:28.0,S. Ibaka misses 2-pt jump shot from 16 ft (block by M. Morris),,47,43
191,2,2:25.0,Offensive rebound by J. Valančiūnas,,47,43
192,2,2:24.0,J. Valančiūnas misses 2-pt hook shot from 7 ft,,47,43
193,2,2:24.0,Offensive rebound by S. Ibaka,,47,43
194,2,2:21.0,S. Ibaka makes 2-pt dunk from 2 ft,,49,43
195,2,1:58.0,,M. Morris misses 2-pt jump shot from 12 ft,49,43
196,2,1:58.0,Defensive rebound by Team,,49,43
197,2,1:58.0,Personal foul by M. Gortat (drawn by J. Valančiūnas),,49,43
198,2,1:58.0,J. Valančiūnas misses free throw 1 of 2,,49,43
199,2,1:58.0,Offensive rebound by Team,,49,43
200,2,1:58.0,N. Powell enters the game for M. Miller,,49,43
201,2,1:58.0,J. Valančiūnas misses free throw 2 of 2,,49,43
202,2,1:56.0,,Defensive rebound by M. Gortat,49,43
203,2,1:42.0,,O. Porter makes 2-pt jump shot from 18 ft,49,45
204,2,1:15.0,N. Powell misses 2-pt jump shot from 15 ft,,49,45
205,2,1:11.0,,Defensive rebound by M. Morris,49,45
206,2,0:58.0,,M. Gortat makes 2-pt jump shot from 13 ft (assist by T. Satoranský),49,47
207,2,0:50.0,K. Lowry misses 3-pt jump shot from 28 ft,,49,47
208,2,0:47.0,,Defensive rebound by M. Gortat,49,47
209,2,0:38.0,,Personal foul by N. Powell (drawn by B. Beal),49,47
210,2,0:33.0,,B. Beal misses 2-pt jump shot from 17 ft,49,47
211,2,0:30.0,Defensive rebound by K. Lowry,,49,47
212,2,0:10.0,D. DeRozan makes 2-pt jump shot from 19 ft (assist by K. Lowry),,51,47
213,3,11:40.0,J. Valančiūnas makes 2-pt hook shot from 8 ft,,53,47
214,3,11:24.0,,Personal foul by N. Powell (drawn by B. Beal),53,47
215,3,11:11.0,,O. Porter misses 2-pt jump shot from 19 ft,53,47
216,3,11:09.0,Defensive rebound by S. Ibaka,,53,47
217,3,10:58.0,D. DeRozan misses 3-pt jump shot from 24 ft,,53,47
218,3,10:55.0,,Defensive rebound by M. Morris,53,47
219,3,10:44.0,,Turnover by M. Morris (lost ball; steal by D. DeRozan),53,47
220,3,10:30.0,Personal foul by B. Beal (drawn by K. Lowry),,53,47
221,3,10:26.0,D. DeRozan makes 2-pt dunk from 1 ft (assist by S. Ibaka),,55,47
222,3,10:01.0,,Shooting foul by J. Valančiūnas (drawn by M. Gortat),55,47
223,3,10:01.0,,M. Gortat misses free throw 1 of 2,55,47
224,3,10:01.0,,Offensive rebound by Team,55,47
225,3,10:01.0,,M. Gortat makes free throw 2 of 2,55,48
226,3,9:44.0,D. DeRozan makes 2-pt jump shot from 15 ft (assist by K. Lowry),,57,48
227,3,9:42.0,,Washington full timeout,57,48
228,3,9:23.0,,M. Morris makes 2-pt jump shot from 8 ft (assist by B. Beal),57,50
229,3,9:07.0,Personal foul by T. Satoranský (drawn by N. Powell),,57,50
230,3,9:01.0,D. DeRozan misses 2-pt jump shot from 14 ft,,57,50
231,3,8:58.0,,Defensive rebound by B. Beal,57,50
232,3,8:47.0,,B. Beal makes 2-pt layup from 2 ft,57,52
233,3,8:40.0,Personal foul by M. Morris (drawn by K. Lowry),,57,52
234,3,8:32.0,K. Lowry makes 3-pt jump shot from 26 ft,,60,52
235,3,8:17.0,,M. Morris makes 2-pt jump shot from 18 ft (assist by T. Satoranský),60,54
236,3,8:08.0,J. Valančiūnas makes 3-pt jump shot from 25 ft (assist by K. Lowry),,63,54
237,3,7:55.0,,B. Beal misses 3-pt jump shot from 27 ft,63,54
238,3,7:53.0,Defensive rebound by J. Valančiūnas,,63,54
239,3,7:45.0,Shooting foul by B. Beal (drawn by S. Ibaka),,63,54
240,3,7:45.0,S. Ibaka misses free throw 1 of 2,,63,54
241,3,7:45.0,Offensive rebound by Team,,63,54
242,3,7:45.0,S. Ibaka makes free throw 2 of 2,,64,54
243,3,7:29.0,,O. Porter makes 2-pt layup from 2 ft (assist by B. Beal),64,56
244,3,7:10.0,S. Ibaka misses 2-pt jump shot from 13 ft,,64,56
245,3,7:08.0,,Defensive rebound by M. Gortat,64,56
246,3,7:00.0,,B. Beal misses 3-pt jump shot from 26 ft,64,56
247,3,6:56.0,Defensive rebound by S. Ibaka,,64,56
248,3,6:49.0,Personal foul by B. Beal (drawn by S. Ibaka),,64,56
249,3,6:49.0,S. Ibaka misses free throw 1 of 2,,64,56
250,3,6:49.0,Offensive rebound by Team,,64,56
251,3,6:49.0,S. Ibaka makes free throw 2 of 2,,65,56
252,3,6:37.0,,Personal foul by N. Powell (drawn by B. Beal),65,56
253,3,6:29.0,,T. Satoranský makes 3-pt jump shot from 25 ft (assist by B. Beal),65,59
254,3,6:09.0,D. DeRozan misses 2-pt layup from 2 ft (block by M. Gortat),,65,59
255,3,6:05.0,,Defensive rebound by M. Morris,65,59
256,3,6:03.0,,T. Satoranský misses 3-pt jump shot from 24 ft,65,59
257,3,5:59.0,Defensive rebound by J. Valančiūnas,,65,59
258,3,5:49.0,S. Ibaka misses 2-pt jump shot from 16 ft,,65,59
259,3,5:47.0,,Defensive rebound by Team,65,59
260,3,5:25.0,,M. Morris makes 2-pt jump shot from 13 ft,65,61
261,3,4:58.0,K. Lowry misses 2-pt jump shot from 9 ft,,65,61
262,3,4:56.0,,Defensive rebound by M. Gortat,65,61
263,3,4:51.0,,O. Porter makes 2-pt jump shot from 17 ft,65,63
264,3,4:49.0,Toronto full timeout,,65,63
265,3,4:49.0,F. VanVleet enters the game for S. Ibaka,,65,63
266,3,4:49.0,P. Siakam enters the game for N. Powell,,65,63
267,3,4:38.0,Shooting foul by T. Satoranský (drawn by K. Lowry),,65,63
268,3,4:38.0,K. Lowry misses free throw 1 of 2,,65,63
269,3,4:38.0,Offensive rebound by Team,,65,63
270,3,4:38.0,K. Lowry makes free throw 2 of 2,,66,63
271,3,4:28.0,,M. Gortat misses 2-pt hook shot from 10 ft,66,63
272,3,4:25.0,Defensive rebound by K. Lowry,,66,63
273,3,4:22.0,P. Siakam makes 2-pt layup at rim (assist by K. Lowry),,68,63
274,3,4:06.0,,B. Beal misses 2-pt jump shot from 19 ft,68,63
275,3,4:02.0,Defensive rebound by F. VanVleet,,68,63
276,3,3:55.0,Turnover by F. VanVleet (bad pass; steal by M. Morris),,68,63
277,3,3:52.0,,T. Satoranský makes 2-pt layup from 1 ft (assist by O. Porter),68,65
278,3,3:33.0,F. VanVleet misses 3-pt jump shot from 23 ft,,68,65
279,3,3:30.0,,Defensive rebound by M. Gortat,68,65
280,3,3:19.0,,O. Porter makes 3-pt jump shot from 25 ft (assist by B. Beal),68,68
281,3,2:57.0,Shooting foul by M. Morris (drawn by J. Valančiūnas),,68,68
282,3,2:57.0,J. Valančiūnas makes free throw 1 of 2,,69,68
283,3,2:57.0,,T. Frazier enters the game for M. Morris,69,68
284,3,2:57.0,,M. Scott enters the game for T. Satoranský,69,68
285,3,2:57.0,C. Miles enters the game for K. Lowry,,69,68
286,3,2:57.0,J. Valančiūnas misses free throw 2 of 2,,69,68
287,3,2:54.0,,Defensive rebound by M. Gortat,69,68
288,3,2:36.0,,O. Porter makes 2-pt jump shot from 18 ft (assist by T. Frazier),69,70
289,3,2:36.0,,Shooting foul by C. Miles (drawn by O. Porter),69,70
290,3,2:36.0,J. Poeltl enters the game for J. Valančiūnas,,69,70
291,3,2:36.0,,O. Porter makes free throw 1 of 1,69,71
292,3,2:12.0,F. VanVleet misses 3-pt jump shot from 29 ft,,69,71
293,3,2:06.0,Offensive rebound by D. DeRozan,,69,71
294,3,1:58.0,D. DeRozan makes 2-pt jump shot from 7 ft,,71,71
295,3,1:39.0,,B. Beal misses 2-pt jump shot from 18 ft,71,71
296,3,1:38.0,,Offensive rebound by O. Porter,71,71
297,3,1:38.0,,Personal foul by F. VanVleet (drawn by O. Porter),71,71
298,3,1:38.0,,O. Porter misses free throw 1 of 2,71,71
299,3,1:38.0,,Offensive rebound by Team,71,71
300,3,1:38.0,,K. Oubre enters the game for B. Beal,71,71
301,3,1:38.0,,I. Mahinmi enters the game for M. Gortat,71,71
302,3,1:38.0,,O. Porter makes free throw 2 of 2,71,72
303,3,1:20.0,P. Siakam misses 3-pt jump shot from 23 ft,,71,72
304,3,1:16.0,,Defensive rebound by K. Oubre,71,72
305,3,1:05.0,,Shooting foul by J. Poeltl (drawn by O. Porter),71,72
306,3,1:05.0,,O. Porter makes free throw 1 of 2,71,73
307,3,1:05.0,,O. Porter makes free throw 2 of 2,71,74
308,3,0:53.0,C. Miles makes 3-pt jump shot from 25 ft (assist by D. DeRozan),,74,74
309,3,0:32.0,,M. Scott misses 2-pt layup from 6 ft,74,74
310,3,0:31.0,,Offensive rebound by I. Mahinmi,74,74
311,3,0:30.0,,M. Scott misses 2-pt jump shot from 16 ft,74,74
312,3,0:29.0,,Offensive rebound by Team,74,74
313,3,0:29.0,,Turnover by Team (shot clock),74,74
314,3,0:09.0,C. Miles makes 3-pt jump shot from 25 ft (assist by D. DeRozan),,77,74
315,3,0:01.0,,K. Oubre misses 3-pt jump shot from 25 ft (block by F. VanVleet),77,74
316,3,0:01.0,,Offensive rebound by I. Mahinmi,77,74
317,4,11:38.0,,I. Mahinmi makes 2-pt hook shot from 8 ft (assist by K. Oubre),77,76
318,4,11:13.0,D. Wright misses 3-pt jump shot from 30 ft,,77,76
319,4,11:09.0,,Defensive rebound by T. Frazier,77,76
320,4,11:00.0,,Personal foul by F. VanVleet (drawn by T. Frazier),77,76
321,4,10:53.0,,O. Porter misses 2-pt jump shot from 8 ft,77,76
322,4,10:51.0,Defensive rebound by J. Poeltl,,77,76
323,4,10:34.0,D. Wright misses 3-pt jump shot from 25 ft,,77,76
324,4,10:30.0,,Defensive rebound by K. Oubre,77,76
325,4,10:20.0,,Personal foul by D. Wright,77,76
326,4,10:20.0,Technical foul by D. Wright,,77,76
327,4,10:20.0,,O. Porter misses technical free throw,77,76
328,4,10:20.0,,Offensive rebound by Team,77,76
329,4,10:20.0,,B. Beal enters the game for O. Porter,77,76
330,4,10:14.0,,T. Frazier misses 2-pt jump shot from 6 ft,77,76
331,4,10:13.0,Defensive rebound by P. Siakam,,77,76
332,4,10:03.0,F. VanVleet misses 3-pt jump shot from 22 ft,,77,76
333,4,10:00.0,Offensive rebound by Team,,77,76
334,4,9:59.0,C. Miles makes 3-pt jump shot from 26 ft (assist by D. Wright),,80,76
335,4,9:32.0,,B. Beal makes 2-pt jump shot from 14 ft (assist by T. Frazier),80,78
336,4,9:19.0,D. Wright misses 3-pt jump shot from 26 ft,,80,78
337,4,9:15.0,Offensive rebound by F. VanVleet,,80,78
338,4,9:13.0,C. Miles misses 3-pt jump shot from 24 ft,,80,78
339,4,9:10.0,,Defensive rebound by B. Beal,80,78
340,4,8:57.0,,I. Mahinmi misses 2-pt layup from 2 ft (block by J. Poeltl),80,78
341,4,8:54.0,Defensive rebound by C. Miles,,80,78
342,4,8:46.0,P. Siakam misses 2-pt layup from 2 ft (block by I. Mahinmi),,80,78
343,4,8:43.0,Offensive rebound by J. Poeltl,,80,78
344,4,8:42.0,C. Miles misses 3-pt jump shot from 24 ft,,80,78
345,4,8:42.0,,Defensive rebound by Team,80,78
346,4,8:22.0,,I. Mahinmi makes 2-pt layup from 2 ft (assist by T. Frazier),80,80
347,4,7:59.0,F. VanVleet misses 3-pt jump shot from 24 ft,,80,80
348,4,7:57.0,,Defensive rebound by K. Oubre,80,80
349,4,7:46.0,,K. Oubre misses 3-pt jump shot from 28 ft,80,80
350,4,7:43.0,,Offensive rebound by Team,80,80
351,4,7:43.0,,T. Satoranský enters the game for T. Frazier,80,80
352,4,7:39.0,,M. Scott makes 2-pt jump shot from 16 ft (assist by I. Mahinmi),80,82
353,4,7:34.0,Toronto full timeout,,80,82
354,4,7:34.0,K. Lowry enters the game for D. Wright,,80,82
355,4,7:12.0,P. Siakam misses 3-pt jump shot from 24 ft,,80,82
356,4,7:09.0,Offensive rebound by F. VanVleet,,80,82
357,4,6:55.0,Offensive foul by K. Lowry (drawn by I. Mahinmi),,80,82
358,4,6:55.0,Turnover by K. Lowry (offensive foul),,80,82
359,4,6:40.0,,Loose ball foul by K. Oubre (drawn by P. Siakam),80,82
360,4,6:40.0,,Turnover by K. Oubre (turnover),80,82
361,4,6:24.0,P. Siakam misses 2-pt layup from 1 ft,,80,82
362,4,6:23.0,,Defensive rebound by I. Mahinmi,80,82
363,4,6:14.0,,B. Beal makes 2-pt layup from 3 ft,80,84
364,4,6:01.0,C. Miles makes 3-pt jump shot from 26 ft (assist by F. VanVleet),,83,84
365,4,5:41.0,,Turnover by M. Scott (lost ball; steal by P. Siakam),83,84
366,4,5:38.0,Shooting foul by B. Beal (drawn by F. VanVleet),,83,84
367,4,5:38.0,F. VanVleet makes free throw 1 of 2,,84,84
368,4,5:38.0,,O. Porter enters the game for I. Mahinmi,84,84
369,4,5:38.0,,M. Morris enters the game for M. Scott,84,84
370,4,5:38.0,D. DeRozan enters the game for P. Siakam,,84,84
371,4,5:38.0,F. VanVleet makes free throw 2 of 2,,85,84
372,4,5:26.0,,K. Oubre misses 3-pt jump shot from 24 ft,85,84
373,4,5:23.0,Defensive rebound by F. VanVleet,,85,84
374,4,5:06.0,J. Poeltl makes 2-pt layup at rim (assist by D. DeRozan),,87,84
375,4,5:06.0,Shooting foul by M. Morris (drawn by J. Poeltl),,87,84
376,4,5:06.0,,M. Gortat enters the game for K. Oubre,87,84
377,4,5:06.0,J. Poeltl misses free throw 1 of 1,,87,84
378,4,5:01.0,,Defensive rebound by O. Porter,87,84
379,4,4:52.0,,Shooting foul by K. Lowry (drawn by B. Beal),87,84
380,4,4:52.0,,B. Beal makes free throw 1 of 2,87,85
