,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,HOUSTON_ACTION,CLEVELAND_SCORE,HOUSTON_SCORE
392,4,4:45.0,,C. Capela misses free throw 1 of 2,103,111
393,4,4:45.0,,Offensive rebound by Team,103,111
394,4,4:45.0,L. James enters the game for D. Wade,,103,111
395,4,4:45.0,I. Shumpert enters the game for K. Korver,,103,111
396,4,4:45.0,,C. Capela makes free throw 2 of 2,103,112
397,4,4:22.0,I. Shumpert misses 3-pt jump shot from 23 ft,,103,112
398,4,4:19.0,,Defensive rebound by C. Capela,103,112
399,4,4:15.0,,Turnover by C. Capela (bad pass; steal by J. Smith),103,112
400,4,4:11.0,J. Smith misses 3-pt jump shot from 25 ft,,103,112
401,4,4:09.0,Offensive rebound by K. Love,,103,112
402,4,4:08.0,K. Love misses 2-pt layup from 1 ft,,103,112
403,4,4:08.0,,Defensive rebound by J. Harden,103,112
404,4,3:46.0,,E. Gordon misses 2-pt jump shot from 21 ft,103,112
405,4,3:44.0,Defensive rebound by J. Smith,,103,112
406,4,3:39.0,J. Smith makes 2-pt layup from 6 ft,,105,112
407,4,3:39.0,,Violation by C. Capela (def goaltending),105,112
408,4,3:39.0,,Houston full timeout,105,112
409,4,3:39.0,,P. Tucker enters the game for R. Anderson,105,112
410,4,3:26.0,,E. Gordon misses 3-pt jump shot from 27 ft,105,112
411,4,3:24.0,Defensive rebound by K. Love,,105,112
412,4,3:18.0,Turnover by J. Smith (bad pass; steal by E. Gordon),,105,112
413,4,3:12.0,,Offensive foul by C. Capela (drawn by J. Smith),105,112
414,4,3:12.0,,Turnover by C. Capela (offensive foul),105,112
415,4,3:12.0,,R. Anderson enters the game for C. Capela,105,112
416,4,2:52.0,L. James makes 2-pt layup from 2 ft,,107,112
417,4,2:33.0,,J. Harden misses 3-pt jump shot from 26 ft,107,112
418,4,2:30.0,Defensive rebound by L. James,,107,112
419,4,2:16.0,L. James misses 3-pt jump shot from 26 ft,,107,112
420,4,2:15.0,Offensive rebound by Team,,107,112
421,4,2:15.0,,Loose ball foul by E. Gordon (drawn by K. Love),107,112
422,4,2:15.0,K. Love makes free throw 1 of 2,,108,112
423,4,2:15.0,,C. Capela enters the game for R. Anderson,108,112
424,4,2:15.0,K. Love makes free throw 2 of 2,,109,112
425,4,2:01.0,,Shooting foul by K. Love (drawn by C. Capela),109,112
426,4,2:01.0,J. Crowder enters the game for K. Love,,109,112
427,4,2:01.0,,C. Capela misses free throw 1 of 2,109,112
428,4,2:01.0,,Offensive rebound by Team,109,112
429,4,2:01.0,,C. Capela misses free throw 2 of 2,109,112
430,4,1:57.0,Defensive rebound by J. Green,,109,112
431,4,1:39.0,J. Green makes 2-pt jump shot from 23 ft,,111,112
432,4,1:15.0,,J. Harden misses 2-pt layup from 5 ft,111,112
433,4,1:11.0,,Offensive rebound by P. Tucker,111,112
434,4,1:10.0,,C. Capela makes 2-pt dunk at rim (assist by J. Harden),111,114
435,4,1:10.0,,Shooting foul by J. Green (drawn by C. Capela),111,114
436,4,1:10.0,,C. Capela makes free throw 1 of 1,111,115
437,4,0:57.0,L. James makes 2-pt layup from 1 ft,,113,115
438,4,0:35.0,,J. Harden misses 3-pt jump shot from 26 ft,113,115
439,4,0:30.0,,Offensive rebound by P. Tucker,113,115
440,4,0:12.0,,J. Harden misses 2-pt jump shot from 17 ft,113,115
441,4,0:10.0,,Offensive rebound by C. Capela,113,115
442,4,0:10.0,,C. Capela makes 2-pt layup from 1 ft,113,117
443,4,0:10.0,Cleveland full timeout,,113,117
444,4,0:10.0,K. Korver enters the game for J. Crowder,,113,117
445,4,0:05.0,L. James misses 2-pt layup from 9 ft (block by C. Capela),,113,117
446,4,0:01.0,Offensive rebound by J. Green,,113,117
447,4,0:00.0,J. Green misses 3-pt jump shot from 22 ft,,113,117
448,4,0:00.0,,Defensive rebound by P. Tucker,113,117
