,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,SAN ANTONIO_ACTION,GOLDEN STATE_SCORE,SAN ANTONIO_SCORE
0,1,11:39.0,,L. Aldridge makes 3-pt jump shot from 26 ft (assist by D. Green),0,3
1,1,11:11.0,D. Green makes 2-pt layup at rim (assist by Z. Pachulia),,2,3
2,1,10:49.0,,L. Aldridge misses 2-pt jump shot from 18 ft,2,3
3,1,10:45.0,,Offensive rebound by K. Anderson,2,3
4,1,10:44.0,,K. Anderson misses 2-pt jump shot from 8 ft,2,3
5,1,10:44.0,,Offensive rebound by K. Anderson,2,3
6,1,10:39.0,,K. Anderson makes 2-pt layup at rim,2,5
7,1,10:28.0,K. Thompson misses 2-pt jump shot from 7 ft (block by K. Anderson),,2,5
8,1,10:28.0,Offensive rebound by Team,,2,5
9,1,10:21.0,Z. Pachulia makes 2-pt jump shot from 10 ft (assist by K. Thompson),,4,5
10,1,10:00.0,,P. Gasol makes 3-pt jump shot from 22 ft (assist by L. Aldridge),4,8
11,1,9:43.0,K. Durant misses 3-pt jump shot from 25 ft,,4,8
12,1,9:43.0,,Defensive rebound by P. Gasol,4,8
13,1,9:36.0,,K. Anderson makes 2-pt jump shot from 10 ft (assist by P. Mills),4,10
14,1,9:28.0,K. Thompson makes 2-pt layup at rim (assist by Z. Pachulia),,6,10
15,1,9:11.0,,L. Aldridge misses 3-pt jump shot from 25 ft,6,10
16,1,9:09.0,Defensive rebound by Team,,6,10
17,1,9:00.0,K. Thompson makes 3-pt jump shot from 23 ft (assist by D. Green),,9,10
18,1,8:41.0,,L. Aldridge makes 2-pt layup from 1 ft,9,12
19,1,8:40.0,Turnover by Z. Pachulia (turnover),,9,12
20,1,8:37.0,,D. Green misses 2-pt jump shot from 14 ft,9,12
21,1,8:35.0,,Offensive rebound by P. Mills,9,12
22,1,8:31.0,,L. Aldridge makes 3-pt jump shot from 25 ft (assist by K. Anderson),9,15
23,1,8:18.0,S. Curry misses 3-pt jump shot from 24 ft,,9,15
24,1,8:18.0,,Defensive rebound by Team,9,15
25,1,8:11.0,,Personal foul by S. Curry (drawn by P. Mills),9,15
26,1,7:53.0,,P. Gasol misses 3-pt jump shot from 23 ft,9,15
27,1,7:50.0,Defensive rebound by Z. Pachulia,,9,15
28,1,7:49.0,Offensive foul by D. Green (drawn by D. Green),,9,15
29,1,7:49.0,Turnover by D. Green (offensive foul),,9,15
30,1,7:30.0,,D. Green makes 2-pt dunk from 1 ft,9,17
31,1,7:29.0,Golden State full timeout,,9,17
32,1,7:13.0,Turnover by Z. Pachulia (bad pass; steal by P. Mills),,9,17
33,1,7:03.0,,P. Gasol misses 2-pt layup from 2 ft (block by K. Durant),9,17
34,1,7:03.0,Defensive rebound by K. Durant,,9,17
35,1,7:02.0,Personal foul by P. Mills (drawn by K. Durant),,9,17
36,1,6:44.0,K. Thompson makes 3-pt jump shot from 25 ft (assist by K. Durant),,12,17
37,1,6:27.0,,P. Mills makes 3-pt jump shot from 25 ft (assist by P. Gasol),12,20
38,1,6:13.0,K. Thompson misses 3-pt jump shot from 29 ft,,12,20
39,1,6:10.0,,Defensive rebound by P. Gasol,12,20
40,1,5:58.0,,L. Aldridge misses 2-pt jump shot from 15 ft,12,20
41,1,5:58.0,Defensive rebound by K. Thompson,,12,20
42,1,5:52.0,A. Iguodala enters the game for D. Green,,12,20
43,1,5:52.0,J. McGee enters the game for Z. Pachulia,,12,20
44,1,5:44.0,K. Durant misses 2-pt layup from 4 ft (block by K. Anderson),,12,20
45,1,5:41.0,,Defensive rebound by D. Green,12,20
46,1,5:34.0,,P. Gasol misses 2-pt jump shot from 6 ft (block by A. Iguodala),12,20
47,1,5:31.0,Defensive rebound by K. Durant,,12,20
48,1,5:27.0,K. Durant misses 2-pt jump shot from 6 ft (block by D. Green),,12,20
49,1,5:23.0,,Defensive rebound by D. Green,12,20
50,1,5:21.0,,D. Green misses 3-pt jump shot from 26 ft,12,20
51,1,5:20.0,,Offensive rebound by Team,12,20
52,1,5:20.0,Loose ball foul by K. Thompson (drawn by P. Gasol),,12,20
53,1,5:20.0,,M. Ginóbili enters the game for K. Anderson,12,20
54,1,5:20.0,,D. Murray enters the game for P. Mills,12,20
55,1,5:09.0,,L. Aldridge misses 2-pt jump shot from 1 ft,12,20
56,1,5:03.0,,Offensive rebound by L. Aldridge,12,20
57,1,5:03.0,,L. Aldridge makes 2-pt dunk at rim,12,22
58,1,5:01.0,Golden State full timeout,,12,22
59,1,5:01.0,,R. Gay enters the game for P. Gasol,12,22
60,1,4:53.0,K. Durant misses 2-pt jump shot from 13 ft,,12,22
61,1,4:50.0,,Defensive rebound by D. Murray,12,22
62,1,4:40.0,,R. Gay makes 3-pt jump shot from 25 ft,12,25
63,1,4:29.0,K. Thompson misses 3-pt jump shot from 27 ft,,12,25
64,1,4:23.0,,Defensive rebound by D. Green,12,25
65,1,4:08.0,,D. Green misses 3-pt jump shot from 24 ft,12,25
66,1,4:05.0,Defensive rebound by S. Curry,,12,25
67,1,4:01.0,S. Curry misses 2-pt layup from 7 ft,,12,25
68,1,3:58.0,,Defensive rebound by D. Murray,12,25
69,1,3:54.0,,M. Ginóbili makes 3-pt jump shot from 23 ft (assist by D. Green),12,28
70,1,3:45.0,,Technical foul by Team,12,28
71,1,3:45.0,,L. Aldridge makes technical free throw,12,29
72,1,3:45.0,,B. Paul enters the game for D. Green,12,29
73,1,3:45.0,S. Livingston enters the game for K. Thompson,,12,29
74,1,3:42.0,Turnover by S. Livingston (bad pass; steal by D. Murray),,12,29
75,1,3:32.0,,M. Ginóbili makes 2-pt layup from 1 ft,12,31
76,1,3:18.0,K. Durant misses 2-pt layup at rim (block by L. Aldridge),,12,31
77,1,3:14.0,,Defensive rebound by R. Gay,12,31
78,1,3:07.0,,B. Paul misses 3-pt jump shot from 24 ft,12,31
79,1,3:02.0,Defensive rebound by K. Durant,,12,31
80,1,2:46.0,K. Durant misses 2-pt layup from 12 ft (block by L. Aldridge),,12,31
81,1,2:46.0,,Defensive rebound by D. Murray,12,31
82,1,2:41.0,,Turnover by D. Murray (bad pass; steal by A. Iguodala),12,31
83,1,2:39.0,Shooting foul by L. Aldridge (drawn by A. Iguodala),,12,31
84,1,2:39.0,A. Iguodala misses free throw 1 of 2,,12,31
85,1,2:39.0,Offensive rebound by Team,,12,31
86,1,2:39.0,A. Iguodala misses free throw 2 of 2,,12,31
87,1,2:36.0,,Defensive rebound by R. Gay,12,31
88,1,2:18.0,,Turnover by M. Ginóbili (bad pass; steal by J. McGee),12,31
89,1,2:16.0,Shooting foul by R. Gay (drawn by K. Durant),,12,31
90,1,2:16.0,K. Durant makes free throw 1 of 2,,13,31
91,1,2:16.0,,San Antonio full timeout,13,31
92,1,2:16.0,D. Green enters the game for J. McGee,,13,31
93,1,2:16.0,K. Durant makes free throw 2 of 2,,14,31
94,1,2:05.0,,M. Ginóbili misses 3-pt jump shot from 25 ft,14,31
95,1,1:59.0,Defensive rebound by S. Curry,,14,31
96,1,1:56.0,S. Livingston misses 2-pt jump shot from 14 ft,,14,31
97,1,1:49.0,Offensive rebound by D. Green,,14,31
98,1,1:49.0,D. Green makes 2-pt layup at rim,,16,31
99,1,1:36.0,,Turnover by M. Ginóbili (bad pass; steal by S. Curry),16,31
100,1,1:28.0,A. Iguodala misses 2-pt jump shot from 8 ft,,16,31
101,1,1:25.0,,Defensive rebound by R. Gay,16,31
102,1,1:18.0,,Turnover by D. Murray (bad pass; steal by A. Iguodala),16,31
103,1,1:14.0,S. Curry makes 2-pt layup from 2 ft (assist by K. Durant),,18,31
104,1,1:08.0,,San Antonio full timeout,18,31
105,1,1:08.0,J. McGee enters the game for K. Durant,,18,31
106,1,0:57.0,,D. Murray makes 2-pt jump shot from 19 ft,18,33
107,1,0:42.0,S. Curry makes 3-pt jump shot from 25 ft,,21,33
108,1,0:18.0,,B. Paul misses 3-pt jump shot from 26 ft,21,33
109,1,0:16.0,Defensive rebound by D. Green,,21,33
110,1,0:03.0,S. Curry makes 3-pt jump shot from 24 ft (assist by D. Green),,24,33
111,2,11:45.0,D. West makes 2-pt jump shot from 16 ft (assist by P. McCaw),,26,33
112,2,11:17.0,,R. Gay makes 2-pt jump shot from 13 ft,26,35
113,2,11:00.0,K. Thompson makes 2-pt jump shot from 19 ft (assist by P. McCaw),,28,35
114,2,10:41.0,,P. Mills makes 3-pt jump shot from 24 ft (assist by R. Gay),28,38
115,2,10:18.0,D. West misses 2-pt jump shot from 16 ft,,28,38
116,2,10:14.0,,Defensive rebound by M. Ginóbili,28,38
117,2,10:07.0,,Turnover by M. Ginóbili (lost ball; steal by D. West),28,38
118,2,10:07.0,Personal foul by M. Ginóbili (drawn by A. Iguodala),,28,38
119,2,10:07.0,,D. Green enters the game for M. Ginóbili,28,38
120,2,9:56.0,Turnover by A. Iguodala (traveling),,28,38
121,2,9:36.0,,P. Gasol makes 2-pt jump shot from 18 ft (assist by D. Green),28,40
122,2,9:14.0,K. Thompson makes 2-pt jump shot from 13 ft (assist by D. Green),,30,40
123,2,9:01.0,,Turnover by R. Gay (step out of bounds),30,40
124,2,9:01.0,,K. Anderson enters the game for R. Gay,30,40
125,2,8:45.0,K. Thompson makes 2-pt jump shot from 14 ft (assist by A. Iguodala),,32,40
126,2,8:25.0,,B. Paul misses 2-pt layup at rim,32,40
127,2,8:25.0,,Offensive rebound by K. Anderson,32,40
128,2,8:25.0,,Shooting foul by P. McCaw (drawn by K. Anderson),32,40
129,2,8:25.0,,K. Anderson makes free throw 1 of 2,32,41
130,2,8:25.0,,K. Anderson makes free throw 2 of 2,32,42
131,2,8:09.0,K. Thompson misses 2-pt jump shot from 14 ft,,32,42
132,2,8:07.0,,Defensive rebound by K. Anderson,32,42
133,2,7:55.0,,D. Green makes 2-pt jump shot from 18 ft (assist by K. Anderson),32,44
134,2,7:36.0,P. McCaw misses 3-pt jump shot from 22 ft,,32,44
135,2,7:34.0,,Defensive rebound by B. Paul,32,44
136,2,7:21.0,,P. Gasol makes 2-pt layup from 1 ft (assist by K. Anderson),32,46
137,2,7:07.0,A. Iguodala makes 3-pt jump shot from 24 ft (assist by D. Green),,35,46
138,2,7:05.0,,San Antonio full timeout,35,46
139,2,7:05.0,,L. Aldridge enters the game for B. Paul,35,46
140,2,7:05.0,K. Durant enters the game for A. Iguodala,,35,46
141,2,7:05.0,S. Livingston enters the game for D. Green,,35,46
142,2,6:46.0,,L. Aldridge misses 2-pt hook shot from 8 ft,35,46
143,2,6:42.0,Defensive rebound by K. Durant,,35,46
144,2,6:39.0,Turnover by K. Durant (traveling),,35,46
145,2,6:39.0,,D. Murray enters the game for P. Mills,35,46
146,2,6:18.0,,L. Aldridge misses 2-pt jump shot from 7 ft (block by D. West),35,46
147,2,6:16.0,Defensive rebound by K. Thompson,,35,46
148,2,6:10.0,K. Durant misses 2-pt jump shot from 20 ft,,35,46
149,2,6:07.0,,Defensive rebound by L. Aldridge,35,46
150,2,6:03.0,,D. Green misses 3-pt jump shot from 25 ft,35,46
151,2,5:57.0,,Offensive rebound by L. Aldridge,35,46
152,2,5:57.0,,L. Aldridge misses 2-pt layup at rim (block by D. West),35,46
153,2,5:56.0,Defensive rebound by K. Thompson,,35,46
154,2,5:48.0,K. Thompson misses 3-pt jump shot from 25 ft,,35,46
155,2,5:48.0,,Defensive rebound by P. Gasol,35,46
156,2,5:35.0,,K. Anderson makes 2-pt layup from 1 ft (assist by D. Murray),35,48
157,2,5:12.0,K. Durant misses 2-pt jump shot from 15 ft,,35,48
158,2,5:12.0,,Defensive rebound by L. Aldridge,35,48
159,2,4:56.0,,Shooting foul by P. McCaw (drawn by L. Aldridge),35,48
160,2,4:56.0,,L. Aldridge makes free throw 1 of 2,35,49
161,2,4:56.0,S. Curry enters the game for P. McCaw,,35,49
162,2,4:56.0,D. Green enters the game for D. West,,35,49
163,2,4:56.0,J. Bell enters the game for K. Thompson,,35,49
164,2,4:56.0,,L. Aldridge misses free throw 2 of 2,35,49
165,2,4:53.0,Defensive rebound by D. Green,,35,49
166,2,4:46.0,Turnover by D. Green (bad pass),,35,49
167,2,4:26.0,,Shooting foul by D. Green (drawn by L. Aldridge),35,49
168,2,4:26.0,,L. Aldridge makes free throw 1 of 2,35,50
169,2,4:26.0,,L. Aldridge makes free throw 2 of 2,35,51
170,2,4:17.0,S. Curry makes 3-pt jump shot from 25 ft,,38,51
171,2,3:51.0,,R. Gay enters the game for K. Anderson,38,51
172,2,3:51.0,,M. Ginóbili enters the game for D. Murray,38,51
173,2,3:51.0,,P. Mills enters the game for P. Gasol,38,51
174,2,3:50.0,,Turnover by Team (shot clock),38,51
