,QUARTER,TIME_REMAINING,HOUSTON_ACTION,DALLAS_ACTION,HOUSTON_SCORE,DALLAS_SCORE
48,1,5:28.0,,S. Mejri makes 2-pt hook shot from 4 ft,26,13
49,1,5:10.0,J. Harden misses 3-pt jump shot from 28 ft,,26,13
50,1,5:08.0,,Defensive rebound by H. Barnes,26,13
51,1,5:05.0,,D. Smith makes 2-pt jump shot from 2 ft,26,15
52,1,5:05.0,,Personal block foul by P. Tucker (drawn by D. Smith),26,15
53,1,5:05.0,T. Black enters the game for C. Capela,,26,15
54,1,5:05.0,,D. Smith makes free throw 1 of 1,26,16
55,1,4:47.0,T. Ariza makes 3-pt jump shot from 23 ft (assist by E. Gordon),,29,16
56,1,4:32.0,L. Mbah a Moute enters the game for T. Ariza,,29,16
57,1,4:25.0,,Shooting foul by E. Gordon (drawn by D. Smith),29,16
58,1,4:25.0,,D. Smith makes free throw 1 of 2,29,17
59,1,4:25.0,,D. Smith misses free throw 2 of 2,29,17
60,1,4:23.0,Defensive rebound by J. Harden,,29,17
61,1,4:14.0,T. Black misses 2-pt layup from 2 ft (block by W. Matthews),,29,17
62,1,4:12.0,,Defensive rebound by W. Matthews,29,17
63,1,4:09.0,,Y. Ferrell misses 3-pt jump shot from 25 ft,29,17
64,1,4:09.0,,Offensive rebound by S. Mejri,29,17
65,1,3:59.0,,W. Matthews makes 2-pt layup from 2 ft (assist by H. Barnes),29,19
66,1,3:47.0,J. Harden makes 3-pt jump shot from 24 ft,,32,19
67,1,3:33.0,,Shooting foul by T. Black (drawn by D. Smith),32,19
68,1,3:33.0,,D. Smith makes free throw 1 of 2,32,20
69,1,3:33.0,,D. Smith makes free throw 2 of 2,32,21
70,1,3:23.0,L. Mbah a Moute misses 3-pt jump shot from 24 ft,,32,21
71,1,3:18.0,,Defensive rebound by Y. Ferrell,32,21
72,1,3:10.0,,Turnover by Y. Ferrell (bad pass; steal by J. Harden),32,21
73,1,3:03.0,J. Harden makes 3-pt jump shot from 25 ft,,35,21
74,1,3:00.0,,Dallas full timeout,35,21
75,1,3:00.0,,J. Barea enters the game for D. Smith,35,21
76,1,3:00.0,C. Paul enters the game for J. Harden,,35,21
77,1,2:42.0,,W. Matthews makes 2-pt jump shot from 11 ft,35,23
78,1,2:23.0,E. Gordon misses 2-pt layup from 3 ft,,35,23
79,1,2:22.0,,Defensive rebound by S. Mejri,35,23
80,1,2:04.0,,W. Matthews makes 3-pt jump shot from 29 ft (assist by S. Mejri),35,26
81,1,1:40.0,C. Paul misses 2-pt jump shot from 19 ft,,35,26
82,1,1:38.0,,Defensive rebound by J. Barea,35,26
83,1,1:23.0,,J. Barea misses 2-pt jump shot from 18 ft,35,26
84,1,1:19.0,Defensive rebound by P. Tucker,,35,26
85,1,1:12.0,C. Paul misses 2-pt jump shot from 8 ft,,35,26
86,1,1:10.0,,Defensive rebound by S. Mejri,35,26
87,1,0:51.0,,H. Barnes makes 2-pt jump shot from 19 ft (assist by J. Barea),35,28
88,1,0:35.0,L. Mbah a Moute misses 3-pt jump shot from 26 ft,,35,28
89,1,0:31.0,,Defensive rebound by Y. Ferrell,35,28
90,1,0:24.0,,Y. Ferrell misses 2-pt layup from 1 ft,35,28
91,1,0:22.0,Defensive rebound by P. Tucker,,35,28
92,1,0:01.0,C. Paul makes 3-pt jump shot from 27 ft,,38,28
93,2,11:37.0,C. Paul misses 2-pt jump shot from 17 ft,,38,28
94,2,11:33.0,,Defensive rebound by K. Collinsworth,38,28
95,2,11:13.0,,D. Powell misses 3-pt jump shot from 25 ft,38,28
96,2,11:11.0,Defensive rebound by C. Paul,,38,28
97,2,10:53.0,L. Mbah a Moute misses 3-pt jump shot from 25 ft,,38,28
98,2,10:49.0,,Defensive rebound by J. Barea,38,28
99,2,10:42.0,,D. Nowitzki misses 2-pt jump shot from 17 ft,38,28
100,2,10:39.0,Defensive rebound by C. Capela,,38,28
101,2,10:33.0,L. Mbah a Moute misses 2-pt layup from 1 ft,,38,28
102,2,10:33.0,Offensive rebound by Team,,38,28
103,2,10:33.0,R. Anderson enters the game for P. Tucker,,38,28
104,2,10:33.0,T. Ariza enters the game for E. Gordon,,38,28
105,2,10:21.0,L. Mbah a Moute misses 3-pt jump shot from 24 ft,,38,28
106,2,10:17.0,,Defensive rebound by D. Nowitzki,38,28
107,2,10:12.0,,Y. Ferrell makes 3-pt jump shot from 25 ft (assist by K. Collinsworth),38,31
108,2,9:47.0,R. Anderson misses 2-pt jump shot from 20 ft,,38,31
109,2,9:45.0,Offensive rebound by C. Capela,,38,31
110,2,9:43.0,C. Capela misses 2-pt layup at rim,,38,31
111,2,9:39.0,,Defensive rebound by J. Barea,38,31
112,2,9:33.0,,Turnover by D. Powell (lost ball; steal by C. Paul),38,31
113,2,9:28.0,T. Ariza misses 3-pt jump shot from 23 ft,,38,31
114,2,9:28.0,,Defensive rebound by K. Collinsworth,38,31
115,2,9:21.0,,J. Barea misses 2-pt layup from 1 ft,38,31
116,2,9:21.0,Defensive rebound by C. Paul,,38,31
117,2,9:17.0,T. Ariza misses 3-pt jump shot from 25 ft,,38,31
118,2,9:15.0,,Defensive rebound by Team,38,31
119,2,9:15.0,Loose ball foul by C. Capela (drawn by D. Powell),,38,31
120,2,9:15.0,J. Harden enters the game for L. Mbah a Moute,,38,31
121,2,8:54.0,,D. Nowitzki misses 2-pt jump shot from 17 ft,38,31
122,2,8:51.0,Defensive rebound by C. Capela,,38,31
123,2,8:37.0,T. Ariza misses 3-pt jump shot from 26 ft,,38,31
124,2,8:33.0,,Defensive rebound by D. Nowitzki,38,31
125,2,8:29.0,,Y. Ferrell makes 2-pt layup at rim,38,33
126,2,8:29.0,,Shooting foul by J. Harden (drawn by Y. Ferrell),38,33
127,2,8:29.0,,Y. Ferrell makes free throw 1 of 1,38,34
128,2,8:15.0,T. Ariza makes 2-pt jump shot from 3 ft,,40,34
129,2,7:59.0,,J. Barea misses 3-pt jump shot from 26 ft,40,34
130,2,7:57.0,Defensive rebound by T. Ariza,,40,34
131,2,7:42.0,R. Anderson misses 3-pt jump shot from 27 ft,,40,34
132,2,7:37.0,,Defensive rebound by K. Collinsworth,40,34
133,2,7:30.0,,D. Powell misses 2-pt layup from 2 ft,40,34
134,2,7:28.0,Defensive rebound by C. Capela,,40,34
135,2,7:11.0,T. Ariza makes 3-pt jump shot from 24 ft (assist by C. Paul),,43,34
136,2,6:46.0,,D. Nowitzki misses 2-pt jump shot from 10 ft,43,34
137,2,6:41.0,Defensive rebound by C. Capela,,43,34
138,2,6:32.0,Personal foul by Y. Ferrell (drawn by J. Harden),,43,34
139,2,6:32.0,,Dallas full timeout,43,34
140,2,6:32.0,,D. Smith enters the game for K. Collinsworth,43,34
141,2,6:32.0,,W. Matthews enters the game for Y. Ferrell,43,34
142,2,6:32.0,,H. Barnes enters the game for D. Nowitzki,43,34
143,2,6:32.0,E. Gordon enters the game for C. Paul,,43,34
144,2,6:23.0,J. Harden misses 3-pt jump shot from 25 ft,,43,34
145,2,6:21.0,,Defensive rebound by H. Barnes,43,34
146,2,5:59.0,,D. Smith misses 2-pt jump shot from 21 ft,43,34
147,2,5:56.0,Defensive rebound by C. Capela,,43,34
148,2,5:42.0,E. Gordon makes 3-pt jump shot from 28 ft (assist by J. Harden),,46,34
149,2,5:19.0,,J. Barea misses 2-pt jump shot from 3 ft,46,34
150,2,5:15.0,,Offensive rebound by D. Powell,46,34
151,2,5:14.0,,D. Smith makes 2-pt layup from 1 ft,46,36
152,2,4:59.0,T. Ariza misses 3-pt jump shot from 23 ft,,46,36
153,2,4:56.0,Offensive rebound by C. Capela,,46,36
154,2,4:55.0,T. Ariza misses 3-pt jump shot from 23 ft,,46,36
155,2,4:51.0,,Defensive rebound by H. Barnes,46,36
156,2,4:45.0,,H. Barnes misses 2-pt jump shot from 14 ft,46,36
157,2,4:42.0,,Offensive rebound by D. Powell,46,36
158,2,4:41.0,,W. Matthews misses 3-pt jump shot from 29 ft,46,36
159,2,4:38.0,Defensive rebound by C. Capela,,46,36
160,2,4:21.0,J. Harden makes 2-pt layup from 1 ft,,48,36
161,2,4:08.0,,D. Smith makes 3-pt jump shot from 22 ft (assist by W. Matthews),48,39
162,2,3:51.0,E. Gordon misses 3-pt jump shot from 27 ft,,48,39
163,2,3:49.0,Offensive rebound by R. Anderson,,48,39
164,2,3:45.0,E. Gordon misses 3-pt jump shot from 26 ft,,48,39
165,2,3:42.0,,Defensive rebound by J. Barea,48,39
166,2,3:22.0,,W. Matthews makes 3-pt jump shot from 26 ft (assist by D. Smith),48,42
167,2,3:20.0,Houston full timeout,,48,42
168,2,3:20.0,P. Tucker enters the game for C. Capela,,48,42
169,2,2:59.0,J. Harden makes 2-pt jump shot from 16 ft,,50,42
170,2,2:41.0,,Personal foul by T. Ariza (drawn by D. Powell),50,42
171,2,2:41.0,L. Mbah a Moute enters the game for T. Ariza,,50,42
172,2,2:41.0,C. Paul enters the game for R. Anderson,,50,42
173,2,2:30.0,,W. Matthews misses 3-pt jump shot from 25 ft,50,42
174,2,2:27.0,Defensive rebound by C. Paul,,50,42
175,2,2:10.0,Shooting foul by D. Powell (drawn by J. Harden),,50,42
176,2,2:10.0,J. Harden misses free throw 1 of 2,,50,42
177,2,2:10.0,Offensive rebound by Team,,50,42
178,2,2:10.0,J. Harden makes free throw 2 of 2,,51,42
179,2,1:55.0,,Turnover by D. Smith (bad pass),51,42
180,2,1:30.0,C. Paul misses 3-pt jump shot from 22 ft,,51,42
181,2,1:26.0,Offensive rebound by J. Harden,,51,42
182,2,1:18.0,J. Harden misses 2-pt jump shot from 2 ft,,51,42
183,2,1:15.0,,Defensive rebound by J. Barea,51,42
184,2,1:12.0,,Turnover by D. Smith (lost ball; steal by C. Paul),51,42
185,2,1:04.0,P. Tucker misses 2-pt jump shot from 20 ft,,51,42
186,2,1:01.0,,Defensive rebound by H. Barnes,51,42
187,2,0:55.0,,J. Barea makes 3-pt jump shot from 25 ft,51,45
188,2,0:32.0,C. Paul misses 2-pt jump shot from 11 ft,,51,45
189,2,0:26.0,Offensive rebound by L. Mbah a Moute,,51,45
190,2,0:12.0,Personal take foul by D. Powell (drawn by C. Paul),,51,45
191,2,0:12.0,,K. Collinsworth enters the game for D. Powell,51,45
192,2,0:01.0,J. Harden misses 3-pt jump shot from 26 ft,,51,45
193,2,0:01.0,Offensive rebound by Team,,51,45
194,3,11:49.0,R. Anderson misses 3-pt jump shot from 26 ft,,51,45
195,3,11:45.0,,Defensive rebound by W. Matthews,51,45
196,3,11:27.0,,M. Kleber makes 2-pt jump shot from 13 ft (assist by D. Smith),51,47
197,3,11:09.0,C. Capela makes 2-pt layup from 1 ft (assist by J. Harden),,53,47
198,3,11:01.0,,Turnover by W. Matthews (palming),53,47
199,3,10:44.0,R. Anderson makes 3-pt jump shot from 22 ft (assist by C. Paul),,56,47
200,3,10:32.0,,D. Nowitzki misses 3-pt jump shot from 26 ft,56,47
201,3,10:29.0,Defensive rebound by T. Ariza,,56,47
202,3,10:24.0,T. Ariza misses 3-pt jump shot from 23 ft,,56,47
203,3,10:20.0,,Defensive rebound by D. Smith,56,47
204,3,10:15.0,,W. Matthews makes 3-pt jump shot from 25 ft (assist by D. Smith),56,50
205,3,9:55.0,J. Harden makes 2-pt layup from 1 ft,,58,50
206,3,9:45.0,,D. Smith misses 2-pt jump shot from 3 ft,58,50
207,3,9:42.0,Defensive rebound by R. Anderson,,58,50
208,3,9:36.0,J. Harden misses 3-pt jump shot from 28 ft,,58,50
209,3,9:34.0,,Defensive rebound by W. Matthews,58,50
210,3,9:28.0,,D. Nowitzki makes 3-pt jump shot from 24 ft (assist by W. Matthews),58,53
211,3,9:01.0,Turnover by Team (shot clock),,58,53
212,3,8:53.0,,Turnover by D. Smith (bad pass; steal by C. Capela),58,53
213,3,8:47.0,T. Ariza makes 3-pt jump shot from 23 ft (assist by C. Paul),,61,53
214,3,8:31.0,,D. Nowitzki misses 2-pt jump shot from 17 ft,61,53
215,3,8:28.0,Defensive rebound by C. Capela,,61,53
216,3,8:20.0,T. Ariza misses 3-pt jump shot from 22 ft,,61,53
217,3,8:16.0,,Defensive rebound by M. Kleber,61,53
218,3,8:10.0,,D. Smith misses 3-pt jump shot from 25 ft (block by J. Harden),61,53
219,3,8:06.0,Defensive rebound by C. Capela,,61,53
220,3,8:02.0,T. Ariza makes 2-pt layup from 1 ft (assist by J. Harden),,63,53
221,3,8:02.0,Shooting foul by H. Barnes (drawn by T. Ariza),,63,53
222,3,8:02.0,,Dallas full timeout,63,53
223,3,8:02.0,,Y. Ferrell enters the game for M. Kleber,63,53
224,3,8:02.0,,S. Mejri enters the game for D. Nowitzki,63,53
225,3,8:02.0,T. Ariza makes free throw 1 of 1,,64,53
226,3,7:42.0,,W. Matthews misses 3-pt jump shot from 27 ft,64,53
227,3,7:38.0,Defensive rebound by C. Capela,,64,53
228,3,7:31.0,Offensive foul by R. Anderson (drawn by Y. Ferrell),,64,53
229,3,7:31.0,Turnover by R. Anderson (offensive foul),,64,53
230,3,7:17.0,,S. Mejri misses 2-pt hook shot from 2 ft (block by C. Capela),64,53
231,3,7:14.0,,Offensive rebound by S. Mejri,64,53
232,3,7:14.0,,Offensive foul by S. Mejri (drawn by T. Ariza),64,53
233,3,7:14.0,,Turnover by S. Mejri (offensive foul),64,53
234,3,6:59.0,J. Harden makes 3-pt jump shot from 25 ft,,67,53
235,3,6:47.0,,H. Barnes misses 2-pt jump shot from 14 ft,67,53
236,3,6:44.0,Defensive rebound by J. Harden,,67,53
237,3,6:19.0,Turnover by J. Harden (bad pass; steal by S. Mejri),,67,53
238,3,6:15.0,,Y. Ferrell makes 3-pt jump shot from 25 ft (assist by W. Matthews),67,56
239,3,5:50.0,C. Paul misses 3-pt jump shot from 26 ft,,67,56
240,3,5:47.0,,Defensive rebound by D. Smith,67,56
241,3,5:42.0,,H. Barnes misses 3-pt jump shot from 24 ft,67,56
242,3,5:41.0,Defensive rebound by T. Ariza,,67,56
243,3,5:41.0,,Loose ball foul by S. Mejri (drawn by C. Capela),67,56
244,3,5:41.0,E. Gordon enters the game for C. Paul,,67,56
245,3,5:41.0,P. Tucker enters the game for R. Anderson,,67,56
246,3,5:30.0,C. Capela makes 2-pt dunk from 1 ft (assist by J. Harden),,69,56
247,3,5:15.0,,D. Smith misses 2-pt jump shot from 16 ft,69,56
248,3,5:13.0,,Offensive rebound by S. Mejri,69,56
249,3,5:12.0,,S. Mejri misses 2-pt layup at rim,69,56
250,3,5:10.0,Defensive rebound by P. Tucker,,69,56
251,3,5:04.0,E. Gordon makes 2-pt layup from 1 ft,,71,56
252,3,4:50.0,,H. Barnes makes 2-pt jump shot from 18 ft,71,58
253,3,4:35.0,C. Capela makes 2-pt dunk at rim (assist by J. Harden),,73,58
254,3,4:35.0,Shooting foul by D. Smith (drawn by C. Capela),,73,58
255,3,4:35.0,L. Mbah a Moute enters the game for T. Ariza,,73,58
256,3,4:35.0,C. Capela misses free throw 1 of 1,,73,58
257,3,4:33.0,,Defensive rebound by S. Mejri,73,58
258,3,4:16.0,,D. Smith misses 2-pt layup from 1 ft,73,58
259,3,4:12.0,Defensive rebound by E. Gordon,,73,58
260,3,4:06.0,E. Gordon makes 3-pt jump shot from 25 ft,,76,58
261,3,4:04.0,,Dallas full timeout,76,58
262,3,4:04.0,,J. Barea enters the game for D. Smith,76,58
263,3,4:04.0,,K. Collinsworth enters the game for H. Barnes,76,58
264,3,4:04.0,T. Black enters the game for C. Capela,,76,58
265,3,3:40.0,,S. Mejri makes 2-pt hook shot from 2 ft (assist by Y. Ferrell),76,60
266,3,3:24.0,Shooting foul by J. Barea (drawn by E. Gordon),,76,60
267,3,3:24.0,E. Gordon misses free throw 1 of 2,,76,60
268,3,3:24.0,Offensive rebound by Team,,76,60
269,3,3:24.0,E. Gordon makes free throw 2 of 2,,77,60
270,3,3:12.0,,W. Matthews misses 3-pt jump shot from 26 ft,77,60
271,3,3:10.0,,Offensive rebound by S. Mejri,77,60
272,3,3:10.0,Loose ball foul by T. Black (drawn by S. Mejri),,77,60
273,3,3:03.0,,S. Mejri makes 2-pt layup from 1 ft (assist by J. Barea),77,62
274,3,2:46.0,E. Gordon makes 3-pt jump shot from 25 ft (assist by J. Harden),,80,62
275,3,2:35.0,,Personal foul by T. Black (drawn by S. Mejri),80,62
276,3,2:35.0,C. Paul enters the game for J. Harden,,80,62
277,3,2:21.0,,J. Barea misses 2-pt layup from 1 ft,80,62
278,3,2:19.0,Defensive rebound by C. Paul,,80,62
279,3,2:16.0,E. Gordon misses 3-pt jump shot from 25 ft,,80,62
280,3,2:13.0,Offensive rebound by T. Black,,80,62
281,3,2:13.0,Personal foul by K. Collinsworth (drawn by T. Black),,80,62
282,3,2:13.0,T. Black misses free throw 1 of 3,,80,62
283,3,2:13.0,,D. Powell enters the game for W. Matthews,80,62
284,3,2:13.0,T. Black misses free throw 2 of 2,,80,62
285,3,2:08.0,,Defensive rebound by K. Collinsworth,80,62
286,3,1:59.0,,Shooting foul by T. Black (drawn by Y. Ferrell),80,62
287,3,1:59.0,,Y. Ferrell makes free throw 1 of 2,80,63
288,3,1:59.0,,Y. Ferrell makes free throw 2 of 2,80,64
289,3,1:42.0,T. Black misses 2-pt dunk from 3 ft (block by S. Mejri),,80,64
290,3,1:41.0,,Defensive rebound by D. Powell,80,64
291,3,1:36.0,,Y. Ferrell makes 3-pt jump shot from 22 ft (assist by J. Barea),80,67
292,3,1:18.0,Personal foul by Y. Ferrell (drawn by C. Paul),,80,67
293,3,1:18.0,C. Paul misses free throw 1 of 2,,80,67
294,3,1:18.0,Offensive rebound by Team,,80,67
295,3,1:18.0,C. Capela enters the game for T. Black,,80,67
296,3,1:18.0,C. Paul makes free throw 2 of 2,,81,67
297,3,1:01.0,,Personal foul by P. Tucker (drawn by D. Powell),81,67
298,3,1:01.0,,D. Powell misses free throw 1 of 2,81,67
299,3,1:01.0,,Offensive rebound by Team,81,67
300,3,1:01.0,,D. Powell misses free throw 2 of 2,81,67
301,3,0:59.0,Defensive rebound by P. Tucker,,81,67
302,3,0:51.0,Personal foul by Y. Ferrell (drawn by C. Paul),,81,67
303,3,0:51.0,C. Paul makes free throw 1 of 2,,82,67
304,3,0:51.0,C. Paul makes free throw 2 of 2,,83,67
305,3,0:36.0,,J. Barea misses 3-pt jump shot from 26 ft,83,67
306,3,0:32.0,Defensive rebound by C. Paul,,83,67
307,3,0:29.0,C. Paul misses 3-pt jump shot from 26 ft,,83,67
308,3,0:26.0,Offensive rebound by E. Gordon,,83,67
309,3,0:25.0,E. Gordon makes 2-pt jump shot from 17 ft,,85,67
310,3,0:05.0,,D. Powell misses 3-pt jump shot from 24 ft,85,67
311,3,0:01.0,Defensive rebound by C. Capela,,85,67
312,3,0:00.0,C. Paul misses 3-pt jump shot from 46 ft,,85,67
313,3,0:00.0,Offensive rebound by Team,,85,67
314,4,11:51.0,,Turnover by D. Powell (bad pass; steal by L. Mbah a Moute),85,67
315,4,11:37.0,Offensive foul by L. Mbah a Moute (drawn by Y. Ferrell),,85,67
316,4,11:37.0,Turnover by L. Mbah a Moute (offensive foul),,85,67
317,4,11:14.0,,K. Collinsworth misses 2-pt jump shot from 3 ft,85,67
318,4,11:13.0,,Offensive rebound by Team,85,67
319,4,11:13.0,,Turnover by Team (shot clock),85,67
320,4,10:56.0,Turnover by C. Capela (turnover),,85,67
321,4,10:43.0,,W. Matthews makes 3-pt jump shot from 25 ft,85,70
322,4,10:21.0,Turnover by C. Paul (lost ball; steal by D. Powell),,85,70
323,4,10:18.0,,W. Matthews makes 3-pt jump shot from 24 ft (assist by Y. Ferrell),85,73
324,4,9:51.0,C. Paul misses 3-pt jump shot from 29 ft,,85,73
325,4,9:48.0,,Defensive rebound by W. Matthews,85,73
326,4,9:44.0,,J. Barea misses 3-pt jump shot from 25 ft,85,73
327,4,9:41.0,Defensive rebound by P. Tucker,,85,73
328,4,9:31.0,E. Gordon makes 3-pt jump shot from 25 ft (assist by C. Paul),,88,73
329,4,9:15.0,,Y. Ferrell misses 2-pt jump shot from 4 ft,88,73
330,4,9:12.0,Defensive rebound by C. Paul,,88,73
331,4,9:09.0,Turnover by C. Paul (lost ball; steal by W. Matthews),,88,73
332,4,9:08.0,,Personal foul by C. Paul (drawn by Y. Ferrell),88,73
333,4,9:08.0,,H. Barnes enters the game for K. Collinsworth,88,73
334,4,9:08.0,J. Harden enters the game for P. Tucker,,88,73
335,4,9:08.0,R. Anderson enters the game for E. Gordon,,88,73
336,4,9:08.0,T. Ariza enters the game for L. Mbah a Moute,,88,73
337,4,8:55.0,,W. Matthews misses 2-pt jump shot from 12 ft,88,73
338,4,8:54.0,,Offensive rebound by Team,88,73
339,4,8:54.0,,Personal foul by C. Capela (drawn by D. Powell),88,73
340,4,8:47.0,,W. Matthews misses 3-pt jump shot from 25 ft,88,73
341,4,8:42.0,Defensive rebound by C. Paul,,88,73
342,4,8:38.0,J. Harden makes 3-pt jump shot from 28 ft,,91,73
343,4,8:26.0,,D. Powell makes 2-pt layup from 1 ft (assist by J. Barea),91,75
344,4,8:09.0,Shooting foul by H. Barnes (drawn by C. Capela),,91,75
345,4,8:09.0,C. Capela misses free throw 1 of 2,,91,75
346,4,8:09.0,Offensive rebound by Team,,91,75
347,4,8:09.0,C. Capela makes free throw 2 of 2,,92,75
348,4,7:59.0,,Personal foul by T. Ariza (drawn by D. Powell),92,75
349,4,7:49.0,,H. Barnes misses 2-pt jump shot from 4 ft (block by C. Capela),92,75
350,4,7:46.0,Defensive rebound by J. Harden,,92,75
351,4,7:40.0,Personal foul by D. Powell (drawn by C. Capela),,92,75
352,4,7:29.0,J. Harden misses 2-pt jump shot from 22 ft,,92,75
353,4,7:25.0,,Defensive rebound by J. Barea,92,75
354,4,7:15.0,,Turnover by D. Powell (lost ball; steal by C. Capela),92,75
355,4,7:01.0,J. Harden misses 2-pt jump shot from 13 ft,,92,75
356,4,6:56.0,,Defensive rebound by J. Barea,92,75
357,4,6:47.0,,Shooting foul by C. Paul (drawn by W. Matthews),92,75
358,4,6:47.0,,Dallas full timeout,92,75
359,4,6:47.0,,D. Smith enters the game for Y. Ferrell,92,75
360,4,6:47.0,E. Gordon enters the game for C. Paul,,92,75
361,4,6:47.0,,W. Matthews makes free throw 1 of 2,92,76
362,4,6:47.0,,W. Matthews makes free throw 2 of 2,92,77
363,4,6:35.0,C. Capela makes 2-pt dunk from 1 ft (assist by J. Harden),,94,77
364,4,6:11.0,,H. Barnes misses 3-pt jump shot from 23 ft,94,77
365,4,6:08.0,Defensive rebound by C. Capela,,94,77
366,4,6:08.0,Turnover by C. Capela (out of bounds lost ball),,94,77
367,4,5:51.0,,Turnover by J. Barea (bad pass; steal by R. Anderson),94,77
368,4,5:41.0,T. Ariza misses 3-pt jump shot from 23 ft,,94,77
369,4,5:37.0,,Defensive rebound by D. Powell,94,77
370,4,5:27.0,,H. Barnes misses 2-pt jump shot from 10 ft,94,77
371,4,5:22.0,Defensive rebound by T. Ariza,,94,77
372,4,5:14.0,C. Capela makes 2-pt dunk at rim (assist by J. Harden),,96,77
373,4,4:56.0,,W. Matthews makes 2-pt layup from 2 ft,96,79
374,4,4:34.0,J. Harden makes 3-pt jump shot from 25 ft,,99,79
375,4,4:23.0,,J. Barea misses 3-pt jump shot from 24 ft,99,79
376,4,4:20.0,Defensive rebound by J. Harden,,99,79
377,4,4:16.0,Personal take foul by J. Barea (drawn by J. Harden),,99,79
378,4,4:16.0,,Y. Ferrell enters the game for J. Barea,99,79
379,4,4:16.0,G. Green enters the game for J. Harden,,99,79
380,4,4:16.0,T. Black enters the game for C. Capela,,99,79
381,4,4:11.0,Personal foul by D. Powell (drawn by E. Gordon),,99,79
382,4,4:11.0,Houston full timeout,,99,79
383,4,4:11.0,L. Mbah a Moute enters the game for R. Anderson,,99,79
384,4,4:02.0,Turnover by E. Gordon (bad pass; steal by H. Barnes),,99,79
385,4,3:58.0,,W. Matthews makes 3-pt jump shot from 23 ft (assist by D. Smith),99,82
386,4,3:43.0,G. Green misses 2-pt layup from 2 ft,,99,82
