,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,SAN ANTONIO_ACTION,MEMPHIS_SCORE,SAN ANTONIO_SCORE
0,1,11:53.0,B. McLemore makes 2-pt layup from 3 ft,,2,0
1,1,11:29.0,,P. Gasol misses 2-pt jump shot from 15 ft,2,0
2,1,11:27.0,Defensive rebound by J. Green,,2,0
3,1,11:08.0,D. Brooks misses 2-pt jump shot from 14 ft,,2,0
4,1,11:06.0,,Defensive rebound by P. Gasol,2,0
5,1,10:54.0,,L. Aldridge makes 3-pt jump shot from 23 ft (assist by D. Green),2,3
6,1,10:39.0,M. Gasol misses 2-pt jump shot from 14 ft,,2,3
7,1,10:35.0,,Defensive rebound by K. Anderson,2,3
8,1,10:19.0,,L. Aldridge makes 2-pt jump shot from 11 ft,2,5
9,1,9:59.0,J. Green misses 2-pt jump shot from 13 ft,,2,5
10,1,9:56.0,,Defensive rebound by P. Gasol,2,5
11,1,9:45.0,,L. Aldridge makes 3-pt jump shot from 22 ft (assist by K. Anderson),2,8
12,1,9:41.0,Memphis full timeout,,2,8
13,1,9:22.0,T. Evans misses 2-pt jump shot from 7 ft,,2,8
14,1,9:20.0,,Defensive rebound by D. Green,2,8
15,1,9:15.0,,T. Parker misses 2-pt jump shot from 18 ft,2,8
16,1,9:15.0,Defensive rebound by J. Green,,2,8
17,1,9:03.0,Turnover by J. Green (bad pass),,2,8
18,1,8:48.0,,L. Aldridge misses 2-pt jump shot from 16 ft,2,8
19,1,8:44.0,Defensive rebound by T. Evans,,2,8
20,1,8:39.0,J. Green makes 3-pt jump shot from 26 ft (assist by T. Evans),,5,8
21,1,8:18.0,,D. Green misses 3-pt jump shot from 25 ft,5,8
22,1,8:15.0,Defensive rebound by M. Gasol,,5,8
23,1,8:07.0,Turnover by M. Gasol (turnover),,5,8
24,1,7:44.0,,T. Parker makes 2-pt layup from 1 ft (assist by P. Gasol),5,10
25,1,7:32.0,J. Green misses 3-pt jump shot from 23 ft,,5,10
26,1,7:29.0,,Defensive rebound by P. Gasol,5,10
27,1,7:22.0,,L. Aldridge makes 2-pt dunk at rim (assist by T. Parker),5,12
28,1,7:00.0,T. Evans makes 2-pt layup from 1 ft,,7,12
29,1,6:37.0,,K. Anderson misses 2-pt jump shot from 10 ft,7,12
30,1,6:35.0,Defensive rebound by B. McLemore,,7,12
31,1,6:31.0,B. McLemore misses 3-pt jump shot from 25 ft,,7,12
32,1,6:27.0,Offensive rebound by J. Green,,7,12
33,1,6:14.0,M. Gasol makes 2-pt layup from 1 ft (assist by T. Evans),,9,12
34,1,5:55.0,,L. Aldridge makes 2-pt jump shot from 11 ft,9,14
35,1,5:55.0,,Shooting foul by J. Green,9,14
36,1,5:55.0,,P. Mills enters the game for T. Parker,9,14
