,QUARTER,TIME_REMAINING,NEW YORK_ACTION,CHARLOTTE_ACTION,NEW YORK_SCORE,CHARLOTTE_SCORE
38,1,6:58.0,,Shooting foul by E. Freedom (drawn by K. Walker),12,10
39,1,6:58.0,,Charlotte full timeout,12,10
40,1,6:58.0,,K. Walker makes free throw 1 of 1,12,11
41,1,6:44.0,,Violation by M. Williams (kicked ball),12,11
42,1,6:37.0,T. Burke makes 2-pt jump shot from 11 ft,,14,11
43,1,6:23.0,,K. Walker makes 2-pt jump shot from 20 ft,14,13
44,1,6:07.0,M. Beasley misses 3-pt jump shot from 23 ft,,14,13
45,1,6:00.0,Offensive rebound by E. Freedom,,14,13
46,1,6:00.0,E. Freedom makes 2-pt layup at rim,,16,13
47,1,5:49.0,,M. Williams makes 2-pt layup from 8 ft (assist by N. Batum),16,15
48,1,5:49.0,,Shooting foul by T. Hardaway (drawn by M. Williams),16,15
49,1,5:49.0,F. Ntilikina enters the game for L. Thomas,,16,15
50,1,5:49.0,,M. Williams makes free throw 1 of 1,16,16
51,1,5:35.0,M. Beasley misses 2-pt jump shot from 18 ft,,16,16
52,1,5:35.0,Offensive rebound by E. Freedom,,16,16
53,1,5:35.0,E. Freedom misses 2-pt layup from 2 ft,,16,16
54,1,5:35.0,,Defensive rebound by M. Kidd-Gilchrist,16,16
55,1,5:16.0,,Turnover by D. Howard (traveling),16,16
56,1,5:02.0,F. Ntilikina makes 2-pt jump shot from 19 ft (assist by T. Hardaway),,18,16
57,1,4:46.0,,N. Batum misses 2-pt jump shot from 14 ft,18,16
58,1,4:44.0,,Offensive rebound by M. Williams,18,16
59,1,4:44.0,,M. Williams misses 2-pt layup at rim,18,16
60,1,4:44.0,Defensive rebound by M. Beasley,,18,16
61,1,4:44.0,Turnover by M. Beasley (traveling),,18,16
62,1,4:39.0,,D. Howard misses 2-pt hook shot from 6 ft,18,16
63,1,4:37.0,Defensive rebound by E. Freedom,,18,16
64,1,4:34.0,M. Beasley misses 2-pt layup from 1 ft,,18,16
65,1,4:31.0,,Defensive rebound by D. Howard,18,16
66,1,4:16.0,,M. Williams makes 2-pt layup from 2 ft,18,18
67,1,4:02.0,T. Burke misses 3-pt jump shot from 25 ft,,18,18
68,1,4:00.0,,Defensive rebound by D. Howard,18,18
69,1,3:57.0,,M. Williams misses 3-pt jump shot from 25 ft,18,18
70,1,3:55.0,,Offensive rebound by M. Kidd-Gilchrist,18,18
71,1,3:49.0,,Turnover by K. Walker (bad pass),18,18
72,1,3:49.0,,F. Kaminsky enters the game for M. Williams,18,18
73,1,3:49.0,,J. Lamb enters the game for N. Batum,18,18
74,1,3:49.0,I. Hicks enters the game for M. Beasley,,18,18
75,1,3:35.0,T. Burke misses 2-pt jump shot from 17 ft,,18,18
76,1,3:32.0,,Defensive rebound by J. Lamb,18,18
77,1,3:26.0,,Personal foul by F. Ntilikina (drawn by K. Walker),18,18
78,1,3:26.0,,K. Walker makes free throw 1 of 2,18,19
79,1,3:26.0,,K. Walker makes free throw 2 of 2,18,20
80,1,3:16.0,T. Burke misses 2-pt jump shot from 10 ft,,18,20
81,1,3:12.0,Offensive rebound by I. Hicks,,18,20
82,1,2:59.0,T. Burke misses 2-pt jump shot from 6 ft,,18,20
83,1,2:56.0,,Defensive rebound by F. Kaminsky,18,20
84,1,2:52.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 8 ft,18,22
85,1,2:43.0,New York full timeout,,18,22
86,1,2:43.0,,D. Bacon enters the game for M. Kidd-Gilchrist,18,22
87,1,2:43.0,,M. Monk enters the game for K. Walker,18,22
88,1,2:36.0,T. Hardaway misses 2-pt jump shot from 17 ft,,18,22
89,1,2:33.0,Offensive rebound by T. Burke,,18,22
90,1,2:30.0,T. Hardaway makes 2-pt layup from 1 ft (assist by T. Burke),,20,22
91,1,2:08.0,,F. Kaminsky misses 2-pt layup from 2 ft,20,22
92,1,2:08.0,,Offensive rebound by F. Kaminsky,20,22
93,1,2:08.0,,Shooting foul by I. Hicks (drawn by F. Kaminsky),20,22
94,1,2:08.0,,F. Kaminsky makes free throw 1 of 2,20,23
95,1,2:08.0,C. Lee enters the game for T. Burke,,20,23
96,1,2:08.0,,F. Kaminsky makes free throw 2 of 2,20,24
97,1,1:52.0,T. Hardaway misses 3-pt jump shot from 24 ft,,20,24
98,1,1:49.0,,Defensive rebound by D. Howard,20,24
99,1,1:38.0,,Turnover by D. Howard (traveling),20,24
100,1,1:38.0,,W. Hernangómez enters the game for D. Howard,20,24
101,1,1:38.0,L. Kornet enters the game for E. Freedom,,20,24
102,1,1:20.0,Offensive foul by I. Hicks (drawn by M. Monk),,20,24
103,1,1:20.0,Turnover by I. Hicks (offensive foul),,20,24
104,1,1:11.0,,M. Monk makes 3-pt jump shot from 25 ft (assist by J. Lamb),20,27
105,1,0:58.0,C. Lee makes 2-pt jump shot from 10 ft (assist by I. Hicks),,22,27
106,1,0:49.0,,J. Lamb misses 2-pt jump shot from 16 ft,22,27
107,1,0:45.0,Defensive rebound by L. Kornet,,22,27
108,1,0:37.0,T. Hardaway misses 2-pt layup from 3 ft,,22,27
109,1,0:35.0,,Defensive rebound by W. Hernangómez,22,27
110,1,0:30.0,,D. Bacon misses 3-pt jump shot from 23 ft,22,27
111,1,0:27.0,Defensive rebound by I. Hicks,,22,27
112,1,0:05.0,F. Ntilikina misses 2-pt jump shot from 3 ft (block by W. Hernangómez),,22,27
113,1,0:05.0,Offensive rebound by C. Lee,,22,27
114,1,0:05.0,C. Lee misses 3-pt jump shot from 22 ft,,22,27
115,1,0:05.0,Offensive rebound by Team,,22,27
116,1,0:05.0,Turnover by Team (shot clock),,22,27
117,1,0:01.0,,M. Monk misses 3-pt jump shot from 25 ft,22,27
118,1,0:01.0,,Offensive rebound by Team,22,27
119,2,11:48.0,,F. Kaminsky makes 2-pt layup from 1 ft (assist by M. Monk),22,29
120,2,11:28.0,C. Lee misses 2-pt jump shot from 16 ft,,22,29
121,2,11:25.0,,Defensive rebound by J. Lamb,22,29
122,2,11:17.0,,M. Monk makes 3-pt jump shot from 23 ft (assist by J. Lamb),22,32
123,2,11:02.0,F. Ntilikina makes 2-pt jump shot from 17 ft,,24,32
124,2,10:40.0,,F. Kaminsky misses 3-pt jump shot from 25 ft,24,32
125,2,10:37.0,,Offensive rebound by W. Hernangómez,24,32
126,2,10:35.0,,W. Hernangómez makes 2-pt layup from 2 ft,24,34
127,2,10:12.0,Turnover by L. Kornet (bad pass; steal by W. Hernangómez),,24,34
128,2,9:59.0,,W. Hernangómez misses 2-pt layup from 5 ft (block by L. Kornet),24,34
129,2,9:56.0,Defensive rebound by F. Ntilikina,,24,34
130,2,9:53.0,F. Ntilikina makes 2-pt layup from 1 ft,,26,34
131,2,9:35.0,,J. Lamb makes 2-pt jump shot from 7 ft,26,36
132,2,9:19.0,F. Ntilikina misses 3-pt jump shot from 24 ft,,26,36
133,2,9:17.0,,Defensive rebound by D. Bacon,26,36
134,2,9:08.0,,M. Monk misses 3-pt jump shot from 30 ft,26,36
135,2,9:05.0,Defensive rebound by I. Hicks,,26,36
136,2,8:57.0,L. Kornet makes 3-pt jump shot from 26 ft (assist by F. Ntilikina),,29,36
137,2,8:40.0,,F. Kaminsky makes 3-pt jump shot from 26 ft (assist by J. Lamb),29,39
138,2,8:25.0,Shooting foul by W. Hernangómez (drawn by L. Kornet),,29,39
139,2,8:25.0,L. Kornet makes free throw 1 of 2,,30,39
140,2,8:25.0,L. Kornet makes free throw 2 of 2,,31,39
141,2,8:12.0,,F. Kaminsky makes 2-pt layup from 2 ft,31,41
142,2,8:12.0,Violation by I. Hicks (def goaltending),,31,41
143,2,8:12.0,,Shooting foul by I. Hicks (drawn by F. Kaminsky),31,41
144,2,8:12.0,M. Beasley enters the game for I. Hicks,,31,41
145,2,8:12.0,,F. Kaminsky makes free throw 1 of 1,31,42
146,2,8:02.0,F. Ntilikina makes 2-pt layup from 1 ft,,33,42
147,2,7:46.0,,M. Monk misses 3-pt jump shot from 26 ft,33,42
148,2,7:46.0,Defensive rebound by T. Williams,,33,42
149,2,7:31.0,L. Kornet misses 2-pt hook shot from 7 ft,,33,42
150,2,7:28.0,,Defensive rebound by F. Kaminsky,33,42
151,2,7:22.0,,D. Bacon misses 2-pt jump shot from 8 ft,33,42
152,2,7:20.0,Defensive rebound by L. Kornet,,33,42
153,2,7:14.0,M. Beasley misses 2-pt jump shot from 21 ft,,33,42
154,2,7:11.0,,Defensive rebound by D. Bacon,33,42
155,2,7:07.0,,J. Lamb makes 3-pt jump shot from 26 ft (assist by D. Bacon),33,45
156,2,6:57.0,New York full timeout,,33,45
157,2,6:57.0,,K. Walker enters the game for M. Monk,33,45
158,2,6:45.0,M. Beasley misses 2-pt layup from 1 ft,,33,45
159,2,6:45.0,Offensive rebound by Team,,33,45
160,2,6:44.0,F. Ntilikina makes 2-pt jump shot from 14 ft (assist by T. Williams),,35,45
161,2,6:30.0,,D. Bacon makes 2-pt jump shot from 9 ft (assist by K. Walker),35,47
162,2,6:08.0,F. Ntilikina makes 2-pt jump shot from 13 ft,,37,47
163,2,5:54.0,,K. Walker misses 2-pt jump shot from 13 ft,37,47
164,2,5:46.0,,Offensive rebound by W. Hernangómez,37,47
165,2,5:46.0,,W. Hernangómez makes 2-pt layup at rim,37,49
166,2,5:37.0,Offensive foul by F. Ntilikina (drawn by K. Walker),,37,49
167,2,5:37.0,Turnover by F. Ntilikina (offensive foul),,37,49
168,2,5:37.0,,D. Howard enters the game for J. Lamb,37,49
169,2,5:37.0,,N. Batum enters the game for W. Hernangómez,37,49
170,2,5:37.0,E. Freedom enters the game for L. Kornet,,37,49
171,2,5:18.0,,D. Howard misses 2-pt hook shot from 5 ft,37,49
172,2,5:15.0,Defensive rebound by E. Freedom,,37,49
173,2,4:56.0,Turnover by F. Ntilikina (bad pass; steal by F. Kaminsky),,37,49
174,2,4:45.0,,D. Howard makes 2-pt layup from 3 ft,37,51
175,2,4:29.0,M. Beasley misses 3-pt jump shot from 22 ft,,37,51
176,2,4:23.0,,Defensive rebound by D. Howard,37,51
177,2,4:18.0,,Turnover by D. Bacon (traveling),37,51
178,2,4:18.0,,M. Williams enters the game for F. Kaminsky,37,51
179,2,4:18.0,T. Hardaway enters the game for T. Williams,,37,51
180,2,4:18.0,L. Thomas enters the game for C. Lee,,37,51
181,2,4:01.0,E. Freedom makes 2-pt jump shot from 9 ft (assist by L. Thomas),,39,51
182,2,3:41.0,,D. Howard makes 2-pt layup from 1 ft,39,53
183,2,3:27.0,L. Thomas misses 2-pt jump shot from 21 ft,,39,53
184,2,3:25.0,,Defensive rebound by N. Batum,39,53
185,2,3:23.0,,D. Bacon makes 2-pt layup from 1 ft (assist by N. Batum),39,55
186,2,3:23.0,,Shooting foul by F. Ntilikina (drawn by D. Bacon),39,55
187,2,3:23.0,,D. Bacon makes free throw 1 of 1,39,56
188,2,3:23.0,T. Burke enters the game for F. Ntilikina,,39,56
189,2,3:06.0,M. Beasley makes 2-pt layup from 2 ft (assist by T. Burke),,41,56
190,2,3:06.0,Shooting foul by D. Bacon (drawn by M. Beasley),,41,56
191,2,3:06.0,,M. Kidd-Gilchrist enters the game for D. Bacon,41,56
192,2,3:06.0,M. Beasley makes free throw 1 of 1,,42,56
193,2,2:44.0,,Turnover by D. Howard (traveling),42,56
194,2,2:44.0,,Charlotte full timeout,42,56
195,2,2:37.0,T. Hardaway makes 3-pt jump shot from 26 ft (assist by T. Burke),,45,56
196,2,2:26.0,,Personal foul by E. Freedom (drawn by D. Howard),45,56
197,2,2:18.0,,N. Batum misses 2-pt jump shot from 21 ft,45,56
198,2,2:16.0,Defensive rebound by M. Beasley,,45,56
199,2,2:07.0,M. Beasley makes 2-pt layup from 2 ft (assist by T. Burke),,47,56
200,2,1:51.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 9 ft,47,56
201,2,1:43.0,,Offensive rebound by D. Howard,47,56
202,2,1:43.0,,D. Howard makes 2-pt layup at rim,47,58
203,2,1:25.0,T. Burke misses 2-pt jump shot from 15 ft,,47,58
204,2,1:24.0,Offensive rebound by Team,,47,58
205,2,1:24.0,,Loose ball foul by D. Howard (drawn by E. Freedom),47,58
206,2,1:16.0,M. Beasley misses 2-pt layup from 2 ft,,47,58
207,2,1:13.0,Offensive rebound by E. Freedom,,47,58
208,2,1:12.0,E. Freedom misses 2-pt layup from 2 ft (block by M. Williams),,47,58
209,2,1:12.0,,Defensive rebound by K. Walker,47,58
210,2,1:10.0,,Shooting foul by T. Hardaway (drawn by K. Walker),47,58
211,2,1:10.0,,K. Walker makes free throw 1 of 2,47,59
212,2,1:10.0,,K. Walker makes free throw 2 of 2,47,60
213,2,0:52.0,T. Burke makes 2-pt jump shot from 9 ft,,49,60
214,2,0:45.0,,K. Walker misses 3-pt jump shot from 25 ft,49,60
215,2,0:42.0,Defensive rebound by M. Beasley,,49,60
216,2,0:34.0,T. Hardaway misses 3-pt jump shot from 30 ft,,49,60
217,2,0:31.0,,Defensive rebound by D. Howard,49,60
218,2,0:13.0,,M. Kidd-Gilchrist makes 2-pt dunk from 1 ft (assist by K. Walker),49,62
219,3,11:36.0,,D. Howard misses 2-pt jump shot from 18 ft,49,62
220,3,11:33.0,Defensive rebound by M. Beasley,,49,62
221,3,11:16.0,T. Burke makes 2-pt jump shot from 19 ft,,51,62
222,3,10:57.0,,M. Williams makes 2-pt jump shot from 8 ft,51,64
223,3,10:43.0,Turnover by M. Beasley (lost ball; steal by M. Kidd-Gilchrist),,51,64
224,3,10:37.0,,K. Walker misses 3-pt jump shot from 25 ft,51,64
225,3,10:35.0,Defensive rebound by L. Thomas,,51,64
226,3,10:30.0,T. Burke makes 2-pt jump shot from 16 ft,,53,64
227,3,10:13.0,,M. Williams misses 2-pt jump shot from 9 ft,53,64
228,3,10:11.0,,Offensive rebound by M. Williams,53,64
229,3,10:10.0,,M. Williams misses 2-pt layup from 1 ft,53,64
230,3,10:10.0,,Offensive rebound by D. Howard,53,64
231,3,10:04.0,,D. Howard makes 2-pt dunk at rim,53,66
232,3,10:01.0,E. Freedom misses 2-pt jump shot from 17 ft,,53,66
233,3,9:57.0,,Defensive rebound by N. Batum,53,66
234,3,9:50.0,,M. Kidd-Gilchrist makes 2-pt layup from 2 ft (assist by N. Batum),53,68
235,3,9:38.0,Shooting foul by M. Kidd-Gilchrist (drawn by T. Hardaway),,53,68
236,3,9:38.0,T. Hardaway makes free throw 1 of 2,,54,68
237,3,9:38.0,T. Hardaway makes free throw 2 of 2,,55,68
238,3,9:27.0,,Personal foul by L. Thomas (drawn by N. Batum),55,68
239,3,9:17.0,,M. Kidd-Gilchrist makes 2-pt dunk from 1 ft (assist by K. Walker),55,70
240,3,8:59.0,M. Beasley makes 2-pt dunk from 1 ft (assist by T. Burke),,57,70
241,3,8:40.0,,N. Batum makes 2-pt jump shot from 11 ft,57,72
242,3,8:26.0,T. Burke makes 2-pt jump shot from 14 ft,,59,72
243,3,8:03.0,,D. Howard misses 2-pt layup from 3 ft,59,72
244,3,8:01.0,Defensive rebound by T. Hardaway,,59,72
245,3,7:59.0,M. Beasley makes 2-pt layup from 1 ft (assist by T. Hardaway),,61,72
246,3,7:44.0,,Shooting foul by L. Thomas (drawn by N. Batum),61,72
247,3,7:44.0,,N. Batum makes free throw 1 of 2,61,73
248,3,7:44.0,,N. Batum makes free throw 2 of 2,61,74
249,3,7:28.0,M. Beasley misses 2-pt jump shot from 16 ft,,61,74
250,3,7:25.0,,Defensive rebound by M. Kidd-Gilchrist,61,74
251,3,7:15.0,,Shooting foul by E. Freedom (drawn by D. Howard),61,74
252,3,7:15.0,,D. Howard makes free throw 1 of 2,61,75
253,3,7:15.0,,D. Howard makes free throw 2 of 2,61,76
254,3,7:08.0,Personal foul by D. Howard (drawn by T. Hardaway),,61,76
255,3,7:00.0,M. Beasley makes 2-pt dunk from 2 ft (assist by T. Burke),,63,76
256,3,7:00.0,Shooting foul by D. Howard (drawn by M. Beasley),,63,76
257,3,7:00.0,F. Ntilikina enters the game for L. Thomas,,63,76
258,3,7:00.0,M. Beasley makes free throw 1 of 1,,64,76
259,3,6:42.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 17 ft,64,76
260,3,6:38.0,Defensive rebound by T. Hardaway,,64,76
261,3,6:26.0,M. Beasley makes 2-pt jump shot from 12 ft (assist by F. Ntilikina),,66,76
262,3,6:26.0,,Charlotte full timeout,66,76
263,3,6:09.0,,K. Walker misses 2-pt jump shot from 16 ft,66,76
264,3,6:06.0,Defensive rebound by E. Freedom,,66,76
265,3,5:49.0,Turnover by M. Beasley (lost ball; steal by M. Kidd-Gilchrist),,66,76
266,3,5:47.0,,Shooting foul by F. Ntilikina (drawn by M. Kidd-Gilchrist),66,76
267,3,5:47.0,,M. Kidd-Gilchrist makes free throw 1 of 2,66,77
268,3,5:47.0,L. Kornet enters the game for E. Freedom,,66,77
269,3,5:47.0,,M. Kidd-Gilchrist misses free throw 2 of 2,66,77
270,3,5:44.0,Defensive rebound by M. Beasley,,66,77
271,3,5:30.0,L. Kornet misses 3-pt jump shot from 26 ft,,66,77
272,3,5:26.0,,Defensive rebound by M. Williams,66,77
273,3,5:16.0,,Turnover by D. Howard (lost ball; steal by L. Kornet),66,77
274,3,5:08.0,F. Ntilikina misses 2-pt layup from 5 ft (block by M. Williams),,66,77
275,3,5:08.0,,Defensive rebound by Team,66,77
276,3,5:08.0,Loose ball foul by F. Ntilikina (drawn by M. Kidd-Gilchrist),,66,77
277,3,5:08.0,,Technical foul by D. Howard,66,77
278,3,5:08.0,T. Hardaway makes technical free throw,,67,77
279,3,5:08.0,,M. Kidd-Gilchrist misses free throw 1 of 2,67,77
280,3,5:08.0,,Offensive rebound by Team,67,77
281,3,5:08.0,C. Lee enters the game for F. Ntilikina,,67,77
282,3,5:08.0,,M. Kidd-Gilchrist misses free throw 2 of 2,67,77
283,3,5:00.0,,Offensive rebound by D. Howard,67,77
284,3,5:00.0,,D. Howard makes 2-pt layup at rim,67,79
285,3,4:49.0,M. Beasley makes 2-pt layup from 2 ft,,69,79
286,3,4:23.0,,K. Walker misses 3-pt jump shot from 25 ft,69,79
287,3,4:20.0,Defensive rebound by L. Kornet,,69,79
288,3,4:11.0,T. Burke misses 2-pt layup from 2 ft,,69,79
289,3,4:04.0,Offensive rebound by M. Beasley,,69,79
290,3,4:04.0,M. Beasley makes 2-pt layup at rim,,71,79
291,3,3:55.0,,Offensive foul by D. Howard (drawn by L. Kornet),71,79
292,3,3:55.0,,Turnover by D. Howard (offensive foul),71,79
293,3,3:55.0,,F. Kaminsky enters the game for M. Williams,71,79
294,3,3:37.0,T. Hardaway misses 3-pt jump shot from 26 ft,,71,79
295,3,3:34.0,,Defensive rebound by K. Walker,71,79
296,3,3:24.0,,N. Batum makes 3-pt jump shot from 24 ft (assist by F. Kaminsky),71,82
297,3,3:22.0,New York full timeout,,71,82
298,3,3:22.0,,W. Hernangómez enters the game for D. Howard,71,82
299,3,3:10.0,M. Beasley makes 2-pt dunk from 1 ft (assist by T. Burke),,73,82
300,3,2:59.0,,K. Walker misses 3-pt jump shot from 26 ft,73,82
301,3,2:56.0,Defensive rebound by M. Beasley,,73,82
302,3,2:47.0,T. Hardaway misses 3-pt jump shot from 22 ft,,73,82
303,3,2:44.0,,Defensive rebound by W. Hernangómez,73,82
304,3,2:33.0,,W. Hernangómez makes 2-pt layup from 2 ft (assist by M. Kidd-Gilchrist),73,84
305,3,2:33.0,Violation by M. Beasley (def goaltending),,73,84
306,3,2:18.0,T. Burke makes 2-pt layup from 8 ft,,75,84
307,3,2:18.0,Shooting foul by K. Walker (drawn by T. Burke),,75,84
308,3,2:18.0,,M. Monk enters the game for M. Kidd-Gilchrist,75,84
309,3,2:18.0,,D. Bacon enters the game for K. Walker,75,84
310,3,2:18.0,T. Burke makes free throw 1 of 1,,76,84
311,3,2:04.0,,Turnover by F. Kaminsky (lost ball; steal by M. Beasley),76,84
312,3,2:01.0,C. Lee misses 2-pt layup from 1 ft,,76,84
313,3,1:58.0,,Defensive rebound by F. Kaminsky,76,84
314,3,1:50.0,,D. Bacon misses 2-pt jump shot from 21 ft,76,84
315,3,1:50.0,,Offensive rebound by W. Hernangómez,76,84
316,3,1:50.0,,W. Hernangómez makes 2-pt layup at rim,76,86
317,3,1:50.0,,Shooting foul by M. Beasley (drawn by W. Hernangómez),76,86
318,3,1:50.0,,J. Lamb enters the game for N. Batum,76,86
319,3,1:50.0,E. Freedom enters the game for M. Beasley,,76,86
320,3,1:50.0,,W. Hernangómez makes free throw 1 of 1,76,87
321,3,1:32.0,T. Burke makes 2-pt jump shot from 19 ft (assist by E. Freedom),,78,87
322,3,1:11.0,,F. Kaminsky misses 2-pt jump shot from 11 ft,78,87
323,3,1:09.0,Defensive rebound by L. Kornet,,78,87
324,3,0:58.0,E. Freedom makes 2-pt layup from 1 ft,,80,87
325,3,0:42.0,,D. Bacon misses 2-pt jump shot from 11 ft,80,87
326,3,0:40.0,Defensive rebound by T. Hardaway,,80,87
327,3,0:31.0,T. Burke makes 2-pt jump shot from 19 ft,,82,87
328,3,0:05.0,,W. Hernangómez misses 2-pt layup from 6 ft,82,87
329,3,0:03.0,Defensive rebound by E. Freedom,,82,87
330,3,0:00.0,T. Burke misses 3-pt jump shot from 31 ft,,82,87
331,3,0:00.0,Offensive rebound by Team,,82,87
332,4,11:48.0,C. Lee misses 3-pt jump shot from 25 ft,,82,87
333,4,11:43.0,Offensive rebound by T. Williams,,82,87
334,4,11:43.0,T. Williams makes 2-pt layup at rim,,84,87
335,4,11:29.0,,Shooting foul by T. Williams (drawn by J. Lamb),84,87
336,4,11:29.0,,J. Lamb makes free throw 1 of 2,84,88
337,4,11:29.0,,J. Lamb makes free throw 2 of 2,84,89
338,4,11:06.0,F. Ntilikina misses 2-pt jump shot from 18 ft,,84,89
339,4,11:03.0,,Defensive rebound by M. Monk,84,89
340,4,10:57.0,,Turnover by F. Kaminsky (bad pass; steal by F. Ntilikina),84,89
341,4,10:52.0,E. Freedom makes 2-pt layup from 1 ft (assist by F. Ntilikina),,86,89
342,4,10:37.0,,Personal foul by F. Ntilikina (drawn by M. Monk),86,89
343,4,10:37.0,T. Burke enters the game for F. Ntilikina,,86,89
344,4,10:33.0,,J. Lamb misses 3-pt jump shot from 26 ft,86,89
345,4,10:33.0,,Offensive rebound by Team,86,89
346,4,10:33.0,Loose ball foul by E. Freedom (drawn by W. Hernangómez),,86,89
347,4,10:22.0,,W. Hernangómez makes 2-pt layup from 9 ft,86,91
348,4,10:22.0,,Shooting foul by E. Freedom (drawn by W. Hernangómez),86,91
349,4,10:22.0,,W. Hernangómez makes free throw 1 of 1,86,92
350,4,10:14.0,Personal foul by W. Hernangómez (drawn by E. Freedom),,86,92
351,4,10:00.0,T. Burke makes 3-pt jump shot from 28 ft (assist by E. Freedom),,89,92
352,4,9:44.0,,Shooting foul by T. Williams (drawn by J. Lamb),89,92
353,4,9:44.0,,J. Lamb makes free throw 1 of 2,89,93
354,4,9:44.0,,J. Lamb makes free throw 2 of 2,89,94
355,4,9:23.0,T. Burke makes 3-pt jump shot from 25 ft (assist by T. Williams),,92,94
356,4,9:09.0,,Turnover by J. Lamb (lost ball; steal by T. Williams),92,94
357,4,9:05.0,T. Burke makes 2-pt layup at rim (assist by T. Williams),,94,94
358,4,8:49.0,,M. Monk makes 2-pt jump shot from 1 ft,94,96
359,4,8:31.0,T. Williams misses 3-pt jump shot from 25 ft,,94,96
360,4,8:27.0,Offensive rebound by E. Freedom,,94,96
361,4,8:27.0,E. Freedom makes 2-pt layup at rim,,96,96
362,4,8:27.0,Shooting foul by W. Hernangómez (drawn by E. Freedom),,96,96
363,4,8:27.0,E. Freedom makes free throw 1 of 1,,97,96
364,4,8:16.0,,M. Monk makes 3-pt jump shot from 25 ft (assist by J. Lamb),97,99
365,4,7:58.0,L. Kornet makes 3-pt jump shot from 27 ft (assist by T. Burke),,100,99
366,4,7:42.0,,J. Lamb misses 3-pt jump shot from 25 ft,100,99
367,4,7:39.0,Defensive rebound by E. Freedom,,100,99
368,4,7:36.0,New York full timeout,,100,99
369,4,7:36.0,,K. Walker enters the game for J. Lamb,100,99
370,4,7:23.0,T. Burke makes 2-pt jump shot from 18 ft,,102,99
371,4,7:00.0,,Turnover by K. Walker (bad pass; steal by T. Burke),102,99
372,4,6:50.0,T. Burke makes 2-pt jump shot from 13 ft,,104,99
373,4,6:33.0,,K. Walker makes 2-pt jump shot from 5 ft (assist by W. Hernangómez),104,101
374,4,6:21.0,Turnover by T. Burke (traveling),,104,101
375,4,6:21.0,,J. Lamb enters the game for M. Monk,104,101
376,4,6:21.0,,D. Howard enters the game for W. Hernangómez,104,101
377,4,6:06.0,,K. Walker misses 3-pt jump shot from 26 ft,104,101
378,4,6:04.0,Defensive rebound by E. Freedom,,104,101
