,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,INDIANA_ACTION,CLEVELAND_SCORE,INDIANA_SCORE
0,1,11:43.0,,M. Turner makes 2-pt jump shot from 17 ft (assist by D. Collison),0,2
1,1,11:23.0,,Offensive charge foul by K. Love (drawn by T. Young),0,2
2,1,11:23.0,Turnover by K. Love (offensive foul),,0,2
3,1,11:02.0,,T. Young misses 2-pt layup from 4 ft,0,2
4,1,11:00.0,Defensive rebound by K. Love,,0,2
5,1,10:41.0,L. James misses 3-pt jump shot from 24 ft,,0,2
6,1,10:37.0,,Defensive rebound by B. Bogdanović,0,2
7,1,10:30.0,,T. Young misses 2-pt layup at rim,0,2
8,1,10:30.0,,Offensive rebound by T. Young,0,2
9,1,10:30.0,,Shooting foul by K. Love (drawn by T. Young),0,2
10,1,10:30.0,,T. Young misses free throw 1 of 2,0,2
11,1,10:30.0,,Offensive rebound by Team,0,2
12,1,10:30.0,,T. Young makes free throw 2 of 2,0,3
13,1,10:12.0,K. Love misses 3-pt jump shot from 27 ft,,0,3
14,1,10:09.0,,Defensive rebound by B. Bogdanović,0,3
15,1,10:01.0,,Turnover by V. Oladipo (lost ball; steal by K. Love),0,3
16,1,9:55.0,L. James makes 2-pt layup at rim (assist by J. Calderón),,2,3
17,1,9:42.0,,B. Bogdanović misses 2-pt layup from 8 ft (block by K. Korver),2,3
18,1,9:42.0,,Offensive rebound by Team,2,3
19,1,9:42.0,T. Thompson enters the game for K. Love,,2,3
20,1,9:37.0,,B. Bogdanović misses 2-pt jump shot from 17 ft,2,3
21,1,9:33.0,Defensive rebound by L. James,,2,3
22,1,9:27.0,J. Smith makes 3-pt jump shot from 25 ft (assist by L. James),,5,3
23,1,9:18.0,,V. Oladipo misses 3-pt jump shot from 28 ft,5,3
24,1,9:14.0,Defensive rebound by K. Korver,,5,3
25,1,9:03.0,K. Korver misses 3-pt jump shot from 28 ft,,5,3
26,1,9:00.0,,Defensive rebound by B. Bogdanović,5,3
27,1,8:57.0,,D. Collison misses 2-pt jump shot from 13 ft,5,3
28,1,8:54.0,,Offensive rebound by V. Oladipo,5,3
29,1,8:54.0,,V. Oladipo misses 2-pt layup at rim,5,3
30,1,8:54.0,,Offensive rebound by Team,5,3
31,1,8:54.0,Loose ball foul by J. Calderón (drawn by T. Young),,5,3
32,1,8:40.0,,V. Oladipo makes 2-pt layup from 1 ft,5,5
33,1,8:32.0,Personal foul by D. Collison (drawn by J. Calderón),,5,5
34,1,8:25.0,J. Calderón makes 2-pt layup from 2 ft,,7,5
35,1,8:17.0,,B. Bogdanović misses 3-pt jump shot from 23 ft (block by K. Korver),7,5
36,1,8:13.0,Defensive rebound by J. Smith,,7,5
