,QUARTER,TIME_REMAINING,BOSTON_ACTION,INDIANA_ACTION,BOSTON_SCORE,INDIANA_SCORE
0,1,11:42.0,,M. Turner makes 2-pt jump shot from 20 ft (assist by D. Collison),0,2
1,1,11:21.0,D. Theis misses 2-pt jump shot from 6 ft,,0,2
2,1,11:18.0,,Defensive rebound by B. Bogdanović,0,2
3,1,11:12.0,,Turnover by T. Young (bad pass; steal by D. Theis),0,2
4,1,11:01.0,K. Irving misses 2-pt jump shot from 18 ft,,0,2
5,1,10:57.0,,Defensive rebound by L. Stephenson,0,2
6,1,10:46.0,,Shooting foul by J. Tatum (drawn by L. Stephenson),0,2
7,1,10:46.0,,L. Stephenson makes free throw 1 of 2,0,3
8,1,10:46.0,,L. Stephenson makes free throw 2 of 2,0,4
9,1,10:30.0,A. Horford misses 2-pt jump shot from 12 ft,,0,4
10,1,10:27.0,,Defensive rebound by L. Stephenson,0,4
11,1,10:25.0,Offensive charge foul by L. Stephenson (drawn by J. Tatum),,0,4
12,1,10:25.0,,Turnover by L. Stephenson (offensive foul),0,4
13,1,10:14.0,A. Horford makes 2-pt layup from 2 ft (assist by K. Irving),,2,4
14,1,9:48.0,,B. Bogdanović makes 2-pt jump shot from 3 ft,2,6
15,1,9:37.0,A. Horford makes 3-pt jump shot from 28 ft (assist by M. Smart),,5,6
16,1,9:13.0,,L. Stephenson makes 3-pt jump shot from 26 ft,5,9
17,1,8:56.0,Turnover by J. Tatum (lost ball; steal by T. Young),,5,9
18,1,8:52.0,,D. Collison makes 3-pt jump shot from 23 ft (assist by T. Young),5,12
19,1,8:38.0,K. Irving makes 3-pt jump shot from 26 ft (assist by A. Horford),,8,12
20,1,8:26.0,,Personal foul by D. Theis (drawn by D. Collison),8,12
21,1,8:22.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,8,12
22,1,8:19.0,Defensive rebound by A. Horford,,8,12
23,1,8:05.0,A. Horford makes 2-pt layup from 1 ft (assist by K. Irving),,10,12
24,1,7:54.0,,Offensive foul by M. Turner (drawn by K. Irving),10,12
25,1,7:54.0,,Turnover by M. Turner (offensive foul),10,12
26,1,7:45.0,K. Irving misses 2-pt jump shot from 17 ft,,10,12
27,1,7:42.0,,Defensive rebound by T. Young,10,12
28,1,7:25.0,,B. Bogdanović makes 2-pt layup from 1 ft (assist by T. Young),10,14
29,1,7:04.0,J. Tatum makes 2-pt layup at rim (assist by D. Theis),,12,14
30,1,6:56.0,,T. Young makes 2-pt layup from 1 ft (assist by L. Stephenson),12,16
31,1,6:45.0,K. Irving makes 2-pt jump shot from 16 ft,,14,16
32,1,6:34.0,,D. Collison makes 2-pt layup at rim,14,18
33,1,6:14.0,M. Smart makes 2-pt jump shot from 18 ft,,16,18
34,1,5:58.0,,L. Stephenson misses 3-pt jump shot from 26 ft,16,18
35,1,5:56.0,Defensive rebound by D. Theis,,16,18
36,1,5:43.0,Turnover by D. Theis (lost ball; steal by D. Collison),,16,18
37,1,5:43.0,,Turnover by D. Collison (out of bounds lost ball),16,18
38,1,5:43.0,,Indiana full timeout,16,18
39,1,5:43.0,A. Nader enters the game for J. Tatum,,16,18
40,1,5:31.0,K. Irving misses 2-pt jump shot from 12 ft,,16,18
41,1,5:28.0,,Defensive rebound by M. Turner,16,18
42,1,5:07.0,,M. Turner makes 3-pt jump shot from 28 ft (assist by D. Collison),16,21
43,1,4:47.0,D. Theis misses 2-pt dunk from 1 ft (block by T. Young),,16,21
44,1,4:46.0,Offensive rebound by Team,,16,21
45,1,4:46.0,,D. Sabonis enters the game for T. Young,16,21
46,1,4:46.0,A. Baynes enters the game for D. Theis,,16,21
47,1,4:44.0,A. Nader misses 2-pt layup from 1 ft (block by M. Turner),,16,21
48,1,4:41.0,,Defensive rebound by D. Collison,16,21
49,1,4:41.0,,Turnover by D. Collison (out of bounds lost ball),16,21
50,1,4:33.0,A. Horford misses 2-pt layup from 1 ft,,16,21
51,1,4:31.0,,Defensive rebound by M. Turner,16,21
52,1,4:18.0,,L. Stephenson makes 2-pt dunk at rim (assist by D. Collison),16,23
