,QUARTER,TIME_REMAINING,UTAH_ACTION,OKLAHOMA CITY_ACTION,UTAH_SCORE,OKLAHOMA CITY_SCORE
163,2,3:08.0,J. Ingles misses 3-pt jump shot from 24 ft,,29,46
164,2,3:05.0,,Defensive rebound by S. Adams,29,46
165,2,2:59.0,,R. Westbrook misses 2-pt jump shot from 18 ft,29,46
166,2,2:58.0,,Offensive rebound by S. Adams,29,46
167,2,2:58.0,,S. Adams misses 2-pt dunk at rim,29,46
168,2,2:54.0,Defensive rebound by J. Ingles,,29,46
169,2,2:46.0,T. Sefolosha misses 3-pt jump shot from 24 ft,,29,46
170,2,2:46.0,,Defensive rebound by R. Westbrook,29,46
171,2,2:46.0,,Oklahoma City full timeout,29,46
172,2,2:46.0,,P. George enters the game for J. Huestis,29,46
173,2,2:46.0,J. Jerebko enters the game for J. Johnson,,29,46
174,2,2:46.0,R. Hood enters the game for A. Burks,,29,46
175,2,2:35.0,,S. Adams makes 2-pt dunk at rim (assist by R. Westbrook),29,48
176,2,2:15.0,Shooting foul by C. Anthony (drawn by R. Hood),,29,48
177,2,2:15.0,R. Hood makes free throw 1 of 2,,30,48
178,2,2:15.0,R. Hood makes free throw 2 of 2,,31,48
179,2,2:04.0,,C. Anthony misses 3-pt jump shot from 25 ft,31,48
180,2,2:01.0,,Offensive rebound by R. Westbrook,31,48
181,2,1:57.0,,C. Anthony makes 2-pt layup from 2 ft (assist by R. Westbrook),31,50
182,2,1:35.0,D. Favors makes 2-pt dunk at rim (assist by J. Ingles),,33,50
183,2,1:14.0,,C. Anthony misses 2-pt jump shot from 16 ft,33,50
184,2,1:13.0,,Offensive rebound by Team,33,50
185,2,1:13.0,Loose ball foul by J. Jerebko (drawn by S. Adams),,33,50
186,2,1:08.0,,P. George misses 3-pt jump shot from 25 ft,33,50
187,2,1:05.0,Defensive rebound by J. Jerebko,,33,50
188,2,0:48.0,T. Sefolosha makes 2-pt layup from 1 ft,,35,50
189,2,0:39.0,,Personal foul by J. Ingles (drawn by P. George),35,50
190,2,0:39.0,Technical foul by Team,,35,50
191,2,0:39.0,,P. George makes technical free throw,35,51
192,2,0:39.0,,P. George makes free throw 2 of 2,35,52
193,2,0:39.0,,P. George makes free throw 1 of 2,35,53
194,2,0:32.0,Personal foul by P. George (drawn by J. Ingles),,35,53
195,2,0:23.0,T. Sefolosha makes 2-pt layup from 1 ft (assist by J. Ingles),,37,53
196,2,0:02.0,,C. Anthony misses 3-pt jump shot from 26 ft,37,53
197,2,0:02.0,,Offensive rebound by R. Westbrook,37,53
198,3,11:42.0,R. Hood misses 2-pt hook shot from 5 ft,,37,53
199,3,11:39.0,,Defensive rebound by A. Roberson,37,53
200,3,11:22.0,,C. Anthony makes 3-pt jump shot from 24 ft,37,56
201,3,11:06.0,D. Favors makes 2-pt layup at rim (assist by J. Ingles),,39,56
202,3,10:39.0,,S. Adams misses 2-pt jump shot from 17 ft,39,56
203,3,10:37.0,,Offensive rebound by R. Westbrook,39,56
204,3,10:37.0,,R. Westbrook misses 2-pt layup from 1 ft,39,56
205,3,10:35.0,,Offensive rebound by R. Westbrook,39,56
206,3,10:33.0,,R. Westbrook makes 2-pt layup at rim,39,58
207,3,10:07.0,R. Hood makes 3-pt jump shot from 22 ft (assist by J. Johnson),,42,58
208,3,9:48.0,,P. George misses 2-pt jump shot from 18 ft,42,58
209,3,9:45.0,Defensive rebound by J. Johnson,,42,58
210,3,9:33.0,J. Johnson misses 2-pt jump shot from 5 ft,,42,58
211,3,9:23.0,,Defensive rebound by P. George,42,58
212,3,9:23.0,,P. George misses 2-pt jump shot from 11 ft,42,58
213,3,9:20.0,Defensive rebound by J. Ingles,,42,58
214,3,9:16.0,R. Rubio misses 3-pt jump shot from 22 ft,,42,58
215,3,9:10.0,,Defensive rebound by S. Adams,42,58
216,3,9:01.0,,P. George makes 2-pt jump shot from 13 ft,42,60
217,3,8:46.0,Personal block foul by P. George (drawn by J. Ingles),,42,60
218,3,8:32.0,Shooting foul by A. Roberson (drawn by R. Hood),,42,60
219,3,8:32.0,R. Hood makes free throw 1 of 3,,43,60
220,3,8:32.0,R. Hood makes free throw 2 of 3,,44,60
221,3,8:32.0,R. Hood misses free throw 3 of 3,,44,60
222,3,8:30.0,,Defensive rebound by R. Westbrook,44,60
223,3,8:19.0,,P. George makes 2-pt dunk at rim,44,62
224,3,8:05.0,J. Johnson misses 3-pt jump shot from 23 ft,,44,62
225,3,8:03.0,,Defensive rebound by R. Westbrook,44,62
226,3,7:59.0,,Shooting block foul by J. Ingles (drawn by C. Anthony),44,62
227,3,7:59.0,,C. Anthony makes free throw 1 of 3,44,63
228,3,7:59.0,,C. Anthony makes free throw 2 of 3,44,64
229,3,7:59.0,,C. Anthony makes free throw 3 of 3,44,65
230,3,7:41.0,J. Ingles misses 3-pt jump shot from 25 ft,,44,65
231,3,7:37.0,Offensive rebound by Team,,44,65
232,3,7:37.0,J. Jerebko enters the game for J. Johnson,,44,65
233,3,7:31.0,R. Rubio misses 2-pt jump shot from 15 ft,,44,65
234,3,7:29.0,,Defensive rebound by C. Anthony,44,65
235,3,7:20.0,,A. Roberson makes 2-pt layup at rim (assist by C. Anthony),44,67
236,3,7:03.0,D. Favors misses 2-pt jump shot from 21 ft,,44,67
237,3,7:00.0,,Defensive rebound by R. Westbrook,44,67
238,3,6:48.0,,C. Anthony makes 3-pt jump shot from 25 ft (assist by A. Roberson),44,70
239,3,6:25.0,Turnover by R. Hood (bad pass; steal by A. Roberson),,44,70
240,3,6:24.0,,Personal take foul by R. Hood (drawn by R. Westbrook),44,70
241,3,6:24.0,,Oklahoma City full timeout,44,70
242,3,6:24.0,A. Burks enters the game for J. Ingles,,44,70
243,3,6:24.0,T. Sefolosha enters the game for R. Rubio,,44,70
244,3,6:18.0,,Shooting foul by D. Favors (drawn by P. George),44,70
245,3,6:18.0,,P. George makes free throw 1 of 2,44,71
246,3,6:18.0,,P. George misses free throw 2 of 2,44,71
247,3,6:14.0,,Offensive rebound by S. Adams,44,71
248,3,6:13.0,,P. George makes 3-pt jump shot from 25 ft (assist by S. Adams),44,74
249,3,5:51.0,T. Sefolosha misses 2-pt jump shot from 11 ft (block by A. Roberson),,44,74
250,3,5:49.0,,Defensive rebound by C. Anthony,44,74
251,3,5:45.0,,Shooting foul by J. Jerebko (drawn by C. Anthony),44,74
252,3,5:45.0,,C. Anthony misses free throw 1 of 3,44,74
253,3,5:45.0,,Offensive rebound by Team,44,74
254,3,5:45.0,,C. Anthony misses free throw 2 of 3,44,74
255,3,5:45.0,,Offensive rebound by Team,44,74
256,3,5:45.0,,C. Anthony makes free throw 3 of 3,44,75
257,3,5:28.0,R. Hood misses 3-pt jump shot from 25 ft,,44,75
258,3,5:25.0,Offensive rebound by A. Burks,,44,75
259,3,5:22.0,Shooting foul by C. Anthony (drawn by A. Burks),,44,75
260,3,5:22.0,A. Burks makes free throw 1 of 2,,45,75
261,3,5:22.0,E. Udoh enters the game for D. Favors,,45,75
262,3,5:22.0,A. Burks makes free throw 2 of 2,,46,75
263,3,5:13.0,,A. Roberson makes 2-pt dunk at rim (assist by R. Westbrook),46,77
264,3,4:56.0,Personal foul by A. Roberson (drawn by R. Hood),,46,77
265,3,4:56.0,,J. Huestis enters the game for P. George,46,77
266,3,4:48.0,J. Jerebko misses 3-pt jump shot from 25 ft,,46,77
267,3,4:45.0,,Defensive rebound by A. Roberson,46,77
268,3,4:37.0,,S. Adams makes 2-pt layup at rim (assist by R. Westbrook),46,79
269,3,4:29.0,A. Burks misses 2-pt jump shot from 7 ft,,46,79
270,3,4:27.0,,Defensive rebound by S. Adams,46,79
271,3,4:08.0,,C. Anthony misses 2-pt jump shot from 6 ft (block by T. Sefolosha),46,79
272,3,4:04.0,Defensive rebound by J. Jerebko,,46,79
273,3,4:01.0,R. Hood makes 2-pt dunk from 1 ft (assist by A. Burks),,48,79
274,3,3:42.0,,J. Huestis misses 2-pt jump shot from 22 ft,48,79
275,3,3:38.0,Defensive rebound by J. Jerebko,,48,79
276,3,3:21.0,J. Jerebko misses 3-pt jump shot from 24 ft,,48,79
277,3,3:18.0,,Defensive rebound by C. Anthony,48,79
278,3,3:06.0,,Personal foul by E. Udoh (drawn by S. Adams),48,79
279,3,3:06.0,,S. Adams makes free throw 1 of 2,48,80
280,3,3:06.0,,Á. Abrines enters the game for A. Roberson,48,80
281,3,3:06.0,R. O'Neale enters the game for R. Hood,,48,80
282,3,3:06.0,,S. Adams makes free throw 2 of 2,48,81
283,3,3:01.0,Utah full timeout,,48,81
284,3,3:01.0,,J. Grant enters the game for S. Adams,48,81
285,3,2:58.0,Personal foul by J. Huestis (drawn by E. Udoh),,48,81
286,3,2:58.0,E. Udoh makes free throw 1 of 2,,49,81
287,3,2:58.0,E. Udoh makes free throw 2 of 2,,50,81
288,3,2:47.0,,Shooting foul by J. Jerebko (drawn by R. Westbrook),50,81
289,3,2:47.0,,R. Westbrook makes free throw 1 of 2,50,82
290,3,2:47.0,,R. Westbrook makes free throw 2 of 2,50,83
291,3,2:31.0,T. Sefolosha makes 2-pt jump shot from 23 ft (assist by R. O'Neale),,52,83
292,3,2:16.0,,Á. Abrines misses 3-pt jump shot from 25 ft,52,83
293,3,2:12.0,Defensive rebound by J. Jerebko,,52,83
294,3,2:07.0,Shooting block foul by J. Grant (drawn by E. Udoh),,52,83
295,3,2:07.0,E. Udoh misses free throw 1 of 2,,52,83
296,3,2:07.0,Offensive rebound by Team,,52,83
297,3,2:07.0,,R. Felton enters the game for R. Westbrook,52,83
298,3,2:07.0,,P. Patterson enters the game for C. Anthony,52,83
299,3,2:07.0,E. Udoh misses free throw 2 of 2,,52,83
300,3,2:03.0,Offensive rebound by J. Jerebko,,52,83
301,3,1:59.0,A. Burks misses 2-pt jump shot from 5 ft,,52,83
302,3,1:55.0,,Defensive rebound by J. Huestis,52,83
303,3,1:51.0,,Turnover by J. Huestis (bad pass; steal by A. Burks),52,83
304,3,1:50.0,Shooting foul by J. Huestis (drawn by A. Burks),,52,83
305,3,1:50.0,A. Burks makes free throw 1 of 2,,53,83
306,3,1:50.0,A. Burks makes free throw 2 of 2,,54,83
307,3,1:36.0,,Á. Abrines misses 3-pt jump shot from 25 ft,54,83
308,3,1:33.0,Defensive rebound by A. Burks,,54,83
309,3,1:29.0,Shooting foul by J. Huestis (drawn by A. Burks),,54,83
310,3,1:29.0,A. Burks misses free throw 1 of 2,,54,83
311,3,1:29.0,Offensive rebound by Team,,54,83
312,3,1:29.0,,P. George enters the game for J. Huestis,54,83
313,3,1:29.0,A. Burks makes free throw 2 of 2,,55,83
314,3,1:14.0,,P. George misses 3-pt jump shot from 24 ft,55,83
315,3,1:11.0,Defensive rebound by A. Burks,,55,83
316,3,1:00.0,A. Burks makes 2-pt layup from 1 ft,,57,83
317,3,0:44.0,,Shooting foul by R. O'Neale (drawn by P. George),57,83
318,3,0:44.0,,P. George makes free throw 1 of 2,57,84
319,3,0:44.0,,P. George makes free throw 2 of 2,57,85
320,3,0:26.0,J. Jerebko misses 3-pt jump shot from 23 ft,,57,85
321,3,0:24.0,,Defensive rebound by P. George,57,85
322,3,0:04.0,,J. Grant makes 2-pt dunk from 1 ft (assist by P. George),57,87
323,3,0:00.0,A. Burks makes 3-pt jump shot from 33 ft,,60,87
324,4,11:43.0,,J. Grant makes 2-pt dunk from 1 ft (assist by R. Felton),60,89
325,4,11:24.0,Turnover by R. Rubio (bad pass; steal by Á. Abrines),,60,89
326,4,11:17.0,,R. Felton misses 2-pt layup at rim,60,89
327,4,11:14.0,Defensive rebound by E. Udoh,,60,89
328,4,11:11.0,Shooting foul by P. George (drawn by R. O'Neale),,60,89
329,4,11:11.0,R. O'Neale makes free throw 1 of 2,,61,89
330,4,11:11.0,R. O'Neale makes free throw 2 of 2,,62,89
331,4,11:00.0,,R. Felton misses 2-pt jump shot from 17 ft,62,89
332,4,10:57.0,Defensive rebound by J. Jerebko,,62,89
333,4,10:42.0,R. Hood misses 2-pt jump shot from 8 ft,,62,89
334,4,10:40.0,,Defensive rebound by P. Patterson,62,89
335,4,10:28.0,,P. George makes 2-pt layup from 1 ft,62,91
336,4,10:09.0,Turnover by R. O'Neale (bad pass; steal by R. Felton),,62,91
337,4,10:04.0,,P. Patterson misses 3-pt jump shot from 25 ft,62,91
338,4,10:02.0,,Offensive rebound by J. Grant,62,91
339,4,10:02.0,,J. Grant makes 2-pt dunk at rim,62,93
340,4,9:59.0,Utah full timeout,,62,93
341,4,9:43.0,R. Hood makes 3-pt jump shot from 26 ft,,65,93
342,4,9:28.0,,Offensive foul by J. Grant (drawn by R. O'Neale),65,93
343,4,9:28.0,,Turnover by J. Grant (offensive foul),65,93
344,4,9:14.0,R. Hood misses 2-pt jump shot from 5 ft,,65,93
345,4,9:12.0,,Defensive rebound by P. Patterson,65,93
346,4,8:56.0,,R. Felton misses 3-pt jump shot from 23 ft,65,93
347,4,8:53.0,Defensive rebound by R. O'Neale,,65,93
348,4,8:42.0,R. O'Neale misses 2-pt layup from 3 ft,,65,93
349,4,8:39.0,Offensive rebound by R. O'Neale,,65,93
350,4,8:33.0,Turnover by R. Hood (bad pass; steal by P. Patterson),,65,93
351,4,8:24.0,,Turnover by P. Patterson (bad pass; steal by R. Rubio),65,93
352,4,8:11.0,J. Jerebko misses 3-pt jump shot from 25 ft,,65,93
353,4,8:08.0,,Defensive rebound by P. Patterson,65,93
354,4,8:02.0,,Oklahoma City full timeout,65,93
355,4,8:02.0,A. Burks enters the game for J. Jerebko,,65,93
356,4,8:02.0,T. Sefolosha enters the game for R. Hood,,65,93
357,4,8:02.0,N. Wolters enters the game for R. Rubio,,65,93
358,4,7:52.0,,P. Patterson misses 3-pt jump shot from 24 ft,65,93
359,4,7:49.0,Defensive rebound by A. Burks,,65,93
360,4,7:33.0,T. Sefolosha misses 3-pt jump shot from 23 ft (block by P. George),,65,93
361,4,7:32.0,Offensive rebound by Team,,65,93
362,4,7:32.0,,J. Huestis enters the game for P. George,65,93
363,4,7:30.0,Shooting foul by J. Grant (drawn by R. O'Neale),,65,93
364,4,7:30.0,R. O'Neale misses free throw 1 of 2,,65,93
365,4,7:30.0,Offensive rebound by Team,,65,93
366,4,7:30.0,R. O'Neale makes free throw 2 of 2,,66,93
367,4,7:13.0,,Á. Abrines misses 2-pt layup from 1 ft (block by E. Udoh),66,93
368,4,7:13.0,Defensive rebound by Team,,66,93
369,4,6:59.0,Turnover by R. O'Neale (lost ball; steal by J. Grant),,66,93
370,4,6:59.0,Loose ball foul by R. O'Neale (drawn by J. Grant),,66,93
371,4,6:59.0,T. Bradley enters the game for E. Udoh,,66,93
372,4,6:46.0,,J. Grant misses 3-pt jump shot from 24 ft,66,93
373,4,6:43.0,Defensive rebound by A. Burks,,66,93
374,4,6:34.0,R. O'Neale misses 3-pt jump shot from 25 ft,,66,93
375,4,6:31.0,Offensive rebound by R. O'Neale,,66,93
376,4,6:18.0,T. Sefolosha misses 2-pt layup from 2 ft,,66,93
377,4,6:16.0,,Defensive rebound by Á. Abrines,66,93
378,4,6:11.0,,P. Patterson makes 3-pt jump shot from 22 ft (assist by Á. Abrines),66,96
379,4,5:57.0,Shooting foul by P. Patterson (drawn by A. Burks),,66,96
380,4,5:57.0,A. Burks makes free throw 1 of 2,,67,96
381,4,5:57.0,,T. Ferguson enters the game for Á. Abrines,67,96
382,4,5:57.0,,N. Collison enters the game for J. Grant,67,96
383,4,5:57.0,A. Burks makes free throw 2 of 2,,68,96
384,4,5:42.0,,P. Patterson misses 2-pt layup at rim,68,96
385,4,5:39.0,Defensive rebound by T. Bradley,,68,96
386,4,5:29.0,N. Wolters misses 2-pt jump shot from 21 ft,,68,96
387,4,5:27.0,,Defensive rebound by R. Felton,68,96
388,4,5:19.0,,N. Collison makes 2-pt jump shot from 4 ft (assist by R. Felton),68,98
