,QUARTER,TIME_REMAINING,HOUSTON_ACTION,BOSTON_ACTION,HOUSTON_SCORE,BOSTON_SCORE
73,1,3:19.0,,Turnover by M. Morris (offensive foul),27,10
74,1,3:11.0,J. Harden misses 2-pt layup from 3 ft (block by T. Rozier),,27,10
75,1,3:11.0,Offensive rebound by Team,,27,10
76,1,3:11.0,,S. Larkin enters the game for K. Irving,27,10
77,1,3:11.0,,M. Smart enters the game for A. Nader,27,10
78,1,3:06.0,J. Harden misses 3-pt jump shot from 23 ft,,27,10
79,1,3:05.0,,Defensive rebound by T. Rozier,27,10
80,1,3:00.0,,T. Rozier misses 2-pt layup at rim,27,10
81,1,3:00.0,Defensive rebound by B. Weber,,27,10
82,1,2:53.0,J. Harden misses 2-pt layup from 3 ft (block by M. Morris),,27,10
83,1,2:52.0,,Defensive rebound by M. Smart,27,10
84,1,2:48.0,,T. Rozier makes 2-pt layup from 1 ft (assist by M. Smart),27,12
85,1,2:28.0,Personal foul by M. Morris (drawn by J. Harden),,27,12
86,1,2:28.0,Houston full timeout,,27,12
87,1,2:20.0,Def 3 sec tech foul by D. Theis,,27,12
88,1,2:20.0,J. Harden makes technical free throw,,28,12
89,1,2:08.0,G. Green misses 3-pt jump shot from 25 ft,,28,12
90,1,2:04.0,,Defensive rebound by M. Smart,28,12
91,1,1:48.0,,T. Rozier misses 3-pt jump shot from 26 ft,28,12
92,1,1:46.0,Defensive rebound by J. Harden,,28,12
93,1,1:37.0,G. Green misses 2-pt layup at rim,,28,12
94,1,1:36.0,,Defensive rebound by D. Theis,28,12
95,1,1:23.0,,M. Morris misses 2-pt jump shot from 11 ft,28,12
96,1,1:23.0,Defensive rebound by P. Tucker,,28,12
97,1,1:05.0,J. Harden makes 3-pt jump shot from 27 ft,,31,12
98,1,0:44.0,,M. Morris misses 3-pt jump shot from 24 ft,31,12
99,1,0:41.0,Defensive rebound by Team,,31,12
100,1,0:41.0,E. Gordon enters the game for B. Weber,,31,12
101,1,0:32.0,E. Gordon misses 2-pt layup from 2 ft,,31,12
102,1,0:31.0,Offensive rebound by T. Black,,31,12
103,1,0:31.0,Shooting foul by T. Rozier (drawn by T. Black),,31,12
104,1,0:31.0,T. Black misses free throw 1 of 2,,31,12
105,1,0:31.0,Offensive rebound by Team,,31,12
106,1,0:31.0,T. Black makes free throw 2 of 2,,32,12
107,1,0:15.0,,D. Theis misses 2-pt jump shot from 7 ft,32,12
108,1,0:11.0,Defensive rebound by P. Tucker,,32,12
109,1,0:01.0,Turnover by J. Harden (out of bounds lost ball),,32,12
110,1,0:01.0,,M. Morris misses 3-pt jump shot from 59 ft,32,12
111,1,0:01.0,,Offensive rebound by Team,32,12
112,2,11:50.0,,S. Larkin makes 2-pt layup from 1 ft,32,14
113,2,11:31.0,Turnover by T. Black (out of bounds lost ball),,32,14
114,2,11:16.0,,Shooting foul by G. Green (drawn by J. Tatum),32,14
115,2,11:16.0,,J. Tatum misses free throw 1 of 2,32,14
116,2,11:16.0,,Offensive rebound by Team,32,14
117,2,11:16.0,T. Ariza enters the game for G. Green,,32,14
118,2,11:16.0,R. Anderson enters the game for T. Black,,32,14
119,2,11:16.0,,J. Tatum makes free throw 2 of 2,32,15
120,2,11:04.0,E. Gordon misses 3-pt jump shot from 28 ft,,32,15
121,2,11:00.0,,Defensive rebound by M. Morris,32,15
122,2,10:46.0,,A. Horford misses 2-pt hook shot from 3 ft,32,15
123,2,10:44.0,Defensive rebound by R. Anderson,,32,15
124,2,10:21.0,E. Gordon makes 2-pt layup from 1 ft,,34,15
125,2,10:07.0,,M. Smart misses 2-pt jump shot from 8 ft,34,15
126,2,10:04.0,Defensive rebound by R. Anderson,,34,15
127,2,9:54.0,E. Gordon makes 2-pt layup from 4 ft,,36,15
128,2,9:26.0,,M. Morris misses 2-pt layup from 2 ft,36,15
129,2,9:24.0,Defensive rebound by B. Weber,,36,15
130,2,9:22.0,E. Gordon makes 3-pt jump shot from 27 ft (assist by B. Weber),,39,15
131,2,9:21.0,,Boston full timeout,39,15
132,2,9:21.0,,K. Irving enters the game for M. Smart,39,15
133,2,9:01.0,,S. Larkin misses 3-pt jump shot from 24 ft,39,15
134,2,8:59.0,Defensive rebound by P. Tucker,,39,15
135,2,8:46.0,R. Anderson makes 2-pt jump shot from 16 ft,,41,15
136,2,8:29.0,Offensive charge foul by M. Morris (drawn by P. Tucker),,41,15
137,2,8:29.0,,Turnover by M. Morris (offensive foul),41,15
138,2,8:29.0,,A. Nader enters the game for M. Morris,41,15
139,2,8:14.0,Turnover by P. Tucker (out of bounds lost ball),,41,15
140,2,8:06.0,,K. Irving makes 2-pt layup from 8 ft,41,17
141,2,7:52.0,P. Tucker misses 3-pt jump shot from 26 ft,,41,17
142,2,7:47.0,,Defensive rebound by A. Nader,41,17
143,2,7:45.0,,Personal foul by P. Tucker (drawn by A. Horford),41,17
144,2,7:39.0,,K. Irving makes 2-pt layup from 2 ft (assist by A. Horford),41,19
145,2,7:26.0,T. Ariza makes 3-pt jump shot from 25 ft (assist by R. Anderson),,44,19
146,2,7:09.0,,J. Tatum makes 2-pt layup from 2 ft (assist by K. Irving),44,21
147,2,6:52.0,E. Gordon makes 2-pt jump shot from 14 ft,,46,21
148,2,6:29.0,,A. Nader makes 3-pt jump shot from 23 ft (assist by S. Larkin),46,24
149,2,6:09.0,E. Gordon misses 3-pt jump shot from 25 ft,,46,24
150,2,6:09.0,,Defensive rebound by S. Larkin,46,24
151,2,5:59.0,,A. Horford misses 2-pt jump shot from 3 ft,46,24
152,2,5:57.0,Defensive rebound by P. Tucker,,46,24
153,2,5:51.0,E. Gordon misses 3-pt jump shot from 28 ft,,46,24
154,2,5:47.0,Offensive rebound by B. Weber,,46,24
155,2,5:47.0,Personal foul by S. Larkin (drawn by B. Weber),,46,24
156,2,5:47.0,J. Harden enters the game for B. Weber,,46,24
157,2,5:32.0,E. Gordon makes 3-pt jump shot from 23 ft (assist by J. Harden),,49,24
158,2,5:13.0,,Shooting foul by J. Harden (drawn by J. Tatum),49,24
159,2,5:13.0,,J. Tatum makes free throw 1 of 2,49,25
160,2,5:13.0,N. Hilário enters the game for P. Tucker,,49,25
161,2,5:13.0,,J. Tatum misses free throw 2 of 2,49,25
162,2,5:11.0,Defensive rebound by R. Anderson,,49,25
163,2,4:57.0,R. Anderson misses 3-pt jump shot from 26 ft,,49,25
164,2,4:55.0,,Defensive rebound by A. Horford,49,25
165,2,4:48.0,,K. Irving makes 3-pt jump shot from 25 ft (assist by A. Horford),49,28
166,2,4:30.0,T. Ariza makes 3-pt jump shot from 24 ft (assist by J. Harden),,52,28
167,2,4:30.0,Shooting foul by A. Nader (drawn by T. Ariza),,52,28
168,2,4:30.0,T. Ariza misses free throw 1 of 1,,52,28
169,2,4:28.0,,Defensive rebound by A. Nader,52,28
170,2,4:21.0,,K. Irving makes 2-pt layup at rim,52,30
171,2,4:14.0,T. Ariza misses 3-pt jump shot from 27 ft,,52,30
172,2,4:11.0,,Defensive rebound by J. Tatum,52,30
173,2,3:59.0,,Shooting foul by N. Hilário (drawn by J. Tatum),52,30
174,2,3:59.0,,J. Tatum makes free throw 1 of 2,52,31
175,2,3:59.0,,J. Bird enters the game for S. Larkin,52,31
176,2,3:59.0,,J. Tatum makes free throw 2 of 2,52,32
177,2,3:38.0,Shooting foul by J. Bird (drawn by J. Harden),,52,32
178,2,3:38.0,J. Harden makes free throw 1 of 2,,53,32
179,2,3:38.0,J. Harden makes free throw 2 of 2,,54,32
180,2,3:18.0,,Turnover by K. Irving (lost ball; steal by J. Harden),54,32
181,2,3:13.0,J. Harden makes 3-pt jump shot from 27 ft,,57,32
182,2,2:57.0,,Personal foul by T. Ariza (drawn by J. Tatum),57,32
183,2,2:57.0,Houston full timeout,,57,32
184,2,2:57.0,,M. Smart enters the game for J. Bird,57,32
185,2,2:57.0,,J. Tatum makes free throw 1 of 2,57,33
186,2,2:57.0,,J. Tatum makes free throw 2 of 2,57,34
187,2,2:38.0,N. Hilário misses 2-pt layup from 2 ft,,57,34
188,2,2:36.0,,Defensive rebound by A. Horford,57,34
189,2,2:34.0,,Turnover by A. Horford (bad pass),57,34
190,2,2:20.0,R. Anderson misses 3-pt jump shot from 27 ft,,57,34
191,2,2:17.0,,Defensive rebound by A. Nader,57,34
192,2,2:07.0,,Turnover by K. Irving (bad pass; steal by J. Harden),57,34
193,2,2:02.0,T. Ariza makes 3-pt jump shot from 22 ft (assist by J. Harden),,60,34
194,2,1:44.0,,J. Tatum misses 3-pt jump shot from 23 ft,60,34
195,2,1:42.0,Defensive rebound by E. Gordon,,60,34
196,2,1:31.0,Turnover by J. Harden (lost ball; steal by M. Smart),,60,34
197,2,1:25.0,,M. Smart makes 2-pt layup at rim,60,36
198,2,1:08.0,Turnover by R. Anderson (step out of bounds),,60,36
199,2,0:53.0,,A. Horford misses 3-pt jump shot from 24 ft,60,36
200,2,0:50.0,,Offensive rebound by A. Nader,60,36
201,2,0:50.0,,A. Nader makes 2-pt layup from 1 ft,60,38
202,2,0:41.0,E. Gordon misses 3-pt jump shot from 27 ft (block by A. Nader),,60,38
203,2,0:38.0,,Defensive rebound by A. Horford,60,38
204,2,0:29.0,,J. Tatum misses 2-pt layup from 2 ft,60,38
205,2,0:27.0,Defensive rebound by N. Hilário,,60,38
206,2,0:09.0,Shooting foul by K. Irving (drawn by J. Harden),,60,38
207,2,0:09.0,J. Harden makes free throw 1 of 2,,61,38
208,2,0:09.0,P. Tucker enters the game for R. Anderson,,61,38
209,2,0:09.0,J. Harden makes free throw 2 of 2,,62,38
210,2,0:01.0,,K. Irving misses 2-pt layup from 2 ft,62,38
211,2,0:01.0,Defensive rebound by T. Ariza,,62,38
212,3,11:50.0,,Personal foul by R. Anderson (drawn by A. Horford),62,38
213,3,11:43.0,,A. Horford misses 3-pt jump shot from 25 ft,62,38
214,3,11:41.0,Defensive rebound by R. Anderson,,62,38
215,3,11:17.0,J. Harden misses 3-pt jump shot from 27 ft,,62,38
216,3,11:13.0,,Defensive rebound by M. Smart,62,38
217,3,11:08.0,,A. Nader misses 3-pt jump shot from 26 ft,62,38
218,3,11:05.0,Defensive rebound by E. Gordon,,62,38
219,3,10:50.0,N. Hilário makes 2-pt dunk at rim (assist by J. Harden),,64,38
220,3,10:33.0,,A. Nader misses 2-pt layup from 6 ft,64,38
221,3,10:29.0,,Offensive rebound by A. Nader,64,38
222,3,10:29.0,,A. Nader misses 2-pt layup at rim,64,38
223,3,10:27.0,,Offensive rebound by A. Nader,64,38
224,3,10:24.0,,A. Horford makes 2-pt layup from 1 ft (assist by M. Smart),64,40
225,3,10:00.0,J. Harden misses 2-pt layup from 1 ft,,64,40
226,3,9:57.0,,Defensive rebound by J. Tatum,64,40
227,3,9:54.0,,M. Smart misses 3-pt jump shot from 25 ft,64,40
228,3,9:53.0,,Offensive rebound by K. Irving,64,40
229,3,9:51.0,,K. Irving makes 2-pt jump shot from 8 ft,64,42
230,3,9:34.0,Turnover by R. Anderson (lost ball; steal by J. Tatum),,64,42
231,3,9:34.0,,Personal foul by E. Gordon (drawn by J. Tatum),64,42
232,3,9:25.0,,Personal foul by N. Hilário (drawn by K. Irving),64,42
233,3,9:25.0,T. Black enters the game for N. Hilário,,64,42
234,3,9:10.0,,Turnover by Team (shot clock),64,42
235,3,9:01.0,J. Harden makes 3-pt jump shot from 24 ft (assist by T. Black),,67,42
236,3,8:36.0,,M. Smart misses 3-pt jump shot from 26 ft,67,42
237,3,8:31.0,Defensive rebound by J. Harden,,67,42
238,3,8:27.0,Turnover by J. Harden (bad pass; steal by M. Smart),,67,42
239,3,8:23.0,,J. Tatum misses 3-pt jump shot from 26 ft,67,42
240,3,8:20.0,Defensive rebound by R. Anderson,,67,42
241,3,8:12.0,Loose ball foul by T. Black (drawn by J. Tatum),,67,42
242,3,8:12.0,Turnover by T. Black (turnover),,67,42
243,3,7:52.0,,M. Smart makes 2-pt dunk from 1 ft (assist by A. Horford),67,44
244,3,7:40.0,E. Gordon makes 2-pt layup from 2 ft (assist by J. Harden),,69,44
245,3,7:26.0,,Shooting foul by J. Harden (drawn by K. Irving),69,44
246,3,7:26.0,,K. Irving makes free throw 1 of 2,69,45
247,3,7:26.0,,K. Irving makes free throw 2 of 2,69,46
248,3,7:09.0,E. Gordon misses 3-pt jump shot from 29 ft,,69,46
249,3,7:05.0,,Defensive rebound by J. Tatum,69,46
250,3,6:52.0,,A. Horford misses 2-pt hook shot from 8 ft,69,46
251,3,6:50.0,Defensive rebound by T. Ariza,,69,46
252,3,6:39.0,J. Harden misses 2-pt layup from 2 ft,,69,46
253,3,6:39.0,Offensive rebound by T. Black,,69,46
254,3,6:39.0,Shooting foul by K. Irving (drawn by T. Black),,69,46
255,3,6:39.0,,Boston full timeout,69,46
256,3,6:39.0,T. Black misses free throw 1 of 2,,69,46
257,3,6:39.0,Offensive rebound by Team,,69,46
258,3,6:39.0,T. Black misses free throw 2 of 2,,69,46
259,3,6:36.0,,Defensive rebound by J. Tatum,69,46
260,3,6:20.0,,A. Nader misses 3-pt jump shot from 23 ft,69,46
261,3,6:16.0,Defensive rebound by T. Black,,69,46
262,3,6:04.0,Turnover by J. Harden (lost ball; steal by J. Tatum),,69,46
263,3,6:00.0,,J. Tatum makes 2-pt layup from 1 ft,69,48
264,3,5:43.0,T. Black makes 2-pt dunk at rim (assist by E. Gordon),,71,48
265,3,5:24.0,,M. Smart misses 2-pt jump shot from 6 ft,71,48
266,3,5:23.0,,Offensive rebound by K. Irving,71,48
267,3,5:22.0,,Turnover by A. Nader (step out of bounds),71,48
268,3,5:22.0,,A. Baynes enters the game for A. Nader,71,48
269,3,5:22.0,,M. Morris enters the game for A. Horford,71,48
270,3,5:22.0,B. Weber enters the game for E. Gordon,,71,48
271,3,5:22.0,P. Tucker enters the game for R. Anderson,,71,48
272,3,5:10.0,Turnover by J. Harden (bad pass; steal by K. Irving),,71,48
273,3,5:06.0,,K. Irving makes 2-pt layup from 1 ft,71,50
274,3,4:48.0,J. Harden misses 2-pt layup from 3 ft (block by M. Smart),,71,50
275,3,4:45.0,,Defensive rebound by M. Morris,71,50
276,3,4:43.0,,Shooting foul by P. Tucker (drawn by J. Tatum),71,50
277,3,4:43.0,,J. Tatum makes free throw 1 of 3,71,51
278,3,4:43.0,,J. Tatum makes free throw 2 of 3,71,52
279,3,4:43.0,,J. Tatum makes free throw 3 of 3,71,53
280,3,4:21.0,B. Weber misses 2-pt layup from 5 ft (block by M. Smart),,71,53
281,3,4:21.0,Offensive rebound by Team,,71,53
282,3,4:17.0,T. Black misses 3-pt jump shot from 26 ft,,71,53
283,3,4:17.0,Offensive rebound by Team,,71,53
284,3,4:17.0,Turnover by Team (shot clock),,71,53
285,3,4:05.0,,K. Irving misses 3-pt jump shot from 26 ft,71,53
286,3,4:02.0,Defensive rebound by P. Tucker,,71,53
287,3,3:56.0,J. Harden misses 2-pt layup from 2 ft,,71,53
288,3,3:53.0,,Defensive rebound by A. Baynes,71,53
289,3,3:50.0,,Personal foul by T. Black (drawn by K. Irving),71,53
290,3,3:50.0,,K. Irving makes free throw 1 of 2,71,54
291,3,3:50.0,E. Gordon enters the game for T. Ariza,,71,54
292,3,3:50.0,G. Green enters the game for T. Black,,71,54
293,3,3:50.0,R. Anderson enters the game for B. Weber,,71,54
294,3,3:50.0,,K. Irving makes free throw 2 of 2,71,55
295,3,3:36.0,J. Harden misses 3-pt jump shot from 30 ft,,71,55
296,3,3:32.0,,Defensive rebound by M. Smart,71,55
297,3,3:24.0,,M. Morris makes 3-pt jump shot from 26 ft (assist by K. Irving),71,58
298,3,3:23.0,Houston full timeout,,71,58
299,3,3:13.0,Turnover by E. Gordon (lost ball; steal by K. Irving),,71,58
300,3,3:09.0,,M. Smart makes 2-pt layup from 1 ft (assist by K. Irving),71,60
301,3,2:54.0,Shooting foul by M. Smart (drawn by J. Harden),,71,60
302,3,2:54.0,J. Harden makes free throw 1 of 2,,72,60
303,3,2:54.0,,T. Rozier enters the game for J. Tatum,72,60
304,3,2:54.0,J. Harden makes free throw 2 of 2,,73,60
305,3,2:36.0,,M. Morris makes 2-pt jump shot from 10 ft (assist by K. Irving),73,62
306,3,2:20.0,J. Harden misses 2-pt layup from 1 ft (block by M. Smart),,73,62
307,3,2:20.0,,Defensive rebound by K. Irving,73,62
308,3,2:17.0,,Shooting foul by R. Anderson (drawn by K. Irving),73,62
309,3,2:17.0,,K. Irving makes free throw 1 of 2,73,63
310,3,2:17.0,,K. Irving makes free throw 2 of 2,73,64
311,3,1:56.0,Shooting foul by A. Baynes (drawn by J. Harden),,73,64
312,3,1:56.0,,Technical foul by M. Morris,73,64
313,3,1:56.0,,Technical foul by Team,73,64
314,3,1:56.0,J. Harden makes technical free throw,,74,64
315,3,1:56.0,J. Harden makes technical free throw,,75,64
316,3,1:56.0,J. Harden makes free throw 1 of 2,,76,64
317,3,1:56.0,J. Harden makes free throw 2 of 2,,77,64
318,3,1:35.0,,K. Irving misses 3-pt jump shot from 25 ft,77,64
319,3,1:31.0,,Offensive rebound by A. Baynes,77,64
320,3,1:24.0,,K. Irving makes 2-pt layup at rim (assist by T. Rozier),77,66
321,3,1:13.0,J. Harden misses 3-pt jump shot from 28 ft,,77,66
322,3,1:12.0,Offensive rebound by Team,,77,66
323,3,1:12.0,,Loose ball foul by A. Baynes (drawn by R. Anderson),77,66
324,3,1:12.0,R. Anderson misses free throw 1 of 2,,77,66
325,3,1:12.0,Offensive rebound by Team,,77,66
326,3,1:12.0,R. Anderson makes free throw 2 of 2,,78,66
327,3,0:50.0,,T. Rozier makes 3-pt jump shot from 22 ft,78,69
328,3,0:37.0,G. Green misses 3-pt jump shot from 23 ft,,78,69
329,3,0:33.0,Offensive rebound by R. Anderson,,78,69
330,3,0:30.0,E. Gordon misses 3-pt jump shot from 29 ft,,78,69
331,3,0:30.0,,Defensive rebound by T. Rozier,78,69
332,3,0:22.0,,K. Irving misses 3-pt jump shot from 27 ft,78,69
333,3,0:18.0,,Offensive rebound by K. Irving,78,69
334,3,0:01.0,,K. Irving misses 2-pt layup from 4 ft (block by P. Tucker),78,69
335,3,0:00.0,,Offensive rebound by M. Smart,78,69
336,3,0:00.0,,M. Smart misses 2-pt jump shot from 15 ft,78,69
337,3,0:00.0,,Offensive rebound by Team,78,69
338,4,11:41.0,E. Gordon makes 3-pt jump shot from 29 ft,,81,69
339,4,11:17.0,,M. Morris misses 2-pt jump shot from 14 ft,81,69
340,4,11:16.0,,Offensive rebound by A. Baynes,81,69
341,4,11:15.0,,A. Baynes makes 2-pt layup from 1 ft,81,71
342,4,11:00.0,Turnover by P. Tucker (lost ball; steal by T. Rozier),,81,71
343,4,11:00.0,,Personal foul by P. Tucker (drawn by M. Morris),81,71
344,4,10:48.0,,T. Rozier makes 3-pt jump shot from 28 ft (assist by S. Larkin),81,74
345,4,10:24.0,E. Gordon misses 3-pt jump shot from 25 ft,,81,74
346,4,10:22.0,,Defensive rebound by Team,81,74
347,4,10:03.0,,J. Tatum misses 3-pt jump shot from 27 ft,81,74
348,4,10:00.0,Defensive rebound by R. Anderson,,81,74
349,4,9:49.0,Personal foul by M. Morris (drawn by P. Tucker),,81,74
350,4,9:49.0,B. Weber enters the game for P. Tucker,,81,74
351,4,9:49.0,N. Hilário enters the game for J. Harden,,81,74
352,4,9:46.0,Shooting foul by A. Baynes (drawn by T. Ariza),,81,74
353,4,9:46.0,T. Ariza makes free throw 1 of 2,,82,74
354,4,9:46.0,T. Ariza makes free throw 2 of 2,,83,74
355,4,9:24.0,,T. Rozier misses 3-pt jump shot from 26 ft,83,74
356,4,9:22.0,,Offensive rebound by M. Morris,83,74
357,4,9:20.0,,Shooting foul by R. Anderson (drawn by M. Morris),83,74
358,4,9:20.0,,M. Morris misses free throw 1 of 2,83,74
359,4,9:20.0,,Offensive rebound by Team,83,74
360,4,9:20.0,,M. Morris misses free throw 2 of 2,83,74
361,4,9:18.0,Defensive rebound by T. Ariza,,83,74
362,4,9:00.0,E. Gordon misses 3-pt jump shot from 24 ft,,83,74
363,4,8:59.0,,Defensive rebound by M. Morris,83,74
364,4,8:52.0,,M. Morris makes 3-pt jump shot from 26 ft (assist by J. Tatum),83,77
365,4,8:28.0,E. Gordon misses 3-pt jump shot from 30 ft,,83,77
366,4,8:27.0,,Defensive rebound by Team,83,77
367,4,8:17.0,,Personal foul by R. Anderson (drawn by S. Larkin),83,77
368,4,8:06.0,,M. Morris misses 2-pt jump shot from 20 ft,83,77
369,4,8:02.0,Defensive rebound by N. Hilário,,83,77
370,4,7:58.0,Personal foul by S. Larkin (drawn by E. Gordon),,83,77
371,4,7:51.0,Personal foul by A. Baynes (drawn by N. Hilário),,83,77
372,4,7:43.0,Shooting foul by S. Larkin (drawn by E. Gordon),,83,77
373,4,7:43.0,E. Gordon misses free throw 1 of 3,,83,77
374,4,7:43.0,Offensive rebound by Team,,83,77
375,4,7:43.0,E. Gordon makes free throw 2 of 3,,84,77
376,4,7:43.0,,A. Horford enters the game for S. Larkin,84,77
377,4,7:43.0,,K. Irving enters the game for A. Baynes,84,77
378,4,7:43.0,E. Gordon makes free throw 3 of 3,,85,77
379,4,7:23.0,,M. Morris makes 2-pt layup at rim,85,79
380,4,7:09.0,Turnover by B. Weber (bad pass; steal by T. Rozier),,85,79
381,4,7:05.0,,T. Rozier makes 2-pt dunk from 2 ft,85,81
382,4,7:05.0,Houston full timeout,,85,81
383,4,7:05.0,J. Harden enters the game for B. Weber,,85,81
384,4,7:05.0,G. Green enters the game for E. Gordon,,85,81
385,4,6:52.0,N. Hilário makes 2-pt layup from 1 ft (assist by J. Harden),,87,81
386,4,6:31.0,,Turnover by K. Irving (bad pass; steal by R. Anderson),87,81
387,4,6:19.0,N. Hilário misses 2-pt jump shot from 2 ft,,87,81
388,4,6:16.0,,Defensive rebound by Team,87,81
389,4,6:16.0,,M. Smart enters the game for M. Morris,87,81
390,4,5:51.0,,A. Horford makes 2-pt jump shot from 12 ft,87,83
391,4,5:31.0,N. Hilário misses 2-pt hook shot from 2 ft,,87,83
392,4,5:29.0,,Defensive rebound by T. Rozier,87,83
393,4,5:16.0,,T. Rozier makes 2-pt layup from 1 ft,87,85
394,4,5:16.0,,Shooting foul by G. Green (drawn by T. Rozier),87,85
395,4,5:16.0,P. Tucker enters the game for G. Green,,87,85
396,4,5:16.0,E. Gordon enters the game for N. Hilário,,87,85
