,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,INDIANA_ACTION,SACRAMENTO_SCORE,INDIANA_SCORE
106,1,0:01.0,D. Fox makes 2-pt jump shot from 13 ft,,13,24
107,2,11:46.0,,T. Leaf misses 2-pt layup from 3 ft,13,24
108,2,11:44.0,Defensive rebound by K. Koufos,,13,24
109,2,11:33.0,M. Richardson makes 2-pt jump shot from 8 ft,,15,24
110,2,11:18.0,,T. Leaf makes 3-pt jump shot from 27 ft (assist by L. Stephenson),15,27
111,2,10:56.0,D. Fox makes 2-pt jump shot from 19 ft (assist by K. Koufos),,17,27
112,2,10:29.0,,C. Joseph misses 2-pt jump shot from 18 ft,17,27
113,2,10:29.0,,Offensive rebound by Team,17,27
114,2,10:29.0,,Turnover by Team (shot clock),17,27
115,2,10:24.0,Offensive foul by M. Richardson (drawn by L. Stephenson),,17,27
116,2,10:24.0,Turnover by M. Richardson (offensive foul),,17,27
117,2,10:07.0,,A. Jefferson misses 2-pt jump shot from 7 ft,17,27
118,2,10:04.0,Defensive rebound by M. Richardson,,17,27
119,2,9:56.0,D. Fox misses 2-pt jump shot from 14 ft,,17,27
120,2,9:53.0,,Defensive rebound by T. Leaf,17,27
121,2,9:46.0,,T. Leaf misses 2-pt layup from 1 ft,17,27
122,2,9:42.0,Defensive rebound by M. Richardson,,17,27
123,2,9:36.0,M. Richardson misses 2-pt jump shot from 2 ft (block by L. Stephenson),,17,27
124,2,9:36.0,Offensive rebound by Team,,17,27
125,2,9:22.0,K. Koufos misses 2-pt layup from 5 ft (block by A. Jefferson),,17,27
126,2,9:22.0,Offensive rebound by Team,,17,27
127,2,9:21.0,D. Fox misses 3-pt jump shot from 22 ft,,17,27
128,2,9:18.0,,Defensive rebound by C. Joseph,17,27
129,2,9:11.0,,C. Joseph misses 3-pt jump shot from 28 ft,17,27
130,2,9:06.0,,Offensive rebound by A. Jefferson,17,27
131,2,9:01.0,,A. Jefferson makes 2-pt layup at rim,17,29
132,2,8:52.0,M. Richardson misses 2-pt jump shot from 8 ft,,17,29
133,2,8:52.0,Offensive rebound by S. Labissière,,17,29
134,2,8:48.0,Defensive rebound by S. Labissière,,17,29
135,2,8:47.0,J. Jackson misses 2-pt jump shot from 12 ft,,17,29
136,2,8:43.0,,Defensive rebound by T. Leaf,17,29
137,2,8:31.0,,Personal block foul by K. Koufos (drawn by C. Joseph),17,29
138,2,8:31.0,,B. Bogdanović enters the game for C. Joseph,17,29
139,2,8:31.0,,D. Sabonis enters the game for A. Jefferson,17,29
140,2,8:31.0,W. Cauley-Stein enters the game for K. Koufos,,17,29
141,2,8:19.0,,D. Sabonis makes 2-pt layup at rim (assist by B. Bogdanović),17,31
142,2,8:06.0,Sacramento full timeout,,17,31
143,2,7:56.0,Shooting foul by D. Sabonis (drawn by W. Cauley-Stein),,17,31
144,2,7:56.0,W. Cauley-Stein makes free throw 1 of 2,,18,31
145,2,7:56.0,,T. Young enters the game for T. Leaf,18,31
146,2,7:56.0,Z. Randolph enters the game for S. Labissière,,18,31
147,2,7:56.0,W. Cauley-Stein makes free throw 2 of 2,,19,31
148,2,7:39.0,,D. Sabonis makes 2-pt dunk from 1 ft (assist by B. Bogdanović),19,33
149,2,7:13.0,G. Hill enters the game for D. Fox,,19,33
150,2,7:13.0,B. Bogdanović enters the game for J. Jackson,,19,33
151,2,7:09.0,G. Hill makes 2-pt layup at rim (assist by M. Richardson),,21,33
152,2,7:06.0,,Turnover by D. Sabonis (bad pass; steal by W. Cauley-Stein),21,33
153,2,7:02.0,B. Bogdanović misses 3-pt jump shot from 28 ft,,21,33
154,2,7:02.0,,Defensive rebound by L. Stephenson,21,33
155,2,6:53.0,,L. Stephenson makes 2-pt layup from 1 ft,21,35
156,2,6:53.0,,Shooting foul by M. Richardson (drawn by L. Stephenson),21,35
157,2,6:53.0,,L. Stephenson misses free throw 1 of 1,21,35
158,2,6:50.0,Defensive rebound by Z. Randolph,,21,35
159,2,6:34.0,Z. Randolph makes 2-pt hook shot from 5 ft (assist by B. Bogdanović),,23,35
160,2,6:17.0,,Personal foul by B. Bogdanović (drawn by B. Bogdanović),23,35
161,2,6:17.0,,V. Oladipo enters the game for L. Stephenson,23,35
162,2,6:17.0,B. Hield enters the game for M. Richardson,,23,35
163,2,6:04.0,,B. Bogdanović misses 2-pt layup from 1 ft (block by W. Cauley-Stein),23,35
164,2,6:01.0,,Offensive rebound by D. Sabonis,23,35
165,2,6:00.0,,T. Young makes 3-pt jump shot from 27 ft (assist by D. Sabonis),23,38
166,2,5:42.0,Turnover by Z. Randolph (bad pass; steal by T. Young),,23,38
167,2,5:39.0,,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by V. Oladipo),23,41
168,2,5:23.0,Turnover by G. Hill (out of bounds lost ball),,23,41
169,2,5:02.0,,Turnover by D. Sabonis (bad pass),23,41
170,2,4:56.0,Turnover by G. Hill (lost ball; steal by D. Collison),,23,41
171,2,4:52.0,,D. Collison misses 2-pt layup at rim,23,41
172,2,4:51.0,,Offensive rebound by T. Young,23,41
173,2,4:51.0,,T. Young makes 2-pt layup at rim,23,43
174,2,4:51.0,Sacramento full timeout,,23,43
175,2,4:37.0,Turnover by Z. Randolph (lost ball; steal by T. Young),,23,43
176,2,4:33.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,23,43
177,2,4:30.0,Defensive rebound by G. Hill,,23,43
178,2,4:25.0,B. Hield misses 3-pt jump shot from 24 ft,,23,43
179,2,4:25.0,,Defensive rebound by D. Sabonis,23,43
180,2,4:00.0,,V. Oladipo makes 3-pt jump shot from 28 ft (assist by D. Sabonis),23,46
181,2,3:39.0,B. Hield makes 2-pt layup from 1 ft (assist by W. Cauley-Stein),,25,46
182,2,3:34.0,,Indiana full timeout,25,46
183,2,3:34.0,,C. Joseph enters the game for D. Collison,25,46
184,2,3:27.0,Violation by W. Cauley-Stein (kicked ball),,25,46
185,2,3:19.0,,T. Young misses 3-pt jump shot from 29 ft,25,46
186,2,3:16.0,,Offensive rebound by V. Oladipo,25,46
187,2,3:16.0,,V. Oladipo misses 2-pt layup at rim,25,46
188,2,3:15.0,Defensive rebound by W. Cauley-Stein,,25,46
189,2,2:58.0,B. Hield misses 2-pt jump shot from 11 ft,,25,46
190,2,2:55.0,Offensive rebound by W. Cauley-Stein,,25,46
191,2,2:55.0,W. Cauley-Stein misses 2-pt layup at rim,,25,46
192,2,2:54.0,,Defensive rebound by D. Sabonis,25,46
193,2,2:36.0,,B. Bogdanović makes 2-pt jump shot from 8 ft,25,48
194,2,2:21.0,Personal foul by B. Bogdanović (drawn by B. Bogdanović),,25,48
195,2,2:12.0,B. Hield misses 3-pt jump shot from 27 ft,,25,48
196,2,2:09.0,,Defensive rebound by C. Joseph,25,48
197,2,2:02.0,,V. Oladipo makes 2-pt dunk from 1 ft (assist by D. Sabonis),25,50
198,2,1:51.0,G. Hill misses 2-pt jump shot from 18 ft,,25,50
199,2,1:49.0,Offensive rebound by Team,,25,50
200,2,1:49.0,,Loose ball foul by T. Young (drawn by Z. Randolph),25,50
201,2,1:25.0,B. Bogdanović makes 3-pt jump shot from 26 ft,,28,50
202,2,1:19.0,,B. Bogdanović makes 2-pt hook shot from 12 ft,28,52
203,2,0:56.0,Turnover by B. Hield (step out of bounds),,28,52
204,2,0:37.0,,B. Bogdanović makes 3-pt jump shot from 27 ft (assist by V. Oladipo),28,55
205,2,0:17.0,G. Hill makes 2-pt layup from 1 ft,,30,55
206,2,0:10.0,,Turnover by C. Joseph (bad pass; steal by B. Hield),30,55
207,2,0:01.0,G. Hill misses 3-pt jump shot from 27 ft,,30,55
208,2,0:01.0,Offensive rebound by Team,,30,55
209,3,11:47.0,,Personal foul by B. Bogdanović (drawn by T. Young),30,55
210,3,11:35.0,,B. Bogdanović misses 2-pt jump shot from 16 ft,30,55
211,3,11:33.0,Defensive rebound by Z. Randolph,,30,55
212,3,11:15.0,Z. Randolph misses 3-pt jump shot from 22 ft,,30,55
213,3,11:09.0,Offensive rebound by B. Hield,,30,55
214,3,10:58.0,B. Bogdanović misses 2-pt jump shot from 16 ft,,30,55
215,3,10:56.0,,Defensive rebound by V. Oladipo,30,55
216,3,10:50.0,,T. Young makes 3-pt jump shot from 25 ft (assist by B. Bogdanović),30,58
217,3,10:31.0,Offensive foul by W. Cauley-Stein (drawn by B. Bogdanović),,30,58
218,3,10:31.0,Turnover by W. Cauley-Stein (offensive foul),,30,58
219,3,10:16.0,,T. Young misses 2-pt layup at rim,30,58
220,3,10:14.0,Defensive rebound by G. Hill,,30,58
221,3,10:07.0,G. Hill makes 2-pt layup from 1 ft,,32,58
222,3,9:56.0,,Turnover by D. Sabonis (traveling),32,58
223,3,9:47.0,G. Hill misses 2-pt jump shot from 16 ft,,32,58
224,3,9:44.0,Offensive rebound by W. Cauley-Stein,,32,58
225,3,9:39.0,B. Hield misses 3-pt jump shot from 22 ft,,32,58
226,3,9:37.0,,Defensive rebound by D. Sabonis,32,58
227,3,9:33.0,,V. Oladipo misses 2-pt layup from 2 ft (block by W. Cauley-Stein),32,58
228,3,9:30.0,,Offensive rebound by B. Bogdanović,32,58
229,3,9:16.0,,V. Oladipo misses 3-pt jump shot from 26 ft,32,58
230,3,9:13.0,Defensive rebound by G. Hill,,32,58
231,3,9:07.0,Z. Randolph makes 2-pt hook shot from 7 ft (assist by G. Hill),,34,58
232,3,8:53.0,,V. Oladipo misses 3-pt jump shot from 27 ft,34,58
233,3,8:51.0,Defensive rebound by Z. Randolph,,34,58
234,3,8:43.0,G. Hill makes 2-pt jump shot from 7 ft,,36,58
235,3,8:18.0,,D. Sabonis makes 2-pt hook shot from 3 ft (assist by D. Collison),36,60
236,3,7:55.0,W. Cauley-Stein makes 2-pt jump shot from 19 ft,,38,60
237,3,7:42.0,,B. Bogdanović misses 3-pt jump shot from 28 ft (block by B. Bogdanović),38,60
238,3,7:40.0,Defensive rebound by W. Cauley-Stein,,38,60
239,3,7:22.0,Turnover by Z. Randolph (bad pass; steal by T. Young),,38,60
240,3,7:22.0,,Shooting foul by B. Hield (drawn by T. Young),38,60
241,3,7:22.0,,T. Young misses free throw 1 of 2,38,60
242,3,7:22.0,,Offensive rebound by Team,38,60
243,3,7:22.0,,T. Young makes free throw 2 of 2,38,61
244,3,7:05.0,Turnover by B. Hield (lost ball; steal by T. Young),,38,61
245,3,7:00.0,,Shooting foul by Z. Randolph (drawn by V. Oladipo),38,61
246,3,7:00.0,,V. Oladipo makes free throw 1 of 2,38,62
247,3,7:00.0,,V. Oladipo makes free throw 2 of 2,38,63
248,3,6:46.0,B. Hield makes 2-pt layup at rim,,40,63
249,3,6:35.0,,D. Collison misses 3-pt jump shot from 26 ft,40,63
250,3,6:33.0,Defensive rebound by W. Cauley-Stein,,40,63
251,3,6:29.0,B. Hield misses 2-pt layup at rim,,40,63
252,3,6:29.0,,Defensive rebound by T. Young,40,63
253,3,6:23.0,,Indiana full timeout,40,63
254,3,6:10.0,,Shooting foul by W. Cauley-Stein (drawn by V. Oladipo),40,63
255,3,6:10.0,,V. Oladipo makes free throw 1 of 2,40,64
256,3,6:10.0,,V. Oladipo makes free throw 2 of 2,40,65
257,3,6:00.0,Personal foul by B. Bogdanović (drawn by Z. Randolph),,40,65
258,3,5:46.0,Turnover by Team (shot clock),,40,65
259,3,5:35.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,40,65
260,3,5:32.0,Defensive rebound by W. Cauley-Stein,,40,65
261,3,5:17.0,Z. Randolph misses 2-pt jump shot from 11 ft,,40,65
262,3,5:10.0,Offensive rebound by Z. Randolph,,40,65
263,3,5:08.0,Z. Randolph makes 2-pt layup at rim,,42,65
264,3,4:56.0,,Turnover by D. Collison (traveling),42,65
265,3,4:44.0,G. Hill misses 2-pt jump shot from 14 ft,,42,65
266,3,4:42.0,,Defensive rebound by D. Sabonis,42,65
267,3,4:32.0,,D. Collison misses 2-pt layup from 2 ft,42,65
268,3,4:29.0,Defensive rebound by W. Cauley-Stein,,42,65
269,3,4:24.0,G. Hill misses 2-pt layup from 2 ft,,42,65
270,3,4:23.0,,Defensive rebound by V. Oladipo,42,65
271,3,4:17.0,,Turnover by V. Oladipo (bad pass; steal by W. Cauley-Stein),42,65
272,3,4:14.0,,L. Stephenson enters the game for D. Sabonis,42,65
273,3,4:14.0,,C. Joseph enters the game for B. Bogdanović,42,65
274,3,4:14.0,,A. Jefferson enters the game for D. Collison,42,65
275,3,4:14.0,D. Fox enters the game for W. Cauley-Stein,,42,65
276,3,4:14.0,K. Koufos enters the game for B. Hield,,42,65
277,3,4:03.0,D. Fox misses 2-pt jump shot from 21 ft,,42,65
278,3,3:59.0,,Defensive rebound by T. Young,42,65
279,3,3:46.0,,T. Young misses 3-pt jump shot from 26 ft,42,65
280,3,3:44.0,Defensive rebound by K. Koufos,,42,65
281,3,3:32.0,Z. Randolph makes 2-pt jump shot from 16 ft (assist by B. Bogdanović),,44,65
282,3,3:10.0,,A. Jefferson misses 2-pt layup from 1 ft (block by K. Koufos),44,65
283,3,3:09.0,Defensive rebound by Team,,44,65
284,3,2:57.0,Z. Randolph makes 2-pt hook shot from 6 ft,,46,65
285,3,2:39.0,,A. Jefferson makes 2-pt jump shot from 9 ft,46,67
286,3,2:19.0,D. Fox misses 2-pt jump shot from 22 ft,,46,67
287,3,2:16.0,,Defensive rebound by L. Stephenson,46,67
288,3,2:10.0,,Shooting foul by G. Hill (drawn by L. Stephenson),46,67
289,3,2:10.0,Sacramento full timeout,,46,67
290,3,2:10.0,,J. Young enters the game for V. Oladipo,46,67
291,3,2:10.0,S. Labissière enters the game for B. Bogdanović,,46,67
292,3,2:10.0,J. Jackson enters the game for Z. Randolph,,46,67
293,3,2:10.0,,L. Stephenson makes free throw 1 of 2,46,68
294,3,2:10.0,,L. Stephenson makes free throw 2 of 2,46,69
295,3,2:03.0,Personal foul by J. Young (drawn by D. Fox),,46,69
296,3,2:03.0,,T. Leaf enters the game for T. Young,46,69
297,3,1:55.0,G. Hill misses 2-pt jump shot from 13 ft,,46,69
298,3,1:51.0,,Defensive rebound by L. Stephenson,46,69
299,3,1:38.0,,A. Jefferson misses 2-pt jump shot from 10 ft,46,69
300,3,1:35.0,Defensive rebound by S. Labissière,,46,69
301,3,1:19.0,J. Jackson misses 3-pt jump shot from 24 ft,,46,69
302,3,1:16.0,,Defensive rebound by C. Joseph,46,69
303,3,1:05.0,,J. Young misses 3-pt jump shot from 26 ft,46,69
304,3,1:02.0,Defensive rebound by K. Koufos,,46,69
305,3,0:45.0,S. Labissière makes 2-pt layup from 1 ft,,48,69
306,3,0:45.0,Shooting foul by A. Jefferson (drawn by S. Labissière),,48,69
307,3,0:45.0,M. Richardson enters the game for G. Hill,,48,69
308,3,0:45.0,S. Labissière misses free throw 1 of 1,,48,69
309,3,0:43.0,,Defensive rebound by J. Young,48,69
310,3,0:22.0,,C. Joseph misses 2-pt jump shot from 20 ft,48,69
311,3,0:19.0,Defensive rebound by S. Labissière,,48,69
312,3,0:01.0,D. Fox misses 2-pt jump shot from 10 ft (block by A. Jefferson),,48,69
313,3,0:01.0,,Defensive rebound by J. Young,48,69
314,3,0:00.0,,J. Young misses 3-pt jump shot from 45 ft,48,69
315,3,0:00.0,,Offensive rebound by Team,48,69
316,4,11:41.0,S. Labissière makes 2-pt layup from 1 ft,,50,69
317,4,11:25.0,,T. Leaf misses 2-pt hook shot from 7 ft,50,69
318,4,11:24.0,,Offensive rebound by A. Jefferson,50,69
319,4,11:22.0,,A. Jefferson misses 2-pt layup from 2 ft,50,69
320,4,11:22.0,Defensive rebound by S. Labissière,,50,69
321,4,11:17.0,M. Richardson misses 3-pt jump shot from 24 ft,,50,69
322,4,11:13.0,,Defensive rebound by L. Stephenson,50,69
323,4,11:11.0,,J. Young misses 2-pt layup from 1 ft,50,69
324,4,11:11.0,Defensive rebound by M. Richardson,,50,69
325,4,11:03.0,D. Fox makes 2-pt layup from 2 ft,,52,69
326,4,10:44.0,,C. Joseph makes 3-pt jump shot from 27 ft (assist by A. Jefferson),52,72
327,4,10:25.0,Turnover by D. Fox (bad pass; steal by A. Jefferson),,52,72
328,4,10:20.0,,T. Leaf makes 2-pt layup from 1 ft (assist by L. Stephenson),52,74
329,4,10:20.0,,Shooting foul by S. Labissière (drawn by T. Leaf),52,74
330,4,10:20.0,,T. Leaf misses free throw 1 of 1,52,74
331,4,10:17.0,Defensive rebound by S. Labissière,,52,74
332,4,10:00.0,J. Jackson makes 3-pt jump shot from 25 ft (assist by D. Fox),,55,74
333,4,9:44.0,,J. Young misses 2-pt jump shot from 19 ft,55,74
334,4,9:43.0,,Offensive rebound by T. Leaf,55,74
335,4,9:40.0,,L. Stephenson misses 3-pt jump shot from 22 ft,55,74
336,4,9:38.0,Defensive rebound by D. Fox,,55,74
337,4,9:33.0,D. Fox misses 2-pt jump shot from 11 ft,,55,74
338,4,9:31.0,Offensive rebound by Team,,55,74
339,4,9:23.0,Personal foul by T. Leaf (drawn by S. Labissière),,55,74
340,4,9:15.0,Personal foul by T. Leaf (drawn by S. Labissière),,55,74
341,4,9:01.0,S. Labissière misses 2-pt jump shot from 11 ft,,55,74
342,4,8:59.0,,Defensive rebound by L. Stephenson,55,74
343,4,8:56.0,,Personal take foul by D. Fox (drawn by L. Stephenson),55,74
344,4,8:54.0,,C. Joseph makes 2-pt layup at rim (assist by L. Stephenson),55,76
345,4,8:43.0,D. Fox misses 2-pt layup from 3 ft (block by A. Jefferson),,55,76
346,4,8:40.0,Offensive rebound by K. Koufos,,55,76
347,4,8:36.0,M. Richardson misses 2-pt jump shot from 13 ft,,55,76
348,4,8:33.0,,Defensive rebound by A. Jefferson,55,76
349,4,8:26.0,,T. Leaf misses 2-pt jump shot from 13 ft,55,76
350,4,8:24.0,,Offensive rebound by A. Jefferson,55,76
351,4,8:18.0,,L. Stephenson makes 2-pt jump shot from 20 ft,55,78
352,4,8:16.0,Sacramento full timeout,,55,78
353,4,8:16.0,,B. Bogdanović enters the game for J. Young,55,78
354,4,8:02.0,K. Koufos makes 2-pt dunk at rim (assist by D. Fox),,57,78
355,4,7:50.0,,Turnover by T. Leaf (traveling),57,78
356,4,7:34.0,M. Richardson misses 2-pt layup at rim (block by L. Stephenson),,57,78
357,4,7:30.0,,Defensive rebound by A. Jefferson,57,78
358,4,7:25.0,,B. Bogdanović misses 2-pt hook shot from 8 ft,57,78
359,4,7:21.0,,Offensive rebound by A. Jefferson,57,78
360,4,7:21.0,,A. Jefferson misses 2-pt layup at rim,57,78
361,4,7:20.0,Defensive rebound by K. Koufos,,57,78
362,4,7:14.0,S. Labissière misses 2-pt jump shot from 17 ft,,57,78
363,4,7:12.0,,Defensive rebound by A. Jefferson,57,78
364,4,7:01.0,,Turnover by L. Stephenson (bad pass; steal by K. Koufos),57,78
365,4,6:57.0,J. Jackson makes 2-pt layup from 1 ft (assist by D. Fox),,59,78
366,4,6:39.0,,B. Bogdanović makes 3-pt jump shot from 27 ft (assist by T. Leaf),59,81
367,4,6:22.0,S. Labissière makes 2-pt hook shot from 8 ft,,61,81
368,4,6:12.0,,Shooting foul by J. Jackson (drawn by B. Bogdanović),61,81
369,4,6:12.0,,B. Bogdanović makes free throw 1 of 2,61,82
370,4,6:12.0,,D. Sabonis enters the game for A. Jefferson,61,82
371,4,6:12.0,,B. Bogdanović makes free throw 2 of 2,61,83
372,4,6:00.0,D. Fox makes 2-pt jump shot from 17 ft,,63,83
373,4,5:40.0,,Offensive foul by D. Sabonis (drawn by M. Richardson),63,83
374,4,5:40.0,,Turnover by D. Sabonis (offensive foul),63,83
375,4,5:31.0,J. Jackson misses 2-pt jump shot from 7 ft,,63,83
376,4,5:28.0,,Defensive rebound by D. Sabonis,63,83
377,4,5:21.0,,C. Joseph makes 3-pt jump shot from 26 ft (assist by L. Stephenson),63,86
378,4,5:07.0,S. Labissière misses 2-pt jump shot from 11 ft,,63,86
379,4,5:04.0,,Defensive rebound by D. Sabonis,63,86
380,4,4:58.0,,T. Leaf makes 2-pt layup from 2 ft (assist by L. Stephenson),63,88
