,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,DETROIT_ACTION,NEW ORLEANS_SCORE,DETROIT_SCORE
66,1,5:33.0,I. Clark misses 2-pt jump shot from 8 ft,,16,18
67,1,5:31.0,Offensive rebound by A. Davis,,16,18
68,1,5:29.0,N. Mirotić misses 2-pt jump shot from 17 ft,,16,18
69,1,5:29.0,,Defensive rebound by Team,16,18
70,1,5:13.0,,Turnover by I. Smith (out of bounds lost ball),16,18
71,1,5:02.0,Personal foul by A. Tolliver (drawn by I. Clark),,16,18
72,1,4:57.0,A. Davis makes 2-pt jump shot from 18 ft,,18,18
73,1,4:40.0,,R. Bullock misses 2-pt layup from 6 ft,18,18
74,1,4:37.0,,Offensive rebound by A. Drummond,18,18
75,1,4:37.0,,A. Drummond makes 2-pt dunk at rim,18,20
76,1,4:32.0,J. Holiday misses 2-pt layup from 1 ft (block by J. Ennis),,18,20
77,1,4:32.0,,Defensive rebound by I. Smith,18,20
78,1,4:26.0,,A. Tolliver misses 3-pt jump shot from 23 ft,18,20
79,1,4:23.0,,Offensive rebound by A. Drummond,18,20
80,1,4:22.0,,A. Drummond makes 2-pt layup from 2 ft,18,22
81,1,4:11.0,A. Davis makes 3-pt jump shot from 24 ft (assist by I. Clark),,21,22
82,1,3:54.0,,R. Bullock misses 2-pt layup from 7 ft,21,22
83,1,3:50.0,Defensive rebound by I. Clark,,21,22
84,1,3:42.0,Def 3 sec tech foul by J. Ennis,,21,22
85,1,3:42.0,I. Clark makes technical free throw,,22,22
86,1,3:42.0,,L. Galloway enters the game for I. Smith,22,22
87,1,3:42.0,,J. Nelson enters the game for R. Bullock,22,22
88,1,3:39.0,J. Holiday misses 2-pt layup from 5 ft,,22,22
89,1,3:35.0,,Defensive rebound by J. Nelson,22,22
90,1,3:28.0,,J. Nelson makes 3-pt jump shot from 24 ft,22,25
91,1,3:20.0,A. Davis makes 2-pt jump shot from 7 ft (assist by J. Holiday),,24,25
92,1,3:02.0,,L. Galloway makes 3-pt jump shot from 22 ft (assist by J. Nelson),24,28
93,1,2:52.0,J. Holiday makes 2-pt layup from 2 ft,,26,28
94,1,2:39.0,,J. Nelson misses 3-pt jump shot from 25 ft,26,28
95,1,2:36.0,Defensive rebound by N. Mirotić,,26,28
96,1,2:26.0,J. Holiday misses 3-pt jump shot from 22 ft,,26,28
97,1,2:25.0,,Defensive rebound by A. Drummond,26,28
98,1,2:15.0,,L. Galloway misses 3-pt jump shot from 28 ft,26,28
99,1,2:10.0,Defensive rebound by N. Mirotić,,26,28
100,1,2:05.0,I. Clark makes 3-pt jump shot from 22 ft (assist by J. Holiday),,29,28
101,1,1:47.0,,A. Drummond misses 2-pt layup from 5 ft,29,28
102,1,1:45.0,Defensive rebound by A. Davis,,29,28
103,1,1:38.0,N. Mirotić makes 3-pt jump shot from 24 ft (assist by D. Miller),,32,28
104,1,1:21.0,,L. Galloway misses 3-pt jump shot from 26 ft,32,28
105,1,1:18.0,Defensive rebound by A. Davis,,32,28
106,1,1:14.0,A. Davis misses 2-pt jump shot from 10 ft,,32,28
107,1,1:09.0,,Defensive rebound by A. Tolliver,32,28
108,1,0:58.0,,A. Tolliver misses 2-pt hook shot from 10 ft,32,28
109,1,0:58.0,Defensive rebound by Team,,32,28
110,1,0:58.0,New Orleans full timeout,,32,28
111,1,0:58.0,,B. Griffin enters the game for A. Drummond,32,28
112,1,0:58.0,R. Rondo enters the game for J. Holiday,,32,28
113,1,0:40.0,Turnover by A. Davis (bad pass; steal by L. Galloway),,32,28
114,1,0:36.0,,Shooting foul by I. Clark (drawn by J. Ennis),32,28
115,1,0:36.0,,J. Ennis makes free throw 1 of 2,32,29
116,1,0:36.0,,J. Ennis misses free throw 2 of 2,32,29
117,1,0:34.0,Defensive rebound by N. Mirotić,,32,29
118,1,0:27.0,N. Mirotić misses 3-pt jump shot from 25 ft,,32,29
119,1,0:25.0,,Defensive rebound by Team,32,29
120,1,0:01.0,,B. Griffin makes 2-pt jump shot from 9 ft,32,31
121,1,0:00.0,A. Davis misses 3-pt jump shot from 47 ft,,32,31
122,1,0:00.0,Offensive rebound by Team,,32,31
123,2,11:46.0,Turnover by I. Clark (out of bounds lost ball),,32,31
124,2,11:28.0,,B. Griffin makes 2-pt hook shot from 7 ft,32,33
125,2,11:17.0,C. Diallo misses 2-pt layup from 9 ft,,32,33
126,2,11:16.0,Offensive rebound by C. Diallo,,32,33
127,2,11:13.0,C. Diallo misses 2-pt jump shot from 12 ft,,32,33
128,2,11:13.0,,Defensive rebound by E. Moreland,32,33
129,2,10:57.0,,B. Griffin makes 2-pt jump shot from 18 ft (assist by S. Johnson),32,35
130,2,10:43.0,N. Mirotić makes 2-pt layup from 2 ft (assist by C. Diallo),,34,35
131,2,10:35.0,,Personal foul by D. Miller (drawn by S. Johnson),34,35
132,2,10:25.0,,B. Griffin misses 2-pt hook shot from 11 ft,34,35
133,2,10:23.0,Defensive rebound by D. Miller,,34,35
134,2,10:15.0,R. Rondo makes 2-pt layup from 3 ft,,36,35
135,2,9:56.0,,B. Griffin makes 2-pt hook shot from 9 ft,36,37
136,2,9:47.0,C. Diallo makes 2-pt dunk from 1 ft (assist by R. Rondo),,38,37
137,2,9:25.0,,B. Griffin misses 3-pt jump shot from 25 ft,38,37
138,2,9:24.0,,Offensive rebound by E. Moreland,38,37
139,2,9:22.0,,L. Galloway misses 3-pt jump shot from 27 ft,38,37
140,2,9:16.0,Defensive rebound by N. Mirotić,,38,37
141,2,9:12.0,D. Miller makes 3-pt jump shot from 25 ft (assist by R. Rondo),,41,37
142,2,9:00.0,,Detroit full timeout,41,37
143,2,8:46.0,,S. Johnson misses 2-pt layup from 8 ft,41,37
144,2,8:46.0,Defensive rebound by Team,,41,37
145,2,8:46.0,New Orleans full timeout,,41,37
146,2,8:46.0,E. Moore enters the game for D. Miller,,41,37
147,2,8:36.0,N. Mirotić makes 3-pt jump shot from 27 ft (assist by E. Moore),,44,37
148,2,8:20.0,,J. Nelson misses 3-pt jump shot from 26 ft,44,37
149,2,8:16.0,Defensive rebound by N. Mirotić,,44,37
150,2,8:13.0,N. Mirotić misses 3-pt jump shot from 25 ft,,44,37
151,2,8:10.0,,Defensive rebound by L. Galloway,44,37
152,2,8:07.0,,Personal foul by N. Mirotić (drawn by B. Griffin),44,37
153,2,8:03.0,,J. Nelson makes 2-pt layup from 3 ft,44,39
154,2,8:03.0,,Shooting foul by E. Moore (drawn by J. Nelson),44,39
155,2,8:03.0,,J. Nelson makes free throw 1 of 1,44,40
156,2,7:40.0,E. Moore misses 2-pt hook shot from 1 ft,,44,40
157,2,7:39.0,E. Moore misses 2-pt layup from 1 ft,,44,40
158,2,7:39.0,Offensive rebound by E. Moore,,44,40
159,2,7:38.0,,Defensive rebound by E. Moreland,44,40
160,2,7:28.0,,Turnover by B. Griffin (bad pass),44,40
161,2,7:28.0,,A. Drummond enters the game for E. Moreland,44,40
162,2,7:28.0,J. Holiday enters the game for E. Moore,,44,40
163,2,7:20.0,N. Mirotić misses 2-pt jump shot from 19 ft,,44,40
164,2,7:18.0,,Defensive rebound by L. Galloway,44,40
165,2,7:13.0,,J. Nelson misses 3-pt jump shot from 28 ft,44,40
166,2,7:10.0,Defensive rebound by C. Diallo,,44,40
167,2,7:03.0,Turnover by R. Rondo (bad pass; steal by B. Griffin),,44,40
168,2,6:56.0,,L. Galloway misses 3-pt jump shot from 25 ft,44,40
169,2,6:53.0,,Offensive rebound by A. Drummond,44,40
170,2,6:53.0,,A. Drummond misses 2-pt layup from 1 ft,44,40
171,2,6:53.0,,Offensive rebound by A. Drummond,44,40
172,2,6:53.0,,A. Drummond misses 2-pt layup from 1 ft,44,40
173,2,6:51.0,,Offensive rebound by B. Griffin,44,40
174,2,6:50.0,,Shooting foul by C. Diallo (drawn by B. Griffin),44,40
175,2,6:50.0,,B. Griffin makes free throw 1 of 2,44,41
176,2,6:50.0,,I. Smith enters the game for L. Galloway,44,41
177,2,6:50.0,,R. Bullock enters the game for J. Nelson,44,41
178,2,6:50.0,,B. Griffin misses free throw 2 of 2,44,41
179,2,6:50.0,A. Davis enters the game for N. Mirotić,,44,41
180,2,6:50.0,D. Liggins enters the game for R. Rondo,,44,41
181,2,6:45.0,Offensive rebound by I. Clark,,44,41
182,2,6:37.0,I. Clark misses 3-pt jump shot from 26 ft,,44,41
183,2,6:32.0,,Defensive rebound by B. Griffin,44,41
184,2,6:20.0,,B. Griffin misses 3-pt jump shot from 26 ft,44,41
185,2,6:17.0,Defensive rebound by I. Clark,,44,41
186,2,6:09.0,A. Davis makes 2-pt layup from 7 ft (assist by J. Holiday),,46,41
187,2,5:56.0,,R. Bullock makes 2-pt jump shot from 11 ft (assist by A. Drummond),46,43
188,2,5:56.0,,Shooting foul by D. Liggins (drawn by R. Bullock),46,43
189,2,5:56.0,,A. Tolliver enters the game for B. Griffin,46,43
190,2,5:56.0,,R. Bullock makes free throw 1 of 1,46,44
191,2,5:49.0,Personal foul by A. Tolliver (drawn by A. Davis),,46,44
192,2,5:49.0,,J. Ennis enters the game for S. Johnson,46,44
193,2,5:46.0,A. Davis makes 2-pt hook shot from 9 ft (assist by D. Liggins),,48,44
194,2,5:33.0,,A. Tolliver misses 3-pt jump shot from 26 ft (block by C. Diallo),48,44
195,2,5:28.0,Defensive rebound by A. Davis,,48,44
196,2,5:26.0,J. Holiday makes 2-pt layup from 6 ft,,50,44
197,2,5:12.0,,J. Ennis misses 2-pt jump shot from 18 ft,50,44
198,2,5:12.0,Defensive rebound by Team,,50,44
199,2,5:04.0,Turnover by A. Davis (out of bounds lost ball),,50,44
200,2,4:51.0,,J. Ennis misses 3-pt jump shot from 23 ft,50,44
201,2,4:45.0,Defensive rebound by A. Davis,,50,44
202,2,4:41.0,,Offensive charge foul by I. Clark (drawn by A. Tolliver),50,44
203,2,4:41.0,Turnover by I. Clark (offensive foul),,50,44
204,2,4:41.0,R. Rondo enters the game for D. Liggins,,50,44
205,2,4:41.0,D. Liggins enters the game for I. Clark,,50,44
206,2,4:32.0,,Offensive foul by I. Smith (drawn by R. Rondo),50,44
207,2,4:32.0,,Turnover by I. Smith (offensive foul),50,44
208,2,4:18.0,A. Davis makes 2-pt dunk at rim (assist by R. Rondo),,52,44
209,2,4:05.0,,R. Bullock misses 2-pt jump shot from 12 ft,52,44
210,2,4:03.0,Defensive rebound by C. Diallo,,52,44
211,2,3:59.0,A. Davis makes 2-pt dunk from 1 ft (assist by R. Rondo),,54,44
212,2,3:50.0,,Detroit full timeout,54,44
213,2,3:50.0,,B. Griffin enters the game for A. Tolliver,54,44
214,2,3:44.0,,B. Griffin misses 2-pt jump shot from 17 ft,54,44
215,2,3:38.0,Defensive rebound by R. Rondo,,54,44
216,2,3:22.0,A. Davis makes 2-pt jump shot from 17 ft,,56,44
217,2,3:07.0,,Turnover by R. Bullock (lost ball; steal by D. Liggins),56,44
218,2,3:05.0,D. Liggins makes 2-pt layup from 1 ft,,58,44
219,2,2:50.0,,Personal foul by C. Diallo (drawn by B. Griffin),58,44
220,2,2:50.0,,B. Griffin makes free throw 1 of 2,58,45
221,2,2:50.0,,S. Johnson enters the game for J. Ennis,58,45
222,2,2:50.0,,B. Griffin makes free throw 2 of 2,58,46
223,2,2:43.0,A. Davis misses 2-pt jump shot from 15 ft,,58,46
224,2,2:40.0,,Defensive rebound by S. Johnson,58,46
225,2,2:34.0,,S. Johnson makes 2-pt layup from 1 ft,58,48
226,2,2:16.0,Personal foul by A. Drummond (drawn by A. Davis),,58,48
227,2,2:07.0,J. Holiday misses 2-pt jump shot from 18 ft,,58,48
228,2,2:05.0,,Defensive rebound by I. Smith,58,48
229,2,1:58.0,,I. Smith misses 2-pt jump shot from 15 ft,58,48
230,2,1:54.0,Defensive rebound by A. Davis,,58,48
231,2,1:33.0,J. Holiday makes 2-pt hook shot from 10 ft,,60,48
232,2,1:17.0,Offensive charge foul by S. Johnson (drawn by D. Liggins),,60,48
233,2,1:17.0,,Turnover by S. Johnson (offensive foul),60,48
234,2,1:17.0,,A. Tolliver enters the game for A. Drummond,60,48
235,2,1:17.0,D. Miller enters the game for C. Diallo,,60,48
236,2,1:17.0,N. Mirotić enters the game for D. Liggins,,60,48
237,2,1:01.0,J. Holiday misses 2-pt layup from 6 ft,,60,48
238,2,0:59.0,,Defensive rebound by S. Johnson,60,48
239,2,0:54.0,,Personal foul by J. Holiday (drawn by S. Johnson),60,48
240,2,0:54.0,,S. Johnson makes free throw 1 of 2,60,49
241,2,0:54.0,,S. Johnson makes free throw 2 of 2,60,50
242,2,0:52.0,Personal foul by B. Griffin (drawn by A. Davis),,60,50
243,2,0:45.0,N. Mirotić misses 2-pt jump shot from 11 ft,,60,50
244,2,0:42.0,,Defensive rebound by I. Smith,60,50
245,2,0:37.0,,B. Griffin makes 2-pt layup from 3 ft,60,52
246,2,0:27.0,N. Mirotić misses 3-pt jump shot from 22 ft,,60,52
247,2,0:23.0,,Defensive rebound by B. Griffin,60,52
248,2,0:04.0,,B. Griffin misses 3-pt jump shot from 27 ft,60,52
249,2,0:01.0,Defensive rebound by N. Mirotić,,60,52
250,2,0:00.0,R. Rondo misses 3-pt jump shot from 36 ft,,60,52
251,2,0:00.0,Offensive rebound by Team,,60,52
252,3,11:46.0,E. Moore misses 2-pt hook shot from 7 ft,,60,52
253,3,11:40.0,Offensive rebound by E. Okafor,,60,52
254,3,11:39.0,A. Davis misses 2-pt layup from 5 ft,,60,52
255,3,11:39.0,Offensive rebound by E. Okafor,,60,52
256,3,11:32.0,A. Davis misses 2-pt jump shot from 6 ft,,60,52
257,3,11:32.0,Offensive rebound by E. Okafor,,60,52
258,3,11:32.0,E. Okafor makes 2-pt layup at rim,,62,52
259,3,11:25.0,,A. Drummond misses 2-pt layup from 1 ft,62,52
260,3,11:23.0,Defensive rebound by R. Rondo,,62,52
261,3,11:16.0,E. Okafor misses 2-pt layup from 4 ft,,62,52
262,3,11:13.0,Offensive rebound by E. Okafor,,62,52
263,3,11:02.0,E. Okafor makes 2-pt dunk from 1 ft (assist by E. Moore),,64,52
264,3,11:02.0,,Detroit full timeout,64,52
265,3,10:40.0,,R. Bullock misses 2-pt layup from 4 ft (block by E. Okafor),64,52
266,3,10:38.0,Defensive rebound by A. Davis,,64,52
267,3,10:15.0,R. Rondo misses 3-pt jump shot from 26 ft,,64,52
268,3,10:15.0,Offensive rebound by Team,,64,52
269,3,10:15.0,Turnover by Team (shot clock),,64,52
270,3,10:03.0,,I. Smith makes 2-pt layup from 3 ft (assist by B. Griffin),64,54
271,3,9:47.0,E. Moore misses 3-pt jump shot from 25 ft,,64,54
272,3,9:44.0,,Defensive rebound by A. Drummond,64,54
273,3,9:39.0,,R. Bullock misses 3-pt jump shot from 25 ft,64,54
274,3,9:36.0,Defensive rebound by R. Rondo,,64,54
275,3,9:23.0,E. Okafor misses 2-pt hook shot from 5 ft,,64,54
276,3,9:21.0,,Defensive rebound by A. Drummond,64,54
277,3,9:15.0,,S. Johnson makes 3-pt jump shot from 24 ft (assist by R. Bullock),64,57
278,3,9:01.0,A. Davis makes 3-pt jump shot from 26 ft (assist by R. Rondo),,67,57
279,3,8:34.0,,Turnover by B. Griffin (bad pass; steal by E. Moore),67,57
280,3,8:28.0,R. Rondo misses 2-pt layup from 3 ft,,67,57
281,3,8:24.0,Offensive rebound by E. Moore,,67,57
282,3,8:24.0,E. Moore misses 2-pt layup at rim,,67,57
283,3,8:23.0,,Defensive rebound by B. Griffin,67,57
284,3,8:18.0,,R. Bullock makes 3-pt jump shot from 25 ft (assist by B. Griffin),67,60
285,3,8:16.0,New Orleans full timeout,,67,60
286,3,8:01.0,E. Okafor misses 2-pt layup from 4 ft (block by A. Drummond),,67,60
287,3,7:57.0,,Defensive rebound by I. Smith,67,60
288,3,7:53.0,,R. Bullock misses 3-pt jump shot from 22 ft,67,60
289,3,7:49.0,,Offensive rebound by A. Drummond,67,60
290,3,7:48.0,,R. Bullock misses 2-pt layup from 1 ft,67,60
291,3,7:47.0,,Offensive rebound by R. Bullock,67,60
292,3,7:46.0,,Shooting foul by E. Okafor (drawn by R. Bullock),67,60
293,3,7:46.0,,R. Bullock makes free throw 1 of 2,67,61
294,3,7:46.0,,R. Bullock makes free throw 2 of 2,67,62
295,3,7:31.0,A. Davis misses 2-pt jump shot from 21 ft,,67,62
296,3,7:27.0,,Defensive rebound by A. Drummond,67,62
297,3,7:21.0,,I. Smith misses 2-pt layup from 4 ft (block by R. Rondo),67,62
298,3,7:19.0,Defensive rebound by J. Holiday,,67,62
299,3,7:16.0,J. Holiday makes 2-pt layup from 2 ft,,69,62
300,3,6:57.0,,B. Griffin misses 3-pt jump shot from 24 ft,69,62
301,3,6:55.0,Defensive rebound by E. Okafor,,69,62
302,3,6:51.0,E. Moore misses 2-pt layup from 5 ft (block by I. Smith),,69,62
303,3,6:49.0,,Defensive rebound by I. Smith,69,62
304,3,6:49.0,N. Mirotić enters the game for E. Okafor,,69,62
305,3,6:42.0,,S. Johnson makes 3-pt jump shot from 24 ft (assist by I. Smith),69,65
306,3,6:40.0,New Orleans full timeout,,69,65
307,3,6:27.0,N. Mirotić misses 2-pt hook shot from 8 ft,,69,65
308,3,6:26.0,,Defensive rebound by I. Smith,69,65
309,3,6:21.0,,I. Smith misses 2-pt layup from 2 ft (block by J. Holiday),69,65
310,3,6:19.0,Defensive rebound by J. Holiday,,69,65
311,3,6:17.0,Shooting foul by B. Griffin (drawn by N. Mirotić),,69,65
312,3,6:17.0,N. Mirotić makes free throw 1 of 3,,70,65
313,3,6:17.0,N. Mirotić makes free throw 2 of 3,,71,65
314,3,6:17.0,D. Miller enters the game for R. Rondo,,71,65
315,3,6:17.0,N. Mirotić makes free throw 3 of 3,,72,65
316,3,5:57.0,,S. Johnson misses 3-pt jump shot from 25 ft,72,65
317,3,5:53.0,Defensive rebound by E. Moore,,72,65
318,3,5:41.0,N. Mirotić misses 3-pt jump shot from 22 ft,,72,65
319,3,5:38.0,,Defensive rebound by A. Drummond,72,65
320,3,5:32.0,,B. Griffin makes 3-pt jump shot from 24 ft (assist by S. Johnson),72,68
321,3,5:23.0,D. Miller makes 3-pt jump shot from 25 ft (assist by J. Holiday),,75,68
322,3,4:56.0,,A. Drummond misses 2-pt jump shot from 9 ft,75,68
323,3,4:56.0,,Offensive rebound by Team,75,68
324,3,4:56.0,,Personal foul by N. Mirotić (drawn by B. Griffin),75,68
325,3,4:56.0,,A. Tolliver enters the game for A. Drummond,75,68
326,3,4:42.0,,S. Johnson misses 2-pt layup from 5 ft,75,68
327,3,4:41.0,Defensive rebound by A. Davis,,75,68
328,3,4:33.0,D. Miller misses 3-pt jump shot from 26 ft,,75,68
329,3,4:29.0,,Defensive rebound by R. Bullock,75,68
330,3,4:23.0,,Shooting foul by E. Moore (drawn by I. Smith),75,68
331,3,4:23.0,,I. Smith makes free throw 1 of 2,75,69
332,3,4:23.0,,L. Kennard enters the game for S. Johnson,75,69
333,3,4:23.0,I. Clark enters the game for E. Moore,,75,69
334,3,4:23.0,,I. Smith makes free throw 2 of 2,75,70
335,3,4:07.0,Shooting foul by I. Smith (drawn by J. Holiday),,75,70
336,3,4:07.0,J. Holiday makes free throw 1 of 2,,76,70
337,3,4:07.0,,J. Nelson enters the game for I. Smith,76,70
338,3,4:07.0,J. Holiday makes free throw 2 of 2,,77,70
339,3,3:50.0,,B. Griffin misses 2-pt jump shot from 6 ft,77,70
340,3,3:48.0,Defensive rebound by N. Mirotić,,77,70
341,3,3:43.0,N. Mirotić makes 3-pt jump shot from 27 ft (assist by J. Holiday),,80,70
342,3,3:27.0,,A. Tolliver misses 3-pt jump shot from 22 ft,80,70
343,3,3:24.0,Defensive rebound by I. Clark,,80,70
344,3,3:17.0,J. Holiday makes 2-pt layup from 2 ft,,82,70
345,3,3:05.0,,Turnover by J. Nelson (lost ball; steal by J. Holiday),82,70
346,3,3:01.0,A. Davis makes 2-pt layup from 3 ft (assist by J. Holiday),,84,70
347,3,3:01.0,Shooting foul by A. Tolliver (drawn by A. Davis),,84,70
348,3,3:01.0,,A. Drummond enters the game for B. Griffin,84,70
349,3,3:01.0,R. Rondo enters the game for J. Holiday,,84,70
350,3,3:01.0,A. Davis makes free throw 1 of 1,,85,70
351,3,2:48.0,,A. Tolliver makes 3-pt jump shot from 24 ft (assist by J. Nelson),85,73
352,3,2:32.0,I. Clark misses 2-pt jump shot from 11 ft,,85,73
353,3,2:31.0,,Defensive rebound by A. Drummond,85,73
354,3,2:27.0,,Turnover by A. Drummond (lost ball; steal by N. Mirotić),85,73
355,3,2:22.0,N. Mirotić makes 2-pt layup from 3 ft (assist by R. Rondo),,87,73
356,3,2:02.0,,L. Kennard makes 3-pt jump shot from 22 ft (assist by J. Nelson),87,76
357,3,1:44.0,D. Miller makes 3-pt jump shot from 22 ft (assist by A. Davis),,90,76
358,3,1:24.0,,Shooting foul by A. Davis (drawn by A. Drummond),90,76
359,3,1:24.0,,A. Drummond makes free throw 1 of 2,90,77
360,3,1:24.0,,L. Galloway enters the game for R. Bullock,90,77
361,3,1:24.0,,A. Drummond misses free throw 2 of 2,90,77
362,3,1:22.0,Defensive rebound by N. Mirotić,,90,77
363,3,1:14.0,D. Miller misses 3-pt jump shot from 24 ft,,90,77
364,3,1:12.0,,Defensive rebound by A. Drummond,90,77
365,3,1:12.0,,Personal foul by R. Rondo (drawn by A. Drummond),90,77
366,3,1:12.0,,A. Drummond makes free throw 1 of 2,90,78
367,3,1:12.0,,A. Drummond misses free throw 2 of 2,90,78
368,3,1:10.0,Defensive rebound by N. Mirotić,,90,78
369,3,0:57.0,N. Mirotić makes 2-pt jump shot from 18 ft (assist by I. Clark),,92,78
370,3,0:45.0,,J. Nelson misses 3-pt jump shot from 24 ft,92,78
371,3,0:42.0,Defensive rebound by N. Mirotić,,92,78
372,3,0:34.0,Turnover by R. Rondo (bad pass),,92,78
373,3,0:34.0,C. Diallo enters the game for A. Davis,,92,78
374,3,0:21.0,,A. Tolliver misses 2-pt dunk from 2 ft,92,78
375,3,0:19.0,Defensive rebound by C. Diallo,,92,78
376,3,0:16.0,N. Mirotić makes 3-pt jump shot from 29 ft (assist by R. Rondo),,95,78
377,3,0:00.0,,A. Drummond makes 2-pt hook shot from 9 ft (assist by L. Kennard),95,80
378,4,11:51.0,,A. Tolliver makes 3-pt jump shot from 23 ft (assist by J. Nelson),95,83
379,4,11:36.0,N. Mirotić misses 2-pt jump shot from 18 ft,,95,83
380,4,11:34.0,,Defensive rebound by A. Drummond,95,83
381,4,11:22.0,,J. Nelson makes 2-pt layup from 2 ft,95,85
382,4,11:05.0,C. Diallo makes 2-pt jump shot from 8 ft,,97,85
383,4,10:47.0,,L. Galloway misses 3-pt jump shot from 25 ft,97,85
384,4,10:47.0,Defensive rebound by Team,,97,85
385,4,10:40.0,Personal foul by A. Tolliver (drawn by R. Rondo),,97,85
