,QUARTER,TIME_REMAINING,PORTLAND_ACTION,WASHINGTON_ACTION,PORTLAND_SCORE,WASHINGTON_SCORE
100,2,9:02.0,C. McCollum misses 3-pt jump shot from 24 ft,,33,36
101,2,8:56.0,,Defensive rebound by I. Mahinmi,33,36
102,2,8:54.0,,K. Oubre misses 3-pt jump shot from 26 ft,33,36
103,2,8:49.0,Defensive rebound by M. Harkless,,33,36
104,2,8:42.0,Turnover by C. McCollum (bad pass; steal by K. Oubre),,33,36
105,2,8:40.0,,Personal foul by C. McCollum (drawn by K. Oubre),33,36
106,2,8:34.0,,T. Satoranský makes 2-pt jump shot from 17 ft,33,38
107,2,8:17.0,E. Turner misses 3-pt jump shot from 23 ft,,33,38
108,2,8:14.0,,Defensive rebound by K. Oubre,33,38
109,2,8:05.0,,Shooting foul by C. McCollum (drawn by J. Meeks),33,38
110,2,8:05.0,,J. Meeks makes free throw 1 of 2,33,39
111,2,8:05.0,P. Connaughton enters the game for C. McCollum,,33,39
112,2,8:05.0,,J. Meeks makes free throw 2 of 2,33,40
113,2,7:49.0,Turnover by E. Turner (bad pass),,33,40
114,2,7:35.0,,K. Oubre misses 2-pt jump shot from 18 ft,33,40
115,2,7:33.0,,Offensive rebound by K. Oubre,33,40
116,2,7:32.0,,K. Oubre misses 2-pt layup from 1 ft (block by E. Davis),33,40
117,2,7:32.0,Defensive rebound by E. Davis,,33,40
118,2,7:24.0,Personal foul by I. Mahinmi (drawn by S. Napier),,33,40
119,2,7:24.0,,O. Porter enters the game for I. Mahinmi,33,40
120,2,7:11.0,Turnover by S. Napier (traveling),,33,40
121,2,7:02.0,,K. Oubre makes 2-pt jump shot from 4 ft,33,42
122,2,7:02.0,,Shooting foul by E. Davis (drawn by K. Oubre),33,42
123,2,7:02.0,Portland full timeout,,33,42
124,2,7:02.0,D. Lillard enters the game for E. Turner,,33,42
125,2,7:02.0,J. Nurkić enters the game for E. Davis,,33,42
126,2,7:02.0,,K. Oubre makes free throw 1 of 1,33,43
127,2,6:44.0,J. Nurkić misses 2-pt hook shot from 1 ft (block by J. Smith),,33,43
128,2,6:41.0,Offensive rebound by J. Nurkić,,33,43
129,2,6:40.0,J. Nurkić misses 2-pt layup from 2 ft,,33,43
130,2,6:40.0,,Defensive rebound by T. Satoranský,33,43
131,2,6:30.0,,J. Smith misses 3-pt jump shot from 25 ft,33,43
132,2,6:27.0,Defensive rebound by J. Nurkić,,33,43
133,2,6:11.0,J. Nurkić misses 2-pt jump shot from 14 ft,,33,43
134,2,6:08.0,,Defensive rebound by T. Satoranský,33,43
135,2,5:59.0,,J. Meeks misses 2-pt jump shot from 17 ft,33,43
136,2,5:54.0,Defensive rebound by M. Harkless,,33,43
137,2,5:43.0,D. Lillard misses 3-pt jump shot from 27 ft,,33,43
138,2,5:39.0,,Defensive rebound by O. Porter,33,43
139,2,5:27.0,,T. Satoranský misses 2-pt layup from 5 ft,33,43
140,2,5:23.0,Defensive rebound by M. Harkless,,33,43
141,2,5:16.0,S. Napier misses 3-pt jump shot from 24 ft,,33,43
142,2,5:15.0,,Defensive rebound by Team,33,43
143,2,5:15.0,Loose ball foul by J. Nurkić (drawn by O. Porter),,33,43
144,2,5:15.0,,B. Beal enters the game for T. Satoranský,33,43
145,2,5:15.0,N. Vonleh enters the game for M. Harkless,,33,43
146,2,5:03.0,,Turnover by J. Meeks (out of bounds lost ball),33,43
147,2,4:54.0,D. Lillard makes 2-pt layup at rim,,35,43
148,2,4:29.0,,O. Porter misses 2-pt jump shot from 19 ft,35,43
149,2,4:27.0,Defensive rebound by N. Vonleh,,35,43
150,2,4:20.0,Shooting foul by K. Oubre (drawn by D. Lillard),,35,43
151,2,4:20.0,D. Lillard makes free throw 1 of 3,,36,43
152,2,4:20.0,D. Lillard makes free throw 2 of 3,,37,43
153,2,4:20.0,,M. Gortat enters the game for J. Smith,37,43
154,2,4:20.0,D. Lillard misses free throw 3 of 3,,37,43
155,2,4:18.0,,Defensive rebound by K. Oubre,37,43
156,2,4:06.0,,B. Beal misses 3-pt jump shot from 24 ft,37,43
157,2,4:00.0,Defensive rebound by D. Lillard,,37,43
158,2,3:54.0,D. Lillard makes 2-pt jump shot from 16 ft,,39,43
159,2,3:35.0,,B. Beal misses 2-pt jump shot from 18 ft,39,43
160,2,3:31.0,Defensive rebound by N. Vonleh,,39,43
161,2,3:23.0,J. Nurkić makes 2-pt hook shot from 5 ft (assist by D. Lillard),,41,43
162,2,3:01.0,,Turnover by K. Oubre (traveling),41,43
163,2,3:01.0,,M. Morris enters the game for K. Oubre,41,43
164,2,2:50.0,P. Connaughton misses 3-pt jump shot from 27 ft,,41,43
165,2,2:46.0,,Defensive rebound by M. Morris,41,43
166,2,2:41.0,,Washington full timeout,41,43
167,2,2:41.0,,T. Frazier enters the game for J. Meeks,41,43
168,2,2:28.0,,O. Porter makes 2-pt jump shot from 19 ft,41,45
169,2,2:07.0,S. Napier misses 3-pt jump shot from 24 ft,,41,45
170,2,2:03.0,,Defensive rebound by T. Frazier,41,45
171,2,1:55.0,,O. Porter makes 2-pt jump shot from 14 ft,41,47
172,2,1:31.0,J. Nurkić misses 2-pt jump shot from 19 ft,,41,47
173,2,1:30.0,,Defensive rebound by Team,41,47
174,2,1:16.0,,B. Beal makes 2-pt jump shot from 15 ft (assist by O. Porter),41,49
175,2,0:56.0,J. Nurkić misses 2-pt layup from 3 ft,,41,49
176,2,0:54.0,,Defensive rebound by M. Gortat,41,49
177,2,0:45.0,,M. Morris makes 3-pt jump shot from 26 ft (assist by B. Beal),41,52
178,2,0:32.0,J. Nurkić misses 2-pt layup at rim (block by B. Beal),,41,52
179,2,0:29.0,,Defensive rebound by M. Morris,41,52
180,2,0:27.0,,T. Frazier misses 2-pt layup from 2 ft (block by D. Lillard),41,52
181,2,0:27.0,Defensive rebound by N. Vonleh,,41,52
182,2,0:06.0,J. Nurkić misses 2-pt jump shot from 17 ft,,41,52
183,2,0:02.0,,Defensive rebound by T. Frazier,41,52
184,3,12:00.0,D. Lillard makes technical free throw,,42,52
185,3,11:46.0,,M. Gortat makes 2-pt jump shot from 18 ft (assist by B. Beal),42,54
186,3,11:28.0,C. McCollum makes 3-pt jump shot from 28 ft,,45,54
187,3,11:12.0,,Offensive foul by M. Morris (drawn by C. McCollum),45,54
188,3,11:12.0,,Turnover by M. Morris (offensive foul),45,54
189,3,10:58.0,P. Connaughton misses 2-pt jump shot from 7 ft (block by B. Beal),,45,54
190,3,10:57.0,Offensive rebound by Team,,45,54
191,3,10:53.0,C. McCollum misses 2-pt jump shot from 19 ft,,45,54
192,3,10:53.0,,Defensive rebound by M. Morris,45,54
193,3,10:44.0,,O. Porter makes 2-pt layup from 1 ft,45,56
194,3,10:25.0,Turnover by C. McCollum (lost ball; steal by O. Porter),,45,56
195,3,10:13.0,,O. Porter makes 2-pt jump shot from 19 ft,45,58
196,3,9:51.0,Turnover by D. Lillard (bad pass; steal by B. Beal),,45,58
197,3,9:47.0,,T. Frazier makes 2-pt dunk from 2 ft (assist by B. Beal),45,60
198,3,9:47.0,Portland full timeout,,45,60
199,3,9:29.0,Turnover by C. McCollum (bad pass),,45,60
200,3,9:08.0,,M. Morris misses 2-pt jump shot from 15 ft,45,60
201,3,9:04.0,Defensive rebound by N. Vonleh,,45,60
202,3,8:58.0,D. Lillard makes 3-pt jump shot from 28 ft,,48,60
203,3,8:38.0,,O. Porter misses 2-pt jump shot from 22 ft (block by P. Connaughton),48,60
204,3,8:37.0,,Offensive rebound by Team,48,60
205,3,8:35.0,,M. Morris misses 2-pt jump shot from 13 ft,48,60
206,3,8:33.0,Defensive rebound by N. Vonleh,,48,60
207,3,8:24.0,J. Nurkić misses 2-pt jump shot from 3 ft,,48,60
208,3,8:20.0,Offensive rebound by N. Vonleh,,48,60
209,3,8:20.0,N. Vonleh makes 2-pt dunk at rim,,50,60
210,3,7:58.0,,T. Frazier misses 3-pt jump shot from 24 ft,50,60
211,3,7:55.0,Defensive rebound by D. Lillard,,50,60
212,3,7:39.0,C. McCollum makes 2-pt jump shot from 17 ft (assist by N. Vonleh),,52,60
213,3,7:24.0,,B. Beal misses 3-pt jump shot from 26 ft,52,60
214,3,7:20.0,Defensive rebound by D. Lillard,,52,60
215,3,7:15.0,D. Lillard misses 3-pt jump shot from 25 ft,,52,60
216,3,7:12.0,,Defensive rebound by O. Porter,52,60
217,3,7:07.0,,Shooting foul by N. Vonleh (drawn by O. Porter),52,60
218,3,7:07.0,,O. Porter makes free throw 1 of 2,52,61
219,3,7:07.0,,O. Porter makes free throw 2 of 2,52,62
220,3,6:54.0,P. Connaughton makes 3-pt jump shot from 26 ft (assist by J. Nurkić),,55,62
221,3,6:45.0,,Offensive foul by M. Gortat,55,62
222,3,6:45.0,,Turnover by M. Gortat (offensive foul),55,62
223,3,6:45.0,,Technical foul by M. Gortat,55,62
224,3,6:45.0,D. Lillard makes technical free throw,,56,62
225,3,6:29.0,C. McCollum makes 3-pt jump shot from 26 ft (assist by P. Connaughton),,59,62
226,3,6:24.0,,Washington full timeout,59,62
227,3,6:06.0,,B. Beal makes 2-pt jump shot from 9 ft,59,64
228,3,5:46.0,D. Lillard makes 2-pt jump shot from 21 ft,,61,64
229,3,5:31.0,,B. Beal makes 2-pt jump shot from 20 ft (assist by T. Frazier),61,66
230,3,5:19.0,C. McCollum misses 2-pt jump shot from 8 ft,,61,66
231,3,5:15.0,Offensive rebound by C. McCollum,,61,66
232,3,5:08.0,J. Nurkić misses 2-pt jump shot from 14 ft,,61,66
233,3,5:06.0,,Defensive rebound by M. Gortat,61,66
234,3,4:57.0,,M. Gortat makes 2-pt layup from 1 ft (assist by B. Beal),61,68
235,3,4:41.0,C. McCollum misses 2-pt jump shot from 6 ft,,61,68
236,3,4:37.0,Offensive rebound by N. Vonleh,,61,68
237,3,4:31.0,N. Vonleh makes 2-pt layup at rim,,63,68
238,3,4:28.0,,T. Frazier makes 2-pt jump shot from 17 ft,63,70
239,3,4:01.0,D. Lillard misses 2-pt layup from 2 ft (block by O. Porter),,63,70
240,3,3:58.0,,Defensive rebound by T. Frazier,63,70
241,3,3:55.0,,Turnover by T. Frazier (bad pass),63,70
242,3,3:55.0,,K. Oubre enters the game for M. Morris,63,70
243,3,3:55.0,E. Turner enters the game for P. Connaughton,,63,70
244,3,3:45.0,C. McCollum makes 3-pt jump shot from 25 ft (assist by J. Nurkić),,66,70
245,3,3:27.0,,O. Porter makes 2-pt jump shot from 19 ft,66,72
246,3,3:22.0,Offensive foul by D. Lillard (drawn by T. Frazier),,66,72
247,3,3:22.0,Turnover by D. Lillard (offensive foul),,66,72
248,3,3:22.0,,I. Mahinmi enters the game for T. Frazier,66,72
249,3,3:22.0,,T. Satoranský enters the game for M. Gortat,66,72
250,3,3:22.0,E. Davis enters the game for N. Vonleh,,66,72
251,3,3:22.0,M. Harkless enters the game for J. Nurkić,,66,72
252,3,3:17.0,,Shooting foul by C. McCollum (drawn by B. Beal),66,72
253,3,3:17.0,,B. Beal misses free throw 1 of 2,66,72
254,3,3:17.0,,Offensive rebound by Team,66,72
255,3,3:17.0,P. Connaughton enters the game for C. McCollum,,66,72
256,3,3:17.0,,B. Beal makes free throw 2 of 2,66,73
257,3,3:05.0,P. Connaughton makes 2-pt dunk from 2 ft (assist by D. Lillard),,68,73
258,3,2:42.0,,K. Oubre makes 3-pt jump shot from 24 ft (assist by B. Beal),68,76
259,3,2:19.0,E. Davis makes 2-pt layup from 5 ft,,70,76
260,3,2:01.0,,O. Porter misses 2-pt jump shot from 12 ft,70,76
261,3,1:57.0,,Offensive rebound by T. Satoranský,70,76
262,3,1:49.0,,K. Oubre misses 3-pt jump shot from 25 ft,70,76
263,3,1:46.0,,Offensive rebound by O. Porter,70,76
264,3,1:35.0,,Turnover by B. Beal (lost ball; steal by P. Connaughton),70,76
265,3,1:33.0,Shooting foul by O. Porter (drawn by M. Harkless),,70,76
266,3,1:33.0,M. Harkless misses free throw 1 of 2,,70,76
267,3,1:33.0,Offensive rebound by Team,,70,76
268,3,1:33.0,,J. Meeks enters the game for B. Beal,70,76
269,3,1:33.0,M. Harkless makes free throw 2 of 2,,71,76
270,3,1:14.0,,O. Porter makes 2-pt jump shot from 15 ft,71,78
271,3,0:47.0,D. Lillard makes 2-pt layup from 2 ft,,73,78
272,3,0:37.0,,O. Porter makes 2-pt jump shot from 4 ft (assist by T. Satoranský),73,80
273,3,0:37.0,,Shooting foul by M. Harkless (drawn by O. Porter),73,80
274,3,0:37.0,,O. Porter makes free throw 1 of 1,73,81
275,3,0:32.0,P. Connaughton misses 2-pt jump shot from 12 ft,,73,81
276,3,0:31.0,,Defensive rebound by Team,73,81
277,3,0:31.0,Loose ball foul by E. Davis (drawn by I. Mahinmi),,73,81
278,3,0:31.0,,I. Mahinmi makes free throw 1 of 2,73,82
279,3,0:31.0,C. McCollum enters the game for M. Harkless,,73,82
280,3,0:31.0,,I. Mahinmi makes free throw 2 of 2,73,83
281,3,0:10.0,,B. Beal enters the game for T. Satoranský,73,83
282,3,0:10.0,M. Harkless enters the game for C. McCollum,,73,83
283,3,0:03.0,Turnover by D. Lillard (lost ball; steal by O. Porter),,73,83
284,3,0:02.0,,B. Beal misses 2-pt jump shot from 12 ft,73,83
285,3,0:02.0,Defensive rebound by E. Turner,,73,83
286,4,11:42.0,Personal foul by O. Porter (drawn by M. Harkless),,73,83
287,4,11:37.0,Shooting foul by T. Satoranský (drawn by S. Napier),,73,83
288,4,11:37.0,S. Napier makes free throw 1 of 2,,74,83
289,4,11:37.0,S. Napier makes free throw 2 of 2,,75,83
290,4,11:21.0,,K. Oubre misses 2-pt jump shot from 16 ft,75,83
291,4,11:18.0,,Offensive rebound by O. Porter,75,83
292,4,11:16.0,,O. Porter misses 2-pt jump shot from 12 ft,75,83
293,4,11:11.0,,Offensive rebound by I. Mahinmi,75,83
294,4,11:02.0,,T. Satoranský makes 2-pt jump shot from 15 ft,75,85
295,4,10:46.0,S. Napier misses 2-pt layup from 5 ft,,75,85
296,4,10:43.0,,Defensive rebound by O. Porter,75,85
297,4,10:36.0,,I. Mahinmi misses 2-pt layup at rim,75,85
298,4,10:34.0,,Offensive rebound by K. Oubre,75,85
299,4,10:34.0,,K. Oubre misses 2-pt layup from 2 ft,75,85
300,4,10:34.0,,Offensive rebound by O. Porter,75,85
301,4,10:30.0,,J. Meeks misses 3-pt jump shot from 26 ft,75,85
302,4,10:27.0,Defensive rebound by S. Napier,,75,85
303,4,10:20.0,C. McCollum misses 2-pt layup from 2 ft,,75,85
304,4,10:18.0,,Defensive rebound by O. Porter,75,85
305,4,10:18.0,,Personal take foul by S. Napier (drawn by O. Porter),75,85
306,4,10:14.0,,J. Meeks makes 2-pt jump shot from 16 ft (assist by T. Satoranský),75,87
307,4,9:59.0,Turnover by E. Davis (out of bounds lost ball),,75,87
308,4,9:44.0,,O. Porter makes 3-pt jump shot from 22 ft (assist by T. Satoranský),75,90
309,4,9:41.0,Portland full timeout,,75,90
310,4,9:41.0,J. Nurkić enters the game for E. Turner,,75,90
311,4,9:41.0,D. Lillard enters the game for M. Harkless,,75,90
312,4,9:41.0,P. Connaughton enters the game for E. Davis,,75,90
313,4,9:41.0,N. Vonleh enters the game for S. Napier,,75,90
314,4,9:34.0,Personal foul by T. Satoranský (drawn by N. Vonleh),,75,90
315,4,9:26.0,C. McCollum misses 3-pt jump shot from 24 ft,,75,90
316,4,9:23.0,,Defensive rebound by I. Mahinmi,75,90
317,4,9:04.0,,I. Mahinmi misses 2-pt dunk at rim (block by J. Nurkić),75,90
318,4,9:00.0,Defensive rebound by C. McCollum,,75,90
319,4,8:55.0,Turnover by C. McCollum (bad pass; steal by O. Porter),,75,90
320,4,8:53.0,,Shooting foul by C. McCollum (drawn by O. Porter),75,90
321,4,8:53.0,,O. Porter makes free throw 1 of 2,75,91
322,4,8:53.0,,O. Porter makes free throw 2 of 2,75,92
323,4,8:28.0,N. Vonleh makes 2-pt layup from 1 ft,,77,92
324,4,8:14.0,,K. Oubre makes 2-pt jump shot from 13 ft (assist by T. Satoranský),77,94
325,4,7:56.0,C. McCollum makes 2-pt jump shot from 5 ft,,79,94
326,4,7:40.0,,I. Mahinmi misses 2-pt layup from 4 ft (block by J. Nurkić),79,94
327,4,7:40.0,Defensive rebound by Team,,79,94
328,4,7:27.0,D. Lillard misses 3-pt jump shot from 28 ft,,79,94
329,4,7:23.0,,Defensive rebound by O. Porter,79,94
330,4,7:16.0,,J. Meeks misses 2-pt layup at rim,79,94
331,4,7:16.0,Defensive rebound by Team,,79,94
332,4,7:16.0,,B. Beal enters the game for T. Satoranský,79,94
333,4,7:01.0,J. Nurkić makes 2-pt layup from 1 ft (assist by C. McCollum),,81,94
334,4,6:37.0,,B. Beal misses 2-pt layup from 2 ft (block by J. Nurkić),81,94
335,4,6:34.0,Defensive rebound by N. Vonleh,,81,94
336,4,6:32.0,Shooting foul by I. Mahinmi (drawn by D. Lillard),,81,94
337,4,6:32.0,D. Lillard makes free throw 1 of 2,,82,94
338,4,6:32.0,,M. Gortat enters the game for O. Porter,82,94
339,4,6:32.0,,M. Morris enters the game for I. Mahinmi,82,94
340,4,6:32.0,D. Lillard makes free throw 2 of 2,,83,94
341,4,6:16.0,,M. Gortat makes 2-pt hook shot from 9 ft (assist by M. Morris),83,96
342,4,6:00.0,Personal foul by J. Meeks (drawn by D. Lillard),,83,96
343,4,6:00.0,D. Lillard makes free throw 1 of 2,,84,96
344,4,6:00.0,D. Lillard makes free throw 2 of 2,,85,96
345,4,5:43.0,,Turnover by B. Beal (bad pass; steal by P. Connaughton),85,96
346,4,5:36.0,C. McCollum makes 2-pt jump shot from 7 ft,,87,96
347,4,5:36.0,,Washington full timeout,87,96
348,4,5:25.0,,B. Beal makes 2-pt jump shot from 17 ft,87,98
349,4,5:09.0,C. McCollum makes 2-pt jump shot from 11 ft (assist by D. Lillard),,89,98
350,4,4:54.0,,M. Morris misses 2-pt jump shot from 17 ft,89,98
351,4,4:51.0,Defensive rebound by D. Lillard,,89,98
352,4,4:41.0,Shooting foul by M. Morris (drawn by J. Nurkić),,89,98
353,4,4:41.0,J. Nurkić makes free throw 1 of 2,,90,98
354,4,4:41.0,,T. Frazier enters the game for J. Meeks,90,98
355,4,4:41.0,J. Nurkić misses free throw 2 of 2,,90,98
356,4,4:39.0,,Defensive rebound by M. Gortat,90,98
357,4,4:32.0,,B. Beal makes 3-pt jump shot from 25 ft (assist by K. Oubre),90,101
358,4,4:14.0,J. Nurkić makes 2-pt dunk from 1 ft (assist by D. Lillard),,92,101
359,4,4:07.0,,Turnover by M. Gortat (bad pass; steal by C. McCollum),92,101
360,4,4:04.0,C. McCollum misses 2-pt layup from 2 ft,,92,101
361,4,4:02.0,,Defensive rebound by B. Beal,92,101
362,4,3:59.0,,B. Beal misses 3-pt jump shot from 25 ft,92,101
363,4,3:59.0,Defensive rebound by D. Lillard,,92,101
364,4,3:52.0,D. Lillard makes 2-pt layup from 1 ft,,94,101
365,4,3:52.0,Shooting foul by M. Gortat (drawn by D. Lillard),,94,101
366,4,3:52.0,,O. Porter enters the game for K. Oubre,94,101
367,4,3:52.0,D. Lillard makes free throw 1 of 1,,95,101
368,4,3:40.0,,B. Beal misses 2-pt jump shot from 14 ft,95,101
369,4,3:35.0,Defensive rebound by P. Connaughton,,95,101
370,4,3:29.0,D. Lillard makes 2-pt jump shot from 7 ft,,97,101
371,4,3:08.0,,T. Frazier misses 2-pt jump shot from 12 ft,97,101
372,4,3:07.0,,Offensive rebound by Team,97,101
373,4,3:07.0,Portland full timeout,,97,101
374,4,2:56.0,,M. Morris makes 2-pt jump shot from 10 ft,97,103
375,4,2:45.0,Shooting foul by M. Morris (drawn by J. Nurkić),,97,103
376,4,2:45.0,J. Nurkić makes free throw 1 of 2,,98,103
377,4,2:45.0,J. Nurkić misses free throw 2 of 2,,98,103
378,4,2:41.0,,Defensive rebound by O. Porter,98,103
379,4,2:30.0,,B. Beal makes 2-pt jump shot from 14 ft,98,105
380,4,2:17.0,D. Lillard misses 2-pt jump shot from 17 ft,,98,105
381,4,2:17.0,,Defensive rebound by M. Morris,98,105
382,4,2:07.0,,M. Morris misses 2-pt jump shot from 11 ft,98,105
383,4,2:04.0,Defensive rebound by J. Nurkić,,98,105
