,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,BOSTON_ACTION,MILWAUKEE_SCORE,BOSTON_SCORE
114,2,10:34.0,M. Brogdon misses 2-pt jump shot from 13 ft,,26,39
115,2,10:30.0,,Defensive rebound by M. Smart,26,39
116,2,10:23.0,,Personal foul by T. Maker (drawn by D. Theis),26,39
117,2,10:11.0,,M. Morris misses 3-pt jump shot from 24 ft,26,39
118,2,10:07.0,Defensive rebound by D. Liggins,,26,39
119,2,9:53.0,K. Middleton makes 2-pt jump shot from 18 ft,,28,39
120,2,9:29.0,,T. Rozier makes 2-pt jump shot from 14 ft,28,41
121,2,9:05.0,,Violation by D. Theis (def goaltending),28,41
122,2,9:05.0,M. Brogdon makes 2-pt layup from 1 ft,,30,41
123,2,8:55.0,,M. Morris misses 3-pt jump shot from 27 ft,30,41
124,2,8:51.0,Defensive rebound by J. Terry,,30,41
125,2,8:36.0,T. Maker misses 2-pt jump shot from 20 ft,,30,41
126,2,8:33.0,,Defensive rebound by T. Rozier,30,41
127,2,8:25.0,,D. Theis makes 2-pt dunk from 1 ft (assist by M. Morris),30,43
128,2,8:24.0,Milwaukee full timeout,,30,43
129,2,8:24.0,,K. Irving enters the game for M. Smart,30,43
130,2,8:24.0,J. Henson enters the game for T. Maker,,30,43
131,2,8:12.0,K. Middleton misses 2-pt jump shot from 21 ft,,30,43
132,2,8:09.0,,Defensive rebound by M. Morris,30,43
133,2,7:58.0,,D. Theis misses 3-pt jump shot from 25 ft,30,43
134,2,7:54.0,Defensive rebound by K. Middleton,,30,43
135,2,7:38.0,J. Terry misses 3-pt jump shot from 23 ft,,30,43
136,2,7:33.0,,Defensive rebound by M. Morris,30,43
137,2,7:28.0,,T. Rozier makes 2-pt jump shot from 4 ft,30,45
138,2,7:08.0,J. Terry makes 2-pt jump shot from 16 ft,,32,45
139,2,6:48.0,,M. Morris misses 2-pt layup from 4 ft,32,45
140,2,6:48.0,Defensive rebound by J. Henson,,32,45
141,2,6:43.0,M. Brogdon misses 2-pt layup from 2 ft (block by D. Theis),,32,45
142,2,6:42.0,Offensive rebound by Team,,32,45
143,2,6:42.0,E. Bledsoe enters the game for D. Liggins,,32,45
144,2,6:29.0,K. Middleton makes 3-pt jump shot from 25 ft (assist by J. Henson),,35,45
145,2,6:03.0,,K. Irving misses 2-pt jump shot from 16 ft (block by J. Terry),35,45
146,2,6:01.0,Defensive rebound by J. Henson,,35,45
147,2,5:55.0,Turnover by J. Henson (bad pass; steal by M. Morris),,35,45
148,2,5:49.0,,K. Irving misses 2-pt jump shot from 16 ft,35,45
149,2,5:49.0,,Offensive rebound by Team,35,45
150,2,5:49.0,,J. Tatum enters the game for M. Morris,35,45
151,2,5:49.0,G. Antetokounmpo enters the game for J. Terry,,35,45
152,2,5:49.0,,A. Horford enters the game for D. Theis,35,45
153,2,5:35.0,,A. Horford makes 3-pt jump shot from 25 ft (assist by K. Irving),35,48
154,2,5:11.0,G. Antetokounmpo misses 2-pt layup from 3 ft,,35,48
155,2,5:11.0,Offensive rebound by J. Henson,,35,48
156,2,5:07.0,J. Henson misses 2-pt layup at rim,,35,48
157,2,5:05.0,,Defensive rebound by A. Horford,35,48
158,2,5:02.0,,Turnover by K. Irving (traveling),35,48
159,2,4:47.0,K. Middleton makes 2-pt jump shot from 20 ft,,37,48
160,2,4:44.0,Technical foul by Team,,37,48
161,2,4:44.0,,K. Irving makes technical free throw,37,49
162,2,4:44.0,,A. Baynes enters the game for S. Ojeleye,37,49
163,2,4:21.0,,K. Irving makes 2-pt layup at rim (assist by A. Horford),37,51
164,2,4:04.0,Turnover by M. Brogdon (step out of bounds),,37,51
165,2,3:44.0,,K. Irving misses 2-pt layup from 4 ft,37,51
166,2,3:40.0,,Offensive rebound by K. Irving,37,51
167,2,3:40.0,,K. Irving makes 2-pt layup at rim,37,53
168,2,3:23.0,Turnover by G. Antetokounmpo (bad pass; steal by T. Rozier),,37,53
169,2,3:18.0,,T. Rozier makes 3-pt jump shot from 27 ft (assist by A. Horford),37,56
170,2,3:18.0,Milwaukee full timeout,,37,56
171,2,3:18.0,T. Snell enters the game for M. Brogdon,,37,56
172,2,3:06.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,39,56
173,2,2:54.0,,Personal foul by E. Bledsoe (drawn by A. Baynes),39,56
174,2,2:44.0,,Shooting foul by E. Bledsoe (drawn by K. Irving),39,56
175,2,2:44.0,,K. Irving misses free throw 1 of 2,39,56
176,2,2:44.0,,Offensive rebound by Team,39,56
177,2,2:44.0,,M. Smart enters the game for T. Rozier,39,56
178,2,2:44.0,,K. Irving makes free throw 2 of 2,39,57
179,2,2:32.0,G. Antetokounmpo misses 2-pt jump shot from 20 ft,,39,57
180,2,2:29.0,,Defensive rebound by J. Tatum,39,57
181,2,2:18.0,,Turnover by J. Tatum (traveling),39,57
182,2,2:00.0,T. Snell makes 3-pt jump shot from 22 ft (assist by G. Antetokounmpo),,42,57
183,2,1:50.0,,Offensive foul by M. Smart (drawn by E. Bledsoe),42,57
184,2,1:50.0,,Turnover by M. Smart (offensive foul),42,57
185,2,1:36.0,Shooting foul by A. Baynes (drawn by G. Antetokounmpo),,42,57
186,2,1:36.0,,Technical foul by M. Smart,42,57
187,2,1:36.0,K. Middleton makes technical free throw,,43,57
188,2,1:36.0,G. Antetokounmpo makes free throw 1 of 2,,44,57
189,2,1:36.0,,T. Rozier enters the game for M. Smart,44,57
190,2,1:36.0,G. Antetokounmpo makes free throw 2 of 2,,45,57
191,2,1:19.0,,Turnover by K. Irving (lost ball; steal by E. Bledsoe),45,57
192,2,1:18.0,Shooting foul by A. Horford (drawn by G. Antetokounmpo),,45,57
193,2,1:18.0,G. Antetokounmpo makes free throw 1 of 2,,46,57
194,2,1:18.0,,M. Morris enters the game for A. Baynes,46,57
195,2,1:18.0,G. Antetokounmpo misses free throw 2 of 2,,46,57
196,2,1:16.0,,Defensive rebound by J. Tatum,46,57
197,2,0:59.0,,J. Tatum makes 2-pt layup from 2 ft,46,59
198,2,0:50.0,T. Snell makes 3-pt jump shot from 23 ft (assist by K. Middleton),,49,59
199,2,0:29.0,,K. Irving makes 3-pt jump shot from 23 ft (assist by M. Morris),49,62
200,2,0:06.0,G. Antetokounmpo misses 2-pt jump shot from 11 ft,,49,62
201,2,0:03.0,,Defensive rebound by K. Irving,49,62
202,2,0:03.0,,Boston full timeout,49,62
203,2,0:00.0,,J. Tatum misses 3-pt jump shot from 27 ft,49,62
204,2,0:00.0,,Offensive rebound by Team,49,62
205,3,11:47.0,J. Henson misses 2-pt hook shot from 8 ft,,49,62
206,3,11:44.0,,Defensive rebound by K. Irving,49,62
207,3,11:35.0,,Personal foul by G. Antetokounmpo (drawn by A. Horford),49,62
208,3,11:26.0,,A. Baynes misses 2-pt layup from 3 ft (block by K. Middleton),49,62
209,3,11:26.0,,Offensive rebound by J. Brown,49,62
210,3,11:22.0,,J. Brown misses 2-pt layup from 3 ft,49,62
211,3,11:21.0,,Offensive rebound by J. Brown,49,62
212,3,11:20.0,,J. Brown misses 2-pt layup at rim,49,62
213,3,11:19.0,,Offensive rebound by J. Brown,49,62
214,3,11:17.0,,J. Brown makes 2-pt layup at rim,49,64
215,3,11:01.0,Turnover by G. Antetokounmpo (bad pass; steal by K. Irving),,49,64
216,3,10:59.0,,Personal foul by K. Middleton (drawn by K. Irving),49,64
217,3,10:51.0,,J. Brown misses 2-pt layup from 1 ft,49,64
218,3,10:48.0,Defensive rebound by G. Antetokounmpo,,49,64
219,3,10:40.0,G. Antetokounmpo misses 2-pt jump shot from 7 ft,,49,64
220,3,10:36.0,,Defensive rebound by A. Horford,49,64
221,3,10:29.0,,K. Irving makes 2-pt jump shot from 16 ft,49,66
222,3,10:10.0,K. Middleton misses 2-pt jump shot from 9 ft,,49,66
223,3,10:07.0,,Defensive rebound by A. Horford,49,66
224,3,10:03.0,,K. Irving makes 2-pt layup from 2 ft,49,68
225,3,10:03.0,,Shooting foul by J. Henson (drawn by K. Irving),49,68
226,3,10:03.0,,K. Irving makes free throw 1 of 1,49,69
227,3,9:48.0,Shooting foul by A. Horford (drawn by G. Antetokounmpo),,49,69
228,3,9:48.0,G. Antetokounmpo makes free throw 1 of 2,,50,69
229,3,9:48.0,G. Antetokounmpo makes free throw 2 of 2,,51,69
230,3,9:28.0,,K. Irving misses 2-pt layup from 2 ft,51,69
231,3,9:25.0,,Offensive rebound by A. Baynes,51,69
232,3,9:25.0,,A. Baynes makes 2-pt dunk at rim,51,71
233,3,9:25.0,Turnover by E. Bledsoe (traveling),,51,71
234,3,9:00.0,,Turnover by Team (shot clock),51,71
235,3,8:53.0,K. Middleton misses 2-pt jump shot from 14 ft,,51,71
236,3,8:51.0,,Defensive rebound by J. Tatum,51,71
237,3,8:39.0,,A. Baynes misses 2-pt hook shot from 5 ft,51,71
238,3,8:38.0,Defensive rebound by Team,,51,71
239,3,8:38.0,,Loose ball foul by A. Baynes (drawn by G. Antetokounmpo),51,71
240,3,8:26.0,T. Snell makes 3-pt jump shot from 26 ft (assist by E. Bledsoe),,54,71
241,3,8:07.0,,J. Brown makes 2-pt dunk from 1 ft (assist by A. Baynes),54,73
242,3,7:54.0,G. Antetokounmpo makes 2-pt dunk at rim,,56,73
243,3,7:38.0,,A. Baynes misses 2-pt jump shot from 16 ft,56,73
244,3,7:34.0,Defensive rebound by K. Middleton,,56,73
245,3,7:32.0,Shooting foul by A. Horford (drawn by G. Antetokounmpo),,56,73
246,3,7:32.0,G. Antetokounmpo makes free throw 1 of 2,,57,73
247,3,7:32.0,,S. Ojeleye enters the game for A. Baynes,57,73
248,3,7:32.0,G. Antetokounmpo makes free throw 2 of 2,,58,73
249,3,7:18.0,,K. Irving makes 2-pt layup from 1 ft (assist by A. Horford),58,75
250,3,7:00.0,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by E. Bledsoe),,60,75
251,3,6:43.0,,K. Irving misses 2-pt jump shot from 18 ft,60,75
252,3,6:42.0,,Offensive rebound by A. Horford,60,75
253,3,6:31.0,,Shooting foul by G. Antetokounmpo (drawn by J. Tatum),60,75
254,3,6:31.0,,Boston full timeout,60,75
255,3,6:31.0,M. Brogdon enters the game for J. Henson,,60,75
256,3,6:31.0,,J. Tatum makes free throw 1 of 2,60,76
257,3,6:31.0,,J. Tatum misses free throw 2 of 2,60,76
258,3,6:28.0,Defensive rebound by E. Bledsoe,,60,76
259,3,6:20.0,T. Snell misses 3-pt jump shot from 23 ft,,60,76
260,3,6:17.0,,Defensive rebound by J. Brown,60,76
261,3,6:04.0,,K. Irving misses 2-pt jump shot from 10 ft,60,76
262,3,6:01.0,Defensive rebound by G. Antetokounmpo,,60,76
263,3,5:54.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,62,76
264,3,5:38.0,,Personal foul by E. Bledsoe (drawn by A. Horford),62,76
265,3,5:38.0,,A. Horford misses free throw 1 of 2,62,76
266,3,5:38.0,,Offensive rebound by Team,62,76
267,3,5:38.0,,M. Smart enters the game for J. Brown,62,76
268,3,5:38.0,,A. Horford makes free throw 2 of 2,62,77
269,3,5:29.0,Personal foul by S. Ojeleye (drawn by E. Bledsoe),,62,77
270,3,5:29.0,,M. Morris enters the game for A. Horford,62,77
271,3,5:18.0,G. Antetokounmpo makes 2-pt layup from 2 ft,,64,77
272,3,5:18.0,Shooting foul by J. Tatum (drawn by G. Antetokounmpo),,64,77
273,3,5:18.0,G. Antetokounmpo misses free throw 1 of 1,,64,77
274,3,5:15.0,,Defensive rebound by M. Morris,64,77
275,3,5:04.0,,M. Smart makes 2-pt jump shot from 20 ft (assist by S. Ojeleye),64,79
276,3,4:44.0,M. Brogdon makes 3-pt jump shot from 23 ft (assist by G. Antetokounmpo),,67,79
277,3,4:29.0,,Turnover by S. Ojeleye (out of bounds lost ball),67,79
278,3,4:16.0,G. Antetokounmpo makes 2-pt jump shot from 5 ft (assist by E. Bledsoe),,69,79
279,3,4:00.0,,M. Morris misses 2-pt jump shot from 18 ft,69,79
280,3,3:57.0,Defensive rebound by K. Middleton,,69,79
281,3,3:53.0,Turnover by G. Antetokounmpo (traveling),,69,79
282,3,3:53.0,,D. Theis enters the game for S. Ojeleye,69,79
283,3,3:45.0,,K. Irving makes 2-pt layup from 1 ft,69,81
284,3,3:23.0,E. Bledsoe makes 3-pt jump shot from 25 ft (assist by M. Brogdon),,72,81
285,3,3:08.0,,Turnover by D. Theis (out of bounds lost ball),72,81
286,3,2:56.0,M. Brogdon makes 2-pt jump shot from 11 ft,,74,81
287,3,2:39.0,,K. Irving makes 2-pt layup from 2 ft,74,83
288,3,2:39.0,,Shooting foul by M. Brogdon (drawn by K. Irving),74,83
289,3,2:39.0,Milwaukee full timeout,,74,83
290,3,2:39.0,,K. Irving makes free throw 1 of 1,74,84
291,3,2:20.0,G. Antetokounmpo misses 2-pt jump shot from 15 ft,,74,84
292,3,2:17.0,,Defensive rebound by M. Morris,74,84
293,3,2:02.0,Violation by G. Antetokounmpo (def goaltending),,74,84
294,3,2:02.0,,K. Irving makes 2-pt layup from 1 ft,74,86
295,3,1:43.0,E. Bledsoe makes 3-pt jump shot from 24 ft (assist by K. Middleton),,77,86
296,3,1:18.0,,K. Irving misses 3-pt jump shot from 26 ft,77,86
297,3,1:18.0,Defensive rebound by K. Middleton,,77,86
298,3,1:09.0,Turnover by G. Antetokounmpo (lost ball; steal by K. Irving),,77,86
299,3,1:00.0,,D. Theis makes 2-pt dunk at rim (assist by M. Smart),77,88
300,3,0:47.0,E. Bledsoe makes 2-pt jump shot from 18 ft,,79,88
301,3,0:29.0,,M. Smart misses 3-pt jump shot from 22 ft,79,88
302,3,0:25.0,Defensive rebound by K. Middleton,,79,88
303,3,0:23.0,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by K. Middleton),,81,88
304,3,0:05.0,,K. Irving misses 2-pt jump shot from 20 ft,81,88
305,3,0:03.0,Defensive rebound by M. Brogdon,,81,88
306,3,0:00.0,M. Brogdon misses 3-pt jump shot from 48 ft,,81,88
307,3,0:00.0,Offensive rebound by Team,,81,88
308,4,11:44.0,,M. Smart makes 2-pt layup from 1 ft (assist by A. Horford),81,90
309,4,11:28.0,Personal foul by T. Rozier (drawn by E. Bledsoe),,81,90
310,4,11:15.0,T. Snell misses 2-pt jump shot from 15 ft,,81,90
311,4,11:14.0,Offensive rebound by Team,,81,90
312,4,11:14.0,Turnover by Team (shot clock),,81,90
313,4,10:59.0,,A. Horford makes 2-pt hook shot from 6 ft (assist by J. Brown),81,92
314,4,10:34.0,M. Brogdon misses 2-pt layup from 2 ft,,81,92
315,4,10:33.0,,Defensive rebound by M. Smart,81,92
316,4,10:21.0,,M. Morris misses 2-pt jump shot from 10 ft,81,92
317,4,10:21.0,Defensive rebound by G. Antetokounmpo,,81,92
318,4,10:13.0,M. Brogdon makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),,84,92
319,4,9:55.0,,A. Horford makes 2-pt hook shot from 3 ft,84,94
320,4,9:40.0,G. Antetokounmpo makes 2-pt layup from 2 ft,,86,94
321,4,9:16.0,,J. Brown makes 2-pt dunk from 1 ft (assist by A. Horford),86,96
322,4,9:04.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,86,96
323,4,9:03.0,,Defensive rebound by Team,86,96
324,4,9:03.0,K. Middleton enters the game for E. Bledsoe,,86,96
325,4,8:47.0,,Turnover by A. Horford (bad pass),86,96
326,4,8:40.0,Personal foul by T. Rozier (drawn by M. Brogdon),,86,96
327,4,8:32.0,K. Middleton makes 2-pt jump shot from 13 ft,,88,96
328,4,8:08.0,,Turnover by M. Morris (bad pass; steal by J. Terry),88,96
329,4,8:03.0,Milwaukee full timeout,,88,96
330,4,7:51.0,Turnover by K. Middleton (bad pass; steal by M. Smart),,88,96
331,4,7:29.0,,M. Smart misses 3-pt jump shot from 26 ft,88,96
332,4,7:25.0,Defensive rebound by G. Antetokounmpo,,88,96
333,4,7:14.0,G. Antetokounmpo misses 2-pt hook shot from 4 ft,,88,96
334,4,7:11.0,,Defensive rebound by T. Rozier,88,96
335,4,7:01.0,,Turnover by M. Smart (bad pass; steal by K. Middleton),88,96
336,4,6:56.0,M. Brogdon misses 3-pt jump shot from 26 ft,,88,96
337,4,6:52.0,,Defensive rebound by M. Smart,88,96
338,4,6:37.0,,M. Smart misses 2-pt layup from 2 ft,88,96
339,4,6:36.0,,Offensive rebound by A. Horford,88,96
340,4,6:36.0,,A. Horford makes 2-pt dunk at rim,88,98
341,4,6:16.0,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by M. Brogdon),,90,98
342,4,5:56.0,,A. Horford makes 2-pt dunk at rim (assist by M. Smart),90,100
343,4,5:34.0,G. Antetokounmpo misses 2-pt jump shot from 19 ft,,90,100
344,4,5:31.0,,Defensive rebound by T. Rozier,90,100
345,4,5:29.0,,Personal take foul by J. Terry (drawn by J. Brown),90,100
346,4,5:29.0,,K. Irving enters the game for M. Morris,90,100
347,4,5:29.0,D. Liggins enters the game for J. Terry,,90,100
348,4,5:29.0,E. Bledsoe enters the game for G. Antetokounmpo,,90,100
349,4,5:17.0,,A. Horford makes 2-pt dunk at rim (assist by M. Smart),90,102
350,4,4:50.0,K. Middleton misses 3-pt jump shot from 28 ft,,90,102
351,4,4:48.0,,Defensive rebound by A. Horford,90,102
352,4,4:27.0,,Turnover by M. Smart (bad pass; steal by D. Liggins),90,102
353,4,4:27.0,Personal take foul by K. Irving (drawn by D. Liggins),,90,102
354,4,4:27.0,,S. Ojeleye enters the game for A. Horford,90,102
355,4,4:19.0,E. Bledsoe makes 2-pt layup from 1 ft,,92,102
356,4,4:02.0,,M. Smart misses 2-pt jump shot from 22 ft,92,102
357,4,4:00.0,Defensive rebound by M. Brogdon,,92,102
358,4,3:48.0,K. Middleton makes 2-pt jump shot from 16 ft (assist by D. Liggins),,94,102
359,4,3:27.0,,Turnover by K. Irving (step out of bounds),94,102
360,4,3:14.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,94,102
361,4,3:12.0,,Defensive rebound by J. Brown,94,102
362,4,3:01.0,,M. Smart misses 2-pt hook shot from 3 ft,94,102
363,4,2:58.0,Defensive rebound by E. Bledsoe,,94,102
364,4,2:55.0,Turnover by E. Bledsoe (bad pass),,94,102
365,4,2:55.0,,Boston full timeout,94,102
366,4,2:55.0,,J. Tatum enters the game for T. Rozier,94,102
367,4,2:55.0,,A. Horford enters the game for S. Ojeleye,94,102
368,4,2:55.0,G. Antetokounmpo enters the game for D. Liggins,,94,102
369,4,2:38.0,,J. Brown makes 2-pt layup from 1 ft (assist by M. Smart),94,104
370,4,2:26.0,M. Brogdon misses 3-pt jump shot from 25 ft,,94,104
371,4,2:24.0,,Defensive rebound by J. Brown,94,104
372,4,2:07.0,,J. Brown misses 3-pt jump shot from 24 ft,94,104
373,4,2:05.0,Defensive rebound by G. Antetokounmpo,,94,104
374,4,1:58.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,96,104
375,4,1:37.0,,K. Irving misses 2-pt jump shot from 16 ft,96,104
376,4,1:36.0,Defensive rebound by K. Middleton,,96,104
377,4,1:31.0,Shooting foul by M. Smart (drawn by E. Bledsoe),,96,104
378,4,1:31.0,E. Bledsoe makes free throw 1 of 2,,97,104
379,4,1:31.0,E. Bledsoe misses free throw 2 of 2,,97,104
