,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,UTAH_ACTION,GOLDEN STATE_SCORE,UTAH_SCORE
0,1,11:46.0,D. Green misses 2-pt jump shot from 13 ft,,0,0
1,1,11:43.0,,Defensive rebound by D. Favors,0,0
2,1,11:23.0,,D. Mitchell makes 2-pt jump shot from 15 ft,0,2
3,1,11:10.0,D. Green misses 2-pt layup from 2 ft (block by D. Favors),,0,2
4,1,11:06.0,Offensive rebound by S. Curry,,0,2
5,1,10:56.0,Turnover by Team (shot clock),,0,2
6,1,10:45.0,,J. Ingles makes 3-pt jump shot from 25 ft (assist by R. Rubio),0,5
7,1,10:33.0,Z. Pachulia misses 2-pt jump shot from 3 ft,,0,5
8,1,10:29.0,Offensive rebound by D. Green,,0,5
9,1,10:29.0,D. Green misses 2-pt layup at rim,,0,5
10,1,10:28.0,Offensive rebound by Z. Pachulia,,0,5
11,1,10:27.0,Z. Pachulia misses 2-pt jump shot from 1 ft,,0,5
12,1,10:27.0,,Defensive rebound by R. Rubio,0,5
13,1,10:20.0,,R. Gobert misses 2-pt jump shot from 4 ft (block by Z. Pachulia),0,5
14,1,10:17.0,Defensive rebound by Z. Pachulia,,0,5
15,1,10:14.0,Z. Pachulia makes 2-pt layup from 1 ft (assist by K. Durant),,2,5
16,1,10:00.0,,D. Mitchell misses 3-pt jump shot from 24 ft,2,5
17,1,10:00.0,Defensive rebound by Z. Pachulia,,2,5
18,1,9:44.0,Z. Pachulia misses 2-pt jump shot from 12 ft,,2,5
19,1,9:40.0,,Defensive rebound by R. Rubio,2,5
20,1,9:30.0,,Turnover by R. Rubio (bad pass; steal by Z. Pachulia),2,5
21,1,9:23.0,K. Durant makes 2-pt dunk from 1 ft (assist by S. Curry),,4,5
22,1,9:11.0,,Personal foul by K. Thompson (drawn by D. Mitchell),4,5
23,1,9:01.0,,D. Favors misses 2-pt jump shot from 5 ft (block by Z. Pachulia),4,5
24,1,8:58.0,Defensive rebound by D. Green,,4,5
25,1,8:54.0,K. Durant makes 2-pt jump shot from 16 ft,,6,5
26,1,8:37.0,,J. Ingles makes 3-pt jump shot from 25 ft (assist by D. Favors),6,8
27,1,8:27.0,Personal foul by D. Mitchell (drawn by K. Thompson),,6,8
28,1,8:21.0,D. Green makes 2-pt layup from 1 ft (assist by S. Curry),,8,8
29,1,7:54.0,,D. Favors makes 2-pt jump shot from 22 ft (assist by J. Ingles),8,10
