,QUARTER,TIME_REMAINING,DALLAS_ACTION,CHICAGO_ACTION,DALLAS_SCORE,CHICAGO_SCORE
385,4,5:30.0,D. Smith misses free throw 2 of 2,,94,92
386,4,5:27.0,,Defensive rebound by L. Markkanen,94,92
387,4,5:18.0,,L. Markkanen misses 3-pt jump shot from 26 ft,94,92
388,4,5:14.0,Defensive rebound by D. Powell,,94,92
389,4,5:06.0,D. Powell makes 2-pt layup from 1 ft (assist by W. Matthews),,96,92
390,4,5:06.0,Shooting foul by B. Portis (drawn by D. Powell),,96,92
391,4,5:06.0,,Z. LaVine enters the game for D. Valentine,96,92
392,4,5:06.0,D. Powell misses free throw 1 of 1,,96,92
393,4,5:03.0,,Defensive rebound by L. Markkanen,96,92
394,4,4:53.0,,L. Markkanen misses 2-pt jump shot from 11 ft,96,92
395,4,4:51.0,Defensive rebound by D. Powell,,96,92
396,4,4:46.0,D. McDermott misses 2-pt layup from 1 ft,,96,92
397,4,4:42.0,Offensive rebound by D. Powell,,96,92
398,4,4:41.0,W. Matthews misses 3-pt jump shot from 23 ft,,96,92
399,4,4:37.0,,Defensive rebound by L. Markkanen,96,92
400,4,4:31.0,,D. Nwaba makes 2-pt dunk from 1 ft (assist by Z. LaVine),96,94
401,4,4:11.0,Turnover by H. Barnes (bad pass; steal by K. Dunn),,96,94
402,4,4:09.0,,B. Portis makes 2-pt jump shot at rim (assist by K. Dunn),96,96
403,4,4:09.0,,Shooting foul by D. McDermott (drawn by B. Portis),96,96
404,4,4:09.0,,B. Portis misses free throw 1 of 1,96,96
405,4,4:06.0,Defensive rebound by D. Powell,,96,96
406,4,3:56.0,D. Smith misses 2-pt jump shot from 20 ft,,96,96
407,4,3:56.0,,Defensive rebound by K. Dunn,96,96
408,4,3:43.0,,B. Portis makes 2-pt jump shot from 6 ft (assist by Z. LaVine),96,98
409,4,3:24.0,H. Barnes misses 2-pt jump shot from 20 ft,,96,98
410,4,3:21.0,,Defensive rebound by D. Nwaba,96,98
411,4,3:11.0,,B. Portis makes 2-pt layup from 1 ft (assist by Z. LaVine),96,100
412,4,3:10.0,Dallas full timeout,,96,100
413,4,3:10.0,D. Nowitzki enters the game for D. Powell,,96,100
414,4,3:10.0,Y. Ferrell enters the game for D. McDermott,,96,100
415,4,2:50.0,H. Barnes makes 2-pt jump shot from 7 ft,,98,100
416,4,2:29.0,,K. Dunn misses 2-pt layup from 3 ft,98,100
417,4,2:27.0,Defensive rebound by D. Nowitzki,,98,100
418,4,2:19.0,Personal foul by K. Dunn (drawn by D. Smith),,98,100
419,4,2:14.0,Shooting foul by D. Nwaba (drawn by D. Smith),,98,100
420,4,2:14.0,D. Smith misses free throw 1 of 2,,98,100
421,4,2:14.0,Offensive rebound by Team,,98,100
422,4,2:14.0,D. Smith misses free throw 2 of 2,,98,100
423,4,2:12.0,,Defensive rebound by D. Nwaba,98,100
424,4,1:59.0,,K. Dunn makes 3-pt jump shot from 26 ft,98,103
425,4,1:41.0,Y. Ferrell misses 3-pt jump shot from 25 ft,,98,103
426,4,1:38.0,,Defensive rebound by L. Markkanen,98,103
427,4,1:18.0,,L. Markkanen makes 3-pt jump shot from 24 ft (assist by Z. LaVine),98,106
428,4,1:18.0,Dallas full timeout,,98,106
429,4,1:12.0,Shooting foul by B. Portis (drawn by H. Barnes),,98,106
430,4,1:12.0,H. Barnes makes free throw 1 of 2,,99,106
431,4,1:12.0,H. Barnes makes free throw 2 of 2,,100,106
432,4,0:53.0,,Z. LaVine makes 2-pt jump shot from 20 ft,100,108
433,4,0:42.0,H. Barnes misses 2-pt jump shot from 5 ft,,100,108
434,4,0:42.0,,Defensive rebound by D. Nwaba,100,108
435,4,0:20.0,,Chicago full timeout,100,108
436,4,0:20.0,D. Powell enters the game for D. Nowitzki,,100,108
437,4,0:16.0,,Z. LaVine misses 3-pt jump shot from 23 ft,100,108
438,4,0:14.0,,Offensive rebound by D. Nwaba,100,108
