,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,PHOENIX_ACTION,SAN ANTONIO_SCORE,PHOENIX_SCORE
45,1,6:51.0,B. Forbes misses 2-pt layup from 1 ft,,8,2
46,1,6:49.0,Offensive rebound by R. Gay,,8,2
47,1,6:49.0,R. Gay makes 2-pt dunk at rim,,10,2
48,1,6:49.0,,Phoenix full timeout,10,2
49,1,6:36.0,,T. Ulis misses 2-pt jump shot from 13 ft (block by L. Aldridge),10,2
50,1,6:35.0,,Offensive rebound by M. Chriss,10,2
51,1,6:34.0,,M. Chriss makes 2-pt layup at rim,10,4
52,1,6:25.0,Personal block foul by J. Jackson (drawn by B. Paul),,10,4
53,1,6:25.0,,D. House enters the game for J. Jackson,10,4
54,1,6:12.0,L. Aldridge makes 2-pt jump shot from 11 ft,,12,4
55,1,5:56.0,,T. Daniels makes 3-pt jump shot from 24 ft (assist by T. Chandler),12,7
56,1,5:37.0,Personal foul by T. Daniels (drawn by B. Forbes),,12,7
57,1,5:37.0,B. Forbes misses free throw 1 of 2,,12,7
58,1,5:37.0,Offensive rebound by Team,,12,7
59,1,5:37.0,,D. Bender enters the game for M. Chriss,12,7
60,1,5:37.0,D. Bertāns enters the game for D. Murray,,12,7
61,1,5:37.0,P. Mills enters the game for R. Gay,,12,7
62,1,5:37.0,B. Forbes misses free throw 2 of 2,,12,7
63,1,5:32.0,,Defensive rebound by D. Bender,12,7
64,1,5:16.0,,T. Daniels makes 2-pt jump shot from 11 ft,12,9
65,1,5:14.0,San Antonio full timeout,,12,9
66,1,5:14.0,D. Hilliard enters the game for B. Forbes,,12,9
67,1,4:58.0,D. Bertāns makes 2-pt jump shot from 12 ft (assist by D. Hilliard),,14,9
68,1,4:43.0,,T. Chandler misses 2-pt layup from 1 ft,14,9
69,1,4:41.0,Defensive rebound by D. Bertāns,,14,9
70,1,4:28.0,P. Mills makes 2-pt jump shot from 22 ft,,16,9
71,1,4:10.0,,D. Bender misses 3-pt jump shot from 26 ft,16,9
72,1,4:09.0,Defensive rebound by B. Paul,,16,9
73,1,4:01.0,,G. Monroe enters the game for T. Chandler,16,9
74,1,4:01.0,J. Lauvergne enters the game for L. Aldridge,,16,9
75,1,4:01.0,,M. James enters the game for T. Ulis,16,9
76,1,3:48.0,D. Bertāns makes 3-pt jump shot from 28 ft (assist by B. Paul),,19,9
77,1,3:30.0,,Personal block foul by B. Paul (drawn by T. Daniels),19,9
78,1,3:20.0,,D. House misses 3-pt jump shot from 26 ft,19,9
79,1,3:18.0,Defensive rebound by D. Bertāns,,19,9
80,1,3:09.0,D. Bertāns misses 2-pt jump shot from 8 ft,,19,9
81,1,3:04.0,,Defensive rebound by G. Monroe,19,9
82,1,2:51.0,,G. Monroe misses 2-pt jump shot from 15 ft,19,9
83,1,2:51.0,Defensive rebound by D. Hilliard,,19,9
84,1,2:49.0,Personal foul by G. Monroe (drawn by D. Hilliard),,19,9
85,1,2:49.0,D. Hilliard makes free throw 1 of 2,,20,9
86,1,2:49.0,D. White enters the game for B. Paul,,20,9
87,1,2:49.0,D. Hilliard misses free throw 2 of 2,,20,9
88,1,2:47.0,,Defensive rebound by G. Monroe,20,9
89,1,2:28.0,,G. Monroe misses 2-pt hook shot from 4 ft,20,9
90,1,2:25.0,Defensive rebound by D. Bertāns,,20,9
91,1,2:19.0,D. Bertāns makes 3-pt jump shot from 27 ft (assist by D. Hilliard),,23,9
92,1,2:07.0,,M. James misses 2-pt jump shot from 9 ft,23,9
93,1,2:03.0,,Offensive rebound by G. Monroe,23,9
94,1,2:03.0,,G. Monroe makes 2-pt layup at rim,23,11
95,1,1:55.0,Personal foul by M. James (drawn by P. Mills),,23,11
96,1,1:55.0,P. Mills makes free throw 1 of 2,,24,11
97,1,1:55.0,P. Mills misses free throw 2 of 2,,24,11
98,1,1:53.0,,Defensive rebound by D. Bender,24,11
99,1,1:38.0,,M. James makes 2-pt layup from 1 ft,24,13
100,1,1:15.0,P. Mills makes 2-pt jump shot from 18 ft,,26,13
101,1,1:00.0,,G. Monroe makes 2-pt layup at rim,26,15
102,1,0:51.0,Turnover by D. White (bad pass),,26,15
103,1,0:43.0,,T. Daniels misses 3-pt jump shot from 27 ft,26,15
104,1,0:40.0,Defensive rebound by D. White,,26,15
105,1,0:33.0,Turnover by D. White (bad pass; steal by M. James),,26,15
106,1,0:30.0,,Shooting foul by D. Bertāns (drawn by M. James),26,15
107,1,0:30.0,,M. James makes free throw 1 of 2,26,16
108,1,0:30.0,,M. James makes free throw 2 of 2,26,17
109,1,0:13.0,P. Mills misses 2-pt jump shot from 19 ft,,26,17
110,1,0:11.0,Offensive rebound by D. Bertāns,,26,17
111,1,0:02.0,J. Lauvergne makes 2-pt jump shot from 15 ft (assist by D. Bertāns),,28,17
112,1,0:00.0,,M. James misses 3-pt jump shot from 45 ft,28,17
113,1,0:00.0,,Offensive rebound by Team,28,17
114,2,11:43.0,,T. Daniels makes 2-pt jump shot from 13 ft,28,19
115,2,11:19.0,J. Lauvergne misses 2-pt jump shot from 9 ft,,28,19
116,2,11:17.0,,Defensive rebound by G. Monroe,28,19
117,2,11:14.0,,Shooting foul by D. White (drawn by M. James),28,19
118,2,11:14.0,,M. James makes free throw 1 of 2,28,20
119,2,11:14.0,,M. James misses free throw 2 of 2,28,20
120,2,11:12.0,Defensive rebound by D. Bertāns,,28,20
121,2,11:00.0,Turnover by P. Mills (lost ball; steal by M. James),,28,20
122,2,10:50.0,,Turnover by M. James (bad pass; steal by D. Hilliard),28,20
123,2,10:45.0,D. White makes 2-pt jump shot from 10 ft,,30,20
124,2,10:23.0,,D. House misses 3-pt jump shot from 26 ft,30,20
125,2,10:19.0,,Offensive rebound by G. Monroe,30,20
126,2,10:15.0,,Turnover by D. House (bad pass),30,20
127,2,10:15.0,D. Murray enters the game for P. Mills,,30,20
128,2,10:15.0,R. Gay enters the game for D. Bertāns,,30,20
129,2,9:58.0,J. Lauvergne misses 2-pt hook shot from 7 ft,,30,20
130,2,9:56.0,Offensive rebound by D. Murray,,30,20
131,2,9:56.0,D. Murray misses 2-pt layup at rim,,30,20
132,2,9:56.0,,Defensive rebound by T. Daniels,30,20
133,2,9:37.0,,J. Dudley misses 3-pt jump shot from 25 ft,30,20
134,2,9:34.0,Defensive rebound by J. Lauvergne,,30,20
135,2,9:27.0,D. Hilliard misses 2-pt layup from 6 ft,,30,20
136,2,9:26.0,Offensive rebound by Team,,30,20
137,2,9:18.0,Personal foul by J. Dudley (drawn by J. Lauvergne),,30,20
138,2,9:13.0,R. Gay makes 2-pt jump shot from 15 ft,,32,20
139,2,8:54.0,,M. James misses 2-pt jump shot from 6 ft,32,20
140,2,8:53.0,Defensive rebound by Team,,32,20
141,2,8:41.0,Shooting foul by J. Dudley (drawn by R. Gay),,32,20
142,2,8:41.0,R. Gay makes free throw 1 of 2,,33,20
143,2,8:41.0,,M. Chriss enters the game for J. Dudley,33,20
144,2,8:41.0,L. Aldridge enters the game for D. Hilliard,,33,20
145,2,8:41.0,B. Forbes enters the game for J. Lauvergne,,33,20
146,2,8:41.0,R. Gay makes free throw 2 of 2,,34,20
147,2,8:25.0,,D. House makes 2-pt jump shot from 6 ft,34,22
148,2,8:13.0,R. Gay makes 2-pt layup from 7 ft (assist by D. Murray),,36,22
149,2,8:05.0,,M. James makes 2-pt jump shot from 11 ft,36,24
150,2,7:42.0,L. Aldridge misses 2-pt jump shot from 14 ft,,36,24
151,2,7:39.0,,Defensive rebound by D. House,36,24
152,2,7:30.0,,G. Monroe misses 2-pt layup from 5 ft,36,24
153,2,7:28.0,Defensive rebound by B. Forbes,,36,24
154,2,7:21.0,R. Gay misses 3-pt jump shot from 25 ft,,36,24
155,2,7:17.0,,Defensive rebound by G. Monroe,36,24
156,2,7:10.0,,Shooting foul by L. Aldridge (drawn by M. James),36,24
157,2,7:10.0,,M. James makes free throw 1 of 2,36,25
158,2,7:10.0,,T. Warren enters the game for D. House,36,25
159,2,7:10.0,,J. Jackson enters the game for T. Daniels,36,25
160,2,7:10.0,,M. James misses free throw 2 of 2,36,25
161,2,7:08.0,Defensive rebound by R. Gay,,36,25
162,2,6:55.0,D. White makes 2-pt layup from 6 ft,,38,25
163,2,6:36.0,,M. Chriss misses 2-pt layup from 6 ft,38,25
164,2,6:34.0,Defensive rebound by D. Murray,,38,25
165,2,6:27.0,D. Murray misses 2-pt jump shot from 11 ft,,38,25
166,2,6:24.0,,Defensive rebound by G. Monroe,38,25
167,2,6:19.0,,T. Warren makes 3-pt jump shot from 26 ft (assist by M. James),38,28
168,2,6:18.0,San Antonio full timeout,,38,28
169,2,6:18.0,B. Paul enters the game for D. White,,38,28
170,2,6:08.0,B. Forbes makes 2-pt jump shot from 7 ft (assist by D. Murray),,40,28
171,2,5:45.0,,M. Chriss makes 3-pt jump shot from 26 ft (assist by T. Warren),40,31
172,2,5:18.0,R. Gay misses 2-pt layup from 5 ft,,40,31
173,2,5:16.0,Offensive rebound by L. Aldridge,,40,31
174,2,5:16.0,L. Aldridge misses 2-pt layup from 1 ft,,40,31
175,2,5:14.0,,Defensive rebound by G. Monroe,40,31
176,2,5:05.0,,G. Monroe misses 2-pt layup from 4 ft,40,31
177,2,5:03.0,Defensive rebound by L. Aldridge,,40,31
178,2,5:00.0,B. Paul makes 2-pt layup from 1 ft (assist by D. Murray),,42,31
179,2,4:44.0,,J. Jackson misses 3-pt jump shot from 25 ft,42,31
180,2,4:44.0,Defensive rebound by D. Murray,,42,31
181,2,4:22.0,L. Aldridge misses 3-pt jump shot from 26 ft,,42,31
182,2,4:20.0,Offensive rebound by D. Murray,,42,31
183,2,4:19.0,D. Murray misses 2-pt layup at rim,,42,31
184,2,4:19.0,Offensive rebound by D. Murray,,42,31
185,2,4:18.0,D. Murray misses 2-pt layup at rim,,42,31
186,2,4:18.0,Offensive rebound by D. Murray,,42,31
187,2,4:16.0,D. Murray misses 2-pt layup at rim,,42,31
188,2,4:16.0,Offensive rebound by D. Murray,,42,31
189,2,4:16.0,D. Murray makes 2-pt layup at rim,,44,31
190,2,4:16.0,,Phoenix full timeout,44,31
191,2,4:16.0,,T. Chandler enters the game for M. Chriss,44,31
192,2,4:16.0,,T. Ulis enters the game for G. Monroe,44,31
193,2,4:16.0,,J. Dudley enters the game for M. James,44,31
194,2,4:04.0,,J. Dudley misses 3-pt jump shot from 24 ft,44,31
195,2,4:00.0,Defensive rebound by D. Murray,,44,31
196,2,3:50.0,B. Forbes makes 2-pt jump shot from 19 ft (assist by L. Aldridge),,46,31
197,2,3:37.0,,J. Jackson makes 2-pt layup from 8 ft,46,33
198,2,3:13.0,R. Gay makes 2-pt jump shot from 15 ft (assist by D. Murray),,48,33
199,2,2:50.0,,T. Warren misses 3-pt jump shot from 25 ft,48,33
200,2,2:48.0,,Offensive rebound by T. Chandler,48,33
201,2,2:43.0,,T. Chandler makes 2-pt layup at rim,48,35
202,2,2:28.0,Turnover by R. Gay (traveling),,48,35
203,2,2:24.0,,T. Warren makes 2-pt layup at rim (assist by J. Jackson),48,37
204,2,2:01.0,B. Paul misses 2-pt jump shot from 12 ft,,48,37
205,2,1:59.0,,Defensive rebound by J. Dudley,48,37
206,2,1:44.0,,J. Jackson makes 2-pt jump shot from 12 ft,48,39
207,2,1:26.0,B. Forbes misses 2-pt jump shot from 8 ft,,48,39
208,2,1:21.0,Offensive rebound by L. Aldridge,,48,39
209,2,1:21.0,L. Aldridge misses 2-pt layup at rim,,48,39
210,2,1:20.0,,Defensive rebound by T. Warren,48,39
211,2,1:18.0,,T. Warren misses 2-pt layup from 1 ft,48,39
212,2,1:14.0,Defensive rebound by D. Murray,,48,39
213,2,1:07.0,D. Murray makes 2-pt layup from 2 ft,,50,39
214,2,0:58.0,,Turnover by T. Warren (traveling),50,39
215,2,0:58.0,P. Mills enters the game for B. Paul,,50,39
216,2,0:52.0,Offensive foul by P. Mills (drawn by J. Dudley),,50,39
217,2,0:52.0,Turnover by P. Mills (offensive foul),,50,39
218,2,0:42.0,,T. Warren misses 2-pt jump shot from 18 ft,50,39
219,2,0:40.0,Defensive rebound by P. Mills,,50,39
220,2,0:34.0,,Offensive charge foul by D. Murray (drawn by J. Dudley),50,39
221,2,0:34.0,Turnover by D. Murray (offensive foul),,50,39
222,2,0:24.0,,T. Warren misses 2-pt layup from 2 ft,50,39
223,2,0:24.0,,Offensive rebound by Team,50,39
224,2,0:05.0,L. Aldridge makes 2-pt dunk from 1 ft (assist by P. Mills),,52,39
225,2,0:02.0,,T. Ulis misses 3-pt jump shot from 26 ft,52,39
226,2,0:02.0,Defensive rebound by B. Forbes,,52,39
227,3,11:37.0,,M. Chriss misses 2-pt jump shot from 3 ft (block by L. Aldridge),52,39
228,3,11:32.0,Defensive rebound by D. Murray,,52,39
229,3,11:13.0,L. Aldridge misses 2-pt jump shot from 17 ft,,52,39
230,3,11:12.0,Offensive rebound by Team,,52,39
231,3,11:10.0,Shooting foul by T. Warren (drawn by B. Paul),,52,39
232,3,11:10.0,B. Paul makes free throw 1 of 2,,53,39
233,3,11:10.0,B. Paul makes free throw 2 of 2,,54,39
234,3,10:58.0,,T. Ulis makes 2-pt jump shot from 3 ft,54,41
235,3,10:37.0,L. Aldridge makes 2-pt jump shot from 11 ft (assist by B. Paul),,56,41
236,3,10:31.0,,Personal foul by B. Paul (drawn by T. Chandler),56,41
237,3,10:22.0,,T. Ulis misses 2-pt jump shot from 18 ft,56,41
238,3,10:18.0,Defensive rebound by L. Aldridge,,56,41
239,3,10:02.0,Turnover by B. Forbes (traveling),,56,41
240,3,9:38.0,,T. Chandler makes 2-pt layup from 2 ft (assist by T. Ulis),56,43
241,3,9:17.0,D. Murray makes 2-pt jump shot from 6 ft,,58,43
242,3,9:05.0,,Turnover by T. Chandler (bad pass),58,43
243,3,8:51.0,Turnover by R. Gay (bad pass),,58,43
244,3,8:40.0,,J. Jackson misses 2-pt layup from 7 ft,58,43
245,3,8:37.0,Defensive rebound by B. Paul,,58,43
246,3,8:35.0,B. Paul makes 2-pt layup from 1 ft,,60,43
247,3,8:34.0,,Phoenix full timeout,60,43
248,3,8:22.0,,T. Warren misses 2-pt jump shot from 16 ft,60,43
249,3,8:20.0,Defensive rebound by R. Gay,,60,43
250,3,8:03.0,B. Paul makes 2-pt jump shot from 8 ft,,62,43
251,3,7:49.0,,T. Ulis makes 2-pt layup from 1 ft (assist by M. Chriss),62,45
252,3,7:35.0,Turnover by B. Forbes (lost ball; steal by T. Ulis),,62,45
253,3,7:31.0,,T. Warren makes 2-pt layup from 2 ft (assist by T. Ulis),62,47
254,3,7:28.0,San Antonio full timeout,,62,47
255,3,7:28.0,,T. Daniels enters the game for J. Jackson,62,47
256,3,7:28.0,P. Mills enters the game for D. Murray,,62,47
257,3,7:13.0,L. Aldridge makes 2-pt jump shot from 13 ft (assist by R. Gay),,64,47
258,3,6:55.0,,Shooting foul by R. Gay (drawn by M. Chriss),64,47
259,3,6:55.0,,M. Chriss makes free throw 1 of 2,64,48
260,3,6:55.0,,M. Chriss misses free throw 2 of 2,64,48
261,3,6:50.0,Defensive rebound by B. Forbes,,64,48
262,3,6:34.0,R. Gay misses 2-pt jump shot from 12 ft,,64,48
263,3,6:32.0,,Defensive rebound by T. Chandler,64,48
264,3,6:32.0,,Personal foul by R. Gay (drawn by T. Warren),64,48
265,3,6:17.0,,T. Ulis misses 2-pt jump shot from 19 ft,64,48
266,3,6:15.0,Defensive rebound by R. Gay,,64,48
267,3,6:11.0,B. Forbes misses 3-pt jump shot from 25 ft,,64,48
268,3,6:08.0,,Defensive rebound by T. Chandler,64,48
269,3,5:58.0,,M. Chriss makes 2-pt layup from 1 ft,64,50
270,3,5:40.0,Personal foul by M. Chriss (drawn by B. Paul),,64,50
271,3,5:40.0,,M. James enters the game for T. Ulis,64,50
272,3,5:40.0,D. Bertāns enters the game for R. Gay,,64,50
273,3,5:32.0,Def 3 sec tech foul by M. Chriss,,64,50
274,3,5:32.0,L. Aldridge makes technical free throw,,65,50
275,3,5:27.0,P. Mills misses 2-pt jump shot from 18 ft,,65,50
276,3,5:24.0,,Defensive rebound by M. Chriss,65,50
277,3,5:19.0,,T. Daniels misses 3-pt jump shot from 23 ft,65,50
278,3,5:17.0,,Offensive rebound by M. James,65,50
279,3,5:16.0,,M. James misses 2-pt layup from 1 ft (block by P. Mills),65,50
280,3,5:14.0,,Offensive rebound by M. Chriss,65,50
281,3,5:07.0,,M. James makes 2-pt jump shot from 20 ft,65,52
282,3,4:48.0,D. Bertāns misses 3-pt jump shot from 26 ft,,65,52
283,3,4:46.0,,Defensive rebound by M. James,65,52
284,3,4:42.0,,M. Chriss misses 2-pt dunk from 1 ft (block by B. Paul),65,52
285,3,4:40.0,Defensive rebound by P. Mills,,65,52
286,3,4:31.0,Shooting foul by T. Chandler (drawn by L. Aldridge),,65,52
287,3,4:31.0,L. Aldridge makes free throw 1 of 2,,66,52
288,3,4:31.0,D. Hilliard enters the game for B. Forbes,,66,52
289,3,4:31.0,L. Aldridge makes free throw 2 of 2,,67,52
290,3,4:19.0,,T. Warren makes 2-pt jump shot from 19 ft,67,54
291,3,4:05.0,L. Aldridge misses 2-pt jump shot from 19 ft,,67,54
292,3,4:03.0,,Defensive rebound by M. Chriss,67,54
293,3,3:55.0,,T. Warren misses 2-pt jump shot from 19 ft,67,54
294,3,3:54.0,,Offensive rebound by M. Chriss,67,54
295,3,3:54.0,,M. Chriss makes 2-pt layup at rim,67,56
296,3,3:54.0,,Shooting foul by D. Bertāns (drawn by M. Chriss),67,56
297,3,3:54.0,,G. Monroe enters the game for T. Chandler,67,56
298,3,3:54.0,J. Lauvergne enters the game for L. Aldridge,,67,56
299,3,3:54.0,,M. Chriss makes free throw 1 of 1,67,57
300,3,3:42.0,P. Mills misses 2-pt jump shot from 20 ft,,67,57
301,3,3:34.0,Offensive rebound by J. Lauvergne,,67,57
302,3,3:34.0,J. Lauvergne makes 2-pt layup at rim,,69,57
303,3,3:26.0,,Shooting foul by P. Mills (drawn by T. Warren),69,57
304,3,3:26.0,,T. Warren makes free throw 1 of 2,69,58
305,3,3:26.0,,J. Dudley enters the game for M. Chriss,69,58
306,3,3:26.0,,T. Warren makes free throw 2 of 2,69,59
307,3,3:10.0,Turnover by D. Bertāns (step out of bounds),,69,59
308,3,2:53.0,,M. James makes 3-pt jump shot from 26 ft,69,62
309,3,2:37.0,Personal foul by T. Daniels (drawn by D. Bertāns),,69,62
310,3,2:37.0,B. Forbes enters the game for B. Paul,,69,62
311,3,2:24.0,D. Hilliard misses 2-pt jump shot from 10 ft,,69,62
312,3,2:21.0,,Defensive rebound by G. Monroe,69,62
313,3,2:08.0,,T. Warren makes 2-pt jump shot from 7 ft,69,64
314,3,1:56.0,P. Mills makes 2-pt jump shot from 21 ft,,71,64
315,3,1:42.0,,M. James misses 2-pt layup from 2 ft,71,64
316,3,1:42.0,Defensive rebound by J. Lauvergne,,71,64
317,3,1:42.0,Personal take foul by M. James (drawn by J. Lauvergne),,71,64
318,3,1:42.0,J. Lauvergne misses free throw 1 of 2,,71,64
319,3,1:42.0,Offensive rebound by Team,,71,64
320,3,1:42.0,J. Lauvergne misses free throw 2 of 2,,71,64
321,3,1:40.0,,Defensive rebound by T. Warren,71,64
322,3,1:22.0,,T. Warren makes 2-pt layup from 2 ft (assist by G. Monroe),71,66
323,3,1:08.0,J. Lauvergne misses 2-pt hook shot from 5 ft,,71,66
324,3,1:06.0,Offensive rebound by D. Bertāns,,71,66
325,3,1:01.0,P. Mills misses 3-pt jump shot from 24 ft,,71,66
326,3,0:53.0,,Defensive rebound by G. Monroe,71,66
327,3,0:52.0,,T. Daniels makes 3-pt jump shot from 22 ft (assist by T. Warren),71,69
328,3,0:33.0,Personal foul by T. Daniels (drawn by J. Lauvergne),,71,69
329,3,0:33.0,J. Lauvergne makes free throw 1 of 2,,72,69
330,3,0:33.0,J. Lauvergne makes free throw 2 of 2,,73,69
331,3,0:27.0,,M. James misses 3-pt jump shot from 25 ft,73,69
332,3,0:18.0,Defensive rebound by J. Lauvergne,,73,69
333,3,0:10.0,P. Mills makes 3-pt jump shot from 25 ft,,76,69
334,3,0:03.0,,M. James makes 2-pt layup from 3 ft,76,71
335,3,0:00.0,P. Mills makes 3-pt jump shot from 30 ft (assist by D. Hilliard),,79,71
336,4,11:43.0,Personal foul by M. James (drawn by P. Mills),,79,71
337,4,11:37.0,B. Forbes makes 2-pt jump shot from 12 ft,,81,71
338,4,11:18.0,,Turnover by T. Daniels (bad pass; steal by J. Lauvergne),81,71
339,4,11:12.0,Turnover by J. Lauvergne (out of bounds lost ball),,81,71
340,4,11:12.0,D. Murray enters the game for P. Mills,,81,71
341,4,11:12.0,L. Aldridge enters the game for J. Lauvergne,,81,71
342,4,10:59.0,,M. James misses 2-pt layup from 2 ft (block by L. Aldridge),81,71
343,4,10:57.0,Defensive rebound by R. Gay,,81,71
344,4,10:54.0,D. Bertāns misses 3-pt jump shot from 26 ft,,81,71
345,4,10:49.0,Offensive rebound by R. Gay,,81,71
346,4,10:47.0,D. Bertāns misses 3-pt jump shot from 25 ft,,81,71
347,4,10:43.0,,Defensive rebound by G. Monroe,81,71
348,4,10:38.0,,J. Jackson makes 2-pt layup from 9 ft,81,73
349,4,10:13.0,Turnover by B. Forbes (traveling),,81,73
350,4,10:05.0,,T. Daniels misses 3-pt jump shot from 29 ft,81,73
351,4,10:02.0,Defensive rebound by D. Murray,,81,73
352,4,9:48.0,L. Aldridge misses 2-pt jump shot from 20 ft,,81,73
353,4,9:45.0,Offensive rebound by R. Gay,,81,73
354,4,9:43.0,R. Gay makes 2-pt dunk at rim,,83,73
355,4,9:27.0,,T. Daniels misses 3-pt jump shot from 26 ft,83,73
356,4,9:25.0,Defensive rebound by D. Murray,,83,73
357,4,9:07.0,Shooting foul by J. Jackson (drawn by L. Aldridge),,83,73
358,4,9:07.0,L. Aldridge misses free throw 1 of 2,,83,73
359,4,9:07.0,Offensive rebound by Team,,83,73
360,4,9:07.0,B. Paul enters the game for D. Bertāns,,83,73
361,4,9:07.0,L. Aldridge makes free throw 2 of 2,,84,73
362,4,8:46.0,,G. Monroe makes 2-pt hook shot from 4 ft,84,75
363,4,8:31.0,D. Murray makes 2-pt jump shot from 5 ft,,86,75
364,4,8:11.0,,Shooting foul by D. Murray (drawn by M. James),86,75
365,4,8:11.0,,M. James makes free throw 1 of 3,86,76
366,4,8:11.0,,M. James makes free throw 2 of 3,86,77
367,4,8:11.0,,M. James makes free throw 3 of 3,86,78
368,4,8:01.0,Offensive foul by R. Gay (drawn by J. Jackson),,86,78
369,4,8:01.0,Turnover by R. Gay (offensive foul),,86,78
370,4,7:40.0,,Turnover by M. James (lost ball; steal by B. Paul),86,78
371,4,7:35.0,R. Gay makes 2-pt dunk at rim (assist by B. Paul),,88,78
372,4,7:35.0,,Phoenix full timeout,88,78
373,4,7:35.0,,T. Warren enters the game for T. Daniels,88,78
374,4,7:18.0,,Shooting foul by D. Murray (drawn by G. Monroe),88,78
375,4,7:18.0,,G. Monroe makes free throw 1 of 2,88,79
376,4,7:18.0,P. Mills enters the game for D. Murray,,88,79
377,4,7:18.0,,G. Monroe makes free throw 2 of 2,88,80
378,4,6:58.0,R. Gay makes 2-pt jump shot from 11 ft,,90,80
379,4,6:42.0,,Personal foul by B. Forbes (drawn by J. Jackson),90,80
380,4,6:40.0,D. Murray enters the game for B. Forbes,,90,80
381,4,6:40.0,,Shooting block foul by B. Paul (drawn by T. Warren),90,80
382,4,6:40.0,,T. Warren makes free throw 2 of 2,90,81
383,4,6:40.0,,T. Warren makes free throw 1 of 2,90,82
384,4,6:31.0,Personal foul by G. Monroe (drawn by L. Aldridge),,90,82
385,4,6:24.0,D. Murray misses 2-pt jump shot from 13 ft,,90,82
386,4,6:19.0,Offensive rebound by L. Aldridge,,90,82
387,4,6:19.0,L. Aldridge makes 2-pt dunk at rim,,92,82
388,4,6:05.0,,T. Warren misses 2-pt jump shot from 6 ft,92,82
389,4,6:04.0,,Offensive rebound by T. Warren,92,82
390,4,6:04.0,,Shooting foul by L. Aldridge (drawn by T. Warren),92,82
391,4,6:04.0,,T. Warren makes free throw 1 of 2,92,83
392,4,6:04.0,,M. Chriss enters the game for J. Dudley,92,83
393,4,6:04.0,,T. Warren makes free throw 2 of 2,92,84
394,4,5:52.0,Turnover by P. Mills (out of bounds lost ball),,92,84
395,4,5:52.0,,T. Chandler enters the game for G. Monroe,92,84
