,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,GOLDEN STATE_ACTION,MINNESOTA_SCORE,GOLDEN STATE_SCORE
101,1,0:52.0,N. Bjelica enters the game for T. Gibson,,27,35
102,1,0:40.0,G. Dieng misses 2-pt jump shot from 11 ft,,27,35
103,1,0:36.0,,Defensive rebound by K. Looney,27,35
104,1,0:33.0,,A. Iguodala makes 3-pt jump shot from 26 ft,27,38
105,1,0:22.0,Shooting foul by N. Young (drawn by J. Crawford),,27,38
106,1,0:22.0,J. Crawford makes free throw 1 of 2,,28,38
107,1,0:22.0,J. Crawford makes free throw 2 of 2,,29,38
108,1,0:01.0,,N. Young misses 3-pt jump shot from 23 ft,29,38
109,1,0:00.0,,Offensive rebound by Team,29,38
110,2,11:40.0,N. Bjelica misses 2-pt jump shot from 7 ft (block by D. Green),,29,38
111,2,11:39.0,Offensive rebound by Team,,29,38
112,2,11:36.0,Turnover by T. Jones (bad pass; steal by K. Thompson),,29,38
113,2,11:34.0,,S. Livingston makes 2-pt layup from 5 ft (assist by K. Thompson),29,40
114,2,11:17.0,Shooting foul by D. West (drawn by G. Dieng),,29,40
115,2,11:17.0,G. Dieng makes free throw 1 of 2,,30,40
116,2,11:17.0,G. Dieng misses free throw 2 of 2,,30,40
117,2,11:13.0,,Defensive rebound by D. Green,30,40
118,2,10:56.0,,D. West misses 2-pt hook shot from 4 ft,30,40
119,2,10:52.0,Defensive rebound by G. Dieng,,30,40
120,2,10:47.0,J. Crawford misses 3-pt jump shot from 26 ft,,30,40
121,2,10:44.0,,Defensive rebound by K. Thompson,30,40
122,2,10:41.0,,K. Thompson makes 2-pt layup from 2 ft (assist by D. Green),30,42
123,2,10:25.0,G. Dieng makes 2-pt jump shot from 15 ft (assist by M. Georges-Hunt),,32,42
124,2,10:12.0,,D. West makes 2-pt layup from 1 ft (assist by S. Livingston),32,44
125,2,9:44.0,J. Crawford misses 2-pt layup from 10 ft,,32,44
126,2,9:39.0,,Defensive rebound by D. Green,32,44
127,2,9:37.0,,K. Thompson misses 2-pt jump shot from 19 ft,32,44
128,2,9:33.0,Defensive rebound by J. Crawford,,32,44
129,2,9:27.0,G. Dieng makes 2-pt jump shot from 20 ft (assist by J. Crawford),,34,44
130,2,9:13.0,,S. Livingston makes 2-pt layup from 2 ft (assist by D. West),34,46
131,2,9:05.0,Minnesota full timeout,,34,46
132,2,9:05.0,K. Towns enters the game for G. Dieng,,34,46
133,2,8:54.0,Personal foul by D. West (drawn by K. Towns),,34,46
134,2,8:47.0,K. Towns misses 2-pt hook shot from 5 ft,,34,46
135,2,8:41.0,,Defensive rebound by K. Thompson,34,46
136,2,8:34.0,,D. West misses 2-pt hook shot from 9 ft,34,46
137,2,8:32.0,Defensive rebound by T. Jones,,34,46
138,2,8:23.0,N. Bjelica misses 3-pt jump shot from 25 ft,,34,46
139,2,8:18.0,,Defensive rebound by D. Green,34,46
140,2,8:14.0,,Personal foul by M. Georges-Hunt (drawn by A. Iguodala),34,46
141,2,8:04.0,,A. Iguodala makes 2-pt dunk from 1 ft (assist by S. Livingston),34,48
142,2,7:51.0,J. Crawford misses 2-pt jump shot from 15 ft,,34,48
143,2,7:47.0,,Defensive rebound by S. Livingston,34,48
144,2,7:44.0,,D. West makes 2-pt dunk from 1 ft (assist by S. Livingston),34,50
145,2,7:37.0,Minnesota full timeout,,34,50
146,2,7:37.0,A. Wiggins enters the game for M. Georges-Hunt,,34,50
147,2,7:28.0,K. Towns makes 2-pt dunk from 1 ft (assist by J. Crawford),,36,50
148,2,7:08.0,,Turnover by D. West (lost ball; steal by A. Wiggins),36,50
149,2,7:03.0,A. Wiggins misses 2-pt layup at rim,,36,50
150,2,7:02.0,Offensive rebound by A. Wiggins,,36,50
151,2,7:02.0,A. Wiggins makes 2-pt layup at rim,,38,50
152,2,6:48.0,,D. West misses 2-pt jump shot from 16 ft,38,50
153,2,6:45.0,Defensive rebound by N. Bjelica,,38,50
154,2,6:38.0,K. Towns makes 2-pt hook shot from 6 ft (assist by N. Bjelica),,40,50
155,2,6:36.0,,Golden State full timeout,40,50
156,2,6:36.0,,S. Curry enters the game for A. Iguodala,40,50
157,2,6:36.0,,N. Young enters the game for K. Thompson,40,50
158,2,6:36.0,J. Teague enters the game for T. Jones,,40,50
159,2,6:36.0,,K. Durant enters the game for D. Green,40,50
160,2,6:17.0,,Turnover by K. Durant (bad pass; steal by N. Bjelica),40,50
161,2,6:05.0,N. Bjelica makes 2-pt layup from 1 ft (assist by K. Towns),,42,50
162,2,5:45.0,,K. Durant misses 2-pt jump shot from 16 ft (block by J. Teague),42,50
163,2,5:42.0,Defensive rebound by J. Teague,,42,50
164,2,5:42.0,J. Teague makes 2-pt layup from 1 ft,,44,50
165,2,5:42.0,Shooting foul by S. Curry (drawn by J. Teague),,44,50
166,2,5:42.0,,K. Looney enters the game for D. West,44,50
167,2,5:42.0,J. Teague makes free throw 1 of 1,,45,50
168,2,5:25.0,,S. Curry makes 3-pt jump shot from 27 ft (assist by K. Durant),45,53
169,2,5:06.0,Personal foul by N. Young (drawn by K. Towns),,45,53
170,2,5:02.0,J. Teague makes 3-pt jump shot from 25 ft (assist by K. Towns),,48,53
171,2,4:46.0,,S. Livingston misses 2-pt jump shot from 15 ft,48,53
172,2,4:41.0,,Offensive rebound by S. Livingston,48,53
173,2,4:41.0,,S. Livingston misses 2-pt layup at rim,48,53
174,2,4:40.0,,Offensive rebound by K. Looney,48,53
175,2,4:38.0,,K. Durant makes 3-pt jump shot from 28 ft (assist by K. Looney),48,56
176,2,4:14.0,J. Crawford makes 2-pt jump shot from 10 ft,,50,56
177,2,4:04.0,,S. Curry makes 3-pt jump shot from 23 ft (assist by K. Durant),50,59
178,2,3:46.0,J. Crawford makes 2-pt jump shot from 10 ft,,52,59
179,2,3:38.0,,N. Young makes 3-pt jump shot from 24 ft (assist by K. Durant),52,62
180,2,3:22.0,A. Wiggins misses 2-pt jump shot from 12 ft,,52,62
181,2,3:20.0,,Defensive rebound by Team,52,62
182,2,3:20.0,Loose ball foul by K. Towns (drawn by S. Curry),,52,62
183,2,3:20.0,,K. Thompson enters the game for S. Livingston,52,62
184,2,3:20.0,T. Gibson enters the game for J. Crawford,,52,62
185,2,3:01.0,,S. Curry misses 3-pt jump shot from 28 ft,52,62
186,2,2:59.0,Defensive rebound by N. Bjelica,,52,62
187,2,2:45.0,Turnover by J. Teague (bad pass; steal by K. Durant),,52,62
188,2,2:43.0,,N. Young misses 3-pt jump shot from 25 ft,52,62
189,2,2:41.0,Defensive rebound by A. Wiggins,,52,62
190,2,2:28.0,A. Wiggins makes 2-pt jump shot from 10 ft,,54,62
191,2,2:20.0,,Personal foul by J. Teague (drawn by S. Curry),54,62
192,2,2:20.0,,D. Green enters the game for K. Looney,54,62
193,2,2:20.0,,A. Iguodala enters the game for N. Young,54,62
194,2,2:20.0,T. Jones enters the game for J. Teague,,54,62
195,2,2:12.0,,K. Durant makes 3-pt jump shot from 23 ft (assist by K. Thompson),54,65
196,2,1:54.0,Turnover by T. Gibson (lost ball; steal by S. Curry),,54,65
197,2,1:50.0,,K. Thompson makes 3-pt jump shot from 26 ft (assist by S. Curry),54,68
198,2,1:28.0,Shooting foul by K. Thompson (drawn by A. Wiggins),,54,68
199,2,1:28.0,A. Wiggins makes free throw 1 of 2,,55,68
200,2,1:28.0,A. Wiggins makes free throw 2 of 2,,56,68
201,2,1:16.0,,D. Green makes 2-pt jump shot from 10 ft,56,70
202,2,1:04.0,Shooting foul by S. Curry (drawn by T. Jones),,56,70
203,2,1:04.0,T. Jones makes free throw 1 of 2,,57,70
204,2,1:04.0,T. Jones makes free throw 2 of 2,,58,70
205,2,0:53.0,,S. Curry makes 2-pt layup from 2 ft (assist by A. Iguodala),58,72
206,2,0:38.0,A. Wiggins misses 2-pt jump shot from 20 ft,,58,72
207,2,0:35.0,Offensive rebound by K. Towns,,58,72
208,2,0:35.0,K. Towns makes 2-pt layup from 3 ft,,60,72
209,2,0:29.0,,K. Durant misses 3-pt jump shot from 27 ft,60,72
210,2,0:26.0,Defensive rebound by K. Towns,,60,72
211,2,0:09.0,A. Wiggins makes 2-pt jump shot from 20 ft,,62,72
212,2,0:05.0,,Personal foul by N. Bjelica (drawn by K. Durant),62,72
213,2,0:05.0,M. Georges-Hunt enters the game for T. Jones,,62,72
214,2,0:03.0,,Shooting foul by M. Georges-Hunt (drawn by S. Curry),62,72
215,2,0:03.0,,S. Curry makes free throw 1 of 2,62,73
216,2,0:03.0,,S. Curry makes free throw 2 of 2,62,74
217,2,0:00.0,T. Gibson misses 2-pt jump shot from 17 ft (block by K. Durant),,62,74
218,2,0:00.0,Offensive rebound by Team,,62,74
219,3,11:40.0,T. Gibson misses 2-pt jump shot from 11 ft,,62,74
220,3,11:37.0,,Defensive rebound by K. Thompson,62,74
221,3,11:33.0,,K. Durant misses 2-pt jump shot from 15 ft,62,74
222,3,11:27.0,Defensive rebound by K. Towns,,62,74
223,3,11:16.0,K. Towns makes 2-pt layup from 1 ft (assist by T. Gibson),,64,74
224,3,11:01.0,,K. Thompson misses 2-pt jump shot from 17 ft,64,74
225,3,10:57.0,Defensive rebound by K. Towns,,64,74
226,3,10:39.0,J. Teague misses 2-pt jump shot from 18 ft,,64,74
227,3,10:38.0,Offensive rebound by T. Gibson,,64,74
228,3,10:38.0,T. Gibson makes 2-pt layup at rim,,66,74
229,3,10:08.0,,K. Durant makes 3-pt jump shot from 26 ft,66,77
230,3,9:49.0,N. Bjelica makes 3-pt jump shot from 25 ft (assist by A. Wiggins),,69,77
231,3,9:40.0,,Z. Pachulia misses 2-pt layup from 1 ft,69,77
232,3,9:36.0,Defensive rebound by A. Wiggins,,69,77
233,3,9:34.0,N. Bjelica makes 3-pt jump shot from 25 ft (assist by J. Teague),,72,77
234,3,9:18.0,,K. Durant makes 2-pt dunk at rim (assist by S. Curry),72,79
235,3,9:00.0,J. Teague misses 2-pt jump shot from 15 ft,,72,79
236,3,8:54.0,,Defensive rebound by Z. Pachulia,72,79
237,3,8:51.0,,K. Thompson makes 3-pt jump shot from 21 ft (assist by S. Curry),72,82
238,3,8:37.0,K. Towns makes 3-pt jump shot from 25 ft (assist by A. Wiggins),,75,82
239,3,8:23.0,,S. Curry makes 2-pt jump shot from 21 ft,75,84
240,3,8:00.0,N. Bjelica misses 2-pt jump shot from 7 ft,,75,84
241,3,7:55.0,Offensive rebound by T. Gibson,,75,84
242,3,7:55.0,T. Gibson makes 2-pt layup at rim,,77,84
243,3,7:53.0,,Turnover by S. Curry (bad pass),77,84
244,3,7:38.0,K. Towns misses 2-pt jump shot from 11 ft,,77,84
245,3,7:33.0,,Defensive rebound by Z. Pachulia,77,84
246,3,7:29.0,,K. Thompson makes 3-pt jump shot from 25 ft (assist by K. Durant),77,87
247,3,7:15.0,A. Wiggins misses 2-pt layup from 2 ft (block by K. Thompson),,77,87
248,3,7:15.0,Offensive rebound by Team,,77,87
249,3,7:05.0,A. Wiggins misses 3-pt jump shot from 27 ft,,77,87
250,3,7:03.0,,Defensive rebound by S. Curry,77,87
251,3,6:51.0,,K. Thompson makes 3-pt jump shot from 23 ft (assist by K. Durant),77,90
252,3,6:49.0,Minnesota full timeout,,77,90
253,3,6:39.0,A. Wiggins makes 2-pt dunk from 2 ft (assist by K. Towns),,79,90
254,3,6:21.0,,K. Thompson makes 3-pt jump shot from 26 ft (assist by D. Green),79,93
255,3,6:02.0,N. Bjelica makes 3-pt jump shot from 25 ft (assist by A. Wiggins),,82,93
256,3,5:43.0,,S. Curry misses 3-pt jump shot from 26 ft,82,93
257,3,5:40.0,Defensive rebound by N. Bjelica,,82,93
258,3,5:32.0,J. Teague misses 2-pt jump shot from 10 ft,,82,93
259,3,5:28.0,,Defensive rebound by K. Thompson,82,93
260,3,5:27.0,,Turnover by K. Thompson (bad pass; steal by N. Bjelica),82,93
261,3,5:23.0,K. Towns makes 2-pt dunk from 1 ft (assist by N. Bjelica),,84,93
262,3,5:05.0,,K. Durant misses 2-pt jump shot from 11 ft,84,93
263,3,5:02.0,Defensive rebound by K. Towns,,84,93
264,3,4:58.0,Turnover by K. Towns (offensive goaltending),,84,93
265,3,4:58.0,,A. Iguodala enters the game for D. Green,84,93
266,3,4:42.0,,Z. Pachulia makes 2-pt layup from 2 ft (assist by K. Thompson),84,95
267,3,4:28.0,K. Towns makes 2-pt layup from 4 ft (assist by J. Teague),,86,95
268,3,4:22.0,,Personal foul by N. Bjelica (drawn by K. Durant),86,95
269,3,4:22.0,,K. Looney enters the game for Z. Pachulia,86,95
270,3,4:15.0,,Turnover by K. Looney (bad pass; steal by T. Gibson),86,95
271,3,4:00.0,Turnover by K. Towns (bad pass; steal by A. Iguodala),,86,95
272,3,3:51.0,,S. Curry misses 3-pt jump shot from 25 ft,86,95
273,3,3:46.0,Defensive rebound by N. Bjelica,,86,95
274,3,3:38.0,T. Gibson makes 2-pt layup from 2 ft (assist by J. Teague),,88,95
275,3,3:38.0,,Golden State full timeout,88,95
276,3,3:38.0,,N. Young enters the game for K. Thompson,88,95
277,3,3:24.0,,A. Iguodala misses 2-pt jump shot from 18 ft,88,95
278,3,3:20.0,,Offensive rebound by S. Curry,88,95
279,3,3:18.0,,K. Durant makes 3-pt jump shot from 24 ft (assist by S. Curry),88,98
280,3,2:57.0,A. Wiggins misses 2-pt jump shot from 19 ft,,88,98
281,3,2:54.0,,Defensive rebound by K. Durant,88,98
282,3,2:49.0,,K. Looney misses 2-pt layup from 2 ft (block by A. Wiggins),88,98
283,3,2:45.0,,Offensive rebound by S. Curry,88,98
284,3,2:41.0,,K. Durant makes 3-pt jump shot from 22 ft (assist by S. Curry),88,101
285,3,2:19.0,J. Teague makes 2-pt layup from 3 ft,,90,101
286,3,2:11.0,,S. Curry makes 3-pt jump shot from 27 ft (assist by K. Durant),90,104
287,3,1:51.0,J. Teague misses 2-pt jump shot from 12 ft,,90,104
288,3,1:47.0,Offensive rebound by K. Towns,,90,104
289,3,1:47.0,K. Towns misses 2-pt layup at rim,,90,104
290,3,1:45.0,,Defensive rebound by K. Durant,90,104
291,3,1:43.0,Offensive charge foul by K. Durant (drawn by J. Teague),,90,104
292,3,1:43.0,,Turnover by K. Durant (offensive foul),90,104
293,3,1:43.0,G. Dieng enters the game for N. Bjelica,,90,104
294,3,1:43.0,J. Crawford enters the game for K. Towns,,90,104
295,3,1:24.0,J. Crawford misses 2-pt jump shot from 20 ft,,90,104
296,3,1:21.0,,Defensive rebound by S. Curry,90,104
297,3,1:15.0,,K. Durant misses 3-pt jump shot from 26 ft,90,104
298,3,1:10.0,Defensive rebound by A. Wiggins,,90,104
299,3,1:05.0,A. Wiggins misses 2-pt jump shot from 11 ft,,90,104
300,3,1:04.0,,Defensive rebound by Team,90,104
301,3,0:47.0,,K. Looney makes 2-pt layup from 1 ft (assist by S. Curry),90,106
302,3,0:32.0,G. Dieng misses 2-pt jump shot from 7 ft,,90,106
303,3,0:29.0,Offensive rebound by T. Gibson,,90,106
304,3,0:28.0,T. Gibson misses 2-pt layup from 2 ft,,90,106
305,3,0:24.0,Offensive rebound by G. Dieng,,90,106
306,3,0:24.0,G. Dieng misses 2-pt layup at rim,,90,106
307,3,0:23.0,,Defensive rebound by A. Iguodala,90,106
308,3,0:23.0,,Shooting foul by A. Wiggins (drawn by A. Iguodala),90,106
309,3,0:23.0,,A. Iguodala misses free throw 1 of 2,90,106
310,3,0:23.0,,Offensive rebound by Team,90,106
311,3,0:23.0,,S. Livingston enters the game for S. Curry,90,106
312,3,0:23.0,,D. Green enters the game for K. Durant,90,106
313,3,0:23.0,,A. Iguodala misses free throw 2 of 2,90,106
314,3,0:19.0,Defensive rebound by T. Gibson,,90,106
315,3,0:06.0,Personal foul by S. Livingston (drawn by A. Wiggins),,90,106
316,3,0:02.0,J. Crawford makes 3-pt jump shot from 29 ft,,93,106
317,4,11:48.0,,Personal foul by M. Georges-Hunt (drawn by K. Thompson),93,106
318,4,11:41.0,,Turnover by K. Thompson (bad pass),93,106
319,4,11:21.0,N. Bjelica misses 3-pt jump shot from 22 ft,,93,106
320,4,11:20.0,Offensive rebound by Team,,93,106
321,4,11:20.0,Personal foul by A. Iguodala (drawn by G. Dieng),,93,106
322,4,11:16.0,J. Crawford misses 2-pt jump shot from 16 ft (block by A. Iguodala),,93,106
323,4,11:16.0,Offensive rebound by J. Crawford,,93,106
324,4,11:05.0,Personal foul by A. Iguodala (drawn by J. Crawford),,93,106
325,4,10:59.0,Turnover by J. Crawford (lost ball; steal by D. West),,93,106
326,4,10:53.0,,Turnover by D. West (bad pass; steal by T. Jones),93,106
327,4,10:48.0,J. Crawford misses 3-pt jump shot from 22 ft (block by D. Green),,93,106
328,4,10:45.0,,Defensive rebound by A. Iguodala,93,106
329,4,10:42.0,,K. Thompson misses 3-pt jump shot from 22 ft,93,106
330,4,10:37.0,Defensive rebound by G. Dieng,,93,106
331,4,10:35.0,G. Dieng makes 2-pt dunk from 1 ft (assist by J. Crawford),,95,106
332,4,10:11.0,,D. West misses 2-pt jump shot from 17 ft,95,106
333,4,10:08.0,Defensive rebound by N. Bjelica,,95,106
334,4,10:01.0,J. Crawford misses 3-pt jump shot from 27 ft,,95,106
335,4,9:58.0,,Defensive rebound by D. Green,95,106
336,4,9:44.0,,D. Green misses 3-pt jump shot from 26 ft,95,106
337,4,9:38.0,Defensive rebound by J. Crawford,,95,106
338,4,9:32.0,J. Crawford makes 2-pt layup from 4 ft,,97,106
339,4,9:10.0,,K. Thompson misses 3-pt jump shot from 25 ft,97,106
340,4,9:07.0,Defensive rebound by N. Bjelica,,97,106
341,4,8:57.0,Shooting foul by D. West (drawn by G. Dieng),,97,106
342,4,8:57.0,G. Dieng makes free throw 1 of 2,,98,106
343,4,8:57.0,,N. Young enters the game for A. Iguodala,98,106
344,4,8:57.0,G. Dieng makes free throw 2 of 2,,99,106
345,4,8:43.0,,D. Green misses 3-pt jump shot from 28 ft,99,106
346,4,8:41.0,,Offensive rebound by D. West,99,106
347,4,8:41.0,,D. West makes 2-pt layup at rim,99,108
348,4,8:25.0,J. Crawford makes 2-pt jump shot from 10 ft,,101,108
349,4,8:10.0,,Turnover by D. West (lost ball; steal by G. Dieng),101,108
350,4,8:02.0,G. Dieng misses 3-pt jump shot from 22 ft,,101,108
351,4,7:57.0,,Defensive rebound by S. Livingston,101,108
352,4,7:53.0,,S. Livingston misses 2-pt jump shot from 9 ft,101,108
353,4,7:51.0,Defensive rebound by M. Georges-Hunt,,101,108
354,4,7:32.0,T. Jones misses 3-pt jump shot from 23 ft,,101,108
355,4,7:29.0,,Defensive rebound by D. West,101,108
356,4,7:24.0,,Shooting foul by G. Dieng (drawn by D. Green),101,108
357,4,7:24.0,,D. Green makes free throw 1 of 2,101,109
358,4,7:24.0,K. Towns enters the game for G. Dieng,,101,109
359,4,7:24.0,,D. Green makes free throw 2 of 2,101,110
360,4,7:13.0,Shooting foul by S. Livingston (drawn by K. Towns),,101,110
361,4,7:13.0,K. Towns misses free throw 1 of 2,,101,110
362,4,7:13.0,Offensive rebound by Team,,101,110
363,4,7:13.0,,S. Curry enters the game for D. West,101,110
364,4,7:13.0,,K. Looney enters the game for K. Thompson,101,110
365,4,7:13.0,,K. Durant enters the game for D. Green,101,110
366,4,7:13.0,T. Gibson enters the game for T. Jones,,101,110
367,4,7:13.0,J. Teague enters the game for N. Bjelica,,101,110
368,4,7:13.0,K. Towns makes free throw 2 of 2,,102,110
369,4,6:52.0,,S. Livingston makes 2-pt layup from 2 ft (assist by K. Durant),102,112
370,4,6:37.0,J. Crawford makes 2-pt jump shot from 17 ft,,104,112
371,4,6:15.0,,N. Young makes 3-pt jump shot from 23 ft (assist by S. Curry),104,115
372,4,5:55.0,K. Towns misses 2-pt layup from 2 ft,,104,115
373,4,5:52.0,,Defensive rebound by K. Durant,104,115
374,4,5:47.0,,K. Durant makes 2-pt layup from 1 ft,104,117
375,4,5:47.0,Minnesota full timeout,,104,117
376,4,5:47.0,A. Wiggins enters the game for M. Georges-Hunt,,104,117
377,4,5:32.0,J. Crawford makes 2-pt jump shot from 12 ft,,106,117
378,4,5:16.0,,K. Durant misses 3-pt jump shot from 26 ft,106,117
