,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,DETROIT_ACTION,MEMPHIS_SCORE,DETROIT_SCORE
111,1,0:05.0,,Turnover by A. Tolliver (offensive foul),22,27
112,1,0:01.0,A. Harrison makes 3-pt jump shot from 24 ft,,25,27
113,2,11:47.0,D. Davis makes 2-pt dunk at rim (assist by J. Martin),,27,27
114,2,11:33.0,,L. Galloway misses 2-pt layup from 5 ft,27,27
115,2,11:31.0,Defensive rebound by D. Davis,,27,27
116,2,11:25.0,M. Henry makes 3-pt jump shot from 24 ft (assist by A. Harrison),,30,27
117,2,11:03.0,,D. Buycks misses 2-pt layup from 2 ft,30,27
118,2,11:01.0,,Offensive rebound by D. Buycks,30,27
119,2,10:56.0,,E. Moreland misses 2-pt hook shot from 4 ft,30,27
120,2,10:55.0,Defensive rebound by D. Davis,,30,27
121,2,10:50.0,J. Martin makes 2-pt jump shot from 18 ft (assist by A. Harrison),,32,27
122,2,10:41.0,,Detroit full timeout,32,27
123,2,10:34.0,,Shooting foul by J. Martin (drawn by L. Kennard),32,27
124,2,10:34.0,,L. Kennard makes free throw 1 of 2,32,28
125,2,10:34.0,,S. Johnson enters the game for L. Galloway,32,28
126,2,10:34.0,,L. Kennard makes free throw 2 of 2,32,29
127,2,10:19.0,J. Martin misses 2-pt jump shot from 18 ft,,32,29
128,2,10:17.0,Offensive rebound by Team,,32,29
129,2,10:14.0,B. McLemore misses 3-pt jump shot from 24 ft,,32,29
130,2,10:10.0,,Defensive rebound by A. Tolliver,32,29
131,2,9:57.0,,L. Kennard makes 2-pt layup from 1 ft (assist by S. Johnson),32,31
132,2,9:43.0,D. Davis makes 2-pt layup from 1 ft (assist by A. Harrison),,34,31
133,2,9:24.0,,A. Tolliver misses 3-pt jump shot from 22 ft,34,31
134,2,9:21.0,Defensive rebound by B. McLemore,,34,31
135,2,9:14.0,D. Davis misses 2-pt jump shot from 8 ft,,34,31
136,2,9:12.0,,Defensive rebound by E. Moreland,34,31
137,2,8:58.0,,Shooting foul by D. Davis (drawn by E. Moreland),34,31
138,2,8:58.0,,E. Moreland misses free throw 1 of 2,34,31
139,2,8:58.0,,Offensive rebound by Team,34,31
140,2,8:58.0,W. Selden enters the game for A. Harrison,,34,31
141,2,8:58.0,D. Brooks enters the game for B. McLemore,,34,31
142,2,8:58.0,,E. Moreland misses free throw 2 of 2,34,31
143,2,8:53.0,Defensive rebound by J. Martin,,34,31
144,2,8:39.0,W. Selden makes 3-pt jump shot from 24 ft (assist by D. Brooks),,37,31
145,2,8:14.0,,D. Buycks makes 2-pt layup from 1 ft,37,33
146,2,8:01.0,Turnover by J. Martin (lost ball; steal by D. Buycks),,37,33
147,2,7:57.0,,D. Buycks makes 2-pt layup at rim (assist by A. Tolliver),37,35
148,2,7:39.0,D. Brooks makes 3-pt jump shot from 24 ft (assist by W. Selden),,40,35
149,2,7:15.0,,S. Johnson misses 3-pt jump shot from 26 ft,40,35
150,2,7:11.0,Defensive rebound by D. Davis,,40,35
151,2,7:06.0,W. Selden makes 2-pt jump shot from 6 ft,,42,35
152,2,6:54.0,,Shooting foul by D. Davis (drawn by D. Buycks),42,35
153,2,6:54.0,,D. Buycks makes free throw 1 of 2,42,36
154,2,6:54.0,,A. Drummond enters the game for L. Kennard,42,36
155,2,6:54.0,,B. Griffin enters the game for E. Moreland,42,36
156,2,6:54.0,,R. Bullock enters the game for A. Tolliver,42,36
157,2,6:54.0,J. Green enters the game for J. Martin,,42,36
158,2,6:54.0,J. Ennis enters the game for M. Henry,,42,36
159,2,6:54.0,M. Gasol enters the game for D. Davis,,42,36
160,2,6:54.0,,D. Buycks misses free throw 2 of 2,42,36
161,2,6:48.0,,Offensive rebound by A. Drummond,42,36
162,2,6:48.0,,A. Drummond makes 2-pt layup at rim,42,38
163,2,6:30.0,J. Ennis misses 2-pt jump shot from 12 ft,,42,38
164,2,6:27.0,,Defensive rebound by B. Griffin,42,38
165,2,6:21.0,,A. Drummond makes 2-pt dunk from 2 ft (assist by B. Griffin),42,40
166,2,6:09.0,W. Selden misses 2-pt jump shot from 8 ft,,42,40
167,2,6:07.0,,Defensive rebound by A. Drummond,42,40
168,2,6:01.0,,Shooting foul by J. Green (drawn by B. Griffin),42,40
169,2,6:01.0,,B. Griffin makes free throw 1 of 2,42,41
170,2,6:01.0,,I. Smith enters the game for D. Buycks,42,41
171,2,6:01.0,,B. Griffin misses free throw 2 of 2,42,41
172,2,5:58.0,Defensive rebound by J. Ennis,,42,41
173,2,5:44.0,M. Gasol misses 2-pt hook shot from 12 ft,,42,41
174,2,5:42.0,,Defensive rebound by A. Drummond,42,41
175,2,5:23.0,,B. Griffin makes 3-pt jump shot from 25 ft (assist by I. Smith),42,44
176,2,5:17.0,Memphis full timeout,,42,44
177,2,5:06.0,Turnover by W. Selden (bad pass; steal by I. Smith),,42,44
178,2,5:02.0,,S. Johnson makes 2-pt layup from 1 ft (assist by I. Smith),42,46
179,2,4:44.0,J. Green makes 2-pt layup from 1 ft (assist by J. Ennis),,44,46
180,2,4:24.0,,Turnover by A. Drummond (lost ball; steal by J. Ennis),44,46
181,2,4:16.0,Memphis full timeout,,44,46
182,2,4:16.0,A. Harrison enters the game for W. Selden,,44,46
183,2,4:08.0,J. Green misses 2-pt jump shot from 18 ft,,44,46
184,2,4:06.0,,Defensive rebound by A. Drummond,44,46
185,2,4:05.0,,Shooting foul by A. Harrison (drawn by I. Smith),44,46
186,2,4:05.0,,I. Smith makes free throw 1 of 2,44,47
187,2,4:05.0,,I. Smith makes free throw 2 of 2,44,48
188,2,3:53.0,M. Gasol makes 2-pt layup from 1 ft (assist by J. Green),,46,48
189,2,3:53.0,Shooting foul by I. Smith (drawn by M. Gasol),,46,48
190,2,3:53.0,M. Gasol makes free throw 1 of 1,,47,48
191,2,3:43.0,,B. Griffin misses 3-pt jump shot from 23 ft,47,48
192,2,3:39.0,Defensive rebound by D. Brooks,,47,48
193,2,3:31.0,M. Henry enters the game for J. Ennis,,47,48
194,2,3:26.0,Turnover by A. Harrison (lost ball; steal by I. Smith),,47,48
195,2,3:19.0,,S. Johnson misses 3-pt jump shot from 26 ft,47,48
196,2,3:16.0,Defensive rebound by M. Gasol,,47,48
197,2,3:09.0,M. Gasol misses 3-pt jump shot from 26 ft,,47,48
198,2,3:07.0,,Defensive rebound by B. Griffin,47,48
199,2,2:55.0,,S. Johnson misses 2-pt jump shot from 7 ft,47,48
200,2,2:55.0,J. Martin enters the game for J. Green,,47,48
201,2,2:55.0,W. Selden enters the game for D. Brooks,,47,48
202,2,2:52.0,,Offensive rebound by Team,47,48
203,2,2:45.0,,Shooting foul by J. Martin (drawn by A. Drummond),47,48
204,2,2:45.0,,A. Drummond misses free throw 1 of 2,47,48
205,2,2:45.0,,Offensive rebound by Team,47,48
206,2,2:45.0,,A. Drummond misses free throw 2 of 2,47,48
207,2,2:43.0,Defensive rebound by M. Gasol,,47,48
208,2,2:21.0,A. Harrison misses 2-pt jump shot from 19 ft,,47,48
209,2,2:19.0,,Defensive rebound by B. Griffin,47,48
210,2,2:12.0,,A. Drummond misses 2-pt hook shot from 5 ft,47,48
211,2,2:11.0,Defensive rebound by M. Gasol,,47,48
212,2,2:06.0,Personal foul by A. Drummond (drawn by W. Selden),,47,48
213,2,2:06.0,,A. Tolliver enters the game for A. Drummond,47,48
214,2,1:57.0,Shooting foul by B. Griffin (drawn by A. Harrison),,47,48
215,2,1:57.0,A. Harrison makes free throw 1 of 2,,48,48
216,2,1:57.0,J. Green enters the game for J. Martin,,48,48
217,2,1:57.0,A. Harrison makes free throw 2 of 2,,49,48
218,2,1:45.0,,R. Bullock makes 3-pt jump shot from 25 ft (assist by B. Griffin),49,51
219,2,1:24.0,M. Gasol misses 2-pt jump shot from 7 ft,,49,51
220,2,1:21.0,,Defensive rebound by S. Johnson,49,51
221,2,1:15.0,,Turnover by S. Johnson (bad pass; steal by M. Henry),49,51
222,2,0:56.0,W. Selden misses 3-pt jump shot from 26 ft,,49,51
223,2,0:52.0,,Defensive rebound by I. Smith,49,51
224,2,0:42.0,,A. Tolliver misses 2-pt layup from 1 ft,49,51
225,2,0:40.0,Defensive rebound by A. Harrison,,49,51
226,2,0:27.0,A. Harrison makes 2-pt layup from 1 ft,,51,51
227,2,0:03.0,,B. Griffin misses 2-pt jump shot from 14 ft,51,51
228,2,0:00.0,Defensive rebound by M. Gasol,,51,51
229,3,11:48.0,M. Gasol misses 3-pt jump shot from 26 ft,,51,51
230,3,11:46.0,,Defensive rebound by Team,51,51
231,3,11:46.0,,B. Griffin enters the game for A. Tolliver,51,51
232,3,11:32.0,,B. Griffin makes 2-pt jump shot from 19 ft (assist by A. Drummond),51,53
233,3,11:21.0,Turnover by W. Selden (lost ball; steal by A. Drummond),,51,53
234,3,11:18.0,,A. Drummond misses 2-pt layup from 1 ft,51,53
235,3,11:13.0,Defensive rebound by J. Martin,,51,53
236,3,11:06.0,M. Gasol misses 2-pt hook shot from 3 ft,,51,53
237,3,11:03.0,,Defensive rebound by A. Drummond,51,53
238,3,10:56.0,,I. Smith misses 2-pt jump shot from 19 ft,51,53
239,3,10:54.0,Defensive rebound by M. Gasol,,51,53
240,3,10:50.0,D. Brooks makes 2-pt layup from 3 ft,,53,53
241,3,10:50.0,Shooting foul by A. Drummond (drawn by D. Brooks),,53,53
242,3,10:50.0,D. Brooks makes free throw 1 of 1,,54,53
243,3,10:40.0,,S. Johnson misses 3-pt jump shot from 23 ft,54,53
244,3,10:36.0,Defensive rebound by W. Selden,,54,53
245,3,10:24.0,W. Selden misses 3-pt jump shot from 25 ft,,54,53
246,3,10:21.0,,Defensive rebound by A. Drummond,54,53
247,3,10:12.0,,B. Griffin makes 2-pt layup from 3 ft,54,55
248,3,10:12.0,,Shooting foul by J. Martin (drawn by B. Griffin),54,55
249,3,10:12.0,,B. Griffin makes free throw 1 of 1,54,56
250,3,10:02.0,D. Brooks makes 2-pt jump shot from 13 ft (assist by A. Harrison),,56,56
251,3,9:47.0,,Offensive foul by A. Drummond (drawn by D. Brooks),56,56
252,3,9:47.0,,Turnover by A. Drummond (offensive foul),56,56
253,3,9:32.0,D. Brooks misses 3-pt jump shot from 24 ft,,56,56
254,3,9:29.0,Offensive rebound by J. Martin,,56,56
255,3,9:27.0,M. Gasol makes 2-pt jump shot from 12 ft (assist by J. Martin),,58,56
256,3,9:26.0,,Detroit full timeout,58,56
257,3,9:26.0,,W. Reed enters the game for A. Drummond,58,56
258,3,9:11.0,,B. Griffin makes 2-pt dunk from 2 ft,58,58
259,3,9:01.0,Personal foul by I. Smith (drawn by A. Harrison),,58,58
260,3,8:45.0,W. Selden misses 2-pt jump shot from 8 ft,,58,58
261,3,8:45.0,Offensive rebound by Team,,58,58
262,3,8:45.0,Turnover by Team (shot clock),,58,58
263,3,8:21.0,,B. Griffin misses 2-pt jump shot from 22 ft (block by M. Gasol),58,58
264,3,8:21.0,,Offensive rebound by Team,58,58
265,3,8:21.0,,Turnover by Team (shot clock),58,58
266,3,8:14.0,Personal foul by W. Reed (drawn by M. Gasol),,58,58
267,3,8:04.0,D. Brooks misses 3-pt jump shot from 25 ft,,58,58
268,3,8:01.0,Offensive rebound by M. Gasol,,58,58
269,3,7:58.0,J. Martin makes 2-pt layup from 1 ft (assist by W. Selden),,60,58
270,3,7:58.0,,Violation by R. Bullock (def goaltending),60,58
271,3,7:42.0,Violation by A. Harrison (kicked ball),,60,58
272,3,7:34.0,,I. Smith misses 2-pt jump shot from 7 ft,60,58
273,3,7:32.0,Defensive rebound by M. Gasol,,60,58
274,3,7:18.0,Turnover by M. Gasol (traveling),,60,58
275,3,7:06.0,,S. Johnson makes 3-pt jump shot from 24 ft (assist by B. Griffin),60,61
276,3,6:44.0,Personal foul by W. Reed (drawn by M. Gasol),,60,61
277,3,6:44.0,J. Ennis enters the game for W. Selden,,60,61
278,3,6:44.0,J. Green enters the game for J. Martin,,60,61
279,3,6:35.0,A. Harrison makes 2-pt layup from 4 ft,,62,61
280,3,6:15.0,,S. Johnson makes 3-pt jump shot from 25 ft (assist by B. Griffin),62,64
281,3,5:55.0,M. Gasol makes 2-pt jump shot from 15 ft,,64,64
282,3,5:55.0,Shooting foul by W. Reed (drawn by M. Gasol),,64,64
283,3,5:55.0,M. Gasol makes free throw 1 of 1,,65,64
284,3,5:37.0,,R. Bullock makes 2-pt jump shot from 11 ft (assist by W. Reed),65,66
285,3,5:26.0,Def 3 sec tech foul by B. Griffin,,65,66
286,3,5:26.0,M. Gasol makes technical free throw,,66,66
287,3,5:26.0,,L. Kennard enters the game for R. Bullock,66,66
288,3,5:26.0,M. Henry enters the game for D. Brooks,,66,66
289,3,5:14.0,M. Gasol makes 2-pt hook shot from 9 ft,,68,66
290,3,4:59.0,,S. Johnson makes 2-pt jump shot from 15 ft,68,68
291,3,4:47.0,M. Gasol misses 3-pt jump shot from 28 ft,,68,68
292,3,4:43.0,,Defensive rebound by B. Griffin,68,68
293,3,4:39.0,,S. Johnson misses 3-pt jump shot from 24 ft,68,68
294,3,4:35.0,Defensive rebound by M. Gasol,,68,68
295,3,4:24.0,J. Green misses 2-pt layup from 1 ft,,68,68
296,3,4:20.0,,Defensive rebound by B. Griffin,68,68
297,3,4:04.0,,I. Smith makes 2-pt layup from 1 ft (assist by S. Johnson),68,70
298,3,4:04.0,,Shooting foul by A. Harrison (drawn by I. Smith),68,70
299,3,4:04.0,,A. Tolliver enters the game for W. Reed,68,70
300,3,4:04.0,W. Selden enters the game for A. Harrison,,68,70
301,3,4:04.0,,I. Smith misses free throw 1 of 1,68,70
302,3,4:01.0,Defensive rebound by M. Gasol,,68,70
303,3,3:56.0,J. Ennis misses 2-pt layup from 2 ft,,68,70
304,3,3:54.0,,Defensive rebound by A. Tolliver,68,70
305,3,3:49.0,,I. Smith makes 2-pt layup from 1 ft,68,72
306,3,3:49.0,Memphis full timeout,,68,72
307,3,3:34.0,M. Gasol misses 2-pt jump shot from 7 ft,,68,72
308,3,3:32.0,,Defensive rebound by S. Johnson,68,72
309,3,3:30.0,,Personal foul by J. Ennis (drawn by S. Johnson),68,72
310,3,3:22.0,,L. Kennard misses 3-pt jump shot from 24 ft,68,72
311,3,3:19.0,Defensive rebound by J. Green,,68,72
312,3,3:05.0,M. Henry makes 2-pt layup from 3 ft,,70,72
313,3,2:54.0,,Personal foul by J. Green (drawn by S. Johnson),70,72
314,3,2:54.0,,D. Buycks enters the game for I. Smith,70,72
315,3,2:54.0,D. Davis enters the game for M. Gasol,,70,72
316,3,2:49.0,,A. Tolliver misses 3-pt jump shot from 28 ft,70,72
317,3,2:47.0,,Offensive rebound by B. Griffin,70,72
318,3,2:47.0,,Personal foul by J. Ennis (drawn by B. Griffin),70,72
319,3,2:47.0,,B. Griffin makes free throw 1 of 2,70,73
320,3,2:47.0,D. Brooks enters the game for J. Ennis,,70,73
321,3,2:47.0,,B. Griffin makes free throw 2 of 2,70,74
322,3,2:22.0,Turnover by Team (shot clock),,70,74
323,3,2:12.0,,D. Buycks makes 2-pt layup from 3 ft,70,76
324,3,1:53.0,J. Green makes 2-pt jump shot from 16 ft (assist by D. Brooks),,72,76
325,3,1:30.0,,S. Johnson makes 2-pt jump shot from 19 ft,72,78
326,3,1:10.0,D. Davis makes 2-pt jump shot from 16 ft (assist by D. Brooks),,74,78
327,3,0:46.0,,Shooting foul by D. Brooks (drawn by S. Johnson),74,78
328,3,0:46.0,,S. Johnson makes free throw 1 of 2,74,79
329,3,0:46.0,A. Harrison enters the game for J. Green,,74,79
330,3,0:46.0,J. Martin enters the game for M. Henry,,74,79
331,3,0:46.0,,S. Johnson makes free throw 2 of 2,74,80
332,3,0:38.0,A. Harrison misses 3-pt jump shot from 25 ft,,74,80
333,3,0:34.0,,Defensive rebound by A. Tolliver,74,80
334,3,0:13.0,,B. Griffin misses 2-pt hook shot from 5 ft,74,80
335,3,0:12.0,Defensive rebound by D. Davis,,74,80
336,3,0:07.0,D. Brooks misses 2-pt layup from 3 ft,,74,80
337,3,0:06.0,Offensive rebound by J. Martin,,74,80
338,3,0:06.0,J. Martin makes 2-pt layup at rim,,76,80
339,3,0:00.0,,Shooting foul by A. Harrison (drawn by D. Buycks),76,80
340,3,0:00.0,,D. Buycks makes free throw 1 of 2,76,81
341,3,0:00.0,,D. Buycks makes free throw 2 of 2,76,82
342,3,0:00.0,D. Brooks misses 3-pt jump shot from 67 ft,,76,82
343,3,0:00.0,Offensive rebound by Team,,76,82
344,4,11:50.0,,Turnover by D. Buycks (bad pass; steal by A. Harrison),76,82
345,4,11:38.0,D. Davis makes 2-pt jump shot from 8 ft (assist by W. Selden),,78,82
346,4,11:16.0,,R. Bullock misses 3-pt jump shot from 25 ft,78,82
347,4,11:13.0,Defensive rebound by A. Harrison,,78,82
348,4,11:09.0,A. Harrison makes 2-pt jump shot from 8 ft,,80,82
349,4,11:09.0,Shooting foul by D. Buycks (drawn by A. Harrison),,80,82
350,4,11:09.0,J. Ennis enters the game for W. Selden,,80,82
351,4,11:09.0,A. Harrison makes free throw 1 of 1,,81,82
352,4,10:52.0,,A. Drummond makes 2-pt layup at rim (assist by L. Kennard),81,84
353,4,10:35.0,D. Brooks misses 2-pt layup from 1 ft,,81,84
354,4,10:35.0,,Defensive rebound by A. Drummond,81,84
355,4,10:28.0,,L. Kennard misses technical free throw,81,84
356,4,10:28.0,,Offensive rebound by Team,81,84
357,4,10:22.0,,D. Buycks misses 2-pt layup from 2 ft,81,84
358,4,10:19.0,Defensive rebound by D. Brooks,,81,84
359,4,10:14.0,D. Davis makes 2-pt layup from 3 ft (assist by A. Harrison),,83,84
360,4,10:00.0,,A. Drummond misses 2-pt layup from 2 ft,83,84
361,4,10:00.0,Defensive rebound by J. Martin,,83,84
362,4,9:53.0,Turnover by J. Martin (lost ball; steal by A. Drummond),,83,84
363,4,9:42.0,,R. Bullock misses 3-pt jump shot from 23 ft,83,84
364,4,9:38.0,Defensive rebound by D. Davis,,83,84
365,4,9:26.0,J. Ennis makes 3-pt jump shot from 27 ft (assist by D. Davis),,86,84
366,4,9:25.0,,Detroit full timeout,86,84
367,4,9:03.0,,A. Drummond misses 2-pt layup from 3 ft (block by D. Davis),86,84
368,4,9:01.0,Defensive rebound by J. Ennis,,86,84
369,4,8:54.0,D. Brooks makes 3-pt jump shot from 26 ft (assist by A. Harrison),,89,84
370,4,8:30.0,,A. Drummond makes 2-pt hook shot from 7 ft (assist by D. Buycks),89,86
371,4,8:16.0,Personal foul by D. Buycks (drawn by A. Harrison),,89,86
372,4,8:03.0,A. Harrison makes 2-pt jump shot from 7 ft,,91,86
373,4,7:48.0,,D. Buycks misses 3-pt jump shot from 25 ft,91,86
374,4,7:45.0,Defensive rebound by D. Davis,,91,86
375,4,7:28.0,Turnover by A. Harrison (bad pass; steal by L. Kennard),,91,86
376,4,7:20.0,,A. Drummond makes 2-pt jump shot from 4 ft,91,88
377,4,7:07.0,J. Martin misses 2-pt layup from 3 ft,,91,88
378,4,7:04.0,,Defensive rebound by L. Kennard,91,88
379,4,6:58.0,,Shooting foul by J. Ennis (drawn by D. Buycks),91,88
380,4,6:58.0,,D. Buycks makes free throw 1 of 2,91,89
381,4,6:58.0,,S. Johnson enters the game for L. Kennard,91,89
382,4,6:58.0,,B. Griffin enters the game for A. Tolliver,91,89
383,4,6:58.0,W. Selden enters the game for A. Harrison,,91,89
384,4,6:58.0,M. Gasol enters the game for D. Davis,,91,89
385,4,6:58.0,M. Henry enters the game for J. Ennis,,91,89
386,4,6:58.0,,D. Buycks makes free throw 2 of 2,91,90
387,4,6:35.0,W. Selden misses 2-pt layup from 5 ft,,91,90
388,4,6:31.0,Offensive rebound by W. Selden,,91,90
389,4,6:29.0,M. Henry makes 3-pt jump shot from 24 ft (assist by M. Gasol),,94,90
390,4,6:12.0,,R. Bullock misses 2-pt layup from 6 ft,94,90
