,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,OKLAHOMA CITY_ACTION,CHARLOTTE_SCORE,OKLAHOMA CITY_SCORE
0,1,11:42.0,D. Howard misses 2-pt dunk from 1 ft,,0,0
1,1,11:39.0,,Defensive rebound by R. Westbrook,0,0
2,1,11:24.0,,Á. Abrines misses 3-pt jump shot from 24 ft,0,0
3,1,11:23.0,,Offensive rebound by S. Adams,0,0
4,1,11:21.0,,R. Westbrook makes 2-pt jump shot from 18 ft (assist by S. Adams),0,2
5,1,10:56.0,K. Walker makes 2-pt jump shot from 14 ft,,2,2
6,1,10:32.0,,C. Anthony makes 3-pt jump shot from 25 ft (assist by R. Westbrook),2,5
7,1,10:13.0,D. Howard makes 2-pt jump shot from 4 ft,,4,5
8,1,9:58.0,,Turnover by P. George (bad pass; steal by M. Kidd-Gilchrist),4,5
9,1,9:53.0,M. Kidd-Gilchrist makes 2-pt layup from 1 ft,,6,5
10,1,9:42.0,Personal foul by C. Anthony (drawn by J. Lamb),,6,5
11,1,9:42.0,,Turnover by C. Anthony (turnover),6,5
12,1,9:18.0,J. Lamb makes 3-pt jump shot from 25 ft (assist by K. Walker),,9,5
13,1,9:05.0,,R. Westbrook misses 2-pt jump shot from 16 ft,9,5
14,1,9:02.0,,Offensive rebound by R. Westbrook,9,5
15,1,8:56.0,,R. Westbrook misses 2-pt layup from 3 ft (block by M. Kidd-Gilchrist),9,5
16,1,8:55.0,,Offensive rebound by Team,9,5
17,1,8:50.0,,C. Anthony misses 2-pt jump shot from 16 ft,9,5
18,1,8:47.0,Defensive rebound by K. Walker,,9,5
19,1,8:43.0,D. Howard misses 2-pt layup at rim,,9,5
20,1,8:40.0,Offensive rebound by M. Kidd-Gilchrist,,9,5
21,1,8:39.0,M. Kidd-Gilchrist makes 2-pt layup at rim,,11,5
22,1,8:31.0,,Shooting foul by J. Lamb (drawn by P. George),11,5
23,1,8:31.0,,P. George makes free throw 1 of 2,11,6
24,1,8:31.0,,P. George makes free throw 2 of 2,11,7
25,1,8:22.0,Shooting foul by Á. Abrines (drawn by K. Walker),,11,7
26,1,8:22.0,K. Walker makes free throw 1 of 3,,12,7
27,1,8:22.0,K. Walker makes free throw 2 of 3,,13,7
28,1,8:22.0,K. Walker makes free throw 3 of 3,,14,7
29,1,8:11.0,,R. Westbrook misses 2-pt jump shot from 9 ft,14,7
30,1,8:09.0,Defensive rebound by M. Kidd-Gilchrist,,14,7
