,QUARTER,TIME_REMAINING,PORTLAND_ACTION,NEW ORLEANS_ACTION,PORTLAND_SCORE,NEW ORLEANS_SCORE
0,1,11:45.0,A. Aminu misses 3-pt jump shot from 26 ft,,0,0
1,1,11:43.0,,Defensive rebound by Team,0,0
2,1,11:26.0,,A. Davis misses 2-pt jump shot from 15 ft,0,0
3,1,11:22.0,,Offensive rebound by E. Okafor,0,0
4,1,11:20.0,,E. Moore misses 3-pt jump shot from 28 ft,0,0
5,1,11:17.0,Defensive rebound by E. Turner,,0,0
6,1,11:05.0,J. Nurkić misses 2-pt hook shot from 7 ft,,0,0
7,1,11:02.0,,Defensive rebound by E. Okafor,0,0
8,1,10:48.0,,I. Clark misses 2-pt layup from 6 ft (block by J. Nurkić),0,0
9,1,10:42.0,Defensive rebound by E. Turner,,0,0
10,1,10:41.0,Offensive foul by J. Nurkić (drawn by J. Holiday),,0,0
11,1,10:41.0,Turnover by J. Nurkić (offensive foul),,0,0
12,1,10:29.0,,J. Holiday makes 2-pt jump shot from 14 ft,0,2
13,1,10:10.0,Turnover by C. McCollum (bad pass; steal by A. Davis),,0,2
14,1,9:59.0,,Turnover by A. Davis (bad pass; steal by A. Aminu),0,2
15,1,9:51.0,D. Lillard makes 3-pt jump shot from 23 ft (assist by C. McCollum),,3,2
16,1,9:47.0,,I. Clark misses 2-pt jump shot from 16 ft,3,2
17,1,9:45.0,,Offensive rebound by E. Okafor,3,2
18,1,9:41.0,,I. Clark misses 2-pt layup from 1 ft,3,2
19,1,9:35.0,Defensive rebound by E. Turner,,3,2
20,1,9:27.0,A. Aminu misses 3-pt jump shot from 26 ft,,3,2
21,1,9:27.0,,Defensive rebound by J. Holiday,3,2
22,1,9:20.0,,E. Moore makes 2-pt jump shot from 6 ft,3,4
23,1,9:03.0,E. Turner misses 2-pt jump shot from 8 ft,,3,4
24,1,9:00.0,,Defensive rebound by A. Davis,3,4
25,1,8:57.0,,Turnover by A. Davis (lost ball; steal by D. Lillard),3,4
26,1,8:52.0,C. McCollum misses 3-pt jump shot from 26 ft,,3,4
27,1,8:48.0,,Defensive rebound by A. Davis,3,4
28,1,8:43.0,,J. Holiday makes 2-pt jump shot from 10 ft,3,6
29,1,8:24.0,J. Nurkić makes 2-pt hook shot from 12 ft,,5,6
30,1,8:06.0,,A. Davis makes 2-pt jump shot from 11 ft,5,8
31,1,7:52.0,D. Lillard misses 3-pt jump shot from 27 ft,,5,8
32,1,7:49.0,,Defensive rebound by E. Okafor,5,8
33,1,7:34.0,,J. Holiday misses 2-pt layup from 4 ft,5,8
34,1,7:34.0,,Offensive rebound by E. Okafor,5,8
35,1,7:29.0,,E. Okafor makes 2-pt layup from 3 ft,5,10
36,1,7:11.0,E. Turner misses 2-pt jump shot from 7 ft,,5,10
37,1,7:11.0,,Defensive rebound by A. Davis,5,10
38,1,7:01.0,,E. Okafor makes 2-pt layup from 4 ft (assist by A. Davis),5,12
39,1,7:01.0,Portland full timeout,,5,12
40,1,6:51.0,Away from play foul by J. Holiday (drawn by J. Nurkić),,5,12
41,1,6:41.0,J. Nurkić misses 2-pt jump shot from 10 ft,,5,12
42,1,6:41.0,,Defensive rebound by E. Okafor,5,12
43,1,6:27.0,,Turnover by J. Holiday (bad pass; steal by A. Aminu),5,12
44,1,6:22.0,D. Lillard makes 2-pt dunk from 2 ft (assist by A. Aminu),,7,12
45,1,6:06.0,,Personal foul by E. Turner (drawn by J. Holiday),7,12
46,1,5:57.0,,Turnover by E. Moore (lost ball; steal by D. Lillard),7,12
47,1,5:57.0,Personal foul by E. Moore (drawn by D. Lillard),,7,12
48,1,5:44.0,C. McCollum misses 3-pt jump shot from 27 ft,,7,12
49,1,5:38.0,Offensive rebound by E. Turner,,7,12
50,1,5:37.0,D. Lillard misses 3-pt jump shot from 27 ft,,7,12
51,1,5:34.0,Offensive rebound by A. Aminu,,7,12
52,1,5:28.0,C. McCollum misses 3-pt jump shot from 26 ft,,7,12
53,1,5:25.0,,Defensive rebound by A. Davis,7,12
54,1,5:09.0,,Turnover by A. Davis (bad pass; steal by J. Nurkić),7,12
55,1,5:01.0,E. Turner misses 2-pt layup from 5 ft (block by A. Davis),,7,12
56,1,4:58.0,,Defensive rebound by J. Holiday,7,12
57,1,4:53.0,,E. Okafor misses 2-pt layup from 3 ft,7,12
58,1,4:51.0,,Offensive rebound by E. Okafor,7,12
59,1,4:51.0,,Shooting foul by J. Nurkić (drawn by E. Okafor),7,12
60,1,4:51.0,,E. Okafor makes free throw 1 of 2,7,13
61,1,4:51.0,,D. Miller enters the game for J. Holiday,7,13
62,1,4:51.0,S. Napier enters the game for E. Turner,,7,13
63,1,4:51.0,E. Davis enters the game for J. Nurkić,,7,13
64,1,4:51.0,,E. Okafor makes free throw 2 of 2,7,14
65,1,4:33.0,A. Aminu misses 2-pt layup from 7 ft (block by A. Davis),,7,14
66,1,4:27.0,Offensive rebound by A. Aminu,,7,14
67,1,4:22.0,S. Napier misses 2-pt jump shot from 16 ft,,7,14
68,1,4:19.0,,Defensive rebound by E. Okafor,7,14
69,1,4:13.0,,A. Davis misses 2-pt jump shot from 12 ft,7,14
70,1,4:09.0,Defensive rebound by D. Lillard,,7,14
71,1,4:00.0,A. Aminu misses 3-pt jump shot from 26 ft,,7,14
72,1,3:58.0,Offensive rebound by Team,,7,14
73,1,3:58.0,,S. Hill enters the game for E. Okafor,7,14
74,1,3:58.0,,N. Mirotić enters the game for E. Moore,7,14
75,1,3:58.0,Z. Collins enters the game for A. Aminu,,7,14
76,1,3:54.0,D. Lillard misses 3-pt jump shot from 25 ft,,7,14
77,1,3:54.0,,Defensive rebound by N. Mirotić,7,14
78,1,3:39.0,,I. Clark makes 2-pt layup from 6 ft (assist by S. Hill),7,16
79,1,3:26.0,E. Davis makes 2-pt layup from 4 ft (assist by C. McCollum),,9,16
