,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,LA LAKERS_ACTION,LA CLIPPERS_SCORE,LA LAKERS_SCORE
0,1,11:46.0,C. Williams misses 2-pt layup from 1 ft (block by B. Ingram),,0,0
1,1,11:43.0,,Defensive rebound by J. Hart,0,0
2,1,11:39.0,,J. Randle misses 2-pt layup from 1 ft,0,0
3,1,11:39.0,Defensive rebound by D. Jordan,,0,0
4,1,11:31.0,A. Rivers makes 2-pt layup from 2 ft,,2,0
5,1,11:16.0,,K. Kuzma misses 3-pt jump shot from 25 ft,2,0
6,1,11:14.0,Defensive rebound by D. Jordan,,2,0
7,1,11:11.0,Shooting foul by K. Kuzma (drawn by B. Griffin),,2,0
8,1,11:11.0,B. Griffin makes free throw 1 of 2,,3,0
9,1,11:11.0,B. Griffin makes free throw 2 of 2,,4,0
10,1,10:56.0,,B. Ingram misses 2-pt jump shot from 14 ft,4,0
11,1,10:53.0,Defensive rebound by D. Jordan,,4,0
12,1,10:37.0,A. Rivers makes 3-pt jump shot from 25 ft,,7,0
13,1,10:22.0,,Turnover by B. Ingram (bad pass; steal by M. Teodosić),7,0
14,1,10:22.0,B. Griffin makes 2-pt dunk from 2 ft (assist by M. Teodosić),,9,0
15,1,10:22.0,,LA Lakers full timeout,9,0
16,1,10:00.0,,J. Hart misses 3-pt jump shot from 26 ft,9,0
17,1,9:55.0,,Offensive rebound by K. Caldwell-Pope,9,0
18,1,9:55.0,,K. Caldwell-Pope makes 2-pt layup at rim,9,2
19,1,9:37.0,A. Rivers makes 2-pt layup from 1 ft,,11,2
20,1,9:20.0,,J. Randle misses 2-pt layup from 2 ft,11,2
21,1,9:17.0,,Offensive rebound by J. Randle,11,2
22,1,9:15.0,,J. Randle misses 2-pt layup from 1 ft (block by D. Jordan),11,2
23,1,9:15.0,,Offensive rebound by J. Randle,11,2
24,1,9:15.0,,Shooting foul by D. Jordan (drawn by J. Randle),11,2
25,1,9:15.0,,J. Randle misses free throw 1 of 2,11,2
26,1,9:15.0,,Offensive rebound by Team,11,2
27,1,9:15.0,,J. Randle makes free throw 2 of 2,11,3
28,1,9:06.0,A. Rivers makes 3-pt jump shot from 27 ft,,14,3
29,1,8:46.0,,J. Randle misses 2-pt hook shot from 4 ft,14,3
30,1,8:43.0,Defensive rebound by M. Teodosić,,14,3
31,1,8:38.0,C. Williams makes 2-pt jump shot from 13 ft (assist by B. Griffin),,16,3
32,1,8:17.0,,B. Ingram misses 3-pt jump shot from 25 ft,16,3
33,1,8:14.0,Defensive rebound by D. Jordan,,16,3
34,1,8:14.0,Shooting block foul by J. Randle (drawn by B. Griffin),,16,3
35,1,8:14.0,B. Griffin misses free throw 1 of 2,,16,3
36,1,8:14.0,Offensive rebound by Team,,16,3
37,1,8:14.0,B. Griffin makes free throw 2 of 2,,17,3
38,1,7:55.0,,K. Kuzma misses 3-pt jump shot from 25 ft,17,3
