,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,MIAMI_ACTION,CHARLOTTE_SCORE,MIAMI_SCORE
0,1,11:41.0,,J. Richardson misses 2-pt jump shot from 10 ft,0,0
1,1,11:38.0,,Offensive rebound by H. Whiteside,0,0
2,1,11:38.0,,H. Whiteside misses 2-pt layup from 1 ft,0,0
3,1,11:38.0,,Offensive rebound by H. Whiteside,0,0
4,1,11:38.0,,Shooting foul by D. Howard (drawn by H. Whiteside),0,0
5,1,11:28.0,,T. Johnson misses 2-pt layup from 1 ft (block by D. Howard),0,0
6,1,11:28.0,,Offensive rebound by Team,0,0
7,1,11:20.0,,J. Richardson makes 2-pt jump shot from 11 ft,0,2
8,1,11:02.0,K. Walker misses 2-pt jump shot from 11 ft,,0,2
9,1,11:00.0,,Defensive rebound by J. Johnson,0,2
10,1,10:51.0,,Turnover by H. Whiteside (bad pass),0,2
11,1,10:38.0,K. Walker makes 3-pt jump shot from 26 ft (assist by N. Batum),,3,2
12,1,10:28.0,,Turnover by G. Dragić (step out of bounds),3,2
13,1,10:10.0,D. Howard makes 2-pt jump shot from 12 ft (assist by K. Walker),,5,2
14,1,9:52.0,,Turnover by H. Whiteside (bad pass; steal by M. Williams),5,2
15,1,9:43.0,Turnover by K. Walker (bad pass; steal by T. Johnson),,5,2
16,1,9:33.0,,J. Richardson makes 3-pt jump shot from 23 ft (assist by J. Johnson),5,5
17,1,9:15.0,N. Batum makes 2-pt jump shot from 10 ft,,7,5
18,1,8:56.0,,G. Dragić misses 3-pt jump shot from 25 ft,7,5
19,1,8:53.0,Defensive rebound by M. Williams,,7,5
20,1,8:43.0,M. Kidd-Gilchrist makes 2-pt layup from 2 ft,,9,5
21,1,8:26.0,,J. Richardson misses 2-pt jump shot from 5 ft,9,5
22,1,8:23.0,,Offensive rebound by H. Whiteside,9,5
23,1,8:15.0,,Shooting foul by M. Williams (drawn by T. Johnson),9,5
24,1,8:15.0,,T. Johnson misses free throw 1 of 2,9,5
25,1,8:15.0,,Offensive rebound by Team,9,5
26,1,8:15.0,,T. Johnson makes free throw 2 of 2,9,6
27,1,7:55.0,D. Howard makes 2-pt dunk from 1 ft (assist by N. Batum),,11,6
28,1,7:35.0,,G. Dragić misses 2-pt layup from 1 ft,11,6
29,1,7:30.0,,Offensive rebound by H. Whiteside,11,6
30,1,7:30.0,,H. Whiteside makes 2-pt layup at rim,11,8
31,1,7:14.0,Shooting foul by G. Dragić (drawn by K. Walker),,11,8
32,1,7:14.0,K. Walker makes free throw 1 of 2,,12,8
33,1,7:14.0,K. Walker misses free throw 2 of 2,,12,8
34,1,7:11.0,,Defensive rebound by H. Whiteside,12,8
35,1,6:58.0,Violation by M. Williams (kicked ball),,12,8
36,1,6:50.0,,H. Whiteside misses 2-pt hook shot from 8 ft,12,8
37,1,6:47.0,Defensive rebound by D. Howard,,12,8
38,1,6:39.0,D. Howard misses 2-pt hook shot from 2 ft,,12,8
39,1,6:39.0,,Defensive rebound by T. Johnson,12,8
40,1,6:31.0,,Turnover by J. Johnson (bad pass; steal by D. Howard),12,8
41,1,6:24.0,K. Walker makes 3-pt jump shot from 25 ft (assist by D. Howard),,15,8
42,1,6:15.0,,Miami full timeout,15,8
43,1,6:03.0,,T. Johnson makes 2-pt layup from 1 ft (assist by G. Dragić),15,10
44,1,5:40.0,N. Batum makes 2-pt jump shot from 14 ft,,17,10
45,1,5:27.0,,J. Johnson misses 3-pt jump shot from 25 ft,17,10
46,1,5:27.0,,Offensive rebound by H. Whiteside,17,10
47,1,5:23.0,,H. Whiteside makes 2-pt hook shot from 7 ft,17,12
48,1,5:10.0,N. Batum misses 3-pt jump shot from 25 ft,,17,12
49,1,5:07.0,Offensive rebound by D. Howard,,17,12
50,1,4:57.0,D. Howard misses 2-pt jump shot from 13 ft,,17,12
51,1,4:54.0,,Defensive rebound by J. Johnson,17,12
52,1,4:48.0,,J. Johnson makes 2-pt dunk from 1 ft (assist by T. Johnson),17,14
53,1,4:27.0,Shooting foul by T. Johnson (drawn by M. Williams),,17,14
54,1,4:27.0,M. Williams makes free throw 1 of 2,,18,14
55,1,4:27.0,,W. Ellington enters the game for J. Richardson,18,14
56,1,4:27.0,M. Williams makes free throw 2 of 2,,19,14
57,1,4:20.0,,Shooting foul by K. Walker (drawn by G. Dragić),19,14
58,1,4:20.0,,G. Dragić misses free throw 1 of 2,19,14
59,1,4:20.0,,Offensive rebound by Team,19,14
60,1,4:20.0,,G. Dragić makes free throw 2 of 2,19,15
61,1,4:11.0,K. Walker misses 2-pt jump shot from 9 ft,,19,15
62,1,4:09.0,Offensive rebound by K. Walker,,19,15
63,1,4:09.0,K. Walker misses 2-pt jump shot from 6 ft,,19,15
64,1,4:07.0,Offensive rebound by D. Howard,,19,15
65,1,4:07.0,D. Howard misses 2-pt layup at rim,,19,15
66,1,4:06.0,Offensive rebound by D. Howard,,19,15
67,1,4:05.0,D. Howard makes 2-pt layup at rim,,21,15
68,1,3:49.0,,Turnover by J. Johnson (bad pass; steal by N. Batum),21,15
69,1,3:36.0,D. Howard misses 2-pt jump shot from 3 ft,,21,15
70,1,3:35.0,,Defensive rebound by J. Johnson,21,15
71,1,3:28.0,,T. Johnson makes 2-pt dunk from 1 ft (assist by G. Dragić),21,17
72,1,3:18.0,Charlotte full timeout,,21,17
73,1,3:18.0,,J. Winslow enters the game for G. Dragić,21,17
74,1,3:18.0,,B. Adebayo enters the game for J. Johnson,21,17
75,1,3:18.0,,K. Olynyk enters the game for H. Whiteside,21,17
76,1,3:18.0,J. Lamb enters the game for M. Williams,,21,17
77,1,3:18.0,F. Kaminsky enters the game for M. Kidd-Gilchrist,,21,17
78,1,3:09.0,N. Batum misses 3-pt jump shot from 26 ft,,21,17
79,1,3:06.0,,Defensive rebound by K. Olynyk,21,17
80,1,2:50.0,,K. Olynyk makes 2-pt hook shot from 7 ft,21,19
81,1,2:31.0,N. Batum misses 2-pt jump shot from 10 ft,,21,19
82,1,2:29.0,,Defensive rebound by K. Olynyk,21,19
83,1,2:19.0,,T. Johnson misses 2-pt jump shot from 18 ft,21,19
84,1,2:16.0,Defensive rebound by D. Howard,,21,19
85,1,2:06.0,K. Walker makes 2-pt jump shot from 13 ft,,23,19
86,1,1:46.0,,W. Ellington misses 2-pt jump shot from 17 ft,23,19
87,1,1:44.0,Defensive rebound by D. Howard,,23,19
88,1,1:37.0,Shooting foul by W. Ellington (drawn by N. Batum),,23,19
89,1,1:37.0,N. Batum misses free throw 1 of 2,,23,19
90,1,1:37.0,Offensive rebound by Team,,23,19
91,1,1:37.0,,J. Richardson enters the game for T. Johnson,23,19
92,1,1:37.0,M. Monk enters the game for D. Howard,,23,19
93,1,1:37.0,J. O'Bryant enters the game for K. Walker,,23,19
94,1,1:37.0,N. Batum makes free throw 2 of 2,,24,19
95,1,1:30.0,,Personal foul by J. O'Bryant (drawn by B. Adebayo),24,19
96,1,1:30.0,T. Graham enters the game for N. Batum,,24,19
97,1,1:24.0,,J. Richardson makes 2-pt layup from 1 ft (assist by K. Olynyk),24,21
98,1,1:09.0,J. Lamb makes 2-pt jump shot from 12 ft,,26,21
99,1,1:01.0,,Offensive foul by B. Adebayo (drawn by T. Graham),26,21
100,1,1:01.0,,Turnover by B. Adebayo (offensive foul),26,21
101,1,0:43.0,T. Graham misses 2-pt jump shot from 9 ft,,26,21
102,1,0:40.0,,Defensive rebound by W. Ellington,26,21
103,1,0:37.0,,Shooting foul by J. Lamb (drawn by K. Olynyk),26,21
104,1,0:37.0,,K. Olynyk misses free throw 1 of 2,26,21
105,1,0:37.0,,Offensive rebound by Team,26,21
106,1,0:37.0,,K. Olynyk makes free throw 2 of 2,26,22
107,1,0:28.0,M. Monk misses 3-pt jump shot from 25 ft,,26,22
108,1,0:26.0,,Defensive rebound by J. Winslow,26,22
109,1,0:05.0,,W. Ellington misses 3-pt jump shot from 25 ft,26,22
110,1,0:03.0,Defensive rebound by T. Graham,,26,22
111,1,0:00.0,T. Graham misses 2-pt jump shot from 7 ft,,26,22
112,1,0:00.0,Offensive rebound by Team,,26,22
113,2,11:41.0,J. O'Bryant makes 2-pt layup from 1 ft,,28,22
114,2,11:24.0,,Def 3 sec tech foul by F. Kaminsky,28,22
115,2,11:24.0,,W. Ellington makes technical free throw,28,23
116,2,11:13.0,,K. Olynyk makes 2-pt hook shot from 5 ft (assist by J. Richardson),28,25
117,2,11:01.0,Shooting block foul by K. Olynyk (drawn by F. Kaminsky),,28,25
118,2,11:01.0,F. Kaminsky makes free throw 1 of 2,,29,25
119,2,11:01.0,F. Kaminsky makes free throw 2 of 2,,30,25
120,2,10:47.0,,B. Adebayo makes 2-pt layup from 3 ft (assist by J. Winslow),30,27
121,2,10:38.0,M. Monk misses 2-pt layup from 2 ft,,30,27
122,2,10:35.0,,Defensive rebound by K. Olynyk,30,27
123,2,10:27.0,,B. Adebayo makes 2-pt dunk from 1 ft (assist by K. Olynyk),30,29
124,2,10:08.0,J. Lamb misses 2-pt jump shot from 8 ft,,30,29
125,2,10:04.0,,Defensive rebound by J. Winslow,30,29
126,2,10:00.0,,W. Ellington makes 3-pt jump shot from 25 ft (assist by J. Winslow),30,32
127,2,9:40.0,Personal foul by J. Winslow (drawn by J. Lamb),,30,32
128,2,9:34.0,Shooting foul by K. Olynyk (drawn by F. Kaminsky),,30,32
129,2,9:34.0,F. Kaminsky makes free throw 1 of 2,,31,32
130,2,9:34.0,F. Kaminsky makes free throw 2 of 2,,32,32
131,2,9:15.0,,K. Olynyk makes 2-pt layup from 1 ft,32,34
132,2,8:54.0,Turnover by J. Lamb (out of bounds lost ball),,32,34
133,2,8:34.0,,W. Ellington makes 3-pt jump shot from 23 ft (assist by K. Olynyk),32,37
134,2,8:13.0,M. Monk misses 2-pt jump shot from 9 ft,,32,37
135,2,8:09.0,,Defensive rebound by J. Winslow,32,37
136,2,8:08.0,,W. Ellington misses 3-pt jump shot from 27 ft,32,37
137,2,8:08.0,Defensive rebound by J. O'Bryant,,32,37
138,2,7:55.0,F. Kaminsky misses 3-pt jump shot from 25 ft,,32,37
139,2,7:50.0,,Defensive rebound by B. Adebayo,32,37
140,2,7:41.0,,Turnover by J. Winslow (bad pass; steal by F. Kaminsky),32,37
141,2,7:36.0,F. Kaminsky makes 2-pt layup from 1 ft (assist by J. Lamb),,34,37
142,2,7:15.0,,J. Winslow misses 2-pt jump shot from 19 ft,34,37
143,2,7:13.0,Defensive rebound by F. Kaminsky,,34,37
144,2,7:05.0,M. Monk misses 2-pt layup from 1 ft,,34,37
145,2,7:02.0,,Defensive rebound by B. Adebayo,34,37
146,2,6:56.0,,J. Winslow makes 2-pt dunk from 1 ft (assist by J. Richardson),34,39
147,2,6:37.0,Turnover by F. Kaminsky (bad pass),,34,39
148,2,6:37.0,,Miami full timeout,34,39
149,2,6:37.0,,G. Dragić enters the game for J. Richardson,34,39
150,2,6:37.0,D. Howard enters the game for M. Monk,,34,39
151,2,6:37.0,K. Walker enters the game for J. O'Bryant,,34,39
152,2,6:17.0,,K. Olynyk makes 2-pt layup from 1 ft (assist by G. Dragić),34,41
153,2,5:52.0,F. Kaminsky misses 2-pt jump shot from 4 ft,,34,41
154,2,5:50.0,,Defensive rebound by B. Adebayo,34,41
155,2,5:44.0,,Personal foul by T. Graham (drawn by B. Adebayo),34,41
156,2,5:44.0,N. Batum enters the game for T. Graham,,34,41
157,2,5:43.0,,K. Olynyk misses 2-pt layup from 2 ft,34,41
158,2,5:41.0,,Offensive rebound by B. Adebayo,34,41
159,2,5:40.0,,B. Adebayo makes 2-pt layup at rim,34,43
160,2,5:22.0,K. Walker makes 2-pt layup from 1 ft,,36,43
161,2,5:10.0,,K. Olynyk misses 3-pt jump shot from 25 ft,36,43
162,2,5:06.0,Defensive rebound by J. Lamb,,36,43
