,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,TORONTO_ACTION,PHILADELPHIA_SCORE,TORONTO_SCORE
0,1,11:43.0,J. Embiid makes 2-pt hook shot from 1 ft (assist by B. Simmons),,2,0
1,1,11:25.0,,D. DeRozan makes 2-pt jump shot from 17 ft,2,2
2,1,11:13.0,J. Embiid misses 3-pt jump shot from 27 ft,,2,2
3,1,11:12.0,,Defensive rebound by D. DeRozan,2,2
4,1,11:00.0,,J. Valančiūnas misses 2-pt jump shot from 4 ft,2,2
5,1,10:57.0,,Offensive rebound by O. Anunoby,2,2
6,1,10:56.0,,K. Lowry misses 3-pt jump shot from 26 ft,2,2
7,1,10:56.0,,Offensive rebound by J. Valančiūnas,2,2
8,1,10:40.0,,S. Ibaka misses 2-pt hook shot from 4 ft,2,2
9,1,10:37.0,,Offensive rebound by Team,2,2
10,1,10:30.0,,J. Valančiūnas misses 2-pt jump shot from 4 ft (block by J. Embiid),2,2
11,1,10:26.0,Defensive rebound by J. Embiid,,2,2
12,1,10:19.0,J. Embiid misses 2-pt jump shot from 13 ft,,2,2
13,1,10:16.0,,Defensive rebound by O. Anunoby,2,2
14,1,10:06.0,,Turnover by D. DeRozan (bad pass; steal by R. Covington),2,2
15,1,9:48.0,J. Embiid makes 3-pt jump shot from 26 ft (assist by B. Simmons),,5,2
16,1,9:20.0,,D. DeRozan misses 2-pt jump shot from 14 ft,5,2
17,1,9:18.0,Defensive rebound by B. Simmons,,5,2
18,1,9:10.0,Turnover by D. Šarić (lost ball; steal by K. Lowry),,5,2
19,1,9:06.0,,Personal foul by B. Simmons (drawn by K. Lowry),5,2
20,1,8:56.0,,S. Ibaka makes 2-pt jump shot from 13 ft (assist by J. Valančiūnas),5,4
21,1,8:42.0,J. Embiid makes 2-pt hook shot from 6 ft (assist by B. Simmons),,7,4
22,1,8:30.0,,J. Valančiūnas misses 2-pt jump shot from 9 ft,7,4
23,1,8:28.0,Defensive rebound by J. Embiid,,7,4
24,1,8:23.0,J. Embiid misses 3-pt jump shot from 25 ft,,7,4
25,1,8:19.0,,Defensive rebound by O. Anunoby,7,4
26,1,8:10.0,,S. Ibaka makes 3-pt jump shot from 25 ft (assist by O. Anunoby),7,7
27,1,7:50.0,Shooting foul by J. Valančiūnas (drawn by J. Embiid),,7,7
28,1,7:50.0,J. Embiid misses free throw 1 of 2,,7,7
29,1,7:50.0,Offensive rebound by Team,,7,7
30,1,7:50.0,J. Embiid makes free throw 2 of 2,,8,7
31,1,7:39.0,,K. Lowry misses 3-pt jump shot from 26 ft,8,7
32,1,7:34.0,Defensive rebound by J. Embiid,,8,7
33,1,7:23.0,B. Simmons misses 2-pt jump shot from 10 ft,,8,7
34,1,7:20.0,,Defensive rebound by S. Ibaka,8,7
35,1,7:14.0,,D. DeRozan makes 3-pt jump shot from 22 ft (assist by O. Anunoby),8,10
36,1,7:03.0,B. Simmons makes 2-pt dunk from 1 ft (assist by J. Embiid),,10,10
37,1,6:53.0,,Shooting foul by B. Simmons (drawn by S. Ibaka),10,10
38,1,6:53.0,,Toronto full timeout,10,10
39,1,6:53.0,A. Johnson enters the game for R. Covington,,10,10
40,1,6:53.0,T. Luwawu-Cabarrot enters the game for J. Embiid,,10,10
41,1,6:53.0,,S. Ibaka makes free throw 2 of 2,10,11
42,1,6:53.0,,S. Ibaka makes free throw 1 of 2,10,12
43,1,6:39.0,A. Johnson makes 2-pt hook shot from 2 ft (assist by T. Luwawu-Cabarrot),,12,12
44,1,6:15.0,,D. DeRozan misses 3-pt jump shot from 23 ft,12,12
45,1,6:15.0,Defensive rebound by Team,,12,12
46,1,6:15.0,T. McConnell enters the game for B. Simmons,,12,12
47,1,6:00.0,A. Johnson makes 2-pt hook shot from 3 ft (assist by T. Luwawu-Cabarrot),,14,12
48,1,5:53.0,,Personal foul by A. Johnson (drawn by D. DeRozan),14,12
49,1,5:44.0,,Def 3 sec tech foul by A. Johnson,14,12
50,1,5:44.0,,D. DeRozan makes technical free throw,14,13
51,1,5:38.0,,S. Ibaka makes 2-pt hook shot from 7 ft,14,15
52,1,5:18.0,J. Bayless makes 3-pt jump shot from 27 ft (assist by T. Luwawu-Cabarrot),,17,15
53,1,5:07.0,,K. Lowry makes 2-pt layup from 1 ft,17,17
54,1,4:56.0,T. Luwawu-Cabarrot makes 2-pt layup from 1 ft (assist by D. Šarić),,19,17
55,1,4:45.0,,S. Ibaka makes 2-pt jump shot from 9 ft (assist by K. Lowry),19,19
56,1,4:31.0,J. Bayless misses 3-pt jump shot from 25 ft,,19,19
57,1,4:29.0,,Defensive rebound by O. Anunoby,19,19
58,1,4:25.0,,Shooting foul by J. Bayless (drawn by S. Ibaka),19,19
59,1,4:25.0,,S. Ibaka makes free throw 1 of 2,19,20
60,1,4:25.0,T. Booker enters the game for J. Bayless,,19,20
61,1,4:25.0,R. Covington enters the game for D. Šarić,,19,20
62,1,4:25.0,,J. Poeltl enters the game for O. Anunoby,19,20
63,1,4:25.0,,D. Wright enters the game for J. Valančiūnas,19,20
64,1,4:25.0,,S. Ibaka makes free throw 2 of 2,19,21
65,1,4:17.0,T. McConnell makes 2-pt jump shot from 14 ft,,21,21
66,1,3:52.0,J. Embiid enters the game for A. Johnson,,21,21
67,1,3:46.0,,D. DeRozan misses 2-pt jump shot from 19 ft,21,21
68,1,3:43.0,Defensive rebound by T. McConnell,,21,21
69,1,3:37.0,T. McConnell makes 2-pt jump shot from 9 ft,,23,21
70,1,3:22.0,,S. Ibaka misses 3-pt jump shot from 26 ft,23,21
71,1,3:20.0,Defensive rebound by T. Luwawu-Cabarrot,,23,21
72,1,3:12.0,Offensive foul by J. Embiid (drawn by K. Lowry),,23,21
73,1,3:12.0,Turnover by J. Embiid (offensive foul),,23,21
74,1,3:00.0,,D. DeRozan makes 2-pt layup at rim,23,23
75,1,2:59.0,Philadelphia full timeout,,23,23
76,1,2:34.0,Turnover by T. McConnell (bad pass; steal by D. Wright),,23,23
77,1,2:25.0,,Turnover by D. DeRozan (lost ball; steal by R. Covington),23,23
78,1,2:11.0,Turnover by J. Embiid (out of bounds lost ball),,23,23
79,1,1:56.0,,J. Poeltl makes 2-pt layup from 3 ft (assist by K. Lowry),23,25
80,1,1:43.0,R. Covington misses 3-pt jump shot from 24 ft,,23,25
81,1,1:39.0,,Defensive rebound by S. Ibaka,23,25
82,1,1:33.0,,Shooting foul by T. McConnell (drawn by K. Lowry),23,25
83,1,1:33.0,,K. Lowry makes free throw 1 of 2,23,26
84,1,1:33.0,,F. VanVleet enters the game for S. Ibaka,23,26
85,1,1:33.0,,P. Siakam enters the game for D. DeRozan,23,26
86,1,1:33.0,,K. Lowry makes free throw 2 of 2,23,27
87,1,1:19.0,Personal foul by J. Poeltl (drawn by T. Luwawu-Cabarrot),,23,27
88,1,1:07.0,T. McConnell misses 3-pt jump shot from 24 ft,,23,27
89,1,1:01.0,,Defensive rebound by K. Lowry,23,27
90,1,1:00.0,,Turnover by K. Lowry (bad pass),23,27
91,1,1:00.0,,N. Powell enters the game for K. Lowry,23,27
92,1,0:50.0,Def 3 sec tech foul by P. Siakam,,23,27
93,1,0:50.0,R. Covington makes technical free throw,,24,27
94,1,0:39.0,J. Embiid misses 2-pt hook shot from 5 ft,,24,27
95,1,0:37.0,,Defensive rebound by D. Wright,24,27
96,1,0:23.0,,F. VanVleet misses 3-pt jump shot from 25 ft,24,27
97,1,0:19.0,Defensive rebound by R. Covington,,24,27
98,1,0:01.0,T. Luwawu-Cabarrot makes 3-pt jump shot from 23 ft (assist by T. McConnell),,27,27
99,2,11:46.0,,Personal foul by J. Bayless (drawn by D. Wright),27,27
100,2,11:37.0,,D. Wright misses 2-pt jump shot from 1 ft,27,27
101,2,11:33.0,Defensive rebound by J. Embiid,,27,27
102,2,11:23.0,Turnover by J. Embiid (bad pass; steal by N. Powell),,27,27
103,2,11:09.0,,D. Wright makes 3-pt jump shot from 25 ft (assist by P. Siakam),27,30
104,2,10:50.0,D. Šarić misses 2-pt layup from 2 ft,,27,30
105,2,10:48.0,,Defensive rebound by F. VanVleet,27,30
106,2,10:45.0,,P. Siakam misses 2-pt layup from 1 ft,27,30
107,2,10:42.0,Defensive rebound by J. Embiid,,27,30
108,2,10:38.0,T. McConnell misses 2-pt jump shot from 12 ft,,27,30
109,2,10:38.0,,Defensive rebound by P. Siakam,27,30
110,2,10:32.0,,D. Wright misses 2-pt jump shot from 1 ft (block by J. Embiid),27,30
111,2,10:32.0,,Offensive rebound by Team,27,30
112,2,10:32.0,A. Johnson enters the game for J. Embiid,,27,30
113,2,10:14.0,,F. VanVleet misses 2-pt layup from 7 ft (block by T. McConnell),27,30
114,2,10:12.0,Defensive rebound by T. McConnell,,27,30
115,2,10:09.0,D. Šarić misses 3-pt jump shot from 26 ft,,27,30
116,2,10:05.0,,Defensive rebound by P. Siakam,27,30
117,2,10:00.0,,N. Powell misses 2-pt layup from 2 ft,27,30
118,2,10:00.0,Defensive rebound by Team,,27,30
119,2,9:50.0,,Violation by P. Siakam (kicked ball),27,30
120,2,9:41.0,B. Simmons enters the game for T. McConnell,,27,30
121,2,9:39.0,Turnover by J. Bayless (lost ball; steal by F. VanVleet),,27,30
122,2,9:36.0,,Turnover by P. Siakam (bad pass),27,30
123,2,9:28.0,Personal foul by N. Powell (drawn by B. Simmons),,27,30
124,2,9:16.0,D. Šarić makes 3-pt jump shot from 25 ft (assist by B. Simmons),,30,30
125,2,8:47.0,,N. Powell makes 3-pt jump shot from 26 ft (assist by D. Wright),30,33
126,2,8:23.0,B. Simmons misses 2-pt jump shot from 5 ft,,30,33
127,2,8:22.0,,Defensive rebound by N. Powell,30,33
128,2,8:14.0,,N. Powell misses 3-pt jump shot from 23 ft,30,33
129,2,8:14.0,Defensive rebound by T. Luwawu-Cabarrot,,30,33
130,2,8:08.0,,Violation by J. Poeltl (kicked ball),30,33
131,2,7:57.0,Turnover by J. Bayless (bad pass; steal by D. Wright),,30,33
132,2,7:55.0,,D. Wright makes 2-pt layup from 1 ft,30,35
133,2,7:55.0,,Shooting foul by T. Luwawu-Cabarrot (drawn by D. Wright),30,35
134,2,7:55.0,,D. Wright makes free throw 1 of 1,30,36
135,2,7:37.0,Personal foul by P. Siakam (drawn by D. Šarić),,30,36
136,2,7:37.0,,O. Anunoby enters the game for P. Siakam,30,36
137,2,7:37.0,T. Booker enters the game for T. Luwawu-Cabarrot,,30,36
138,2,7:37.0,R. Covington enters the game for D. Šarić,,30,36
139,2,7:35.0,Turnover by R. Covington (bad pass; steal by J. Poeltl),,30,36
140,2,7:28.0,,N. Powell misses 2-pt jump shot from 10 ft,30,36
141,2,7:26.0,Defensive rebound by T. Booker,,30,36
142,2,7:09.0,T. Booker makes 2-pt hook shot from 7 ft,,32,36
143,2,7:08.0,,Toronto full timeout,32,36
144,2,7:08.0,,K. Lowry enters the game for F. VanVleet,32,36
145,2,7:08.0,J. Embiid enters the game for A. Johnson,,32,36
146,2,7:00.0,,Turnover by D. Wright (bad pass; steal by T. Booker),32,36
147,2,6:57.0,Turnover by R. Covington (bad pass),,32,36
148,2,6:57.0,,S. Ibaka enters the game for N. Powell,32,36
149,2,6:57.0,,D. DeRozan enters the game for J. Poeltl,32,36
150,2,6:57.0,,J. Valančiūnas enters the game for D. Wright,32,36
151,2,6:40.0,,J. Valančiūnas makes 2-pt layup from 1 ft (assist by K. Lowry),32,38
152,2,6:24.0,Shooting foul by J. Valančiūnas (drawn by J. Embiid),,32,38
153,2,6:24.0,J. Embiid makes free throw 1 of 2,,33,38
154,2,6:24.0,J. Embiid makes free throw 2 of 2,,34,38
155,2,5:54.0,,Turnover by J. Valančiūnas (lost ball; steal by R. Covington),34,38
156,2,5:52.0,Personal foul by K. Lowry (drawn by R. Covington),,34,38
157,2,5:34.0,R. Covington makes 3-pt jump shot from 26 ft (assist by J. Embiid),,37,38
158,2,5:26.0,,Shooting foul by J. Bayless (drawn by K. Lowry),37,38
159,2,5:26.0,,K. Lowry makes free throw 1 of 3,37,39
160,2,5:26.0,,K. Lowry makes free throw 2 of 3,37,40
161,2,5:26.0,T. Luwawu-Cabarrot enters the game for J. Bayless,,37,40
162,2,5:26.0,,K. Lowry makes free throw 3 of 3,37,41
163,2,5:17.0,Offensive foul by T. Luwawu-Cabarrot (drawn by K. Lowry),,37,41
164,2,5:17.0,Turnover by T. Luwawu-Cabarrot (offensive foul),,37,41
165,2,5:17.0,D. Šarić enters the game for J. Embiid,,37,41
166,2,5:00.0,,O. Anunoby misses 3-pt jump shot from 23 ft,37,41
167,2,4:56.0,Defensive rebound by B. Simmons,,37,41
168,2,4:51.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 22 ft,,37,41
169,2,4:47.0,,Defensive rebound by S. Ibaka,37,41
170,2,4:39.0,,O. Anunoby misses 3-pt jump shot from 23 ft,37,41
171,2,4:39.0,Defensive rebound by Team,,37,41
172,2,4:39.0,,Loose ball foul by S. Ibaka (drawn by D. Šarić),37,41
173,2,4:39.0,D. Šarić misses free throw 1 of 2,,37,41
174,2,4:39.0,Offensive rebound by Team,,37,41
175,2,4:39.0,D. Šarić makes free throw 2 of 2,,38,41
176,2,4:21.0,,J. Valančiūnas makes 2-pt jump shot from 7 ft (assist by K. Lowry),38,43
177,2,4:21.0,Philadelphia full timeout,,38,43
178,2,4:21.0,Technical foul by Team,,38,43
179,2,4:21.0,,D. DeRozan makes technical free throw,38,44
180,2,4:05.0,Turnover by B. Simmons (lost ball; steal by K. Lowry),,38,44
181,2,4:04.0,,Personal foul by T. Luwawu-Cabarrot (drawn by K. Lowry),38,44
182,2,4:04.0,T. McConnell enters the game for T. Luwawu-Cabarrot,,38,44
183,2,3:57.0,,D. DeRozan misses 2-pt layup from 1 ft,38,44
184,2,3:55.0,Defensive rebound by D. Šarić,,38,44
185,2,3:52.0,B. Simmons misses 2-pt layup from 1 ft,,38,44
186,2,3:47.0,Offensive rebound by B. Simmons,,38,44
187,2,3:47.0,B. Simmons misses 2-pt layup at rim,,38,44
188,2,3:45.0,,Defensive rebound by S. Ibaka,38,44
189,2,3:44.0,,Turnover by O. Anunoby (traveling),38,44
190,2,3:28.0,D. Šarić makes 2-pt hook shot from 7 ft,,40,44
191,2,3:12.0,,Turnover by K. Lowry (bad pass; steal by T. McConnell),40,44
192,2,3:07.0,Turnover by T. McConnell (bad pass; steal by D. DeRozan),,40,44
193,2,3:05.0,,Personal foul by T. McConnell (drawn by J. Valančiūnas),40,44
194,2,3:05.0,,J. Valančiūnas makes free throw 1 of 2,40,45
195,2,3:05.0,,J. Valančiūnas makes free throw 2 of 2,40,46
196,2,2:48.0,T. Booker misses 2-pt jump shot from 10 ft,,40,46
197,2,2:46.0,,Defensive rebound by J. Valančiūnas,40,46
198,2,2:43.0,,Toronto full timeout,40,46
199,2,2:38.0,,K. Lowry misses 3-pt jump shot from 26 ft,40,46
200,2,2:36.0,Defensive rebound by T. Booker,,40,46
201,2,2:23.0,Turnover by T. Booker (traveling),,40,46
