,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,TORONTO_ACTION,BROOKLYN_SCORE,TORONTO_SCORE
0,1,11:51.0,Turnover by D. Russell (bad pass; steal by O. Anunoby),,0,0
1,1,11:48.0,,O. Anunoby makes 2-pt dunk from 1 ft (assist by K. Lowry),0,2
2,1,11:34.0,A. Crabbe makes 3-pt jump shot from 26 ft (assist by D. Russell),,3,2
3,1,11:23.0,,S. Ibaka makes 2-pt jump shot from 17 ft (assist by K. Lowry),3,4
4,1,11:09.0,D. Russell misses 2-pt jump shot from 12 ft,,3,4
5,1,11:05.0,,Defensive rebound by J. Valančiūnas,3,4
6,1,10:57.0,,J. Valančiūnas misses 2-pt layup from 3 ft,3,4
7,1,10:55.0,Defensive rebound by D. Russell,,3,4
8,1,10:52.0,R. Hollis-Jefferson makes 2-pt layup at rim (assist by D. Russell),,5,4
9,1,10:33.0,,S. Ibaka makes 2-pt jump shot from 2 ft (assist by K. Lowry),5,6
10,1,10:22.0,A. Crabbe misses 3-pt jump shot from 26 ft,,5,6
11,1,10:18.0,,Defensive rebound by J. Valančiūnas,5,6
12,1,10:11.0,,J. Valančiūnas makes 2-pt jump shot from 3 ft (assist by K. Lowry),5,8
13,1,9:56.0,R. Hollis-Jefferson makes 2-pt jump shot from 12 ft,,7,8
14,1,9:36.0,,Shooting foul by J. Allen (drawn by J. Valančiūnas),7,8
15,1,9:36.0,,J. Valančiūnas makes free throw 1 of 2,7,9
16,1,9:36.0,,J. Valančiūnas makes free throw 2 of 2,7,10
17,1,9:24.0,J. Allen misses 2-pt jump shot from 2 ft,,7,10
18,1,9:21.0,,Defensive rebound by S. Ibaka,7,10
19,1,9:17.0,,K. Lowry misses 3-pt jump shot from 24 ft,7,10
20,1,9:17.0,Defensive rebound by Team,,7,10
21,1,9:04.0,R. Hollis-Jefferson misses 2-pt jump shot from 14 ft,,7,10
22,1,9:00.0,,Defensive rebound by K. Lowry,7,10
23,1,8:51.0,Offensive charge foul by S. Ibaka (drawn by D. Russell),,7,10
24,1,8:51.0,,Turnover by S. Ibaka (offensive foul),7,10
25,1,8:29.0,D. Russell makes 2-pt layup from 2 ft,,9,10
26,1,8:11.0,,J. Valančiūnas misses 3-pt jump shot from 25 ft,9,10
27,1,8:09.0,Defensive rebound by A. Crabbe,,9,10
28,1,8:00.0,R. Hollis-Jefferson makes 2-pt layup from 2 ft,,11,10
29,1,7:43.0,,D. DeRozan misses 3-pt jump shot from 25 ft,11,10
30,1,7:40.0,Defensive rebound by R. Hollis-Jefferson,,11,10
31,1,7:30.0,D. Russell misses 3-pt jump shot from 27 ft,,11,10
32,1,7:26.0,,Defensive rebound by J. Valančiūnas,11,10
33,1,7:16.0,,J. Valančiūnas misses 3-pt jump shot from 25 ft,11,10
34,1,7:13.0,Defensive rebound by A. Crabbe,,11,10
35,1,6:57.0,A. Crabbe makes 2-pt jump shot from 6 ft (assist by J. Allen),,13,10
36,1,6:41.0,,J. Valančiūnas makes 2-pt hook shot from 5 ft (assist by O. Anunoby),13,12
37,1,6:30.0,D. Carroll makes 3-pt jump shot from 26 ft (assist by D. Russell),,16,12
38,1,6:14.0,,D. DeRozan misses 2-pt jump shot from 2 ft (block by A. Crabbe),16,12
39,1,6:14.0,,Offensive rebound by Team,16,12
40,1,6:14.0,,Toronto full timeout,16,12
41,1,6:14.0,D. Cunningham enters the game for D. Carroll,,16,12
42,1,6:14.0,S. Dinwiddie enters the game for J. Allen,,16,12
43,1,6:10.0,,Turnover by D. DeRozan (bad pass; steal by D. Russell),16,12
44,1,6:06.0,D. Cunningham makes 2-pt layup from 1 ft (assist by D. Russell),,18,12
45,1,5:53.0,,Personal foul by D. Russell (drawn by K. Lowry),18,12
46,1,5:50.0,,J. Valančiūnas makes 3-pt jump shot from 25 ft (assist by D. DeRozan),18,15
47,1,5:28.0,Turnover by D. Russell (bad pass; steal by O. Anunoby),,18,15
48,1,5:21.0,,J. Valančiūnas misses 2-pt layup at rim,18,15
49,1,5:20.0,,Offensive rebound by J. Valančiūnas,18,15
50,1,5:20.0,,J. Valančiūnas makes 2-pt layup at rim,18,17
51,1,5:20.0,Brooklyn full timeout,,18,17
52,1,5:13.0,Turnover by S. Dinwiddie (bad pass; steal by S. Ibaka),,18,17
53,1,5:00.0,,S. Ibaka makes 2-pt layup at rim (assist by D. DeRozan),18,19
54,1,4:42.0,D. Cunningham misses 3-pt jump shot from 22 ft,,18,19
55,1,4:38.0,,Defensive rebound by K. Lowry,18,19
56,1,4:31.0,,J. Valančiūnas misses 2-pt layup from 2 ft,18,19
57,1,4:29.0,Defensive rebound by D. Russell,,18,19
58,1,4:20.0,D. Cunningham makes 3-pt jump shot from 26 ft (assist by D. Russell),,21,19
59,1,3:52.0,,D. DeRozan makes 2-pt jump shot from 10 ft,21,21
60,1,3:38.0,D. Cunningham misses 2-pt jump shot from 18 ft,,21,21
61,1,3:36.0,,Defensive rebound by S. Ibaka,21,21
62,1,3:29.0,,S. Ibaka makes 2-pt hook shot from 5 ft (assist by K. Lowry),21,23
63,1,3:13.0,Personal foul by O. Anunoby (drawn by D. Russell),,21,23
64,1,3:13.0,,P. Siakam enters the game for O. Anunoby,21,23
65,1,3:13.0,C. LeVert enters the game for D. Russell,,21,23
66,1,3:13.0,J. Harris enters the game for R. Hollis-Jefferson,,21,23
67,1,3:13.0,D. Carroll enters the game for A. Crabbe,,21,23
68,1,3:01.0,D. Carroll misses 2-pt jump shot from 12 ft,,21,23
69,1,2:58.0,,Defensive rebound by J. Valančiūnas,21,23
70,1,2:53.0,,D. DeRozan makes 2-pt layup from 1 ft (assist by K. Lowry),21,25
71,1,2:38.0,Personal foul by J. Valančiūnas (drawn by S. Dinwiddie),,21,25
72,1,2:38.0,,J. Poeltl enters the game for J. Valančiūnas,21,25
73,1,2:25.0,C. LeVert misses 2-pt hook shot from 9 ft,,21,25
74,1,2:23.0,,Defensive rebound by S. Ibaka,21,25
75,1,2:13.0,,K. Lowry makes 3-pt jump shot from 26 ft (assist by J. Poeltl),21,28
76,1,1:49.0,D. Cunningham makes 2-pt jump shot from 21 ft (assist by S. Dinwiddie),,23,28
77,1,1:40.0,,F. VanVleet enters the game for K. Lowry,23,28
78,1,1:32.0,,Turnover by D. DeRozan (lost ball; steal by C. LeVert),23,28
79,1,1:29.0,C. LeVert makes 2-pt dunk at rim,,25,28
80,1,1:19.0,,P. Siakam makes 3-pt jump shot from 23 ft (assist by F. VanVleet),25,31
81,1,1:05.0,C. LeVert makes 3-pt jump shot from 27 ft,,28,31
82,1,0:41.0,,D. DeRozan misses 3-pt jump shot from 25 ft,28,31
83,1,0:38.0,Defensive rebound by S. Dinwiddie,,28,31
84,1,0:37.0,Shooting foul by S. Ibaka (drawn by S. Dinwiddie),,28,31
85,1,0:37.0,S. Dinwiddie makes free throw 1 of 2,,29,31
86,1,0:37.0,,D. Wright enters the game for S. Ibaka,29,31
87,1,0:37.0,S. Dinwiddie misses free throw 2 of 2,,29,31
88,1,0:35.0,,Defensive rebound by P. Siakam,29,31
89,1,0:29.0,,F. VanVleet misses 3-pt jump shot from 28 ft,29,31
90,1,0:26.0,Defensive rebound by D. Carroll,,29,31
91,1,0:04.0,D. Cunningham makes 3-pt jump shot from 23 ft (assist by S. Dinwiddie),,32,31
92,1,0:00.0,,D. Wright misses 3-pt jump shot from 25 ft (block by D. Carroll),32,31
93,1,0:00.0,,Offensive rebound by Team,32,31
94,2,11:50.0,,D. Wright misses 3-pt jump shot from 26 ft,32,31
95,2,11:46.0,Defensive rebound by C. LeVert,,32,31
96,2,11:42.0,Shooting foul by P. Siakam (drawn by D. Carroll),,32,31
97,2,11:42.0,D. Carroll makes free throw 1 of 2,,33,31
98,2,11:42.0,D. Carroll makes free throw 2 of 2,,34,31
99,2,11:17.0,,F. VanVleet misses 2-pt layup from 2 ft (block by D. Cunningham),34,31
100,2,11:14.0,Defensive rebound by C. LeVert,,34,31
101,2,11:09.0,J. Harris misses 2-pt layup from 2 ft,,34,31
102,2,11:08.0,Offensive rebound by J. Harris,,34,31
103,2,10:53.0,S. Dinwiddie misses 2-pt layup from 1 ft,,34,31
104,2,10:50.0,,Defensive rebound by P. Siakam,34,31
105,2,10:46.0,,N. Powell misses 3-pt jump shot from 25 ft,34,31
106,2,10:44.0,,Offensive rebound by J. Poeltl,34,31
107,2,10:33.0,,P. Siakam makes 2-pt jump shot from 4 ft,34,33
108,2,10:19.0,J. Harris makes 3-pt jump shot from 26 ft,,37,33
109,2,10:02.0,,N. Powell misses 2-pt jump shot from 7 ft,37,33
110,2,10:00.0,Defensive rebound by J. Harris,,37,33
111,2,9:53.0,J. Harris misses 3-pt jump shot from 27 ft,,37,33
112,2,9:49.0,,Defensive rebound by J. Poeltl,37,33
113,2,9:44.0,,Turnover by D. Wright (bad pass; steal by C. LeVert),37,33
114,2,9:21.0,C. LeVert misses 2-pt hook shot from 3 ft,,37,33
115,2,9:19.0,,Defensive rebound by J. Poeltl,37,33
116,2,9:14.0,,F. VanVleet misses 2-pt layup from 2 ft,37,33
117,2,9:13.0,,Offensive rebound by Team,37,33
