,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,WASHINGTON_ACTION,CHARLOTTE_SCORE,WASHINGTON_SCORE
80,1,1:51.0,T. Graham enters the game for N. Batum,,31,21
81,1,1:51.0,,I. Mahinmi makes free throw 2 of 2,31,22
82,1,1:38.0,Turnover by T. Graham (step out of bounds),,31,22
83,1,1:38.0,,J. Meeks enters the game for B. Beal,31,22
84,1,1:38.0,,T. Frazier enters the game for T. Satoranský,31,22
85,1,1:24.0,,K. Oubre makes 2-pt jump shot from 2 ft,31,24
86,1,1:07.0,M. Carter-Williams misses 2-pt jump shot from 19 ft,,31,24
87,1,1:05.0,,Defensive rebound by T. Frazier,31,24
88,1,0:49.0,,Turnover by J. Meeks (bad pass; steal by J. Lamb),31,24
89,1,0:49.0,Personal take foul by K. Oubre (drawn by J. Lamb),,31,24
90,1,0:30.0,M. Carter-Williams makes 2-pt layup from 2 ft (assist by F. Kaminsky),,33,24
91,1,0:13.0,,K. Oubre makes 2-pt jump shot from 6 ft,33,26
92,1,0:00.0,J. Lamb makes 3-pt jump shot from 31 ft,,36,26
93,2,11:49.0,Personal foul by T. Frazier (drawn by M. Carter-Williams),,36,26
94,2,11:42.0,F. Kaminsky makes 3-pt jump shot from 26 ft (assist by J. Lamb),,39,26
95,2,11:28.0,,K. Oubre misses 3-pt jump shot from 26 ft,39,26
96,2,11:24.0,Defensive rebound by J. Lamb,,39,26
97,2,11:18.0,J. Lamb misses 2-pt layup from 2 ft,,39,26
98,2,11:16.0,,Defensive rebound by K. Oubre,39,26
99,2,11:05.0,Technical foul by M. Carter-Williams,,39,26
100,2,11:05.0,,J. Meeks makes flagrant free throw 1 of 2,39,27
101,2,11:05.0,,J. Meeks makes flagrant free throw 2 of 2,39,28
102,2,10:50.0,,Turnover by J. Meeks (bad pass; steal by T. Graham),39,28
103,2,10:46.0,T. Graham makes 2-pt layup from 4 ft,,41,28
104,2,10:46.0,Shooting foul by I. Mahinmi (drawn by T. Graham),,41,28
105,2,10:46.0,T. Graham makes free throw 1 of 1,,42,28
106,2,10:27.0,,I. Mahinmi makes 2-pt layup from 2 ft (assist by K. Oubre),42,30
107,2,10:05.0,C. Zeller misses 2-pt jump shot from 5 ft,,42,30
108,2,10:04.0,,Defensive rebound by Team,42,30
109,2,10:04.0,Loose ball foul by C. Zeller (drawn by T. Frazier),,42,30
110,2,9:47.0,,J. Meeks misses 3-pt jump shot from 23 ft,42,30
111,2,9:43.0,Defensive rebound by J. Lamb,,42,30
112,2,9:34.0,M. Carter-Williams makes 2-pt jump shot from 8 ft,,44,30
113,2,9:34.0,Shooting foul by I. Mahinmi (drawn by M. Carter-Williams),,44,30
114,2,9:34.0,,M. Morris enters the game for I. Mahinmi,44,30
115,2,9:34.0,M. Carter-Williams makes free throw 1 of 1,,45,30
116,2,9:21.0,,M. Morris misses 2-pt jump shot from 14 ft,45,30
117,2,9:18.0,Defensive rebound by F. Kaminsky,,45,30
118,2,9:11.0,F. Kaminsky makes 3-pt jump shot from 25 ft (assist by J. Lamb),,48,30
119,2,9:08.0,,Washington full timeout,48,30
120,2,9:08.0,,O. Porter enters the game for T. Frazier,48,30
121,2,9:08.0,,T. Satoranský enters the game for J. Meeks,48,30
122,2,9:08.0,,B. Beal enters the game for M. Scott,48,30
123,2,8:58.0,,Personal foul by T. Graham (drawn by M. Morris),48,30
124,2,8:48.0,,Shooting foul by T. Graham (drawn by B. Beal),48,30
125,2,8:48.0,,B. Beal makes free throw 1 of 2,48,31
126,2,8:48.0,,B. Beal makes free throw 2 of 2,48,32
127,2,8:26.0,F. Kaminsky misses 2-pt jump shot from 20 ft,,48,32
128,2,8:22.0,,Defensive rebound by B. Beal,48,32
129,2,8:16.0,,Turnover by M. Morris (traveling),48,32
130,2,8:08.0,F. Kaminsky makes 3-pt jump shot from 25 ft (assist by M. Carter-Williams),,51,32
131,2,7:55.0,,Personal foul by T. Graham (drawn by B. Beal),51,32
132,2,7:55.0,,B. Beal makes free throw 1 of 2,51,33
133,2,7:55.0,K. Walker enters the game for T. Graham,,51,33
134,2,7:55.0,,B. Beal makes free throw 2 of 2,51,34
135,2,7:45.0,Offensive foul by M. Carter-Williams (drawn by K. Oubre),,51,34
136,2,7:45.0,Turnover by M. Carter-Williams (offensive foul),,51,34
137,2,7:36.0,,Offensive foul by M. Morris (drawn by C. Zeller),51,34
138,2,7:36.0,,Turnover by M. Morris (offensive foul),51,34
139,2,7:36.0,,M. Gortat enters the game for M. Morris,51,34
140,2,7:25.0,F. Kaminsky makes 2-pt layup from 1 ft,,53,34
141,2,6:59.0,,O. Porter makes 2-pt jump shot from 7 ft,53,36
142,2,6:39.0,Shooting foul by M. Gortat (drawn by M. Carter-Williams),,53,36
143,2,6:39.0,M. Carter-Williams makes free throw 1 of 2,,54,36
144,2,6:39.0,M. Carter-Williams makes free throw 2 of 2,,55,36
145,2,6:29.0,,Shooting foul by K. Walker (drawn by T. Satoranský),55,36
146,2,6:29.0,,T. Satoranský makes free throw 1 of 2,55,37
147,2,6:29.0,,T. Satoranský makes free throw 2 of 2,55,38
148,2,6:09.0,Personal foul by O. Porter (drawn by F. Kaminsky),,55,38
149,2,6:09.0,F. Kaminsky makes free throw 1 of 2,,56,38
150,2,6:09.0,F. Kaminsky misses free throw 2 of 2,,56,38
151,2,6:08.0,,Defensive rebound by Team,56,38
152,2,5:57.0,,K. Oubre misses 2-pt jump shot from 18 ft,56,38
153,2,5:54.0,Defensive rebound by K. Walker,,56,38
154,2,5:48.0,K. Walker misses 3-pt jump shot from 25 ft,,56,38
155,2,5:44.0,,Defensive rebound by O. Porter,56,38
156,2,5:40.0,,K. Oubre makes 2-pt dunk from 1 ft (assist by O. Porter),56,40
157,2,5:29.0,J. Lamb misses 3-pt jump shot from 28 ft,,56,40
158,2,5:24.0,,Defensive rebound by O. Porter,56,40
159,2,5:18.0,,O. Porter misses 2-pt jump shot from 14 ft,56,40
160,2,5:15.0,Defensive rebound by M. Carter-Williams,,56,40
161,2,5:11.0,M. Carter-Williams misses 2-pt jump shot from 8 ft,,56,40
162,2,5:08.0,Offensive rebound by C. Zeller,,56,40
163,2,5:02.0,F. Kaminsky misses 2-pt jump shot from 9 ft,,56,40
164,2,4:59.0,,Defensive rebound by M. Gortat,56,40
165,2,4:47.0,,K. Oubre misses 3-pt jump shot from 23 ft,56,40
166,2,4:45.0,Defensive rebound by F. Kaminsky,,56,40
167,2,4:30.0,M. Carter-Williams makes 2-pt layup from 2 ft (assist by J. Lamb),,58,40
168,2,4:30.0,,Washington full timeout,58,40
169,2,4:30.0,D. Howard enters the game for J. Lamb,,58,40
170,2,4:30.0,M. Williams enters the game for M. Carter-Williams,,58,40
171,2,4:30.0,N. Batum enters the game for C. Zeller,,58,40
172,2,4:30.0,M. Kidd-Gilchrist enters the game for F. Kaminsky,,58,40
173,2,4:16.0,,T. Satoranský misses 3-pt jump shot from 22 ft,58,40
174,2,4:12.0,,Offensive rebound by T. Satoranský,58,40
175,2,4:12.0,,T. Satoranský misses 2-pt jump shot from 6 ft,58,40
176,2,4:12.0,Defensive rebound by N. Batum,,58,40
177,2,3:51.0,N. Batum misses 3-pt jump shot from 28 ft,,58,40
178,2,3:46.0,,Defensive rebound by B. Beal,58,40
179,2,3:38.0,,B. Beal misses 2-pt jump shot from 19 ft,58,40
180,2,3:35.0,Defensive rebound by D. Howard,,58,40
181,2,3:19.0,M. Kidd-Gilchrist makes 2-pt jump shot from 13 ft,,60,40
182,2,2:58.0,,T. Satoranský makes 3-pt jump shot from 26 ft (assist by O. Porter),60,43
183,2,2:37.0,M. Williams misses 3-pt jump shot from 25 ft,,60,43
184,2,2:34.0,,Defensive rebound by B. Beal,60,43
185,2,2:22.0,,T. Satoranský misses 2-pt jump shot from 9 ft,60,43
186,2,2:18.0,Defensive rebound by K. Walker,,60,43
187,2,2:08.0,K. Walker misses 2-pt jump shot from 10 ft,,60,43
188,2,2:08.0,Offensive rebound by K. Walker,,60,43
189,2,2:03.0,K. Walker misses 2-pt jump shot from 16 ft,,60,43
190,2,2:03.0,,Defensive rebound by O. Porter,60,43
191,2,1:52.0,,B. Beal makes 2-pt layup from 2 ft,60,45
192,2,1:33.0,Personal foul by O. Porter (drawn by M. Williams),,60,45
193,2,1:33.0,M. Williams misses free throw 1 of 2,,60,45
194,2,1:33.0,Offensive rebound by Team,,60,45
195,2,1:33.0,M. Williams makes free throw 2 of 2,,61,45
196,2,1:20.0,,O. Porter makes 2-pt layup from 2 ft (assist by M. Gortat),61,47
197,2,0:58.0,Shooting foul by B. Beal (drawn by M. Kidd-Gilchrist),,61,47
198,2,0:58.0,M. Kidd-Gilchrist makes free throw 1 of 2,,63,47
199,2,0:58.0,M. Kidd-Gilchrist makes free throw 2 of 2,,64,47
200,2,0:57.0,,Technical foul by B. Beal,64,47
201,2,0:57.0,K. Walker makes technical free throw,,62,47
202,2,0:49.0,,O. Porter makes 3-pt jump shot from 24 ft (assist by B. Beal),64,50
203,2,0:39.0,Offensive foul by N. Batum (drawn by K. Oubre),,64,50
204,2,0:39.0,Turnover by N. Batum (offensive foul),,64,50
205,2,0:35.0,,Offensive foul by M. Gortat (drawn by M. Kidd-Gilchrist),64,50
206,2,0:35.0,,Turnover by M. Gortat (offensive foul),64,50
207,2,0:24.0,K. Walker makes 3-pt jump shot from 25 ft,,67,50
208,2,0:01.0,,K. Oubre makes 2-pt layup from 2 ft (assist by O. Porter),67,52
209,2,0:00.0,Turnover by N. Batum (bad pass; steal by B. Beal),,67,52
210,2,0:00.0,,B. Beal makes 3-pt jump shot from 23 ft,67,55
211,3,11:49.0,D. Howard misses 2-pt layup from 6 ft,,67,55
212,3,11:47.0,,Defensive rebound by T. Satoranský,67,55
213,3,11:32.0,,Turnover by M. Morris (lost ball; steal by N. Batum),67,55
214,3,11:13.0,D. Howard misses 2-pt layup from 4 ft,,67,55
215,3,11:11.0,,Defensive rebound by O. Porter,67,55
216,3,11:04.0,,M. Morris makes 3-pt jump shot from 23 ft (assist by B. Beal),67,58
217,3,10:48.0,K. Walker misses 2-pt layup from 1 ft,,67,58
218,3,10:47.0,Offensive rebound by D. Howard,,67,58
219,3,10:47.0,D. Howard makes 2-pt layup at rim,,69,58
220,3,10:47.0,Shooting foul by M. Gortat (drawn by D. Howard),,69,58
221,3,10:47.0,D. Howard makes free throw 1 of 1,,70,58
222,3,10:32.0,,B. Beal misses 2-pt jump shot from 14 ft,70,58
223,3,10:29.0,Defensive rebound by K. Walker,,70,58
224,3,10:21.0,K. Walker makes 3-pt jump shot from 26 ft,,73,58
225,3,10:00.0,,M. Gortat makes 2-pt jump shot from 9 ft (assist by M. Morris),73,60
226,3,9:34.0,M. Kidd-Gilchrist makes 2-pt layup from 3 ft (assist by N. Batum),,75,60
227,3,9:14.0,,B. Beal makes 2-pt jump shot from 12 ft (assist by T. Satoranský),75,62
228,3,8:59.0,Turnover by K. Walker (bad pass; steal by B. Beal),,75,62
229,3,8:54.0,,B. Beal makes 2-pt layup from 1 ft,75,64
230,3,8:40.0,K. Walker misses 3-pt jump shot from 28 ft,,75,64
231,3,8:37.0,,Defensive rebound by B. Beal,75,64
232,3,8:30.0,,M. Morris misses 2-pt jump shot from 4 ft,75,64
233,3,8:30.0,,Offensive rebound by O. Porter,75,64
234,3,8:30.0,,O. Porter makes 2-pt layup at rim,75,66
235,3,8:30.0,Charlotte full timeout,,75,66
236,3,8:19.0,N. Batum misses 3-pt jump shot from 25 ft,,75,66
237,3,8:16.0,,Defensive rebound by M. Morris,75,66
238,3,8:14.0,,B. Beal makes 3-pt jump shot from 26 ft (assist by M. Morris),75,69
239,3,7:58.0,N. Batum misses 3-pt jump shot from 27 ft,,75,69
240,3,7:54.0,Offensive rebound by M. Kidd-Gilchrist,,75,69
241,3,7:52.0,M. Williams makes 3-pt jump shot from 26 ft (assist by M. Kidd-Gilchrist),,78,69
242,3,7:28.0,,M. Morris misses 2-pt jump shot from 15 ft (block by M. Williams),78,69
243,3,7:25.0,Defensive rebound by D. Howard,,78,69
244,3,7:17.0,Shooting foul by M. Gortat (drawn by K. Walker),,78,69
245,3,7:17.0,K. Walker makes free throw 1 of 2,,79,69
246,3,7:17.0,K. Walker makes free throw 2 of 2,,80,69
247,3,7:06.0,,T. Satoranský misses 3-pt jump shot from 25 ft,80,69
248,3,7:03.0,Defensive rebound by N. Batum,,80,69
249,3,6:56.0,K. Walker makes 3-pt jump shot from 25 ft (assist by N. Batum),,83,69
250,3,6:43.0,,Personal foul by D. Howard,83,69
251,3,6:43.0,Technical foul by D. Howard,,83,69
252,3,6:43.0,,B. Beal misses technical free throw,83,69
253,3,6:43.0,,Offensive rebound by Team,83,69
254,3,6:34.0,,B. Beal misses 2-pt jump shot from 21 ft,83,69
255,3,6:34.0,,Offensive rebound by Team,83,69
256,3,6:34.0,Loose ball foul by N. Batum (drawn by T. Satoranský),,83,69
257,3,6:32.0,,Personal foul by D. Howard (drawn by M. Gortat),83,69
258,3,6:26.0,,B. Beal makes 2-pt jump shot from 18 ft (assist by M. Gortat),83,71
259,3,6:04.0,M. Kidd-Gilchrist misses 2-pt jump shot from 14 ft,,83,71
260,3,5:59.0,,Defensive rebound by M. Morris,83,71
261,3,5:57.0,,B. Beal misses 2-pt jump shot from 23 ft,83,71
262,3,5:54.0,,Offensive rebound by M. Gortat,83,71
263,3,5:53.0,,M. Gortat misses 2-pt hook shot from 12 ft,83,71
264,3,5:53.0,Defensive rebound by Team,,83,71
265,3,5:40.0,M. Williams misses 3-pt jump shot from 25 ft,,83,71
266,3,5:36.0,,Defensive rebound by M. Gortat,83,71
267,3,5:30.0,,T. Satoranský misses 2-pt jump shot from 7 ft,83,71
268,3,5:27.0,Defensive rebound by N. Batum,,83,71
269,3,5:21.0,K. Walker misses 3-pt jump shot from 26 ft,,83,71
270,3,5:17.0,,Defensive rebound by B. Beal,83,71
271,3,5:13.0,,Turnover by B. Beal (bad pass; steal by M. Kidd-Gilchrist),83,71
272,3,5:09.0,K. Walker misses 3-pt jump shot from 26 ft,,83,71
273,3,5:07.0,,Defensive rebound by M. Morris,83,71
274,3,4:53.0,,B. Beal misses 3-pt jump shot from 25 ft,83,71
275,3,4:49.0,Defensive rebound by D. Howard,,83,71
276,3,4:35.0,D. Howard misses 2-pt jump shot from 15 ft,,83,71
277,3,4:33.0,,Defensive rebound by M. Morris,83,71
278,3,4:19.0,,O. Porter makes 2-pt jump shot from 14 ft (assist by M. Morris),83,73
279,3,3:54.0,M. Williams misses 3-pt jump shot from 28 ft,,83,73
280,3,3:53.0,,Defensive rebound by Team,83,73
281,3,3:53.0,F. Kaminsky enters the game for M. Williams,,83,73
282,3,3:53.0,J. Lamb enters the game for M. Kidd-Gilchrist,,83,73
283,3,3:42.0,,M. Morris misses 3-pt jump shot from 26 ft,83,73
284,3,3:38.0,Defensive rebound by D. Howard,,83,73
285,3,3:27.0,K. Walker makes 2-pt hook shot from 3 ft,,85,73
286,3,3:27.0,,Washington full timeout,85,73
287,3,3:13.0,,Turnover by B. Beal (bad pass),85,73
288,3,2:54.0,D. Howard makes 2-pt dunk from 2 ft,,87,73
289,3,2:31.0,,O. Porter misses 3-pt jump shot from 26 ft,87,73
290,3,2:27.0,Defensive rebound by K. Walker,,87,73
291,3,2:24.0,K. Walker makes 2-pt layup from 1 ft,,89,73
292,3,2:10.0,,T. Satoranský makes 2-pt layup from 1 ft (assist by M. Morris),89,75
293,3,1:55.0,K. Walker makes 3-pt jump shot from 26 ft,,92,75
294,3,1:38.0,,I. Mahinmi enters the game for M. Gortat,92,75
295,3,1:38.0,,K. Oubre enters the game for O. Porter,92,75
296,3,1:38.0,,T. Frazier enters the game for T. Satoranský,92,75
297,3,1:38.0,M. Carter-Williams enters the game for N. Batum,,92,75
298,3,1:38.0,C. Zeller enters the game for D. Howard,,92,75
299,3,1:38.0,T. Graham enters the game for K. Walker,,92,75
300,3,1:28.0,,B. Beal makes 2-pt layup from 2 ft,92,77
301,3,1:00.0,T. Graham misses 3-pt jump shot from 25 ft,,92,77
302,3,0:56.0,,Defensive rebound by T. Frazier,92,77
303,3,0:50.0,,B. Beal makes 2-pt layup from 2 ft,92,79
304,3,0:50.0,,Shooting foul by M. Carter-Williams (drawn by B. Beal),92,79
305,3,0:50.0,,B. Beal makes free throw 1 of 1,92,80
306,3,0:48.0,Personal foul by T. Frazier (drawn by M. Carter-Williams),,92,80
307,3,0:34.0,Personal foul by K. Oubre (drawn by J. Lamb),,92,80
308,3,0:34.0,J. Lamb makes free throw 1 of 2,,93,80
309,3,0:34.0,J. Lamb makes free throw 2 of 2,,94,80
310,3,0:19.0,,Personal foul by J. Lamb (drawn by T. Frazier),94,80
311,3,0:19.0,,T. Frazier makes free throw 1 of 2,94,81
312,3,0:19.0,,T. Frazier makes free throw 2 of 2,94,82
313,3,0:01.0,F. Kaminsky misses 2-pt jump shot from 20 ft,,94,82
314,3,0:01.0,,Defensive rebound by K. Oubre,94,82
315,4,11:46.0,,B. Beal makes 2-pt jump shot from 20 ft,94,84
316,4,11:27.0,J. Lamb makes 2-pt dunk from 1 ft (assist by F. Kaminsky),,96,84
317,4,11:07.0,,K. Oubre misses 2-pt jump shot from 21 ft,96,84
318,4,11:04.0,Defensive rebound by J. Lamb,,96,84
319,4,11:00.0,Shooting foul by I. Mahinmi (drawn by J. Lamb),,96,84
320,4,11:00.0,J. Lamb makes free throw 1 of 2,,97,84
321,4,11:00.0,J. Lamb makes free throw 2 of 2,,98,84
322,4,10:51.0,,M. Scott misses 2-pt jump shot from 17 ft,98,84
323,4,10:49.0,Defensive rebound by M. Carter-Williams,,98,84
324,4,10:40.0,F. Kaminsky misses 3-pt jump shot from 27 ft,,98,84
325,4,10:37.0,Offensive rebound by J. Lamb,,98,84
326,4,10:34.0,F. Kaminsky makes 3-pt jump shot from 22 ft (assist by J. Lamb),,101,84
327,4,10:31.0,,Washington full timeout,101,84
328,4,10:31.0,,O. Porter enters the game for T. Frazier,101,84
329,4,10:18.0,,B. Beal misses 2-pt layup from 1 ft (block by M. Carter-Williams),101,84
330,4,10:18.0,,Offensive rebound by Team,101,84
331,4,10:14.0,,B. Beal misses 2-pt layup from 2 ft (block by F. Kaminsky),101,84
332,4,10:11.0,Defensive rebound by M. Carter-Williams,,101,84
333,4,10:08.0,C. Zeller makes 2-pt dunk from 1 ft (assist by M. Carter-Williams),,103,84
334,4,9:42.0,,O. Porter misses 2-pt jump shot from 14 ft,103,84
335,4,9:42.0,Defensive rebound by Team,,103,84
336,4,9:42.0,,Loose ball foul by I. Mahinmi (drawn by T. Graham),103,84
337,4,9:42.0,,M. Morris enters the game for I. Mahinmi,103,84
338,4,9:24.0,J. Lamb misses 3-pt jump shot from 26 ft,,103,84
339,4,9:24.0,,Defensive rebound by B. Beal,103,84
340,4,9:12.0,,M. Morris makes 2-pt jump shot from 11 ft (assist by B. Beal),103,86
341,4,8:49.0,J. Lamb makes 2-pt layup from 3 ft,,105,86
342,4,8:32.0,,O. Porter makes 3-pt jump shot from 26 ft (assist by M. Morris),105,89
343,4,8:12.0,M. Carter-Williams misses 2-pt jump shot from 5 ft,,105,89
344,4,8:11.0,Offensive rebound by C. Zeller,,105,89
345,4,8:09.0,F. Kaminsky makes 2-pt jump shot from 6 ft (assist by C. Zeller),,107,89
346,4,7:56.0,,T. Satoranský enters the game for M. Scott,107,89
347,4,7:52.0,,Personal foul by M. Carter-Williams (drawn by B. Beal),107,89
348,4,7:46.0,,M. Morris makes 2-pt layup from 1 ft (assist by B. Beal),107,91
349,4,7:27.0,F. Kaminsky misses 2-pt jump shot from 9 ft,,107,91
350,4,7:24.0,Offensive rebound by F. Kaminsky,,107,91
351,4,7:21.0,K. Walker enters the game for T. Graham,,107,91
352,4,7:21.0,,Violation by T. Satoranský (kicked ball),107,91
353,4,7:09.0,F. Kaminsky misses 3-pt jump shot from 22 ft,,107,91
354,4,7:05.0,Offensive rebound by M. Carter-Williams,,107,91
355,4,6:51.0,Personal foul by O. Porter (drawn by F. Kaminsky),,107,91
356,4,6:40.0,M. Carter-Williams misses 2-pt jump shot from 6 ft,,107,91
357,4,6:37.0,Offensive rebound by C. Zeller,,107,91
358,4,6:35.0,J. Lamb makes 2-pt dunk from 2 ft (assist by F. Kaminsky),,109,91
359,4,6:15.0,,T. Satoranský makes 2-pt layup from 2 ft (assist by M. Morris),109,93
360,4,5:57.0,K. Walker makes 3-pt jump shot from 25 ft (assist by J. Lamb),,112,93
361,4,5:36.0,,B. Beal makes 2-pt jump shot from 7 ft,112,95
362,4,5:36.0,,Shooting foul by M. Carter-Williams (drawn by B. Beal),112,95
363,4,5:36.0,M. Kidd-Gilchrist enters the game for M. Carter-Williams,,112,95
364,4,5:36.0,,B. Beal makes free throw 1 of 1,112,96
365,4,5:24.0,Personal foul by M. Morris (drawn by K. Walker),,112,96
366,4,5:08.0,K. Walker makes 2-pt jump shot from 16 ft,,114,96
367,4,4:58.0,Violation by C. Zeller (kicked ball),,114,96
368,4,4:43.0,,Shooting foul by C. Zeller (drawn by B. Beal),114,96
369,4,4:43.0,,B. Beal makes free throw 1 of 2,114,97
370,4,4:43.0,,B. Beal makes free throw 2 of 2,114,98
371,4,4:18.0,J. Lamb misses 3-pt jump shot from 28 ft,,114,98
372,4,4:18.0,Offensive rebound by Team,,114,98
373,4,4:18.0,Turnover by Team (shot clock),,114,98
374,4,4:08.0,,B. Beal misses 3-pt jump shot from 26 ft,114,98
375,4,4:04.0,Defensive rebound by J. Lamb,,114,98
376,4,3:57.0,Turnover by J. Lamb (traveling),,114,98
377,4,3:57.0,N. Batum enters the game for J. Lamb,,114,98
