,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,CHARLOTTE_ACTION,NEW ORLEANS_SCORE,CHARLOTTE_SCORE
384,4,7:19.0,Offensive charge foul by F. Kaminsky (drawn by D. Cousins),,84,81
385,4,7:19.0,,Turnover by F. Kaminsky (offensive foul),84,81
386,4,7:19.0,J. Holiday enters the game for I. Clark,,84,81
387,4,7:02.0,D. Miller misses 2-pt jump shot from 7 ft,,84,81
388,4,6:56.0,Offensive rebound by D. Miller,,84,81
389,4,6:54.0,D. Miller misses 3-pt jump shot from 23 ft,,84,81
390,4,6:52.0,,Defensive rebound by J. Lamb,84,81
391,4,6:45.0,,J. Lamb makes 2-pt jump shot from 12 ft,84,83
392,4,6:22.0,D. Cousins makes 3-pt jump shot from 25 ft (assist by D. Miller),,87,83
393,4,6:02.0,,T. Graham misses 3-pt jump shot from 24 ft,87,83
394,4,5:59.0,Defensive rebound by D. Cousins,,87,83
395,4,5:50.0,J. Nelson misses 3-pt jump shot from 23 ft,,87,83
396,4,5:46.0,,Defensive rebound by D. Howard,87,83
397,4,5:39.0,,F. Kaminsky makes 2-pt layup from 6 ft,87,85
398,4,5:28.0,A. Davis misses 2-pt jump shot from 17 ft,,87,85
399,4,5:25.0,,Defensive rebound by D. Howard,87,85
400,4,5:18.0,,J. Lamb misses 2-pt jump shot from 19 ft,87,85
401,4,5:15.0,Defensive rebound by D. Cousins,,87,85
402,4,4:59.0,A. Davis makes 2-pt dunk from 1 ft (assist by D. Miller),,89,85
403,4,4:34.0,,D. Howard makes 2-pt hook shot at rim,89,87
404,4,4:27.0,Shooting foul by M. Carter-Williams (drawn by J. Holiday),,89,87
405,4,4:27.0,,Charlotte full timeout,89,87
406,4,4:27.0,,K. Walker enters the game for M. Carter-Williams,89,87
407,4,4:27.0,,M. Williams enters the game for T. Graham,89,87
408,4,4:27.0,,N. Batum enters the game for F. Kaminsky,89,87
409,4,4:27.0,E. Moore enters the game for J. Nelson,,89,87
410,4,4:27.0,J. Holiday misses free throw 1 of 2,,89,87
411,4,4:27.0,Offensive rebound by Team,,89,87
412,4,4:27.0,J. Holiday makes free throw 2 of 2,,90,87
413,4,4:13.0,,J. Lamb misses 2-pt jump shot from 4 ft,90,87
414,4,4:13.0,Defensive rebound by Team,,90,87
415,4,4:13.0,,M. Kidd-Gilchrist enters the game for J. Lamb,90,87
416,4,4:00.0,J. Holiday misses 2-pt jump shot from 17 ft,,90,87
417,4,3:57.0,,Defensive rebound by M. Williams,90,87
418,4,3:39.0,,M. Williams makes 2-pt jump shot from 10 ft,90,89
419,4,3:31.0,New Orleans full timeout,,90,89
420,4,3:21.0,E. Moore makes 2-pt layup from 1 ft (assist by D. Cousins),,92,89
421,4,3:07.0,,K. Walker makes 3-pt jump shot from 25 ft (assist by N. Batum),92,92
422,4,2:51.0,A. Davis misses 2-pt jump shot from 19 ft,,92,92
423,4,2:46.0,,Defensive rebound by M. Williams,92,92
424,4,2:38.0,Personal foul by D. Howard (drawn by A. Davis),,92,92
425,4,2:38.0,,Turnover by D. Howard (turnover),92,92
426,4,2:16.0,J. Holiday makes 2-pt layup from 1 ft,,94,92
427,4,1:59.0,,Turnover by K. Walker (bad pass),94,92
428,4,1:48.0,J. Holiday makes 2-pt layup from 1 ft,,96,92
429,4,1:31.0,,D. Howard misses 2-pt layup from 2 ft (block by D. Cousins),96,92
430,4,1:31.0,,Offensive rebound by Team,96,92
431,4,1:26.0,,M. Williams misses 2-pt jump shot from 21 ft,96,92
432,4,1:23.0,Defensive rebound by A. Davis,,96,92
433,4,1:10.0,Turnover by D. Cousins (traveling),,96,92
434,4,1:02.0,,N. Batum makes 3-pt jump shot from 25 ft (assist by K. Walker),96,95
435,4,0:49.0,Personal foul by K. Walker (drawn by A. Davis),,96,95
436,4,0:40.0,A. Davis misses 2-pt layup from 2 ft,,96,95
437,4,0:37.0,,Defensive rebound by D. Howard,96,95
438,4,0:30.0,,K. Walker misses 2-pt layup from 1 ft (block by D. Cousins),96,95
439,4,0:30.0,Defensive rebound by D. Cousins,,96,95
440,4,0:30.0,Personal foul by M. Williams (drawn by J. Holiday),,96,95
441,4,0:30.0,J. Holiday makes free throw 1 of 2,,97,95
442,4,0:30.0,J. Holiday makes free throw 2 of 2,,98,95
443,4,0:30.0,,Charlotte full timeout,98,95
444,4,0:30.0,,J. Lamb enters the game for M. Kidd-Gilchrist,98,95
445,4,0:23.0,,Personal foul by J. Holiday (drawn by K. Walker),98,95
446,4,0:23.0,,K. Walker makes free throw 1 of 2,98,96
447,4,0:23.0,,M. Kidd-Gilchrist enters the game for J. Lamb,98,96
448,4,0:23.0,,K. Walker misses free throw 2 of 2,98,96
449,4,0:23.0,Defensive rebound by A. Davis,,98,96
450,4,0:23.0,New Orleans full timeout,,98,96
451,4,0:20.0,Personal take foul by M. Williams (drawn by A. Davis),,98,96
452,4,0:20.0,A. Davis makes free throw 1 of 2,,99,96
453,4,0:20.0,,J. Lamb enters the game for M. Kidd-Gilchrist,99,96
454,4,0:20.0,A. Davis makes free throw 2 of 2,,100,96
455,4,0:10.0,,Turnover by K. Walker (bad pass; steal by A. Davis),100,96
456,4,0:08.0,Personal take foul by M. Williams (drawn by D. Cousins),,100,96
457,4,0:08.0,,F. Kaminsky enters the game for M. Williams,100,96
458,4,0:08.0,D. Cousins makes free throw 1 of 2,,101,96
459,4,0:08.0,D. Cousins misses free throw 2 of 2,,101,96
460,4,0:08.0,,Defensive rebound by D. Howard,101,96
461,4,0:08.0,,Charlotte full timeout,101,96
462,4,0:03.0,,N. Batum misses 3-pt jump shot from 24 ft,101,96
463,4,0:03.0,Defensive rebound by Team,,101,96
