,QUARTER,TIME_REMAINING,INDIANA_ACTION,CLEVELAND_ACTION,INDIANA_SCORE,CLEVELAND_SCORE
0,1,11:35.0,Turnover by B. Bogdanović (out of bounds lost ball),,0,0
1,1,11:23.0,,L. James makes 2-pt layup at rim (assist by K. Love),0,2
2,1,11:02.0,M. Turner misses 2-pt jump shot from 12 ft,,0,2
3,1,10:59.0,Offensive rebound by T. Young,,0,2
4,1,10:54.0,B. Bogdanović makes 2-pt jump shot from 11 ft,,2,2
5,1,10:38.0,,J. Smith misses 3-pt jump shot from 25 ft,2,2
6,1,10:36.0,Defensive rebound by T. Young,,2,2
7,1,10:18.0,Turnover by T. Young (bad pass; steal by J. Smith),,2,2
8,1,10:10.0,,K. Korver makes 3-pt jump shot from 25 ft (assist by J. Smith),2,5
9,1,9:53.0,V. Oladipo makes 2-pt layup from 2 ft,,4,5
10,1,9:28.0,,J. Calderón misses 3-pt jump shot from 26 ft,4,5
11,1,9:24.0,,Offensive rebound by L. James,4,5
12,1,9:20.0,,Turnover by L. James (lost ball; steal by B. Bogdanović),4,5
13,1,9:09.0,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by D. Collison),,7,5
14,1,8:55.0,,J. Smith misses 2-pt jump shot from 23 ft,7,5
15,1,8:49.0,,Offensive rebound by J. Calderón,7,5
16,1,8:49.0,,J. Calderón misses 2-pt layup at rim,7,5
17,1,8:48.0,Defensive rebound by V. Oladipo,,7,5
18,1,8:47.0,V. Oladipo misses 2-pt layup from 2 ft,,7,5
19,1,8:43.0,,Defensive rebound by K. Love,7,5
20,1,8:37.0,,Shooting foul by T. Young (drawn by K. Love),7,5
21,1,8:37.0,,K. Love makes free throw 1 of 2,7,6
22,1,8:37.0,,K. Love makes free throw 2 of 2,7,7
23,1,8:16.0,T. Young makes 2-pt hook shot from 8 ft,,9,7
24,1,7:59.0,,K. Love misses 2-pt jump shot from 11 ft (block by M. Turner),9,7
25,1,7:56.0,Defensive rebound by T. Young,,9,7
26,1,7:54.0,V. Oladipo misses 2-pt layup at rim,,9,7
27,1,7:50.0,,Defensive rebound by L. James,9,7
28,1,7:48.0,,K. Korver misses 3-pt jump shot from 26 ft,9,7
29,1,7:44.0,Defensive rebound by M. Turner,,9,7
30,1,7:41.0,D. Collison makes 2-pt layup at rim,,11,7
31,1,7:41.0,Shooting foul by K. Korver (drawn by D. Collison),,11,7
32,1,7:41.0,D. Collison makes free throw 1 of 1,,12,7
33,1,7:18.0,,L. James misses 2-pt jump shot from 10 ft,12,7
34,1,7:16.0,Defensive rebound by M. Turner,,12,7
35,1,7:12.0,D. Collison misses 2-pt layup from 4 ft,,12,7
36,1,7:12.0,Offensive rebound by Team,,12,7
37,1,7:09.0,B. Bogdanović misses 2-pt jump shot from 6 ft,,12,7
38,1,7:09.0,Offensive rebound by V. Oladipo,,12,7
39,1,7:09.0,Shooting foul by K. Love (drawn by V. Oladipo),,12,7
40,1,7:09.0,V. Oladipo misses free throw 1 of 2,,12,7
41,1,7:09.0,Offensive rebound by Team,,12,7
42,1,7:09.0,V. Oladipo makes free throw 2 of 2,,13,7
