,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,ATLANTA_ACTION,CHARLOTTE_SCORE,ATLANTA_SCORE
0,1,11:45.0,M. Kidd-Gilchrist makes 2-pt layup from 1 ft,,2,0
1,1,11:45.0,,Violation by D. Dedmon (def goaltending),2,0
2,1,11:32.0,,D. Schröder misses 2-pt jump shot from 16 ft,2,0
3,1,11:29.0,Defensive rebound by D. Howard,,2,0
4,1,11:23.0,D. Howard makes 2-pt jump shot from 21 ft (assist by N. Batum),,4,0
5,1,11:07.0,,Personal foul by M. Kidd-Gilchrist (drawn by T. Prince),4,0
6,1,10:55.0,,J. Collins misses 2-pt layup from 2 ft,4,0
7,1,10:53.0,Defensive rebound by Team,,4,0
8,1,10:37.0,N. Batum makes 2-pt jump shot from 5 ft (assist by K. Walker),,6,0
9,1,10:27.0,,D. Schröder makes 2-pt layup from 1 ft,6,2
10,1,10:12.0,,Violation by T. Prince (kicked ball),6,2
11,1,9:57.0,M. Kidd-Gilchrist makes 2-pt hook shot from 12 ft (assist by K. Walker),,8,2
12,1,9:47.0,,T. Dorsey makes 3-pt jump shot from 26 ft (assist by D. Schröder),8,5
13,1,9:33.0,N. Batum misses 3-pt jump shot from 26 ft,,8,5
14,1,9:31.0,,Defensive rebound by D. Dedmon,8,5
15,1,9:22.0,,D. Schröder misses 2-pt jump shot from 19 ft,8,5
16,1,9:18.0,Defensive rebound by D. Howard,,8,5
17,1,9:14.0,M. Williams makes 3-pt jump shot from 25 ft (assist by N. Batum),,11,5
18,1,8:51.0,,D. Schröder misses 2-pt jump shot from 10 ft,11,5
19,1,8:48.0,Defensive rebound by D. Howard,,11,5
20,1,8:45.0,K. Walker misses 3-pt jump shot from 24 ft,,11,5
21,1,8:41.0,,Defensive rebound by D. Dedmon,11,5
22,1,8:31.0,,J. Collins makes 3-pt jump shot from 22 ft (assist by T. Prince),11,8
23,1,8:15.0,Personal foul by T. Prince (drawn by N. Batum),,11,8
24,1,8:07.0,D. Howard makes 2-pt layup from 1 ft,,13,8
25,1,8:07.0,Shooting foul by T. Dorsey (drawn by D. Howard),,13,8
26,1,8:07.0,D. Howard makes free throw 1 of 1,,14,8
27,1,7:56.0,,D. Schröder misses 3-pt jump shot from 24 ft,14,8
28,1,7:52.0,Defensive rebound by N. Batum,,14,8
29,1,7:48.0,Turnover by N. Batum (bad pass; steal by J. Collins),,14,8
30,1,7:46.0,,Turnover by J. Collins (bad pass),14,8
31,1,7:34.0,D. Howard misses 2-pt layup from 4 ft,,14,8
32,1,7:33.0,,Defensive rebound by Team,14,8
33,1,7:33.0,Loose ball foul by D. Howard (drawn by D. Dedmon),,14,8
34,1,7:23.0,,T. Dorsey makes 3-pt jump shot from 25 ft (assist by D. Schröder),14,11
35,1,7:06.0,M. Williams misses 3-pt jump shot from 25 ft,,14,11
36,1,7:04.0,,Defensive rebound by D. Dedmon,14,11
37,1,6:55.0,,D. Schröder misses 2-pt jump shot from 16 ft,14,11
38,1,6:54.0,,Offensive rebound by Team,14,11
39,1,6:54.0,Loose ball foul by D. Howard (drawn by J. Collins),,14,11
40,1,6:54.0,,Atlanta full timeout,14,11
41,1,6:46.0,,J. Collins makes 2-pt jump shot from 6 ft (assist by D. Schröder),14,13
42,1,6:28.0,M. Kidd-Gilchrist makes 2-pt jump shot from 20 ft (assist by N. Batum),,16,13
43,1,6:13.0,,D. Schröder misses 2-pt layup from 3 ft,16,13
44,1,6:10.0,Defensive rebound by M. Kidd-Gilchrist,,16,13
45,1,6:07.0,M. Kidd-Gilchrist makes 2-pt layup from 1 ft,,18,13
46,1,5:50.0,,D. Schröder makes 2-pt layup from 2 ft (assist by T. Prince),18,15
47,1,5:30.0,,M. Muscala enters the game for D. Dedmon,18,15
48,1,5:30.0,,I. Taylor enters the game for T. Dorsey,18,15
49,1,5:25.0,D. Howard misses 2-pt jump shot from 16 ft,,18,15
50,1,5:22.0,Offensive rebound by N. Batum,,18,15
51,1,5:21.0,Turnover by M. Kidd-Gilchrist (out of bounds lost ball),,18,15
52,1,5:08.0,,J. Collins misses 2-pt jump shot from 14 ft,18,15
53,1,5:04.0,Defensive rebound by K. Walker,,18,15
54,1,4:58.0,Shooting foul by I. Taylor (drawn by M. Kidd-Gilchrist),,18,15
55,1,4:58.0,M. Kidd-Gilchrist makes free throw 1 of 2,,19,15
56,1,4:58.0,M. Kidd-Gilchrist misses free throw 2 of 2,,19,15
57,1,4:55.0,,Defensive rebound by J. Collins,19,15
58,1,4:49.0,,T. Prince misses 3-pt jump shot from 25 ft,19,15
59,1,4:45.0,Defensive rebound by D. Howard,,19,15
60,1,4:36.0,Turnover by N. Batum (bad pass; steal by J. Collins),,19,15
61,1,4:33.0,,Shooting foul by K. Walker (drawn by J. Collins),19,15
62,1,4:33.0,,J. Collins makes free throw 1 of 2,19,16
63,1,4:33.0,,T. Cavanaugh enters the game for M. Muscala,19,16
64,1,4:33.0,,J. Collins makes free throw 2 of 2,19,17
65,1,4:20.0,K. Walker misses 2-pt layup from 3 ft (block by T. Cavanaugh),,19,17
66,1,4:20.0,Offensive rebound by D. Howard,,19,17
67,1,4:20.0,D. Howard makes 2-pt layup from 1 ft,,21,17
68,1,4:14.0,,I. Taylor misses 2-pt layup from 1 ft,21,17
69,1,4:10.0,Defensive rebound by M. Kidd-Gilchrist,,21,17
70,1,4:02.0,Personal block foul by T. Cavanaugh (drawn by N. Batum),,21,17
71,1,4:02.0,,M. Muscala enters the game for J. Collins,21,17
72,1,3:51.0,Shooting foul by M. Muscala (drawn by D. Howard),,21,17
73,1,3:51.0,D. Howard makes free throw 1 of 2,,22,17
74,1,3:51.0,J. Lamb enters the game for M. Kidd-Gilchrist,,22,17
75,1,3:51.0,D. Howard makes free throw 2 of 2,,23,17
76,1,3:35.0,,Turnover by T. Prince (traveling),23,17
77,1,3:35.0,F. Kaminsky enters the game for D. Howard,,23,17
78,1,3:19.0,F. Kaminsky makes 3-pt jump shot from 25 ft (assist by N. Batum),,26,17
79,1,2:59.0,,Shooting foul by J. Lamb (drawn by T. Cavanaugh),26,17
80,1,2:59.0,Charlotte full timeout,,26,17
81,1,2:59.0,,T. Dorsey enters the game for T. Prince,26,17
82,1,2:59.0,,A. White enters the game for D. Schröder,26,17
