,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,MINNESOTA_ACTION,WASHINGTON_SCORE,MINNESOTA_SCORE
84,1,0:46.0,I. Mahinmi misses 2-pt jump shot from 4 ft,,18,29
85,1,0:44.0,,Defensive rebound by G. Dieng,18,29
86,1,0:41.0,,Shooting foul by J. Meeks (drawn by A. Wiggins),18,29
87,1,0:41.0,,A. Wiggins misses free throw 1 of 2,18,29
88,1,0:41.0,,Offensive rebound by Team,18,29
89,1,0:41.0,,A. Wiggins makes free throw 2 of 2,18,30
90,1,0:30.0,K. Oubre makes 2-pt dunk from 1 ft,,20,30
91,1,0:07.0,,J. Crawford misses 2-pt jump shot from 16 ft,20,30
92,1,0:05.0,Defensive rebound by M. Scott,,20,30
93,1,0:00.0,J. Meeks makes 3-pt jump shot from 26 ft (assist by T. Satoranský),,23,30
94,2,11:46.0,J. Meeks makes 3-pt jump shot from 25 ft (assist by T. Satoranský),,26,30
95,2,11:25.0,,Turnover by J. Crawford (bad pass; steal by M. Scott),26,30
96,2,11:21.0,M. Scott makes 2-pt dunk from 1 ft (assist by K. Oubre),,28,30
97,2,11:05.0,,K. Towns makes 2-pt hook shot from 2 ft (assist by A. Brooks),28,32
98,2,10:49.0,K. Oubre misses 2-pt jump shot from 21 ft,,28,32
99,2,10:45.0,Offensive rebound by T. Satoranský,,28,32
100,2,10:44.0,T. Satoranský misses 2-pt layup from 3 ft,,28,32
101,2,10:41.0,,Defensive rebound by G. Dieng,28,32
102,2,10:33.0,,Personal foul by I. Mahinmi (drawn by K. Towns),28,32
103,2,10:23.0,,Turnover by K. Towns (lost ball; steal by M. Scott),28,32
104,2,10:17.0,T. Satoranský makes 3-pt jump shot from 25 ft (assist by M. Scott),,31,32
105,2,9:57.0,,S. Muhammad misses 2-pt layup from 2 ft,31,32
106,2,9:57.0,Defensive rebound by M. Scott,,31,32
107,2,9:57.0,Personal foul by K. Towns (drawn by M. Scott),,31,32
108,2,9:45.0,K. Oubre misses 2-pt layup from 5 ft,,31,32
109,2,9:42.0,,Defensive rebound by K. Towns,31,32
110,2,9:37.0,,Turnover by S. Muhammad (lost ball; steal by T. Satoranský),31,32
111,2,9:33.0,J. Meeks makes 3-pt jump shot from 25 ft (assist by T. Satoranský),,34,32
112,2,9:23.0,,Minnesota full timeout,34,32
113,2,9:17.0,,K. Towns misses 2-pt jump shot from 13 ft,34,32
114,2,9:12.0,Defensive rebound by T. Satoranský,,34,32
115,2,8:57.0,M. Scott misses 3-pt jump shot from 26 ft,,34,32
116,2,8:53.0,,Defensive rebound by S. Muhammad,34,32
117,2,8:36.0,,Turnover by K. Towns (bad pass),34,32
118,2,8:30.0,Personal foul by S. Muhammad (drawn by K. Oubre),,34,32
119,2,8:26.0,Personal foul by A. Brooks (drawn by K. Oubre),,34,32
120,2,8:18.0,K. Oubre misses 3-pt jump shot from 24 ft,,34,32
121,2,8:15.0,,Defensive rebound by G. Dieng,34,32
122,2,8:06.0,,J. Crawford misses 3-pt jump shot from 25 ft,34,32
123,2,8:02.0,Defensive rebound by I. Mahinmi,,34,32
124,2,7:57.0,,Violation by K. Towns (kicked ball),34,32
125,2,7:57.0,,J. Butler enters the game for G. Dieng,34,32
126,2,7:57.0,,A. Wiggins enters the game for J. Crawford,34,32
127,2,7:57.0,,T. Jones enters the game for S. Muhammad,34,32
128,2,7:57.0,,G. Dieng enters the game for A. Brooks,34,32
129,2,7:49.0,T. Satoranský makes 2-pt jump shot from 7 ft,,36,32
130,2,7:44.0,,Personal foul by J. Meeks (drawn by J. Butler),36,32
131,2,7:25.0,,J. Butler makes 3-pt jump shot from 22 ft (assist by G. Dieng),36,35
132,2,7:06.0,M. Scott misses 3-pt jump shot from 25 ft,,36,35
133,2,7:05.0,,Defensive rebound by G. Dieng,36,35
134,2,6:51.0,,Shooting foul by I. Mahinmi (drawn by G. Dieng),36,35
135,2,6:51.0,,G. Dieng makes free throw 1 of 2,36,36
136,2,6:51.0,B. Beal enters the game for T. Satoranský,,36,36
137,2,6:51.0,,G. Dieng misses free throw 2 of 2,36,36
138,2,6:49.0,Defensive rebound by I. Mahinmi,,36,36
139,2,6:37.0,Turnover by B. Beal (bad pass),,36,36
140,2,6:37.0,,T. Gibson enters the game for G. Dieng,36,36
141,2,6:25.0,,K. Towns misses 2-pt layup from 2 ft,36,36
142,2,6:22.0,Defensive rebound by M. Scott,,36,36
143,2,6:19.0,K. Oubre makes 2-pt layup from 1 ft (assist by B. Beal),,38,36
144,2,6:00.0,,A. Wiggins misses 2-pt jump shot from 9 ft,38,36
145,2,5:56.0,Defensive rebound by M. Scott,,38,36
146,2,5:51.0,J. Meeks misses 3-pt jump shot from 26 ft,,38,36
147,2,5:48.0,,Defensive rebound by K. Towns,38,36
148,2,5:40.0,,T. Gibson makes 2-pt layup from 2 ft (assist by T. Jones),38,38
149,2,5:38.0,Washington full timeout,,38,38
150,2,5:38.0,M. Morris enters the game for I. Mahinmi,,38,38
151,2,5:17.0,Turnover by M. Morris (bad pass; steal by K. Towns),,38,38
152,2,5:05.0,,J. Butler misses 3-pt jump shot from 23 ft,38,38
153,2,5:04.0,Defensive rebound by Team,,38,38
154,2,5:04.0,O. Porter enters the game for J. Meeks,,38,38
155,2,4:45.0,K. Oubre misses 3-pt jump shot from 24 ft,,38,38
156,2,4:43.0,,Defensive rebound by Team,38,38
157,2,4:29.0,,J. Butler misses 2-pt layup from 1 ft,38,38
158,2,4:24.0,,Offensive rebound by T. Gibson,38,38
159,2,4:24.0,,T. Gibson makes 2-pt layup at rim,38,40
160,2,4:16.0,Offensive foul by M. Morris (drawn by K. Towns),,38,40
161,2,4:16.0,Turnover by M. Morris (offensive foul),,38,40
162,2,4:16.0,M. Gortat enters the game for M. Scott,,38,40
163,2,3:54.0,,A. Wiggins misses 2-pt jump shot from 19 ft,38,40
164,2,3:49.0,,Offensive rebound by T. Gibson,38,40
165,2,3:41.0,,J. Butler misses 3-pt jump shot from 23 ft,38,40
166,2,3:38.0,Defensive rebound by O. Porter,,38,40
167,2,3:33.0,B. Beal misses 2-pt layup from 1 ft,,38,40
168,2,3:33.0,Offensive rebound by M. Gortat,,38,40
169,2,3:31.0,Shooting foul by K. Towns (drawn by M. Gortat),,38,40
170,2,3:31.0,M. Gortat misses free throw 1 of 2,,38,40
171,2,3:31.0,Offensive rebound by Team,,38,40
172,2,3:31.0,M. Gortat makes free throw 2 of 2,,39,40
173,2,3:19.0,,J. Butler misses 2-pt layup from 1 ft,39,40
174,2,3:17.0,,Offensive rebound by J. Butler,39,40
175,2,3:15.0,,T. Gibson makes 2-pt dunk at rim (assist by J. Butler),39,42
176,2,2:54.0,M. Gortat makes 2-pt layup at rim (assist by M. Morris),,41,42
177,2,2:35.0,,K. Towns makes 2-pt layup at rim (assist by J. Butler),41,44
178,2,2:18.0,B. Beal misses 2-pt layup from 3 ft,,41,44
179,2,2:15.0,,Defensive rebound by K. Towns,41,44
180,2,2:07.0,,A. Wiggins misses 2-pt jump shot from 19 ft,41,44
181,2,2:05.0,Defensive rebound by M. Gortat,,41,44
182,2,1:55.0,O. Porter misses 2-pt jump shot from 5 ft,,41,44
183,2,1:53.0,,Defensive rebound by K. Towns,41,44
184,2,1:48.0,,T. Jones makes 3-pt jump shot from 25 ft (assist by J. Butler),41,47
185,2,1:34.0,B. Beal makes 2-pt layup at rim (assist by M. Gortat),,43,47
186,2,1:29.0,,Shooting foul by K. Oubre (drawn by J. Butler),43,47
187,2,1:29.0,,J. Butler makes free throw 1 of 2,43,48
188,2,1:29.0,T. Satoranský enters the game for K. Oubre,,43,48
189,2,1:29.0,,J. Butler makes free throw 2 of 2,43,49
190,2,1:15.0,O. Porter misses 3-pt jump shot from 23 ft,,43,49
191,2,1:12.0,,Defensive rebound by K. Towns,43,49
192,2,0:54.0,,A. Wiggins misses 2-pt jump shot from 18 ft,43,49
193,2,0:52.0,Defensive rebound by T. Satoranský,,43,49
194,2,0:45.0,M. Gortat misses 2-pt jump shot from 10 ft,,43,49
195,2,0:42.0,,Defensive rebound by T. Jones,43,49
196,2,0:28.0,,T. Gibson makes 2-pt layup from 1 ft (assist by J. Butler),43,51
197,2,0:07.0,O. Porter misses 3-pt jump shot from 24 ft,,43,51
198,2,0:03.0,Offensive rebound by M. Morris,,43,51
199,2,0:02.0,Offensive foul by M. Morris (drawn by K. Towns),,43,51
200,2,0:02.0,Turnover by M. Morris (offensive foul),,43,51
201,2,0:02.0,M. Scott enters the game for M. Morris,,43,51
202,2,0:00.0,,J. Butler misses 3-pt jump shot from 40 ft,43,51
203,2,0:00.0,,Offensive rebound by Team,43,51
204,3,11:47.0,M. Morris misses 3-pt jump shot from 22 ft,,43,51
205,3,11:44.0,,Defensive rebound by K. Towns,43,51
206,3,11:25.0,,T. Jones misses 3-pt jump shot from 27 ft,43,51
207,3,11:22.0,Defensive rebound by B. Beal,,43,51
208,3,11:19.0,B. Beal misses 2-pt jump shot from 14 ft,,43,51
209,3,11:16.0,,Defensive rebound by J. Butler,43,51
210,3,11:04.0,,K. Towns makes 3-pt jump shot from 25 ft (assist by J. Butler),43,54
211,3,10:46.0,M. Gortat misses 2-pt hook shot from 3 ft,,43,54
212,3,10:44.0,,Defensive rebound by K. Towns,43,54
213,3,10:29.0,,T. Gibson misses 2-pt jump shot from 8 ft,43,54
214,3,10:26.0,Defensive rebound by M. Morris,,43,54
215,3,10:20.0,Turnover by O. Porter (bad pass; steal by J. Butler),,43,54
216,3,10:15.0,,A. Wiggins misses 2-pt layup from 1 ft,43,54
217,3,10:12.0,,Offensive rebound by K. Towns,43,54
218,3,10:12.0,,K. Towns misses 2-pt layup from 1 ft (block by B. Beal),43,54
219,3,10:12.0,Defensive rebound by M. Gortat,,43,54
220,3,10:06.0,T. Frazier misses 2-pt layup from 4 ft (block by A. Wiggins),,43,54
221,3,10:03.0,,Defensive rebound by T. Jones,43,54
222,3,10:01.0,,Personal foul by O. Porter (drawn by T. Jones),43,54
223,3,9:51.0,,Shooting foul by B. Beal (drawn by J. Butler),43,54
224,3,9:51.0,,J. Butler makes free throw 2 of 2,43,55
225,3,9:51.0,,J. Butler makes free throw 1 of 2,43,56
226,3,9:42.0,O. Porter makes 3-pt jump shot from 24 ft (assist by T. Frazier),,46,56
227,3,9:20.0,,T. Jones misses 3-pt jump shot from 25 ft,46,56
228,3,9:16.0,Defensive rebound by M. Gortat,,46,56
229,3,9:00.0,M. Morris makes 2-pt layup from 4 ft,,48,56
230,3,8:36.0,,K. Towns misses 2-pt layup from 1 ft,48,56
231,3,8:34.0,Defensive rebound by T. Frazier,,48,56
232,3,8:31.0,O. Porter makes 3-pt jump shot from 25 ft (assist by T. Frazier),,51,56
233,3,8:29.0,,Minnesota full timeout,51,56
234,3,8:08.0,,T. Jones makes 2-pt jump shot from 11 ft (assist by T. Gibson),51,58
235,3,8:08.0,,Shooting foul by M. Morris (drawn by T. Jones),51,58
236,3,8:08.0,,T. Jones misses free throw 1 of 1,51,58
237,3,8:06.0,Defensive rebound by M. Gortat,,51,58
238,3,7:51.0,B. Beal misses 2-pt jump shot from 13 ft,,51,58
239,3,7:49.0,,Defensive rebound by Team,51,58
240,3,7:29.0,,K. Towns makes 2-pt hook shot from 6 ft (assist by J. Butler),51,60
241,3,7:06.0,M. Morris misses 2-pt jump shot from 20 ft,,51,60
242,3,7:02.0,,Defensive rebound by T. Jones,51,60
243,3,6:57.0,,Turnover by K. Towns (bad pass),51,60
244,3,6:38.0,T. Frazier makes 2-pt jump shot from 7 ft,,53,60
245,3,6:38.0,Shooting foul by T. Jones (drawn by T. Frazier),,53,60
246,3,6:38.0,T. Frazier misses free throw 1 of 1,,53,60
247,3,6:36.0,,Defensive rebound by T. Gibson,53,60
248,3,6:22.0,,K. Towns makes 2-pt jump shot from 16 ft (assist by A. Wiggins),53,62
249,3,6:08.0,M. Gortat misses 2-pt jump shot from 7 ft,,53,62
250,3,6:05.0,,Defensive rebound by K. Towns,53,62
251,3,5:57.0,,J. Butler makes 3-pt jump shot from 24 ft,53,65
252,3,5:55.0,Washington full timeout,,53,65
253,3,5:33.0,Shooting foul by T. Gibson (drawn by O. Porter),,53,65
254,3,5:33.0,O. Porter makes free throw 1 of 2,,54,65
255,3,5:33.0,O. Porter makes free throw 2 of 2,,55,65
256,3,5:18.0,,T. Jones misses 3-pt jump shot from 23 ft,55,65
257,3,5:14.0,Defensive rebound by O. Porter,,55,65
258,3,4:51.0,B. Beal misses 2-pt jump shot from 13 ft,,55,65
259,3,4:47.0,,Defensive rebound by K. Towns,55,65
260,3,4:38.0,,K. Towns misses 3-pt jump shot from 25 ft,55,65
261,3,4:34.0,Defensive rebound by O. Porter,,55,65
262,3,4:28.0,Shooting foul by T. Jones (drawn by B. Beal),,55,65
263,3,4:28.0,B. Beal makes free throw 1 of 2,,56,65
264,3,4:28.0,T. Satoranský enters the game for M. Morris,,56,65
265,3,4:28.0,K. Oubre enters the game for T. Frazier,,56,65
266,3,4:28.0,B. Beal makes free throw 2 of 2,,57,65
267,3,4:18.0,,A. Wiggins misses 3-pt jump shot from 25 ft,57,65
268,3,4:14.0,,Offensive rebound by J. Butler,57,65
269,3,4:14.0,,J. Butler misses 2-pt jump shot from 10 ft,57,65
270,3,4:14.0,Defensive rebound by M. Gortat,,57,65
271,3,4:04.0,O. Porter makes 3-pt jump shot from 24 ft (assist by B. Beal),,60,65
272,3,3:44.0,,G. Dieng enters the game for K. Towns,60,65
273,3,3:44.0,I. Mahinmi enters the game for M. Gortat,,60,65
274,3,3:39.0,,A. Wiggins makes 2-pt layup at rim (assist by J. Butler),60,67
275,3,3:24.0,Personal foul by G. Dieng (drawn by I. Mahinmi),,60,67
276,3,3:16.0,K. Oubre misses 3-pt jump shot from 24 ft,,60,67
277,3,3:12.0,,Defensive rebound by G. Dieng,60,67
278,3,2:53.0,,J. Butler makes 2-pt jump shot from 5 ft,60,69
279,3,2:32.0,K. Oubre makes 2-pt jump shot from 6 ft,,62,69
280,3,2:08.0,,A. Wiggins misses 3-pt jump shot from 25 ft,62,69
281,3,2:05.0,Defensive rebound by I. Mahinmi,,62,69
282,3,1:56.0,O. Porter makes 2-pt layup from 2 ft (assist by T. Satoranský),,64,69
283,3,1:35.0,,Turnover by T. Gibson (lost ball; steal by K. Oubre),64,69
284,3,1:31.0,Shooting foul by A. Wiggins (drawn by K. Oubre),,64,69
285,3,1:31.0,K. Oubre misses free throw 1 of 2,,64,69
286,3,1:31.0,Offensive rebound by Team,,64,69
287,3,1:31.0,,J. Crawford enters the game for J. Butler,64,69
288,3,1:31.0,K. Oubre misses free throw 2 of 2,,64,69
289,3,1:29.0,,Defensive rebound by T. Gibson,64,69
290,3,1:17.0,,T. Gibson makes 2-pt dunk at rim (assist by A. Wiggins),64,71
291,3,1:00.0,Personal foul by T. Gibson (drawn by K. Oubre),,64,71
292,3,1:00.0,K. Oubre makes free throw 1 of 2,,65,71
293,3,1:00.0,K. Oubre makes free throw 2 of 2,,66,71
294,3,0:50.0,,Personal foul by K. Oubre (drawn by A. Wiggins),66,71
295,3,0:39.0,,G. Dieng misses 2-pt layup at rim (block by K. Oubre),66,71
296,3,0:38.0,Defensive rebound by Team,,66,71
297,3,0:35.0,B. Beal misses 3-pt jump shot from 26 ft,,66,71
298,3,0:32.0,,Defensive rebound by T. Gibson,66,71
299,3,0:14.0,,Turnover by A. Wiggins (lost ball; steal by K. Oubre),66,71
300,3,0:10.0,T. Satoranský makes 2-pt dunk from 1 ft (assist by B. Beal),,68,71
301,3,0:00.0,,T. Jones misses 2-pt jump shot from 12 ft,68,71
302,3,0:00.0,Defensive rebound by K. Oubre,,68,71
303,4,11:48.0,,Offensive foul by K. Towns (drawn by K. Oubre),68,71
304,4,11:48.0,,Turnover by K. Towns (offensive foul),68,71
305,4,11:26.0,K. Oubre makes 2-pt jump shot from 11 ft,,70,71
306,4,11:07.0,,J. Butler misses 3-pt jump shot from 25 ft,70,71
307,4,11:04.0,,Offensive rebound by K. Towns,70,71
308,4,10:59.0,,J. Crawford makes 2-pt jump shot from 10 ft (assist by G. Dieng),70,73
309,4,10:43.0,O. Porter misses 2-pt jump shot from 22 ft,,70,73
310,4,10:41.0,Offensive rebound by Team,,70,73
311,4,10:41.0,M. Scott enters the game for O. Porter,,70,73
312,4,10:36.0,Turnover by M. Scott (bad pass),,70,73
313,4,10:29.0,,Personal foul by I. Mahinmi (drawn by K. Towns),70,73
314,4,10:29.0,,T. Gibson enters the game for G. Dieng,70,73
315,4,10:22.0,,K. Towns makes 2-pt dunk from 1 ft (assist by J. Crawford),70,75
316,4,10:02.0,I. Mahinmi misses 2-pt layup from 1 ft,,70,75
317,4,10:00.0,,Defensive rebound by T. Gibson,70,75
318,4,9:49.0,,K. Towns misses 2-pt layup from 5 ft,70,75
319,4,9:46.0,,Offensive rebound by A. Brooks,70,75
320,4,9:44.0,,J. Crawford makes 3-pt jump shot from 25 ft (assist by A. Brooks),70,78
321,4,9:43.0,Washington full timeout,,70,78
322,4,9:23.0,I. Mahinmi makes 2-pt jump shot from 3 ft,,72,78
323,4,9:02.0,,J. Butler makes 2-pt jump shot from 17 ft,72,80
324,4,8:45.0,M. Scott makes 2-pt jump shot from 12 ft (assist by K. Oubre),,74,80
325,4,8:26.0,,A. Brooks misses 2-pt layup from 1 ft,74,80
326,4,8:24.0,Defensive rebound by M. Scott,,74,80
327,4,8:19.0,K. Oubre misses 3-pt jump shot from 23 ft,,74,80
328,4,8:16.0,,Defensive rebound by T. Gibson,74,80
329,4,7:57.0,,J. Crawford misses 3-pt jump shot from 26 ft,74,80
330,4,7:55.0,Defensive rebound by T. Satoranský,,74,80
331,4,7:52.0,,Violation by T. Gibson (kicked ball),74,80
332,4,7:52.0,,T. Jones enters the game for A. Brooks,74,80
333,4,7:45.0,T. Satoranský misses 2-pt jump shot from 18 ft,,74,80
334,4,7:39.0,Offensive rebound by I. Mahinmi,,74,80
335,4,7:37.0,J. Meeks misses 3-pt jump shot from 24 ft,,74,80
336,4,7:35.0,,Defensive rebound by J. Butler,74,80
337,4,7:18.0,,J. Butler misses 2-pt layup from 1 ft,74,80
338,4,7:16.0,,Offensive rebound by T. Gibson,74,80
339,4,7:15.0,,T. Gibson misses 2-pt layup from 1 ft (block by I. Mahinmi),74,80
340,4,7:15.0,Defensive rebound by T. Satoranský,,74,80
341,4,7:12.0,J. Meeks makes 3-pt jump shot from 25 ft (assist by T. Satoranský),,77,80
342,4,6:50.0,,Turnover by J. Crawford (traveling),77,80
343,4,6:35.0,Turnover by K. Oubre (bad pass; steal by T. Jones),,77,80
344,4,6:24.0,,J. Butler misses 2-pt jump shot from 13 ft,77,80
345,4,6:20.0,,Offensive rebound by J. Butler,77,80
346,4,6:19.0,,K. Towns makes 2-pt dunk at rim (assist by J. Butler),77,82
347,4,5:56.0,M. Scott makes 2-pt layup from 1 ft,,79,82
348,4,5:33.0,,J. Crawford misses 2-pt layup from 4 ft,79,82
349,4,5:31.0,,Offensive rebound by J. Crawford,79,82
350,4,5:30.0,,J. Crawford makes 2-pt jump shot from 9 ft,79,84
351,4,5:29.0,Washington full timeout,,79,84
352,4,5:29.0,,A. Wiggins enters the game for J. Crawford,79,84
353,4,5:29.0,B. Beal enters the game for T. Satoranský,,79,84
354,4,5:16.0,M. Scott makes 2-pt layup from 1 ft (assist by B. Beal),,81,84
355,4,4:53.0,,K. Towns misses 2-pt jump shot from 4 ft (block by I. Mahinmi),81,84
356,4,4:52.0,Defensive rebound by K. Oubre,,81,84
357,4,4:39.0,K. Oubre makes 2-pt jump shot from 14 ft,,83,84
358,4,4:13.0,,T. Jones makes 3-pt jump shot from 25 ft (assist by A. Wiggins),83,87
359,4,3:53.0,Shooting foul by K. Towns (drawn by B. Beal),,83,87
360,4,3:53.0,B. Beal misses free throw 1 of 2,,83,87
361,4,3:53.0,Offensive rebound by Team,,83,87
362,4,3:53.0,B. Beal makes free throw 2 of 2,,84,87
363,4,3:41.0,,Personal foul by I. Mahinmi (drawn by J. Butler),84,87
364,4,3:41.0,O. Porter enters the game for J. Meeks,,84,87
365,4,3:26.0,,J. Butler misses 3-pt jump shot from 25 ft,84,87
366,4,3:22.0,Defensive rebound by K. Oubre,,84,87
367,4,3:04.0,M. Scott misses 3-pt jump shot from 25 ft,,84,87
368,4,3:01.0,Offensive rebound by I. Mahinmi,,84,87
369,4,2:48.0,M. Scott makes 3-pt jump shot from 24 ft (assist by I. Mahinmi),,87,87
370,4,2:45.0,,Minnesota full timeout,87,87
371,4,2:28.0,,J. Butler misses 2-pt jump shot from 15 ft,87,87
372,4,2:25.0,Defensive rebound by O. Porter,,87,87
373,4,2:06.0,O. Porter misses 2-pt jump shot from 9 ft,,87,87
374,4,2:02.0,Offensive rebound by I. Mahinmi,,87,87
375,4,1:59.0,O. Porter misses 3-pt jump shot from 24 ft,,87,87
376,4,1:56.0,,Defensive rebound by T. Gibson,87,87
377,4,1:37.0,,T. Gibson misses 2-pt jump shot from 20 ft,87,87
378,4,1:34.0,Defensive rebound by O. Porter,,87,87
379,4,1:24.0,B. Beal misses 2-pt jump shot from 16 ft,,87,87
380,4,1:18.0,,Defensive rebound by K. Towns,87,87
381,4,0:58.0,,T. Gibson makes 2-pt layup from 1 ft (assist by T. Jones),87,89
382,4,0:58.0,Washington full timeout,,87,89
383,4,0:55.0,O. Porter makes 2-pt layup from 2 ft (assist by M. Scott),,89,89
384,4,0:55.0,,Minnesota full timeout,89,89
385,4,0:43.0,,K. Towns misses 3-pt jump shot from 25 ft,89,89
386,4,0:40.0,Defensive rebound by B. Beal,,89,89
