,QUARTER,TIME_REMAINING,ORLANDO_ACTION,MILWAUKEE_ACTION,ORLANDO_SCORE,MILWAUKEE_SCORE
0,1,11:45.0,,J. Henson makes 2-pt hook shot from 6 ft (assist by T. Snell),0,2
1,1,11:31.0,D. Augustin makes 3-pt jump shot from 27 ft (assist by N. Vučević),,3,2
2,1,11:14.0,,J. Henson makes 2-pt hook shot from 5 ft (assist by E. Bledsoe),3,4
3,1,11:00.0,D. Augustin misses 2-pt layup from 4 ft,,3,4
4,1,10:57.0,,Defensive rebound by J. Henson,3,4
5,1,10:48.0,,J. Parker makes 3-pt jump shot from 23 ft (assist by J. Henson),3,7
6,1,10:28.0,Turnover by A. Gordon (bad pass; steal by K. Middleton),,3,7
7,1,10:21.0,,T. Snell misses 3-pt jump shot from 23 ft,3,7
8,1,10:18.0,,Offensive rebound by J. Parker,3,7
9,1,10:17.0,,Turnover by J. Parker (lost ball; steal by W. Iwundu),3,7
10,1,10:15.0,A. Gordon makes 2-pt layup from 1 ft (assist by D. Augustin),,5,7
11,1,10:15.0,Shooting foul by K. Middleton (drawn by A. Gordon),,5,7
12,1,10:15.0,A. Gordon misses free throw 1 of 1,,5,7
13,1,10:12.0,,Defensive rebound by J. Parker,5,7
14,1,10:01.0,,J. Parker misses 2-pt jump shot from 15 ft,5,7
15,1,9:59.0,Defensive rebound by W. Iwundu,,5,7
16,1,9:52.0,Turnover by D. Augustin (bad pass; steal by T. Snell),,5,7
17,1,9:47.0,,Turnover by E. Bledsoe (lost ball; steal by A. Gordon),5,7
18,1,9:35.0,A. Gordon misses 2-pt hook shot from 9 ft,,5,7
19,1,9:33.0,,Defensive rebound by E. Bledsoe,5,7
20,1,9:26.0,,Turnover by K. Middleton (bad pass; steal by M. Hezonja),5,7
21,1,9:21.0,M. Hezonja makes 2-pt dunk from 1 ft,,7,7
22,1,9:03.0,,E. Bledsoe makes 3-pt jump shot from 26 ft,7,10
23,1,8:53.0,A. Gordon makes 2-pt dunk from 1 ft (assist by N. Vučević),,9,10
