,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,DETROIT_ACTION,GOLDEN STATE_SCORE,DETROIT_SCORE
432,4,0:20.0,,T. Harris enters the game for S. Johnson,100,98
433,4,0:20.0,S. Livingston misses free throw 2 of 2,,100,98
434,4,0:17.0,,Defensive rebound by T. Harris,100,98
435,4,0:05.0,,R. Jackson misses 2-pt layup from 4 ft,100,98
436,4,0:05.0,Defensive rebound by K. Thompson,,100,98
437,4,0:05.0,Personal foul by A. Tolliver (drawn by K. Thompson),,100,98
438,4,0:05.0,K. Thompson makes free throw 1 of 2,,101,98
439,4,0:05.0,,B. Marjanović enters the game for A. Tolliver,101,98
440,4,0:05.0,,A. Tolliver enters the game for T. Harris,101,98
441,4,0:05.0,K. Thompson makes free throw 2 of 2,,102,98
442,4,0:05.0,,Detroit full timeout,102,98
443,4,0:05.0,,T. Harris enters the game for B. Marjanović,102,98
444,4,0:05.0,,L. Galloway enters the game for A. Tolliver,102,98
445,4,0:02.0,,L. Galloway misses 3-pt jump shot from 27 ft,102,98
446,4,0:02.0,,Offensive rebound by R. Jackson,102,98
