,QUARTER,TIME_REMAINING,BOSTON_ACTION,MILWAUKEE_ACTION,BOSTON_SCORE,MILWAUKEE_SCORE
0,1,11:41.0,Personal foul by T. Snell (drawn by D. Theis),,0,0
1,1,11:40.0,A. Horford misses 2-pt hook shot from 3 ft,,0,0
2,1,11:40.0,Offensive rebound by Team,,0,0
3,1,11:33.0,K. Irving misses 2-pt jump shot from 11 ft,,0,0
4,1,11:29.0,Offensive rebound by A. Horford,,0,0
5,1,11:25.0,K. Irving makes 2-pt jump shot from 20 ft (assist by A. Horford),,2,0
6,1,11:18.0,,K. Middleton makes 2-pt jump shot from 16 ft,2,2
7,1,11:06.0,Turnover by D. Theis (turnover),,2,2
8,1,10:54.0,,K. Middleton misses 3-pt jump shot from 25 ft,2,2
9,1,10:49.0,Defensive rebound by K. Irving,,2,2
10,1,10:46.0,A. Horford makes 2-pt layup from 1 ft (assist by K. Irving),,4,2
11,1,10:33.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,4,4
12,1,10:18.0,J. Tatum misses 3-pt jump shot from 27 ft,,4,4
13,1,10:15.0,,Defensive rebound by T. Maker,4,4
14,1,10:08.0,,T. Snell makes 3-pt jump shot from 26 ft (assist by T. Maker),4,7
15,1,9:42.0,A. Horford makes 2-pt jump shot from 11 ft (assist by J. Tatum),,6,7
16,1,9:14.0,,K. Middleton misses 2-pt jump shot from 10 ft,6,7
17,1,9:12.0,,Offensive rebound by T. Maker,6,7
18,1,9:11.0,,T. Maker misses 2-pt layup from 2 ft,6,7
19,1,9:08.0,Defensive rebound by J. Brown,,6,7
20,1,8:58.0,Shooting foul by G. Antetokounmpo (drawn by K. Irving),,6,7
21,1,8:58.0,K. Irving makes free throw 1 of 2,,7,7
22,1,8:58.0,K. Irving makes free throw 2 of 2,,8,7
23,1,8:48.0,,T. Snell misses 3-pt jump shot from 25 ft,8,7
24,1,8:45.0,Defensive rebound by J. Brown,,8,7
25,1,8:40.0,J. Tatum makes 3-pt jump shot from 26 ft (assist by A. Horford),,11,7
26,1,8:40.0,,Technical foul by T. Snell,11,7
27,1,8:40.0,,Turnover by T. Snell (turnover),11,7
28,1,8:40.0,,D. Liggins enters the game for T. Snell,11,7
29,1,8:40.0,J. Tatum makes free throw 1 of 1,,12,7
30,1,8:32.0,Offensive foul by J. Tatum (drawn by M. Brogdon),,12,7
31,1,8:32.0,Turnover by J. Tatum (offensive foul),,12,7
32,1,8:20.0,,G. Antetokounmpo misses 2-pt jump shot from 15 ft,12,7
33,1,8:18.0,Defensive rebound by J. Tatum,,12,7
34,1,8:13.0,,Offensive charge foul by D. Theis (drawn by G. Antetokounmpo),12,7
35,1,8:13.0,Turnover by D. Theis (offensive foul),,12,7
36,1,7:54.0,,K. Middleton misses 2-pt jump shot from 14 ft (block by K. Irving),12,7
37,1,7:51.0,,Offensive rebound by K. Middleton,12,7
38,1,7:48.0,,M. Brogdon misses 2-pt layup from 3 ft,12,7
39,1,7:45.0,Defensive rebound by A. Horford,,12,7
40,1,7:39.0,Turnover by J. Brown (bad pass),,12,7
41,1,7:21.0,,M. Brogdon misses 3-pt jump shot from 22 ft,12,7
42,1,7:17.0,Defensive rebound by J. Brown,,12,7
43,1,7:01.0,D. Theis misses 2-pt layup at rim,,12,7
44,1,6:58.0,,Defensive rebound by D. Liggins,12,7
45,1,6:47.0,,K. Middleton misses 2-pt jump shot from 5 ft,12,7
46,1,6:44.0,Defensive rebound by D. Theis,,12,7
47,1,6:42.0,K. Irving makes 3-pt jump shot from 25 ft,,15,7
48,1,6:40.0,,Milwaukee full timeout,15,7
49,1,6:40.0,,G. Monroe enters the game for T. Maker,15,7
50,1,6:40.0,,M. Teletović enters the game for G. Antetokounmpo,15,7
51,1,6:40.0,A. Baynes enters the game for D. Theis,,15,7
52,1,6:40.0,M. Smart enters the game for A. Horford,,15,7
53,1,6:26.0,,Turnover by M. Brogdon (bad pass; steal by J. Brown),15,7
54,1,6:11.0,A. Baynes makes 2-pt jump shot from 11 ft (assist by K. Irving),,17,7
55,1,6:01.0,,M. Brogdon makes 2-pt layup from 1 ft (assist by G. Monroe),17,9
56,1,5:47.0,J. Brown misses 3-pt jump shot from 26 ft,,17,9
57,1,5:44.0,,Defensive rebound by M. Brogdon,17,9
58,1,5:38.0,,M. Brogdon makes 2-pt layup at rim,17,11
59,1,5:14.0,J. Brown misses 2-pt layup from 3 ft,,17,11
60,1,5:12.0,,Defensive rebound by G. Monroe,17,11
61,1,5:04.0,,K. Middleton makes 2-pt jump shot from 19 ft,17,13
62,1,4:49.0,Shooting foul by G. Monroe (drawn by A. Baynes),,17,13
63,1,4:49.0,A. Baynes makes free throw 1 of 2,,18,13
