,QUARTER,TIME_REMAINING,DALLAS_ACTION,MINNESOTA_ACTION,DALLAS_SCORE,MINNESOTA_SCORE
383,4,2:57.0,Y. Ferrell misses 3-pt jump shot from 24 ft,,89,106
384,4,2:55.0,Offensive rebound by M. Kleber,,89,106
385,4,2:50.0,G. Clavell makes 3-pt jump shot from 24 ft (assist by M. Kleber),,92,106
386,4,2:27.0,,A. Wiggins misses 2-pt jump shot from 17 ft,92,106
387,4,2:21.0,Defensive rebound by D. Powell,,92,106
388,4,2:13.0,Turnover by D. Smith (lost ball; steal by T. Gibson),,92,106
389,4,2:13.0,,Personal foul by M. Kleber (drawn by J. Butler),92,106
390,4,2:03.0,,Personal foul by M. Kleber (drawn by K. Towns),92,106
391,4,2:03.0,,K. Towns makes free throw 1 of 2,92,107
392,4,2:03.0,J. Withey enters the game for D. Smith,,92,107
393,4,2:03.0,,K. Towns makes free throw 2 of 2,92,108
394,4,1:48.0,Y. Ferrell makes 2-pt jump shot from 21 ft,,94,108
395,4,1:41.0,,Offensive foul by J. Butler (drawn by J. Withey),94,108
396,4,1:41.0,,Turnover by J. Butler (offensive foul),94,108
397,4,1:41.0,,J. Crawford enters the game for J. Butler,94,108
398,4,1:41.0,,C. Aldrich enters the game for K. Towns,94,108
399,4,1:30.0,Y. Ferrell misses 2-pt layup from 2 ft (block by T. Gibson),,94,108
400,4,1:27.0,,Defensive rebound by A. Wiggins,94,108
401,4,1:13.0,,J. Teague makes 3-pt jump shot from 26 ft (assist by A. Wiggins),94,111
402,4,0:57.0,Y. Ferrell makes 2-pt jump shot from 13 ft,,96,111
403,4,0:42.0,,Personal foul by G. Clavell (drawn by C. Aldrich),96,111
404,4,0:42.0,,C. Aldrich misses free throw 1 of 2,96,111
405,4,0:42.0,,Offensive rebound by Team,96,111
406,4,0:42.0,,A. Brooks enters the game for J. Teague,96,111
407,4,0:42.0,,M. Georges-Hunt enters the game for A. Wiggins,96,111
408,4,0:42.0,,C. Aldrich makes free throw 2 of 2,96,112
409,4,0:33.0,J. Withey misses 3-pt jump shot from 24 ft,,96,112
410,4,0:30.0,Offensive rebound by D. Powell,,96,112
411,4,0:30.0,D. Powell makes 2-pt layup at rim,,98,112
412,4,0:30.0,Shooting foul by T. Gibson (drawn by D. Powell),,98,112
413,4,0:30.0,D. Powell makes free throw 1 of 1,,99,112
414,4,0:05.0,,Turnover by Team (shot clock),99,112
415,4,0:01.0,G. Clavell misses 3-pt jump shot from 24 ft,,99,112
416,4,0:00.0,,Defensive rebound by C. Aldrich,99,112
