,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,SACRAMENTO_ACTION,SAN ANTONIO_SCORE,SACRAMENTO_SCORE
129,2,6:55.0,,Shooting foul by L. Aldridge (drawn by B. Bogdanović),32,37
130,2,6:55.0,,B. Bogdanović makes free throw 1 of 2,32,38
131,2,6:55.0,,B. Bogdanović makes free throw 2 of 2,32,39
132,2,6:43.0,Turnover by T. Parker (bad pass; steal by V. Carter),,32,39
133,2,6:31.0,,S. Labissière misses 2-pt hook shot from 9 ft,32,39
134,2,6:27.0,Defensive rebound by L. Aldridge,,32,39
135,2,6:18.0,B. Forbes misses 3-pt jump shot from 25 ft,,32,39
136,2,6:15.0,,Defensive rebound by B. Bogdanović,32,39
137,2,5:56.0,,G. Temple misses 3-pt jump shot from 25 ft,32,39
138,2,5:53.0,Defensive rebound by L. Aldridge,,32,39
139,2,5:45.0,Personal foul by K. Koufos (drawn by L. Aldridge),,32,39
140,2,5:45.0,,W. Cauley-Stein enters the game for S. Labissière,32,39
141,2,5:45.0,,Z. Randolph enters the game for K. Koufos,32,39
142,2,5:45.0,B. Paul enters the game for K. Anderson,,32,39
143,2,5:45.0,P. Mills enters the game for B. Forbes,,32,39
144,2,5:33.0,L. Aldridge misses 2-pt jump shot from 14 ft,,32,39
145,2,5:31.0,,Defensive rebound by B. Bogdanović,32,39
146,2,5:21.0,,V. Carter misses 2-pt layup from 3 ft,32,39
147,2,5:18.0,Defensive rebound by L. Aldridge,,32,39
148,2,5:13.0,D. Bertāns misses 3-pt jump shot from 24 ft,,32,39
149,2,5:10.0,,Defensive rebound by W. Cauley-Stein,32,39
150,2,5:07.0,,Sacramento full timeout,32,39
151,2,5:07.0,D. Murray enters the game for T. Parker,,32,39
152,2,5:07.0,,D. Fox enters the game for G. Temple,32,39
153,2,4:58.0,,B. Bogdanović misses 2-pt jump shot from 20 ft,32,39
154,2,4:55.0,Defensive rebound by B. Paul,,32,39
155,2,4:44.0,D. Bertāns makes 2-pt layup from 1 ft (assist by D. Murray),,34,39
156,2,4:35.0,,Shooting foul by B. Paul (drawn by W. Cauley-Stein),34,39
157,2,4:35.0,,W. Cauley-Stein makes free throw 1 of 2,34,40
158,2,4:35.0,,W. Cauley-Stein makes free throw 2 of 2,34,41
159,2,4:22.0,P. Mills misses 2-pt layup from 2 ft,,34,41
160,2,4:20.0,Offensive rebound by L. Aldridge,,34,41
161,2,4:19.0,L. Aldridge misses 2-pt layup from 2 ft,,34,41
162,2,4:19.0,,Defensive rebound by Z. Randolph,34,41
163,2,4:04.0,,V. Carter misses 3-pt jump shot from 27 ft,34,41
164,2,3:59.0,Defensive rebound by D. Murray,,34,41
165,2,3:56.0,D. Murray misses 2-pt layup from 2 ft,,34,41
166,2,3:54.0,,Defensive rebound by W. Cauley-Stein,34,41
167,2,3:42.0,,Turnover by Z. Randolph (bad pass; steal by D. Murray),34,41
168,2,3:42.0,Turnover by D. Murray (bad pass),,34,41
169,2,3:42.0,,B. Hield enters the game for V. Carter,34,41
170,2,3:32.0,,Z. Randolph misses 2-pt jump shot from 20 ft,34,41
171,2,3:30.0,Defensive rebound by D. Murray,,34,41
172,2,3:20.0,P. Mills makes 2-pt layup from 1 ft (assist by D. Murray),,36,41
173,2,3:08.0,,D. Fox misses 2-pt jump shot from 6 ft (block by D. Murray),36,41
174,2,3:03.0,,Offensive rebound by D. Fox,36,41
175,2,3:00.0,,Z. Randolph makes 3-pt jump shot from 25 ft (assist by D. Fox),36,44
176,2,2:54.0,Turnover by B. Paul (out of bounds lost ball),,36,44
177,2,2:42.0,,D. Fox makes 2-pt layup from 2 ft,36,46
178,2,2:37.0,Turnover by L. Aldridge (bad pass; steal by B. Hield),,36,46
179,2,2:34.0,,B. Hield makes 3-pt jump shot from 25 ft,36,49
180,2,2:22.0,D. Murray makes 2-pt layup from 2 ft,,38,49
181,2,2:06.0,,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by D. Fox),38,52
182,2,1:41.0,P. Mills misses 3-pt jump shot from 22 ft,,38,52
183,2,1:39.0,Offensive rebound by D. Murray,,38,52
184,2,1:31.0,P. Mills makes 2-pt layup from 1 ft (assist by D. Murray),,40,52
185,2,1:13.0,,Z. Randolph misses 2-pt jump shot from 9 ft (block by L. Aldridge),40,52
186,2,1:09.0,,Offensive rebound by Z. Randolph,40,52
187,2,1:09.0,,Z. Randolph misses 2-pt jump shot from 11 ft,40,52
188,2,1:07.0,Defensive rebound by L. Aldridge,,40,52
189,2,1:01.0,D. Bertāns makes 2-pt layup from 1 ft (assist by D. Murray),,42,52
190,2,0:51.0,,Z. Randolph makes 2-pt layup from 5 ft (assist by D. Fox),42,54
191,2,0:43.0,Shooting foul by B. Bogdanović (drawn by D. Murray),,42,54
192,2,0:43.0,D. Murray makes free throw 1 of 2,,43,54
193,2,0:43.0,,G. Temple enters the game for B. Bogdanović,43,54
194,2,0:43.0,P. Gasol enters the game for B. Paul,,43,54
195,2,0:43.0,B. Forbes enters the game for L. Aldridge,,43,54
196,2,0:43.0,D. Murray misses free throw 2 of 2,,43,54
197,2,0:42.0,,Defensive rebound by G. Temple,43,54
198,2,0:30.0,,D. Fox misses 3-pt jump shot from 24 ft,43,54
199,2,0:27.0,,Offensive rebound by W. Cauley-Stein,43,54
200,2,0:27.0,,W. Cauley-Stein makes 2-pt layup from 3 ft,43,56
201,2,0:06.0,D. Bertāns makes 3-pt jump shot from 26 ft (assist by P. Mills),,46,56
202,2,0:01.0,,Turnover by G. Temple (turnover),46,56
203,2,0:01.0,San Antonio full timeout,,46,56
204,2,0:01.0,,B. Bogdanović enters the game for Z. Randolph,46,56
205,2,0:01.0,K. Anderson enters the game for D. Murray,,46,56
206,3,11:49.0,,Turnover by B. Hield (bad pass; steal by T. Parker),46,56
207,3,11:38.0,L. Aldridge misses 2-pt jump shot from 20 ft,,46,56
208,3,11:36.0,Offensive rebound by Team,,46,56
209,3,11:28.0,Turnover by K. Anderson (lost ball; steal by M. Richardson),,46,56
210,3,11:24.0,,Shooting foul by K. Anderson (drawn by M. Richardson),46,56
211,3,11:24.0,,M. Richardson misses free throw 1 of 2,46,56
212,3,11:24.0,,Offensive rebound by Team,46,56
213,3,11:24.0,,M. Richardson makes free throw 2 of 2,46,57
214,3,11:07.0,B. Forbes misses 2-pt jump shot from 14 ft,,46,57
215,3,11:03.0,,Defensive rebound by D. Fox,46,57
216,3,11:00.0,,D. Fox makes 2-pt layup from 1 ft,46,59
217,3,10:40.0,P. Gasol misses 3-pt jump shot from 25 ft,,46,59
218,3,10:37.0,,Defensive rebound by B. Hield,46,59
219,3,10:26.0,Offensive charge foul by Z. Randolph (drawn by K. Anderson),,46,59
220,3,10:26.0,,Turnover by Z. Randolph (offensive foul),46,59
221,3,10:08.0,T. Parker misses 3-pt jump shot from 22 ft,,46,59
222,3,10:03.0,,Defensive rebound by B. Hield,46,59
223,3,9:53.0,,Turnover by B. Hield (lost ball; steal by B. Forbes),46,59
224,3,9:46.0,L. Aldridge makes 2-pt layup from 2 ft,,48,59
225,3,9:41.0,,Personal foul by B. Forbes (drawn by D. Fox),48,59
226,3,9:33.0,,Z. Randolph misses 2-pt jump shot from 14 ft,48,59
227,3,9:28.0,Defensive rebound by L. Aldridge,,48,59
228,3,9:20.0,B. Forbes makes 2-pt jump shot from 15 ft,,50,59
229,3,9:06.0,,D. Fox makes 2-pt jump shot from 16 ft,50,61
230,3,8:51.0,B. Forbes misses 2-pt jump shot from 9 ft,,50,61
231,3,8:51.0,Offensive rebound by L. Aldridge,,50,61
232,3,8:51.0,L. Aldridge makes 2-pt layup at rim,,52,61
233,3,8:51.0,Shooting foul by Z. Randolph (drawn by L. Aldridge),,52,61
234,3,8:51.0,L. Aldridge makes free throw 1 of 1,,53,61
235,3,8:41.0,,W. Cauley-Stein makes 2-pt jump shot from 16 ft (assist by D. Fox),53,63
236,3,8:18.0,B. Forbes misses 2-pt jump shot from 13 ft,,53,63
237,3,8:14.0,,Defensive rebound by W. Cauley-Stein,53,63
238,3,8:00.0,,Turnover by W. Cauley-Stein (lost ball; steal by K. Anderson),53,63
239,3,7:56.0,T. Parker misses 2-pt layup from 2 ft,,53,63
240,3,7:51.0,Offensive rebound by L. Aldridge,,53,63
241,3,7:51.0,L. Aldridge makes 2-pt layup at rim,,55,63
242,3,7:41.0,,Z. Randolph misses 2-pt jump shot from 7 ft,55,63
243,3,7:41.0,Defensive rebound by L. Aldridge,,55,63
244,3,7:34.0,San Antonio full timeout,,55,63
245,3,7:34.0,,B. Bogdanović enters the game for B. Hield,55,63
246,3,7:34.0,,G. Temple enters the game for M. Richardson,55,63
247,3,7:34.0,D. Bertāns enters the game for P. Gasol,,55,63
248,3,7:22.0,L. Aldridge makes 2-pt jump shot from 15 ft,,57,63
249,3,7:01.0,,Turnover by W. Cauley-Stein (lost ball; steal by K. Anderson),57,63
250,3,6:52.0,D. Bertāns misses 2-pt jump shot from 16 ft,,57,63
251,3,6:48.0,,Defensive rebound by Z. Randolph,57,63
252,3,6:42.0,,Z. Randolph misses 3-pt jump shot from 25 ft,57,63
253,3,6:39.0,Defensive rebound by B. Forbes,,57,63
254,3,6:27.0,L. Aldridge makes 2-pt jump shot from 16 ft,,59,63
255,3,6:19.0,,D. Fox misses 2-pt layup from 1 ft,59,63
256,3,6:16.0,Defensive rebound by K. Anderson,,59,63
257,3,6:10.0,B. Forbes misses 3-pt jump shot from 25 ft,,59,63
258,3,6:07.0,,Defensive rebound by B. Bogdanović,59,63
259,3,5:56.0,,G. Temple makes 3-pt jump shot from 22 ft (assist by B. Bogdanović),59,66
260,3,5:36.0,T. Parker makes 2-pt layup from 1 ft,,61,66
261,3,5:19.0,,B. Bogdanović misses 2-pt jump shot from 16 ft,61,66
262,3,5:19.0,,Offensive rebound by Team,61,66
263,3,5:19.0,Loose ball foul by K. Anderson (drawn by Z. Randolph),,61,66
264,3,5:19.0,P. Gasol enters the game for T. Parker,,61,66
265,3,5:19.0,P. Mills enters the game for B. Forbes,,61,66
266,3,5:19.0,D. Murray enters the game for L. Aldridge,,61,66
267,3,5:19.0,D. White enters the game for K. Anderson,,61,66
268,3,5:06.0,,W. Cauley-Stein misses 2-pt layup from 5 ft (block by D. Bertāns),61,66
269,3,5:01.0,Defensive rebound by P. Gasol,,61,66
270,3,4:59.0,D. Bertāns makes 2-pt layup from 2 ft (assist by D. White),,63,66
271,3,4:46.0,,Z. Randolph misses 2-pt jump shot from 19 ft,63,66
272,3,4:43.0,Defensive rebound by D. White,,63,66
273,3,4:31.0,P. Mills misses 3-pt jump shot from 24 ft,,63,66
274,3,4:28.0,,Defensive rebound by Z. Randolph,63,66
275,3,4:21.0,,D. Fox makes 3-pt jump shot from 25 ft,63,69
276,3,4:04.0,Turnover by P. Mills (bad pass; steal by Z. Randolph),,63,69
277,3,4:00.0,,G. Temple misses 2-pt layup from 1 ft,63,69
278,3,3:58.0,Defensive rebound by P. Gasol,,63,69
279,3,3:55.0,,S. Labissière enters the game for Z. Randolph,63,69
280,3,3:46.0,Turnover by D. Murray (bad pass; steal by S. Labissière),,63,69
281,3,3:46.0,,Personal foul by P. Mills (drawn by S. Labissière),63,69
282,3,3:40.0,,Shooting foul by P. Gasol (drawn by W. Cauley-Stein),63,69
283,3,3:40.0,,W. Cauley-Stein makes free throw 1 of 2,63,70
284,3,3:40.0,,W. Cauley-Stein misses free throw 2 of 2,63,70
285,3,3:31.0,Defensive rebound by D. Murray,,63,70
286,3,3:28.0,D. Bertāns makes 2-pt jump shot from 7 ft (assist by P. Mills),,65,70
287,3,3:28.0,Shooting foul by S. Labissière (drawn by D. Bertāns),,65,70
288,3,3:28.0,D. Bertāns misses free throw 1 of 1,,65,70
289,3,3:25.0,,Defensive rebound by S. Labissière,65,70
290,3,3:12.0,,Turnover by D. Fox (bad pass; steal by D. Murray),65,70
291,3,3:08.0,P. Mills makes 2-pt layup from 1 ft (assist by D. Bertāns),,67,70
292,3,3:01.0,,Sacramento full timeout,67,70
293,3,2:55.0,,Offensive foul by W. Cauley-Stein (drawn by D. Bertāns),67,70
294,3,2:55.0,,Turnover by W. Cauley-Stein (offensive foul),67,70
295,3,2:44.0,D. Bertāns makes 3-pt jump shot from 26 ft (assist by D. Murray),,70,70
296,3,2:16.0,,G. Temple makes 2-pt jump shot from 21 ft (assist by D. Fox),70,72
297,3,2:00.0,P. Mills makes 3-pt jump shot from 24 ft (assist by D. Bertāns),,73,72
298,3,1:46.0,,W. Cauley-Stein misses 2-pt jump shot from 16 ft,73,72
299,3,1:43.0,Defensive rebound by D. Murray,,73,72
300,3,1:31.0,D. Bertāns misses 3-pt jump shot from 27 ft,,73,72
301,3,1:28.0,,Defensive rebound by Team,73,72
302,3,1:28.0,,B. Hield enters the game for W. Cauley-Stein,73,72
303,3,1:28.0,,K. Koufos enters the game for D. Fox,73,72
304,3,1:13.0,,G. Temple makes 2-pt jump shot from 21 ft,73,74
305,3,0:54.0,P. Mills misses 2-pt jump shot from 20 ft,,73,74
306,3,0:51.0,,Defensive rebound by B. Bogdanović,73,74
307,3,0:43.0,,K. Koufos makes 2-pt hook shot from 7 ft (assist by B. Bogdanović),73,76
308,3,0:29.0,D. Murray misses 2-pt jump shot from 8 ft,,73,76
309,3,0:26.0,Offensive rebound by Team,,73,76
310,3,0:05.0,D. Murray misses 2-pt layup from 3 ft,,73,76
311,3,0:01.0,Offensive rebound by P. Gasol,,73,76
312,3,0:01.0,P. Gasol misses 2-pt layup at rim,,73,76
313,3,0:01.0,,Defensive rebound by G. Temple,73,76
314,3,0:00.0,,B. Hield misses 3-pt jump shot from 26 ft,73,76
315,3,0:00.0,,Offensive rebound by Team,73,76
316,4,11:38.0,L. Aldridge misses 2-pt layup from 7 ft,,73,76
317,4,11:35.0,,Defensive rebound by S. Labissière,73,76
318,4,11:12.0,,G. Temple makes 3-pt jump shot from 24 ft,73,79
319,4,11:01.0,P. Mills misses 3-pt jump shot from 25 ft,,73,79
320,4,10:57.0,,Defensive rebound by S. Labissière,73,79
321,4,10:52.0,,Offensive foul by K. Koufos (drawn by D. Murray),73,79
322,4,10:52.0,,Turnover by K. Koufos (offensive foul),73,79
323,4,10:52.0,B. Forbes enters the game for D. White,,73,79
324,4,10:52.0,T. Parker enters the game for D. Murray,,73,79
325,4,10:37.0,L. Aldridge makes 2-pt hook shot from 9 ft,,75,79
326,4,10:22.0,,S. Labissière makes 2-pt hook shot from 7 ft (assist by B. Bogdanović),75,81
327,4,10:11.0,B. Forbes makes 3-pt jump shot from 26 ft (assist by P. Gasol),,78,81
328,4,9:52.0,,B. Bogdanović makes 2-pt jump shot from 3 ft (assist by S. Labissière),78,83
329,4,9:41.0,K. Anderson enters the game for P. Mills,,78,83
330,4,9:35.0,Shooting foul by K. Koufos (drawn by L. Aldridge),,78,83
331,4,9:35.0,L. Aldridge makes free throw 1 of 2,,79,83
332,4,9:35.0,D. Bertāns enters the game for P. Gasol,,79,83
333,4,9:35.0,L. Aldridge makes free throw 2 of 2,,80,83
334,4,9:18.0,,B. Hield misses 3-pt jump shot from 22 ft,80,83
335,4,9:13.0,Defensive rebound by K. Anderson,,80,83
336,4,9:09.0,D. Bertāns misses 3-pt jump shot from 23 ft,,80,83
337,4,9:05.0,,Defensive rebound by B. Bogdanović,80,83
338,4,8:59.0,,Turnover by G. Temple (bad pass; steal by K. Anderson),80,83
339,4,8:46.0,B. Forbes misses 2-pt jump shot from 16 ft,,80,83
340,4,8:42.0,,Defensive rebound by B. Hield,80,83
341,4,8:25.0,,B. Bogdanović makes 2-pt jump shot from 10 ft,80,85
342,4,8:24.0,San Antonio full timeout,,80,85
343,4,8:06.0,T. Parker makes 2-pt layup from 1 ft (assist by L. Aldridge),,82,85
344,4,7:46.0,,B. Hield misses 3-pt jump shot from 23 ft,82,85
345,4,7:43.0,Defensive rebound by K. Anderson,,82,85
346,4,7:36.0,T. Parker misses 2-pt layup from 1 ft,,82,85
347,4,7:33.0,,Defensive rebound by S. Labissière,82,85
348,4,7:17.0,,S. Labissière makes 2-pt hook shot from 6 ft (assist by B. Bogdanović),82,87
349,4,7:06.0,Turnover by T. Parker (bad pass; steal by K. Koufos),,82,87
350,4,7:01.0,,G. Temple makes 2-pt dunk at rim,82,89
351,4,6:53.0,San Antonio full timeout,,82,89
352,4,6:53.0,P. Mills enters the game for T. Parker,,82,89
353,4,6:41.0,B. Forbes makes 2-pt jump shot from 6 ft,,84,89
354,4,6:19.0,,B. Bogdanović misses 2-pt jump shot from 5 ft (block by D. Bertāns),84,89
355,4,6:19.0,,Offensive rebound by S. Labissière,84,89
356,4,5:59.0,,B. Hield makes 2-pt jump shot from 17 ft,84,91
357,4,5:43.0,D. Bertāns makes 3-pt jump shot from 26 ft (assist by P. Mills),,87,91
358,4,5:16.0,,B. Hield misses 2-pt jump shot from 18 ft,87,91
359,4,5:16.0,,Offensive rebound by Team,87,91
360,4,5:16.0,,D. Fox enters the game for B. Bogdanović,87,91
361,4,5:16.0,,Sacramento full timeout,87,91
362,4,5:16.0,,W. Cauley-Stein enters the game for S. Labissière,87,91
363,4,5:01.0,,B. Hield misses 2-pt jump shot from 14 ft,87,91
364,4,4:57.0,Defensive rebound by K. Anderson,,87,91
365,4,4:51.0,B. Forbes makes 3-pt jump shot from 23 ft (assist by D. Bertāns),,90,91
366,4,4:38.0,,K. Koufos makes 2-pt hook shot from 11 ft (assist by D. Fox),90,93
367,4,4:23.0,Personal foul by K. Koufos (drawn by P. Mills),,90,93
368,4,4:18.0,P. Mills misses 2-pt jump shot from 22 ft,,90,93
369,4,4:14.0,,Defensive rebound by G. Temple,90,93
370,4,4:09.0,,W. Cauley-Stein makes 2-pt dunk from 1 ft (assist by B. Hield),90,95
371,4,3:48.0,Shooting foul by W. Cauley-Stein (drawn by K. Anderson),,90,95
372,4,3:48.0,K. Anderson misses free throw 1 of 2,,90,95
373,4,3:48.0,Offensive rebound by Team,,90,95
374,4,3:48.0,K. Anderson makes free throw 2 of 2,,91,95
375,4,3:48.0,,Z. Randolph enters the game for K. Koufos,91,95
376,4,3:31.0,,G. Temple misses 2-pt jump shot from 3 ft,91,95
377,4,3:28.0,Defensive rebound by K. Anderson,,91,95
378,4,3:22.0,D. Bertāns makes 3-pt jump shot from 25 ft (assist by B. Forbes),,94,95
379,4,3:06.0,,Sacramento full timeout,94,95
