,QUARTER,TIME_REMAINING,DENVER_ACTION,ATLANTA_ACTION,DENVER_SCORE,ATLANTA_SCORE
47,1,5:27.0,M. Plumlee makes 2-pt jump shot from 1 ft (assist by G. Harris),,15,14
48,1,5:14.0,,M. Belinelli misses 3-pt jump shot from 25 ft,15,14
49,1,5:14.0,Defensive rebound by Team,,15,14
50,1,5:12.0,,M. Muscala enters the game for E. İlyasova,15,14
51,1,5:12.0,W. Barton enters the game for W. Chandler,,15,14
52,1,5:03.0,W. Barton misses 3-pt jump shot from 25 ft,,15,14
53,1,5:03.0,,Defensive rebound by T. Prince,15,14
54,1,4:50.0,,M. Muscala makes 2-pt jump shot from 19 ft (assist by M. Belinelli),15,16
55,1,4:36.0,G. Harris makes 2-pt layup from 2 ft,,17,16
56,1,4:19.0,,T. Prince misses 2-pt layup from 4 ft,17,16
57,1,4:15.0,,Offensive rebound by T. Prince,17,16
58,1,4:12.0,,Personal foul by W. Barton (drawn by M. Belinelli),17,16
59,1,4:04.0,,Shooting foul by W. Barton (drawn by J. Collins),17,16
60,1,4:04.0,,J. Collins makes free throw 1 of 2,17,17
61,1,4:04.0,E. Mudiay enters the game for J. Murray,,17,17
62,1,4:04.0,,J. Collins makes free throw 2 of 2,17,18
63,1,3:47.0,Personal foul by M. Muscala (drawn by P. Millsap),,17,18
64,1,3:46.0,G. Harris misses 3-pt jump shot from 26 ft,,17,18
65,1,3:42.0,Offensive rebound by M. Plumlee,,17,18
66,1,3:40.0,N. Jokić enters the game for P. Millsap,,17,18
67,1,3:29.0,N. Jokić misses 2-pt jump shot from 12 ft,,17,18
68,1,3:25.0,,Defensive rebound by M. Delaney,17,18
69,1,3:22.0,,J. Collins misses 2-pt layup from 2 ft,17,18
70,1,3:22.0,Defensive rebound by Team,,17,18
71,1,3:08.0,G. Harris misses 2-pt jump shot from 14 ft,,17,18
72,1,3:06.0,Offensive rebound by Team,,17,18
73,1,3:06.0,Personal foul by J. Collins (drawn by G. Harris),,17,18
74,1,3:06.0,W. Chandler enters the game for G. Harris,,17,18
75,1,3:02.0,W. Chandler misses 3-pt jump shot from 22 ft,,17,18
76,1,2:59.0,,Defensive rebound by M. Belinelli,17,18
77,1,2:53.0,,Turnover by M. Belinelli (bad pass; steal by M. Plumlee),17,18
78,1,2:49.0,W. Barton makes 3-pt jump shot from 23 ft (assist by M. Plumlee),,20,18
79,1,2:46.0,,Atlanta full timeout,20,18
80,1,2:46.0,,D. Schröder enters the game for T. Prince,20,18
81,1,2:36.0,,M. Muscala misses 2-pt jump shot from 12 ft,20,18
82,1,2:30.0,Defensive rebound by N. Jokić,,20,18
83,1,2:28.0,E. Mudiay misses 3-pt jump shot from 23 ft,,20,18
84,1,2:19.0,,Defensive rebound by D. Schröder,20,18
85,1,2:14.0,,M. Delaney makes 3-pt jump shot from 24 ft (assist by M. Belinelli),20,21
86,1,1:57.0,W. Barton misses 2-pt jump shot from 18 ft,,20,21
87,1,1:53.0,,Defensive rebound by J. Collins,20,21
88,1,1:49.0,,Turnover by M. Delaney (bad pass),20,21
89,1,1:46.0,W. Barton makes 2-pt jump shot from 2 ft (assist by N. Jokić),,22,21
90,1,1:23.0,,Turnover by M. Muscala (bad pass),22,21
91,1,1:01.0,E. Mudiay misses 2-pt layup from 4 ft,,22,21
92,1,0:52.0,Offensive rebound by N. Jokić,,22,21
93,1,0:52.0,N. Jokić makes 2-pt layup at rim,,24,21
94,1,0:47.0,,J. Collins misses 2-pt jump shot from 12 ft,24,21
95,1,0:44.0,Defensive rebound by W. Barton,,24,21
96,1,0:38.0,N. Jokić makes 2-pt jump shot from 5 ft (assist by M. Plumlee),,26,21
97,1,0:29.0,,Personal take foul by W. Chandler (drawn by D. Schröder),26,21
98,1,0:29.0,,D. Schröder makes free throw 1 of 2,26,22
99,1,0:29.0,,L. Babbitt enters the game for M. Delaney,26,22
100,1,0:29.0,,D. Schröder makes free throw 2 of 2,26,23
101,1,0:11.0,N. Jokić misses 2-pt jump shot from 17 ft,,26,23
102,1,0:06.0,Offensive rebound by M. Plumlee,,26,23
103,1,0:06.0,Personal foul by L. Babbitt (drawn by M. Plumlee),,26,23
104,1,0:06.0,J. Murray enters the game for M. Plumlee,,26,23
105,1,0:06.0,,M. Delaney enters the game for L. Babbitt,26,23
106,1,0:03.0,E. Mudiay misses 2-pt jump shot from 18 ft,,26,23
107,1,0:00.0,Offensive rebound by Team,,26,23
108,2,11:42.0,W. Barton misses 2-pt jump shot from 16 ft (block by K. Bazemore),,26,23
109,2,11:40.0,,Defensive rebound by K. Bazemore,26,23
110,2,11:28.0,,D. Dedmon misses 2-pt jump shot from 12 ft,26,23
111,2,11:24.0,Defensive rebound by W. Barton,,26,23
112,2,11:20.0,Turnover by W. Barton (lost ball; steal by K. Bazemore),,26,23
113,2,10:59.0,,M. Belinelli makes 3-pt jump shot from 26 ft (assist by M. Muscala),26,26
114,2,10:46.0,Turnover by W. Barton (traveling),,26,26
115,2,10:46.0,,E. İlyasova enters the game for M. Muscala,26,26
116,2,10:28.0,,E. İlyasova misses 2-pt jump shot from 15 ft,26,26
117,2,10:26.0,,Offensive rebound by Team,26,26
118,2,10:13.0,,D. Dedmon makes 2-pt dunk from 1 ft (assist by K. Bazemore),26,28
119,2,9:55.0,W. Barton misses 2-pt layup from 5 ft (block by D. Dedmon),,26,28
120,2,9:54.0,Offensive rebound by N. Jokić,,26,28
121,2,9:54.0,Shooting foul by D. Dedmon (drawn by N. Jokić),,26,28
122,2,9:54.0,N. Jokić makes free throw 1 of 2,,27,28
123,2,9:54.0,N. Jokić makes free throw 2 of 2,,28,28
124,2,9:43.0,,E. İlyasova misses 3-pt jump shot from 23 ft,28,28
125,2,9:39.0,Defensive rebound by E. Mudiay,,28,28
126,2,9:26.0,N. Jokić makes 2-pt jump shot from 16 ft,,30,28
127,2,9:14.0,,D. Schröder makes 2-pt layup from 1 ft,30,30
128,2,9:02.0,M. Beasley misses 3-pt jump shot from 23 ft,,30,30
129,2,8:55.0,,Defensive rebound by K. Bazemore,30,30
130,2,8:51.0,,K. Bazemore misses 2-pt layup from 7 ft,30,30
131,2,8:47.0,Defensive rebound by N. Jokić,,30,30
132,2,8:45.0,Turnover by N. Jokić (lost ball; steal by E. İlyasova),,30,30
133,2,8:41.0,,K. Bazemore misses 3-pt jump shot from 24 ft,30,30
134,2,8:39.0,Defensive rebound by N. Jokić,,30,30
135,2,8:35.0,E. Mudiay makes 2-pt layup from 1 ft (assist by M. Beasley),,32,30
136,2,8:35.0,,Atlanta full timeout,32,30
137,2,8:35.0,,M. Delaney enters the game for M. Belinelli,32,30
138,2,8:35.0,,I. Taylor enters the game for D. Schröder,32,30
139,2,8:22.0,,K. Bazemore misses 2-pt jump shot from 20 ft,32,30
140,2,8:18.0,Defensive rebound by E. Mudiay,,32,30
141,2,8:15.0,E. Mudiay misses 3-pt jump shot from 25 ft,,32,30
142,2,8:15.0,Offensive rebound by Team,,32,30
143,2,7:56.0,Shooting foul by K. Bazemore (drawn by E. Mudiay),,32,30
144,2,7:56.0,E. Mudiay makes free throw 1 of 2,,33,30
145,2,7:56.0,E. Mudiay makes free throw 2 of 2,,34,30
146,2,7:41.0,,D. Dedmon misses 2-pt layup from 1 ft,34,30
147,2,7:38.0,Defensive rebound by N. Jokić,,34,30
148,2,7:25.0,E. Mudiay makes 2-pt jump shot from 7 ft,,36,30
149,2,6:59.0,,K. Bazemore makes 2-pt layup from 1 ft,36,32
150,2,6:49.0,M. Beasley makes 2-pt layup from 4 ft,,38,32
151,2,6:36.0,,D. Dedmon makes 3-pt jump shot from 22 ft (assist by M. Delaney),38,35
152,2,6:16.0,Shooting foul by E. İlyasova (drawn by E. Mudiay),,38,35
153,2,6:16.0,E. Mudiay makes free throw 1 of 2,,39,35
154,2,6:16.0,P. Millsap enters the game for N. Jokić,,39,35
155,2,6:16.0,G. Harris enters the game for K. Faried,,39,35
156,2,6:16.0,M. Plumlee enters the game for M. Beasley,,39,35
157,2,6:16.0,E. Mudiay makes free throw 2 of 2,,40,35
158,2,6:16.0,,T. Prince enters the game for K. Bazemore,40,35
159,2,6:01.0,,E. İlyasova misses 2-pt layup from 4 ft,40,35
160,2,6:01.0,,Offensive rebound by D. Dedmon,40,35
161,2,6:01.0,,Shooting foul by P. Millsap (drawn by D. Dedmon),40,35
162,2,6:01.0,,D. Dedmon makes free throw 1 of 2,40,36
163,2,6:01.0,W. Chandler enters the game for W. Barton,,40,36
164,2,6:01.0,,D. Dedmon makes free throw 2 of 2,40,37
165,2,5:40.0,Turnover by P. Millsap (lost ball; steal by E. İlyasova),,40,37
166,2,5:32.0,,I. Taylor makes 2-pt layup from 2 ft (assist by M. Delaney),40,39
167,2,5:23.0,E. Mudiay makes 2-pt jump shot from 9 ft,,42,39
168,2,5:07.0,,E. İlyasova misses 3-pt jump shot from 23 ft,42,39
169,2,5:07.0,Defensive rebound by E. Mudiay,,42,39
170,2,5:00.0,P. Millsap misses 2-pt layup from 1 ft,,42,39
171,2,5:00.0,Offensive rebound by G. Harris,,42,39
172,2,4:56.0,G. Harris makes 2-pt layup from 1 ft,,44,39
173,2,4:38.0,,M. Delaney makes 2-pt jump shot from 13 ft (assist by T. Prince),44,41
174,2,4:26.0,E. Mudiay misses 2-pt jump shot from 18 ft,,44,41
175,2,4:24.0,Offensive rebound by Team,,44,41
176,2,4:24.0,,M. Belinelli enters the game for M. Delaney,44,41
177,2,4:24.0,,J. Collins enters the game for D. Dedmon,44,41
178,2,4:24.0,J. Murray enters the game for E. Mudiay,,44,41
179,2,4:21.0,G. Harris makes 2-pt jump shot from 12 ft,,46,41
180,2,4:08.0,,E. İlyasova misses 3-pt jump shot from 24 ft,46,41
181,2,4:03.0,,Offensive rebound by J. Collins,46,41
182,2,4:00.0,,T. Prince misses 2-pt layup from 2 ft,46,41
183,2,4:00.0,Defensive rebound by M. Plumlee,,46,41
184,2,3:51.0,Shooting foul by J. Collins (drawn by M. Plumlee),,46,41
185,2,3:51.0,M. Plumlee misses free throw 1 of 2,,46,41
186,2,3:51.0,Offensive rebound by Team,,46,41
187,2,3:51.0,,M. Muscala enters the game for E. İlyasova,46,41
188,2,3:51.0,,D. Schröder enters the game for I. Taylor,46,41
189,2,3:51.0,M. Plumlee misses free throw 2 of 2,,46,41
190,2,3:50.0,Offensive rebound by P. Millsap,,46,41
191,2,3:50.0,Shooting foul by T. Prince (drawn by P. Millsap),,46,41
192,2,3:50.0,P. Millsap makes free throw 1 of 2,,47,41
193,2,3:50.0,P. Millsap makes free throw 2 of 2,,48,41
194,2,3:41.0,,T. Prince makes 2-pt jump shot from 11 ft (assist by D. Schröder),48,43
195,2,3:28.0,G. Harris misses 2-pt layup from 12 ft,,48,43
196,2,3:22.0,,Defensive rebound by M. Muscala,48,43
197,2,3:20.0,,M. Belinelli makes 3-pt jump shot from 25 ft (assist by D. Schröder),48,46
198,2,3:18.0,Denver full timeout,,48,46
199,2,3:18.0,N. Jokić enters the game for M. Plumlee,,48,46
200,2,3:04.0,Turnover by N. Jokić (lost ball; steal by T. Prince),,48,46
201,2,2:42.0,,T. Prince makes 2-pt layup from 6 ft,48,48
202,2,2:37.0,J. Murray makes 2-pt jump shot from 16 ft,,50,48
203,2,2:32.0,,M. Belinelli misses 2-pt jump shot from 19 ft,50,48
204,2,2:32.0,Defensive rebound by N. Jokić,,50,48
205,2,2:25.0,J. Murray misses 2-pt jump shot from 18 ft,,50,48
206,2,2:25.0,,Defensive rebound by M. Muscala,50,48
207,2,2:24.0,,Personal foul by G. Harris (drawn by D. Schröder),50,48
208,2,2:08.0,,T. Prince makes 2-pt layup from 2 ft,50,50
209,2,1:50.0,N. Jokić misses 2-pt hook shot from 6 ft,,50,50
210,2,1:45.0,,Defensive rebound by J. Collins,50,50
211,2,1:23.0,,D. Schröder misses 2-pt jump shot from 19 ft,50,50
212,2,1:22.0,,Offensive rebound by Team,50,50
213,2,1:18.0,,D. Schröder makes 2-pt jump shot from 19 ft,50,52
214,2,0:58.0,J. Murray misses 2-pt jump shot from 22 ft,,50,52
215,2,0:55.0,,Defensive rebound by J. Collins,50,52
216,2,0:40.0,,M. Muscala misses 3-pt jump shot from 25 ft,50,52
217,2,0:37.0,,Offensive rebound by J. Collins,50,52
218,2,0:35.0,,J. Collins misses 2-pt layup from 5 ft,50,52
219,2,0:32.0,Defensive rebound by N. Jokić,,50,52
220,2,0:29.0,G. Harris makes 3-pt jump shot from 25 ft (assist by N. Jokić),,53,52
221,2,0:07.0,,T. Prince misses 3-pt jump shot from 25 ft,53,52
222,2,0:02.0,Defensive rebound by J. Murray,,53,52
223,2,0:00.0,J. Murray misses 2-pt layup from 10 ft,,53,52
224,2,0:00.0,Offensive rebound by Team,,53,52
225,3,11:49.0,P. Millsap makes 2-pt layup from 3 ft (assist by N. Jokić),,55,52
226,3,11:33.0,,D. Schröder makes 3-pt jump shot from 25 ft,55,55
227,3,11:10.0,Turnover by J. Murray (turnover),,55,55
228,3,10:43.0,,D. Schröder misses 3-pt jump shot from 24 ft,55,55
229,3,10:37.0,Defensive rebound by N. Jokić,,55,55
230,3,10:35.0,N. Jokić misses 3-pt jump shot from 24 ft,,55,55
231,3,10:33.0,,Defensive rebound by T. Prince,55,55
232,3,10:21.0,,E. İlyasova misses 2-pt layup from 2 ft,55,55
233,3,10:18.0,Defensive rebound by N. Jokić,,55,55
234,3,10:09.0,G. Harris misses 3-pt jump shot from 25 ft,,55,55
235,3,10:04.0,,Defensive rebound by T. Prince,55,55
236,3,9:53.0,,D. Schröder misses 2-pt layup at rim,55,55
237,3,9:49.0,Defensive rebound by N. Jokić,,55,55
238,3,9:41.0,J. Murray misses 3-pt jump shot from 25 ft,,55,55
239,3,9:37.0,,Defensive rebound by D. Dedmon,55,55
240,3,9:31.0,,Turnover by T. Prince (lost ball; steal by P. Millsap),55,55
241,3,9:25.0,W. Chandler makes 2-pt dunk from 1 ft (assist by G. Harris),,57,55
242,3,9:25.0,,Atlanta full timeout,57,55
243,3,9:06.0,,Turnover by K. Bazemore (bad pass; steal by P. Millsap),57,55
244,3,8:48.0,P. Millsap misses 2-pt jump shot from 6 ft,,57,55
245,3,8:45.0,,Defensive rebound by T. Prince,57,55
246,3,8:34.0,,D. Dedmon makes 2-pt layup from 3 ft,57,57
247,3,8:08.0,N. Jokić misses 2-pt layup from 8 ft,,57,57
248,3,8:05.0,,Defensive rebound by D. Dedmon,57,57
249,3,7:54.0,,D. Schröder misses 2-pt layup from 5 ft,57,57
250,3,7:48.0,Defensive rebound by G. Harris,,57,57
251,3,7:39.0,J. Murray misses 2-pt jump shot from 20 ft,,57,57
252,3,7:35.0,,Defensive rebound by D. Dedmon,57,57
253,3,7:30.0,,T. Prince misses 2-pt layup from 3 ft,57,57
254,3,7:27.0,Defensive rebound by N. Jokić,,57,57
255,3,7:20.0,N. Jokić misses 2-pt jump shot from 22 ft,,57,57
256,3,7:19.0,Offensive rebound by Team,,57,57
257,3,7:19.0,Personal foul by D. Schröder (drawn by N. Jokić),,57,57
258,3,7:14.0,N. Jokić makes 2-pt jump shot from 20 ft (assist by G. Harris),,59,57
259,3,6:58.0,,Personal foul by P. Millsap (drawn by D. Dedmon),59,57
260,3,6:58.0,,M. Delaney enters the game for D. Schröder,59,57
261,3,6:48.0,,M. Delaney makes 2-pt jump shot from 14 ft (assist by E. İlyasova),59,59
262,3,6:25.0,Turnover by W. Chandler (lost ball; steal by T. Prince),,59,59
263,3,6:12.0,,D. Dedmon makes 2-pt jump shot from 15 ft,59,61
264,3,5:56.0,Personal foul by E. İlyasova (drawn by P. Millsap),,59,61
265,3,5:56.0,,J. Collins enters the game for D. Dedmon,59,61
266,3,5:56.0,W. Barton enters the game for W. Chandler,,59,61
267,3,5:51.0,G. Harris makes 2-pt layup from 4 ft,,61,61
268,3,5:51.0,Shooting foul by E. İlyasova (drawn by G. Harris),,61,61
269,3,5:51.0,M. Plumlee enters the game for N. Jokić,,61,61
270,3,5:51.0,G. Harris makes free throw 1 of 1,,62,61
271,3,5:33.0,,J. Collins makes 2-pt layup from 1 ft (assist by K. Bazemore),62,63
272,3,5:21.0,J. Murray misses 2-pt jump shot from 15 ft,,62,63
273,3,5:18.0,,Defensive rebound by E. İlyasova,62,63
274,3,5:05.0,,J. Collins misses 2-pt layup from 6 ft,62,63
275,3,5:02.0,,Offensive rebound by J. Collins,62,63
276,3,5:01.0,,J. Collins misses 2-pt layup from 3 ft,62,63
277,3,5:01.0,Defensive rebound by M. Plumlee,,62,63
278,3,4:55.0,J. Murray misses 3-pt jump shot from 22 ft,,62,63
279,3,4:51.0,,Defensive rebound by K. Bazemore,62,63
280,3,4:44.0,,K. Bazemore misses 2-pt jump shot from 18 ft,62,63
281,3,4:42.0,Defensive rebound by P. Millsap,,62,63
282,3,4:32.0,P. Millsap misses 3-pt jump shot from 25 ft,,62,63
283,3,4:28.0,,Defensive rebound by K. Bazemore,62,63
284,3,4:21.0,,J. Collins misses 2-pt layup from 2 ft (block by M. Plumlee),62,63
285,3,4:21.0,Defensive rebound by W. Barton,,62,63
286,3,4:21.0,Personal foul by J. Collins (drawn by W. Barton),,62,63
287,3,4:21.0,,M. Belinelli enters the game for E. İlyasova,62,63
288,3,4:21.0,,M. Muscala enters the game for K. Bazemore,62,63
289,3,4:21.0,E. Mudiay enters the game for J. Murray,,62,63
290,3,4:00.0,W. Barton makes 3-pt jump shot from 25 ft (assist by E. Mudiay),,65,63
291,3,3:46.0,,J. Collins misses 2-pt layup from 7 ft,65,63
292,3,3:43.0,,Offensive rebound by J. Collins,65,63
293,3,3:42.0,,J. Collins misses 2-pt layup from 3 ft,65,63
294,3,3:42.0,,Offensive rebound by J. Collins,65,63
295,3,3:38.0,,J. Collins misses 2-pt layup from 4 ft (block by M. Plumlee),65,63
296,3,3:38.0,Defensive rebound by E. Mudiay,,65,63
297,3,3:33.0,W. Barton misses 2-pt layup from 1 ft,,65,63
298,3,3:33.0,Offensive rebound by P. Millsap,,65,63
299,3,3:32.0,Shooting foul by J. Collins (drawn by P. Millsap),,65,63
300,3,3:32.0,P. Millsap makes free throw 1 of 2,,66,63
301,3,3:32.0,P. Millsap misses free throw 2 of 2,,66,63
302,3,3:29.0,,Defensive rebound by M. Belinelli,66,63
303,3,3:29.0,,Turnover by M. Belinelli (out of bounds lost ball),66,63
304,3,3:23.0,Turnover by W. Barton (traveling),,66,63
305,3,3:13.0,,T. Prince makes 3-pt jump shot from 24 ft (assist by M. Delaney),66,66
306,3,2:51.0,P. Millsap makes 2-pt jump shot from 15 ft,,68,66
307,3,2:32.0,,J. Collins makes 2-pt jump shot from 14 ft (assist by M. Delaney),68,68
308,3,2:32.0,Denver full timeout,,68,68
309,3,2:32.0,N. Jokić enters the game for P. Millsap,,68,68
310,3,2:20.0,E. Mudiay makes 2-pt jump shot from 18 ft,,70,68
311,3,2:02.0,,Turnover by T. Prince (bad pass; steal by N. Jokić),70,68
312,3,1:56.0,W. Barton misses 3-pt jump shot from 25 ft,,70,68
313,3,1:54.0,Offensive rebound by Team,,70,68
314,3,1:54.0,Personal foul by J. Collins (drawn by M. Plumlee),,70,68
315,3,1:54.0,M. Plumlee makes free throw 1 of 2,,71,68
316,3,1:54.0,,D. Schröder enters the game for T. Prince,71,68
317,3,1:54.0,,D. Dedmon enters the game for J. Collins,71,68
318,3,1:54.0,M. Plumlee misses free throw 2 of 2,,71,68
319,3,1:52.0,,Defensive rebound by M. Muscala,71,68
320,3,1:29.0,,M. Muscala misses 2-pt jump shot from 11 ft,71,68
321,3,1:26.0,Defensive rebound by N. Jokić,,71,68
322,3,1:21.0,M. Plumlee makes 2-pt dunk from 1 ft (assist by E. Mudiay),,73,68
323,3,0:56.0,,M. Belinelli makes 3-pt jump shot from 26 ft,73,71
324,3,0:41.0,Shooting foul by D. Dedmon (drawn by M. Plumlee),,73,71
325,3,0:41.0,M. Plumlee makes free throw 1 of 2,,74,71
326,3,0:41.0,M. Plumlee makes free throw 2 of 2,,75,71
327,3,0:29.0,,D. Schröder misses 2-pt layup from 6 ft (block by M. Plumlee),75,71
328,3,0:25.0,,Offensive rebound by D. Dedmon,75,71
329,3,0:23.0,,M. Delaney misses 3-pt jump shot from 25 ft,75,71
330,3,0:23.0,Defensive rebound by M. Plumlee,,75,71
331,3,0:21.0,,I. Taylor enters the game for M. Belinelli,75,71
332,3,0:21.0,,K. Bazemore enters the game for M. Delaney,75,71
333,3,0:00.0,E. Mudiay misses 2-pt layup from 11 ft (block by M. Muscala),,75,71
334,3,0:00.0,,Defensive rebound by D. Dedmon,75,71
335,4,11:45.0,,M. Muscala misses 3-pt jump shot from 25 ft,75,71
336,4,11:43.0,Defensive rebound by M. Beasley,,75,71
337,4,11:31.0,N. Jokić makes 2-pt layup from 2 ft (assist by W. Barton),,77,71
338,4,11:16.0,,D. Dedmon misses 3-pt jump shot from 23 ft,77,71
339,4,11:13.0,Defensive rebound by M. Beasley,,77,71
340,4,11:02.0,Turnover by K. Faried (lost ball; steal by M. Muscala),,77,71
341,4,10:51.0,,D. Schröder misses 3-pt jump shot from 23 ft,77,71
342,4,10:47.0,Defensive rebound by W. Barton,,77,71
343,4,10:41.0,W. Barton makes 2-pt jump shot from 19 ft,,79,71
344,4,10:27.0,,Shooting foul by E. Mudiay (drawn by M. Muscala),79,71
345,4,10:27.0,,M. Muscala makes free throw 1 of 2,79,72
346,4,10:27.0,,M. Muscala makes free throw 2 of 2,79,73
347,4,10:16.0,W. Barton misses 2-pt layup from 2 ft,,79,73
348,4,10:11.0,,Defensive rebound by D. Dedmon,79,73
349,4,10:01.0,,M. Muscala misses 3-pt jump shot from 25 ft,79,73
350,4,9:57.0,,Offensive rebound by K. Bazemore,79,73
351,4,9:56.0,,K. Bazemore makes 2-pt layup from 2 ft,79,75
352,4,9:46.0,N. Jokić misses 2-pt jump shot from 20 ft,,79,75
353,4,9:45.0,Offensive rebound by Team,,79,75
354,4,9:45.0,Personal foul by D. Dedmon (drawn by K. Faried),,79,75
355,4,9:39.0,N. Jokić misses 2-pt jump shot from 20 ft,,79,75
356,4,9:36.0,Offensive rebound by Team,,79,75
357,4,9:30.0,E. Mudiay makes 2-pt layup from 2 ft,,81,75
358,4,9:08.0,,D. Dedmon misses 2-pt jump shot from 12 ft,81,75
359,4,9:02.0,Defensive rebound by M. Beasley,,81,75
360,4,8:47.0,N. Jokić makes 2-pt layup from 3 ft (assist by E. Mudiay),,83,75
361,4,8:46.0,,Atlanta full timeout,83,75
362,4,8:46.0,,E. İlyasova enters the game for M. Muscala,83,75
363,4,8:36.0,,D. Schröder makes 2-pt layup from 1 ft,83,77
364,4,8:16.0,E. Mudiay misses 2-pt layup from 1 ft,,83,77
365,4,8:12.0,,Defensive rebound by E. İlyasova,83,77
366,4,7:57.0,,K. Bazemore makes 3-pt jump shot from 23 ft (assist by E. İlyasova),83,80
367,4,7:40.0,W. Barton makes 2-pt dunk from 1 ft (assist by N. Jokić),,85,80
368,4,7:20.0,,M. Belinelli makes 3-pt jump shot from 25 ft (assist by D. Schröder),85,83
369,4,7:06.0,Shooting foul by D. Dedmon (drawn by E. Mudiay),,85,83
370,4,7:06.0,E. Mudiay makes free throw 1 of 2,,86,83
371,4,7:06.0,,M. Delaney enters the game for M. Belinelli,86,83
372,4,7:06.0,,T. Prince enters the game for D. Dedmon,86,83
373,4,7:06.0,,M. Muscala enters the game for D. Schröder,86,83
374,4,7:06.0,G. Harris enters the game for M. Beasley,,86,83
375,4,7:06.0,E. Mudiay makes free throw 2 of 2,,87,83
376,4,6:44.0,,K. Bazemore misses 2-pt layup from 5 ft,87,83
377,4,6:41.0,Defensive rebound by G. Harris,,87,83
378,4,6:36.0,W. Barton misses 3-pt jump shot from 24 ft,,87,83
379,4,6:34.0,Offensive rebound by W. Barton,,87,83
380,4,6:15.0,W. Barton misses 3-pt jump shot from 25 ft,,87,83
381,4,6:13.0,Offensive rebound by Team,,87,83
382,4,6:13.0,Personal foul by M. Muscala (drawn by N. Jokić),,87,83
383,4,6:13.0,M. Plumlee enters the game for N. Jokić,,87,83
384,4,6:13.0,P. Millsap enters the game for K. Faried,,87,83
