,QUARTER,TIME_REMAINING,PORTLAND_ACTION,SACRAMENTO_ACTION,PORTLAND_SCORE,SACRAMENTO_SCORE
27,1,7:58.0,Offensive rebound by J. Nurkić,,2,8
28,1,7:56.0,D. Lillard makes 3-pt jump shot from 28 ft (assist by M. Harkless),,5,8
29,1,7:44.0,,Personal foul by J. Nurkić (drawn by S. Labissière),5,8
30,1,7:44.0,E. Davis enters the game for J. Nurkić,,5,8
31,1,7:38.0,,Offensive foul by G. Hill (drawn by C. Swanigan),5,8
32,1,7:38.0,,Turnover by G. Hill (offensive foul),5,8
33,1,7:27.0,Offensive foul by C. Swanigan (drawn by G. Temple),,5,8
34,1,7:27.0,Turnover by C. Swanigan (offensive foul),,5,8
35,1,7:16.0,,Z. Randolph misses 2-pt jump shot from 9 ft,5,8
36,1,7:12.0,Defensive rebound by C. Swanigan,,5,8
37,1,6:58.0,E. Davis makes 2-pt layup from 3 ft (assist by C. Swanigan),,7,8
38,1,6:44.0,,Personal foul by C. Swanigan (drawn by S. Labissière),7,8
39,1,6:44.0,,Sacramento full timeout,7,8
40,1,6:44.0,N. Vonleh enters the game for C. Swanigan,,7,8
41,1,6:39.0,,D. Fox misses 2-pt dunk from 5 ft,7,8
42,1,6:32.0,,Offensive rebound by S. Labissière,7,8
43,1,6:32.0,,S. Labissière misses 2-pt layup at rim,7,8
44,1,6:31.0,Defensive rebound by M. Harkless,,7,8
45,1,6:30.0,N. Vonleh makes 2-pt dunk from 1 ft (assist by C. McCollum),,9,8
46,1,6:30.0,Shooting foul by S. Labissière (drawn by N. Vonleh),,9,8
47,1,6:30.0,N. Vonleh makes free throw 1 of 1,,10,8
48,1,6:09.0,,G. Temple makes 2-pt jump shot from 8 ft,10,10
49,1,5:47.0,E. Davis misses 2-pt jump shot from 5 ft,,10,10
50,1,5:45.0,Offensive rebound by N. Vonleh,,10,10
51,1,5:40.0,M. Harkless misses 3-pt jump shot from 25 ft,,10,10
52,1,5:40.0,,Defensive rebound by G. Hill,10,10
53,1,5:23.0,,D. Fox misses 2-pt jump shot from 18 ft,10,10
54,1,5:20.0,Defensive rebound by M. Harkless,,10,10
55,1,5:14.0,D. Lillard makes 3-pt jump shot from 27 ft,,13,10
56,1,4:53.0,,G. Temple misses 3-pt jump shot from 24 ft,13,10
57,1,4:51.0,Defensive rebound by E. Davis,,13,10
58,1,4:45.0,M. Harkless makes 2-pt layup from 1 ft (assist by C. McCollum),,15,10
59,1,4:22.0,,G. Hill makes 2-pt layup from 1 ft,15,12
60,1,4:20.0,,Shooting foul by E. Davis (drawn by G. Hill),15,12
61,1,4:20.0,,W. Cauley-Stein enters the game for S. Labissière,15,12
62,1,4:20.0,,K. Koufos enters the game for Z. Randolph,15,12
63,1,4:20.0,E. Turner enters the game for M. Harkless,,15,12
64,1,4:20.0,,G. Hill makes free throw 1 of 1,15,13
65,1,4:08.0,D. Lillard makes 3-pt jump shot from 25 ft,,18,13
66,1,3:44.0,,K. Koufos makes 2-pt layup from 2 ft (assist by W. Cauley-Stein),18,15
67,1,3:28.0,D. Lillard makes 2-pt jump shot from 11 ft,,20,15
68,1,3:10.0,,G. Hill misses 2-pt jump shot from 8 ft,20,15
69,1,3:05.0,Defensive rebound by E. Davis,,20,15
70,1,2:54.0,D. Lillard misses 3-pt jump shot from 24 ft,,20,15
71,1,2:52.0,,Defensive rebound by W. Cauley-Stein,20,15
72,1,2:37.0,,G. Temple misses 2-pt jump shot from 17 ft,20,15
73,1,2:32.0,Defensive rebound by E. Davis,,20,15
74,1,2:29.0,Portland full timeout,,20,15
75,1,2:29.0,,F. Mason enters the game for G. Hill,20,15
76,1,2:29.0,,B. Bogdanović enters the game for D. Fox,20,15
77,1,2:29.0,J. Layman enters the game for C. McCollum,,20,15
78,1,2:19.0,Turnover by E. Davis (bad pass; steal by G. Temple),,20,15
79,1,2:03.0,,B. Bogdanović misses 2-pt jump shot from 11 ft,20,15
80,1,1:58.0,Defensive rebound by N. Vonleh,,20,15
81,1,1:51.0,E. Turner misses 2-pt layup from 3 ft,,20,15
82,1,1:45.0,Offensive rebound by E. Davis,,20,15
83,1,1:45.0,E. Davis misses 2-pt layup at rim,,20,15
84,1,1:44.0,,Defensive rebound by B. Bogdanović,20,15
85,1,1:39.0,,G. Temple misses 2-pt layup from 2 ft,20,15
86,1,1:35.0,Defensive rebound by J. Layman,,20,15
87,1,1:19.0,E. Turner misses 2-pt jump shot from 15 ft,,20,15
88,1,1:19.0,,Defensive rebound by K. Koufos,20,15
89,1,1:08.0,,B. Bogdanović misses 2-pt jump shot from 20 ft,20,15
90,1,1:05.0,Defensive rebound by J. Layman,,20,15
91,1,0:54.0,Turnover by D. Lillard (step out of bounds),,20,15
92,1,0:54.0,,B. Hield enters the game for G. Temple,20,15
93,1,0:54.0,M. Leonard enters the game for E. Davis,,20,15
94,1,0:42.0,,B. Hield makes 2-pt jump shot from 16 ft (assist by K. Koufos),20,17
95,1,0:30.0,D. Lillard misses 3-pt jump shot from 26 ft,,20,17
96,1,0:25.0,,Defensive rebound by W. Cauley-Stein,20,17
97,1,0:20.0,,W. Cauley-Stein makes 2-pt jump shot from 21 ft (assist by B. Bogdanović),20,19
98,1,0:00.0,N. Vonleh misses 2-pt jump shot from 21 ft,,20,19
99,1,0:00.0,Offensive rebound by Team,,20,19
100,2,11:49.0,,B. Hield makes 3-pt jump shot from 24 ft (assist by B. Bogdanović),20,22
101,2,11:38.0,Personal foul by F. Mason (drawn by S. Napier),,20,22
102,2,11:22.0,Turnover by E. Turner (bad pass; steal by B. Bogdanović),,20,22
103,2,11:08.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,20,22
104,2,11:04.0,Defensive rebound by M. Leonard,,20,22
105,2,10:50.0,S. Napier misses 3-pt jump shot from 22 ft,,20,22
106,2,10:50.0,,Defensive rebound by K. Koufos,20,22
107,2,10:33.0,,F. Mason misses 2-pt jump shot from 18 ft,20,22
108,2,10:33.0,Defensive rebound by N. Vonleh,,20,22
109,2,10:23.0,Personal foul by B. Hield (drawn by E. Turner),,20,22
110,2,10:23.0,P. Connaughton enters the game for J. Layman,,20,22
111,2,10:16.0,Personal foul by B. Bogdanović (drawn by E. Turner),,20,22
112,2,10:08.0,Def 3 sec tech foul by K. Koufos,,20,22
113,2,10:08.0,E. Turner makes technical free throw,,21,22
114,2,9:53.0,S. Napier misses 2-pt jump shot from 13 ft,,21,22
115,2,9:51.0,,Defensive rebound by B. Bogdanović,21,22
116,2,9:37.0,,W. Cauley-Stein makes 2-pt layup from 3 ft (assist by F. Mason),21,24
117,2,9:20.0,S. Napier misses 2-pt layup from 3 ft,,21,24
118,2,9:15.0,Offensive rebound by N. Vonleh,,21,24
119,2,9:14.0,M. Leonard misses 2-pt jump shot from 16 ft,,21,24
120,2,9:05.0,,Defensive rebound by B. Hield,21,24
121,2,9:04.0,,B. Hield makes 3-pt jump shot from 25 ft (assist by K. Koufos),21,27
122,2,9:04.0,Portland full timeout,,21,27
123,2,9:04.0,J. Nurkić enters the game for M. Leonard,,21,27
124,2,8:40.0,Turnover by N. Vonleh (bad pass; steal by B. Bogdanović),,21,27
125,2,8:20.0,,W. Cauley-Stein misses 2-pt jump shot from 19 ft,21,27
126,2,8:17.0,Defensive rebound by P. Connaughton,,21,27
127,2,8:02.0,Turnover by E. Turner (lost ball; steal by W. Cauley-Stein),,21,27
128,2,7:51.0,,F. Mason misses 2-pt layup from 4 ft,21,27
129,2,7:45.0,,Offensive rebound by W. Cauley-Stein,21,27
130,2,7:45.0,,W. Cauley-Stein makes 2-pt dunk at rim,21,29
131,2,7:31.0,P. Connaughton misses 3-pt jump shot from 24 ft,,21,29
132,2,7:30.0,,Defensive rebound by Team,21,29
133,2,7:30.0,C. McCollum enters the game for P. Connaughton,,21,29
134,2,7:07.0,,F. Mason misses 2-pt jump shot from 10 ft,21,29
135,2,7:04.0,Defensive rebound by J. Nurkić,,21,29
136,2,6:58.0,S. Napier makes 2-pt jump shot from 16 ft,,23,29
137,2,6:41.0,,B. Hield misses 2-pt jump shot from 11 ft,23,29
138,2,6:35.0,,Offensive rebound by W. Cauley-Stein,23,29
139,2,6:35.0,,W. Cauley-Stein makes 2-pt layup from 2 ft,23,31
140,2,6:17.0,Turnover by C. McCollum (out of bounds lost ball),,23,31
141,2,6:17.0,M. Harkless enters the game for E. Turner,,23,31
142,2,6:17.0,P. Connaughton enters the game for N. Vonleh,,23,31
143,2,6:04.0,,F. Mason misses 2-pt jump shot from 12 ft,23,31
144,2,6:02.0,,Offensive rebound by K. Koufos,23,31
145,2,5:59.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,23,31
146,2,5:59.0,,Offensive rebound by W. Cauley-Stein,23,31
147,2,5:56.0,,W. Cauley-Stein misses 2-pt jump shot from 12 ft,23,31
148,2,5:56.0,,Offensive rebound by Team,23,31
149,2,5:56.0,,Personal foul by S. Napier (drawn by K. Koufos),23,31
150,2,5:34.0,,K. Koufos misses 2-pt layup from 4 ft,23,31
151,2,5:30.0,Defensive rebound by M. Harkless,,23,31
152,2,5:25.0,C. McCollum makes 2-pt jump shot from 20 ft,,25,31
153,2,5:11.0,,Shooting foul by M. Harkless (drawn by W. Cauley-Stein),25,31
154,2,5:11.0,,W. Cauley-Stein misses free throw 1 of 2,25,31
155,2,5:11.0,,Offensive rebound by Team,25,31
156,2,5:11.0,D. Lillard enters the game for S. Napier,,25,31
157,2,5:11.0,,W. Cauley-Stein makes free throw 2 of 2,25,32
158,2,4:48.0,P. Connaughton misses 2-pt layup from 3 ft (block by K. Koufos),,25,32
159,2,4:48.0,Offensive rebound by Team,,25,32
160,2,4:44.0,C. McCollum misses 3-pt jump shot from 24 ft,,25,32
161,2,4:42.0,,Defensive rebound by F. Mason,25,32
162,2,4:30.0,,K. Koufos misses 2-pt hook shot from 6 ft,25,32
163,2,4:26.0,Defensive rebound by J. Nurkić,,25,32
164,2,4:18.0,M. Harkless makes 2-pt jump shot from 6 ft (assist by D. Lillard),,27,32
165,2,4:17.0,,Sacramento full timeout,27,32
166,2,4:17.0,,D. Fox enters the game for W. Cauley-Stein,27,32
167,2,4:17.0,,S. Labissière enters the game for F. Mason,27,32
168,2,4:05.0,,Turnover by D. Fox (bad pass; steal by C. McCollum),27,32
169,2,3:59.0,Turnover by C. McCollum (out of bounds lost ball),,27,32
170,2,3:41.0,,B. Bogdanović makes 2-pt jump shot from 15 ft,27,34
171,2,3:27.0,,G. Hill enters the game for B. Bogdanović,27,34
172,2,3:27.0,,G. Temple enters the game for B. Hield,27,34
173,2,3:18.0,P. Connaughton makes 3-pt jump shot from 22 ft (assist by D. Lillard),,30,34
174,2,2:59.0,,S. Labissière misses 2-pt jump shot from 12 ft,30,34
175,2,2:55.0,,Offensive rebound by G. Hill,30,34
176,2,2:49.0,,S. Labissière misses 2-pt jump shot from 13 ft,30,34
177,2,2:46.0,Defensive rebound by D. Lillard,,30,34
178,2,2:45.0,Personal foul by S. Labissière (drawn by J. Nurkić),,30,34
179,2,2:45.0,,W. Cauley-Stein enters the game for S. Labissière,30,34
180,2,2:45.0,S. Napier enters the game for P. Connaughton,,30,34
181,2,2:33.0,Turnover by J. Nurkić (bad pass),,30,34
182,2,2:12.0,,D. Fox makes 2-pt jump shot from 15 ft,30,36
183,2,1:56.0,D. Lillard makes 3-pt jump shot from 27 ft,,33,36
184,2,1:49.0,,K. Koufos makes 2-pt dunk from 1 ft (assist by D. Fox),33,38
185,2,1:32.0,J. Nurkić makes 2-pt layup from 2 ft (assist by D. Lillard),,35,38
186,2,1:19.0,,G. Hill makes 2-pt layup from 2 ft (assist by G. Temple),35,40
187,2,1:09.0,Shooting foul by G. Temple (drawn by D. Lillard),,35,40
188,2,1:09.0,D. Lillard makes free throw 1 of 2,,36,40
189,2,1:09.0,,B. Bogdanović enters the game for K. Koufos,36,40
190,2,1:09.0,E. Davis enters the game for J. Nurkić,,36,40
191,2,1:09.0,D. Lillard makes free throw 2 of 2,,37,40
192,2,0:53.0,,W. Cauley-Stein misses 2-pt hook shot from 3 ft,37,40
193,2,0:51.0,Defensive rebound by E. Davis,,37,40
194,2,0:40.0,C. McCollum makes 2-pt jump shot from 7 ft,,39,40
195,2,0:32.0,,G. Hill makes 2-pt jump shot from 12 ft,39,42
196,2,0:09.0,C. McCollum misses 2-pt jump shot from 6 ft,,39,42
197,2,0:07.0,Offensive rebound by M. Harkless,,39,42
198,2,0:05.0,M. Harkless makes 2-pt layup from 6 ft,,41,42
199,2,0:00.0,,G. Temple misses 3-pt jump shot from 26 ft,41,42
200,2,0:00.0,,Offensive rebound by Team,41,42
201,3,11:38.0,,Z. Randolph misses 2-pt jump shot from 13 ft,41,42
202,3,11:36.0,Defensive rebound by Team,,41,42
203,3,11:36.0,,Loose ball foul by Z. Randolph (drawn by J. Nurkić),41,42
204,3,11:19.0,J. Nurkić misses 2-pt hook shot from 9 ft,,41,42
205,3,11:14.0,,Defensive rebound by S. Labissière,41,42
206,3,11:05.0,Violation by J. Nurkić (kicked ball),,41,42
207,3,10:53.0,,S. Labissière misses 2-pt jump shot from 15 ft,41,42
208,3,10:49.0,Defensive rebound by C. McCollum,,41,42
209,3,10:43.0,C. Swanigan misses 2-pt layup from 4 ft,,41,42
210,3,10:40.0,,Defensive rebound by Z. Randolph,41,42
211,3,10:36.0,,Turnover by D. Fox (lost ball; steal by C. Swanigan),41,42
212,3,10:30.0,D. Lillard misses 2-pt layup from 6 ft,,41,42
213,3,10:30.0,Offensive rebound by C. Swanigan,,41,42
214,3,10:29.0,C. Swanigan makes 2-pt dunk from 3 ft,,43,42
215,3,10:17.0,,Personal foul by M. Harkless (drawn by G. Hill),43,42
216,3,10:07.0,,G. Temple makes 2-pt jump shot from 16 ft (assist by S. Labissière),43,44
217,3,9:50.0,C. McCollum misses 2-pt jump shot from 7 ft,,43,44
218,3,9:47.0,,Defensive rebound by Z. Randolph,43,44
219,3,9:38.0,,Z. Randolph misses 2-pt jump shot from 20 ft,43,44
220,3,9:34.0,Defensive rebound by J. Nurkić,,43,44
221,3,9:29.0,Personal foul by D. Fox (drawn by D. Lillard),,43,44
222,3,9:23.0,C. McCollum makes 2-pt jump shot from 2 ft,,45,44
223,3,9:02.0,,G. Temple misses 2-pt jump shot from 18 ft,45,44
224,3,8:57.0,,Offensive rebound by D. Fox,45,44
225,3,8:56.0,,G. Hill misses 2-pt jump shot from 19 ft,45,44
226,3,8:56.0,,Offensive rebound by S. Labissière,45,44
227,3,8:46.0,,S. Labissière misses 2-pt layup at rim,45,44
228,3,8:45.0,Defensive rebound by C. Swanigan,,45,44
229,3,8:38.0,C. McCollum misses 3-pt jump shot from 25 ft,,45,44
230,3,8:35.0,,Defensive rebound by Z. Randolph,45,44
231,3,8:28.0,,G. Hill misses 2-pt jump shot from 12 ft,45,44
232,3,8:24.0,Defensive rebound by M. Harkless,,45,44
233,3,8:16.0,J. Nurkić misses 2-pt layup from 2 ft,,45,44
234,3,8:15.0,,Defensive rebound by Team,45,44
235,3,8:15.0,Loose ball foul by C. Swanigan (drawn by Z. Randolph),,45,44
236,3,8:06.0,,S. Labissière makes 2-pt jump shot from 18 ft (assist by D. Fox),45,46
237,3,7:52.0,D. Lillard misses 3-pt jump shot from 29 ft,,45,46
238,3,7:52.0,,Defensive rebound by G. Temple,45,46
239,3,7:44.0,,Turnover by G. Temple (bad pass; steal by J. Nurkić),45,46
240,3,7:39.0,C. McCollum misses 2-pt jump shot from 10 ft,,45,46
241,3,7:39.0,Offensive rebound by Team,,45,46
242,3,7:39.0,N. Vonleh enters the game for C. Swanigan,,45,46
243,3,7:32.0,D. Lillard misses 2-pt jump shot from 14 ft (block by D. Fox),,45,46
244,3,7:32.0,,Defensive rebound by Team,45,46
245,3,7:15.0,,Turnover by D. Fox (bad pass; steal by J. Nurkić),45,46
246,3,7:15.0,Personal foul by G. Hill (drawn by J. Nurkić),,45,46
247,3,6:59.0,N. Vonleh makes 2-pt dunk from 1 ft (assist by J. Nurkić),,47,46
248,3,6:43.0,,Personal foul by M. Harkless (drawn by G. Temple),47,46
249,3,6:43.0,,Sacramento full timeout,47,46
250,3,6:38.0,,Personal foul by J. Nurkić (drawn by Z. Randolph),47,46
251,3,6:31.0,,Turnover by Z. Randolph (traveling),47,46
252,3,6:19.0,M. Harkless misses 2-pt layup from 6 ft (block by S. Labissière),,47,46
253,3,6:16.0,,Defensive rebound by G. Hill,47,46
254,3,6:03.0,,G. Hill makes 2-pt layup from 2 ft,47,48
255,3,5:48.0,N. Vonleh makes 2-pt jump shot from 19 ft (assist by D. Lillard),,49,48
256,3,5:31.0,,S. Labissière misses 2-pt layup from 5 ft,49,48
257,3,5:27.0,,Offensive rebound by S. Labissière,49,48
258,3,5:26.0,,Turnover by S. Labissière (bad pass; steal by M. Harkless),49,48
259,3,5:20.0,C. McCollum misses 3-pt jump shot from 24 ft,,49,48
260,3,5:19.0,,Defensive rebound by Team,49,48
261,3,5:19.0,,Personal foul by N. Vonleh (drawn by S. Labissière),49,48
262,3,5:19.0,,S. Labissière misses free throw 1 of 2,49,48
263,3,5:19.0,,Offensive rebound by Team,49,48
264,3,5:19.0,,K. Koufos enters the game for Z. Randolph,49,48
265,3,5:19.0,E. Turner enters the game for M. Harkless,,49,48
266,3,5:19.0,,S. Labissière makes free throw 2 of 2,49,49
267,3,5:01.0,C. McCollum makes 2-pt jump shot from 17 ft,,51,49
268,3,4:45.0,,D. Fox makes 2-pt jump shot from 4 ft,51,51
269,3,4:30.0,Turnover by C. McCollum (bad pass; steal by G. Temple),,51,51
270,3,4:27.0,,D. Fox makes 2-pt dunk from 1 ft,51,53
271,3,4:25.0,Portland full timeout,,51,53
272,3,4:25.0,,W. Cauley-Stein enters the game for G. Hill,51,53
273,3,4:25.0,,B. Bogdanović enters the game for S. Labissière,51,53
274,3,4:25.0,E. Davis enters the game for J. Nurkić,,51,53
275,3,4:04.0,Shooting foul by D. Fox (drawn by C. McCollum),,51,53
276,3,4:04.0,C. McCollum makes free throw 1 of 2,,52,53
277,3,4:04.0,C. McCollum misses free throw 2 of 2,,52,53
278,3,4:01.0,,Defensive rebound by W. Cauley-Stein,52,53
279,3,3:42.0,,G. Temple makes 2-pt jump shot from 19 ft,52,55
280,3,3:31.0,Shooting foul by W. Cauley-Stein (drawn by D. Lillard),,52,55
281,3,3:31.0,D. Lillard makes free throw 1 of 2,,53,55
282,3,3:31.0,,F. Mason enters the game for D. Fox,53,55
283,3,3:31.0,P. Connaughton enters the game for C. McCollum,,53,55
284,3,3:31.0,D. Lillard makes free throw 2 of 2,,54,55
285,3,3:18.0,,W. Cauley-Stein misses 2-pt hook shot from 6 ft,54,55
286,3,3:13.0,Defensive rebound by E. Davis,,54,55
287,3,2:58.0,D. Lillard misses 2-pt layup from 3 ft,,54,55
288,3,2:55.0,,Defensive rebound by W. Cauley-Stein,54,55
289,3,2:54.0,,G. Temple makes 2-pt jump shot from 4 ft,54,57
290,3,2:54.0,,Shooting foul by E. Turner (drawn by G. Temple),54,57
291,3,2:54.0,,G. Temple makes free throw 1 of 1,54,58
292,3,2:38.0,,Violation by W. Cauley-Stein (kicked ball),54,58
293,3,2:33.0,D. Lillard misses 3-pt jump shot from 26 ft,,54,58
294,3,2:28.0,,Defensive rebound by G. Temple,54,58
295,3,2:27.0,,Turnover by G. Temple (palming),54,58
296,3,2:04.0,Turnover by E. Davis (lost ball; steal by K. Koufos),,54,58
297,3,1:58.0,Offensive charge foul by W. Cauley-Stein (drawn by N. Vonleh),,54,58
298,3,1:58.0,,Turnover by W. Cauley-Stein (offensive foul),54,58
299,3,1:58.0,,B. Hield enters the game for G. Temple,54,58
300,3,1:43.0,N. Vonleh misses 2-pt jump shot from 21 ft,,54,58
301,3,1:42.0,Offensive rebound by Team,,54,58
302,3,1:42.0,Personal foul by B. Hield (drawn by E. Davis),,54,58
303,3,1:42.0,E. Davis makes free throw 1 of 2,,55,58
304,3,1:42.0,E. Davis makes free throw 2 of 2,,56,58
305,3,1:22.0,,K. Koufos makes 2-pt hook shot from 8 ft,56,60
306,3,1:06.0,N. Vonleh misses 2-pt hook shot from 6 ft,,56,60
307,3,1:03.0,Offensive rebound by N. Vonleh,,56,60
308,3,0:57.0,D. Lillard makes 2-pt layup from 2 ft,,58,60
309,3,0:43.0,,W. Cauley-Stein misses 2-pt jump shot from 5 ft,58,60
310,3,0:40.0,Defensive rebound by E. Davis,,58,60
311,3,0:32.0,D. Lillard misses 2-pt layup from 4 ft,,58,60
312,3,0:29.0,,Defensive rebound by K. Koufos,58,60
313,3,0:24.0,,B. Hield misses 3-pt jump shot from 24 ft,58,60
314,3,0:22.0,Defensive rebound by P. Connaughton,,58,60
315,3,0:03.0,D. Lillard makes 2-pt jump shot from 10 ft,,60,60
316,3,0:00.0,,B. Bogdanović misses 3-pt jump shot from 39 ft,60,60
317,3,0:00.0,,Offensive rebound by Team,60,60
318,4,11:47.0,Turnover by C. McCollum (bad pass),,60,60
319,4,11:35.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,60,60
320,4,11:29.0,Defensive rebound by E. Turner,,60,60
321,4,11:23.0,E. Turner misses 2-pt jump shot from 7 ft,,60,60
322,4,11:23.0,Offensive rebound by N. Vonleh,,60,60
323,4,11:17.0,C. McCollum makes 2-pt jump shot from 17 ft (assist by N. Vonleh),,62,60
324,4,11:02.0,,F. Mason misses 2-pt jump shot from 19 ft,62,60
325,4,11:02.0,Defensive rebound by E. Turner,,62,60
326,4,10:49.0,E. Turner misses 2-pt jump shot from 18 ft,,62,60
327,4,10:46.0,,Defensive rebound by K. Koufos,62,60
328,4,10:30.0,,W. Cauley-Stein makes 2-pt dunk at rim (assist by B. Bogdanović),62,62
329,4,10:04.0,Turnover by S. Napier (lost ball; steal by K. Koufos),,62,62
330,4,9:57.0,,Turnover by B. Hield (bad pass),62,62
331,4,9:42.0,C. McCollum makes 2-pt layup from 2 ft,,64,62
332,4,9:24.0,,F. Mason makes 2-pt jump shot from 21 ft,64,64
333,4,8:57.0,N. Vonleh misses 2-pt layup from 5 ft,,64,64
334,4,8:56.0,,Defensive rebound by F. Mason,64,64
335,4,8:46.0,,W. Cauley-Stein makes 2-pt dunk from 2 ft (assist by F. Mason),64,66
336,4,8:46.0,Portland full timeout,,64,66
337,4,8:46.0,M. Harkless enters the game for N. Vonleh,,64,66
338,4,8:32.0,S. Napier misses 2-pt jump shot from 20 ft,,64,66
339,4,8:30.0,,Defensive rebound by K. Koufos,64,66
340,4,8:13.0,,W. Cauley-Stein makes 2-pt hook shot from 3 ft (assist by K. Koufos),64,68
341,4,7:54.0,C. McCollum makes 2-pt jump shot from 12 ft,,66,68
342,4,7:40.0,,Shooting foul by S. Napier (drawn by F. Mason),66,68
343,4,7:40.0,,F. Mason makes free throw 1 of 2,66,69
344,4,7:40.0,D. Lillard enters the game for E. Turner,,66,69
345,4,7:40.0,J. Nurkić enters the game for E. Davis,,66,69
346,4,7:40.0,,F. Mason makes free throw 2 of 2,66,70
347,4,7:22.0,M. Harkless misses 2-pt jump shot from 6 ft,,66,70
348,4,7:20.0,,Defensive rebound by F. Mason,66,70
349,4,7:15.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,66,70
350,4,7:12.0,Defensive rebound by C. McCollum,,66,70
351,4,6:59.0,Turnover by J. Nurkić (lost ball; steal by B. Hield),,66,70
352,4,6:53.0,,Turnover by B. Hield (lost ball; steal by C. McCollum),66,70
353,4,6:52.0,Personal foul by F. Mason (drawn by S. Napier),,66,70
354,4,6:52.0,,G. Hill enters the game for B. Hield,66,70
355,4,6:41.0,D. Lillard makes 3-pt jump shot from 26 ft (assist by S. Napier),,69,70
356,4,6:27.0,,W. Cauley-Stein makes 2-pt dunk from 2 ft (assist by F. Mason),69,72
357,4,6:12.0,J. Nurkić misses 2-pt layup from 7 ft (block by W. Cauley-Stein),,69,72
358,4,6:09.0,,Defensive rebound by B. Bogdanović,69,72
359,4,6:05.0,,Shooting foul by J. Nurkić (drawn by W. Cauley-Stein),69,72
360,4,6:05.0,,W. Cauley-Stein makes free throw 1 of 2,69,73
361,4,6:05.0,,W. Cauley-Stein makes free throw 2 of 2,69,74
362,4,5:42.0,J. Nurkić makes 2-pt jump shot from 17 ft (assist by S. Napier),,71,74
363,4,5:25.0,,Personal foul by C. McCollum (drawn by G. Hill),71,74
364,4,5:25.0,,Sacramento full timeout,71,74
365,4,5:25.0,E. Davis enters the game for M. Harkless,,71,74
366,4,5:12.0,,G. Hill makes 2-pt layup from 3 ft (assist by W. Cauley-Stein),71,76
367,4,4:59.0,Personal foul by K. Koufos (drawn by D. Lillard),,71,76
368,4,4:44.0,D. Lillard misses 2-pt jump shot (block by G. Hill),,71,76
369,4,4:44.0,,Defensive rebound by G. Hill,71,76
370,4,4:44.0,Turnover by Team (shot clock),,71,76
371,4,4:37.0,,Personal foul by E. Davis (drawn by W. Cauley-Stein),71,76
372,4,4:26.0,,W. Cauley-Stein misses 2-pt jump shot from 21 ft,71,76
373,4,4:22.0,Defensive rebound by J. Nurkić,,71,76
374,4,4:16.0,Shooting foul by G. Hill (drawn by E. Davis),,71,76
375,4,4:16.0,E. Davis makes free throw 1 of 2,,72,76
376,4,4:16.0,,D. Fox enters the game for B. Bogdanović,72,76
377,4,4:16.0,,G. Temple enters the game for F. Mason,72,76
378,4,4:16.0,E. Davis makes free throw 2 of 2,,73,76
379,4,3:58.0,,W. Cauley-Stein misses 2-pt layup from 2 ft,73,76
380,4,3:52.0,,Offensive rebound by K. Koufos,73,76
381,4,3:52.0,,K. Koufos makes 2-pt layup at rim,73,78
