,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,BROOKLYN_ACTION,SAN ANTONIO_SCORE,BROOKLYN_SCORE
102,1,0:10.0,,J. Harris makes 2-pt layup from 1 ft (assist by A. Crabbe),29,26
103,1,0:02.0,D. Murray makes 2-pt jump shot from 8 ft,,31,26
104,1,0:01.0,,Turnover by J. Allen (bad pass; steal by D. Murray),31,26
105,2,11:36.0,,Q. Acy misses 3-pt jump shot from 24 ft,31,26
106,2,11:32.0,Defensive rebound by D. Murray,,31,26
107,2,11:20.0,P. Mills makes 3-pt jump shot from 26 ft (assist by P. Gasol),,34,26
108,2,11:09.0,,Personal foul by D. Bertāns (drawn by J. Harris),34,26
109,2,10:56.0,,J. Harris makes 2-pt jump shot from 8 ft (assist by C. LeVert),34,28
110,2,10:42.0,D. Murray misses 2-pt layup from 1 ft,,34,28
111,2,10:39.0,,Defensive rebound by J. Okafor,34,28
112,2,10:30.0,,A. Crabbe makes 2-pt jump shot from 7 ft,34,30
113,2,10:16.0,B. Forbes misses 2-pt jump shot from 19 ft,,34,30
114,2,10:13.0,,Defensive rebound by Q. Acy,34,30
115,2,10:00.0,,J. Harris makes 3-pt jump shot from 26 ft (assist by J. Okafor),34,33
116,2,9:44.0,Shooting foul by J. Okafor (drawn by P. Gasol),,34,33
117,2,9:44.0,P. Gasol misses free throw 1 of 2,,34,33
118,2,9:44.0,Offensive rebound by Team,,34,33
119,2,9:44.0,T. Parker enters the game for D. Murray,,34,33
120,2,9:44.0,D. Green enters the game for P. Mills,,34,33
121,2,9:44.0,P. Gasol makes free throw 2 of 2,,35,33
122,2,9:32.0,,C. LeVert misses 2-pt layup from 3 ft,35,33
123,2,9:30.0,Defensive rebound by T. Parker,,35,33
124,2,9:25.0,T. Parker misses 2-pt layup from 2 ft,,35,33
125,2,9:23.0,,Defensive rebound by C. LeVert,35,33
126,2,9:18.0,,J. Harris misses 3-pt jump shot from 22 ft,35,33
127,2,9:16.0,,Offensive rebound by Q. Acy,35,33
128,2,9:09.0,,C. LeVert misses 3-pt jump shot from 25 ft,35,33
129,2,9:06.0,Defensive rebound by P. Gasol,,35,33
130,2,8:50.0,B. Forbes misses 2-pt jump shot from 11 ft,,35,33
131,2,8:47.0,,Defensive rebound by A. Crabbe,35,33
132,2,8:39.0,,Turnover by Q. Acy (bad pass; steal by D. Green),35,33
133,2,8:33.0,D. Green misses 3-pt jump shot from 25 ft,,35,33
134,2,8:30.0,,Defensive rebound by A. Crabbe,35,33
135,2,8:16.0,,J. Harris makes 2-pt layup from 2 ft (assist by C. LeVert),35,35
136,2,8:15.0,San Antonio full timeout,,35,35
137,2,8:15.0,,R. Hollis-Jefferson enters the game for Q. Acy,35,35
138,2,8:15.0,L. Aldridge enters the game for B. Forbes,,35,35
139,2,8:15.0,K. Anderson enters the game for D. Bertāns,,35,35
140,2,8:06.0,T. Parker makes 2-pt jump shot from 4 ft (assist by P. Gasol),,37,35
141,2,8:06.0,Shooting block foul by J. Okafor (drawn by T. Parker),,37,35
142,2,8:06.0,T. Parker makes free throw 1 of 1,,38,35
143,2,7:52.0,,J. Okafor makes 2-pt jump shot from 6 ft,38,37
144,2,7:35.0,T. Parker misses 2-pt jump shot from 12 ft,,38,37
145,2,7:33.0,,Defensive rebound by A. Crabbe,38,37
146,2,7:27.0,,Turnover by R. Hollis-Jefferson (out of bounds lost ball),38,37
147,2,7:27.0,,S. Dinwiddie enters the game for A. Crabbe,38,37
148,2,7:27.0,J. Lauvergne enters the game for P. Gasol,,38,37
149,2,7:03.0,D. Green misses 2-pt jump shot from 12 ft,,38,37
150,2,7:01.0,,Defensive rebound by J. Okafor,38,37
151,2,6:58.0,,J. Okafor misses 2-pt layup from 2 ft (block by K. Anderson),38,37
152,2,6:58.0,Defensive rebound by Team,,38,37
153,2,6:41.0,L. Aldridge makes 2-pt jump shot from 11 ft,,40,37
154,2,6:24.0,,J. Harris misses 3-pt jump shot from 25 ft,40,37
155,2,6:22.0,Defensive rebound by L. Aldridge,,40,37
156,2,6:15.0,Personal foul by C. LeVert (drawn by L. Aldridge),,40,37
157,2,6:15.0,,D. Carroll enters the game for J. Okafor,40,37
158,2,6:15.0,,J. Allen enters the game for C. LeVert,40,37
159,2,5:59.0,L. Aldridge misses 2-pt jump shot from 17 ft,,40,37
160,2,5:57.0,,Defensive rebound by Team,40,37
161,2,5:47.0,,R. Hollis-Jefferson makes 2-pt layup at rim (assist by S. Dinwiddie),40,39
162,2,5:34.0,Turnover by K. Anderson (traveling),,40,39
163,2,5:13.0,,R. Hollis-Jefferson misses 2-pt jump shot from 8 ft,40,39
164,2,5:10.0,Defensive rebound by J. Lauvergne,,40,39
165,2,5:00.0,J. Lauvergne misses 2-pt hook shot from 4 ft,,40,39
166,2,4:57.0,,Defensive rebound by R. Hollis-Jefferson,40,39
167,2,4:52.0,,D. Carroll misses 2-pt layup from 4 ft,40,39
168,2,4:49.0,,Offensive rebound by D. Carroll,40,39
169,2,4:44.0,,Shooting foul by D. Green (drawn by D. Carroll),40,39
170,2,4:44.0,,D. Carroll makes free throw 1 of 2,40,40
171,2,4:44.0,B. Forbes enters the game for K. Anderson,,40,40
172,2,4:44.0,,D. Carroll makes free throw 2 of 2,40,41
173,2,4:34.0,Def 3 sec tech foul by J. Allen,,40,41
174,2,4:34.0,P. Mills enters the game for D. Green,,40,41
175,2,4:34.0,,C. LeVert enters the game for J. Harris,40,41
176,2,4:34.0,L. Aldridge makes technical free throw,,41,41
177,2,4:23.0,P. Mills makes 3-pt jump shot from 21 ft (assist by J. Lauvergne),,44,41
178,2,4:23.0,Shooting foul by C. LeVert (drawn by P. Mills),,44,41
179,2,4:23.0,P. Mills misses free throw 1 of 1,,44,41
180,2,4:20.0,,Defensive rebound by R. Hollis-Jefferson,44,41
181,2,4:11.0,,S. Dinwiddie misses 2-pt jump shot from 14 ft,44,41
182,2,4:09.0,Defensive rebound by J. Lauvergne,,44,41
183,2,3:47.0,J. Lauvergne misses 2-pt layup from 3 ft,,44,41
184,2,3:44.0,,Defensive rebound by D. Carroll,44,41
185,2,3:39.0,,Turnover by R. Hollis-Jefferson (lost ball; steal by P. Mills),44,41
186,2,3:21.0,J. Lauvergne misses 3-pt jump shot from 22 ft,,44,41
187,2,3:18.0,,Defensive rebound by J. Allen,44,41
188,2,3:08.0,,Offensive foul by D. Carroll (drawn by P. Mills),44,41
189,2,3:08.0,,Turnover by D. Carroll (offensive foul),44,41
190,2,3:08.0,D. Murray enters the game for T. Parker,,44,41
191,2,2:53.0,B. Forbes misses 3-pt jump shot from 27 ft,,44,41
192,2,2:49.0,,Defensive rebound by J. Allen,44,41
193,2,2:43.0,,C. LeVert makes 3-pt jump shot from 25 ft (assist by R. Hollis-Jefferson),44,44
194,2,2:23.0,L. Aldridge makes 2-pt jump shot from 19 ft,,46,44
195,2,2:22.0,,Brooklyn full timeout,46,44
196,2,2:22.0,D. Bertāns enters the game for J. Lauvergne,,46,44
197,2,2:00.0,,J. Allen makes 2-pt hook shot from 4 ft (assist by S. Dinwiddie),46,46
198,2,1:41.0,P. Mills makes 3-pt jump shot from 26 ft (assist by D. Bertāns),,49,46
199,2,1:31.0,,Offensive foul by J. Allen (drawn by D. Murray),49,46
200,2,1:31.0,,Turnover by J. Allen (offensive foul),49,46
201,2,1:15.0,L. Aldridge misses 2-pt hook shot from 3 ft,,49,46
202,2,1:12.0,,Defensive rebound by J. Allen,49,46
203,2,1:03.0,,Turnover by R. Hollis-Jefferson (turnover),49,46
204,2,0:49.0,L. Aldridge makes 2-pt layup from 1 ft,,51,46
205,2,0:33.0,,C. LeVert misses 3-pt jump shot from 23 ft,51,46
206,2,0:30.0,Defensive rebound by P. Mills,,51,46
207,2,0:10.0,L. Aldridge misses 2-pt jump shot from 13 ft,,51,46
208,2,0:05.0,,Defensive rebound by D. Carroll,51,46
209,2,0:04.0,,Personal foul by P. Mills (drawn by D. Carroll),51,46
210,2,0:04.0,,J. Harris enters the game for R. Hollis-Jefferson,51,46
211,2,0:04.0,B. Paul enters the game for L. Aldridge,,51,46
212,2,0:04.0,D. Green enters the game for D. Bertāns,,51,46
213,2,0:00.0,,S. Dinwiddie misses 3-pt jump shot from 30 ft,51,46
214,2,0:00.0,Defensive rebound by Team,,51,46
215,3,11:37.0,,D. Carroll misses 2-pt jump shot from 9 ft,51,46
216,3,11:34.0,Defensive rebound by P. Gasol,,51,46
217,3,11:24.0,P. Gasol misses 2-pt jump shot from 17 ft,,51,46
218,3,11:20.0,,Defensive rebound by D. Carroll,51,46
219,3,11:10.0,,T. Zeller makes 2-pt hook shot from 3 ft,51,48
220,3,10:43.0,T. Parker misses 3-pt jump shot from 23 ft,,51,48
221,3,10:40.0,,Defensive rebound by A. Crabbe,51,48
222,3,10:29.0,,T. Zeller misses 2-pt layup from 4 ft,51,48
223,3,10:28.0,Defensive rebound by P. Gasol,,51,48
224,3,10:23.0,T. Parker misses 2-pt layup from 5 ft (block by R. Hollis-Jefferson),,51,48
225,3,10:20.0,,Defensive rebound by T. Zeller,51,48
226,3,10:17.0,,D. Carroll misses 2-pt jump shot from 6 ft,51,48
227,3,10:14.0,Defensive rebound by L. Aldridge,,51,48
228,3,10:06.0,L. Aldridge makes 2-pt jump shot from 5 ft (assist by P. Gasol),,53,48
229,3,9:41.0,,A. Crabbe misses 2-pt jump shot from 4 ft,53,48
230,3,9:37.0,Defensive rebound by T. Parker,,53,48
231,3,9:23.0,Shooting foul by A. Crabbe (drawn by K. Anderson),,53,48
232,3,9:23.0,,Brooklyn full timeout,53,48
233,3,9:23.0,K. Anderson makes free throw 1 of 2,,54,48
234,3,9:23.0,K. Anderson makes free throw 2 of 2,,55,48
235,3,9:04.0,,S. Dinwiddie misses 3-pt jump shot from 30 ft,55,48
236,3,9:00.0,Defensive rebound by D. Green,,55,48
237,3,8:53.0,L. Aldridge makes 2-pt layup from 4 ft (assist by P. Gasol),,57,48
238,3,8:33.0,,R. Hollis-Jefferson makes 2-pt jump shot from 11 ft,57,50
239,3,8:23.0,Personal foul by T. Zeller (drawn by P. Gasol),,57,50
240,3,8:11.0,L. Aldridge makes 2-pt dunk from 1 ft,,59,50
241,3,7:47.0,,R. Hollis-Jefferson misses 3-pt jump shot from 23 ft,59,50
242,3,7:44.0,Defensive rebound by P. Gasol,,59,50
243,3,7:31.0,P. Gasol makes 3-pt jump shot from 25 ft (assist by L. Aldridge),,62,50
244,3,7:23.0,,A. Crabbe misses 2-pt jump shot from 15 ft,62,50
245,3,7:20.0,Defensive rebound by P. Gasol,,62,50
246,3,7:12.0,D. Green makes 3-pt jump shot from 23 ft (assist by K. Anderson),,65,50
247,3,7:12.0,Shooting foul by A. Crabbe (drawn by D. Green),,65,50
248,3,7:12.0,,Brooklyn full timeout,65,50
249,3,7:12.0,,J. Harris enters the game for A. Crabbe,65,50
250,3,7:12.0,,J. Allen enters the game for T. Zeller,65,50
251,3,7:12.0,D. Green misses free throw 1 of 1,,65,50
252,3,7:12.0,,Defensive rebound by R. Hollis-Jefferson,65,50
253,3,7:12.0,,Turnover by R. Hollis-Jefferson (lost ball; steal by D. Green),65,50
254,3,6:56.0,L. Aldridge makes 2-pt hook shot from 3 ft (assist by P. Gasol),,67,50
255,3,6:29.0,,Personal foul by T. Parker (drawn by S. Dinwiddie),67,50
256,3,6:23.0,,J. Allen misses 2-pt layup from 4 ft,67,50
257,3,6:21.0,Defensive rebound by L. Aldridge,,67,50
258,3,6:14.0,T. Parker misses 2-pt jump shot from 18 ft,,67,50
259,3,6:13.0,,Defensive rebound by Team,67,50
260,3,6:13.0,Loose ball foul by L. Aldridge (drawn by J. Allen),,67,50
261,3,6:01.0,,S. Dinwiddie makes 2-pt jump shot from 15 ft,67,52
262,3,5:47.0,T. Parker misses 3-pt jump shot from 22 ft,,67,52
263,3,5:44.0,,Defensive rebound by D. Carroll,67,52
264,3,5:36.0,,Shooting foul by L. Aldridge (drawn by R. Hollis-Jefferson),67,52
265,3,5:36.0,,R. Hollis-Jefferson makes free throw 1 of 2,67,53
266,3,5:36.0,P. Mills enters the game for K. Anderson,,67,53
267,3,5:36.0,B. Forbes enters the game for T. Parker,,67,53
268,3,5:36.0,D. Murray enters the game for D. Green,,67,53
269,3,5:36.0,,R. Hollis-Jefferson misses free throw 2 of 2,67,53
270,3,5:33.0,Defensive rebound by Team,,67,53
271,3,5:33.0,,Q. Acy enters the game for R. Hollis-Jefferson,67,53
272,3,5:26.0,,Q. Acy makes 3-pt jump shot from 24 ft (assist by S. Dinwiddie),67,56
273,3,5:26.0,San Antonio full timeout,,67,56
274,3,5:26.0,D. Bertāns enters the game for P. Gasol,,67,56
275,3,5:10.0,L. Aldridge misses 2-pt jump shot from 7 ft,,67,56
276,3,5:09.0,,Defensive rebound by Team,67,56
277,3,4:51.0,,S. Dinwiddie misses 2-pt jump shot from 13 ft,67,56
278,3,4:51.0,Defensive rebound by Team,,67,56
279,3,4:33.0,P. Mills misses 2-pt layup from 5 ft,,67,56
280,3,4:33.0,Offensive rebound by Team,,67,56
281,3,4:33.0,,Loose ball foul by S. Dinwiddie (drawn by L. Aldridge),67,56
282,3,4:33.0,,C. LeVert enters the game for D. Carroll,67,56
283,3,4:26.0,Offensive foul by D. Murray (drawn by J. Harris),,67,56
284,3,4:26.0,Turnover by D. Murray (offensive foul),,67,56
285,3,4:13.0,,Q. Acy misses 3-pt jump shot from 24 ft,67,56
286,3,4:10.0,Defensive rebound by L. Aldridge,,67,56
287,3,4:00.0,L. Aldridge makes 2-pt dunk at rim (assist by B. Forbes),,69,56
288,3,3:42.0,,Q. Acy misses 3-pt jump shot from 22 ft,69,56
289,3,3:39.0,Defensive rebound by B. Forbes,,69,56
290,3,3:30.0,Turnover by P. Mills (bad pass),,69,56
291,3,3:21.0,,Offensive foul by Q. Acy (drawn by P. Mills),69,56
292,3,3:21.0,,Turnover by Q. Acy (offensive foul),69,56
293,3,3:10.0,P. Mills misses 3-pt jump shot from 26 ft,,69,56
294,3,3:08.0,,Defensive rebound by Q. Acy,69,56
295,3,3:02.0,,S. Dinwiddie misses 2-pt layup from 1 ft,69,56
296,3,2:56.0,,Offensive rebound by J. Allen,69,56
297,3,2:56.0,,J. Allen makes 2-pt dunk at rim,69,58
298,3,2:40.0,L. Aldridge makes 2-pt jump shot from 17 ft (assist by D. Bertāns),,71,58
299,3,2:14.0,,C. LeVert makes 2-pt jump shot from 10 ft (assist by J. Allen),71,60
300,3,1:53.0,Shooting foul by J. Harris (drawn by L. Aldridge),,71,60
301,3,1:53.0,L. Aldridge makes free throw 1 of 2,,72,60
302,3,1:53.0,,A. Crabbe enters the game for S. Dinwiddie,72,60
303,3,1:53.0,L. Aldridge makes free throw 2 of 2,,73,60
304,3,1:41.0,,J. Allen misses 2-pt layup from 3 ft (block by L. Aldridge),73,60
305,3,1:37.0,Defensive rebound by D. Murray,,73,60
306,3,1:34.0,P. Mills makes 3-pt jump shot from 25 ft (assist by D. Murray),,76,60
307,3,1:17.0,,C. LeVert misses 3-pt jump shot from 26 ft,76,60
308,3,1:14.0,Defensive rebound by D. Bertāns,,76,60
309,3,1:02.0,L. Aldridge misses 2-pt hook shot from 4 ft,,76,60
310,3,1:00.0,,Defensive rebound by Q. Acy,76,60
311,3,1:00.0,,Personal foul by D. Bertāns (drawn by Q. Acy),76,60
312,3,1:00.0,P. Gasol enters the game for L. Aldridge,,76,60
313,3,0:42.0,,C. LeVert makes 2-pt layup from 1 ft,76,62
314,3,0:28.0,B. Forbes misses 2-pt jump shot from 15 ft,,76,62
315,3,0:25.0,,Defensive rebound by Q. Acy,76,62
316,3,0:04.0,,Personal foul by D. Murray (drawn by C. LeVert),76,62
317,3,0:04.0,,C. LeVert makes free throw 1 of 2,76,63
318,3,0:04.0,,S. Dinwiddie enters the game for Q. Acy,76,63
319,3,0:04.0,,D. Carroll enters the game for A. Crabbe,76,63
320,3,0:04.0,,C. LeVert makes free throw 2 of 2,76,64
321,3,0:00.0,B. Forbes misses 2-pt jump shot from 22 ft,,76,64
322,3,0:00.0,,Defensive rebound by Team,76,64
323,4,11:50.0,P. Mills makes 3-pt jump shot from 28 ft (assist by D. Murray),,79,64
324,4,11:35.0,,Turnover by C. LeVert (lost ball; steal by D. Murray),79,64
325,4,11:31.0,D. Murray misses 2-pt layup from 3 ft,,79,64
326,4,11:29.0,Offensive rebound by D. Murray,,79,64
327,4,11:27.0,D. Murray misses 2-pt layup from 1 ft,,79,64
328,4,11:27.0,,Defensive rebound by J. Okafor,79,64
329,4,11:12.0,,C. LeVert misses 2-pt layup from 3 ft,79,64
330,4,11:09.0,Defensive rebound by P. Gasol,,79,64
331,4,11:05.0,B. Forbes misses 3-pt jump shot from 25 ft,,79,64
332,4,10:58.0,Offensive rebound by D. Murray,,79,64
333,4,10:45.0,D. Murray misses 2-pt jump shot from 12 ft,,79,64
334,4,10:43.0,,Defensive rebound by C. LeVert,79,64
335,4,10:33.0,,C. LeVert misses 3-pt jump shot from 25 ft,79,64
336,4,10:28.0,Defensive rebound by P. Gasol,,79,64
337,4,10:12.0,P. Mills misses 2-pt layup from 7 ft,,79,64
338,4,10:10.0,,Defensive rebound by J. Okafor,79,64
339,4,10:03.0,,J. Harris makes 3-pt jump shot from 26 ft (assist by J. Okafor),79,67
340,4,10:01.0,San Antonio full timeout,,79,67
341,4,10:01.0,,S. Dinwiddie enters the game for C. LeVert,79,67
342,4,10:01.0,,A. Crabbe enters the game for Q. Acy,79,67
343,4,10:01.0,T. Parker enters the game for D. Murray,,79,67
344,4,10:01.0,D. Green enters the game for B. Forbes,,79,67
345,4,9:47.0,Turnover by D. Bertāns (out of bounds lost ball),,79,67
346,4,9:47.0,K. Anderson enters the game for D. Bertāns,,79,67
347,4,9:32.0,,Personal foul by D. Green (drawn by D. Carroll),79,67
348,4,9:22.0,,S. Dinwiddie misses 3-pt jump shot from 25 ft,79,67
349,4,9:20.0,,Offensive rebound by Team,79,67
350,4,9:01.0,,D. Carroll misses 3-pt jump shot from 23 ft,79,67
351,4,8:58.0,Defensive rebound by P. Gasol,,79,67
352,4,8:57.0,Turnover by P. Gasol (bad pass; steal by J. Harris),,79,67
353,4,8:52.0,,D. Carroll misses 2-pt layup from 1 ft (block by D. Green),79,67
354,4,8:52.0,,Offensive rebound by Team,79,67
355,4,8:52.0,L. Aldridge enters the game for P. Mills,,79,67
356,4,8:52.0,D. Bertāns enters the game for P. Gasol,,79,67
357,4,8:46.0,,J. Harris makes 3-pt jump shot from 26 ft (assist by S. Dinwiddie),79,70
358,4,8:27.0,D. Bertāns misses 3-pt jump shot from 27 ft,,79,70
359,4,8:24.0,,Defensive rebound by J. Harris,79,70
360,4,8:14.0,,J. Harris misses 3-pt jump shot from 26 ft,79,70
361,4,8:11.0,Defensive rebound by L. Aldridge,,79,70
362,4,8:00.0,D. Green makes 2-pt layup from 7 ft,,81,70
363,4,7:46.0,,A. Crabbe makes 3-pt jump shot from 24 ft (assist by S. Dinwiddie),81,73
364,4,7:20.0,L. Aldridge misses 2-pt jump shot from 14 ft,,81,73
365,4,7:18.0,,Defensive rebound by A. Crabbe,81,73
366,4,7:04.0,,J. Harris makes 3-pt jump shot from 22 ft (assist by A. Crabbe),81,76
367,4,6:40.0,Shooting foul by J. Okafor (drawn by L. Aldridge),,81,76
368,4,6:40.0,L. Aldridge makes free throw 1 of 2,,82,76
369,4,6:40.0,L. Aldridge makes free throw 2 of 2,,83,76
370,4,6:31.0,,Personal foul by T. Parker (drawn by A. Crabbe),83,76
371,4,6:31.0,P. Gasol enters the game for D. Bertāns,,83,76
372,4,6:18.0,,A. Crabbe makes 3-pt jump shot from 27 ft (assist by S. Dinwiddie),83,79
373,4,5:55.0,L. Aldridge makes 2-pt jump shot from 11 ft,,85,79
374,4,5:38.0,,J. Okafor makes 2-pt jump shot from 11 ft (assist by S. Dinwiddie),85,81
375,4,5:23.0,Personal foul by J. Okafor (drawn by L. Aldridge),,85,81
376,4,5:15.0,L. Aldridge makes 2-pt hook shot from 10 ft (assist by P. Gasol),,87,81
