,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,HOUSTON_ACTION,SAN ANTONIO_SCORE,HOUSTON_SCORE
34,1,7:35.0,,T. Ariza makes 2-pt layup at rim (assist by C. Paul),4,13
35,1,7:35.0,San Antonio full timeout,,4,13
36,1,7:35.0,,E. Gordon enters the game for C. Paul,4,13
37,1,7:35.0,D. Green enters the game for K. Anderson,,4,13
38,1,7:35.0,B. Forbes enters the game for D. Murray,,4,13
39,1,7:35.0,T. Parker enters the game for P. Mills,,4,13
40,1,7:35.0,J. Lauvergne enters the game for P. Gasol,,4,13
41,1,7:35.0,D. Bertāns enters the game for R. Gay,,4,13
42,1,7:22.0,,Violation by T. Ariza (kicked ball),4,13
43,1,7:10.0,J. Lauvergne misses 2-pt hook shot from 5 ft,,4,13
44,1,7:03.0,Offensive rebound by J. Lauvergne,,4,13
45,1,7:03.0,J. Lauvergne misses 2-pt layup at rim,,4,13
46,1,7:02.0,,Defensive rebound by C. Capela,4,13
47,1,6:56.0,,Personal foul by B. Forbes (drawn by J. Harden),4,13
48,1,6:56.0,B. Paul enters the game for B. Forbes,,4,13
49,1,6:53.0,,T. Ariza misses 3-pt jump shot from 24 ft,4,13
50,1,6:48.0,Defensive rebound by J. Lauvergne,,4,13
51,1,6:36.0,D. Bertāns misses 3-pt jump shot from 27 ft,,4,13
52,1,6:33.0,,Defensive rebound by P. Tucker,4,13
53,1,6:29.0,,P. Tucker misses 3-pt jump shot from 24 ft,4,13
54,1,6:27.0,Defensive rebound by B. Paul,,4,13
55,1,6:16.0,Personal foul by T. Ariza (drawn by B. Paul),,4,13
56,1,6:16.0,,L. Mbah a Moute enters the game for P. Tucker,4,13
57,1,6:05.0,D. Green misses 3-pt jump shot from 23 ft,,4,13
58,1,6:03.0,,Defensive rebound by T. Ariza,4,13
59,1,5:54.0,,T. Ariza makes 2-pt layup from 1 ft (assist by J. Harden),4,15
60,1,5:36.0,D. Green misses 2-pt jump shot from 10 ft,,4,15
61,1,5:33.0,,Defensive rebound by C. Capela,4,15
62,1,5:27.0,,J. Harden makes 2-pt layup from 2 ft,4,17
63,1,5:07.0,B. Paul misses 2-pt jump shot from 16 ft,,4,17
64,1,5:03.0,,Defensive rebound by J. Harden,4,17
65,1,4:56.0,,J. Harden misses 3-pt jump shot from 26 ft,4,17
66,1,4:54.0,Defensive rebound by D. Bertāns,,4,17
67,1,4:46.0,B. Paul misses 2-pt layup from 1 ft,,4,17
68,1,4:44.0,,Defensive rebound by J. Harden,4,17
69,1,4:40.0,,Shooting foul by D. Bertāns (drawn by L. Mbah a Moute),4,17
70,1,4:40.0,,L. Mbah a Moute misses free throw 1 of 2,4,17
71,1,4:40.0,,Offensive rebound by Team,4,17
72,1,4:40.0,,J. Johnson enters the game for T. Ariza,4,17
73,1,4:40.0,,N. Hilário enters the game for C. Capela,4,17
74,1,4:40.0,,L. Mbah a Moute misses free throw 2 of 2,4,17
75,1,4:40.0,Defensive rebound by D. Bertāns,,4,17
76,1,4:19.0,D. Bertāns misses 3-pt jump shot from 23 ft,,4,17
77,1,4:16.0,,Defensive rebound by J. Johnson,4,17
78,1,3:58.0,,N. Hilário makes 2-pt layup at rim (assist by J. Harden),4,19
79,1,3:47.0,D. Bertāns makes 2-pt jump shot from 9 ft (assist by J. Lauvergne),,6,19
80,1,3:32.0,,E. Gordon misses 3-pt jump shot from 25 ft,6,19
81,1,3:30.0,Defensive rebound by J. Lauvergne,,6,19
82,1,3:20.0,Shooting foul by J. Harden (drawn by D. Green),,6,19
83,1,3:20.0,D. Green misses free throw 1 of 2,,6,19
84,1,3:20.0,Offensive rebound by Team,,6,19
85,1,3:20.0,D. Green makes free throw 2 of 2,,7,19
86,1,2:58.0,,J. Johnson misses 3-pt jump shot from 26 ft,7,19
87,1,2:54.0,,Offensive rebound by J. Harden,7,19
88,1,2:52.0,,E. Gordon misses 3-pt jump shot from 26 ft,7,19
89,1,2:52.0,,Offensive rebound by N. Hilário,7,19
90,1,2:29.0,,J. Harden misses 3-pt jump shot from 26 ft,7,19
91,1,2:25.0,Defensive rebound by J. Lauvergne,,7,19
92,1,2:17.0,T. Parker makes 2-pt jump shot from 16 ft,,9,19
93,1,2:16.0,,Houston full timeout,9,19
94,1,2:16.0,,C. Paul enters the game for J. Harden,9,19
95,1,2:03.0,,E. Gordon misses 3-pt jump shot from 23 ft,9,19
96,1,1:59.0,Defensive rebound by J. Lauvergne,,9,19
97,1,1:52.0,T. Parker makes 2-pt jump shot from 18 ft,,11,19
98,1,1:34.0,,J. Johnson misses 2-pt jump shot from 14 ft,11,19
99,1,1:32.0,Defensive rebound by B. Paul,,11,19
100,1,1:22.0,D. Bertāns makes 3-pt jump shot from 25 ft (assist by T. Parker),,14,19
101,1,1:05.0,,N. Hilário misses 2-pt jump shot from 12 ft,14,19
102,1,1:01.0,Defensive rebound by D. Green,,14,19
103,1,0:47.0,T. Parker makes 2-pt jump shot from 14 ft,,16,19
104,1,0:35.0,,C. Paul makes 3-pt jump shot from 27 ft,16,22
105,1,0:30.0,T. Parker makes 2-pt jump shot from 19 ft,,18,22
106,1,0:05.0,,L. Mbah a Moute makes 3-pt jump shot from 25 ft (assist by C. Paul),18,25
107,1,0:00.0,D. Bertāns makes 3-pt jump shot from 26 ft (assist by T. Parker),,21,25
108,2,11:46.0,,C. Paul makes 2-pt layup at rim (assist by N. Hilário),21,27
109,2,11:33.0,D. Bertāns misses 3-pt jump shot from 24 ft,,21,27
110,2,11:29.0,,Defensive rebound by L. Mbah a Moute,21,27
111,2,11:26.0,,N. Hilário makes 2-pt layup from 1 ft (assist by C. Paul),21,29
112,2,11:25.0,San Antonio full timeout,,21,29
113,2,11:25.0,K. Anderson enters the game for T. Parker,,21,29
114,2,11:25.0,D. White enters the game for D. Green,,21,29
115,2,11:25.0,D. Murray enters the game for D. Bertāns,,21,29
116,2,11:25.0,P. Gasol enters the game for J. Lauvergne,,21,29
117,2,11:25.0,R. Gay enters the game for P. Mills,,21,29
118,2,11:03.0,D. White makes 3-pt jump shot from 24 ft (assist by D. Murray),,24,29
119,2,10:47.0,,E. Gordon misses 2-pt layup from 1 ft,24,29
120,2,10:45.0,Defensive rebound by D. Murray,,24,29
121,2,10:32.0,Turnover by R. Gay (out of bounds lost ball),,24,29
122,2,10:24.0,,C. Paul misses 3-pt jump shot from 25 ft,24,29
123,2,10:22.0,Defensive rebound by P. Gasol,,24,29
124,2,10:13.0,D. White misses 2-pt layup from 3 ft (block by N. Hilário),,24,29
125,2,10:12.0,,Defensive rebound by Team,24,29
126,2,10:12.0,,C. Capela enters the game for L. Mbah a Moute,24,29
127,2,10:12.0,,G. Green enters the game for N. Hilário,24,29
128,2,10:01.0,,C. Capela makes 2-pt hook shot from 3 ft (assist by C. Paul),24,31
129,2,9:44.0,P. Gasol misses 2-pt hook shot from 7 ft,,24,31
130,2,9:41.0,,Defensive rebound by G. Green,24,31
131,2,9:30.0,,G. Green misses 3-pt jump shot from 22 ft,24,31
132,2,9:28.0,Defensive rebound by R. Gay,,24,31
133,2,9:14.0,R. Gay misses 3-pt jump shot from 25 ft,,24,31
134,2,9:12.0,,Defensive rebound by G. Green,24,31
135,2,9:00.0,,C. Paul misses 2-pt jump shot from 10 ft,24,31
136,2,8:56.0,Defensive rebound by D. Murray,,24,31
137,2,8:51.0,D. Murray misses 2-pt layup at rim,,24,31
138,2,8:49.0,,Defensive rebound by C. Capela,24,31
139,2,8:41.0,,G. Green makes 3-pt jump shot from 25 ft (assist by J. Johnson),24,34
140,2,8:19.0,P. Gasol misses 2-pt jump shot from 4 ft,,24,34
141,2,8:18.0,Offensive rebound by P. Gasol,,24,34
142,2,8:18.0,P. Gasol makes 2-pt jump shot from 4 ft,,26,34
143,2,8:18.0,,Violation by C. Capela (def goaltending),26,34
144,2,8:06.0,,C. Capela makes 2-pt dunk from 2 ft (assist by C. Paul),26,36
145,2,7:54.0,Shooting foul by J. Johnson (drawn by K. Anderson),,26,36
146,2,7:54.0,K. Anderson misses free throw 1 of 2,,26,36
147,2,7:54.0,Offensive rebound by Team,,26,36
148,2,7:54.0,,T. Ariza enters the game for E. Gordon,26,36
149,2,7:54.0,K. Anderson misses free throw 2 of 2,,26,36
150,2,7:54.0,,Defensive rebound by C. Capela,26,36
151,2,7:42.0,,C. Paul makes 2-pt jump shot from 17 ft,26,38
152,2,7:22.0,Turnover by P. Gasol (turnover),,26,38
153,2,7:13.0,,C. Paul makes 2-pt jump shot from 11 ft,26,40
154,2,7:12.0,San Antonio full timeout,,26,40
155,2,7:12.0,,J. Harden enters the game for J. Johnson,26,40
156,2,7:03.0,,Violation by G. Green (kicked ball),26,40
157,2,6:53.0,K. Anderson misses 3-pt jump shot from 24 ft,,26,40
158,2,6:53.0,Offensive rebound by R. Gay,,26,40
159,2,6:41.0,R. Gay makes 2-pt dunk at rim,,28,40
160,2,6:22.0,,J. Harden misses 3-pt jump shot from 28 ft,28,40
161,2,6:22.0,,Offensive rebound by C. Paul,28,40
162,2,6:18.0,,C. Paul makes 2-pt jump shot from 13 ft,28,42
163,2,6:01.0,R. Gay misses 2-pt jump shot from 11 ft,,28,42
164,2,5:59.0,,Defensive rebound by C. Capela,28,42
165,2,5:51.0,,C. Capela misses 2-pt dunk from 1 ft,28,42
166,2,5:51.0,,Offensive rebound by G. Green,28,42
167,2,5:42.0,,G. Green misses 3-pt jump shot from 26 ft,28,42
168,2,5:40.0,Defensive rebound by D. White,,28,42
169,2,5:32.0,D. White misses 2-pt layup from 1 ft,,28,42
170,2,5:31.0,Offensive rebound by Team,,28,42
171,2,5:31.0,,Loose ball foul by G. Green (drawn by P. Gasol),28,42
172,2,5:31.0,,P. Tucker enters the game for C. Paul,28,42
173,2,5:31.0,,E. Gordon enters the game for G. Green,28,42
174,2,5:31.0,B. Forbes enters the game for K. Anderson,,28,42
175,2,5:31.0,B. Paul enters the game for D. White,,28,42
176,2,5:21.0,D. Murray makes 2-pt jump shot from 10 ft,,30,42
177,2,5:00.0,,E. Gordon misses 3-pt jump shot from 25 ft,30,42
178,2,4:58.0,Defensive rebound by R. Gay,,30,42
179,2,4:38.0,B. Forbes misses 3-pt jump shot from 25 ft,,30,42
180,2,4:36.0,,Defensive rebound by Team,30,42
181,2,4:36.0,Loose ball foul by P. Gasol (drawn by T. Ariza),,30,42
182,2,4:36.0,T. Parker enters the game for D. Murray,,30,42
183,2,4:36.0,J. Lauvergne enters the game for P. Gasol,,30,42
184,2,4:29.0,,Offensive foul by C. Capela (drawn by B. Paul),30,42
185,2,4:29.0,,Turnover by C. Capela (offensive foul),30,42
186,2,4:09.0,J. Lauvergne makes 2-pt hook shot from 9 ft,,32,42
187,2,3:58.0,,C. Capela makes 2-pt layup from 1 ft (assist by J. Harden),32,44
188,2,3:58.0,,Shooting foul by R. Gay (drawn by C. Capela),32,44
189,2,3:58.0,D. Bertāns enters the game for R. Gay,,32,44
190,2,3:58.0,,C. Capela misses free throw 1 of 1,32,44
191,2,3:54.0,Defensive rebound by J. Lauvergne,,32,44
192,2,3:40.0,D. Bertāns misses 2-pt jump shot from 19 ft,,32,44
193,2,3:38.0,,Defensive rebound by P. Tucker,32,44
194,2,3:26.0,,Turnover by J. Harden (bad pass; steal by D. Bertāns),32,44
195,2,3:23.0,,Violation by T. Ariza (kicked ball),32,44
196,2,3:11.0,D. Bertāns makes 3-pt jump shot from 26 ft (assist by J. Lauvergne),,35,44
197,2,2:51.0,,J. Harden makes 2-pt jump shot from 7 ft,35,46
198,2,2:39.0,Turnover by J. Lauvergne (out of bounds lost ball),,35,46
199,2,2:23.0,,J. Harden misses 2-pt layup from 2 ft,35,46
200,2,2:22.0,,Offensive rebound by J. Harden,35,46
201,2,2:20.0,,J. Harden misses 2-pt layup from 2 ft,35,46
202,2,2:20.0,,Offensive rebound by Team,35,46
203,2,2:16.0,,J. Harden makes 3-pt jump shot from 23 ft (assist by E. Gordon),35,49
204,2,2:01.0,Turnover by T. Parker (bad pass; steal by P. Tucker),,35,49
205,2,2:01.0,,Personal foul by B. Paul (drawn by P. Tucker),35,49
206,2,1:51.0,,Shooting foul by D. Bertāns (drawn by J. Harden),35,49
207,2,1:51.0,,J. Harden makes free throw 1 of 2,35,50
208,2,1:51.0,,J. Harden makes free throw 2 of 2,35,51
209,2,1:35.0,Shooting foul by P. Tucker (drawn by B. Forbes),,35,51
210,2,1:35.0,B. Forbes makes free throw 1 of 2,,36,51
211,2,1:35.0,B. Forbes makes free throw 2 of 2,,37,51
212,2,1:13.0,,J. Harden misses 3-pt jump shot from 26 ft,37,51
213,2,1:10.0,,Offensive rebound by C. Capela,37,51
214,2,1:09.0,,C. Capela makes 2-pt layup from 2 ft,37,53
215,2,0:56.0,B. Forbes makes 3-pt jump shot from 23 ft (assist by T. Parker),,40,53
216,2,0:56.0,Shooting foul by C. Capela (drawn by B. Forbes),,40,53
217,2,0:56.0,B. Forbes makes free throw 1 of 1,,41,53
218,2,0:47.0,,Personal foul by B. Paul (drawn by E. Gordon),41,53
219,2,0:47.0,,E. Gordon makes free throw 1 of 2,41,54
220,2,0:47.0,,E. Gordon misses free throw 2 of 2,41,54
221,2,0:47.0,Defensive rebound by D. Bertāns,,41,54
222,2,0:39.0,T. Parker makes 2-pt layup from 2 ft,,43,54
223,2,0:27.0,,Turnover by C. Capela (step out of bounds),43,54
224,2,0:06.0,Shooting foul by C. Capela (drawn by B. Paul),,43,54
225,2,0:06.0,B. Paul misses free throw 1 of 2,,43,54
226,2,0:06.0,Offensive rebound by Team,,43,54
227,2,0:06.0,K. Anderson enters the game for D. Bertāns,,43,54
228,2,0:06.0,B. Paul misses free throw 2 of 2,,43,54
229,2,0:06.0,Offensive rebound by K. Anderson,,43,54
230,2,0:03.0,K. Anderson misses 2-pt hook shot from 4 ft,,43,54
231,2,0:01.0,,Defensive rebound by P. Tucker,43,54
232,2,0:00.0,,J. Harden misses 3-pt jump shot from 48 ft,43,54
233,2,0:00.0,,Offensive rebound by Team,43,54
234,3,11:46.0,,T. Ariza misses 3-pt jump shot from 25 ft,43,54
235,3,11:43.0,Defensive rebound by P. Gasol,,43,54
236,3,11:34.0,Shooting foul by J. Harden (drawn by D. Murray),,43,54
237,3,11:34.0,D. Murray makes free throw 1 of 2,,44,54
238,3,11:34.0,D. Murray misses free throw 2 of 2,,44,54
239,3,11:34.0,,Defensive rebound by P. Tucker,44,54
240,3,11:09.0,,J. Harden misses 3-pt jump shot from 23 ft (block by B. Paul),44,54
241,3,11:09.0,,Offensive rebound by Team,44,54
242,3,11:09.0,,Turnover by Team (shot clock),44,54
243,3,11:00.0,Turnover by B. Paul (bad pass),,44,54
244,3,10:42.0,,C. Capela makes 2-pt dunk from 2 ft (assist by C. Paul),44,56
245,3,10:18.0,Personal foul by J. Harden (drawn by P. Gasol),,44,56
246,3,10:12.0,Turnover by D. Murray (bad pass; steal by P. Tucker),,44,56
247,3,10:08.0,,P. Tucker makes 2-pt layup from 2 ft,44,58
248,3,10:08.0,San Antonio full timeout,,44,58
249,3,9:54.0,D. Green makes 3-pt jump shot from 23 ft (assist by P. Gasol),,47,58
250,3,9:39.0,,T. Ariza makes 3-pt jump shot from 24 ft (assist by C. Paul),47,61
251,3,9:34.0,San Antonio full timeout,,47,61
252,3,9:19.0,Turnover by D. Murray (lost ball; steal by C. Capela),,47,61
253,3,9:19.0,,Turnover by C. Paul (traveling),47,61
254,3,9:00.0,Shooting foul by P. Tucker (drawn by P. Gasol),,47,61
255,3,9:00.0,P. Gasol makes free throw 1 of 2,,48,61
256,3,9:00.0,P. Gasol makes free throw 2 of 2,,49,61
257,3,8:44.0,,Offensive foul by C. Capela (drawn by D. Green),49,61
258,3,8:44.0,,Turnover by C. Capela (offensive foul),49,61
259,3,8:44.0,,N. Hilário enters the game for C. Capela,49,61
260,3,8:44.0,J. Lauvergne enters the game for P. Gasol,,49,61
261,3,8:31.0,D. Green misses 3-pt jump shot from 23 ft,,49,61
262,3,8:28.0,,Defensive rebound by T. Ariza,49,61
263,3,8:15.0,,Shooting foul by J. Lauvergne (drawn by J. Harden),49,61
264,3,8:15.0,,J. Harden makes free throw 1 of 2,49,62
265,3,8:15.0,,J. Harden makes free throw 2 of 2,49,63
266,3,8:06.0,D. Murray makes 2-pt layup from 2 ft,,51,63
267,3,7:53.0,,T. Ariza makes 3-pt jump shot from 25 ft (assist by J. Harden),51,66
268,3,7:41.0,D. Murray makes 2-pt jump shot from 11 ft,,53,66
269,3,7:19.0,,T. Ariza misses 3-pt jump shot from 25 ft,53,66
270,3,7:16.0,Defensive rebound by D. Murray,,53,66
271,3,7:06.0,D. Green misses 3-pt jump shot from 25 ft,,53,66
272,3,7:02.0,,Defensive rebound by T. Ariza,53,66
273,3,6:54.0,,J. Harden makes 2-pt jump shot from 4 ft,53,68
274,3,6:36.0,Turnover by J. Lauvergne (bad pass),,53,68
275,3,6:36.0,,E. Gordon enters the game for C. Paul,53,68
276,3,6:36.0,B. Forbes enters the game for D. Murray,,53,68
277,3,6:36.0,T. Parker enters the game for D. Green,,53,68
278,3,6:24.0,,E. Gordon misses 3-pt jump shot from 25 ft,53,68
279,3,6:20.0,,Offensive rebound by N. Hilário,53,68
280,3,6:18.0,,E. Gordon misses 3-pt jump shot from 25 ft,53,68
281,3,6:18.0,Defensive rebound by Team,,53,68
282,3,6:17.0,,Loose ball foul by N. Hilário (drawn by D. Bertāns),53,68
283,3,6:17.0,R. Gay enters the game for D. Bertāns,,53,68
284,3,6:00.0,B. Paul misses 3-pt jump shot from 23 ft,,53,68
285,3,5:57.0,,Defensive rebound by P. Tucker,53,68
286,3,5:51.0,,J. Harden makes 3-pt jump shot from 24 ft,53,71
287,3,5:31.0,Turnover by T. Parker (bad pass; steal by P. Tucker),,53,71
288,3,5:26.0,,Shooting foul by B. Paul (drawn by J. Harden),53,71
289,3,5:26.0,,J. Harden makes free throw 1 of 3,53,72
290,3,5:26.0,,J. Harden makes free throw 2 of 3,53,73
291,3,5:26.0,,L. Mbah a Moute enters the game for P. Tucker,53,73
292,3,5:26.0,,J. Harden makes free throw 3 of 3,53,74
293,3,5:08.0,J. Lauvergne misses 2-pt hook shot from 10 ft,,53,74
294,3,5:05.0,,Defensive rebound by J. Harden,53,74
295,3,5:03.0,,Personal foul by B. Paul (drawn by J. Harden),53,74
296,3,4:55.0,,N. Hilário makes 2-pt layup from 1 ft,53,76
297,3,4:35.0,R. Gay misses 2-pt jump shot from 6 ft,,53,76
298,3,4:32.0,Offensive rebound by R. Gay,,53,76
299,3,4:31.0,R. Gay makes 2-pt hook shot from 6 ft,,55,76
300,3,4:18.0,,L. Mbah a Moute makes 2-pt layup from 1 ft (assist by J. Harden),55,78
301,3,4:07.0,Shooting foul by E. Gordon (drawn by T. Parker),,55,78
302,3,4:07.0,T. Parker makes free throw 1 of 2,,56,78
303,3,4:07.0,,J. Johnson enters the game for T. Ariza,56,78
304,3,4:07.0,D. White enters the game for B. Paul,,56,78
305,3,4:07.0,T. Parker makes free throw 2 of 2,,57,78
306,3,3:56.0,,J. Harden makes 2-pt jump shot from 14 ft,57,80
307,3,3:45.0,T. Parker misses 2-pt layup from 1 ft (block by N. Hilário),,57,80
308,3,3:43.0,,Defensive rebound by L. Mbah a Moute,57,80
309,3,3:38.0,,L. Mbah a Moute makes 2-pt dunk at rim (assist by J. Johnson),57,82
310,3,3:38.0,San Antonio full timeout,,57,82
311,3,3:38.0,,G. Green enters the game for E. Gordon,57,82
312,3,3:38.0,P. Mills enters the game for T. Parker,,57,82
313,3,3:28.0,R. Gay makes 3-pt jump shot from 25 ft (assist by P. Mills),,60,82
314,3,3:09.0,,J. Harden misses 3-pt jump shot from 24 ft,60,82
315,3,3:07.0,Defensive rebound by P. Mills,,60,82
316,3,3:01.0,P. Mills misses 2-pt jump shot from 20 ft,,60,82
317,3,2:57.0,,Defensive rebound by G. Green,60,82
318,3,2:36.0,,Turnover by Team (shot clock),60,82
319,3,2:36.0,M. Costello enters the game for J. Lauvergne,,60,82
320,3,2:30.0,B. Forbes misses 2-pt jump shot from 17 ft,,60,82
321,3,2:24.0,,Defensive rebound by J. Harden,60,82
322,3,2:18.0,,Shooting foul by R. Gay (drawn by J. Harden),60,82
323,3,2:18.0,,J. Harden makes free throw 1 of 2,60,83
324,3,2:18.0,,J. Harden makes free throw 2 of 2,60,84
325,3,2:06.0,R. Gay misses 3-pt jump shot from 25 ft,,60,84
326,3,2:02.0,,Defensive rebound by G. Green,60,84
327,3,1:49.0,,Turnover by J. Harden (bad pass; steal by M. Costello),60,84
328,3,1:45.0,B. Forbes misses 3-pt jump shot from 26 ft,,60,84
329,3,1:42.0,,Defensive rebound by G. Green,60,84
330,3,1:21.0,,L. Mbah a Moute makes 2-pt layup from 1 ft (assist by J. Johnson),60,86
331,3,1:06.0,P. Mills makes 3-pt jump shot from 26 ft (assist by B. Forbes),,63,86
332,3,0:40.0,,J. Harden misses 3-pt jump shot from 24 ft,63,86
333,3,0:37.0,Defensive rebound by D. White,,63,86
334,3,0:33.0,Shooting foul by N. Hilário (drawn by D. White),,63,86
335,3,0:33.0,D. White makes free throw 1 of 2,,64,86
336,3,0:33.0,D. White makes free throw 2 of 2,,65,86
337,3,0:29.0,,Shooting foul by M. Costello (drawn by J. Harden),65,86
338,3,0:29.0,,J. Harden makes free throw 1 of 2,65,87
339,3,0:29.0,,J. Harden makes free throw 2 of 2,65,88
340,3,0:07.0,B. Forbes makes 2-pt jump shot from 10 ft (assist by P. Mills),,67,88
341,3,0:00.0,,J. Harden misses 3-pt jump shot from 25 ft,67,88
342,3,0:00.0,,Offensive rebound by Team,67,88
343,4,11:45.0,D. White makes 3-pt jump shot from 24 ft (assist by M. Costello),,70,88
344,4,11:19.0,,C. Paul misses 3-pt jump shot from 24 ft (block by D. White),70,88
345,4,11:13.0,Defensive rebound by M. Costello,,70,88
346,4,11:04.0,Turnover by B. Paul (bad pass; steal by C. Paul),,70,88
347,4,10:57.0,,G. Green misses 3-pt jump shot from 23 ft,70,88
348,4,10:52.0,Defensive rebound by D. White,,70,88
349,4,10:48.0,,Violation by G. Green (kicked ball),70,88
350,4,10:48.0,D. Murray enters the game for D. White,,70,88
351,4,10:39.0,Shooting foul by C. Capela (drawn by K. Anderson),,70,88
352,4,10:39.0,K. Anderson makes free throw 1 of 2,,71,88
353,4,10:39.0,K. Anderson makes free throw 2 of 2,,72,88
354,4,10:31.0,,Offensive foul by G. Green (drawn by B. Paul),72,88
355,4,10:31.0,,Turnover by G. Green (offensive foul),72,88
356,4,10:31.0,,P. Tucker enters the game for C. Capela,72,88
357,4,10:17.0,B. Paul misses 2-pt dunk from 3 ft (block by G. Green),,72,88
358,4,10:13.0,,Defensive rebound by G. Green,72,88
359,4,10:11.0,,Personal foul by K. Anderson (drawn by C. Paul),72,88
360,4,9:57.0,,P. Tucker makes 3-pt jump shot from 22 ft (assist by L. Mbah a Moute),72,91
361,4,9:45.0,B. Forbes makes 2-pt jump shot from 21 ft (assist by D. Murray),,74,91
362,4,9:35.0,,G. Green misses 2-pt jump shot from 12 ft,74,91
363,4,9:33.0,Defensive rebound by B. Paul,,74,91
364,4,9:25.0,K. Anderson makes 2-pt jump shot from 14 ft (assist by B. Forbes),,76,91
365,4,8:59.0,,G. Green misses 3-pt jump shot from 24 ft,76,91
366,4,8:57.0,,Offensive rebound by L. Mbah a Moute,76,91
367,4,8:46.0,,G. Green makes 3-pt jump shot from 25 ft (assist by C. Paul),76,94
368,4,8:33.0,K. Anderson misses 3-pt jump shot from 26 ft,,76,94
369,4,8:29.0,Offensive rebound by B. Forbes,,76,94
370,4,8:22.0,D. Murray misses 2-pt jump shot from 20 ft,,76,94
371,4,8:19.0,,Defensive rebound by C. Paul,76,94
372,4,8:12.0,,C. Paul makes 2-pt jump shot from 14 ft,76,96
373,4,7:59.0,K. Anderson misses 2-pt hook shot from 7 ft,,76,96
374,4,7:57.0,,Defensive rebound by G. Green,76,96
375,4,7:46.0,,C. Paul makes 3-pt jump shot from 23 ft,76,99
376,4,7:45.0,San Antonio full timeout,,76,99
377,4,7:45.0,,C. Capela enters the game for C. Paul,76,99
378,4,7:45.0,,T. Ariza enters the game for L. Mbah a Moute,76,99
379,4,7:45.0,,E. Gordon enters the game for P. Tucker,76,99
380,4,7:45.0,D. White enters the game for D. Murray,,76,99
381,4,7:45.0,D. Bertāns enters the game for K. Anderson,,76,99
382,4,7:30.0,B. Forbes makes 2-pt jump shot from 2 ft (assist by B. Paul),,78,99
383,4,7:13.0,,G. Green misses 3-pt jump shot from 24 ft,78,99
384,4,7:09.0,Defensive rebound by M. Costello,,78,99
385,4,6:52.0,D. White makes 3-pt jump shot from 25 ft (assist by M. Costello),,81,99
386,4,6:28.0,,G. Green makes 3-pt jump shot from 22 ft (assist by E. Gordon),81,102
387,4,6:07.0,D. White misses 2-pt layup from 1 ft (block by C. Capela),,81,102
388,4,6:07.0,Offensive rebound by Team,,81,102
389,4,5:59.0,B. Paul misses 3-pt jump shot from 25 ft,,81,102
390,4,5:56.0,,Defensive rebound by E. Gordon,81,102
391,4,5:48.0,,Turnover by E. Gordon (out of bounds lost ball),81,102
