,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,CHARLOTTE_ACTION,GOLDEN STATE_SCORE,CHARLOTTE_SCORE
386,4,5:29.0,N. Young makes 2-pt jump shot from 13 ft (assist by K. Durant),,89,80
387,4,5:16.0,,Personal foul by K. Looney (drawn by D. Howard),89,80
388,4,5:06.0,,Turnover by D. Howard (traveling),89,80
389,4,5:06.0,,M. Kidd-Gilchrist enters the game for J. Lamb,89,80
390,4,4:50.0,K. Thompson makes 3-pt jump shot from 25 ft (assist by K. Durant),,92,80
391,4,4:38.0,,N. Batum misses 3-pt jump shot from 25 ft,92,80
392,4,4:35.0,Defensive rebound by A. Iguodala,,92,80
393,4,4:33.0,A. Iguodala makes 2-pt layup at rim,,94,80
394,4,4:33.0,Shooting foul by M. Kidd-Gilchrist (drawn by A. Iguodala),,94,80
395,4,4:33.0,A. Iguodala makes free throw 1 of 1,,95,80
396,4,4:21.0,,K. Walker makes 2-pt layup from 1 ft,95,82
397,4,3:57.0,Shooting foul by M. Kidd-Gilchrist (drawn by K. Durant),,95,82
398,4,3:57.0,K. Durant makes free throw 1 of 2,,96,82
399,4,3:57.0,K. Durant makes free throw 2 of 2,,97,82
400,4,3:44.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 21 ft,97,82
401,4,3:39.0,,Offensive rebound by M. Williams,97,82
402,4,3:37.0,,Shooting foul by K. Looney (drawn by K. Walker),97,82
403,4,3:37.0,,K. Walker misses free throw 1 of 2,97,82
404,4,3:37.0,,Offensive rebound by Team,97,82
405,4,3:37.0,,K. Walker makes free throw 2 of 2,97,83
406,4,3:32.0,Personal foul by M. Williams (drawn by K. Thompson),,97,83
407,4,3:13.0,K. Durant makes 2-pt jump shot from 19 ft,,99,83
408,4,3:03.0,,K. Walker misses 2-pt layup from 2 ft,99,83
409,4,3:03.0,,Offensive rebound by Team,99,83
410,4,3:03.0,Loose ball foul by N. Young (drawn by D. Howard),,99,83
411,4,2:56.0,,Turnover by N. Batum (bad pass),99,83
412,4,2:56.0,,Charlotte full timeout,99,83
413,4,2:56.0,,M. Monk enters the game for M. Williams,99,83
414,4,2:56.0,,T. Graham enters the game for N. Batum,99,83
415,4,2:56.0,,J. O'Bryant enters the game for D. Howard,99,83
416,4,2:56.0,,M. Carter-Williams enters the game for K. Walker,99,83
417,4,2:56.0,,D. Bacon enters the game for M. Kidd-Gilchrist,99,83
418,4,2:36.0,Turnover by K. Looney (bad pass; steal by T. Graham),,99,83
419,4,2:34.0,,Turnover by T. Graham (bad pass; steal by K. Looney),99,83
420,4,2:33.0,K. Durant misses 3-pt jump shot from 26 ft,,99,83
421,4,2:28.0,Offensive rebound by A. Iguodala,,99,83
422,4,2:26.0,K. Durant misses 3-pt jump shot from 25 ft,,99,83
423,4,2:26.0,,Defensive rebound by M. Carter-Williams,99,83
424,4,2:16.0,,J. O'Bryant misses 2-pt jump shot from 11 ft,99,83
425,4,2:12.0,Defensive rebound by K. Durant,,99,83
426,4,2:09.0,Golden State full timeout,,99,83
427,4,2:09.0,Q. Cook enters the game for A. Iguodala,,99,83
428,4,2:09.0,O. Casspi enters the game for K. Thompson,,99,83
429,4,2:09.0,J. Bell enters the game for K. Durant,,99,83
430,4,1:52.0,K. Looney makes 2-pt layup from 1 ft (assist by Q. Cook),,101,83
431,4,1:38.0,,J. O'Bryant misses 2-pt jump shot from 7 ft,101,83
432,4,1:37.0,,Offensive rebound by T. Graham,101,83
433,4,1:36.0,,T. Graham makes 2-pt layup at rim,101,85
434,4,1:24.0,N. Young misses 3-pt jump shot from 24 ft,,101,85
435,4,1:20.0,,Defensive rebound by D. Bacon,101,85
436,4,1:11.0,,M. Carter-Williams makes 2-pt dunk from 1 ft (assist by J. O'Bryant),101,87
437,4,0:48.0,O. Casspi misses 2-pt jump shot from 6 ft,,101,87
438,4,0:44.0,,Defensive rebound by D. Bacon,101,87
439,4,0:39.0,,M. Monk misses 3-pt jump shot from 23 ft,101,87
440,4,0:39.0,Defensive rebound by J. Bell,,101,87
441,4,0:17.0,N. Young misses 3-pt jump shot from 26 ft,,101,87
442,4,0:12.0,,Defensive rebound by J. O'Bryant,101,87
