,QUARTER,TIME_REMAINING,INDIANA_ACTION,DENVER_ACTION,INDIANA_SCORE,DENVER_SCORE
38,1,6:07.0,,Offensive rebound by W. Barton,10,17
39,1,6:03.0,,Shooting foul by B. Bogdanović (drawn by P. Millsap),10,17
40,1,6:03.0,,P. Millsap misses free throw 1 of 2,10,17
41,1,6:03.0,,Offensive rebound by Team,10,17
42,1,6:03.0,,P. Millsap makes free throw 2 of 2,10,18
43,1,5:42.0,B. Bogdanović misses 2-pt jump shot from 8 ft,,10,18
44,1,5:39.0,,Defensive rebound by N. Jokić,10,18
45,1,5:36.0,,W. Barton misses 2-pt layup from 6 ft (block by M. Turner),10,18
46,1,5:32.0,Defensive rebound by T. Young,,10,18
47,1,5:29.0,D. Collison makes 3-pt jump shot from 24 ft (assist by V. Oladipo),,13,18
48,1,5:18.0,,P. Millsap misses 2-pt layup from 3 ft (block by V. Oladipo),13,18
49,1,5:18.0,,Offensive rebound by Team,13,18
50,1,5:18.0,,M. Plumlee enters the game for N. Jokić,13,18
51,1,5:18.0,,D. Harris enters the game for J. Murray,13,18
52,1,5:08.0,,W. Chandler misses 3-pt jump shot from 22 ft,13,18
53,1,5:06.0,Defensive rebound by M. Turner,,13,18
54,1,5:06.0,Personal foul by M. Plumlee (drawn by M. Turner),,13,18
55,1,4:54.0,V. Oladipo misses 3-pt jump shot from 24 ft,,13,18
56,1,4:51.0,,Defensive rebound by P. Millsap,13,18
57,1,4:43.0,,D. Harris misses 3-pt jump shot from 25 ft,13,18
58,1,4:41.0,,Offensive rebound by P. Millsap,13,18
59,1,4:36.0,,P. Millsap misses 2-pt jump shot from 13 ft,13,18
60,1,4:33.0,Defensive rebound by V. Oladipo,,13,18
61,1,4:11.0,B. Bogdanović misses 3-pt jump shot from 23 ft,,13,18
62,1,4:08.0,,Defensive rebound by W. Barton,13,18
63,1,3:59.0,,W. Barton misses 3-pt jump shot from 24 ft,13,18
64,1,3:54.0,Defensive rebound by V. Oladipo,,13,18
65,1,3:52.0,D. Collison makes 3-pt jump shot from 25 ft (assist by V. Oladipo),,16,18
66,1,3:51.0,,Denver full timeout,16,18
67,1,3:51.0,,T. Craig enters the game for W. Chandler,16,18
68,1,3:51.0,D. Sabonis enters the game for D. Collison,,16,18
69,1,3:51.0,G. Robinson enters the game for T. Young,,16,18
70,1,3:51.0,C. Joseph enters the game for B. Bogdanović,,16,18
71,1,3:34.0,,P. Millsap misses 2-pt jump shot from 10 ft,16,18
72,1,3:33.0,,Offensive rebound by Team,16,18
73,1,3:33.0,Loose ball foul by M. Turner (drawn by M. Plumlee),,16,18
74,1,3:17.0,,P. Millsap makes 2-pt jump shot from 11 ft (assist by D. Harris),16,20
75,1,3:05.0,V. Oladipo makes 2-pt jump shot from 17 ft,,18,20
76,1,2:44.0,,D. Harris makes 2-pt jump shot from 16 ft (assist by W. Barton),18,22
77,1,2:30.0,D. Sabonis misses 2-pt dunk from 2 ft (block by M. Plumlee),,18,22
78,1,2:28.0,,Defensive rebound by D. Harris,18,22
79,1,2:26.0,,T. Craig misses 2-pt layup from 2 ft,18,22
80,1,2:24.0,,M. Plumlee misses 2-pt layup from 2 ft,18,22
81,1,2:24.0,,Offensive rebound by T. Craig,18,22
82,1,2:24.0,,Offensive rebound by M. Plumlee,18,22
83,1,2:22.0,,T. Craig makes 2-pt layup from 1 ft,18,24
84,1,2:08.0,Shooting foul by M. Plumlee (drawn by V. Oladipo),,18,24
85,1,2:08.0,V. Oladipo makes free throw 1 of 2,,19,24
86,1,2:08.0,,N. Jokić enters the game for P. Millsap,19,24
87,1,2:08.0,,J. Murray enters the game for W. Barton,19,24
88,1,2:08.0,T. Booker enters the game for M. Turner,,19,24
89,1,2:08.0,V. Oladipo makes free throw 2 of 2,,20,24
90,1,1:55.0,,T. Craig misses 3-pt jump shot from 22 ft,20,24
91,1,1:50.0,Defensive rebound by C. Joseph,,20,24
92,1,1:47.0,V. Oladipo misses 3-pt jump shot from 24 ft,,20,24
93,1,1:44.0,Offensive rebound by T. Booker,,20,24
94,1,1:42.0,Offensive foul by D. Sabonis (drawn by T. Craig),,20,24
95,1,1:42.0,Turnover by D. Sabonis (offensive foul),,20,24
96,1,1:41.0,L. Stephenson enters the game for V. Oladipo,,20,24
97,1,1:24.0,,M. Plumlee makes 2-pt dunk from 1 ft (assist by T. Craig),20,26
98,1,1:09.0,D. Sabonis makes 2-pt jump shot from 15 ft (assist by G. Robinson),,22,26
99,1,0:51.0,,N. Jokić misses 2-pt jump shot from 5 ft,22,26
100,1,0:49.0,Defensive rebound by T. Booker,,22,26
101,1,0:46.0,D. Sabonis makes 2-pt dunk from 1 ft (assist by T. Booker),,24,26
102,1,0:35.0,,J. Murray misses 3-pt jump shot from 24 ft,24,26
103,1,0:32.0,Defensive rebound by L. Stephenson,,24,26
104,1,0:30.0,D. Sabonis makes 2-pt layup from 1 ft (assist by L. Stephenson),,26,26
105,1,0:18.0,,Shooting foul by D. Sabonis (drawn by N. Jokić),26,26
106,1,0:18.0,,N. Jokić misses free throw 1 of 2,26,26
107,1,0:18.0,,Offensive rebound by Team,26,26
108,1,0:18.0,,T. Lyles enters the game for M. Plumlee,26,26
109,1,0:18.0,,N. Jokić makes free throw 2 of 2,26,27
110,1,0:02.0,L. Stephenson misses 3-pt jump shot from 23 ft,,26,27
111,1,0:02.0,,Defensive rebound by T. Lyles,26,27
112,2,11:48.0,Personal foul by T. Craig (drawn by D. Sabonis),,26,27
113,2,11:40.0,C. Joseph makes 2-pt jump shot from 19 ft (assist by D. Sabonis),,28,27
114,2,11:27.0,,Away from play foul by C. Joseph (drawn by N. Jokić),28,27
115,2,11:13.0,,D. Harris misses 2-pt layup from 2 ft,28,27
116,2,11:11.0,,Offensive rebound by N. Jokić,28,27
117,2,11:09.0,,J. Murray misses 3-pt jump shot from 25 ft,28,27
118,2,11:04.0,Defensive rebound by L. Stephenson,,28,27
119,2,10:58.0,L. Stephenson misses 2-pt jump shot from 17 ft,,28,27
120,2,10:52.0,Offensive rebound by T. Booker,,28,27
121,2,10:52.0,T. Booker makes 2-pt layup at rim,,30,27
122,2,10:42.0,,T. Lyles misses 3-pt jump shot from 24 ft,30,27
123,2,10:39.0,Defensive rebound by L. Stephenson,,30,27
124,2,10:34.0,L. Stephenson makes 2-pt layup from 1 ft,,32,27
125,2,10:34.0,,Denver full timeout,32,27
126,2,10:21.0,,T. Lyles misses 3-pt jump shot from 25 ft,32,27
127,2,10:18.0,Defensive rebound by D. Sabonis,,32,27
128,2,10:09.0,D. Sabonis misses 2-pt jump shot from 20 ft,,32,27
129,2,10:07.0,,Defensive rebound by T. Lyles,32,27
130,2,9:56.0,,N. Jokić makes 2-pt jump shot from 16 ft (assist by J. Murray),32,29
131,2,9:40.0,G. Robinson misses 2-pt jump shot from 12 ft,,32,29
132,2,9:37.0,,Defensive rebound by T. Lyles,32,29
133,2,9:22.0,,Personal foul by D. Sabonis (drawn by N. Jokić),32,29
134,2,9:22.0,M. Turner enters the game for D. Sabonis,,32,29
135,2,9:13.0,,T. Lyles misses 2-pt jump shot from 13 ft,32,29
136,2,9:09.0,Defensive rebound by L. Stephenson,,32,29
137,2,9:02.0,L. Stephenson makes 2-pt jump shot from 10 ft,,34,29
138,2,8:45.0,Offensive charge foul by N. Jokić (drawn by M. Turner),,34,29
139,2,8:45.0,,Turnover by N. Jokić (offensive foul),34,29
140,2,8:45.0,,W. Barton enters the game for J. Murray,34,29
141,2,8:25.0,T. Booker misses 2-pt jump shot from 11 ft (block by T. Craig),,34,29
142,2,8:23.0,,Defensive rebound by T. Craig,34,29
143,2,8:18.0,,Away from play foul by T. Booker (drawn by N. Jokić),34,29
144,2,8:18.0,B. Bogdanović enters the game for G. Robinson,,34,29
145,2,8:09.0,,N. Jokić makes 2-pt jump shot from 9 ft (assist by D. Harris),34,31
146,2,7:47.0,L. Stephenson misses 3-pt jump shot from 24 ft,,34,31
147,2,7:42.0,,Defensive rebound by D. Harris,34,31
148,2,7:31.0,,N. Jokić makes 3-pt jump shot from 25 ft (assist by T. Lyles),34,34
149,2,7:09.0,Shooting foul by T. Craig (drawn by T. Booker),,34,34
150,2,7:09.0,T. Booker makes free throw 1 of 2,,35,34
151,2,7:09.0,,W. Chandler enters the game for T. Craig,35,34
152,2,7:09.0,,J. Murray enters the game for D. Harris,35,34
153,2,7:09.0,T. Booker makes free throw 2 of 2,,36,34
154,2,6:55.0,,T. Lyles makes 2-pt layup from 2 ft (assist by W. Barton),36,36
155,2,6:31.0,C. Joseph misses 2-pt jump shot from 10 ft,,36,36
156,2,6:28.0,,Defensive rebound by W. Chandler,36,36
157,2,6:25.0,,J. Murray misses 3-pt jump shot from 25 ft,36,36
158,2,6:22.0,,Offensive rebound by T. Lyles,36,36
159,2,6:02.0,,W. Chandler misses 3-pt jump shot from 25 ft,36,36
160,2,5:55.0,Defensive rebound by B. Bogdanović,,36,36
161,2,5:53.0,B. Bogdanović misses 2-pt layup from 3 ft (block by J. Murray),,36,36
162,2,5:51.0,,Defensive rebound by J. Murray,36,36
163,2,5:48.0,,W. Barton misses 3-pt jump shot from 22 ft,36,36
164,2,5:46.0,Defensive rebound by Team,,36,36
165,2,5:46.0,,P. Millsap enters the game for N. Jokić,36,36
166,2,5:46.0,D. Collison enters the game for C. Joseph,,36,36
167,2,5:46.0,T. Young enters the game for T. Booker,,36,36
168,2,5:25.0,L. Stephenson misses 3-pt jump shot from 24 ft,,36,36
169,2,5:23.0,,Defensive rebound by J. Murray,36,36
170,2,5:15.0,,P. Millsap misses 2-pt jump shot from 10 ft,36,36
171,2,5:11.0,Defensive rebound by M. Turner,,36,36
172,2,5:07.0,L. Stephenson misses 2-pt layup from 4 ft (block by P. Millsap),,36,36
173,2,5:06.0,Offensive rebound by Team,,36,36
174,2,5:06.0,V. Oladipo enters the game for L. Stephenson,,36,36
175,2,5:02.0,B. Bogdanović misses 2-pt jump shot from 17 ft,,36,36
176,2,4:59.0,,Defensive rebound by T. Lyles,36,36
177,2,4:54.0,,Shooting foul by V. Oladipo (drawn by W. Barton),36,36
178,2,4:54.0,,W. Barton misses free throw 1 of 2,36,36
179,2,4:54.0,,Offensive rebound by Team,36,36
180,2,4:54.0,,W. Barton makes free throw 2 of 2,36,37
181,2,4:42.0,Turnover by V. Oladipo (lost ball; steal by J. Murray),,36,37
182,2,4:37.0,,W. Barton makes 2-pt layup from 1 ft (assist by J. Murray),36,39
183,2,4:37.0,Indiana full timeout,,36,39
184,2,4:37.0,,N. Jokić enters the game for T. Lyles,36,39
185,2,4:21.0,M. Turner makes 2-pt dunk from 1 ft (assist by D. Collison),,38,39
186,2,4:00.0,,N. Jokić misses 2-pt jump shot from 3 ft,38,39
187,2,3:58.0,Defensive rebound by T. Young,,38,39
188,2,3:37.0,T. Young misses 2-pt layup from 2 ft (block by N. Jokić),,38,39
189,2,3:35.0,,Defensive rebound by N. Jokić,38,39
190,2,3:32.0,,W. Barton misses 2-pt jump shot from 17 ft,38,39
191,2,3:29.0,Defensive rebound by B. Bogdanović,,38,39
192,2,3:21.0,Offensive foul by M. Turner (drawn by W. Barton),,38,39
193,2,3:21.0,Turnover by M. Turner (offensive foul),,38,39
194,2,3:21.0,L. Stephenson enters the game for B. Bogdanović,,38,39
195,2,3:04.0,,W. Chandler misses 2-pt layup from 2 ft,38,39
196,2,3:03.0,,Offensive rebound by W. Barton,38,39
197,2,3:02.0,,W. Barton misses 2-pt layup from 1 ft,38,39
198,2,3:02.0,Defensive rebound by Team,,38,39
199,2,3:02.0,,Loose ball foul by W. Barton (drawn by V. Oladipo),38,39
200,2,2:46.0,Turnover by T. Young (lost ball; steal by N. Jokić),,38,39
201,2,2:30.0,,P. Millsap makes 3-pt jump shot from 25 ft (assist by J. Murray),38,42
202,2,2:10.0,M. Turner makes 2-pt layup from 1 ft (assist by V. Oladipo),,40,42
203,2,1:56.0,,N. Jokić misses 3-pt jump shot from 25 ft,40,42
204,2,1:52.0,Defensive rebound by V. Oladipo,,40,42
205,2,1:41.0,D. Collison makes 2-pt jump shot from 19 ft,,42,42
206,2,1:27.0,,W. Barton makes 2-pt layup from 1 ft (assist by N. Jokić),42,44
207,2,0:58.0,D. Collison misses 2-pt jump shot from 21 ft,,42,44
208,2,0:56.0,Offensive rebound by T. Young,,42,44
209,2,0:56.0,T. Young makes 2-pt layup from 1 ft,,44,44
210,2,0:50.0,Violation by V. Oladipo (kicked ball),,44,44
211,2,0:50.0,,T. Craig enters the game for W. Barton,44,44
212,2,0:50.0,T. Booker enters the game for M. Turner,,44,44
213,2,0:40.0,,N. Jokić makes 3-pt jump shot from 24 ft (assist by P. Millsap),44,47
214,2,0:35.0,V. Oladipo misses 3-pt jump shot from 24 ft,,44,47
215,2,0:32.0,,Defensive rebound by P. Millsap,44,47
216,2,0:27.0,,Turnover by P. Millsap (bad pass; steal by V. Oladipo),44,47
217,2,0:09.0,T. Booker makes 2-pt jump shot from 10 ft (assist by V. Oladipo),,46,47
218,2,0:00.0,,J. Murray makes 2-pt jump shot from 13 ft,46,49
219,3,11:36.0,B. Bogdanović misses 2-pt jump shot from 17 ft,,46,49
220,3,11:33.0,,Defensive rebound by W. Barton,46,49
221,3,11:26.0,,N. Jokić makes 3-pt jump shot from 23 ft (assist by P. Millsap),46,52
222,3,11:12.0,V. Oladipo misses 2-pt jump shot from 18 ft,,46,52
223,3,11:10.0,,Defensive rebound by W. Barton,46,52
224,3,10:56.0,,W. Chandler makes 3-pt jump shot from 24 ft (assist by W. Barton),46,55
225,3,10:38.0,M. Turner misses 2-pt jump shot from 22 ft,,46,55
226,3,10:36.0,,Defensive rebound by W. Chandler,46,55
227,3,10:18.0,,W. Chandler makes 3-pt jump shot from 22 ft (assist by N. Jokić),46,58
228,3,10:17.0,Indiana full timeout,,46,58
229,3,10:04.0,Turnover by D. Collison (lost ball; steal by J. Murray),,46,58
230,3,10:02.0,,Personal foul by D. Collison (drawn by J. Murray),46,58
231,3,9:46.0,,J. Murray makes 2-pt jump shot from 10 ft (assist by N. Jokić),46,60
232,3,9:23.0,D. Collison makes 3-pt jump shot from 26 ft (assist by T. Young),,49,60
233,3,9:01.0,,J. Murray misses 2-pt layup from 2 ft,49,60
234,3,8:58.0,Defensive rebound by T. Young,,49,60
235,3,8:46.0,Turnover by T. Young (lost ball; steal by W. Barton),,49,60
236,3,8:41.0,,Turnover by W. Barton (lost ball; steal by M. Turner),49,60
237,3,8:35.0,T. Young makes 2-pt layup from 1 ft (assist by V. Oladipo),,51,60
238,3,8:18.0,,J. Murray misses 2-pt layup from 3 ft,51,60
239,3,8:15.0,Defensive rebound by T. Young,,51,60
240,3,8:08.0,B. Bogdanović makes 2-pt layup from 4 ft (assist by D. Collison),,53,60
241,3,7:44.0,,P. Millsap misses 2-pt layup at rim,53,60
242,3,7:41.0,Defensive rebound by B. Bogdanović,,53,60
243,3,7:25.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,53,60
244,3,7:22.0,,Defensive rebound by J. Murray,53,60
245,3,7:15.0,,N. Jokić misses 3-pt jump shot from 24 ft,53,60
246,3,7:09.0,,Offensive rebound by P. Millsap,53,60
247,3,7:09.0,,Turnover by P. Millsap (bad pass; steal by D. Collison),53,60
248,3,7:05.0,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by V. Oladipo),,56,60
249,3,7:04.0,,Denver full timeout,56,60
250,3,6:45.0,,N. Jokić makes 2-pt jump shot from 3 ft (assist by W. Barton),56,62
251,3,6:25.0,V. Oladipo misses 2-pt jump shot from 5 ft,,56,62
252,3,6:25.0,,Defensive rebound by Team,56,62
253,3,6:14.0,,W. Barton misses 3-pt jump shot from 24 ft,56,62
254,3,6:11.0,Defensive rebound by T. Young,,56,62
255,3,5:59.0,D. Collison misses 2-pt jump shot from 15 ft,,56,62
256,3,5:57.0,,Defensive rebound by W. Chandler,56,62
257,3,5:47.0,,W. Barton makes 2-pt jump shot from 3 ft (assist by P. Millsap),56,64
258,3,5:28.0,B. Bogdanović misses 2-pt layup from 3 ft,,56,64
259,3,5:26.0,,Defensive rebound by W. Barton,56,64
260,3,5:20.0,,W. Chandler makes 3-pt jump shot from 24 ft (assist by P. Millsap),56,67
261,3,5:16.0,Technical foul by B. Bogdanović,,56,67
262,3,5:16.0,,J. Murray makes technical free throw,56,68
263,3,5:16.0,,D. Harris enters the game for N. Jokić,56,68
264,3,5:16.0,,M. Plumlee enters the game for J. Murray,56,68
265,3,4:59.0,V. Oladipo misses 2-pt layup from 3 ft (block by P. Millsap),,56,68
266,3,4:58.0,,Defensive rebound by W. Barton,56,68
267,3,4:51.0,,W. Barton makes 2-pt dunk from 1 ft (assist by M. Plumlee),56,70
268,3,4:51.0,Indiana full timeout,,56,70
269,3,4:42.0,T. Young makes 2-pt jump shot from 6 ft (assist by D. Collison),,58,70
270,3,4:25.0,,M. Plumlee makes 2-pt dunk at rim (assist by D. Harris),58,72
271,3,4:12.0,T. Young misses 3-pt jump shot from 24 ft,,58,72
272,3,4:10.0,,Defensive rebound by W. Barton,58,72
273,3,4:00.0,,P. Millsap misses 3-pt jump shot from 22 ft,58,72
274,3,3:58.0,Defensive rebound by V. Oladipo,,58,72
275,3,3:56.0,Personal foul by M. Plumlee (drawn by V. Oladipo),,58,72
276,3,3:56.0,D. Sabonis enters the game for T. Young,,58,72
277,3,3:56.0,L. Stephenson enters the game for B. Bogdanović,,58,72
278,3,3:46.0,Shooting foul by M. Plumlee (drawn by D. Sabonis),,58,72
279,3,3:46.0,D. Sabonis makes free throw 1 of 2,,59,72
280,3,3:46.0,C. Joseph enters the game for D. Collison,,59,72
281,3,3:46.0,D. Sabonis makes free throw 2 of 2,,60,72
282,3,3:28.0,,P. Millsap misses 2-pt jump shot from 5 ft,60,72
283,3,3:26.0,,Offensive rebound by P. Millsap,60,72
284,3,3:23.0,,P. Millsap misses 2-pt layup at rim,60,72
285,3,3:21.0,Defensive rebound by D. Sabonis,,60,72
286,3,3:13.0,C. Joseph misses 3-pt jump shot from 22 ft,,60,72
287,3,3:10.0,,Defensive rebound by D. Harris,60,72
288,3,3:00.0,,Turnover by D. Harris (lost ball; steal by D. Sabonis),60,72
289,3,2:59.0,Personal foul by D. Harris (drawn by D. Sabonis),,60,72
290,3,2:59.0,,J. Murray enters the game for P. Millsap,60,72
291,3,2:59.0,,N. Jokić enters the game for W. Barton,60,72
292,3,2:59.0,T. Booker enters the game for M. Turner,,60,72
293,3,2:51.0,V. Oladipo makes 2-pt jump shot from 15 ft,,62,72
294,3,2:24.0,,J. Murray misses 3-pt jump shot from 24 ft,62,72
295,3,2:23.0,,Offensive rebound by Team,62,72
296,3,2:23.0,Loose ball foul by V. Oladipo (drawn by M. Plumlee),,62,72
297,3,2:23.0,,T. Craig enters the game for W. Chandler,62,72
298,3,2:12.0,,T. Craig misses 3-pt jump shot from 23 ft,62,72
299,3,2:09.0,Defensive rebound by T. Booker,,62,72
300,3,2:01.0,V. Oladipo makes 2-pt layup from 2 ft,,64,72
301,3,1:49.0,,N. Jokić makes 3-pt jump shot from 24 ft (assist by D. Harris),64,75
302,3,1:33.0,Turnover by V. Oladipo (lost ball; steal by T. Craig),,64,75
303,3,1:28.0,,Turnover by T. Craig (bad pass; steal by C. Joseph),64,75
304,3,1:23.0,D. Sabonis makes 2-pt layup from 2 ft (assist by C. Joseph),,66,75
305,3,1:07.0,,Personal foul by C. Joseph (drawn by J. Murray),66,75
306,3,1:07.0,B. Bogdanović enters the game for V. Oladipo,,66,75
307,3,0:59.0,,Loose ball foul by M. Plumlee (drawn by D. Sabonis),66,75
308,3,0:59.0,,Turnover by M. Plumlee (turnover),66,75
309,3,0:59.0,,T. Lyles enters the game for M. Plumlee,66,75
310,3,0:54.0,T. Booker makes 2-pt layup from 2 ft,,68,75
311,3,0:36.0,,Turnover by T. Lyles (lost ball; steal by T. Booker),68,75
312,3,0:27.0,Personal foul by T. Craig (drawn by D. Sabonis),,68,75
313,3,0:27.0,D. Sabonis makes free throw 1 of 2,,69,75
314,3,0:27.0,D. Sabonis makes free throw 2 of 2,,70,75
315,3,0:12.0,,T. Lyles makes 2-pt jump shot from 11 ft (assist by J. Murray),70,77
316,3,0:02.0,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by C. Joseph),,73,77
317,3,0:00.0,,J. Murray misses 3-pt jump shot from 63 ft,73,77
318,3,0:00.0,,Offensive rebound by Team,73,77
319,4,11:42.0,,D. Harris misses 3-pt jump shot from 25 ft,73,77
320,4,11:38.0,,Offensive rebound by T. Lyles,73,77
321,4,11:36.0,Offensive charge foul by T. Craig (drawn by C. Joseph),,73,77
322,4,11:36.0,,Turnover by T. Craig (offensive foul),73,77
323,4,11:18.0,D. Sabonis misses 2-pt jump shot from 20 ft,,73,77
324,4,11:16.0,,Defensive rebound by T. Lyles,73,77
325,4,11:01.0,,D. Harris makes 2-pt layup from 2 ft,73,79
326,4,11:01.0,,Shooting foul by L. Stephenson (drawn by D. Harris),73,79
327,4,11:01.0,,D. Harris makes free throw 1 of 1,73,80
328,4,10:52.0,D. Sabonis misses 2-pt jump shot from 16 ft,,73,80
329,4,10:49.0,,Defensive rebound by T. Craig,73,80
330,4,10:38.0,,Personal foul by D. Sabonis (drawn by D. Harris),73,80
331,4,10:31.0,,Turnover by D. Harris (bad pass),73,80
332,4,10:17.0,D. Sabonis makes 2-pt jump shot from 6 ft (assist by L. Stephenson),,75,80
333,4,10:05.0,,Personal foul by T. Booker (drawn by T. Lyles),75,80
334,4,10:05.0,,W. Barton enters the game for J. Murray,75,80
335,4,9:56.0,,T. Lyles misses 2-pt jump shot from 12 ft,75,80
336,4,9:52.0,,Offensive rebound by T. Craig,75,80
337,4,9:42.0,,N. Jokić misses 2-pt jump shot from 5 ft,75,80
338,4,9:40.0,Defensive rebound by C. Joseph,,75,80
339,4,9:40.0,Personal foul by N. Jokić (drawn by C. Joseph),,75,80
340,4,9:26.0,B. Bogdanović misses 2-pt jump shot from 16 ft,,75,80
341,4,9:23.0,,Defensive rebound by W. Barton,75,80
342,4,9:17.0,,Personal foul by L. Stephenson (drawn by N. Jokić),75,80
343,4,9:17.0,V. Oladipo enters the game for B. Bogdanović,,75,80
344,4,9:05.0,,Turnover by N. Jokić (traveling),75,80
345,4,8:49.0,D. Sabonis misses 2-pt hook shot from 3 ft,,75,80
346,4,8:48.0,,Defensive rebound by N. Jokić,75,80
347,4,8:48.0,,Personal foul by T. Booker (drawn by N. Jokić),75,80
348,4,8:48.0,,N. Jokić makes free throw 1 of 2,75,81
349,4,8:48.0,,N. Jokić misses free throw 2 of 2,75,81
350,4,8:46.0,Defensive rebound by D. Sabonis,,75,81
351,4,8:35.0,Turnover by V. Oladipo (bad pass; steal by N. Jokić),,75,81
352,4,8:17.0,,N. Jokić misses 2-pt jump shot from 14 ft,75,81
353,4,8:12.0,Defensive rebound by T. Booker,,75,81
354,4,7:59.0,,P. Millsap enters the game for N. Jokić,75,81
355,4,7:59.0,T. Young enters the game for D. Sabonis,,75,81
356,4,7:59.0,M. Turner enters the game for T. Booker,,75,81
357,4,7:57.0,V. Oladipo misses 2-pt jump shot from 16 ft,,75,81
358,4,7:54.0,,Defensive rebound by P. Millsap,75,81
359,4,7:39.0,,W. Barton makes 2-pt jump shot from 3 ft,75,83
360,4,7:25.0,V. Oladipo makes 2-pt layup from 2 ft,,77,83
361,4,7:07.0,,P. Millsap makes 2-pt layup from 2 ft (assist by W. Barton),77,85
362,4,6:56.0,Shooting foul by T. Lyles (drawn by V. Oladipo),,77,85
363,4,6:56.0,,Denver full timeout,77,85
364,4,6:56.0,,J. Murray enters the game for D. Harris,77,85
365,4,6:56.0,D. Collison enters the game for L. Stephenson,,77,85
366,4,6:56.0,B. Bogdanović enters the game for C. Joseph,,77,85
367,4,6:56.0,V. Oladipo makes free throw 1 of 2,,78,85
368,4,6:56.0,V. Oladipo makes free throw 2 of 2,,79,85
369,4,6:45.0,,Turnover by T. Craig (bad pass; steal by V. Oladipo),79,85
370,4,6:42.0,V. Oladipo makes 2-pt dunk from 2 ft,,81,85
371,4,6:28.0,,P. Millsap makes 2-pt jump shot from 12 ft,81,87
372,4,6:09.0,Offensive foul by M. Turner (drawn by T. Craig),,81,87
373,4,6:09.0,Turnover by M. Turner (offensive foul),,81,87
374,4,6:09.0,,N. Jokić enters the game for T. Craig,81,87
375,4,6:09.0,,W. Chandler enters the game for T. Lyles,81,87
376,4,5:49.0,,N. Jokić makes 2-pt jump shot from 11 ft,81,89
377,4,5:28.0,T. Young makes 2-pt jump shot from 4 ft (assist by B. Bogdanović),,83,89
378,4,5:11.0,,W. Chandler misses 2-pt jump shot from 3 ft,83,89
379,4,5:10.0,Defensive rebound by V. Oladipo,,83,89
