,QUARTER,TIME_REMAINING,UTAH_ACTION,OKLAHOMA CITY_ACTION,UTAH_SCORE,OKLAHOMA CITY_SCORE
125,2,9:28.0,Shooting foul by C. Anthony (drawn by D. Favors),,36,29
126,2,9:28.0,D. Favors misses free throw 1 of 2,,36,29
127,2,9:28.0,Offensive rebound by Team,,36,29
128,2,9:28.0,,Oklahoma City full timeout,36,29
129,2,9:28.0,D. Mitchell enters the game for R. O'Neale,,36,29
130,2,9:28.0,,R. Westbrook enters the game for R. Felton,36,29
131,2,9:28.0,,S. Adams enters the game for J. Grant,36,29
132,2,9:28.0,D. Favors makes free throw 2 of 2,,37,29
133,2,9:03.0,,P. George misses 3-pt jump shot from 36 ft,37,29
134,2,9:03.0,,Offensive rebound by Team,37,29
135,2,9:03.0,,Turnover by Team (shot clock),37,29
136,2,8:49.0,Personal foul by P. George (drawn by D. Mitchell),,37,29
137,2,8:49.0,,P. Patterson enters the game for C. Anthony,37,29
138,2,8:49.0,R. Gobert enters the game for D. Favors,,37,29
139,2,8:49.0,J. Jerebko enters the game for J. Crowder,,37,29
140,2,8:38.0,R. Rubio misses 2-pt jump shot from 10 ft,,37,29
141,2,8:35.0,,Defensive rebound by S. Adams,37,29
142,2,8:25.0,,R. Westbrook misses 2-pt hook shot from 5 ft,37,29
143,2,8:24.0,Defensive rebound by R. Gobert,,37,29
144,2,8:24.0,Personal foul by R. Westbrook (drawn by R. Gobert),,37,29
145,2,8:24.0,R. Gobert makes free throw 1 of 2,,38,29
146,2,8:24.0,R. Gobert makes free throw 2 of 2,,39,29
147,2,8:08.0,,R. Westbrook misses 3-pt jump shot from 25 ft,39,29
148,2,8:02.0,Defensive rebound by J. Ingles,,39,29
149,2,7:55.0,Turnover by J. Ingles (bad pass),,39,29
150,2,7:55.0,R. O'Neale enters the game for J. Ingles,,39,29
151,2,7:51.0,,Personal foul by J. Jerebko (drawn by R. Westbrook),39,29
152,2,7:44.0,,R. Westbrook makes 2-pt jump shot from 16 ft,39,31
153,2,7:31.0,Turnover by R. O'Neale (out of bounds lost ball),,39,31
154,2,7:20.0,,R. Westbrook misses 2-pt layup from 1 ft,39,31
155,2,7:17.0,Defensive rebound by R. Gobert,,39,31
156,2,7:06.0,Turnover by R. Rubio (bad pass),,39,31
157,2,7:06.0,,J. Huestis enters the game for P. George,39,31
158,2,7:06.0,J. Crowder enters the game for R. O'Neale,,39,31
159,2,6:53.0,,S. Adams misses 2-pt hook shot from 6 ft,39,31
160,2,6:51.0,Defensive rebound by D. Mitchell,,39,31
161,2,6:38.0,D. Mitchell makes 2-pt jump shot from 17 ft,,41,31
162,2,6:24.0,,R. Westbrook makes 2-pt layup at rim,41,33
163,2,6:04.0,R. Gobert misses 2-pt hook shot from 5 ft (block by J. Huestis),,41,33
164,2,6:04.0,Offensive rebound by Team,,41,33
165,2,6:04.0,Utah full timeout,,41,33
166,2,6:04.0,,C. Brewer enters the game for Á. Abrines,41,33
167,2,6:04.0,J. Ingles enters the game for R. Rubio,,41,33
168,2,6:04.0,R. O'Neale enters the game for J. Jerebko,,41,33
169,2,5:58.0,J. Crowder misses 2-pt jump shot from 18 ft,,41,33
170,2,5:54.0,Offensive rebound by R. Gobert,,41,33
171,2,5:43.0,D. Mitchell misses 2-pt layup from 1 ft,,41,33
172,2,5:41.0,,Defensive rebound by S. Adams,41,33
173,2,5:35.0,,J. Huestis misses 2-pt layup from 1 ft,41,33
174,2,5:35.0,,Offensive rebound by Team,41,33
175,2,5:35.0,,P. George enters the game for J. Huestis,41,33
176,2,5:32.0,,R. Westbrook makes 2-pt jump shot from 20 ft (assist by C. Brewer),41,35
177,2,5:04.0,J. Ingles makes 3-pt jump shot from 25 ft (assist by D. Mitchell),,44,35
178,2,4:50.0,,R. Westbrook misses 2-pt layup from 1 ft,44,35
179,2,4:48.0,Defensive rebound by J. Crowder,,44,35
180,2,4:44.0,Shooting foul by P. Patterson (drawn by R. Gobert),,44,35
181,2,4:44.0,R. Gobert makes free throw 1 of 2,,45,35
182,2,4:44.0,R. Gobert makes free throw 2 of 2,,46,35
183,2,4:34.0,,P. George makes 2-pt jump shot from 10 ft,46,37
184,2,4:16.0,J. Crowder misses 3-pt jump shot from 24 ft,,46,37
185,2,4:13.0,,Defensive rebound by P. George,46,37
186,2,4:06.0,,Turnover by P. George (bad pass; steal by D. Mitchell),46,37
187,2,4:02.0,J. Ingles makes 2-pt dunk at rim (assist by J. Crowder),,48,37
188,2,3:51.0,,R. Westbrook misses 2-pt jump shot from 20 ft,48,37
189,2,3:50.0,Defensive rebound by J. Crowder,,48,37
190,2,3:37.0,Shooting foul by P. Patterson (drawn by J. Crowder),,48,37
191,2,3:37.0,J. Crowder makes free throw 1 of 2,,49,37
192,2,3:37.0,,C. Anthony enters the game for P. Patterson,49,37
193,2,3:37.0,R. Rubio enters the game for R. O'Neale,,49,37
194,2,3:37.0,J. Crowder makes free throw 2 of 2,,50,37
195,2,3:29.0,,Turnover by R. Westbrook (bad pass; steal by D. Mitchell),50,37
196,2,3:24.0,R. Gobert makes 2-pt dunk at rim (assist by R. Rubio),,52,37
197,2,3:24.0,,Oklahoma City full timeout,52,37
198,2,3:08.0,,C. Anthony misses 3-pt jump shot from 22 ft,52,37
199,2,3:05.0,Defensive rebound by J. Crowder,,52,37
200,2,2:55.0,,Offensive charge foul by R. Gobert (drawn by C. Brewer),52,37
201,2,2:55.0,Turnover by R. Gobert (offensive foul),,52,37
202,2,2:44.0,,S. Adams misses 2-pt layup from 1 ft (block by R. Gobert),52,37
203,2,2:43.0,,Offensive rebound by S. Adams,52,37
204,2,2:39.0,,C. Brewer makes 2-pt layup from 2 ft,52,39
205,2,2:18.0,D. Mitchell misses 3-pt jump shot from 25 ft,,52,39
206,2,2:16.0,,Defensive rebound by P. George,52,39
207,2,2:13.0,,Personal foul by R. Gobert (drawn by S. Adams),52,39
208,2,2:05.0,,C. Brewer misses 2-pt layup from 1 ft,52,39
209,2,2:03.0,Defensive rebound by R. Rubio,,52,39
210,2,1:59.0,R. Rubio misses 2-pt layup from 1 ft,,52,39
211,2,1:57.0,,Defensive rebound by R. Westbrook,52,39
212,2,1:57.0,,Personal take foul by J. Ingles (drawn by R. Westbrook),52,39
213,2,1:52.0,,R. Westbrook misses 2-pt jump shot from 18 ft,52,39
214,2,1:47.0,Defensive rebound by R. Rubio,,52,39
215,2,1:27.0,J. Ingles misses 2-pt jump shot from 17 ft,,52,39
216,2,1:25.0,,Defensive rebound by R. Westbrook,52,39
217,2,1:16.0,,S. Adams misses 2-pt layup from 1 ft (block by D. Mitchell),52,39
218,2,1:14.0,Defensive rebound by J. Ingles,,52,39
219,2,1:09.0,J. Crowder misses 3-pt jump shot from 23 ft,,52,39
220,2,1:06.0,,Defensive rebound by C. Anthony,52,39
221,2,0:54.0,,C. Brewer misses 3-pt jump shot from 23 ft,52,39
222,2,0:49.0,Defensive rebound by J. Crowder,,52,39
223,2,0:46.0,Personal foul by P. George (drawn by R. Rubio),,52,39
224,2,0:46.0,R. Rubio misses free throw 1 of 2,,52,39
225,2,0:46.0,Offensive rebound by Team,,52,39
226,2,0:46.0,,Á. Abrines enters the game for C. Brewer,52,39
227,2,0:46.0,D. Favors enters the game for J. Crowder,,52,39
228,2,0:46.0,R. Rubio misses free throw 2 of 2,,52,39
229,2,0:44.0,,Defensive rebound by R. Westbrook,52,39
230,2,0:33.0,,C. Anthony makes 2-pt jump shot from 22 ft (assist by R. Westbrook),52,41
231,2,0:11.0,Shooting foul by Á. Abrines (drawn by D. Mitchell),,52,41
232,2,0:11.0,D. Mitchell makes technical free throw,,53,41
233,2,0:11.0,D. Mitchell makes free throw 1 of 3,,54,41
234,2,0:11.0,D. Mitchell makes free throw 2 of 3,,55,41
235,2,0:11.0,R. O'Neale enters the game for R. Rubio,,55,41
236,2,0:11.0,D. Mitchell makes free throw 3 of 3,,56,41
237,2,0:04.0,,R. Westbrook misses 3-pt jump shot from 25 ft,56,41
238,2,0:00.0,Defensive rebound by D. Mitchell,,56,41
239,3,11:40.0,D. Mitchell makes 2-pt jump shot from 5 ft,,58,41
240,3,11:26.0,,R. Westbrook misses 2-pt layup at rim,58,41
241,3,11:25.0,Defensive rebound by R. Rubio,,58,41
242,3,11:22.0,R. Rubio misses 3-pt jump shot from 25 ft,,58,41
243,3,11:19.0,Offensive rebound by R. Gobert,,58,41
244,3,11:19.0,R. Gobert misses 2-pt dunk at rim,,58,41
245,3,11:16.0,Offensive rebound by R. Rubio,,58,41
246,3,11:15.0,Turnover by R. Rubio (step out of bounds),,58,41
247,3,11:03.0,,Shooting foul by R. Gobert (drawn by C. Anthony),58,41
248,3,11:03.0,,C. Anthony misses free throw 1 of 2,58,41
249,3,11:03.0,,Offensive rebound by Team,58,41
250,3,11:03.0,,C. Anthony makes free throw 2 of 2,58,42
251,3,10:52.0,J. Ingles misses 3-pt jump shot from 23 ft,,58,42
252,3,10:49.0,,Defensive rebound by R. Westbrook,58,42
253,3,10:45.0,,Turnover by R. Westbrook (bad pass; steal by R. Gobert),58,42
254,3,10:38.0,R. Rubio makes 3-pt jump shot from 24 ft (assist by J. Ingles),,61,42
255,3,10:21.0,,R. Westbrook misses 2-pt layup from 2 ft (block by R. Gobert),61,42
256,3,10:20.0,Defensive rebound by J. Ingles,,61,42
257,3,10:15.0,D. Mitchell makes 3-pt jump shot from 22 ft (assist by R. Rubio),,64,42
258,3,9:54.0,,R. Westbrook misses 2-pt jump shot from 13 ft,64,42
259,3,9:52.0,,Offensive rebound by R. Westbrook,64,42
260,3,9:51.0,,Shooting foul by R. Rubio (drawn by S. Adams),64,42
261,3,9:51.0,,S. Adams makes free throw 1 of 2,64,43
262,3,9:51.0,,S. Adams makes free throw 2 of 2,64,44
263,3,9:36.0,Shooting foul by C. Brewer (drawn by D. Favors),,64,44
264,3,9:36.0,D. Favors makes free throw 1 of 2,,65,44
265,3,9:36.0,D. Favors misses free throw 2 of 2,,65,44
266,3,9:34.0,,Defensive rebound by P. George,65,44
267,3,9:23.0,,Shooting foul by R. Gobert (drawn by C. Anthony),65,44
268,3,9:23.0,,C. Anthony makes free throw 1 of 2,65,45
269,3,9:23.0,J. Crowder enters the game for R. Gobert,,65,45
270,3,9:23.0,,C. Anthony makes free throw 2 of 2,65,46
271,3,9:17.0,Personal foul by R. Westbrook (drawn by R. Rubio),,65,46
272,3,9:09.0,J. Crowder makes 3-pt jump shot from 25 ft (assist by R. Rubio),,68,46
273,3,8:51.0,,P. George misses 2-pt jump shot from 14 ft,68,46
274,3,8:48.0,Defensive rebound by D. Mitchell,,68,46
275,3,8:34.0,J. Crowder makes 3-pt jump shot from 25 ft (assist by R. Rubio),,71,46
276,3,8:32.0,,Oklahoma City full timeout,71,46
277,3,8:21.0,,Shooting foul by D. Favors (drawn by P. George),71,46
278,3,8:21.0,,P. George misses free throw 1 of 2,71,46
279,3,8:21.0,,Offensive rebound by Team,71,46
280,3,8:21.0,,P. George makes free throw 2 of 2,71,47
281,3,8:12.0,Personal foul by C. Brewer (drawn by J. Ingles),,71,47
282,3,8:02.0,Turnover by D. Favors (out of bounds lost ball),,71,47
283,3,7:51.0,,R. Westbrook makes 3-pt jump shot from 24 ft (assist by S. Adams),71,50
284,3,7:29.0,J. Ingles misses 3-pt jump shot from 22 ft,,71,50
285,3,7:27.0,,Defensive rebound by S. Adams,71,50
286,3,7:20.0,,R. Westbrook makes 3-pt jump shot from 24 ft,71,53
287,3,7:19.0,Utah full timeout,,71,53
288,3,7:19.0,,J. Grant enters the game for C. Anthony,71,53
289,3,7:01.0,J. Crowder misses 3-pt jump shot from 22 ft,,71,53
290,3,6:57.0,,Defensive rebound by R. Westbrook,71,53
291,3,6:42.0,,P. George makes 2-pt layup at rim,71,55
292,3,6:42.0,,Shooting foul by D. Favors (drawn by P. George),71,55
293,3,6:42.0,E. Udoh enters the game for D. Favors,,71,55
294,3,6:42.0,,P. George makes free throw 1 of 1,71,56
295,3,6:23.0,R. Rubio misses 3-pt jump shot from 25 ft,,71,56
296,3,6:20.0,,Defensive rebound by R. Westbrook,71,56
297,3,6:06.0,,P. George misses 2-pt layup from 2 ft,71,56
298,3,6:04.0,Defensive rebound by R. Rubio,,71,56
299,3,5:55.0,D. Mitchell misses 2-pt layup from 2 ft,,71,56
300,3,5:54.0,Offensive rebound by E. Udoh,,71,56
301,3,5:53.0,E. Udoh makes 2-pt layup at rim,,73,56
302,3,5:39.0,,R. Westbrook makes 2-pt jump shot from 18 ft,73,58
303,3,5:16.0,D. Mitchell misses 3-pt jump shot from 27 ft,,73,58
304,3,5:14.0,,Defensive rebound by C. Brewer,73,58
305,3,5:08.0,,R. Westbrook makes 2-pt layup at rim,73,60
306,3,5:07.0,Utah full timeout,,73,60
307,3,5:07.0,R. Gobert enters the game for J. Ingles,,73,60
308,3,5:07.0,R. O'Neale enters the game for E. Udoh,,73,60
309,3,4:58.0,Shooting foul by R. Westbrook (drawn by R. Gobert),,73,60
310,3,4:58.0,R. Gobert misses free throw 1 of 2,,73,60
311,3,4:58.0,Offensive rebound by Team,,73,60
312,3,4:58.0,,Á. Abrines enters the game for C. Brewer,73,60
313,3,4:58.0,R. Gobert makes free throw 2 of 2,,74,60
314,3,4:49.0,,P. George makes 2-pt layup from 2 ft,74,62
315,3,4:28.0,R. Rubio misses 2-pt jump shot from 13 ft,,74,62
316,3,4:26.0,Offensive rebound by Team,,74,62
317,3,4:14.0,Turnover by J. Crowder (bad pass; steal by P. George),,74,62
318,3,4:11.0,,Shooting foul by R. O'Neale (drawn by R. Westbrook),74,62
319,3,4:11.0,,R. Westbrook makes free throw 1 of 2,74,63
320,3,4:11.0,,R. Westbrook makes free throw 2 of 2,74,64
321,3,3:49.0,R. O'Neale misses 3-pt jump shot from 24 ft,,74,64
322,3,3:46.0,Offensive rebound by R. Gobert,,74,64
323,3,3:46.0,Offensive foul by R. Gobert (drawn by Á. Abrines),,74,64
324,3,3:46.0,Turnover by R. Gobert (offensive foul),,74,64
325,3,3:46.0,J. Ingles enters the game for R. Rubio,,74,64
326,3,3:46.0,D. Favors enters the game for R. Gobert,,74,64
327,3,3:37.0,,R. Westbrook misses 3-pt jump shot from 25 ft,74,64
328,3,3:34.0,Defensive rebound by R. O'Neale,,74,64
329,3,3:26.0,D. Mitchell misses 2-pt jump shot from 23 ft,,74,64
330,3,3:24.0,,Defensive rebound by R. Westbrook,74,64
331,3,3:18.0,,Shooting foul by R. O'Neale (drawn by R. Westbrook),74,64
332,3,3:18.0,,R. Westbrook makes free throw 1 of 2,74,65
333,3,3:18.0,,R. Westbrook makes free throw 2 of 2,74,66
334,3,2:54.0,Turnover by Team (shot clock),,74,66
335,3,2:45.0,,P. George makes 2-pt layup from 1 ft,74,68
336,3,2:44.0,Utah full timeout,,74,68
337,3,2:44.0,E. Udoh enters the game for D. Favors,,74,68
338,3,2:34.0,Personal foul by Á. Abrines (drawn by J. Ingles),,74,68
339,3,2:34.0,J. Ingles makes free throw 1 of 2,,75,68
340,3,2:34.0,J. Ingles makes free throw 2 of 2,,76,68
341,3,2:18.0,,P. George makes 2-pt layup from 1 ft,76,70
342,3,1:59.0,Turnover by J. Ingles (bad pass; steal by J. Grant),,76,70
343,3,1:55.0,,P. George misses 2-pt layup from 3 ft,76,70
344,3,1:53.0,Defensive rebound by J. Crowder,,76,70
345,3,1:47.0,D. Mitchell makes 2-pt dunk from 1 ft,,78,70
346,3,1:27.0,,Á. Abrines misses 2-pt layup from 2 ft (block by E. Udoh),78,70
347,3,1:25.0,,Offensive rebound by Á. Abrines,78,70
348,3,1:22.0,,R. Westbrook makes 3-pt jump shot from 24 ft (assist by Á. Abrines),78,73
349,3,1:06.0,D. Mitchell misses 2-pt layup from 2 ft,,78,73
350,3,1:04.0,,Defensive rebound by R. Westbrook,78,73
351,3,1:01.0,,P. George makes 2-pt dunk at rim (assist by R. Westbrook),78,75
352,3,0:42.0,J. Crowder misses 2-pt jump shot from 1 ft,,78,75
353,3,0:40.0,,Defensive rebound by S. Adams,78,75
354,3,0:35.0,,R. Westbrook makes 3-pt jump shot from 26 ft (assist by P. George),78,78
355,3,0:17.0,D. Mitchell misses 3-pt jump shot from 25 ft,,78,78
356,3,0:14.0,,Defensive rebound by Á. Abrines,78,78
357,3,0:02.0,,Turnover by R. Westbrook (lost ball; steal by D. Mitchell),78,78
358,3,0:00.0,J. Ingles misses 3-pt jump shot from 28 ft,,78,78
359,3,0:00.0,Offensive rebound by Team,,78,78
360,4,11:48.0,,R. Westbrook misses 2-pt layup from 1 ft,78,78
361,4,11:45.0,,Offensive rebound by R. Westbrook,78,78
362,4,11:45.0,,R. Westbrook makes 2-pt layup from 1 ft,78,80
363,4,11:29.0,R. O'Neale misses 3-pt jump shot from 22 ft,,78,80
364,4,11:29.0,Offensive rebound by D. Favors,,78,80
365,4,11:25.0,Turnover by D. Favors (bad pass; steal by P. George),,78,80
366,4,11:20.0,,Á. Abrines misses 3-pt jump shot from 25 ft,78,80
367,4,11:18.0,Defensive rebound by R. Rubio,,78,80
368,4,10:58.0,Shooting foul by P. George (drawn by D. Favors),,78,80
369,4,10:58.0,D. Favors makes free throw 1 of 2,,79,80
370,4,10:58.0,D. Favors makes free throw 2 of 2,,80,80
371,4,10:43.0,,P. George makes 2-pt jump shot from 7 ft,80,82
372,4,10:17.0,R. Rubio makes 3-pt jump shot from 25 ft (assist by R. O'Neale),,83,82
373,4,10:02.0,,R. Westbrook makes 2-pt dunk at rim,83,84
374,4,9:48.0,J. Crowder misses 3-pt jump shot from 25 ft,,83,84
375,4,9:46.0,,Defensive rebound by Á. Abrines,83,84
376,4,9:33.0,,Shooting foul by D. Favors (drawn by P. George),83,84
377,4,9:33.0,,P. George makes free throw 1 of 2,83,85
378,4,9:33.0,,P. Patterson enters the game for S. Adams,83,85
379,4,9:33.0,,P. George makes free throw 2 of 2,83,86
380,4,9:14.0,J. Crowder makes 2-pt jump shot from 22 ft,,85,86
381,4,8:59.0,,J. Grant makes 2-pt dunk at rim (assist by R. Westbrook),85,88
382,4,8:37.0,R. Rubio misses 3-pt jump shot from 25 ft,,85,88
383,4,8:34.0,,Defensive rebound by J. Grant,85,88
384,4,8:30.0,,R. Westbrook misses 2-pt layup from 1 ft (block by R. O'Neale),85,88
385,4,8:27.0,Defensive rebound by D. Favors,,85,88
386,4,8:25.0,J. Crowder makes 2-pt layup at rim (assist by R. Rubio),,87,88
387,4,8:25.0,,Violation by J. Grant (def goaltending),87,88
388,4,8:16.0,,R. Westbrook misses 2-pt jump shot from 13 ft,87,88
389,4,8:13.0,Defensive rebound by J. Crowder,,87,88
390,4,8:00.0,Turnover by R. Rubio (bad pass; steal by Á. Abrines),,87,88
391,4,7:58.0,,Oklahoma City full timeout,87,88
392,4,7:58.0,,S. Adams enters the game for J. Grant,87,88
