,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,PHOENIX_ACTION,SACRAMENTO_SCORE,PHOENIX_SCORE
68,1,2:44.0,B. Bogdanović misses 2-pt jump shot from 6 ft,,10,29
69,1,2:43.0,,Defensive rebound by A. Len,10,29
70,1,2:33.0,,Offensive foul by A. Len (drawn by B. Bogdanović),10,29
71,1,2:33.0,,Turnover by A. Len (offensive foul),10,29
72,1,2:33.0,K. Koufos enters the game for W. Cauley-Stein,,10,29
73,1,2:14.0,K. Koufos misses 2-pt hook shot at rim,,10,29
74,1,2:12.0,,Defensive rebound by D. Booker,10,29
75,1,2:07.0,,D. Bender makes 3-pt jump shot from 26 ft (assist by D. Booker),10,32
76,1,1:58.0,D. Fox misses 2-pt jump shot from 7 ft,,10,32
77,1,1:58.0,Offensive rebound by Team,,10,32
78,1,1:57.0,,T. Daniels enters the game for D. Booker,10,32
79,1,1:44.0,G. Temple makes 3-pt jump shot from 25 ft (assist by D. Fox),,13,32
80,1,1:28.0,,T. Ulis makes 2-pt jump shot from 13 ft (assist by A. Len),13,34
81,1,1:10.0,S. Labissière makes 2-pt hook shot from 8 ft,,15,34
82,1,0:56.0,,Turnover by A. Len (lost ball; steal by D. Fox),15,34
83,1,0:51.0,D. Fox misses 2-pt layup from 1 ft,,15,34
84,1,0:51.0,,Defensive rebound by J. Jackson,15,34
85,1,0:51.0,Loose ball foul by S. Labissière (drawn by J. Jackson),,15,34
86,1,0:43.0,,Personal block foul by D. Fox (drawn by T. Ulis),15,34
87,1,0:43.0,,T. Ulis makes free throw 1 of 2,15,35
88,1,0:43.0,,T. Ulis makes free throw 2 of 2,15,36
89,1,0:30.0,G. Temple misses 2-pt layup from 1 ft,,15,36
90,1,0:28.0,,Defensive rebound by A. Len,15,36
91,1,0:23.0,,J. Jackson misses 3-pt jump shot from 26 ft,15,36
92,1,0:19.0,Defensive rebound by D. Fox,,15,36
93,1,0:05.0,D. Fox makes 2-pt jump shot from 18 ft,,17,36
94,1,0:00.0,,T. Ulis misses 3-pt jump shot from 37 ft,17,36
95,1,0:00.0,,Offensive rebound by Team,17,36
96,2,11:45.0,S. Labissière misses 2-pt jump shot from 9 ft,,17,36
97,2,11:42.0,Offensive rebound by K. Koufos,,17,36
98,2,11:40.0,K. Koufos makes 2-pt layup at rim,,19,36
99,2,11:23.0,,J. Jackson misses 3-pt jump shot from 23 ft,19,36
100,2,11:21.0,,Offensive rebound by Team,19,36
101,2,11:08.0,,A. Len makes 2-pt dunk from 1 ft (assist by T. Ulis),19,38
102,2,10:50.0,S. Labissière misses 2-pt jump shot from 16 ft,,19,38
103,2,10:49.0,Offensive rebound by K. Koufos,,19,38
104,2,10:49.0,Shooting foul by A. Len (drawn by K. Koufos),,19,38
105,2,10:49.0,K. Koufos misses free throw 1 of 2,,19,38
106,2,10:49.0,Offensive rebound by Team,,19,38
107,2,10:49.0,,T. Chandler enters the game for A. Len,19,38
108,2,10:49.0,K. Koufos misses free throw 2 of 2,,19,38
109,2,10:47.0,,Defensive rebound by D. Bender,19,38
110,2,10:42.0,,Personal foul by S. Labissière (drawn by J. Jackson),19,38
111,2,10:30.0,,D. Bender misses 2-pt layup from 1 ft (block by K. Koufos),19,38
112,2,10:27.0,Defensive rebound by S. Labissière,,19,38
113,2,10:11.0,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by K. Koufos),,22,38
114,2,9:57.0,,Personal foul by G. Temple (drawn by T. Chandler),22,38
115,2,9:51.0,,D. Bender misses 3-pt jump shot from 22 ft,22,38
116,2,9:48.0,Defensive rebound by D. Fox,,22,38
117,2,9:33.0,Personal block foul by D. Bender (drawn by S. Labissière),,22,38
118,2,9:33.0,,Turnover by D. Bender (turnover),22,38
119,2,9:33.0,,M. Chriss enters the game for D. Bender,22,38
120,2,9:33.0,B. Bogdanović makes free throw 1 of 1,,25,38
121,2,9:33.0,S. Labissière makes free throw 1 of 1,,26,38
122,2,9:32.0,S. Labissière makes 2-pt jump shot from 16 ft,,24,38
123,2,9:25.0,,J. Jackson makes 2-pt jump shot from 7 ft,26,40
124,2,9:16.0,D. Fox makes 2-pt jump shot from 16 ft,,28,40
125,2,9:06.0,,Personal foul by G. Temple (drawn by J. Jackson),28,40
126,2,9:06.0,,D. Booker enters the game for T. Daniels,28,40
127,2,9:03.0,,Turnover by J. Jackson (bad pass; steal by D. Fox),28,40
128,2,9:00.0,D. Fox makes 2-pt dunk at rim,,30,40
129,2,8:38.0,,D. Booker makes 3-pt jump shot from 24 ft (assist by J. Jackson),30,43
130,2,8:23.0,Personal foul by M. Chriss (drawn by S. Labissière),,30,43
131,2,8:15.0,D. Fox misses 2-pt jump shot from 8 ft,,30,43
132,2,8:12.0,Offensive rebound by K. Koufos,,30,43
133,2,8:12.0,K. Koufos misses 2-pt layup at rim,,30,43
134,2,8:12.0,,Defensive rebound by T. Ulis,30,43
135,2,8:08.0,,D. Booker misses 3-pt jump shot from 24 ft,30,43
136,2,8:03.0,,Offensive rebound by T. Chandler,30,43
137,2,8:03.0,,T. Chandler makes 2-pt layup at rim,30,45
138,2,7:52.0,G. Temple makes 2-pt jump shot from 18 ft,,32,45
139,2,7:38.0,,J. Jackson makes 2-pt layup at rim,32,47
140,2,7:21.0,G. Temple misses 2-pt layup from 3 ft,,32,47
141,2,7:19.0,Offensive rebound by K. Koufos,,32,47
142,2,7:19.0,Shooting foul by T. Chandler (drawn by K. Koufos),,32,47
143,2,7:19.0,K. Koufos misses free throw 1 of 2,,32,47
144,2,7:19.0,Offensive rebound by Team,,32,47
145,2,7:19.0,,T. Warren enters the game for J. Jackson,32,47
146,2,7:19.0,K. Koufos makes free throw 2 of 2,,33,47
147,2,7:08.0,,Turnover by T. Warren (lost ball; steal by B. Bogdanović),33,47
148,2,7:02.0,B. Bogdanović makes 2-pt layup at rim,,35,47
149,2,6:49.0,,Personal foul by G. Temple (drawn by T. Ulis),35,47
150,2,6:49.0,,Phoenix full timeout,35,47
151,2,6:49.0,V. Carter enters the game for G. Temple,,35,47
152,2,6:36.0,,M. Chriss misses 2-pt jump shot from 21 ft,35,47
153,2,6:33.0,Defensive rebound by D. Fox,,35,47
154,2,6:31.0,Shooting foul by D. Booker (drawn by D. Fox),,35,47
155,2,6:31.0,D. Fox makes free throw 1 of 2,,36,47
156,2,6:31.0,,M. James enters the game for T. Ulis,36,47
157,2,6:31.0,D. Fox misses free throw 2 of 2,,36,47
158,2,6:29.0,,Defensive rebound by M. Chriss,36,47
159,2,6:12.0,,D. Booker misses 2-pt layup from 7 ft (block by S. Labissière),36,47
160,2,6:12.0,,Offensive rebound by Team,36,47
161,2,6:10.0,,D. Booker makes 2-pt jump shot from 19 ft (assist by T. Warren),36,49
162,2,5:50.0,B. Bogdanović makes 2-pt jump shot from 2 ft,,38,49
163,2,5:39.0,,M. James makes 2-pt layup from 6 ft,38,51
164,2,5:24.0,S. Labissière makes 2-pt jump shot from 8 ft,,40,51
165,2,5:12.0,,M. Chriss misses 2-pt layup from 11 ft,40,51
166,2,5:12.0,Defensive rebound by D. Fox,,40,51
167,2,5:05.0,D. Fox makes 2-pt layup at rim,,42,51
168,2,4:43.0,,T. Warren misses 2-pt layup from 1 ft,42,51
169,2,4:43.0,Defensive rebound by K. Koufos,,42,51
170,2,4:41.0,Personal foul by D. Booker (drawn by D. Fox),,42,51
171,2,4:41.0,D. Fox makes free throw 1 of 2,,43,51
172,2,4:41.0,,J. Dudley enters the game for M. Chriss,43,51
173,2,4:41.0,,T. Daniels enters the game for D. Booker,43,51
174,2,4:41.0,D. Fox makes free throw 2 of 2,,44,51
175,2,4:28.0,,Turnover by M. James (traveling),44,51
176,2,4:28.0,Sacramento full timeout,,44,51
177,2,4:13.0,K. Koufos makes 2-pt layup from 1 ft (assist by V. Carter),,46,51
178,2,4:02.0,,M. James makes 2-pt layup at rim,46,53
179,2,3:39.0,V. Carter misses 2-pt jump shot from 19 ft,,46,53
180,2,3:35.0,,Defensive rebound by T. Chandler,46,53
181,2,3:21.0,,T. Daniels misses 3-pt jump shot from 26 ft,46,53
182,2,3:18.0,Defensive rebound by K. Koufos,,46,53
183,2,3:08.0,D. Fox misses 2-pt jump shot from 1 ft,,46,53
184,2,3:08.0,Offensive rebound by Team,,46,53
185,2,3:08.0,,Loose ball foul by T. Chandler (drawn by K. Koufos),46,53
186,2,3:08.0,K. Koufos makes free throw 1 of 2,,47,53
187,2,3:08.0,G. Hill enters the game for B. Bogdanović,,47,53
188,2,3:08.0,K. Koufos misses free throw 2 of 2,,47,53
189,2,3:06.0,,Defensive rebound by T. Chandler,47,53
190,2,2:55.0,,J. Dudley misses 3-pt jump shot from 25 ft,47,53
191,2,2:52.0,Defensive rebound by G. Hill,,47,53
192,2,2:43.0,D. Fox misses 2-pt jump shot from 17 ft,,47,53
193,2,2:40.0,,Defensive rebound by T. Chandler,47,53
194,2,2:32.0,,M. James makes 2-pt layup from 1 ft,47,55
195,2,2:10.0,V. Carter misses 3-pt jump shot from 24 ft,,47,55
196,2,2:07.0,,Defensive rebound by M. James,47,55
197,2,1:59.0,,Shooting foul by V. Carter (drawn by T. Warren),47,55
198,2,1:59.0,,T. Warren makes free throw 1 of 2,47,56
199,2,1:59.0,W. Cauley-Stein enters the game for K. Koufos,,47,56
200,2,1:59.0,B. Bogdanović enters the game for S. Labissière,,47,56
201,2,1:59.0,,T. Warren makes free throw 2 of 2,47,57
202,2,1:46.0,G. Hill misses 2-pt jump shot from 10 ft,,47,57
203,2,1:44.0,,Defensive rebound by T. Warren,47,57
204,2,1:37.0,,Turnover by J. Dudley (lost ball; steal by B. Bogdanović),47,57
205,2,1:33.0,B. Bogdanović makes 2-pt layup at rim,,49,57
206,2,1:13.0,,T. Warren misses 2-pt jump shot from 19 ft,49,57
207,2,1:10.0,,Offensive rebound by T. Chandler,49,57
208,2,1:07.0,,T. Warren misses 2-pt jump shot from 5 ft,49,57
209,2,1:07.0,,Offensive rebound by T. Chandler,49,57
210,2,0:58.0,,M. James misses 3-pt jump shot from 31 ft,49,57
211,2,0:58.0,Defensive rebound by W. Cauley-Stein,,49,57
212,2,0:47.0,B. Bogdanović makes 2-pt jump shot from 15 ft,,51,57
213,2,0:25.0,,M. James makes 2-pt jump shot from 8 ft,51,59
214,2,0:04.0,G. Hill misses 2-pt layup from 5 ft (block by T. Warren),,51,59
215,2,0:04.0,Offensive rebound by Team,,51,59
216,2,0:01.0,B. Bogdanović misses 2-pt jump shot from 21 ft,,51,59
217,2,0:01.0,,Defensive rebound by T. Warren,51,59
218,3,11:41.0,W. Cauley-Stein misses 2-pt jump shot from 5 ft (block by M. Chriss),,51,59
219,3,11:38.0,Offensive rebound by B. Hield,,51,59
220,3,11:35.0,Z. Randolph misses 2-pt jump shot from 13 ft,,51,59
221,3,11:33.0,,Defensive rebound by Team,51,59
222,3,11:33.0,Loose ball foul by W. Cauley-Stein (drawn by T. Chandler),,51,59
223,3,11:18.0,,M. Chriss makes 2-pt layup from 3 ft (assist by D. Booker),51,61
224,3,10:58.0,B. Hield misses 2-pt jump shot from 12 ft,,51,61
225,3,10:53.0,,Defensive rebound by M. James,51,61
226,3,10:51.0,,D. Booker makes 2-pt layup from 7 ft (assist by M. James),51,63
227,3,10:39.0,W. Cauley-Stein misses 2-pt jump shot from 17 ft,,51,63
228,3,10:39.0,,Defensive rebound by M. Chriss,51,63
229,3,10:17.0,,M. James misses 3-pt jump shot from 26 ft,51,63
230,3,10:17.0,Defensive rebound by W. Cauley-Stein,,51,63
231,3,10:13.0,Shooting foul by M. James (drawn by B. Hield),,51,63
232,3,10:13.0,B. Hield misses free throw 1 of 2,,51,63
233,3,10:13.0,Offensive rebound by Team,,51,63
234,3,10:13.0,B. Hield makes free throw 2 of 2,,52,63
235,3,9:53.0,,D. Booker misses 2-pt jump shot from 14 ft,52,63
236,3,9:51.0,Defensive rebound by Z. Randolph,,52,63
237,3,9:38.0,J. Jackson misses 2-pt jump shot from 21 ft,,52,63
238,3,9:34.0,Offensive rebound by Z. Randolph,,52,63
239,3,9:27.0,B. Hield misses 2-pt layup from 1 ft (block by M. Chriss),,52,63
240,3,9:23.0,,Defensive rebound by T. Chandler,52,63
241,3,9:20.0,,T. Warren misses 2-pt jump shot from 17 ft,52,63
242,3,9:18.0,Defensive rebound by Team,,52,63
243,3,9:06.0,Turnover by W. Cauley-Stein (bad pass; steal by T. Chandler),,52,63
244,3,9:01.0,,D. Booker misses 3-pt jump shot from 24 ft,52,63
245,3,8:59.0,,Offensive rebound by T. Chandler,52,63
246,3,8:59.0,,Shooting foul by Z. Randolph (drawn by T. Chandler),52,63
247,3,8:59.0,,T. Chandler makes free throw 1 of 2,52,64
248,3,8:59.0,,T. Chandler makes free throw 2 of 2,52,65
249,3,8:45.0,G. Hill misses 2-pt layup from 6 ft (block by M. Chriss),,52,65
250,3,8:41.0,Offensive rebound by W. Cauley-Stein,,52,65
251,3,8:35.0,B. Hield misses 2-pt jump shot from 17 ft,,52,65
252,3,8:35.0,,Defensive rebound by D. Booker,52,65
253,3,8:29.0,,M. Chriss misses 2-pt layup from 2 ft,52,65
254,3,8:25.0,Defensive rebound by G. Hill,,52,65
255,3,8:17.0,Personal foul by M. James (drawn by J. Jackson),,52,65
256,3,8:17.0,,D. Bender enters the game for T. Warren,52,65
257,3,8:17.0,,J. Jackson enters the game for M. Chriss,52,65
258,3,8:00.0,J. Jackson makes 3-pt jump shot from 25 ft (assist by W. Cauley-Stein),,55,65
259,3,7:48.0,,Turnover by T. Chandler (bad pass; steal by B. Hield),55,65
260,3,7:43.0,B. Hield misses 2-pt layup from 4 ft,,55,65
261,3,7:43.0,,Defensive rebound by T. Chandler,55,65
262,3,7:40.0,,Turnover by D. Bender (lost ball; steal by B. Hield),55,65
263,3,7:40.0,B. Hield makes 2-pt layup at rim,,57,65
264,3,7:40.0,,Phoenix full timeout,57,65
265,3,7:34.0,,Turnover by D. Booker (traveling),57,65
266,3,7:20.0,Z. Randolph misses 2-pt jump shot from 12 ft,,57,65
267,3,7:17.0,,Defensive rebound by J. Jackson,57,65
268,3,7:02.0,,Turnover by D. Booker (bad pass; steal by B. Hield),57,65
269,3,6:56.0,B. Hield makes 2-pt layup at rim,,59,65
270,3,6:43.0,,M. James makes 2-pt layup at rim,59,67
271,3,6:32.0,Shooting foul by T. Chandler (drawn by W. Cauley-Stein),,59,67
272,3,6:32.0,W. Cauley-Stein misses free throw 1 of 2,,59,67
273,3,6:32.0,Offensive rebound by Team,,59,67
274,3,6:32.0,,A. Len enters the game for T. Chandler,59,67
275,3,6:32.0,,M. Chriss enters the game for D. Bender,59,67
276,3,6:32.0,W. Cauley-Stein misses free throw 2 of 2,,59,67
277,3,6:29.0,,Defensive rebound by M. Chriss,59,67
278,3,6:21.0,,Personal foul by Z. Randolph (drawn by D. Booker),59,67
279,3,6:19.0,,Personal foul by B. Hield (drawn by D. Booker),59,67
280,3,6:17.0,,Turnover by M. James (bad pass; steal by B. Hield),59,67
281,3,6:14.0,B. Hield makes 2-pt layup at rim,,61,67
282,3,6:01.0,,M. Chriss makes 2-pt jump shot from 1 ft (assist by M. James),61,69
283,3,6:01.0,,Shooting foul by Z. Randolph (drawn by M. Chriss),61,69
284,3,6:01.0,,T. Ulis enters the game for M. James,61,69
285,3,6:01.0,,M. Chriss makes free throw 1 of 1,61,70
286,3,5:38.0,B. Hield makes 3-pt jump shot from 25 ft,,64,70
287,3,5:34.0,,Shooting foul by B. Hield (drawn by D. Booker),64,70
288,3,5:34.0,,D. Booker makes free throw 1 of 2,64,71
289,3,5:34.0,S. Labissière enters the game for Z. Randolph,,64,71
290,3,5:34.0,,D. Booker makes free throw 2 of 2,64,72
291,3,5:23.0,Personal foul by J. Jackson (drawn by J. Jackson),,64,72
292,3,5:23.0,,T. Daniels enters the game for D. Booker,64,72
293,3,5:13.0,Turnover by S. Labissière (bad pass),,64,72
294,3,5:04.0,,Turnover by T. Ulis (bad pass; steal by B. Hield),64,72
295,3,5:01.0,J. Jackson makes 2-pt layup from 1 ft (assist by W. Cauley-Stein),,66,72
296,3,5:01.0,Shooting foul by T. Daniels (drawn by J. Jackson),,66,72
297,3,5:01.0,J. Jackson makes free throw 1 of 1,,67,72
298,3,4:39.0,,M. Chriss makes 2-pt jump shot from 8 ft,67,74
299,3,4:21.0,B. Hield misses 3-pt jump shot from 26 ft,,67,74
300,3,4:16.0,Offensive rebound by J. Jackson,,67,74
301,3,4:15.0,J. Jackson makes 2-pt layup at rim,,69,74
302,3,3:56.0,,Personal foul by W. Cauley-Stein (drawn by A. Len),69,74
303,3,3:56.0,,A. Len makes free throw 1 of 2,69,75
304,3,3:56.0,,A. Len misses free throw 2 of 2,69,75
305,3,3:56.0,Defensive rebound by Team,,69,75
306,3,3:44.0,B. Hield misses 3-pt jump shot from 22 ft,,69,75
307,3,3:41.0,,Defensive rebound by J. Jackson,69,75
308,3,3:36.0,,T. Daniels makes 3-pt jump shot from 22 ft (assist by M. Chriss),69,78
309,3,3:35.0,Sacramento full timeout,,69,78
310,3,3:35.0,B. Bogdanović enters the game for B. Hield,,69,78
311,3,3:35.0,G. Temple enters the game for J. Jackson,,69,78
312,3,3:20.0,S. Labissière misses 2-pt jump shot from 16 ft,,69,78
313,3,3:18.0,,Defensive rebound by J. Jackson,69,78
314,3,3:02.0,,J. Jackson makes 2-pt jump shot from 18 ft (assist by T. Daniels),69,80
315,3,2:42.0,G. Temple misses 2-pt jump shot from 5 ft,,69,80
316,3,2:41.0,Offensive rebound by Team,,69,80
317,3,2:41.0,,Loose ball foul by M. Chriss (drawn by S. Labissière),69,80
318,3,2:41.0,S. Labissière makes free throw 1 of 2,,70,80
319,3,2:41.0,D. Fox enters the game for W. Cauley-Stein,,70,80
320,3,2:41.0,K. Koufos enters the game for G. Hill,,70,80
321,3,2:41.0,S. Labissière makes free throw 2 of 2,,71,80
322,3,2:25.0,,M. Chriss misses 3-pt jump shot from 25 ft,71,80
323,3,2:22.0,Defensive rebound by G. Temple,,71,80
324,3,2:12.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,71,80
325,3,2:09.0,Offensive rebound by K. Koufos,,71,80
326,3,2:08.0,B. Bogdanović misses 2-pt jump shot from 11 ft,,71,80
327,3,2:08.0,,Defensive rebound by A. Len,71,80
328,3,1:58.0,,T. Daniels misses 3-pt jump shot from 23 ft,71,80
329,3,1:54.0,Defensive rebound by K. Koufos,,71,80
330,3,1:46.0,Turnover by D. Fox (bad pass; steal by T. Ulis),,71,80
331,3,1:39.0,,T. Ulis misses 2-pt layup from 3 ft,71,80
332,3,1:37.0,Defensive rebound by S. Labissière,,71,80
333,3,1:36.0,Turnover by S. Labissière (bad pass; steal by J. Jackson),,71,80
334,3,1:29.0,,Personal foul by K. Koufos (drawn by A. Len),71,80
335,3,1:29.0,,A. Len makes free throw 1 of 2,71,81
336,3,1:29.0,,A. Len makes free throw 2 of 2,71,82
337,3,1:10.0,D. Fox misses 3-pt jump shot from 25 ft,,71,82
338,3,1:09.0,Offensive rebound by S. Labissière,,71,82
339,3,1:09.0,S. Labissière makes 2-pt dunk at rim,,73,82
340,3,1:09.0,Shooting foul by M. Chriss (drawn by S. Labissière),,73,82
341,3,1:09.0,S. Labissière makes free throw 1 of 1,,74,82
342,3,0:45.0,,J. Jackson makes 3-pt jump shot from 24 ft (assist by T. Ulis),74,85
343,3,0:24.0,G. Temple makes 2-pt jump shot from 14 ft (assist by K. Koufos),,76,85
344,3,0:00.0,,T. Ulis makes 2-pt jump shot from 19 ft,76,87
345,3,0:00.0,S. Labissière misses 3-pt jump shot from 64 ft,,76,87
346,3,0:00.0,Offensive rebound by Team,,76,87
347,4,11:41.0,,T. Ulis makes 2-pt jump shot from 12 ft,76,89
348,4,11:27.0,D. Fox makes 2-pt dunk at rim (assist by B. Bogdanović),,78,89
349,4,11:15.0,,T. Daniels makes 3-pt jump shot from 25 ft (assist by T. Ulis),78,92
350,4,11:02.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,78,92
351,4,11:00.0,,Defensive rebound by A. Len,78,92
352,4,10:50.0,,T. Ulis makes 2-pt jump shot from 14 ft,78,94
353,4,10:39.0,Personal foul by M. Chriss (drawn by S. Labissière),,78,94
354,4,10:39.0,,D. Bender enters the game for M. Chriss,78,94
355,4,10:26.0,B. Bogdanović misses 3-pt jump shot from 24 ft,,78,94
356,4,10:24.0,Offensive rebound by K. Koufos,,78,94
357,4,10:19.0,D. Fox misses 2-pt jump shot from 11 ft,,78,94
358,4,10:15.0,,Defensive rebound by J. Jackson,78,94
359,4,10:01.0,,T. Ulis misses 3-pt jump shot from 26 ft,78,94
360,4,9:58.0,Defensive rebound by S. Labissière,,78,94
361,4,9:51.0,G. Temple makes 3-pt jump shot from 24 ft (assist by D. Fox),,81,94
362,4,9:38.0,,Personal foul by D. Fox (drawn by T. Ulis),81,94
363,4,9:29.0,,Shooting foul by S. Labissière (drawn by J. Jackson),81,94
364,4,9:29.0,,J. Jackson makes free throw 1 of 2,81,95
365,4,9:29.0,,J. Jackson makes free throw 2 of 2,81,96
366,4,9:16.0,D. Fox makes 2-pt jump shot from 19 ft,,83,96
367,4,9:16.0,Shooting foul by A. Len (drawn by K. Koufos),,83,96
368,4,9:16.0,K. Koufos makes free throw 1 of 1,,84,96
369,4,8:58.0,,J. Jackson makes 2-pt jump shot from 3 ft,84,98
370,4,8:43.0,K. Koufos misses 2-pt hook shot from 9 ft,,84,98
371,4,8:40.0,,Defensive rebound by D. Bender,84,98
372,4,8:34.0,,D. Bender misses 3-pt jump shot from 24 ft,84,98
373,4,8:32.0,Defensive rebound by B. Bogdanović,,84,98
374,4,8:32.0,Sacramento full timeout,,84,98
375,4,8:21.0,G. Temple misses 3-pt jump shot from 26 ft,,84,98
376,4,8:19.0,,Defensive rebound by A. Len,84,98
377,4,8:03.0,,T. Daniels misses 3-pt jump shot from 26 ft,84,98
378,4,8:01.0,,Offensive rebound by Team,84,98
379,4,8:01.0,,Personal foul by B. Bogdanović (drawn by A. Len),84,98
380,4,7:56.0,,T. Daniels misses 3-pt jump shot from 25 ft,84,98
381,4,7:54.0,Defensive rebound by B. Bogdanović,,84,98
382,4,7:45.0,S. Labissière makes 2-pt layup from 1 ft (assist by G. Temple),,86,98
383,4,7:45.0,Shooting foul by D. Bender (drawn by S. Labissière),,86,98
384,4,7:45.0,,D. Booker enters the game for T. Daniels,86,98
385,4,7:45.0,S. Labissière makes free throw 1 of 1,,87,98
386,4,7:31.0,,Turnover by J. Jackson (bad pass),87,98
387,4,7:25.0,,T. Warren enters the game for J. Jackson,87,98
388,4,7:25.0,W. Cauley-Stein enters the game for S. Labissière,,87,98
