,QUARTER,TIME_REMAINING,CHICAGO_ACTION,BROOKLYN_ACTION,CHICAGO_SCORE,BROOKLYN_SCORE
0,1,11:37.0,,D. Carroll misses 3-pt jump shot from 26 ft,0,0
1,1,11:34.0,Defensive rebound by K. Dunn,,0,0
2,1,11:13.0,J. Holiday misses 2-pt jump shot from 21 ft,,0,0
3,1,11:11.0,,Defensive rebound by A. Crabbe,0,0
4,1,11:02.0,,Turnover by D. Russell (bad pass; steal by D. Nwaba),0,0
5,1,10:54.0,Turnover by L. Markkanen (lost ball; steal by A. Crabbe),,0,0
6,1,10:51.0,,A. Crabbe misses 2-pt layup from 2 ft,0,0
7,1,10:46.0,,Offensive rebound by D. Carroll,0,0
8,1,10:46.0,,D. Carroll misses 2-pt layup at rim (block by J. Holiday),0,0
9,1,10:45.0,Defensive rebound by D. Nwaba,,0,0
10,1,10:42.0,J. Holiday misses 3-pt jump shot from 25 ft,,0,0
11,1,10:38.0,,Defensive rebound by A. Crabbe,0,0
12,1,10:32.0,,D. Russell makes 3-pt jump shot from 28 ft (assist by S. Dinwiddie),0,3
13,1,10:11.0,K. Dunn misses 2-pt jump shot from 22 ft,,0,3
14,1,10:08.0,,Defensive rebound by D. Russell,0,3
15,1,10:04.0,,S. Dinwiddie misses 3-pt jump shot from 23 ft,0,3
16,1,10:04.0,Defensive rebound by Team,,0,3
17,1,9:49.0,K. Dunn misses 2-pt layup from 3 ft,,0,3
18,1,9:46.0,,Defensive rebound by J. Allen,0,3
19,1,9:38.0,,A. Crabbe misses 3-pt jump shot from 26 ft,0,3
20,1,9:34.0,Defensive rebound by D. Nwaba,,0,3
21,1,9:29.0,K. Dunn misses 2-pt layup from 2 ft,,0,3
22,1,9:27.0,Offensive rebound by L. Markkanen,,0,3
23,1,9:27.0,L. Markkanen makes 2-pt layup at rim,,2,3
24,1,9:11.0,,D. Russell makes 3-pt jump shot from 26 ft (assist by D. Carroll),2,6
25,1,8:50.0,,Violation by D. Russell (kicked ball),2,6
26,1,8:42.0,C. Felício makes 2-pt layup from 3 ft (assist by K. Dunn),,4,6
27,1,8:32.0,,D. Russell misses 3-pt jump shot from 26 ft,4,6
28,1,8:28.0,Defensive rebound by D. Nwaba,,4,6
29,1,8:21.0,Personal foul by A. Crabbe (drawn by C. Felício),,4,6
30,1,8:16.0,K. Dunn makes 2-pt jump shot from 18 ft,,6,6
31,1,8:07.0,,Shooting foul by D. Nwaba (drawn by A. Crabbe),6,6
32,1,8:07.0,,A. Crabbe makes free throw 1 of 3,6,7
33,1,8:07.0,,A. Crabbe makes free throw 2 of 3,6,8
34,1,8:07.0,,A. Crabbe makes free throw 3 of 3,6,9
35,1,7:57.0,L. Markkanen makes 2-pt jump shot from 21 ft (assist by K. Dunn),,8,9
36,1,7:43.0,,J. Allen makes 2-pt dunk from 1 ft (assist by S. Dinwiddie),8,11
37,1,7:35.0,K. Dunn makes 2-pt jump shot from 14 ft,,10,11
38,1,7:22.0,,A. Crabbe makes 2-pt layup from 1 ft (assist by D. Carroll),10,13
39,1,7:08.0,K. Dunn makes 2-pt layup from 2 ft (assist by C. Felício),,12,13
40,1,7:08.0,,Brooklyn full timeout,12,13
41,1,6:47.0,,D. Carroll misses 3-pt jump shot from 23 ft,12,13
42,1,6:44.0,Defensive rebound by C. Felício,,12,13
43,1,6:38.0,Shooting foul by A. Crabbe (drawn by K. Dunn),,12,13
44,1,6:38.0,K. Dunn makes free throw 1 of 2,,13,13
45,1,6:38.0,K. Dunn makes free throw 2 of 2,,14,13
46,1,6:18.0,,J. Allen misses 2-pt hook shot from 2 ft,14,13
47,1,6:16.0,,Offensive rebound by J. Allen,14,13
48,1,6:13.0,,D. Carroll makes 3-pt jump shot from 23 ft (assist by J. Allen),14,16
49,1,5:55.0,Personal foul by D. Carroll (drawn by L. Markkanen),,14,16
50,1,5:55.0,,J. Harris enters the game for J. Allen,14,16
51,1,5:55.0,,D. Cunningham enters the game for D. Russell,14,16
52,1,5:48.0,Turnover by K. Dunn (turnover),,14,16
53,1,5:48.0,D. Valentine enters the game for D. Nwaba,,14,16
54,1,5:35.0,,A. Crabbe makes 3-pt jump shot from 26 ft,14,19
55,1,5:22.0,J. Holiday misses 3-pt jump shot from 24 ft,,14,19
56,1,5:18.0,,Defensive rebound by D. Carroll,14,19
57,1,5:02.0,,D. Carroll makes 2-pt jump shot from 4 ft,14,21
58,1,4:41.0,C. Felício misses 2-pt jump shot from 14 ft,,14,21
59,1,4:37.0,,Defensive rebound by A. Crabbe,14,21
60,1,4:27.0,,D. Cunningham makes 3-pt jump shot from 23 ft (assist by S. Dinwiddie),14,24
61,1,4:27.0,Chicago full timeout,,14,24
62,1,4:27.0,,R. Hollis-Jefferson enters the game for D. Carroll,14,24
63,1,4:27.0,B. Portis enters the game for C. Felício,,14,24
64,1,4:14.0,L. Markkanen makes 2-pt jump shot from 16 ft,,16,24
65,1,4:03.0,,A. Crabbe misses 3-pt jump shot from 24 ft,16,24
66,1,4:00.0,Defensive rebound by D. Valentine,,16,24
67,1,3:46.0,J. Holiday misses 3-pt jump shot from 24 ft,,16,24
68,1,3:44.0,,Defensive rebound by S. Dinwiddie,16,24
69,1,3:41.0,,J. Harris misses 3-pt jump shot from 25 ft,16,24
70,1,3:38.0,Defensive rebound by D. Valentine,,16,24
71,1,3:27.0,B. Portis misses 2-pt hook shot from 9 ft,,16,24
72,1,3:24.0,,Defensive rebound by J. Harris,16,24
73,1,3:19.0,,J. Harris misses 3-pt jump shot from 26 ft,16,24
74,1,3:16.0,Defensive rebound by D. Valentine,,16,24
75,1,3:09.0,B. Portis makes 2-pt layup from 2 ft (assist by J. Holiday),,18,24
76,1,2:44.0,,S. Dinwiddie makes 2-pt layup from 2 ft,18,26
77,1,2:31.0,Personal foul by R. Hollis-Jefferson (drawn by J. Holiday),,18,26
78,1,2:31.0,,D. Russell enters the game for S. Dinwiddie,18,26
79,1,2:31.0,,C. LeVert enters the game for A. Crabbe,18,26
80,1,2:20.0,L. Markkanen misses 2-pt jump shot from 10 ft,,18,26
81,1,2:18.0,,Defensive rebound by D. Russell,18,26
82,1,2:09.0,,Personal foul by J. Holiday (drawn by R. Hollis-Jefferson),18,26
83,1,2:09.0,C. Payne enters the game for L. Markkanen,,18,26
84,1,2:09.0,N. Vonleh enters the game for K. Dunn,,18,26
85,1,1:58.0,,D. Cunningham misses 2-pt layup from 4 ft (block by N. Vonleh),18,26
86,1,1:55.0,,Offensive rebound by D. Cunningham,18,26
87,1,1:53.0,,R. Hollis-Jefferson misses 2-pt jump shot from 19 ft,18,26
88,1,1:53.0,Defensive rebound by C. Payne,,18,26
89,1,1:49.0,B. Portis misses 2-pt layup from 3 ft,,18,26
90,1,1:49.0,,Defensive rebound by D. Cunningham,18,26
91,1,1:43.0,,J. Harris misses 3-pt jump shot from 24 ft,18,26
92,1,1:43.0,Defensive rebound by J. Holiday,,18,26
93,1,1:30.0,Shooting foul by D. Russell (drawn by B. Portis),,18,26
94,1,1:30.0,B. Portis makes free throw 1 of 2,,19,26
95,1,1:30.0,D. Nwaba enters the game for J. Holiday,,19,26
96,1,1:30.0,B. Portis misses free throw 2 of 2,,19,26
97,1,1:28.0,,Defensive rebound by D. Cunningham,19,26
98,1,1:16.0,,D. Russell misses 3-pt jump shot from 25 ft,19,26
99,1,1:12.0,Defensive rebound by B. Portis,,19,26
100,1,0:59.0,D. Valentine misses 3-pt jump shot from 25 ft,,19,26
101,1,0:56.0,Offensive rebound by Team,,19,26
102,1,0:56.0,Turnover by Team (turnover),,19,26
103,1,0:38.0,,R. Hollis-Jefferson misses 2-pt jump shot from 15 ft,19,26
104,1,0:35.0,Defensive rebound by N. Vonleh,,19,26
105,1,0:28.0,D. Valentine misses 2-pt layup from 4 ft (block by C. LeVert),,19,26
106,1,0:28.0,,Defensive rebound by J. Harris,19,26
107,1,0:24.0,,C. LeVert makes 2-pt layup from 1 ft,19,28
108,1,0:07.0,C. Payne misses 2-pt layup from 2 ft (block by D. Cunningham),,19,28
109,1,0:06.0,Offensive rebound by C. Payne,,19,28
110,1,0:04.0,C. Payne misses 2-pt layup from 1 ft,,19,28
111,1,0:03.0,Offensive rebound by B. Portis,,19,28
112,1,0:03.0,B. Portis misses 2-pt layup from 1 ft,,19,28
113,1,0:01.0,Offensive rebound by B. Portis,,19,28
114,1,0:00.0,B. Portis misses 2-pt layup at rim,,19,28
115,1,0:00.0,,Defensive rebound by D. Cunningham,19,28
116,2,11:47.0,B. Portis makes 2-pt jump shot from 8 ft (assist by C. Payne),,21,28
117,2,11:23.0,,C. LeVert misses 3-pt jump shot from 28 ft,21,28
118,2,11:20.0,Defensive rebound by B. Portis,,21,28
119,2,11:10.0,D. Valentine misses 2-pt layup from 1 ft,,21,28
120,2,11:10.0,Offensive rebound by D. Valentine,,21,28
121,2,11:06.0,D. Valentine misses 2-pt layup at rim,,21,28
122,2,11:05.0,,Defensive rebound by Q. Acy,21,28
123,2,11:00.0,,C. LeVert misses 2-pt layup from 3 ft,21,28
124,2,10:58.0,Defensive rebound by D. Valentine,,21,28
125,2,10:54.0,D. Valentine misses 2-pt layup from 2 ft (block by D. Cunningham),,21,28
126,2,10:54.0,Offensive rebound by B. Portis,,21,28
127,2,10:46.0,Shooting foul by Q. Acy (drawn by B. Portis),,21,28
128,2,10:46.0,B. Portis misses free throw 1 of 2,,21,28
129,2,10:46.0,Offensive rebound by Team,,21,28
130,2,10:46.0,B. Portis makes free throw 2 of 2,,22,28
131,2,10:30.0,,D. Cunningham misses 2-pt layup from 3 ft (block by B. Portis),22,28
132,2,10:27.0,Defensive rebound by N. Vonleh,,22,28
133,2,10:19.0,C. Payne misses 2-pt layup from 5 ft,,22,28
134,2,10:19.0,,Defensive rebound by D. Cunningham,22,28
135,2,10:06.0,,Personal foul by C. Payne (drawn by J. Harris),22,28
136,2,10:02.0,Violation by D. Valentine (kicked ball),,22,28
137,2,9:56.0,,D. Cunningham misses 2-pt hook shot from 5 ft,22,28
138,2,9:54.0,Defensive rebound by D. Nwaba,,22,28
139,2,9:44.0,Turnover by D. Valentine (out of bounds lost ball),,22,28
140,2,9:29.0,,J. Harris misses 2-pt layup from 2 ft (block by B. Portis),22,28
141,2,9:25.0,,Offensive rebound by J. Harris,22,28
142,2,9:24.0,,Turnover by J. Harris (bad pass; steal by D. Nwaba),22,28
143,2,9:22.0,D. Valentine misses 2-pt layup from 1 ft (block by C. LeVert),,22,28
144,2,9:20.0,,Defensive rebound by Q. Acy,22,28
145,2,9:17.0,,J. Harris makes 2-pt layup from 1 ft (assist by D. Russell),22,30
146,2,9:11.0,Shooting foul by D. Cunningham (drawn by N. Vonleh),,22,30
147,2,9:11.0,N. Vonleh makes free throw 1 of 2,,23,30
148,2,9:11.0,N. Vonleh makes free throw 2 of 2,,24,30
149,2,8:46.0,,D. Russell misses 2-pt jump shot from 14 ft,24,30
150,2,8:42.0,Defensive rebound by N. Vonleh,,24,30
151,2,8:39.0,D. Valentine makes 2-pt jump shot from 20 ft (assist by D. Nwaba),,26,30
152,2,8:25.0,,J. Harris makes 3-pt jump shot from 26 ft (assist by D. Russell),26,33
153,2,8:03.0,Turnover by D. Nwaba (traveling),,26,33
154,2,7:40.0,,Q. Acy misses 3-pt jump shot from 26 ft,26,33
155,2,7:36.0,Defensive rebound by N. Vonleh,,26,33
156,2,7:30.0,D. Valentine misses 3-pt jump shot from 25 ft,,26,33
157,2,7:27.0,Offensive rebound by D. Valentine,,26,33
158,2,7:22.0,D. Nwaba makes 3-pt jump shot from 25 ft (assist by C. Payne),,29,33
159,2,7:20.0,,Brooklyn full timeout,29,33
160,2,7:20.0,,D. Carroll enters the game for D. Russell,29,33
161,2,7:20.0,,R. Hollis-Jefferson enters the game for D. Cunningham,29,33
162,2,7:20.0,K. Dunn enters the game for B. Portis,,29,33
163,2,7:20.0,C. Felício enters the game for C. Payne,,29,33
164,2,7:20.0,L. Markkanen enters the game for N. Vonleh,,29,33
165,2,6:57.0,,C. LeVert misses 2-pt jump shot from 12 ft,29,33
166,2,6:54.0,Defensive rebound by K. Dunn,,29,33
167,2,6:51.0,L. Markkanen makes 3-pt jump shot from 27 ft (assist by K. Dunn),,32,33
168,2,6:26.0,,D. Carroll makes 3-pt jump shot from 26 ft (assist by R. Hollis-Jefferson),32,36
169,2,6:07.0,L. Markkanen misses 2-pt jump shot from 17 ft,,32,36
170,2,6:04.0,Offensive rebound by C. Felício,,32,36
171,2,6:01.0,K. Dunn makes 2-pt layup from 2 ft (assist by D. Valentine),,34,36
172,2,6:01.0,Shooting foul by Q. Acy (drawn by K. Dunn),,34,36
173,2,6:01.0,,J. Allen enters the game for Q. Acy,34,36
174,2,6:01.0,J. Holiday enters the game for D. Valentine,,34,36
175,2,6:01.0,K. Dunn makes free throw 1 of 1,,35,36
176,2,5:45.0,,Turnover by J. Allen (bad pass),35,36
177,2,5:33.0,Turnover by K. Dunn (bad pass; steal by R. Hollis-Jefferson),,35,36
178,2,5:29.0,,R. Hollis-Jefferson makes 2-pt layup from 3 ft (assist by C. LeVert),35,38
179,2,5:29.0,,Shooting foul by C. Felício (drawn by R. Hollis-Jefferson),35,38
180,2,5:29.0,,S. Dinwiddie enters the game for J. Harris,35,38
181,2,5:29.0,,A. Crabbe enters the game for C. LeVert,35,38
182,2,5:29.0,,R. Hollis-Jefferson makes free throw 1 of 1,35,39
183,2,5:11.0,J. Holiday makes 2-pt jump shot from 14 ft,,37,39
184,2,5:00.0,,A. Crabbe makes 3-pt jump shot from 27 ft (assist by D. Carroll),37,42
185,2,4:45.0,L. Markkanen misses 3-pt jump shot from 25 ft,,37,42
186,2,4:41.0,,Defensive rebound by D. Carroll,37,42
187,2,4:38.0,,D. Carroll makes 2-pt layup from 5 ft,37,44
188,2,4:38.0,,Shooting foul by L. Markkanen (drawn by D. Carroll),37,44
189,2,4:38.0,,D. Carroll makes free throw 1 of 1,37,45
190,2,4:20.0,L. Markkanen makes 2-pt layup from 1 ft (assist by J. Holiday),,39,45
191,2,3:55.0,,A. Crabbe misses 3-pt jump shot from 23 ft,39,45
192,2,3:52.0,Defensive rebound by L. Markkanen,,39,45
