,QUARTER,TIME_REMAINING,BOSTON_ACTION,PHOENIX_ACTION,BOSTON_SCORE,PHOENIX_SCORE
390,4,4:46.0,,T. Ulis enters the game for S. Harrison,91,79
391,4,4:46.0,T. Rozier enters the game for A. Nader,,91,79
392,4,4:43.0,,Turnover by A. Williams (bad pass; steal by S. Larkin),91,79
393,4,4:43.0,Personal foul by J. Jackson (drawn by S. Larkin),,91,79
394,4,4:43.0,,T. Daniels enters the game for D. Reed,91,79
395,4,4:29.0,S. Larkin misses 3-pt jump shot from 26 ft,,91,79
396,4,4:25.0,Offensive rebound by G. Monroe,,91,79
397,4,4:24.0,Turnover by G. Monroe (bad pass; steal by A. Williams),,91,79
398,4,4:19.0,,J. Jackson makes 2-pt layup at rim,91,81
399,4,4:12.0,Boston full timeout,,91,81
400,4,4:12.0,A. Horford enters the game for S. Larkin,,91,81
401,4,4:12.0,J. Tatum enters the game for G. Monroe,,91,81
402,4,4:07.0,,Loose ball foul by A. Williams (drawn by A. Horford),91,81
403,4,4:07.0,A. Horford makes free throw 1 of 2,,92,81
404,4,4:07.0,A. Nader enters the game for J. Brown,,92,81
405,4,4:07.0,A. Horford makes free throw 2 of 2,,93,81
406,4,3:49.0,,T. Ulis makes 2-pt jump shot from 20 ft,93,83
407,4,3:35.0,T. Rozier misses 3-pt jump shot from 26 ft,,93,83
408,4,3:32.0,,Defensive rebound by D. Bender,93,83
409,4,3:24.0,,Turnover by T. Ulis (bad pass; steal by T. Rozier),93,83
410,4,3:02.0,J. Tatum misses 2-pt layup from 3 ft,,93,83
411,4,3:00.0,,Defensive rebound by A. Williams,93,83
412,4,2:39.0,,T. Ulis misses 3-pt jump shot from 29 ft,93,83
413,4,2:36.0,,Offensive rebound by J. Jackson,93,83
414,4,2:30.0,,Shooting foul by A. Horford (drawn by J. Jackson),93,83
415,4,2:30.0,,J. Jackson misses free throw 1 of 2,93,83
416,4,2:30.0,,Offensive rebound by Team,93,83
417,4,2:30.0,,M. Chriss enters the game for A. Williams,93,83
418,4,2:30.0,,J. Jackson misses free throw 2 of 2,93,83
419,4,2:28.0,Defensive rebound by S. Ojeleye,,93,83
420,4,2:14.0,A. Horford makes 2-pt layup from 1 ft,,95,83
421,4,2:05.0,,T. Daniels misses 3-pt jump shot from 25 ft,95,83
422,4,2:02.0,Defensive rebound by J. Tatum,,95,83
423,4,1:49.0,T. Rozier makes 3-pt jump shot from 26 ft,,98,83
424,4,1:30.0,,D. Bender makes 3-pt jump shot from 22 ft (assist by M. Chriss),98,86
425,4,1:16.0,J. Tatum makes 2-pt layup from 1 ft (assist by A. Horford),,100,86
426,4,0:58.0,,T. Daniels makes 3-pt jump shot from 29 ft,100,89
427,4,0:36.0,A. Horford misses 2-pt hook shot from 9 ft,,100,89
428,4,0:33.0,,Defensive rebound by T. Daniels,100,89
429,4,0:26.0,,M. Chriss makes 2-pt dunk at rim (assist by T. Ulis),100,91
430,4,0:18.0,J. Bird enters the game for J. Tatum,,100,91
431,4,0:18.0,K. Allen enters the game for S. Ojeleye,,100,91
432,4,0:18.0,G. Yabusele enters the game for A. Horford,,100,91
433,4,0:18.0,Personal take foul by J. Jackson (drawn by T. Rozier),,100,91
434,4,0:18.0,T. Rozier makes free throw 1 of 2,,101,91
435,4,0:18.0,T. Rozier makes free throw 2 of 2,,102,91
436,4,0:13.0,,T. Ulis makes 3-pt jump shot from 27 ft,102,94
