,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,CHICAGO_ACTION,PHILADELPHIA_SCORE,CHICAGO_SCORE
150,2,7:39.0,Defensive rebound by J. Embiid,,43,40
151,2,7:33.0,Shooting foul by P. Zipser (drawn by B. Simmons),,43,40
152,2,7:33.0,B. Simmons makes free throw 1 of 2,,44,40
153,2,7:33.0,,K. Dunn enters the game for P. Zipser,44,40
154,2,7:33.0,,Z. LaVine enters the game for C. Payne,44,40
155,2,7:33.0,A. Johnson enters the game for J. Embiid,,44,40
156,2,7:33.0,B. Simmons misses free throw 2 of 2,,44,40
157,2,7:31.0,,Defensive rebound by K. Dunn,44,40
158,2,7:21.0,,B. Portis makes 2-pt layup from 1 ft (assist by D. Valentine),44,42
159,2,7:21.0,,Shooting foul by A. Johnson (drawn by B. Portis),44,42
160,2,7:21.0,,L. Markkanen enters the game for N. Vonleh,44,42
161,2,7:21.0,M. Belinelli enters the game for T. McConnell,,44,42
162,2,7:21.0,,B. Portis misses free throw 1 of 1,44,42
163,2,7:19.0,Defensive rebound by D. Šarić,,44,42
164,2,7:10.0,B. Simmons makes 2-pt layup from 1 ft (assist by A. Johnson),,46,42
165,2,7:00.0,,Z. LaVine makes 3-pt jump shot from 25 ft (assist by K. Dunn),46,45
166,2,6:45.0,D. Šarić makes 3-pt jump shot from 22 ft (assist by B. Simmons),,49,45
167,2,6:32.0,,Z. LaVine makes 3-pt jump shot from 26 ft (assist by B. Portis),49,48
168,2,6:23.0,D. Šarić makes 2-pt layup from 2 ft (assist by B. Simmons),,51,48
169,2,6:14.0,,L. Markkanen misses 3-pt jump shot from 26 ft,51,48
170,2,6:14.0,Defensive rebound by Team,,51,48
171,2,6:11.0,,C. Felício enters the game for B. Portis,51,48
172,2,5:56.0,R. Covington makes 2-pt layup from 1 ft (assist by B. Simmons),,53,48
173,2,5:35.0,,L. Markkanen misses 2-pt jump shot from 15 ft,53,48
174,2,5:35.0,Defensive rebound by A. Johnson,,53,48
175,2,5:25.0,Shooting foul by Z. LaVine (drawn by A. Johnson),,53,48
176,2,5:25.0,A. Johnson misses free throw 1 of 2,,53,48
177,2,5:25.0,Offensive rebound by Team,,53,48
178,2,5:25.0,,D. Nwaba enters the game for D. Valentine,53,48
179,2,5:25.0,A. Johnson misses free throw 2 of 2,,53,48
180,2,5:22.0,,Defensive rebound by L. Markkanen,53,48
181,2,5:02.0,,Z. LaVine misses 2-pt layup from 1 ft,53,48
182,2,5:00.0,Defensive rebound by D. Šarić,,53,48
183,2,4:56.0,M. Belinelli misses 3-pt jump shot from 26 ft,,53,48
184,2,4:51.0,,Defensive rebound by C. Felício,53,48
185,2,4:43.0,,Turnover by K. Dunn (lost ball; steal by M. Belinelli),53,48
186,2,4:37.0,D. Šarić misses 2-pt layup from 4 ft (block by C. Felício),,53,48
187,2,4:33.0,Offensive rebound by A. Johnson,,53,48
188,2,4:32.0,Turnover by A. Johnson (bad pass; steal by K. Dunn),,53,48
189,2,4:29.0,,D. Nwaba makes 2-pt dunk at rim (assist by Z. LaVine),53,50
190,2,4:26.0,Shooting foul by C. Felício (drawn by A. Johnson),,53,50
191,2,4:26.0,Technical foul by D. Šarić,,53,50
192,2,4:26.0,,Z. LaVine makes technical free throw,53,51
193,2,4:26.0,A. Johnson makes free throw 1 of 2,,54,51
194,2,4:26.0,,P. Zipser enters the game for C. Felício,54,51
195,2,4:26.0,A. Johnson makes free throw 2 of 2,,55,51
196,2,4:05.0,,Turnover by Z. LaVine (bad pass),55,51
197,2,3:55.0,D. Šarić misses 2-pt jump shot from 18 ft,,55,51
198,2,3:52.0,,Defensive rebound by Z. LaVine,55,51
199,2,3:46.0,,L. Markkanen makes 2-pt dunk at rim (assist by Z. LaVine),55,53
200,2,3:45.0,Philadelphia full timeout,,55,53
201,2,3:45.0,J. Redick enters the game for A. Johnson,,55,53
202,2,3:45.0,J. Embiid enters the game for R. Covington,,55,53
203,2,3:45.0,,B. Portis enters the game for P. Zipser,55,53
204,2,3:26.0,J. Redick misses 2-pt jump shot from 21 ft (block by D. Nwaba),,55,53
205,2,3:23.0,,Defensive rebound by K. Dunn,55,53
206,2,3:20.0,,Z. LaVine makes 2-pt layup at rim (assist by K. Dunn),55,55
207,2,3:14.0,B. Simmons makes 2-pt jump shot from 5 ft,,57,55
208,2,3:14.0,Shooting foul by K. Dunn (drawn by B. Simmons),,57,55
209,2,3:14.0,B. Simmons makes free throw 1 of 1,,58,55
210,2,2:52.0,,Z. LaVine misses 2-pt layup from 2 ft (block by J. Embiid),58,55
211,2,2:52.0,Defensive rebound by Team,,58,55
212,2,2:43.0,Personal foul by Z. LaVine (drawn by M. Belinelli),,58,55
213,2,2:43.0,M. Belinelli makes free throw 1 of 2,,59,55
214,2,2:43.0,M. Belinelli makes free throw 2 of 2,,60,55
215,2,2:27.0,,K. Dunn makes 2-pt jump shot from 18 ft,60,57
216,2,2:13.0,Turnover by B. Simmons (offensive goaltending),,60,57
217,2,1:51.0,,B. Portis makes 3-pt jump shot from 24 ft (assist by Z. LaVine),60,60
218,2,1:50.0,Shooting foul by K. Dunn (drawn by B. Simmons),,60,60
219,2,1:50.0,B. Simmons misses free throw 1 of 2,,60,60
220,2,1:50.0,Offensive rebound by Team,,60,60
221,2,1:50.0,,C. Payne enters the game for K. Dunn,60,60
222,2,1:50.0,B. Simmons makes free throw 2 of 2,,61,60
223,2,1:37.0,,B. Portis misses 3-pt jump shot from 26 ft,61,60
224,2,1:37.0,Defensive rebound by B. Simmons,,61,60
225,2,1:35.0,Shooting foul by B. Portis (drawn by J. Embiid),,61,60
226,2,1:35.0,J. Embiid misses free throw 1 of 2,,61,60
227,2,1:35.0,Offensive rebound by Team,,61,60
228,2,1:35.0,,N. Vonleh enters the game for B. Portis,61,60
229,2,1:35.0,J. Embiid makes free throw 2 of 2,,62,60
230,2,1:30.0,,Chicago full timeout,62,60
231,2,1:20.0,,Personal foul by J. Embiid (drawn by L. Markkanen),62,60
232,2,1:11.0,,C. Payne makes 3-pt jump shot from 25 ft,62,63
233,2,0:49.0,J. Embiid misses 2-pt jump shot from 19 ft,,62,63
234,2,0:47.0,,Defensive rebound by D. Nwaba,62,63
235,2,0:46.0,,Z. LaVine makes 3-pt jump shot from 26 ft,62,66
236,2,0:36.0,J. Redick makes 3-pt jump shot from 25 ft (assist by B. Simmons),,65,66
237,2,0:26.0,,N. Vonleh makes 3-pt jump shot from 24 ft (assist by C. Payne),65,69
238,2,0:04.0,J. Redick makes 2-pt jump shot from 19 ft (assist by J. Embiid),,67,69
239,2,0:00.0,,Z. LaVine misses 3-pt jump shot from 27 ft,67,69
240,2,0:00.0,,Offensive rebound by Team,67,69
241,3,11:42.0,,K. Dunn misses 2-pt jump shot from 17 ft,67,69
242,3,11:39.0,Defensive rebound by D. Šarić,,67,69
243,3,11:23.0,J. Embiid makes 2-pt dunk at rim (assist by B. Simmons),,69,69
244,3,11:06.0,,Z. LaVine makes 2-pt jump shot from 19 ft,69,71
245,3,10:53.0,B. Simmons makes 2-pt layup from 1 ft,,71,71
246,3,10:41.0,,D. Nwaba makes 3-pt jump shot from 25 ft (assist by K. Dunn),71,74
247,3,10:28.0,Shooting foul by L. Markkanen (drawn by D. Šarić),,71,74
248,3,10:28.0,D. Šarić makes free throw 1 of 2,,72,74
249,3,10:28.0,D. Šarić misses free throw 2 of 2,,72,74
250,3,10:28.0,,Defensive rebound by D. Nwaba,72,74
251,3,10:12.0,,Z. LaVine misses 2-pt jump shot from 3 ft,72,74
252,3,10:10.0,Defensive rebound by J. Embiid,,72,74
253,3,10:04.0,B. Simmons misses 2-pt layup from 1 ft,,72,74
254,3,10:01.0,,Defensive rebound by Team,72,74
255,3,9:40.0,,Z. LaVine misses 2-pt jump shot from 21 ft,72,74
256,3,9:37.0,,Offensive rebound by Team,72,74
257,3,9:24.0,,Turnover by C. Felício (lost ball; steal by R. Covington),72,74
258,3,9:12.0,J. Redick misses 3-pt jump shot from 25 ft,,72,74
259,3,9:08.0,,Defensive rebound by C. Felício,72,74
260,3,9:03.0,,Turnover by C. Felício (lost ball; steal by B. Simmons),72,74
261,3,8:58.0,J. Embiid makes 2-pt layup from 1 ft (assist by B. Simmons),,74,74
262,3,8:49.0,,Shooting foul by R. Covington (drawn by K. Dunn),74,74
263,3,8:49.0,,K. Dunn misses free throw 1 of 2,74,74
264,3,8:49.0,,Offensive rebound by Team,74,74
265,3,8:49.0,,K. Dunn makes free throw 2 of 2,74,75
266,3,8:26.0,D. Šarić misses 3-pt jump shot from 25 ft,,74,75
267,3,8:23.0,,Defensive rebound by K. Dunn,74,75
268,3,8:19.0,,C. Felício misses 2-pt layup from 1 ft,74,75
269,3,8:19.0,Defensive rebound by D. Šarić,,74,75
270,3,8:10.0,B. Simmons makes 2-pt layup from 2 ft,,76,75
271,3,7:54.0,,Z. LaVine misses 2-pt layup from 1 ft,76,75
272,3,7:54.0,Defensive rebound by J. Embiid,,76,75
273,3,7:47.0,B. Simmons makes 2-pt layup from 1 ft,,78,75
274,3,7:47.0,,Chicago full timeout,78,75
275,3,7:47.0,T. McConnell enters the game for J. Redick,,78,75
276,3,7:32.0,,K. Dunn makes 2-pt jump shot from 5 ft,78,77
277,3,7:13.0,R. Covington misses 3-pt jump shot from 25 ft,,78,77
278,3,7:10.0,,Defensive rebound by C. Felício,78,77
279,3,6:57.0,,Turnover by Z. LaVine (bad pass),78,77
280,3,6:57.0,A. Johnson enters the game for J. Embiid,,78,77
281,3,6:35.0,B. Simmons makes 2-pt jump shot from 18 ft,,80,77
282,3,6:16.0,,L. Markkanen misses 3-pt jump shot from 25 ft,80,77
283,3,6:13.0,Defensive rebound by D. Šarić,,80,77
284,3,6:04.0,T. McConnell makes 2-pt layup from 2 ft,,82,77
285,3,5:56.0,,Personal foul by T. McConnell (drawn by K. Dunn),82,77
286,3,5:56.0,,B. Portis enters the game for C. Felício,82,77
287,3,5:49.0,,L. Markkanen misses 2-pt jump shot from 2 ft,82,77
288,3,5:48.0,Defensive rebound by Team,,82,77
289,3,5:38.0,T. McConnell misses 2-pt jump shot from 20 ft,,82,77
290,3,5:35.0,,Defensive rebound by Team,82,77
291,3,5:35.0,,D. Valentine enters the game for D. Nwaba,82,77
292,3,5:14.0,,D. Valentine makes 2-pt jump shot from 3 ft,82,79
293,3,5:06.0,D. Šarić misses 3-pt jump shot from 25 ft,,82,79
294,3,5:06.0,,Defensive rebound by D. Valentine,82,79
295,3,4:55.0,,K. Dunn misses 2-pt jump shot from 17 ft,82,79
296,3,4:51.0,,Offensive rebound by L. Markkanen,82,79
297,3,4:48.0,,Z. LaVine makes 3-pt jump shot from 25 ft (assist by B. Portis),82,82
298,3,4:47.0,Philadelphia full timeout,,82,82
299,3,4:34.0,R. Covington misses 3-pt jump shot from 25 ft,,82,82
300,3,4:30.0,,Defensive rebound by K. Dunn,82,82
301,3,4:24.0,,D. Valentine misses 3-pt jump shot from 22 ft,82,82
302,3,4:22.0,Defensive rebound by B. Simmons,,82,82
303,3,4:18.0,Personal foul by D. Valentine (drawn by D. Šarić),,82,82
304,3,4:18.0,M. Belinelli enters the game for D. Šarić,,82,82
305,3,4:18.0,T. Booker enters the game for R. Covington,,82,82
306,3,4:01.0,T. McConnell makes 2-pt jump shot from 17 ft (assist by B. Simmons),,84,82
307,3,3:43.0,,Shooting foul by T. McConnell (drawn by Z. LaVine),84,82
308,3,3:43.0,,Z. LaVine misses free throw 1 of 2,84,82
309,3,3:43.0,,Offensive rebound by Team,84,82
310,3,3:43.0,,C. Payne enters the game for K. Dunn,84,82
311,3,3:43.0,J. Embiid enters the game for A. Johnson,,84,82
312,3,3:43.0,J. Redick enters the game for B. Simmons,,84,82
313,3,3:43.0,,Z. LaVine makes free throw 2 of 2,84,83
314,3,3:28.0,M. Belinelli misses 3-pt jump shot from 25 ft,,84,83
315,3,3:22.0,,Defensive rebound by C. Payne,84,83
316,3,3:16.0,,C. Payne misses 2-pt jump shot from 2 ft,84,83
317,3,3:14.0,Defensive rebound by T. Booker,,84,83
318,3,2:53.0,J. Embiid makes 2-pt jump shot from 9 ft,,86,83
319,3,2:37.0,,Turnover by L. Markkanen (step out of bounds),86,83
320,3,2:37.0,,D. Nwaba enters the game for B. Portis,86,83
321,3,2:23.0,,N. Vonleh enters the game for L. Markkanen,86,83
322,3,2:23.0,,B. Portis enters the game for Z. LaVine,86,83
323,3,2:18.0,J. Embiid makes 3-pt jump shot from 24 ft (assist by T. McConnell),,89,83
324,3,1:53.0,,Personal foul by J. Embiid (drawn by D. Nwaba),89,83
325,3,1:49.0,,C. Payne misses 2-pt layup from 2 ft (block by J. Embiid),89,83
326,3,1:49.0,,Offensive rebound by Team,89,83
327,3,1:47.0,,B. Portis makes 3-pt jump shot from 25 ft (assist by C. Payne),89,86
328,3,1:29.0,J. Redick makes 3-pt jump shot from 24 ft (assist by J. Embiid),,92,86
329,3,1:23.0,,B. Portis misses 3-pt jump shot from 25 ft,92,86
330,3,1:17.0,Defensive rebound by J. Redick,,92,86
331,3,1:17.0,Personal foul by D. Nwaba (drawn by J. Redick),,92,86
332,3,1:07.0,J. Embiid misses 2-pt layup from 2 ft,,92,86
333,3,1:06.0,Offensive rebound by J. Embiid,,92,86
334,3,1:06.0,Shooting foul by C. Payne (drawn by J. Embiid),,92,86
335,3,1:06.0,J. Embiid makes free throw 1 of 2,,93,86
336,3,1:06.0,J. Embiid misses free throw 2 of 2,,93,86
337,3,1:04.0,,Defensive rebound by D. Nwaba,93,86
338,3,0:51.0,,D. Nwaba makes 3-pt jump shot from 23 ft (assist by C. Payne),93,89
339,3,0:36.0,J. Redick misses 3-pt jump shot from 25 ft,,93,89
340,3,0:36.0,,Defensive rebound by D. Valentine,93,89
341,3,0:29.0,,D. Nwaba misses 2-pt layup from 2 ft,93,89
342,3,0:28.0,,Offensive rebound by B. Portis,93,89
343,3,0:28.0,,B. Portis makes 2-pt layup at rim,93,91
344,3,0:02.0,Turnover by Team (shot clock),,93,91
345,3,0:00.0,,C. Payne misses 3-pt jump shot from 34 ft,93,91
346,3,0:00.0,,Offensive rebound by Team,93,91
347,4,11:36.0,T. McConnell misses 3-pt jump shot from 25 ft,,93,91
348,4,11:32.0,,Defensive rebound by N. Vonleh,93,91
349,4,11:16.0,,D. Nwaba makes 2-pt jump shot from 6 ft (assist by D. Valentine),93,93
350,4,11:11.0,Personal foul by D. Valentine (drawn by J. Redick),,93,93
351,4,11:03.0,J. Redick misses 3-pt jump shot from 25 ft,,93,93
352,4,11:00.0,,Defensive rebound by N. Vonleh,93,93
353,4,10:52.0,,Turnover by N. Vonleh (lost ball; steal by J. Embiid),93,93
354,4,10:29.0,T. McConnell makes 2-pt layup from 1 ft,,95,93
355,4,10:08.0,,D. Nwaba misses 2-pt jump shot from 8 ft,95,93
356,4,10:05.0,Defensive rebound by J. Embiid,,95,93
357,4,9:54.0,J. Embiid makes 2-pt jump shot from 6 ft,,97,93
358,4,9:37.0,,C. Payne makes 2-pt jump shot from 4 ft,97,95
359,4,9:20.0,M. Belinelli makes 3-pt jump shot from 22 ft (assist by J. Embiid),,100,95
360,4,9:02.0,,B. Portis makes 3-pt jump shot from 27 ft (assist by N. Vonleh),100,98
361,4,8:39.0,J. Embiid misses 2-pt jump shot from 12 ft (block by C. Payne),,100,98
362,4,8:36.0,,Defensive rebound by N. Vonleh,100,98
363,4,8:35.0,,B. Portis makes 2-pt layup from 2 ft (assist by C. Payne),100,100
364,4,8:35.0,,Shooting foul by T. McConnell (drawn by B. Portis),100,100
365,4,8:35.0,D. Šarić enters the game for T. McConnell,,100,100
366,4,8:35.0,R. Covington enters the game for J. Redick,,100,100
367,4,8:35.0,A. Johnson enters the game for J. Embiid,,100,100
368,4,8:35.0,B. Simmons enters the game for T. Booker,,100,100
369,4,8:35.0,,B. Portis makes free throw 1 of 1,100,101
370,4,8:19.0,B. Simmons makes 2-pt jump shot from 7 ft,,102,101
371,4,8:19.0,Shooting foul by D. Nwaba (drawn by B. Simmons),,102,101
372,4,8:19.0,B. Simmons makes free throw 1 of 1,,103,101
373,4,8:04.0,,B. Portis makes 2-pt jump shot from 4 ft,103,103
374,4,7:53.0,Shooting foul by D. Nwaba (drawn by A. Johnson),,103,103
375,4,7:53.0,A. Johnson misses free throw 1 of 2,,103,103
376,4,7:53.0,Offensive rebound by Team,,103,103
377,4,7:53.0,A. Johnson makes free throw 2 of 2,,104,103
378,4,7:36.0,,C. Payne misses 3-pt jump shot from 25 ft,104,103
379,4,7:33.0,Defensive rebound by R. Covington,,104,103
380,4,7:27.0,R. Covington misses 3-pt jump shot from 24 ft,,104,103
381,4,7:25.0,,Defensive rebound by B. Portis,104,103
382,4,7:10.0,,B. Portis misses 2-pt jump shot from 18 ft,104,103
383,4,7:07.0,Defensive rebound by A. Johnson,,104,103
