,QUARTER,TIME_REMAINING,DALLAS_ACTION,LA LAKERS_ACTION,DALLAS_SCORE,LA LAKERS_SCORE
0,1,11:40.0,,K. Caldwell-Pope makes 2-pt layup from 3 ft (assist by L. Ball),0,2
1,1,11:24.0,Shooting foul by B. Lopez (drawn by D. Finney-Smith),,0,2
2,1,11:24.0,D. Finney-Smith makes free throw 1 of 2,,1,2
3,1,11:24.0,D. Finney-Smith makes free throw 2 of 2,,2,2
4,1,11:09.0,,B. Ingram makes 2-pt dunk at rim (assist by J. Randle),2,4
5,1,10:50.0,H. Barnes misses 2-pt jump shot from 14 ft,,2,4
6,1,10:46.0,,Defensive rebound by J. Randle,2,4
7,1,10:32.0,,J. Randle makes 2-pt layup from 1 ft,2,6
8,1,10:32.0,,Shooting foul by H. Barnes (drawn by J. Randle),2,6
9,1,10:32.0,,J. Randle makes free throw 1 of 1,2,7
10,1,10:21.0,D. Powell makes 2-pt layup from 1 ft (assist by D. Smith),,4,7
11,1,10:06.0,,Personal foul by D. Powell (drawn by B. Ingram),4,7
12,1,9:55.0,,Turnover by J. Randle (lost ball; steal by D. Powell),4,7
13,1,9:50.0,D. Smith makes 3-pt jump shot from 25 ft,,7,7
14,1,9:23.0,,B. Lopez makes 3-pt jump shot from 24 ft (assist by B. Ingram),7,10
15,1,9:11.0,D. Smith makes 3-pt jump shot from 25 ft,,10,10
16,1,8:53.0,,L. Ball makes 3-pt jump shot from 25 ft (assist by K. Caldwell-Pope),10,13
17,1,8:37.0,Turnover by H. Barnes (bad pass; steal by B. Lopez),,10,13
18,1,8:31.0,,K. Caldwell-Pope misses 3-pt jump shot from 22 ft,10,13
19,1,8:24.0,Defensive rebound by D. Nowitzki,,10,13
20,1,8:16.0,Personal foul by J. Randle (drawn by D. Smith),,10,13
21,1,8:06.0,H. Barnes misses 3-pt jump shot from 22 ft,,10,13
22,1,8:02.0,,Defensive rebound by J. Randle,10,13
23,1,7:58.0,Violation by H. Barnes (kicked ball),,10,13
24,1,7:43.0,,Turnover by J. Randle (bad pass; steal by H. Barnes),10,13
25,1,7:40.0,D. Smith makes 2-pt dunk from 1 ft,,12,13
26,1,7:18.0,,B. Lopez misses 3-pt jump shot from 28 ft,12,13
27,1,7:14.0,Defensive rebound by H. Barnes,,12,13
28,1,7:09.0,D. Smith misses 3-pt jump shot from 25 ft,,12,13
29,1,7:09.0,Offensive rebound by D. Finney-Smith,,12,13
30,1,7:02.0,D. Finney-Smith misses 3-pt jump shot from 26 ft,,12,13
