,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,BOSTON_ACTION,MILWAUKEE_SCORE,BOSTON_SCORE
44,1,4:42.0,,Offensive rebound by A. Horford,14,12
45,1,4:42.0,,A. Horford makes 2-pt dunk at rim,14,14
46,1,4:18.0,K. Middleton makes 3-pt jump shot from 22 ft (assist by E. Bledsoe),,17,14
47,1,3:56.0,,J. Tatum makes 2-pt layup from 2 ft,17,16
48,1,3:47.0,Personal foul by A. Baynes (drawn by K. Middleton),,17,16
49,1,3:47.0,,S. Larkin enters the game for J. Tatum,17,16
50,1,3:47.0,,M. Morris enters the game for A. Baynes,17,16
51,1,3:47.0,M. Brogdon enters the game for G. Antetokounmpo,,17,16
52,1,3:47.0,J. Parker enters the game for T. Snell,,17,16
53,1,3:42.0,M. Brogdon misses 3-pt jump shot from 27 ft,,17,16
54,1,3:40.0,,Defensive rebound by M. Morris,17,16
55,1,3:24.0,,M. Morris misses 2-pt jump shot from 11 ft,17,16
56,1,3:20.0,Defensive rebound by J. Henson,,17,16
57,1,3:07.0,Offensive foul by J. Henson (drawn by S. Larkin),,17,16
58,1,3:07.0,Turnover by J. Henson (offensive foul),,17,16
59,1,3:07.0,J. Terry enters the game for E. Bledsoe,,17,16
60,1,2:54.0,,A. Horford makes 2-pt jump shot from 18 ft (assist by S. Larkin),17,18
61,1,2:30.0,M. Brogdon misses 2-pt jump shot from 22 ft,,17,18
62,1,2:28.0,,Defensive rebound by M. Morris,17,18
63,1,2:16.0,,M. Morris misses 2-pt jump shot from 7 ft,17,18
64,1,2:11.0,,Offensive rebound by T. Rozier,17,18
65,1,2:06.0,,J. Brown makes 2-pt layup from 2 ft,17,20
66,1,2:06.0,Milwaukee full timeout,,17,20
67,1,2:06.0,,J. Tatum enters the game for T. Rozier,17,20
68,1,2:06.0,,G. Monroe enters the game for A. Horford,17,20
69,1,2:06.0,T. Zeller enters the game for J. Henson,,17,20
70,1,2:00.0,Personal foul by S. Larkin (drawn by M. Brogdon),,17,20
71,1,1:50.0,K. Middleton misses 2-pt jump shot from 18 ft,,17,20
72,1,1:48.0,Offensive rebound by Team,,17,20
73,1,1:38.0,Turnover by K. Middleton (bad pass; steal by J. Brown),,17,20
74,1,1:20.0,,J. Brown misses 2-pt jump shot from 12 ft,17,20
75,1,1:19.0,,Offensive rebound by G. Monroe,17,20
76,1,1:18.0,,Shooting foul by T. Zeller (drawn by G. Monroe),17,20
77,1,1:18.0,,G. Monroe makes free throw 1 of 2,17,21
78,1,1:18.0,G. Antetokounmpo enters the game for K. Middleton,,17,21
79,1,1:18.0,,G. Monroe misses free throw 2 of 2,17,21
80,1,1:18.0,Defensive rebound by G. Antetokounmpo,,17,21
81,1,1:06.0,Turnover by J. Parker (bad pass; steal by S. Larkin),,17,21
82,1,1:02.0,,J. Brown makes 2-pt layup from 1 ft (assist by S. Larkin),17,23
83,1,0:46.0,J. Parker misses 2-pt jump shot from 19 ft,,17,23
84,1,0:43.0,,Defensive rebound by M. Morris,17,23
85,1,0:25.0,,S. Larkin makes 2-pt layup from 1 ft,17,25
86,1,0:17.0,Turnover by G. Antetokounmpo (traveling),,17,25
87,1,0:04.0,,M. Morris makes 3-pt jump shot from 24 ft (assist by J. Brown),17,28
88,1,0:04.0,,Shooting foul by G. Antetokounmpo (drawn by M. Morris),17,28
89,1,0:04.0,,S. Ojeleye enters the game for G. Monroe,17,28
90,1,0:04.0,,M. Morris makes free throw 1 of 1,17,29
91,1,0:00.0,G. Antetokounmpo misses 2-pt jump shot from 4 ft,,17,29
92,1,0:00.0,Offensive rebound by Team,,17,29
93,2,11:52.0,Shooting foul by M. Morris (drawn by G. Antetokounmpo),,17,29
94,2,11:52.0,G. Antetokounmpo makes free throw 1 of 2,,18,29
95,2,11:52.0,G. Antetokounmpo misses free throw 2 of 2,,18,29
96,2,11:52.0,,Defensive rebound by G. Monroe,18,29
97,2,11:38.0,,M. Morris misses 2-pt jump shot from 14 ft,18,29
98,2,11:33.0,Defensive rebound by T. Snell,,18,29
99,2,11:24.0,,Offensive charge foul by T. Snell (drawn by G. Monroe),18,29
100,2,11:24.0,Turnover by T. Snell (offensive foul),,18,29
101,2,11:24.0,K. Middleton enters the game for T. Snell,,18,29
102,2,11:11.0,,Turnover by S. Larkin (bad pass; steal by M. Brogdon),18,29
103,2,11:07.0,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by M. Brogdon),,20,29
104,2,10:52.0,,Turnover by S. Larkin (bad pass),20,29
105,2,10:43.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,22,29
106,2,10:23.0,,M. Morris makes 2-pt jump shot from 23 ft (assist by S. Ojeleye),22,31
107,2,10:09.0,M. Brogdon misses 2-pt jump shot from 16 ft,,22,31
108,2,10:06.0,,Defensive rebound by G. Monroe,22,31
109,2,9:53.0,,Turnover by S. Larkin (bad pass; steal by J. Terry),22,31
110,2,9:50.0,J. Terry makes 3-pt jump shot from 27 ft (assist by M. Brogdon),,25,31
111,2,9:39.0,,Turnover by M. Morris (bad pass; steal by T. Zeller),25,31
112,2,9:38.0,T. Zeller makes 2-pt dunk from 2 ft,,27,31
113,2,9:38.0,,Boston full timeout,27,31
114,2,9:38.0,,T. Rozier enters the game for S. Larkin,27,31
115,2,9:38.0,,A. Horford enters the game for G. Monroe,27,31
116,2,9:38.0,J. Henson enters the game for T. Zeller,,27,31
117,2,9:17.0,,J. Tatum misses 2-pt jump shot from 15 ft,27,31
118,2,9:14.0,Defensive rebound by G. Antetokounmpo,,27,31
119,2,9:02.0,G. Antetokounmpo makes 2-pt jump shot from 6 ft,,29,31
120,2,8:43.0,,M. Morris misses 2-pt jump shot from 15 ft (block by J. Henson),29,31
121,2,8:40.0,Defensive rebound by K. Middleton,,29,31
122,2,8:40.0,G. Antetokounmpo makes 2-pt jump shot from 5 ft (assist by K. Middleton),,31,31
123,2,8:40.0,Shooting foul by S. Ojeleye (drawn by G. Antetokounmpo),,31,31
124,2,8:40.0,E. Bledsoe enters the game for J. Terry,,31,31
125,2,8:40.0,G. Antetokounmpo makes free throw 1 of 1,,32,31
126,2,8:29.0,,Shooting foul by J. Henson (drawn by A. Horford),32,31
127,2,8:29.0,,A. Horford makes free throw 1 of 2,32,32
128,2,8:29.0,,A. Horford makes free throw 2 of 2,32,33
129,2,8:11.0,G. Antetokounmpo makes 2-pt dunk at rim (assist by E. Bledsoe),,34,33
130,2,7:59.0,,T. Rozier misses 2-pt jump shot from 20 ft,34,33
131,2,7:54.0,Defensive rebound by M. Brogdon,,34,33
132,2,7:47.0,E. Bledsoe misses 3-pt jump shot from 23 ft,,34,33
133,2,7:42.0,,Defensive rebound by A. Horford,34,33
134,2,7:24.0,,J. Tatum misses 2-pt jump shot from 20 ft,34,33
135,2,7:21.0,Defensive rebound by G. Antetokounmpo,,34,33
136,2,7:12.0,K. Middleton makes 2-pt jump shot from 8 ft,,36,33
137,2,6:53.0,,M. Morris misses 2-pt jump shot from 14 ft,36,33
138,2,6:50.0,Defensive rebound by E. Bledsoe,,36,33
139,2,6:48.0,Turnover by E. Bledsoe (bad pass; steal by J. Tatum),,36,33
140,2,6:47.0,,Personal foul by E. Bledsoe (drawn by J. Tatum),36,33
141,2,6:47.0,,J. Brown enters the game for J. Tatum,36,33
142,2,6:47.0,,A. Baynes enters the game for S. Ojeleye,36,33
143,2,6:47.0,J. Parker enters the game for G. Antetokounmpo,,36,33
144,2,6:29.0,,J. Brown misses 2-pt jump shot from 10 ft,36,33
145,2,6:24.0,Defensive rebound by E. Bledsoe,,36,33
146,2,6:23.0,E. Bledsoe makes 2-pt layup from 2 ft,,38,33
147,2,6:10.0,,M. Morris misses 3-pt jump shot from 23 ft,38,33
148,2,6:05.0,Defensive rebound by M. Brogdon,,38,33
149,2,6:02.0,K. Middleton makes 3-pt jump shot from 22 ft (assist by M. Brogdon),,41,33
150,2,5:47.0,,T. Rozier misses 3-pt jump shot from 23 ft,41,33
151,2,5:44.0,Defensive rebound by J. Parker,,41,33
152,2,5:37.0,M. Brogdon misses 3-pt jump shot from 22 ft,,41,33
153,2,5:32.0,,Defensive rebound by A. Horford,41,33
154,2,5:29.0,,Personal foul by M. Brogdon (drawn by T. Rozier),41,33
155,2,5:29.0,,S. Larkin enters the game for A. Baynes,41,33
156,2,5:29.0,T. Snell enters the game for M. Brogdon,,41,33
157,2,5:12.0,,J. Brown misses 2-pt layup from 5 ft (block by J. Henson),41,33
158,2,5:12.0,,Offensive rebound by Team,41,33
159,2,5:07.0,,S. Larkin misses 3-pt jump shot from 25 ft,41,33
160,2,5:03.0,Defensive rebound by J. Parker,,41,33
161,2,4:57.0,J. Parker misses 2-pt layup from 2 ft (block by A. Horford),,41,33
162,2,4:53.0,,Defensive rebound by M. Morris,41,33
163,2,4:48.0,,Personal foul by K. Middleton (drawn by A. Horford),41,33
164,2,4:48.0,,J. Tatum enters the game for M. Morris,41,33
165,2,4:35.0,,T. Rozier misses 2-pt jump shot from 8 ft,41,33
166,2,4:33.0,Defensive rebound by J. Parker,,41,33
167,2,4:21.0,J. Parker makes 2-pt dunk at rim (assist by J. Henson),,43,33
168,2,4:09.0,G. Antetokounmpo enters the game for K. Middleton,,43,33
169,2,4:00.0,,J. Brown makes 3-pt jump shot from 24 ft,43,36
170,2,3:44.0,E. Bledsoe misses 2-pt jump shot from 22 ft,,43,36
171,2,3:42.0,,Defensive rebound by J. Tatum,43,36
172,2,3:33.0,,J. Tatum misses 2-pt layup from 4 ft (block by J. Henson),43,36
173,2,3:33.0,,Offensive rebound by Team,43,36
174,2,3:33.0,,Turnover by S. Larkin (bad pass),43,36
175,2,3:33.0,,M. Morris enters the game for S. Larkin,43,36
176,2,3:22.0,G. Antetokounmpo misses 2-pt jump shot from 13 ft,,43,36
177,2,3:19.0,,Defensive rebound by J. Tatum,43,36
178,2,3:11.0,,M. Morris misses 3-pt jump shot from 23 ft,43,36
179,2,3:09.0,Defensive rebound by E. Bledsoe,,43,36
180,2,3:03.0,Personal foul by M. Morris (drawn by G. Antetokounmpo),,43,36
181,2,2:56.0,J. Parker misses 2-pt layup from 2 ft (block by A. Horford),,43,36
182,2,2:53.0,,Defensive rebound by J. Brown,43,36
183,2,2:53.0,,Personal foul by J. Parker (drawn by M. Morris),43,36
184,2,2:53.0,Milwaukee full timeout,,43,36
185,2,2:53.0,K. Middleton enters the game for J. Parker,,43,36
186,2,2:53.0,,M. Morris makes free throw 1 of 2,43,37
187,2,2:53.0,,M. Morris makes free throw 2 of 2,43,38
188,2,2:38.0,E. Bledsoe misses 2-pt jump shot from 14 ft,,43,38
189,2,2:35.0,,Defensive rebound by A. Horford,43,38
190,2,2:17.0,,T. Rozier misses 3-pt jump shot from 24 ft,43,38
191,2,2:16.0,Defensive rebound by Team,,43,38
192,2,2:06.0,K. Middleton misses 2-pt jump shot from 13 ft,,43,38
193,2,2:04.0,Offensive rebound by K. Middleton,,43,38
194,2,1:58.0,K. Middleton makes 2-pt layup from 1 ft,,45,38
195,2,1:37.0,,T. Rozier makes 2-pt layup from 1 ft (assist by J. Brown),45,40
196,2,1:12.0,Shooting foul by J. Brown (drawn by K. Middleton),,45,40
197,2,1:12.0,K. Middleton makes free throw 1 of 2,,46,40
198,2,1:12.0,M. Brogdon enters the game for E. Bledsoe,,46,40
199,2,1:12.0,K. Middleton makes free throw 2 of 2,,47,40
200,2,0:56.0,,J. Tatum misses 3-pt jump shot from 22 ft,47,40
201,2,0:54.0,Defensive rebound by J. Henson,,47,40
202,2,0:37.0,J. Henson misses 2-pt jump shot from 17 ft,,47,40
203,2,0:34.0,,Defensive rebound by J. Tatum,47,40
204,2,0:31.0,,Shooting foul by K. Middleton (drawn by J. Tatum),47,40
205,2,0:31.0,,J. Tatum makes free throw 1 of 2,47,41
206,2,0:31.0,,J. Tatum makes free throw 2 of 2,47,42
207,2,0:12.0,K. Middleton misses 3-pt jump shot from 25 ft (block by A. Horford),,47,42
208,2,0:10.0,,Defensive rebound by A. Horford,47,42
209,2,0:06.0,,T. Rozier makes 2-pt layup from 1 ft (assist by J. Tatum),47,44
210,2,0:01.0,G. Antetokounmpo misses 3-pt jump shot from 27 ft,,47,44
211,2,0:01.0,Offensive rebound by Team,,47,44
212,3,11:48.0,G. Antetokounmpo misses 2-pt jump shot from 8 ft,,47,44
213,3,11:44.0,,Defensive rebound by A. Baynes,47,44
214,3,11:25.0,,T. Rozier makes 3-pt jump shot from 25 ft,47,47
215,3,11:08.0,T. Snell makes 2-pt jump shot from 19 ft (assist by E. Bledsoe),,49,47
216,3,10:49.0,,J. Tatum misses 2-pt layup from 1 ft,49,47
217,3,10:46.0,Defensive rebound by G. Antetokounmpo,,49,47
218,3,10:33.0,E. Bledsoe misses 3-pt jump shot from 27 ft,,49,47
219,3,10:30.0,,Defensive rebound by J. Tatum,49,47
220,3,10:27.0,,Personal foul by E. Bledsoe (drawn by T. Rozier),49,47
221,3,10:14.0,,A. Horford makes 2-pt jump shot from 19 ft,49,49
222,3,9:57.0,G. Antetokounmpo misses 2-pt layup from 6 ft,,49,49
223,3,9:56.0,,Defensive rebound by A. Baynes,49,49
224,3,9:49.0,,T. Rozier misses 3-pt jump shot from 26 ft,49,49
225,3,9:48.0,Defensive rebound by T. Snell,,49,49
226,3,9:42.0,E. Bledsoe misses 2-pt layup from 1 ft,,49,49
227,3,9:41.0,Offensive rebound by J. Henson,,49,49
228,3,9:41.0,J. Henson misses 2-pt layup at rim,,49,49
229,3,9:40.0,,Defensive rebound by A. Horford,49,49
230,3,9:33.0,,T. Rozier misses 2-pt layup from 2 ft (block by J. Henson),49,49
231,3,9:33.0,Defensive rebound by G. Antetokounmpo,,49,49
232,3,9:18.0,Turnover by J. Henson (out of bounds lost ball),,49,49
233,3,8:57.0,,J. Brown makes 2-pt dunk from 2 ft (assist by A. Horford),49,51
234,3,8:43.0,Offensive foul by K. Middleton (drawn by J. Brown),,49,51
235,3,8:43.0,Turnover by K. Middleton (offensive foul),,49,51
236,3,8:30.0,,J. Tatum misses 3-pt jump shot from 26 ft,49,51
237,3,8:29.0,,Offensive rebound by A. Horford,49,51
238,3,8:24.0,,Turnover by J. Brown (turnover),49,51
239,3,8:11.0,E. Bledsoe makes 2-pt layup from 1 ft,,51,51
240,3,7:48.0,,Personal foul by G. Antetokounmpo (drawn by A. Horford),51,51
241,3,7:37.0,,A. Baynes misses 2-pt layup from 3 ft (block by T. Snell),51,51
242,3,7:37.0,,Offensive rebound by Team,51,51
243,3,7:34.0,,T. Rozier misses 3-pt jump shot from 23 ft,51,51
244,3,7:31.0,Defensive rebound by K. Middleton,,51,51
245,3,7:25.0,J. Henson misses 2-pt hook shot from 7 ft,,51,51
246,3,7:25.0,,Defensive rebound by A. Horford,51,51
247,3,7:18.0,,A. Horford misses 2-pt layup from 2 ft,51,51
248,3,7:15.0,Defensive rebound by G. Antetokounmpo,,51,51
249,3,7:13.0,G. Antetokounmpo misses 2-pt layup from 5 ft (block by J. Brown),,51,51
250,3,7:13.0,Offensive rebound by Team,,51,51
251,3,7:04.0,K. Middleton misses 2-pt jump shot from 9 ft,,51,51
252,3,7:02.0,,Defensive rebound by J. Brown,51,51
253,3,7:01.0,,Personal foul by T. Snell (drawn by J. Brown),51,51
254,3,7:01.0,,Boston full timeout,51,51
255,3,7:01.0,,M. Morris enters the game for A. Baynes,51,51
256,3,7:01.0,M. Brogdon enters the game for E. Bledsoe,,51,51
257,3,6:53.0,,J. Tatum misses 2-pt layup from 5 ft,51,51
258,3,6:51.0,Defensive rebound by K. Middleton,,51,51
259,3,6:42.0,K. Middleton makes 3-pt jump shot from 24 ft (assist by G. Antetokounmpo),,54,51
260,3,6:31.0,,Offensive foul by M. Morris (drawn by K. Middleton),54,51
261,3,6:31.0,,Turnover by M. Morris (offensive foul),54,51
262,3,6:19.0,M. Brogdon makes 2-pt jump shot from 4 ft (assist by G. Antetokounmpo),,56,51
263,3,6:01.0,,M. Morris makes 3-pt jump shot from 22 ft (assist by T. Rozier),56,54
264,3,5:47.0,Turnover by K. Middleton (bad pass),,56,54
265,3,5:34.0,,J. Brown makes 2-pt layup from 1 ft (assist by A. Horford),56,56
266,3,5:14.0,G. Antetokounmpo misses 2-pt jump shot from 12 ft,,56,56
267,3,5:11.0,,Defensive rebound by M. Morris,56,56
268,3,4:48.0,,M. Morris makes 2-pt layup from 2 ft,56,58
269,3,4:40.0,K. Middleton misses 2-pt layup from 4 ft,,56,58
270,3,4:38.0,,Defensive rebound by A. Horford,56,58
271,3,4:31.0,,J. Brown makes 3-pt jump shot from 26 ft,56,61
272,3,4:31.0,Milwaukee full timeout,,56,61
273,3,4:31.0,,S. Ojeleye enters the game for J. Tatum,56,61
274,3,4:31.0,J. Terry enters the game for T. Snell,,56,61
275,3,4:31.0,J. Parker enters the game for J. Henson,,56,61
276,3,4:25.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,58,61
277,3,4:25.0,Shooting foul by M. Morris (drawn by G. Antetokounmpo),,58,61
278,3,4:25.0,G. Antetokounmpo makes free throw 1 of 1,,59,61
279,3,4:03.0,,T. Rozier misses 2-pt jump shot from 16 ft,59,61
280,3,4:01.0,Defensive rebound by G. Antetokounmpo,,59,61
281,3,3:52.0,Turnover by J. Terry (out of bounds lost ball),,59,61
282,3,3:27.0,,M. Morris misses 2-pt jump shot from 15 ft,59,61
283,3,3:24.0,,Offensive rebound by J. Brown,59,61
284,3,3:23.0,,J. Brown misses 2-pt jump shot from 2 ft,59,61
285,3,3:23.0,Defensive rebound by Team,,59,61
286,3,3:23.0,,S. Larkin enters the game for T. Rozier,59,61
287,3,3:08.0,Turnover by G. Antetokounmpo (turnover),,59,61
288,3,2:47.0,,Shooting foul by G. Antetokounmpo (drawn by A. Horford),59,61
289,3,2:47.0,,A. Horford makes free throw 1 of 2,59,62
290,3,2:47.0,,A. Horford makes free throw 2 of 2,59,63
291,3,2:29.0,M. Brogdon makes 3-pt jump shot from 25 ft,,62,63
292,3,2:11.0,,J. Tatum enters the game for J. Brown,62,63
293,3,2:09.0,,Turnover by J. Tatum (bad pass; steal by G. Antetokounmpo),62,63
294,3,2:04.0,G. Antetokounmpo misses 2-pt layup at rim,,62,63
295,3,2:04.0,,Defensive rebound by Team,62,63
296,3,1:47.0,,M. Morris makes 2-pt layup from 2 ft,62,65
297,3,1:26.0,Turnover by M. Brogdon (lost ball; steal by J. Tatum),,62,65
298,3,1:07.0,,Shooting foul by M. Brogdon (drawn by A. Horford),62,65
299,3,1:07.0,,A. Horford makes free throw 1 of 2,62,66
300,3,1:07.0,,G. Monroe enters the game for M. Morris,62,66
301,3,1:07.0,J. Henson enters the game for G. Antetokounmpo,,62,66
302,3,1:07.0,,A. Horford makes free throw 2 of 2,62,67
303,3,0:52.0,M. Brogdon makes 2-pt jump shot from 11 ft (assist by J. Parker),,64,67
304,3,0:31.0,,S. Ojeleye misses 2-pt layup from 3 ft,64,67
305,3,0:29.0,,Offensive rebound by S. Ojeleye,64,67
306,3,0:15.0,,J. Tatum makes 3-pt jump shot from 27 ft,64,70
307,3,0:00.0,K. Middleton makes 2-pt jump shot from 19 ft,,66,70
308,4,11:43.0,,G. Monroe misses 2-pt hook shot from 4 ft (block by J. Henson),66,70
309,4,11:42.0,Defensive rebound by J. Parker,,66,70
310,4,11:35.0,Personal foul by J. Brown (drawn by E. Bledsoe),,66,70
311,4,11:31.0,Turnover by E. Bledsoe (step out of bounds),,66,70
312,4,11:18.0,,J. Tatum makes 2-pt jump shot from 12 ft (assist by J. Brown),66,72
313,4,11:03.0,E. Bledsoe makes 2-pt layup from 3 ft,,68,72
314,4,10:51.0,,Personal foul by E. Bledsoe (drawn by J. Brown),68,72
315,4,10:40.0,,J. Tatum makes 2-pt jump shot from 9 ft,68,74
316,4,10:25.0,Offensive foul by E. Bledsoe (drawn by S. Larkin),,68,74
317,4,10:25.0,Turnover by E. Bledsoe (offensive foul),,68,74
318,4,10:25.0,G. Antetokounmpo enters the game for M. Brogdon,,68,74
319,4,10:25.0,T. Snell enters the game for E. Bledsoe,,68,74
320,4,10:00.0,,S. Larkin misses 3-pt jump shot from 23 ft,68,74
321,4,9:58.0,Defensive rebound by G. Antetokounmpo,,68,74
322,4,9:44.0,J. Parker misses 3-pt jump shot from 23 ft,,68,74
323,4,9:41.0,,Defensive rebound by J. Tatum,68,74
324,4,9:38.0,,J. Brown makes 2-pt layup from 1 ft (assist by J. Tatum),68,76
325,4,9:37.0,Milwaukee full timeout,,68,76
326,4,9:37.0,,S. Ojeleye enters the game for M. Morris,68,76
327,4,9:37.0,K. Middleton enters the game for J. Parker,,68,76
328,4,9:15.0,Shooting foul by G. Monroe (drawn by G. Antetokounmpo),,68,76
329,4,9:15.0,G. Antetokounmpo makes free throw 1 of 2,,69,76
330,4,9:15.0,G. Antetokounmpo makes free throw 2 of 2,,70,76
331,4,9:01.0,,Personal foul by T. Snell (drawn by J. Tatum),70,76
332,4,8:55.0,,Personal foul by J. Terry (drawn by J. Brown),70,76
333,4,8:45.0,,J. Tatum misses 2-pt jump shot from 6 ft,70,76
334,4,8:43.0,,Offensive rebound by J. Tatum,70,76
335,4,8:41.0,,S. Larkin makes 3-pt jump shot from 26 ft (assist by J. Tatum),70,79
336,4,8:27.0,Personal foul by S. Larkin (drawn by K. Middleton),,70,79
337,4,8:22.0,Personal foul by S. Ojeleye (drawn by G. Antetokounmpo),,70,79
338,4,8:11.0,K. Middleton makes 2-pt jump shot from 9 ft,,72,79
339,4,7:51.0,,A. Horford enters the game for J. Tatum,72,79
340,4,7:51.0,,M. Morris enters the game for S. Ojeleye,72,79
341,4,7:47.0,,Turnover by J. Brown (turnover; steal by K. Middleton),72,79
342,4,7:31.0,T. Snell misses 3-pt jump shot from 23 ft,,72,79
343,4,7:28.0,,Defensive rebound by S. Larkin,72,79
344,4,7:20.0,,Boston full timeout,72,79
345,4,7:20.0,,T. Rozier enters the game for S. Larkin,72,79
346,4,7:20.0,M. Brogdon enters the game for T. Snell,,72,79
347,4,7:10.0,,G. Monroe misses 2-pt hook shot from 4 ft,72,79
348,4,7:09.0,,Offensive rebound by Team,72,79
349,4,7:06.0,,M. Morris misses 2-pt jump shot from 20 ft,72,79
350,4,7:03.0,Defensive rebound by M. Brogdon,,72,79
351,4,7:03.0,Personal foul by J. Brown (drawn by M. Brogdon),,72,79
352,4,7:03.0,M. Brogdon makes free throw 1 of 2,,73,79
353,4,7:03.0,,S. Ojeleye enters the game for G. Monroe,73,79
354,4,7:03.0,M. Brogdon makes free throw 2 of 2,,74,79
355,4,6:46.0,,M. Morris misses 2-pt hook shot from 8 ft,74,79
356,4,6:42.0,Defensive rebound by G. Antetokounmpo,,74,79
357,4,6:30.0,Personal foul by S. Ojeleye (drawn by J. Henson),,74,79
358,4,6:30.0,J. Henson misses free throw 1 of 1,,74,79
359,4,6:30.0,Offensive rebound by Team,,74,79
360,4,6:30.0,J. Henson makes free throw 2 of 2,,75,79
361,4,6:11.0,,A. Horford makes 3-pt jump shot from 26 ft (assist by J. Brown),75,82
362,4,5:55.0,G. Antetokounmpo misses 2-pt jump shot from 18 ft,,75,82
363,4,5:52.0,,Defensive rebound by T. Rozier,75,82
364,4,5:44.0,,Personal foul by J. Henson (drawn by A. Horford),75,82
365,4,5:44.0,E. Bledsoe enters the game for J. Terry,,75,82
366,4,5:35.0,,M. Morris misses 2-pt layup from 4 ft,75,82
367,4,5:33.0,Defensive rebound by J. Henson,,75,82
368,4,5:29.0,Turnover by M. Brogdon (step out of bounds),,75,82
369,4,5:03.0,,A. Horford misses 2-pt jump shot from 21 ft,75,82
370,4,5:00.0,,Offensive rebound by A. Horford,75,82
371,4,4:52.0,,M. Morris makes 2-pt layup from 1 ft,75,84
372,4,4:52.0,Milwaukee full timeout,,75,84
373,4,4:52.0,,J. Tatum enters the game for S. Ojeleye,75,84
374,4,4:44.0,Shooting foul by A. Horford (drawn by E. Bledsoe),,75,84
375,4,4:44.0,E. Bledsoe misses free throw 1 of 2,,75,84
376,4,4:44.0,Offensive rebound by Team,,75,84
377,4,4:44.0,E. Bledsoe makes free throw 2 of 2,,76,84
378,4,4:28.0,,M. Morris misses 2-pt jump shot from 8 ft,76,84
379,4,4:27.0,,Offensive rebound by M. Morris,76,84
