,QUARTER,TIME_REMAINING,DETROIT_ACTION,CHARLOTTE_ACTION,DETROIT_SCORE,CHARLOTTE_SCORE
0,1,11:45.0,A. Drummond makes 2-pt jump shot from 11 ft (assist by I. Smith),,2,0
1,1,11:27.0,,M. Williams misses 2-pt layup from 2 ft,2,0
2,1,11:24.0,Defensive rebound by R. Bullock,,2,0
3,1,11:13.0,I. Smith makes 2-pt jump shot from 17 ft (assist by R. Bullock),,4,0
4,1,10:57.0,,Turnover by K. Walker (bad pass; steal by I. Smith),4,0
5,1,10:52.0,Turnover by B. Griffin (turnover),,4,0
6,1,10:40.0,,M. Williams makes 2-pt jump shot at rim (assist by K. Walker),4,2
7,1,10:20.0,I. Smith makes 2-pt layup from 1 ft,,6,2
8,1,10:03.0,,K. Walker makes 2-pt jump shot from 20 ft,6,4
9,1,9:49.0,R. Bullock misses 3-pt jump shot from 25 ft,,6,4
10,1,9:46.0,,Defensive rebound by D. Howard,6,4
11,1,9:38.0,,K. Walker misses 2-pt layup from 1 ft,6,4
12,1,9:33.0,,Offensive rebound by D. Howard,6,4
13,1,9:33.0,,D. Howard makes 2-pt layup at rim,6,6
14,1,9:20.0,B. Griffin makes 2-pt layup from 1 ft (assist by R. Bullock),,8,6
15,1,8:59.0,,M. Williams misses 3-pt jump shot from 25 ft,8,6
16,1,8:56.0,Defensive rebound by A. Drummond,,8,6
17,1,8:47.0,Turnover by A. Drummond (turnover),,8,6
18,1,8:35.0,,Turnover by D. Howard (traveling),8,6
19,1,8:14.0,A. Drummond misses 2-pt hook shot from 9 ft,,8,6
20,1,8:12.0,,Defensive rebound by N. Batum,8,6
21,1,8:06.0,,D. Howard makes 2-pt dunk at rim (assist by N. Batum),8,8
22,1,7:47.0,I. Smith misses 2-pt jump shot from 11 ft,,8,8
23,1,7:44.0,,Defensive rebound by D. Howard,8,8
24,1,7:35.0,,N. Batum misses 3-pt jump shot from 25 ft,8,8
25,1,7:31.0,Defensive rebound by A. Drummond,,8,8
26,1,7:19.0,B. Griffin misses 3-pt jump shot from 25 ft,,8,8
27,1,7:17.0,,Defensive rebound by D. Howard,8,8
28,1,7:11.0,,M. Williams makes 3-pt jump shot from 23 ft (assist by N. Batum),8,11
29,1,6:50.0,R. Bullock misses 2-pt jump shot from 11 ft,,8,11
30,1,6:48.0,,Defensive rebound by N. Batum,8,11
31,1,6:44.0,,K. Walker misses 3-pt jump shot from 22 ft,8,11
32,1,6:37.0,,Offensive rebound by D. Howard,8,11
33,1,6:37.0,,D. Howard makes 2-pt dunk at rim,8,13
34,1,6:24.0,Personal foul by M. Williams (drawn by A. Drummond),,8,13
35,1,6:24.0,,Charlotte full timeout,8,13
36,1,6:17.0,Shooting foul by M. Kidd-Gilchrist (drawn by R. Bullock),,8,13
37,1,6:17.0,R. Bullock makes free throw 1 of 2,,9,13
38,1,6:17.0,R. Bullock makes free throw 2 of 2,,10,13
39,1,6:04.0,,Turnover by M. Williams (bad pass),10,13
40,1,5:54.0,Shooting foul by D. Howard (drawn by R. Bullock),,10,13
41,1,5:54.0,R. Bullock makes free throw 1 of 2,,11,13
42,1,5:54.0,R. Bullock misses free throw 2 of 2,,11,13
43,1,5:48.0,,Defensive rebound by M. Williams,11,13
44,1,5:42.0,,N. Batum misses 3-pt jump shot from 26 ft,11,13
45,1,5:39.0,Defensive rebound by A. Drummond,,11,13
46,1,5:22.0,B. Griffin makes 2-pt layup from 3 ft,,13,13
47,1,5:14.0,,D. Howard makes 2-pt layup from 1 ft (assist by N. Batum),13,15
48,1,4:59.0,Turnover by R. Bullock (bad pass; steal by N. Batum),,13,15
49,1,4:50.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 3 ft,13,17
50,1,4:29.0,Turnover by B. Griffin (bad pass),,13,17
51,1,4:15.0,,Personal foul by B. Griffin (drawn by M. Kidd-Gilchrist),13,17
52,1,4:10.0,,M. Kidd-Gilchrist makes 2-pt layup from 1 ft (assist by N. Batum),13,19
53,1,4:10.0,,Shooting foul by S. Johnson (drawn by M. Kidd-Gilchrist),13,19
54,1,4:10.0,J. Ennis enters the game for S. Johnson,,13,19
55,1,4:10.0,,M. Kidd-Gilchrist misses free throw 1 of 1,13,19
56,1,4:01.0,Defensive rebound by A. Drummond,,13,19
57,1,3:58.0,B. Griffin makes 2-pt jump shot from 17 ft (assist by I. Smith),,15,19
58,1,3:41.0,,D. Howard makes 2-pt layup from 1 ft (assist by N. Batum),15,21
59,1,3:35.0,Detroit full timeout,,15,21
60,1,3:35.0,,J. Lamb enters the game for M. Kidd-Gilchrist,15,21
61,1,3:18.0,R. Bullock misses 3-pt jump shot from 25 ft,,15,21
62,1,3:17.0,Offensive rebound by A. Drummond,,15,21
63,1,3:17.0,A. Drummond makes 2-pt layup at rim,,17,21
64,1,2:56.0,,N. Batum makes 2-pt jump shot from 9 ft,17,23
65,1,2:44.0,Personal foul by D. Howard (drawn by J. Ennis),,17,23
66,1,2:44.0,,M. Carter-Williams enters the game for D. Howard,17,23
67,1,2:44.0,,C. Zeller enters the game for K. Walker,17,23
68,1,2:44.0,L. Galloway enters the game for I. Smith,,17,23
69,1,2:44.0,J. Nelson enters the game for R. Bullock,,17,23
70,1,2:33.0,A. Drummond misses 2-pt hook shot from 5 ft,,17,23
71,1,2:29.0,,Defensive rebound by M. Williams,17,23
72,1,2:24.0,,M. Carter-Williams makes 2-pt dunk from 1 ft (assist by N. Batum),17,25
73,1,2:01.0,B. Griffin misses 2-pt jump shot from 6 ft (block by M. Carter-Williams),,17,25
74,1,1:59.0,,Defensive rebound by Team,17,25
75,1,1:59.0,,F. Kaminsky enters the game for M. Williams,17,25
76,1,1:59.0,A. Tolliver enters the game for B. Griffin,,17,25
77,1,1:39.0,,J. Lamb misses 3-pt jump shot from 26 ft,17,25
78,1,1:34.0,,Offensive rebound by C. Zeller,17,25
79,1,1:28.0,,F. Kaminsky misses 2-pt layup from 1 ft,17,25
80,1,1:28.0,Defensive rebound by A. Drummond,,17,25
81,1,1:20.0,J. Nelson misses 2-pt jump shot from 18 ft,,17,25
82,1,1:17.0,,Defensive rebound by N. Batum,17,25
83,1,1:05.0,,J. Lamb misses 2-pt jump shot from 6 ft,17,25
84,1,1:02.0,Defensive rebound by J. Nelson,,17,25
85,1,0:59.0,J. Ennis misses 2-pt layup from 2 ft (block by F. Kaminsky),,17,25
86,1,0:57.0,,Defensive rebound by F. Kaminsky,17,25
87,1,0:52.0,,Shooting foul by J. Ennis (drawn by M. Carter-Williams),17,25
88,1,0:52.0,,T. Graham enters the game for N. Batum,17,25
89,1,0:52.0,,M. Carter-Williams makes free throw 1 of 2,17,26
90,1,0:52.0,,M. Carter-Williams makes free throw 2 of 2,17,27
91,1,0:38.0,A. Drummond misses 2-pt dunk from 2 ft,,17,27
92,1,0:35.0,,Defensive rebound by F. Kaminsky,17,27
93,1,0:27.0,,F. Kaminsky makes 3-pt jump shot from 25 ft (assist by M. Carter-Williams),17,30
94,1,0:07.0,A. Drummond makes 2-pt layup from 1 ft (assist by J. Nelson),,19,30
95,1,0:07.0,Shooting foul by C. Zeller (drawn by A. Drummond),,19,30
96,1,0:07.0,A. Drummond misses free throw 1 of 1,,19,30
97,1,0:03.0,,Defensive rebound by F. Kaminsky,19,30
98,1,0:00.0,,J. Lamb misses 2-pt jump shot from 2 ft,19,30
99,1,0:00.0,,Offensive rebound by C. Zeller,19,30
100,1,0:00.0,,C. Zeller makes 2-pt layup at rim,19,32
101,2,11:45.0,,C. Zeller misses 2-pt layup from 3 ft,19,32
102,2,11:42.0,,Offensive rebound by C. Zeller,19,32
103,2,11:42.0,,C. Zeller misses 2-pt layup at rim,19,32
104,2,11:42.0,Defensive rebound by E. Moreland,,19,32
105,2,11:38.0,Shooting foul by C. Zeller (drawn by J. Ennis),,19,32
106,2,11:38.0,J. Ennis makes free throw 1 of 2,,20,32
107,2,11:38.0,J. Ennis makes free throw 2 of 2,,21,32
108,2,11:21.0,,C. Zeller makes 2-pt hook shot from 4 ft (assist by J. Lamb),21,34
109,2,10:56.0,A. Tolliver misses 2-pt jump shot from 16 ft,,21,34
110,2,10:52.0,Offensive rebound by A. Tolliver,,21,34
111,2,10:48.0,J. Nelson misses 3-pt jump shot from 25 ft,,21,34
112,2,10:44.0,,Defensive rebound by F. Kaminsky,21,34
113,2,10:38.0,,T. Graham makes 3-pt jump shot from 22 ft (assist by M. Carter-Williams),21,37
114,2,10:21.0,L. Galloway misses 2-pt jump shot from 12 ft,,21,37
115,2,10:21.0,Offensive rebound by E. Moreland,,21,37
116,2,10:21.0,Personal foul by M. Carter-Williams (drawn by E. Moreland),,21,37
117,2,10:08.0,Turnover by A. Tolliver (bad pass; steal by M. Carter-Williams),,21,37
118,2,10:07.0,,Turnover by M. Carter-Williams (bad pass),21,37
119,2,9:53.0,Turnover by J. Nelson (traveling),,21,37
120,2,9:38.0,,Turnover by F. Kaminsky (bad pass),21,37
121,2,9:29.0,L. Galloway misses 3-pt jump shot from 25 ft,,21,37
122,2,9:25.0,,Defensive rebound by F. Kaminsky,21,37
123,2,9:17.0,,F. Kaminsky makes 3-pt jump shot from 26 ft (assist by T. Graham),21,40
124,2,9:06.0,Detroit full timeout,,21,40
125,2,8:56.0,J. Ennis misses 2-pt jump shot from 2 ft,,21,40
126,2,8:55.0,Offensive rebound by E. Moreland,,21,40
127,2,8:53.0,Turnover by J. Ennis (lost ball; steal by M. Carter-Williams),,21,40
128,2,8:44.0,,F. Kaminsky makes 2-pt jump shot from 8 ft,21,42
129,2,8:44.0,,Shooting foul by L. Galloway (drawn by F. Kaminsky),21,42
130,2,8:44.0,B. Griffin enters the game for J. Ennis,,21,42
131,2,8:44.0,S. Johnson enters the game for A. Tolliver,,21,42
132,2,8:44.0,,F. Kaminsky makes free throw 1 of 1,21,43
133,2,8:31.0,Turnover by J. Nelson (bad pass; steal by M. Carter-Williams),,21,43
134,2,8:23.0,,Shooting foul by S. Johnson (drawn by T. Graham),21,43
135,2,8:23.0,,T. Graham makes free throw 1 of 2,21,44
136,2,8:23.0,A. Drummond enters the game for L. Galloway,,21,44
137,2,8:23.0,R. Bullock enters the game for E. Moreland,,21,44
138,2,8:23.0,I. Smith enters the game for J. Nelson,,21,44
139,2,8:23.0,,T. Graham misses free throw 2 of 2,21,44
140,2,8:19.0,Defensive rebound by A. Drummond,,21,44
141,2,8:07.0,S. Johnson misses 2-pt layup from 7 ft,,21,44
142,2,8:06.0,,Defensive rebound by Team,21,44
143,2,7:54.0,,C. Zeller makes 2-pt jump shot from 9 ft (assist by J. Lamb),21,46
144,2,7:47.0,Detroit full timeout,,21,46
145,2,7:47.0,,K. Walker enters the game for T. Graham,21,46
146,2,7:41.0,R. Bullock makes 2-pt layup from 1 ft (assist by B. Griffin),,23,46
147,2,7:22.0,,M. Carter-Williams misses 3-pt jump shot from 22 ft,23,46
148,2,7:19.0,Defensive rebound by B. Griffin,,23,46
149,2,7:14.0,R. Bullock misses 3-pt jump shot from 24 ft,,23,46
150,2,7:10.0,,Defensive rebound by M. Carter-Williams,23,46
151,2,7:03.0,,C. Zeller makes 2-pt jump shot from 3 ft (assist by M. Carter-Williams),23,48
152,2,6:47.0,Turnover by I. Smith (bad pass; steal by F. Kaminsky),,23,48
153,2,6:38.0,,J. Lamb makes 3-pt jump shot from 25 ft (assist by M. Carter-Williams),23,51
154,2,6:28.0,B. Griffin makes 2-pt dunk from 1 ft (assist by R. Bullock),,25,51
155,2,6:01.0,,J. Lamb misses 3-pt jump shot from 26 ft,25,51
156,2,5:57.0,Defensive rebound by B. Griffin,,25,51
157,2,5:56.0,Turnover by B. Griffin (bad pass; steal by J. Lamb),,25,51
158,2,5:56.0,,Personal foul by R. Bullock (drawn by J. Lamb),25,51
159,2,5:56.0,,N. Batum enters the game for M. Carter-Williams,25,51
160,2,5:56.0,,M. Williams enters the game for F. Kaminsky,25,51
161,2,5:40.0,,Turnover by K. Walker (step out of bounds),25,51
162,2,5:32.0,Personal foul by J. Lamb (drawn by R. Bullock),,25,51
163,2,5:32.0,,D. Howard enters the game for C. Zeller,25,51
164,2,5:24.0,I. Smith makes 2-pt layup from 3 ft,,27,51
165,2,5:12.0,,K. Walker makes 3-pt jump shot from 25 ft,27,54
166,2,4:59.0,R. Bullock makes 2-pt jump shot from 7 ft (assist by B. Griffin),,29,54
167,2,4:51.0,,K. Walker makes 3-pt jump shot from 28 ft,29,57
168,2,4:39.0,Detroit full timeout,,29,57
169,2,4:39.0,,M. Kidd-Gilchrist enters the game for J. Lamb,29,57
170,2,4:28.0,B. Griffin makes 2-pt layup from 2 ft (assist by I. Smith),,31,57
171,2,4:15.0,,Personal foul by B. Griffin (drawn by D. Howard),31,57
172,2,4:05.0,,D. Howard makes 2-pt layup at rim,31,59
173,2,3:50.0,R. Bullock misses 2-pt jump shot from 13 ft,,31,59
174,2,3:46.0,Offensive rebound by A. Drummond,,31,59
175,2,3:46.0,A. Drummond makes 2-pt layup at rim,,33,59
176,2,3:32.0,,D. Howard makes 2-pt layup from 3 ft (assist by K. Walker),33,61
177,2,3:20.0,R. Bullock misses 2-pt jump shot from 10 ft,,33,61
178,2,3:15.0,Offensive rebound by R. Bullock,,33,61
179,2,3:15.0,R. Bullock misses 2-pt layup at rim,,33,61
180,2,3:15.0,Offensive rebound by A. Drummond,,33,61
181,2,3:11.0,A. Drummond misses 2-pt hook shot at rim,,33,61
182,2,3:10.0,,Defensive rebound by M. Williams,33,61
183,2,3:06.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 2 ft,33,61
184,2,3:04.0,Defensive rebound by S. Johnson,,33,61
185,2,2:55.0,Personal foul by K. Walker (drawn by B. Griffin),,33,61
186,2,2:47.0,B. Griffin makes 2-pt jump shot from 17 ft (assist by I. Smith),,35,61
187,2,2:25.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 13 ft,35,61
188,2,2:23.0,Defensive rebound by B. Griffin,,35,61
189,2,2:19.0,R. Bullock misses 3-pt jump shot from 27 ft,,35,61
190,2,2:16.0,,Defensive rebound by M. Kidd-Gilchrist,35,61
191,2,2:12.0,,M. Kidd-Gilchrist makes 2-pt layup from 1 ft,35,63
192,2,2:10.0,Turnover by B. Griffin (step out of bounds),,35,63
193,2,2:10.0,J. Ennis enters the game for S. Johnson,,35,63
194,2,2:05.0,,Personal foul by A. Drummond (drawn by K. Walker),35,63
195,2,2:05.0,,K. Walker makes free throw 1 of 2,35,64
196,2,2:05.0,,K. Walker makes free throw 2 of 2,35,65
197,2,1:49.0,B. Griffin makes 2-pt layup from 1 ft,,37,65
198,2,1:33.0,Offensive charge foul by D. Howard (drawn by B. Griffin),,37,65
199,2,1:33.0,,Turnover by D. Howard (offensive foul),37,65
200,2,1:33.0,,C. Zeller enters the game for D. Howard,37,65
201,2,1:23.0,Shooting foul by M. Kidd-Gilchrist (drawn by J. Ennis),,37,65
202,2,1:23.0,J. Ennis makes free throw 1 of 2,,38,65
203,2,1:23.0,J. Ennis makes free throw 2 of 2,,39,65
204,2,1:12.0,,M. Williams misses 3-pt jump shot from 26 ft,39,65
205,2,1:10.0,Defensive rebound by A. Drummond,,39,65
206,2,1:09.0,Offensive foul by B. Griffin (drawn by C. Zeller),,39,65
207,2,1:09.0,Turnover by B. Griffin (offensive foul),,39,65
208,2,1:09.0,,J. Lamb enters the game for M. Kidd-Gilchrist,39,65
209,2,1:09.0,A. Tolliver enters the game for B. Griffin,,39,65
210,2,0:54.0,,N. Batum makes 3-pt jump shot from 27 ft (assist by J. Lamb),39,68
211,2,0:41.0,I. Smith makes 3-pt jump shot from 24 ft (assist by R. Bullock),,42,68
212,2,0:33.0,,Personal foul by A. Drummond (drawn by K. Walker),42,68
213,2,0:33.0,,K. Walker makes free throw 1 of 2,42,69
214,2,0:33.0,,K. Walker makes free throw 2 of 2,42,70
215,2,0:28.0,I. Smith makes 2-pt layup from 1 ft,,44,70
216,2,0:06.0,,Turnover by K. Walker (lost ball; steal by I. Smith),44,70
217,2,0:03.0,J. Ennis makes 2-pt layup from 1 ft (assist by A. Tolliver),,46,70
218,2,0:00.0,,J. Lamb misses 3-pt jump shot from 31 ft,46,70
219,2,0:00.0,,Offensive rebound by Team,46,70
220,3,11:45.0,,Turnover by N. Batum (bad pass; steal by S. Johnson),46,70
221,3,11:39.0,Turnover by I. Smith (bad pass; steal by N. Batum),,46,70
222,3,11:31.0,,K. Walker misses 2-pt layup from 1 ft,46,70
223,3,11:29.0,Defensive rebound by A. Drummond,,46,70
224,3,11:22.0,B. Griffin misses 3-pt jump shot from 25 ft,,46,70
225,3,11:19.0,,Defensive rebound by D. Howard,46,70
226,3,11:13.0,,N. Batum makes 3-pt jump shot from 25 ft (assist by K. Walker),46,73
227,3,10:50.0,I. Smith misses 2-pt jump shot from 21 ft,,46,73
228,3,10:46.0,,Defensive rebound by M. Williams,46,73
229,3,10:34.0,,D. Howard misses 2-pt layup from 3 ft,46,73
230,3,10:32.0,Defensive rebound by R. Bullock,,46,73
231,3,10:24.0,Turnover by S. Johnson (lost ball; steal by N. Batum),,46,73
232,3,10:22.0,,Offensive foul by M. Williams (drawn by B. Griffin),46,73
233,3,10:22.0,,Turnover by M. Williams (offensive foul),46,73
234,3,10:09.0,B. Griffin misses 2-pt jump shot from 17 ft,,46,73
235,3,10:07.0,,Defensive rebound by D. Howard,46,73
236,3,10:04.0,,Shooting foul by B. Griffin (drawn by D. Howard),46,73
237,3,10:04.0,,D. Howard misses free throw 1 of 2,46,73
238,3,10:04.0,,Offensive rebound by Team,46,73
239,3,10:04.0,,D. Howard makes free throw 2 of 2,46,74
240,3,9:46.0,S. Johnson makes 3-pt jump shot from 24 ft (assist by R. Bullock),,49,74
241,3,9:29.0,,Shooting foul by R. Bullock (drawn by M. Kidd-Gilchrist),49,74
242,3,9:29.0,,M. Kidd-Gilchrist misses free throw 1 of 2,49,74
243,3,9:29.0,,Offensive rebound by Team,49,74
244,3,9:29.0,,M. Kidd-Gilchrist misses free throw 2 of 2,49,74
245,3,9:26.0,Defensive rebound by A. Drummond,,49,74
246,3,9:17.0,R. Bullock makes 2-pt jump shot from 12 ft (assist by B. Griffin),,51,74
247,3,8:57.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 13 ft,51,74
248,3,8:55.0,Defensive rebound by I. Smith,,51,74
249,3,8:45.0,A. Drummond misses 2-pt hook shot from 7 ft,,51,74
250,3,8:43.0,,Defensive rebound by D. Howard,51,74
251,3,8:35.0,,Turnover by K. Walker (lost ball; steal by A. Drummond),51,74
252,3,8:35.0,A. Drummond makes 2-pt dunk from 3 ft,,53,74
253,3,8:34.0,,Charlotte full timeout,53,74
254,3,8:19.0,,N. Batum makes 3-pt jump shot from 25 ft (assist by K. Walker),53,77
255,3,8:04.0,I. Smith makes 2-pt jump shot from 4 ft,,55,77
256,3,7:46.0,,Turnover by D. Howard (step out of bounds),55,77
257,3,7:38.0,I. Smith misses 2-pt jump shot from 14 ft,,55,77
258,3,7:35.0,,Defensive rebound by M. Williams,55,77
259,3,7:28.0,,Offensive foul by D. Howard (drawn by A. Drummond),55,77
260,3,7:28.0,,Turnover by D. Howard (offensive foul),55,77
261,3,7:16.0,B. Griffin makes 2-pt layup from 1 ft (assist by I. Smith),,57,77
262,3,7:02.0,,K. Walker misses 2-pt jump shot from 11 ft,57,77
263,3,6:59.0,Defensive rebound by B. Griffin,,57,77
264,3,6:55.0,R. Bullock makes 3-pt jump shot from 26 ft (assist by B. Griffin),,60,77
265,3,6:40.0,,Personal foul by S. Johnson (drawn by N. Batum),60,77
266,3,6:33.0,,M. Williams misses 3-pt jump shot from 25 ft,60,77
267,3,6:26.0,,Offensive rebound by D. Howard,60,77
268,3,6:26.0,,D. Howard misses 2-pt dunk at rim,60,77
269,3,6:25.0,,Offensive rebound by K. Walker,60,77
270,3,6:23.0,,M. Williams makes 3-pt jump shot from 25 ft (assist by K. Walker),60,80
271,3,6:05.0,B. Griffin misses 2-pt jump shot from 17 ft,,60,80
272,3,6:01.0,,Defensive rebound by D. Howard,60,80
273,3,5:51.0,,K. Walker misses 3-pt jump shot from 24 ft,60,80
274,3,5:50.0,,Offensive rebound by D. Howard,60,80
275,3,5:50.0,,Personal foul by A. Drummond (drawn by D. Howard),60,80
276,3,5:44.0,,K. Walker misses 2-pt layup from 2 ft (block by A. Drummond),60,80
277,3,5:44.0,,Offensive rebound by M. Kidd-Gilchrist,60,80
278,3,5:44.0,,Turnover by M. Kidd-Gilchrist (traveling),60,80
279,3,5:32.0,I. Smith misses 2-pt jump shot from 19 ft,,60,80
280,3,5:28.0,,Defensive rebound by M. Williams,60,80
281,3,5:15.0,,N. Batum misses 3-pt jump shot from 22 ft,60,80
282,3,5:12.0,Defensive rebound by S. Johnson,,60,80
283,3,5:05.0,S. Johnson makes 2-pt layup from 1 ft,,62,80
284,3,4:54.0,,Turnover by M. Williams (step out of bounds),62,80
285,3,4:45.0,I. Smith misses 2-pt jump shot from 5 ft (block by K. Walker),,62,80
286,3,4:45.0,Offensive rebound by Team,,62,80
287,3,4:43.0,R. Bullock makes 2-pt jump shot from 15 ft (assist by I. Smith),,64,80
288,3,4:20.0,,D. Howard makes 2-pt dunk from 1 ft (assist by N. Batum),64,82
289,3,4:02.0,B. Griffin misses 2-pt layup from 5 ft (block by N. Batum),,64,82
290,3,3:59.0,,Defensive rebound by M. Williams,64,82
291,3,3:58.0,,Turnover by M. Kidd-Gilchrist (traveling),64,82
292,3,3:58.0,J. Ennis enters the game for S. Johnson,,64,82
293,3,3:45.0,A. Drummond makes 2-pt hook shot from 7 ft (assist by I. Smith),,66,82
294,3,3:28.0,,N. Batum misses 2-pt jump shot from 16 ft (block by J. Ennis),66,82
295,3,3:25.0,Defensive rebound by A. Drummond,,66,82
296,3,3:23.0,Shooting foul by K. Walker (drawn by I. Smith),,66,82
297,3,3:23.0,I. Smith misses free throw 1 of 2,,66,82
298,3,3:23.0,Offensive rebound by Team,,66,82
299,3,3:23.0,,J. Lamb enters the game for M. Williams,66,82
300,3,3:23.0,,F. Kaminsky enters the game for M. Kidd-Gilchrist,66,82
301,3,3:23.0,A. Tolliver enters the game for B. Griffin,,66,82
302,3,3:23.0,I. Smith misses free throw 2 of 2,,66,82
303,3,3:20.0,,Defensive rebound by D. Howard,66,82
304,3,3:12.0,Violation by I. Smith (kicked ball),,66,82
305,3,2:57.0,,K. Walker makes 2-pt jump shot from 13 ft (assist by N. Batum),66,84
306,3,2:37.0,A. Tolliver misses 3-pt jump shot from 28 ft,,66,84
307,3,2:29.0,Offensive rebound by A. Drummond,,66,84
308,3,2:29.0,A. Drummond misses 2-pt layup from 1 ft,,66,84
309,3,2:27.0,,Defensive rebound by N. Batum,66,84
310,3,2:22.0,,F. Kaminsky makes 3-pt jump shot from 26 ft (assist by N. Batum),66,87
311,3,2:07.0,J. Ennis makes 3-pt jump shot from 25 ft (assist by A. Drummond),,69,87
312,3,1:52.0,,K. Walker makes 2-pt layup from 1 ft,69,89
313,3,1:52.0,,Shooting foul by A. Tolliver (drawn by K. Walker),69,89
314,3,1:52.0,Detroit full timeout,,69,89
315,3,1:52.0,,C. Zeller enters the game for D. Howard,69,89
316,3,1:52.0,,K. Walker makes free throw 1 of 1,69,90
317,3,1:32.0,A. Drummond makes 2-pt hook shot from 9 ft (assist by I. Smith),,71,90
318,3,1:19.0,,N. Batum makes 3-pt jump shot from 26 ft (assist by K. Walker),71,93
319,3,1:19.0,,Shooting foul by J. Ennis (drawn by N. Batum),71,93
320,3,1:19.0,,N. Batum makes free throw 1 of 1,71,94
321,3,1:19.0,,M. Carter-Williams enters the game for K. Walker,71,94
322,3,1:19.0,D. Buycks enters the game for I. Smith,,71,94
323,3,1:04.0,J. Ennis misses 3-pt jump shot from 23 ft,,71,94
324,3,0:59.0,,Defensive rebound by M. Carter-Williams,71,94
325,3,0:56.0,,J. Lamb makes 2-pt layup from 3 ft (assist by M. Carter-Williams),71,96
326,3,0:44.0,D. Buycks misses 2-pt jump shot from 12 ft,,71,96
327,3,0:44.0,,Defensive rebound by C. Zeller,71,96
328,3,0:38.0,,Turnover by M. Carter-Williams (step out of bounds),71,96
329,3,0:24.0,R. Bullock misses 2-pt jump shot from 10 ft,,71,96
330,3,0:20.0,,Defensive rebound by N. Batum,71,96
