,QUARTER,TIME_REMAINING,DETROIT_ACTION,CHARLOTTE_ACTION,DETROIT_SCORE,CHARLOTTE_SCORE
331,3,0:00.0,,N. Batum misses 2-pt jump shot from 19 ft,71,96
332,3,0:00.0,,Offensive rebound by Team,71,96
333,4,11:40.0,D. Buycks makes 2-pt layup from 2 ft,,73,96
334,4,11:21.0,,M. Carter-Williams makes 3-pt jump shot from 24 ft (assist by J. Lamb),73,99
335,4,11:08.0,Turnover by A. Tolliver (out of bounds lost ball),,73,99
336,4,10:49.0,,C. Zeller makes 2-pt layup from 8 ft (assist by J. Lamb),73,101
337,4,10:34.0,Personal foul by T. Graham (drawn by S. Johnson),,73,101
338,4,10:25.0,B. Griffin misses 3-pt jump shot from 26 ft,,73,101
339,4,10:22.0,,Defensive rebound by M. Carter-Williams,73,101
340,4,10:14.0,,F. Kaminsky misses 3-pt jump shot from 25 ft,73,101
341,4,10:11.0,Defensive rebound by J. Ennis,,73,101
342,4,10:01.0,B. Griffin makes 2-pt dunk from 2 ft (assist by J. Ennis),,75,101
343,4,9:48.0,,Personal foul by B. Griffin (drawn by J. Lamb),75,101
344,4,9:42.0,,J. Lamb makes 3-pt jump shot from 26 ft,75,104
345,4,9:22.0,B. Griffin misses 2-pt jump shot from 20 ft,,75,104
346,4,9:19.0,,Defensive rebound by F. Kaminsky,75,104
347,4,9:09.0,,F. Kaminsky misses 3-pt jump shot from 25 ft,75,104
348,4,9:09.0,,Offensive rebound by Team,75,104
349,4,9:09.0,Loose ball foul by J. Ennis (drawn by C. Zeller),,75,104
350,4,9:00.0,,Personal foul by J. Ennis (drawn by T. Graham),75,104
351,4,8:47.0,,J. Lamb makes 3-pt jump shot from 23 ft (assist by F. Kaminsky),75,107
352,4,8:33.0,B. Griffin makes 2-pt jump shot from 18 ft (assist by D. Buycks),,77,107
353,4,8:12.0,,M. Carter-Williams makes 2-pt layup from 1 ft,77,109
354,4,8:00.0,Turnover by B. Griffin (traveling),,77,109
355,4,8:00.0,Technical foul by B. Griffin,,77,109
356,4,8:00.0,,F. Kaminsky misses technical free throw,77,109
357,4,8:00.0,,Offensive rebound by Team,77,109
358,4,7:40.0,,F. Kaminsky misses 2-pt jump shot from 2 ft,77,109
359,4,7:35.0,Defensive rebound by A. Tolliver,,77,109
360,4,7:33.0,Shooting foul by J. Lamb (drawn by S. Johnson),,77,109
361,4,7:33.0,S. Johnson makes free throw 1 of 2,,78,109
362,4,7:33.0,E. Moreland enters the game for B. Griffin,,78,109
363,4,7:33.0,S. Johnson makes free throw 2 of 2,,79,109
364,4,7:22.0,,M. Carter-Williams misses 3-pt jump shot from 24 ft,79,109
365,4,7:18.0,Defensive rebound by E. Moreland,,79,109
366,4,7:15.0,S. Johnson makes 2-pt layup from 1 ft,,81,109
367,4,7:15.0,,Charlotte full timeout,81,109
368,4,7:03.0,,J. Lamb misses 2-pt jump shot from 15 ft,81,109
369,4,6:56.0,Defensive rebound by S. Johnson,,81,109
370,4,6:51.0,Turnover by D. Buycks (bad pass; steal by C. Zeller),,81,109
371,4,6:47.0,Technical foul by A. Tolliver,,81,109
372,4,6:47.0,,F. Kaminsky makes flagrant free throw 1 of 2,81,110
373,4,6:47.0,,F. Kaminsky misses flagrant free throw 2 of 2,81,110
374,4,6:47.0,,Offensive rebound by Team,81,110
375,4,6:47.0,H. Ellenson enters the game for A. Tolliver,,81,110
376,4,6:23.0,,C. Zeller misses 2-pt hook shot from 3 ft,81,110
