,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,DALLAS_ACTION,MINNESOTA_SCORE,DALLAS_SCORE
56,1,4:15.0,Shooting foul by S. Mejri (drawn by T. Gibson),,13,20
57,1,4:15.0,T. Gibson makes free throw 1 of 2,,14,20
58,1,4:15.0,T. Gibson makes free throw 2 of 2,,15,20
59,1,3:52.0,,Y. Ferrell misses 3-pt jump shot from 22 ft,15,20
60,1,3:50.0,Defensive rebound by K. Towns,,15,20
61,1,3:38.0,Turnover by J. Teague (bad pass; steal by S. Mejri),,15,20
62,1,3:36.0,,Y. Ferrell makes 2-pt layup at rim,15,22
63,1,3:36.0,,Shooting foul by J. Butler (drawn by Y. Ferrell),15,22
64,1,3:36.0,T. Jones enters the game for J. Teague,,15,22
65,1,3:36.0,N. Bjelica enters the game for T. Gibson,,15,22
66,1,3:36.0,,Y. Ferrell misses free throw 1 of 1,15,22
67,1,3:34.0,,Offensive rebound by S. Mejri,15,22
68,1,3:32.0,,Y. Ferrell makes 3-pt jump shot from 25 ft (assist by S. Mejri),15,25
69,1,3:17.0,Turnover by A. Wiggins (lost ball; steal by D. Smith),,15,25
70,1,2:57.0,,W. Matthews misses 3-pt jump shot from 25 ft,15,25
71,1,2:53.0,Defensive rebound by K. Towns,,15,25
72,1,2:47.0,N. Bjelica makes 2-pt jump shot from 12 ft (assist by T. Jones),,17,25
73,1,2:46.0,,Dallas full timeout,17,25
74,1,2:46.0,,D. Harris enters the game for D. Smith,17,25
75,1,2:46.0,,H. Barnes enters the game for W. Matthews,17,25
76,1,2:46.0,,J. Barea enters the game for M. Kleber,17,25
77,1,2:46.0,J. Crawford enters the game for J. Butler,,17,25
78,1,2:46.0,G. Dieng enters the game for K. Towns,,17,25
79,1,2:22.0,,D. Harris makes 2-pt layup from 1 ft,17,27
80,1,1:59.0,G. Dieng misses 2-pt jump shot from 13 ft,,17,27
81,1,1:56.0,Offensive rebound by N. Bjelica,,17,27
82,1,1:56.0,N. Bjelica makes 2-pt layup at rim,,19,27
83,1,1:38.0,,D. Harris misses 3-pt jump shot from 27 ft,19,27
84,1,1:36.0,Defensive rebound by N. Bjelica,,19,27
85,1,1:27.0,Shooting block foul by Y. Ferrell (drawn by G. Dieng),,19,27
86,1,1:27.0,G. Dieng makes free throw 1 of 2,,20,27
87,1,1:27.0,G. Dieng makes free throw 2 of 2,,21,27
88,1,1:05.0,,S. Mejri makes 2-pt layup at rim (assist by D. Harris),21,29
89,1,0:47.0,J. Crawford makes 3-pt jump shot from 23 ft (assist by T. Jones),,24,29
90,1,0:34.0,,Personal foul by N. Bjelica (drawn by H. Barnes),24,29
91,1,0:32.0,,H. Barnes misses 3-pt jump shot from 25 ft,24,29
92,1,0:30.0,Defensive rebound by A. Wiggins,,24,29
93,1,0:07.0,A. Wiggins misses 2-pt jump shot from 7 ft,,24,29
94,1,0:04.0,Offensive rebound by G. Dieng,,24,29
95,1,0:04.0,G. Dieng misses 2-pt layup at rim,,24,29
96,1,0:03.0,,Defensive rebound by Y. Ferrell,24,29
97,1,0:00.0,,J. Barea misses 3-pt jump shot from 30 ft,24,29
98,1,0:00.0,,Offensive rebound by Team,24,29
99,2,11:45.0,,D. Nowitzki makes 2-pt jump shot from 19 ft (assist by D. Harris),24,31
100,2,11:28.0,J. Crawford makes 2-pt jump shot from 18 ft,,26,31
101,2,11:18.0,,Shooting foul by T. Jones (drawn by J. Barea),26,31
102,2,11:18.0,,J. Barea makes free throw 1 of 2,26,32
103,2,11:18.0,,J. Barea makes free throw 2 of 2,26,33
104,2,11:05.0,J. Crawford misses 3-pt jump shot from 24 ft,,26,33
105,2,11:03.0,,Defensive rebound by Team,26,33
106,2,11:03.0,Loose ball foul by G. Dieng (drawn by D. Nowitzki),,26,33
107,2,10:50.0,,D. Nowitzki misses 3-pt jump shot from 25 ft,26,33
108,2,10:46.0,,Offensive rebound by D. Harris,26,33
109,2,10:44.0,,D. Powell makes 2-pt layup from 1 ft (assist by D. Harris),26,35
110,2,10:36.0,T. Jones misses 2-pt jump shot from 11 ft,,26,35
111,2,10:33.0,,Defensive rebound by D. Nowitzki,26,35
112,2,10:27.0,,D. Harris misses 2-pt layup from 3 ft,26,35
113,2,10:25.0,Defensive rebound by N. Bjelica,,26,35
114,2,10:12.0,T. Jones misses 3-pt jump shot from 24 ft,,26,35
115,2,10:12.0,,Defensive rebound by D. Harris,26,35
116,2,10:12.0,Loose ball foul by S. Muhammad (drawn by D. Harris),,26,35
117,2,10:12.0,J. Butler enters the game for N. Bjelica,,26,35
118,2,10:00.0,,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by D. Harris),26,38
119,2,9:42.0,J. Butler misses 2-pt jump shot from 9 ft,,26,38
120,2,9:40.0,Offensive rebound by S. Muhammad,,26,38
121,2,9:40.0,Shooting foul by D. Nowitzki (drawn by S. Muhammad),,26,38
122,2,9:40.0,S. Muhammad misses free throw 1 of 2,,26,38
123,2,9:40.0,Offensive rebound by Team,,26,38
124,2,9:40.0,S. Muhammad makes free throw 2 of 2,,27,38
125,2,9:24.0,,Turnover by Y. Ferrell (bad pass; steal by J. Butler),27,38
126,2,9:13.0,G. Dieng misses 3-pt jump shot from 23 ft,,27,38
127,2,9:09.0,,Defensive rebound by D. Nowitzki,27,38
128,2,9:03.0,,Personal foul by T. Jones (drawn by D. Nowitzki),27,38
129,2,9:03.0,J. Teague enters the game for T. Jones,,27,38
130,2,9:03.0,K. Towns enters the game for G. Dieng,,27,38
131,2,8:50.0,,D. Harris misses 3-pt jump shot from 22 ft,27,38
132,2,8:46.0,Defensive rebound by K. Towns,,27,38
133,2,8:41.0,Turnover by J. Crawford (bad pass),,27,38
134,2,8:32.0,,D. Harris makes 2-pt layup from 1 ft (assist by J. Barea),27,40
135,2,8:19.0,S. Muhammad misses 3-pt jump shot from 26 ft,,27,40
136,2,8:19.0,,Defensive rebound by Y. Ferrell,27,40
137,2,8:09.0,,Turnover by J. Barea (bad pass),27,40
138,2,8:09.0,,H. Barnes enters the game for D. Powell,27,40
139,2,8:09.0,A. Wiggins enters the game for J. Crawford,,27,40
140,2,8:09.0,T. Gibson enters the game for S. Muhammad,,27,40
141,2,7:54.0,J. Teague misses 2-pt jump shot from 11 ft,,27,40
142,2,7:53.0,Offensive rebound by Team,,27,40
143,2,7:53.0,,W. Matthews enters the game for D. Harris,27,40
144,2,7:53.0,,M. Kleber enters the game for D. Nowitzki,27,40
145,2,7:44.0,J. Teague misses 3-pt jump shot from 24 ft,,27,40
146,2,7:41.0,,Defensive rebound by Y. Ferrell,27,40
147,2,7:36.0,,Y. Ferrell misses 2-pt jump shot from 16 ft,27,40
148,2,7:34.0,Defensive rebound by Team,,27,40
149,2,7:22.0,K. Towns makes 2-pt hook shot from 4 ft (assist by J. Teague),,29,40
150,2,7:20.0,,Dallas full timeout,29,40
151,2,7:20.0,,D. Smith enters the game for Y. Ferrell,29,40
152,2,7:06.0,,H. Barnes makes 3-pt jump shot from 25 ft (assist by J. Barea),29,43
153,2,6:51.0,Personal foul by M. Kleber (drawn by K. Towns),,29,43
154,2,6:39.0,A. Wiggins misses 3-pt jump shot from 23 ft,,29,43
155,2,6:35.0,,Defensive rebound by M. Kleber,29,43
156,2,6:27.0,,W. Matthews misses 2-pt jump shot from 9 ft,29,43
157,2,6:24.0,,Offensive rebound by M. Kleber,29,43
158,2,6:24.0,,M. Kleber misses 2-pt layup at rim,29,43
159,2,6:23.0,Defensive rebound by T. Gibson,,29,43
160,2,6:23.0,Personal foul by W. Matthews (drawn by A. Wiggins),,29,43
161,2,6:08.0,K. Towns misses 3-pt jump shot from 26 ft,,29,43
162,2,6:06.0,,Defensive rebound by Team,29,43
163,2,5:46.0,,J. Barea misses 3-pt jump shot from 25 ft,29,43
164,2,5:44.0,Defensive rebound by Team,,29,43
165,2,5:31.0,Shooting foul by J. Barea (drawn by T. Gibson),,29,43
166,2,5:31.0,T. Gibson makes free throw 1 of 2,,30,43
167,2,5:31.0,,D. Harris enters the game for J. Barea,30,43
168,2,5:31.0,T. Gibson makes free throw 2 of 2,,31,43
169,2,5:17.0,,Turnover by D. Smith (lost ball; steal by A. Wiggins),31,43
170,2,5:05.0,K. Towns misses 3-pt jump shot from 24 ft,,31,43
171,2,5:03.0,Offensive rebound by A. Wiggins,,31,43
172,2,5:03.0,Personal foul by D. Harris (drawn by A. Wiggins),,31,43
173,2,5:03.0,A. Wiggins makes free throw 1 of 2,,32,43
174,2,5:03.0,A. Wiggins makes free throw 2 of 2,,33,43
175,2,4:48.0,,D. Smith misses 2-pt jump shot from 14 ft,33,43
176,2,4:46.0,,Offensive rebound by D. Harris,33,43
177,2,4:46.0,,Personal foul by A. Wiggins (drawn by D. Harris),33,43
178,2,4:46.0,,D. Harris makes free throw 1 of 2,33,44
179,2,4:46.0,,D. Harris makes free throw 2 of 2,33,45
180,2,4:25.0,Turnover by T. Gibson (out of bounds lost ball),,33,45
181,2,4:03.0,,D. Smith misses 3-pt jump shot from 25 ft,33,45
182,2,4:00.0,Defensive rebound by T. Gibson,,33,45
183,2,3:52.0,J. Butler misses 2-pt jump shot from 10 ft,,33,45
184,2,3:50.0,,Defensive rebound by D. Smith,33,45
185,2,3:48.0,,Personal block foul by J. Teague (drawn by D. Smith),33,45
186,2,3:48.0,,D. Smith makes free throw 1 of 2,33,46
187,2,3:48.0,,D. Smith makes free throw 2 of 2,33,47
188,2,3:26.0,J. Butler makes 2-pt jump shot from 13 ft,,35,47
189,2,3:11.0,,H. Barnes misses 3-pt jump shot from 25 ft,35,47
190,2,3:07.0,Defensive rebound by A. Wiggins,,35,47
191,2,3:01.0,A. Wiggins misses 2-pt jump shot from 18 ft,,35,47
192,2,3:00.0,Offensive rebound by T. Gibson,,35,47
193,2,3:00.0,,Loose ball foul by D. Harris (drawn by T. Gibson),35,47
194,2,3:00.0,T. Gibson makes free throw 1 of 2,,36,47
195,2,3:00.0,,D. Nowitzki enters the game for D. Harris,36,47
196,2,3:00.0,T. Gibson makes free throw 2 of 2,,37,47
197,2,2:43.0,,Shooting foul by K. Towns (drawn by H. Barnes),37,47
198,2,2:43.0,Minnesota full timeout,,37,47
199,2,2:43.0,,H. Barnes makes free throw 1 of 2,37,48
200,2,2:43.0,,H. Barnes makes free throw 2 of 2,37,49
201,2,2:32.0,A. Wiggins misses 2-pt jump shot from 18 ft,,37,49
202,2,2:28.0,,Defensive rebound by M. Kleber,37,49
203,2,2:15.0,,Turnover by M. Kleber (bad pass; steal by A. Wiggins),37,49
204,2,2:07.0,J. Butler makes 3-pt jump shot from 23 ft (assist by J. Teague),,40,49
205,2,1:44.0,,W. Matthews misses 2-pt jump shot from 13 ft,40,49
206,2,1:37.0,Defensive rebound by J. Butler,,40,49
207,2,1:23.0,J. Teague makes 3-pt jump shot from 25 ft (assist by J. Butler),,43,49
208,2,1:21.0,,Dallas full timeout,43,49
209,2,1:06.0,,H. Barnes makes 2-pt jump shot from 8 ft,43,51
210,2,0:43.0,J. Butler misses 3-pt jump shot from 24 ft,,43,51
211,2,0:41.0,,Defensive rebound by W. Matthews,43,51
212,2,0:32.0,,D. Smith misses 2-pt layup at rim,43,51
213,2,0:32.0,,Offensive rebound by D. Smith,43,51
214,2,0:32.0,,D. Smith makes 2-pt layup at rim,43,53
215,2,0:12.0,A. Wiggins misses 3-pt jump shot from 24 ft,,43,53
216,2,0:08.0,Offensive rebound by J. Teague,,43,53
217,2,0:07.0,J. Teague misses 3-pt jump shot from 25 ft,,43,53
218,2,0:07.0,,Defensive rebound by D. Nowitzki,43,53
219,2,0:05.0,Loose ball foul by K. Towns (drawn by D. Nowitzki),,43,53
220,2,0:05.0,,D. Nowitzki makes free throw 1 of 2,43,54
221,2,0:05.0,,D. Nowitzki makes free throw 2 of 2,43,55
222,2,0:00.0,J. Butler misses 3-pt jump shot from 25 ft,,43,55
223,2,0:00.0,Offensive rebound by Team,,43,55
224,3,11:41.0,,D. Smith misses 2-pt dunk from 2 ft,43,55
225,3,11:37.0,,Offensive rebound by Team,43,55
226,3,11:21.0,,W. Matthews misses 2-pt jump shot from 14 ft,43,55
227,3,11:21.0,,Offensive rebound by Team,43,55
228,3,11:16.0,,D. Nowitzki makes 2-pt jump shot from 21 ft (assist by D. Smith),43,57
229,3,10:54.0,A. Wiggins makes 2-pt jump shot from 22 ft,,45,57
230,3,10:38.0,,D. Nowitzki misses 2-pt jump shot from 21 ft,45,57
231,3,10:34.0,Defensive rebound by K. Towns,,45,57
232,3,10:27.0,Turnover by J. Teague (bad pass),,45,57
233,3,10:16.0,,W. Matthews misses 3-pt jump shot from 24 ft,45,57
234,3,10:14.0,Defensive rebound by T. Gibson,,45,57
235,3,10:00.0,Turnover by J. Butler (traveling),,45,57
236,3,9:42.0,,H. Barnes misses 2-pt jump shot from 14 ft,45,57
237,3,9:40.0,Defensive rebound by J. Butler,,45,57
238,3,9:34.0,K. Towns makes 3-pt jump shot from 26 ft (assist by J. Butler),,48,57
239,3,9:24.0,,Turnover by D. Smith (out of bounds lost ball),48,57
240,3,9:10.0,T. Gibson misses 2-pt jump shot from 4 ft,,48,57
241,3,9:08.0,Offensive rebound by T. Gibson,,48,57
242,3,9:08.0,T. Gibson makes 2-pt layup at rim,,50,57
243,3,8:44.0,,D. Smith misses 3-pt jump shot from 25 ft,50,57
244,3,8:35.0,Defensive rebound by A. Wiggins,,50,57
245,3,8:28.0,A. Wiggins misses 3-pt jump shot from 25 ft,,50,57
246,3,8:28.0,,Defensive rebound by D. Smith,50,57
247,3,8:06.0,,D. Nowitzki makes 2-pt jump shot from 10 ft (assist by W. Matthews),50,59
248,3,7:53.0,J. Teague makes 2-pt jump shot from 16 ft (assist by T. Gibson),,52,59
249,3,7:34.0,,Turnover by D. Smith (lost ball; steal by J. Butler),52,59
250,3,7:28.0,A. Wiggins makes 3-pt jump shot from 27 ft (assist by J. Teague),,55,59
251,3,7:26.0,,Dallas full timeout,55,59
252,3,7:03.0,,H. Barnes misses 2-pt jump shot from 17 ft,55,59
253,3,7:00.0,Defensive rebound by K. Towns,,55,59
254,3,6:52.0,A. Wiggins makes 2-pt layup from 1 ft,,57,59
255,3,6:40.0,,W. Matthews makes 2-pt jump shot from 17 ft,57,61
256,3,6:28.0,J. Teague makes 2-pt layup from 2 ft,,59,61
257,3,6:11.0,,W. Matthews misses 3-pt jump shot from 24 ft,59,61
258,3,6:08.0,Defensive rebound by J. Butler,,59,61
259,3,5:50.0,J. Teague makes 3-pt jump shot from 24 ft (assist by T. Gibson),,62,61
260,3,5:26.0,,D. Smith misses 3-pt jump shot from 26 ft,62,61
261,3,5:22.0,Defensive rebound by T. Gibson,,62,61
262,3,5:16.0,Personal foul by D. Smith (drawn by J. Teague),,62,61
263,3,5:16.0,,J. Barea enters the game for D. Smith,62,61
264,3,5:16.0,,D. Harris enters the game for D. Nowitzki,62,61
265,3,5:00.0,T. Gibson makes 2-pt jump shot from 10 ft (assist by J. Teague),,64,61
266,3,4:41.0,,H. Barnes makes 2-pt layup at rim,64,63
267,3,4:26.0,J. Teague makes 2-pt jump shot from 18 ft,,66,63
268,3,4:06.0,,Turnover by H. Barnes (lost ball; steal by K. Towns),66,63
269,3,3:56.0,J. Butler makes 3-pt jump shot from 25 ft (assist by K. Towns),,69,63
270,3,3:56.0,Shooting foul by W. Matthews (drawn by J. Butler),,69,63
271,3,3:56.0,,S. Mejri enters the game for M. Kleber,69,63
272,3,3:56.0,J. Butler makes free throw 1 of 1,,70,63
273,3,3:43.0,,J. Barea makes 3-pt jump shot from 24 ft (assist by W. Matthews),70,66
274,3,3:29.0,K. Towns misses 3-pt jump shot from 25 ft,,70,66
275,3,3:26.0,,Defensive rebound by H. Barnes,70,66
276,3,3:09.0,,Offensive foul by D. Harris (drawn by J. Teague),70,66
277,3,3:09.0,,Turnover by D. Harris (offensive foul),70,66
278,3,2:58.0,K. Towns misses 2-pt layup from 1 ft (block by S. Mejri),,70,66
279,3,2:57.0,,Defensive rebound by Team,70,66
280,3,2:57.0,Loose ball foul by K. Towns (drawn by J. Barea),,70,66
281,3,2:57.0,Minnesota full timeout,,70,66
282,3,2:43.0,,D. Harris makes 3-pt jump shot from 25 ft (assist by J. Barea),70,69
283,3,2:25.0,A. Wiggins misses 2-pt jump shot from 16 ft,,70,69
284,3,2:23.0,Offensive rebound by K. Towns,,70,69
285,3,2:23.0,Shooting foul by H. Barnes (drawn by K. Towns),,70,69
286,3,2:23.0,K. Towns makes free throw 1 of 2,,71,69
287,3,2:23.0,T. Jones enters the game for J. Teague,,71,69
288,3,2:23.0,K. Towns makes free throw 2 of 2,,72,69
289,3,2:00.0,,Shooting block foul by J. Butler (drawn by H. Barnes),72,69
290,3,2:00.0,,H. Barnes misses free throw 1 of 2,72,69
291,3,2:00.0,,Offensive rebound by Team,72,69
292,3,2:00.0,G. Dieng enters the game for K. Towns,,72,69
293,3,2:00.0,,H. Barnes makes free throw 2 of 2,72,70
294,3,1:44.0,A. Wiggins makes 2-pt layup from 1 ft (assist by G. Dieng),,74,70
295,3,1:38.0,Offensive charge foul by D. Harris (drawn by T. Jones),,74,70
296,3,1:38.0,,Turnover by D. Harris (offensive foul),74,70
297,3,1:38.0,,Y. Ferrell enters the game for D. Harris,74,70
298,3,1:19.0,J. Butler misses 2-pt jump shot from 18 ft (block by W. Matthews),,74,70
299,3,1:16.0,,Defensive rebound by S. Mejri,74,70
300,3,1:07.0,,W. Matthews misses 3-pt jump shot from 23 ft,74,70
301,3,1:03.0,Defensive rebound by J. Butler,,74,70
302,3,0:52.0,Offensive foul by G. Dieng (drawn by W. Matthews),,74,70
303,3,0:52.0,Turnover by G. Dieng (offensive foul),,74,70
304,3,0:31.0,,H. Barnes misses 3-pt jump shot from 26 ft,74,70
305,3,0:29.0,Defensive rebound by T. Gibson,,74,70
306,3,0:12.0,J. Butler misses 2-pt jump shot from 9 ft,,74,70
307,3,0:11.0,,Defensive rebound by S. Mejri,74,70
308,3,0:11.0,,Personal foul by G. Dieng (drawn by S. Mejri),74,70
309,3,0:11.0,,S. Mejri makes free throw 1 of 2,74,71
310,3,0:11.0,K. Towns enters the game for G. Dieng,,74,71
311,3,0:11.0,,S. Mejri makes free throw 2 of 2,74,72
312,3,0:05.0,Personal take foul by J. Barea (drawn by A. Wiggins),,74,72
313,3,0:05.0,,A. Cleveland enters the game for J. Barea,74,72
314,3,0:00.0,J. Butler misses 2-pt jump shot from 20 ft,,74,72
315,3,0:00.0,Offensive rebound by Team,,74,72
316,4,11:43.0,J. Crawford misses 2-pt jump shot from 17 ft,,74,72
317,4,11:39.0,,Defensive rebound by Y. Ferrell,74,72
318,4,11:21.0,,D. Nowitzki makes 2-pt jump shot from 13 ft (assist by J. Barea),74,74
319,4,11:03.0,T. Jones makes 2-pt jump shot from 9 ft,,76,74
320,4,10:50.0,,D. Nowitzki misses 3-pt jump shot from 25 ft,76,74
321,4,10:47.0,Defensive rebound by S. Muhammad,,76,74
322,4,10:37.0,Offensive foul by K. Towns (drawn by J. Barea),,76,74
323,4,10:37.0,Turnover by K. Towns (offensive foul),,76,74
324,4,10:23.0,,J. Barea misses 3-pt jump shot from 24 ft,76,74
325,4,10:15.0,,Offensive rebound by S. Mejri,76,74
326,4,10:15.0,,S. Mejri makes 2-pt dunk at rim,76,76
327,4,10:03.0,S. Muhammad misses 3-pt jump shot from 27 ft,,76,76
328,4,9:59.0,,Defensive rebound by A. Cleveland,76,76
329,4,9:51.0,,A. Cleveland misses 2-pt jump shot from 19 ft,76,76
330,4,9:51.0,Defensive rebound by T. Jones,,76,76
331,4,9:41.0,J. Crawford makes 3-pt jump shot from 25 ft (assist by T. Jones),,79,76
332,4,9:29.0,,J. Barea misses 3-pt jump shot from 25 ft,79,76
333,4,9:29.0,Defensive rebound by K. Towns,,79,76
334,4,9:20.0,Shooting foul by A. Cleveland (drawn by J. Crawford),,79,76
335,4,9:20.0,J. Crawford makes free throw 1 of 2,,80,76
336,4,9:20.0,J. Crawford makes free throw 2 of 2,,81,76
337,4,9:08.0,,D. Nowitzki misses 2-pt jump shot from 16 ft,81,76
338,4,9:08.0,Defensive rebound by T. Jones,,81,76
339,4,9:00.0,Personal foul by A. Cleveland (drawn by J. Crawford),,81,76
340,4,9:00.0,,D. Harris enters the game for A. Cleveland,81,76
341,4,8:56.0,T. Jones misses 2-pt jump shot from 10 ft,,81,76
342,4,8:53.0,,Defensive rebound by D. Nowitzki,81,76
343,4,8:44.0,,D. Nowitzki misses 3-pt jump shot from 25 ft,81,76
344,4,8:39.0,Defensive rebound by K. Towns,,81,76
345,4,8:34.0,N. Bjelica misses 3-pt jump shot from 24 ft,,81,76
346,4,8:32.0,,Defensive rebound by J. Barea,81,76
347,4,8:25.0,,J. Barea makes 2-pt layup from 1 ft,81,78
348,4,8:24.0,Minnesota full timeout,,81,78
349,4,8:24.0,J. Teague enters the game for T. Jones,,81,78
350,4,8:24.0,J. Butler enters the game for S. Muhammad,,81,78
351,4,8:10.0,J. Crawford makes 2-pt jump shot from 18 ft (assist by N. Bjelica),,83,78
352,4,7:52.0,,D. Harris misses 2-pt layup from 2 ft,83,78
353,4,7:50.0,Defensive rebound by J. Teague,,83,78
354,4,7:37.0,N. Bjelica makes 3-pt jump shot from 26 ft (assist by J. Teague),,86,78
355,4,7:35.0,,Dallas full timeout,86,78
356,4,7:35.0,,H. Barnes enters the game for Y. Ferrell,86,78
357,4,7:35.0,,W. Matthews enters the game for D. Harris,86,78
358,4,7:35.0,,D. Smith enters the game for D. Nowitzki,86,78
359,4,7:35.0,,M. Kleber enters the game for S. Mejri,86,78
360,4,7:35.0,T. Gibson enters the game for N. Bjelica,,86,78
361,4,7:21.0,,J. Barea misses 2-pt jump shot from 12 ft,86,78
362,4,7:19.0,,Offensive rebound by Team,86,78
363,4,7:10.0,,J. Barea misses 3-pt jump shot from 25 ft,86,78
364,4,7:07.0,Defensive rebound by J. Butler,,86,78
365,4,6:52.0,Shooting block foul by M. Kleber (drawn by K. Towns),,86,78
366,4,6:52.0,K. Towns makes free throw 1 of 2,,87,78
367,4,6:52.0,K. Towns misses free throw 2 of 2,,87,78
368,4,6:49.0,,Defensive rebound by H. Barnes,87,78
369,4,6:40.0,,J. Barea misses 2-pt jump shot from 11 ft,87,78
370,4,6:36.0,Defensive rebound by K. Towns,,87,78
371,4,6:16.0,J. Butler makes 3-pt jump shot from 23 ft (assist by J. Teague),,90,78
372,4,6:03.0,,Personal foul by J. Teague (drawn by H. Barnes),90,78
373,4,6:03.0,A. Wiggins enters the game for J. Crawford,,90,78
374,4,5:57.0,,H. Barnes misses 3-pt jump shot from 26 ft,90,78
375,4,5:53.0,Defensive rebound by J. Butler,,90,78
376,4,5:36.0,J. Teague makes 3-pt jump shot from 26 ft (assist by J. Butler),,93,78
377,4,5:35.0,,Dallas full timeout,93,78
378,4,5:35.0,,Y. Ferrell enters the game for J. Barea,93,78
379,4,5:35.0,,N. Noel enters the game for M. Kleber,93,78
380,4,5:24.0,,N. Noel makes 2-pt layup from 1 ft (assist by D. Smith),93,80
381,4,5:00.0,J. Butler misses 2-pt jump shot from 20 ft,,93,80
382,4,4:58.0,Offensive rebound by K. Towns,,93,80
383,4,4:57.0,K. Towns makes 2-pt layup at rim,,95,80
384,4,4:38.0,,D. Smith misses 2-pt jump shot from 14 ft,95,80
385,4,4:38.0,Defensive rebound by J. Teague,,95,80
386,4,4:15.0,J. Butler makes 2-pt jump shot from 17 ft (assist by J. Teague),,97,80
