,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,PORTLAND_ACTION,LA CLIPPERS_SCORE,PORTLAND_SCORE
39,1,7:32.0,,J. Nurkić misses 2-pt layup from 1 ft (block by D. Gallinari),6,5
40,1,7:30.0,Defensive rebound by T. Harris,,6,5
41,1,7:27.0,T. Wallace makes 2-pt layup from 1 ft (assist by T. Harris),,8,5
42,1,7:07.0,,J. Nurkić makes 2-pt dunk at rim (assist by D. Lillard),8,7
43,1,6:50.0,Turnover by D. Jordan (bad pass; steal by J. Nurkić),,8,7
44,1,6:44.0,,C. McCollum makes 2-pt jump shot from 12 ft,8,9
45,1,6:23.0,D. Jordan makes 2-pt dunk at rim (assist by T. Harris),,10,9
46,1,6:14.0,,E. Turner makes 2-pt jump shot from 15 ft,10,11
47,1,5:55.0,A. Rivers misses 2-pt layup at rim,,10,11
48,1,5:51.0,Offensive rebound by D. Jordan,,10,11
49,1,5:51.0,D. Jordan misses 2-pt layup at rim,,10,11
50,1,5:50.0,,Defensive rebound by A. Aminu,10,11
51,1,5:47.0,,J. Nurkić misses 2-pt layup from 2 ft (block by T. Harris),10,11
52,1,5:47.0,,Offensive rebound by Team,10,11
53,1,5:47.0,,Portland full timeout,10,11
54,1,5:47.0,L. Williams enters the game for D. Gallinari,,10,11
55,1,5:35.0,,E. Turner misses 3-pt jump shot from 24 ft,10,11
56,1,5:33.0,Defensive rebound by D. Jordan,,10,11
57,1,5:20.0,T. Harris misses 2-pt hook shot from 4 ft,,10,11
58,1,5:15.0,,Defensive rebound by A. Aminu,10,11
59,1,5:11.0,,C. McCollum makes 2-pt layup at rim,10,13
60,1,4:56.0,L. Williams makes 2-pt jump shot from 18 ft,,12,13
61,1,4:33.0,,A. Aminu makes 2-pt jump shot from 2 ft (assist by E. Turner),12,15
62,1,4:26.0,D. Jordan makes 2-pt dunk at rim (assist by L. Williams),,14,15
63,1,4:04.0,,D. Lillard makes 2-pt layup from 1 ft,14,17
64,1,3:51.0,L. Williams makes 2-pt jump shot from 4 ft (assist by T. Wallace),,16,17
65,1,3:27.0,,C. McCollum misses 3-pt jump shot from 27 ft,16,17
66,1,3:23.0,,Offensive rebound by A. Aminu,16,17
67,1,3:14.0,,J. Nurkić makes 2-pt dunk at rim (assist by A. Aminu),16,19
68,1,2:59.0,L. Williams makes 2-pt jump shot from 10 ft,,18,19
69,1,2:41.0,,J. Nurkić makes 2-pt hook shot from 1 ft (assist by D. Lillard),18,21
70,1,2:22.0,Shooting foul by J. Nurkić (drawn by A. Rivers),,18,21
71,1,2:22.0,LA Clippers full timeout,,18,21
72,1,2:22.0,,S. Napier enters the game for E. Turner,18,21
73,1,2:22.0,,E. Davis enters the game for C. McCollum,18,21
74,1,2:22.0,,Z. Collins enters the game for A. Aminu,18,21
75,1,2:22.0,,P. Connaughton enters the game for J. Nurkić,18,21
76,1,2:22.0,M. Harrell enters the game for D. Jordan,,18,21
77,1,2:22.0,W. Johnson enters the game for T. Wallace,,18,21
78,1,2:22.0,A. Rivers misses free throw 1 of 2,,18,21
79,1,2:22.0,Offensive rebound by Team,,18,21
80,1,2:22.0,A. Rivers makes free throw 2 of 2,,19,21
81,1,1:59.0,,Turnover by S. Napier (bad pass; steal by A. Rivers),19,21
82,1,1:51.0,A. Rivers misses 2-pt layup from 2 ft,,19,21
83,1,1:49.0,,Defensive rebound by S. Napier,19,21
84,1,1:37.0,,Personal foul by W. Johnson (drawn by D. Lillard),19,21
85,1,1:27.0,,D. Lillard makes 2-pt layup from 2 ft,19,23
86,1,1:11.0,L. Williams misses 2-pt jump shot from 19 ft,,19,23
87,1,1:09.0,,Defensive rebound by E. Davis,19,23
88,1,1:02.0,,Turnover by Z. Collins (out of bounds lost ball),19,23
89,1,1:02.0,D. Gallinari enters the game for T. Harris,,19,23
90,1,0:48.0,L. Williams makes 2-pt jump shot from 3 ft,,21,23
91,1,0:32.0,,Shooting block foul by M. Harrell (drawn by D. Lillard),21,23
92,1,0:32.0,,D. Lillard makes free throw 1 of 2,21,24
93,1,0:32.0,,D. Lillard makes free throw 2 of 2,21,25
94,1,0:10.0,Shooting foul by Z. Collins (drawn by M. Harrell),,21,25
95,1,0:10.0,M. Harrell makes free throw 1 of 2,,22,25
96,1,0:10.0,,C. McCollum enters the game for Z. Collins,22,25
97,1,0:10.0,C. Williams enters the game for L. Williams,,22,25
98,1,0:10.0,M. Harrell makes free throw 2 of 2,,23,25
99,1,0:10.0,S. Thornwell enters the game for D. Gallinari,,23,25
100,1,0:03.0,,Personal foul by A. Rivers (drawn by D. Lillard),23,25
101,1,0:03.0,,D. Lillard misses free throw 1 of 2,23,25
102,1,0:03.0,,Offensive rebound by Team,23,25
103,1,0:03.0,L. Williams enters the game for C. Williams,,23,25
104,1,0:03.0,,D. Lillard makes free throw 2 of 2,23,26
105,1,0:00.0,M. Harrell misses 2-pt jump shot from 21 ft,,23,26
106,1,0:00.0,Offensive rebound by Team,,23,26
107,2,11:42.0,,Z. Collins makes 2-pt layup from 1 ft,23,28
108,2,11:30.0,Def 3 sec tech foul by E. Davis,,23,28
109,2,11:30.0,D. Gallinari misses technical free throw,,23,28
110,2,11:30.0,Offensive rebound by Team,,23,28
111,2,11:22.0,L. Williams makes 2-pt jump shot from 9 ft,,25,28
112,2,11:09.0,,C. McCollum misses 2-pt jump shot from 2 ft,25,28
113,2,11:07.0,Defensive rebound by T. Wallace,,25,28
114,2,10:56.0,M. Harrell misses 2-pt hook shot from 2 ft,,25,28
115,2,10:55.0,,Defensive rebound by E. Davis,25,28
116,2,10:48.0,,E. Davis misses 2-pt dunk at rim,25,28
117,2,10:48.0,Defensive rebound by Team,,25,28
118,2,10:36.0,M. Harrell makes 2-pt dunk from 1 ft (assist by C. Williams),,27,28
119,2,10:18.0,,S. Napier misses 3-pt jump shot from 25 ft,27,28
120,2,10:16.0,Defensive rebound by T. Wallace,,27,28
121,2,10:10.0,D. Gallinari makes 3-pt jump shot from 23 ft (assist by C. Williams),,30,28
122,2,9:53.0,,S. Napier makes 3-pt jump shot from 27 ft (assist by Z. Collins),30,31
123,2,9:41.0,T. Wallace misses 2-pt jump shot from 4 ft,,30,31
124,2,9:39.0,,Defensive rebound by E. Davis,30,31
125,2,9:33.0,,Z. Collins makes 2-pt dunk at rim (assist by S. Napier),30,33
126,2,9:11.0,Shooting foul by C. McCollum (drawn by D. Gallinari),,30,33
127,2,9:11.0,D. Gallinari misses free throw 1 of 2,,30,33
128,2,9:11.0,Offensive rebound by Team,,30,33
129,2,9:11.0,D. Gallinari makes free throw 2 of 2,,31,33
130,2,8:53.0,,S. Napier misses 2-pt jump shot from 21 ft,31,33
131,2,8:50.0,,Offensive rebound by S. Napier,31,33
132,2,8:48.0,,E. Davis makes 2-pt dunk from 1 ft (assist by S. Napier),31,35
133,2,8:36.0,L. Williams misses 2-pt layup at rim (block by E. Davis),,31,35
134,2,8:34.0,,Defensive rebound by S. Napier,31,35
135,2,8:30.0,,P. Connaughton misses 3-pt jump shot from 25 ft,31,35
136,2,8:27.0,,Offensive rebound by E. Davis,31,35
137,2,8:26.0,,Z. Collins makes 2-pt dunk at rim (assist by E. Davis),31,37
138,2,8:26.0,LA Clippers full timeout,,31,37
139,2,8:26.0,S. Thornwell enters the game for C. Williams,,31,37
140,2,8:09.0,L. Williams misses 2-pt layup from 1 ft,,31,37
141,2,8:07.0,Offensive rebound by L. Williams,,31,37
142,2,8:04.0,S. Thornwell misses 2-pt jump shot from 5 ft,,31,37
143,2,8:01.0,,Defensive rebound by E. Davis,31,37
144,2,7:55.0,,Z. Collins makes 2-pt dunk from 1 ft (assist by C. McCollum),31,39
145,2,7:41.0,S. Thornwell misses 2-pt layup from 2 ft (block by E. Davis),,31,39
146,2,7:40.0,,Defensive rebound by C. McCollum,31,39
147,2,7:34.0,,E. Davis makes 2-pt dunk at rim (assist by Z. Collins),31,41
148,2,7:18.0,L. Williams makes 2-pt jump shot from 15 ft,,33,41
149,2,6:52.0,,Z. Collins makes 2-pt hook shot from 6 ft,33,43
150,2,6:44.0,T. Wallace misses 2-pt jump shot from 10 ft,,33,43
151,2,6:42.0,,Defensive rebound by E. Davis,33,43
152,2,6:29.0,,C. McCollum misses 3-pt jump shot from 24 ft,33,43
153,2,6:28.0,Defensive rebound by S. Thornwell,,33,43
154,2,6:22.0,Personal foul by P. Connaughton (drawn by D. Gallinari),,33,43
155,2,6:22.0,D. Jordan enters the game for M. Harrell,,33,43
156,2,6:22.0,T. Harris enters the game for T. Wallace,,33,43
157,2,6:22.0,A. Rivers enters the game for S. Thornwell,,33,43
158,2,6:22.0,,D. Lillard enters the game for C. McCollum,33,43
159,2,6:17.0,Shooting foul by S. Napier (drawn by L. Williams),,33,43
160,2,6:17.0,L. Williams makes free throw 1 of 2,,34,43
161,2,6:17.0,,E. Turner enters the game for S. Napier,34,43
162,2,6:17.0,,J. Nurkić enters the game for E. Davis,34,43
163,2,6:17.0,L. Williams makes free throw 2 of 2,,35,43
164,2,6:05.0,,D. Lillard makes 2-pt jump shot from 3 ft (assist by E. Turner),35,45
165,2,5:48.0,D. Jordan misses 2-pt dunk from 1 ft,,35,45
166,2,5:48.0,,Defensive rebound by J. Nurkić,35,45
167,2,5:44.0,,Z. Collins makes 2-pt jump shot from 2 ft (assist by E. Turner),35,47
168,2,5:44.0,,Shooting foul by A. Rivers (drawn by Z. Collins),35,47
169,2,5:44.0,,Z. Collins makes free throw 1 of 1,35,48
170,2,5:33.0,L. Williams misses 3-pt jump shot from 24 ft,,35,48
171,2,5:31.0,,Defensive rebound by J. Nurkić,35,48
172,2,5:19.0,,E. Turner makes 3-pt jump shot from 23 ft (assist by D. Lillard),35,51
173,2,4:57.0,Personal foul by D. Lillard (drawn by D. Gallinari),,35,51
174,2,4:50.0,T. Harris makes 2-pt jump shot from 16 ft,,37,51
175,2,4:37.0,,Personal foul by D. Gallinari (drawn by D. Lillard),37,51
176,2,4:31.0,,J. Nurkić makes 2-pt layup from 1 ft (assist by D. Lillard),37,53
177,2,4:31.0,,Shooting foul by T. Harris (drawn by J. Nurkić),37,53
178,2,4:31.0,,J. Nurkić makes free throw 1 of 1,37,54
179,2,4:18.0,L. Williams makes 2-pt layup from 2 ft,,39,54
180,2,4:04.0,,P. Connaughton misses 2-pt jump shot from 15 ft,39,54
181,2,4:02.0,Defensive rebound by D. Jordan,,39,54
182,2,3:54.0,T. Harris makes 2-pt jump shot from 8 ft,,41,54
183,2,3:51.0,,Portland full timeout,41,54
184,2,3:34.0,,P. Connaughton misses 3-pt jump shot from 26 ft,41,54
185,2,3:29.0,,Offensive rebound by J. Nurkić,41,54
186,2,3:26.0,,P. Connaughton makes 3-pt jump shot from 25 ft (assist by J. Nurkić),41,57
187,2,3:11.0,Shooting block foul by Z. Collins (drawn by D. Gallinari),,41,57
188,2,3:11.0,D. Gallinari makes free throw 1 of 2,,42,57
189,2,3:11.0,,A. Aminu enters the game for Z. Collins,42,57
190,2,3:11.0,D. Gallinari makes free throw 2 of 2,,43,57
191,2,2:58.0,,J. Nurkić makes 2-pt dunk at rim,43,59
192,2,2:43.0,Personal foul by J. Nurkić (drawn by D. Jordan),,43,59
193,2,2:43.0,D. Jordan misses free throw 1 of 2,,43,59
194,2,2:43.0,Offensive rebound by Team,,43,59
195,2,2:43.0,,C. McCollum enters the game for P. Connaughton,43,59
196,2,2:43.0,D. Jordan misses free throw 2 of 2,,43,59
197,2,2:38.0,Offensive rebound by D. Jordan,,43,59
198,2,2:31.0,L. Williams misses 2-pt jump shot from 16 ft,,43,59
199,2,2:29.0,,Defensive rebound by D. Lillard,43,59
200,2,2:19.0,,Personal foul by L. Williams (drawn by E. Turner),43,59
201,2,2:19.0,T. Wallace enters the game for L. Williams,,43,59
202,2,2:12.0,,C. McCollum misses 2-pt jump shot from 14 ft,43,59
203,2,2:09.0,Defensive rebound by T. Harris,,43,59
204,2,1:52.0,A. Rivers misses 2-pt jump shot from 6 ft,,43,59
205,2,1:50.0,,Defensive rebound by D. Lillard,43,59
206,2,1:46.0,,Shooting foul by A. Rivers (drawn by D. Lillard),43,59
207,2,1:46.0,,D. Lillard makes free throw 1 of 2,43,60
208,2,1:46.0,,D. Lillard makes free throw 2 of 2,43,61
209,2,1:30.0,T. Harris misses 2-pt jump shot from 6 ft,,43,61
210,2,1:27.0,Offensive rebound by D. Jordan,,43,61
211,2,1:27.0,D. Jordan makes 2-pt layup at rim,,45,61
212,2,1:13.0,,A. Aminu misses 3-pt jump shot from 26 ft,45,61
213,2,1:08.0,Defensive rebound by T. Wallace,,45,61
214,2,0:59.0,Turnover by D. Gallinari (bad pass; steal by J. Nurkić),,45,61
215,2,0:57.0,,Turnover by A. Aminu (bad pass),45,61
216,2,0:40.0,A. Rivers misses 2-pt layup from 2 ft (block by J. Nurkić),,45,61
217,2,0:40.0,Offensive rebound by Team,,45,61
218,2,0:33.0,T. Harris misses 2-pt jump shot from 4 ft,,45,61
219,2,0:32.0,Offensive rebound by D. Jordan,,45,61
220,2,0:32.0,D. Jordan makes 2-pt layup at rim,,47,61
221,2,0:29.0,,D. Lillard makes 3-pt jump shot from 24 ft,47,64
222,2,0:06.0,T. Harris makes 2-pt layup from 1 ft,,49,64
223,2,0:00.0,,D. Lillard misses 3-pt jump shot from 26 ft,49,64
224,2,0:00.0,,Offensive rebound by Team,49,64
225,3,11:44.0,,Turnover by C. McCollum (bad pass; steal by D. Gallinari),49,64
226,3,11:26.0,Turnover by A. Rivers (bad pass; steal by E. Turner),,49,64
227,3,11:14.0,,C. McCollum misses 2-pt jump shot from 19 ft,49,64
228,3,11:10.0,,Offensive rebound by J. Nurkić,49,64
229,3,11:00.0,,A. Aminu misses 2-pt jump shot from 20 ft,49,64
230,3,10:58.0,Defensive rebound by D. Gallinari,,49,64
231,3,10:49.0,T. Harris misses 2-pt jump shot from 2 ft,,49,64
232,3,10:47.0,,Defensive rebound by J. Nurkić,49,64
233,3,10:31.0,,D. Lillard misses 3-pt jump shot from 24 ft,49,64
234,3,10:29.0,Defensive rebound by D. Jordan,,49,64
235,3,10:25.0,A. Rivers misses 2-pt layup from 2 ft,,49,64
236,3,10:23.0,,Defensive rebound by J. Nurkić,49,64
237,3,10:16.0,,A. Aminu misses 3-pt jump shot from 25 ft,49,64
238,3,10:13.0,,Offensive rebound by J. Nurkić,49,64
239,3,10:09.0,,J. Nurkić misses 2-pt hook shot from 6 ft,49,64
240,3,10:06.0,Defensive rebound by D. Jordan,,49,64
241,3,10:00.0,Turnover by T. Wallace (lost ball; steal by A. Aminu),,49,64
242,3,9:53.0,,E. Turner misses 3-pt jump shot from 22 ft,49,64
243,3,9:53.0,,Offensive rebound by Team,49,64
244,3,9:53.0,Loose ball foul by D. Jordan (drawn by J. Nurkić),,49,64
245,3,9:44.0,,Shooting foul by D. Gallinari (drawn by E. Turner),49,64
246,3,9:44.0,,E. Turner makes free throw 1 of 2,49,65
247,3,9:44.0,,E. Turner makes free throw 2 of 2,49,66
248,3,9:28.0,T. Wallace misses 3-pt jump shot from 25 ft,,49,66
249,3,9:27.0,,Defensive rebound by Team,49,66
250,3,9:14.0,,C. McCollum makes 2-pt jump shot from 14 ft (assist by D. Lillard),49,68
251,3,8:53.0,D. Gallinari makes 2-pt jump shot from 21 ft (assist by A. Rivers),,51,68
252,3,8:37.0,,D. Lillard makes 3-pt jump shot from 31 ft (assist by J. Nurkić),51,71
253,3,8:21.0,Personal foul by A. Aminu (drawn by D. Gallinari),,51,71
254,3,8:21.0,L. Williams enters the game for A. Rivers,,51,71
255,3,8:21.0,S. Thornwell enters the game for T. Wallace,,51,71
256,3,8:13.0,Personal foul by C. McCollum (drawn by T. Harris),,51,71
257,3,8:03.0,L. Williams misses 2-pt jump shot from 10 ft,,51,71
258,3,7:59.0,,Defensive rebound by A. Aminu,51,71
259,3,7:50.0,,A. Aminu makes 2-pt layup from 1 ft (assist by J. Nurkić),51,73
260,3,7:50.0,,Shooting foul by D. Jordan (drawn by A. Aminu),51,73
261,3,7:50.0,,A. Aminu makes free throw 1 of 1,51,74
262,3,7:36.0,Turnover by D. Gallinari (bad pass; steal by E. Turner),,51,74
263,3,7:33.0,,E. Turner misses 2-pt layup from 2 ft,51,74
264,3,7:32.0,,Offensive rebound by A. Aminu,51,74
265,3,7:32.0,,A. Aminu misses 2-pt layup from 1 ft,51,74
266,3,7:31.0,Defensive rebound by D. Jordan,,51,74
267,3,7:23.0,D. Gallinari makes 3-pt jump shot from 25 ft (assist by L. Williams),,54,74
268,3,7:08.0,,C. McCollum misses 2-pt jump shot from 7 ft,54,74
269,3,7:06.0,Defensive rebound by D. Gallinari,,54,74
270,3,6:59.0,D. Jordan misses 2-pt layup at rim,,54,74
271,3,6:57.0,,Defensive rebound by J. Nurkić,54,74
272,3,6:46.0,,E. Turner makes 3-pt jump shot from 24 ft (assist by A. Aminu),54,77
273,3,6:33.0,Personal foul by J. Nurkić (drawn by L. Williams),,54,77
274,3,6:33.0,,Portland full timeout,54,77
275,3,6:33.0,M. Harrell enters the game for D. Gallinari,,54,77
276,3,6:24.0,S. Thornwell misses 2-pt dunk from 1 ft (block by J. Nurkić),,54,77
277,3,6:23.0,,Defensive rebound by D. Lillard,54,77
278,3,6:14.0,,C. McCollum misses 2-pt jump shot from 13 ft,54,77
279,3,6:12.0,,Offensive rebound by J. Nurkić,54,77
280,3,6:11.0,,J. Nurkić misses 2-pt hook shot from 4 ft,54,77
281,3,6:11.0,Defensive rebound by Team,,54,77
282,3,6:11.0,,Loose ball foul by J. Nurkić (drawn by D. Jordan),54,77
283,3,6:11.0,,E. Davis enters the game for J. Nurkić,54,77
284,3,6:00.0,Shooting foul by E. Davis (drawn by D. Jordan),,54,77
285,3,6:00.0,D. Jordan misses free throw 1 of 2,,54,77
286,3,6:00.0,Offensive rebound by Team,,54,77
287,3,6:00.0,D. Jordan makes free throw 2 of 2,,55,77
288,3,5:47.0,,D. Lillard misses 3-pt jump shot from 25 ft,55,77
289,3,5:46.0,Defensive rebound by M. Harrell,,55,77
290,3,5:39.0,L. Williams misses 2-pt layup from 1 ft (block by C. McCollum),,55,77
291,3,5:38.0,Offensive rebound by Team,,55,77
292,3,5:32.0,S. Thornwell misses 2-pt jump shot from 6 ft,,55,77
293,3,5:32.0,Offensive rebound by Team,,55,77
294,3,5:32.0,,Loose ball foul by E. Davis (drawn by D. Jordan),55,77
295,3,5:32.0,D. Jordan misses free throw 1 of 2,,55,77
296,3,5:32.0,Offensive rebound by Team,,55,77
297,3,5:32.0,A. Rivers enters the game for S. Thornwell,,55,77
298,3,5:32.0,D. Jordan makes free throw 2 of 2,,56,77
299,3,5:17.0,,E. Turner misses 3-pt jump shot from 22 ft,56,77
300,3,5:12.0,Defensive rebound by L. Williams,,56,77
301,3,4:53.0,M. Harrell makes 2-pt hook shot from 6 ft,,58,77
302,3,4:35.0,,C. McCollum makes 2-pt jump shot from 2 ft (assist by D. Lillard),58,79
303,3,4:11.0,Shooting foul by D. Lillard (drawn by T. Harris),,58,79
304,3,4:11.0,T. Harris misses free throw 1 of 2,,58,79
305,3,4:11.0,Offensive rebound by Team,,58,79
306,3,4:11.0,,P. Connaughton enters the game for C. McCollum,58,79
307,3,4:11.0,,Z. Collins enters the game for A. Aminu,58,79
308,3,4:11.0,T. Wallace enters the game for D. Jordan,,58,79
309,3,4:11.0,T. Harris misses free throw 2 of 2,,58,79
310,3,4:09.0,,Defensive rebound by Z. Collins,58,79
311,3,3:56.0,,Turnover by D. Lillard (bad pass),58,79
312,3,3:45.0,L. Williams misses 2-pt layup from 2 ft,,58,79
313,3,3:43.0,,Defensive rebound by E. Davis,58,79
314,3,3:36.0,,E. Turner makes 2-pt layup at rim (assist by D. Lillard),58,81
315,3,3:16.0,T. Harris makes 2-pt layup from 2 ft,,60,81
316,3,3:16.0,Shooting foul by E. Davis (drawn by T. Harris),,60,81
317,3,3:16.0,,S. Napier enters the game for E. Turner,60,81
318,3,3:16.0,T. Harris misses free throw 1 of 1,,60,81
319,3,3:16.0,,Defensive rebound by E. Davis,60,81
320,3,3:04.0,,P. Connaughton misses 2-pt layup from 1 ft (block by L. Williams),60,81
321,3,3:02.0,Defensive rebound by A. Rivers,,60,81
322,3,2:56.0,M. Harrell makes 2-pt layup from 1 ft (assist by A. Rivers),,62,81
323,3,2:42.0,,D. Lillard misses 2-pt layup from 4 ft,62,81
324,3,2:39.0,Defensive rebound by A. Rivers,,62,81
325,3,2:30.0,T. Wallace misses 2-pt jump shot from 5 ft,,62,81
326,3,2:28.0,,Defensive rebound by P. Connaughton,62,81
327,3,2:09.0,,D. Lillard misses 2-pt layup from 2 ft,62,81
328,3,2:06.0,Defensive rebound by T. Harris,,62,81
329,3,2:02.0,T. Harris misses 2-pt layup from 3 ft,,62,81
330,3,2:02.0,,Defensive rebound by Team,62,81
331,3,2:02.0,LA Clippers full timeout,,62,81
332,3,2:02.0,,C. Swanigan enters the game for E. Davis,62,81
333,3,1:53.0,,P. Connaughton misses 2-pt jump shot from 17 ft (block by M. Harrell),62,81
334,3,1:50.0,Defensive rebound by T. Wallace,,62,81
335,3,1:46.0,T. Wallace makes 2-pt layup at rim,,64,81
336,3,1:19.0,,Z. Collins makes 2-pt layup at rim (assist by C. Swanigan),64,83
337,3,1:06.0,L. Williams misses 2-pt jump shot from 19 ft,,64,83
338,3,1:03.0,,Defensive rebound by Z. Collins,64,83
339,3,0:58.0,,Shooting foul by T. Harris (drawn by S. Napier),64,83
340,3,0:58.0,,S. Napier makes free throw 1 of 2,64,84
341,3,0:58.0,,S. Napier makes free throw 2 of 2,64,85
342,3,0:47.0,L. Williams misses 3-pt jump shot from 24 ft,,64,85
343,3,0:44.0,Offensive rebound by A. Rivers,,64,85
344,3,0:39.0,A. Rivers makes 2-pt layup from 1 ft,,66,85
345,3,0:39.0,Shooting foul by C. Swanigan (drawn by A. Rivers),,66,85
346,3,0:39.0,A. Rivers misses free throw 1 of 1,,66,85
347,3,0:39.0,,Defensive rebound by C. Swanigan,66,85
348,3,0:29.0,,C. Swanigan makes 2-pt hook shot from 4 ft (assist by Z. Collins),66,87
349,3,0:11.0,T. Harris misses 2-pt jump shot from 15 ft,,66,87
350,3,0:08.0,,Defensive rebound by D. Lillard,66,87
351,3,0:00.0,,Z. Collins misses 3-pt jump shot from 24 ft,66,87
352,3,0:00.0,,Offensive rebound by Team,66,87
353,4,11:53.0,Shooting foul by Z. Collins (drawn by M. Harrell),,66,87
354,4,11:53.0,M. Harrell makes free throw 1 of 2,,67,87
355,4,11:53.0,M. Harrell misses free throw 2 of 2,,67,87
356,4,11:51.0,,Defensive rebound by P. Connaughton,67,87
357,4,11:28.0,,Z. Collins misses 2-pt jump shot from 12 ft,67,87
358,4,11:25.0,Defensive rebound by M. Harrell,,67,87
359,4,11:21.0,Turnover by A. Rivers (bad pass),,67,87
360,4,11:07.0,,C. McCollum makes 2-pt jump shot from 19 ft,67,89
361,4,10:52.0,Turnover by M. Harrell (bad pass; steal by P. Connaughton),,67,89
362,4,10:40.0,,C. Swanigan misses 2-pt hook shot from 4 ft,67,89
363,4,10:38.0,Defensive rebound by B. Marjanović,,67,89
364,4,10:30.0,Shooting foul by C. McCollum (drawn by B. Marjanović),,67,89
365,4,10:30.0,B. Marjanović makes free throw 1 of 2,,68,89
366,4,10:30.0,B. Marjanović makes free throw 2 of 2,,69,89
367,4,10:11.0,,S. Napier makes 2-pt layup from 1 ft (assist by Z. Collins),69,91
368,4,10:11.0,,Shooting foul by B. Marjanović (drawn by S. Napier),69,91
369,4,10:11.0,,S. Napier makes free throw 1 of 1,69,92
370,4,9:59.0,T. Wallace misses 2-pt hook shot from 2 ft (block by Z. Collins),,69,92
371,4,9:59.0,Offensive rebound by Team,,69,92
372,4,9:59.0,T. Harris enters the game for A. Rivers,,69,92
373,4,9:55.0,B. Marjanović misses 2-pt layup from 1 ft,,69,92
374,4,9:55.0,Offensive rebound by B. Marjanović,,69,92
375,4,9:55.0,B. Marjanović makes 2-pt layup from 1 ft,,71,92
376,4,9:55.0,Shooting foul by C. Swanigan (drawn by B. Marjanović),,71,92
377,4,9:55.0,B. Marjanović misses free throw 1 of 1,,71,92
378,4,9:55.0,,Defensive rebound by C. Swanigan,71,92
379,4,9:40.0,,Z. Collins misses 2-pt layup at rim,71,92
380,4,9:38.0,Defensive rebound by B. Marjanović,,71,92
381,4,9:32.0,L. Williams makes 2-pt jump shot from 3 ft,,73,92
382,4,9:32.0,Shooting foul by S. Napier (drawn by L. Williams),,73,92
383,4,9:32.0,L. Williams makes free throw 1 of 1,,74,92
384,4,9:12.0,,C. Swanigan misses 3-pt jump shot from 26 ft,74,92
385,4,9:11.0,Defensive rebound by M. Harrell,,74,92
386,4,9:08.0,L. Williams makes 2-pt layup from 1 ft,,76,92
