,QUARTER,TIME_REMAINING,ATLANTA_ACTION,LA LAKERS_ACTION,ATLANTA_SCORE,LA LAKERS_SCORE
98,1,1:04.0,,J. Clarkson makes 2-pt jump shot from 18 ft,25,25
99,1,0:49.0,I. Taylor misses 2-pt jump shot from 3 ft,,25,25
100,1,0:47.0,,Defensive rebound by L. Nance,25,25
101,1,0:42.0,Offensive charge foul by K. Kuzma (drawn by M. Delaney),,25,25
102,1,0:42.0,,Turnover by K. Kuzma (offensive foul),25,25
103,1,0:33.0,M. Delaney makes 2-pt jump shot from 21 ft,,27,25
104,1,0:25.0,,B. Ingram makes 2-pt jump shot from 16 ft,27,27
105,1,0:05.0,I. Taylor misses 2-pt layup from 2 ft,,27,27
106,1,0:02.0,,Defensive rebound by K. Kuzma,27,27
107,1,0:00.0,,K. Kuzma makes 2-pt jump shot from 4 ft,27,29
108,1,0:00.0,,Shooting foul by J. Collins (drawn by K. Kuzma),27,29
109,1,0:00.0,,K. Kuzma misses free throw 1 of 1,27,29
110,1,0:00.0,Defensive rebound by J. Collins,,27,29
111,2,11:48.0,,Shooting foul by J. Collins (drawn by L. Nance),27,29
112,2,11:48.0,,L. Nance misses free throw 1 of 2,27,29
113,2,11:48.0,,Offensive rebound by Team,27,29
114,2,11:48.0,,L. Nance makes free throw 2 of 2,27,30
115,2,11:27.0,I. Taylor misses 2-pt jump shot from 4 ft,,27,30
116,2,11:25.0,,Defensive rebound by L. Nance,27,30
117,2,11:19.0,,K. Kuzma misses 2-pt layup from 2 ft,27,30
118,2,11:15.0,,Offensive rebound by L. Ball,27,30
119,2,11:15.0,,L. Ball makes 2-pt layup at rim,27,32
120,2,10:57.0,M. Delaney misses 3-pt jump shot from 23 ft,,27,32
121,2,10:54.0,,Defensive rebound by J. Hart,27,32
122,2,10:46.0,,J. Clarkson makes 3-pt jump shot from 25 ft,27,35
123,2,10:26.0,M. Belinelli misses 2-pt jump shot from 18 ft,,27,35
124,2,10:21.0,Offensive rebound by T. Cavanaugh,,27,35
125,2,10:20.0,M. Delaney misses 3-pt jump shot from 23 ft,,27,35
126,2,10:20.0,,Defensive rebound by J. Hart,27,35
127,2,10:12.0,,J. Clarkson makes 2-pt layup from 2 ft (assist by L. Ball),27,37
128,2,10:12.0,Atlanta full timeout,,27,37
129,2,10:12.0,T. Dorsey enters the game for I. Taylor,,27,37
130,2,9:58.0,T. Cavanaugh makes 3-pt jump shot from 27 ft (assist by M. Delaney),,30,37
131,2,9:40.0,,Offensive foul by K. Kuzma (drawn by M. Delaney),30,37
132,2,9:40.0,,Turnover by K. Kuzma (offensive foul),30,37
133,2,9:23.0,M. Belinelli misses 2-pt layup from 1 ft (block by K. Kuzma),,30,37
134,2,9:21.0,,Defensive rebound by L. Nance,30,37
135,2,9:16.0,,J. Clarkson makes 2-pt jump shot from 3 ft,30,39
136,2,9:16.0,,Shooting foul by T. Dorsey (drawn by J. Clarkson),30,39
137,2,9:16.0,,J. Clarkson makes free throw 1 of 1,30,40
138,2,9:00.0,M. Belinelli misses 2-pt layup from 2 ft,,30,40
139,2,8:58.0,,Defensive rebound by K. Kuzma,30,40
140,2,8:53.0,,L. Ball makes 3-pt jump shot from 25 ft (assist by J. Clarkson),30,43
141,2,8:29.0,M. Delaney misses 2-pt jump shot from 17 ft,,30,43
142,2,8:26.0,,Defensive rebound by J. Hart,30,43
143,2,8:23.0,,L. Nance makes 2-pt dunk from 2 ft (assist by J. Hart),30,45
144,2,8:23.0,Atlanta full timeout,,30,45
145,2,8:23.0,K. Bazemore enters the game for M. Belinelli,,30,45
146,2,8:23.0,E. İlyasova enters the game for M. Delaney,,30,45
147,2,8:23.0,M. Plumlee enters the game for J. Collins,,30,45
148,2,8:23.0,D. Schröder enters the game for T. Cavanaugh,,30,45
149,2,8:15.0,Personal foul by J. Hart (drawn by K. Bazemore),,30,45
150,2,7:56.0,D. Schröder misses 2-pt jump shot from 5 ft,,30,45
151,2,7:56.0,Offensive rebound by E. İlyasova,,30,45
152,2,7:50.0,E. İlyasova misses 2-pt layup at rim,,30,45
153,2,7:49.0,,Defensive rebound by J. Hart,30,45
154,2,7:45.0,,L. Ball makes 3-pt jump shot from 24 ft (assist by J. Hart),30,48
155,2,7:33.0,K. Bazemore misses 2-pt layup from 3 ft,,30,48
156,2,7:31.0,,Defensive rebound by K. Kuzma,30,48
157,2,7:26.0,,K. Kuzma makes 2-pt layup from 2 ft,30,50
158,2,7:06.0,T. Dorsey misses 3-pt jump shot from 27 ft,,30,50
159,2,7:06.0,Offensive rebound by Team,,30,50
160,2,7:06.0,,Loose ball foul by L. Ball (drawn by E. İlyasova),30,50
161,2,7:06.0,M. Delaney enters the game for D. Schröder,,30,50
162,2,6:54.0,Turnover by K. Bazemore (turnover),,30,50
163,2,6:54.0,D. Schröder enters the game for T. Dorsey,,30,50
164,2,6:43.0,,Turnover by L. Ball (bad pass),30,50
165,2,6:28.0,Turnover by K. Bazemore (bad pass; steal by L. Nance),,30,50
166,2,6:15.0,,L. Ball misses 3-pt jump shot from 26 ft,30,50
167,2,6:12.0,Defensive rebound by E. İlyasova,,30,50
168,2,6:06.0,K. Bazemore misses 3-pt jump shot from 26 ft,,30,50
169,2,6:02.0,,Defensive rebound by L. Nance,30,50
170,2,5:55.0,,L. Ball misses 3-pt jump shot from 22 ft,30,50
171,2,5:52.0,Defensive rebound by M. Plumlee,,30,50
172,2,5:44.0,D. Schröder makes 2-pt layup from 1 ft,,32,50
173,2,5:44.0,,LA Lakers full timeout,32,50
174,2,5:44.0,,J. Randle enters the game for J. Hart,32,50
175,2,5:44.0,,B. Ingram enters the game for J. Clarkson,32,50
176,2,5:44.0,,K. Caldwell-Pope enters the game for L. Nance,32,50
177,2,5:25.0,,K. Kuzma misses 3-pt jump shot from 26 ft,32,50
178,2,5:23.0,Defensive rebound by M. Delaney,,32,50
179,2,5:10.0,D. Schröder makes 2-pt layup from 3 ft (assist by M. Delaney),,34,50
180,2,4:58.0,,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,34,50
181,2,4:55.0,Defensive rebound by M. Plumlee,,34,50
182,2,4:49.0,K. Bazemore misses 3-pt jump shot from 26 ft,,34,50
183,2,4:47.0,,Defensive rebound by J. Randle,34,50
184,2,4:43.0,,B. Ingram misses 2-pt jump shot from 20 ft,34,50
185,2,4:37.0,Defensive rebound by M. Plumlee,,34,50
186,2,4:32.0,D. Schröder misses 2-pt jump shot from 19 ft,,34,50
187,2,4:29.0,Offensive rebound by E. İlyasova,,34,50
188,2,4:29.0,E. İlyasova makes 2-pt layup at rim,,36,50
189,2,4:29.0,,LA Lakers full timeout,36,50
190,2,4:29.0,,B. Lopez enters the game for K. Kuzma,36,50
191,2,4:29.0,T. Prince enters the game for K. Bazemore,,36,50
192,2,4:12.0,,B. Lopez misses 3-pt jump shot from 25 ft,36,50
193,2,4:10.0,Defensive rebound by T. Prince,,36,50
194,2,4:04.0,Turnover by T. Prince (bad pass; steal by K. Caldwell-Pope),,36,50
195,2,3:57.0,,Personal foul by T. Prince (drawn by B. Ingram),36,50
196,2,3:57.0,,T. Ennis enters the game for L. Ball,36,50
197,2,3:43.0,,T. Ennis makes 3-pt jump shot from 24 ft (assist by B. Ingram),36,53
198,2,3:28.0,T. Prince misses 3-pt jump shot from 26 ft,,36,53
199,2,3:26.0,,Defensive rebound by J. Randle,36,53
200,2,3:17.0,,J. Randle makes 2-pt hook shot from 8 ft,36,55
201,2,3:00.0,D. Schröder misses 2-pt layup from 2 ft,,36,55
202,2,2:57.0,,Defensive rebound by B. Lopez,36,55
203,2,2:54.0,Offensive charge foul by B. Ingram (drawn by E. İlyasova),,36,55
204,2,2:54.0,,Turnover by B. Ingram (offensive foul),36,55
205,2,2:54.0,K. Bazemore enters the game for M. Delaney,,36,55
206,2,2:54.0,T. Cavanaugh enters the game for E. İlyasova,,36,55
207,2,2:37.0,Turnover by K. Bazemore (bad pass; steal by T. Ennis),,36,55
208,2,2:37.0,Violation by K. Bazemore (kicked ball),,36,55
209,2,2:21.0,,K. Caldwell-Pope makes 2-pt jump shot from 16 ft (assist by B. Lopez),36,57
210,2,2:06.0,K. Bazemore makes 3-pt jump shot from 22 ft (assist by T. Prince),,39,57
211,2,1:48.0,,J. Randle misses 2-pt jump shot from 9 ft,39,57
212,2,1:48.0,Defensive rebound by Team,,39,57
213,2,1:47.0,,Loose ball foul by J. Randle (drawn by M. Plumlee),39,57
214,2,1:34.0,T. Cavanaugh makes 3-pt jump shot from 27 ft (assist by M. Plumlee),,42,57
215,2,1:26.0,,Shooting foul by M. Plumlee (drawn by J. Randle),42,57
216,2,1:26.0,,J. Randle makes free throw 1 of 2,42,58
217,2,1:26.0,,J. Randle makes free throw 2 of 2,42,59
218,2,1:08.0,Turnover by M. Plumlee (bad pass; steal by K. Caldwell-Pope),,42,59
219,2,1:06.0,,K. Caldwell-Pope makes 2-pt dunk from 1 ft,42,61
220,2,0:57.0,D. Schröder makes 2-pt jump shot from 18 ft,,44,61
221,2,0:47.0,,K. Caldwell-Pope makes 3-pt jump shot from 26 ft (assist by T. Ennis),44,64
222,2,0:39.0,Shooting foul by B. Lopez (drawn by D. Schröder),,44,64
223,2,0:39.0,D. Schröder makes free throw 1 of 2,,45,64
224,2,0:39.0,M. Delaney enters the game for K. Bazemore,,45,64
225,2,0:39.0,D. Schröder makes free throw 2 of 2,,46,64
226,2,0:26.0,,B. Lopez misses 3-pt jump shot from 28 ft,46,64
227,2,0:26.0,,Offensive rebound by J. Randle,46,64
228,2,0:26.0,,Shooting foul by T. Prince (drawn by J. Randle),46,64
229,2,0:26.0,,J. Randle makes free throw 1 of 2,46,65
230,2,0:26.0,,J. Hart enters the game for B. Lopez,46,65
231,2,0:26.0,,J. Randle makes free throw 2 of 2,46,66
232,2,0:09.0,D. Schröder makes 2-pt jump shot from 17 ft,,48,66
233,2,0:00.0,,J. Randle misses 2-pt jump shot from 22 ft,48,66
234,2,0:00.0,,Offensive rebound by Team,48,66
235,3,11:46.0,,Turnover by B. Lopez (bad pass),48,66
236,3,11:37.0,Personal foul by B. Lopez (drawn by D. Schröder),,48,66
237,3,11:30.0,K. Bazemore misses 2-pt jump shot from 19 ft,,48,66
238,3,11:27.0,,Defensive rebound by L. Ball,48,66
239,3,11:10.0,,B. Lopez makes 3-pt jump shot from 25 ft (assist by B. Ingram),48,69
240,3,10:53.0,Shooting foul by B. Ingram (drawn by T. Prince),,48,69
241,3,10:53.0,T. Prince makes free throw 1 of 2,,49,69
242,3,10:53.0,T. Prince makes free throw 2 of 2,,50,69
243,3,10:38.0,,B. Lopez misses 3-pt jump shot from 29 ft,50,69
244,3,10:34.0,Defensive rebound by E. İlyasova,,50,69
245,3,10:28.0,Turnover by K. Bazemore (bad pass; steal by J. Randle),,50,69
246,3,10:24.0,,J. Randle makes 2-pt dunk at rim,50,71
247,3,10:12.0,K. Bazemore misses 3-pt jump shot from 24 ft,,50,71
248,3,10:09.0,,Defensive rebound by J. Randle,50,71
249,3,10:03.0,,Shooting foul by E. İlyasova (drawn by B. Ingram),50,71
250,3,10:03.0,,B. Ingram misses free throw 1 of 2,50,71
251,3,10:03.0,,Offensive rebound by Team,50,71
252,3,10:03.0,,B. Ingram makes free throw 2 of 2,50,72
253,3,9:53.0,D. Schröder makes 2-pt jump shot from 15 ft,,52,72
254,3,9:45.0,,Turnover by B. Lopez (bad pass),52,72
255,3,9:31.0,K. Bazemore makes 2-pt layup from 3 ft (assist by E. İlyasova),,54,72
256,3,9:31.0,Shooting foul by J. Randle (drawn by K. Bazemore),,54,72
257,3,9:31.0,K. Bazemore misses free throw 1 of 1,,54,72
258,3,9:28.0,,Defensive rebound by J. Randle,54,72
259,3,9:17.0,,Shooting foul by T. Prince (drawn by B. Ingram),54,72
260,3,9:17.0,,B. Ingram makes free throw 1 of 2,54,73
261,3,9:17.0,,B. Ingram makes free throw 2 of 2,54,74
262,3,9:09.0,D. Schröder misses 2-pt layup from 2 ft (block by B. Ingram),,54,74
263,3,9:06.0,,Defensive rebound by L. Ball,54,74
264,3,9:01.0,,B. Ingram makes 2-pt dunk from 2 ft (assist by B. Lopez),54,76
265,3,8:46.0,E. İlyasova misses 3-pt jump shot from 27 ft,,54,76
266,3,8:43.0,,Defensive rebound by K. Caldwell-Pope,54,76
267,3,8:32.0,,Turnover by K. Caldwell-Pope (traveling),54,76
268,3,8:16.0,T. Prince misses 2-pt jump shot from 13 ft,,54,76
269,3,8:16.0,,Defensive rebound by B. Ingram,54,76
270,3,8:09.0,,B. Ingram makes 3-pt jump shot from 24 ft (assist by L. Ball),54,79
271,3,7:52.0,Turnover by E. İlyasova (lost ball; steal by B. Lopez),,54,79
272,3,7:45.0,,L. Ball misses 3-pt jump shot from 27 ft,54,79
273,3,7:42.0,Defensive rebound by E. İlyasova,,54,79
274,3,7:39.0,M. Plumlee makes 2-pt layup from 2 ft (assist by K. Bazemore),,56,79
275,3,7:39.0,,LA Lakers full timeout,56,79
276,3,7:20.0,,K. Caldwell-Pope misses 3-pt jump shot from 27 ft,56,79
277,3,7:18.0,Defensive rebound by T. Prince,,56,79
278,3,7:06.0,D. Schröder makes 2-pt layup from 1 ft,,58,79
279,3,6:54.0,,Shooting foul by K. Bazemore (drawn by J. Randle),58,79
280,3,6:54.0,,J. Randle misses free throw 1 of 2,58,79
281,3,6:54.0,,Offensive rebound by Team,58,79
282,3,6:54.0,,J. Randle makes free throw 2 of 2,58,80
283,3,6:41.0,K. Bazemore misses 2-pt layup from 2 ft,,58,80
284,3,6:38.0,,Defensive rebound by B. Lopez,58,80
285,3,6:35.0,,Turnover by J. Randle (lost ball; steal by E. İlyasova),58,80
286,3,6:29.0,K. Bazemore makes 3-pt jump shot from 23 ft (assist by D. Schröder),,61,80
287,3,6:17.0,,L. Ball makes 3-pt jump shot from 26 ft (assist by J. Randle),61,83
288,3,6:00.0,K. Bazemore makes 2-pt jump shot from 16 ft,,63,83
289,3,5:48.0,,B. Lopez misses 3-pt jump shot from 28 ft,63,83
290,3,5:45.0,Defensive rebound by E. İlyasova,,63,83
291,3,5:42.0,T. Prince misses 3-pt jump shot from 25 ft,,63,83
292,3,5:37.0,,Defensive rebound by L. Ball,63,83
293,3,5:34.0,,Turnover by B. Ingram (bad pass; steal by M. Plumlee),63,83
294,3,5:28.0,K. Bazemore makes 3-pt jump shot from 23 ft (assist by D. Schröder),,66,83
295,3,5:27.0,,LA Lakers full timeout,66,83
296,3,5:27.0,,K. Kuzma enters the game for J. Randle,66,83
297,3,5:27.0,,T. Ennis enters the game for L. Ball,66,83
298,3,5:27.0,,L. Nance enters the game for B. Lopez,66,83
299,3,5:27.0,M. Belinelli enters the game for T. Prince,,66,83
300,3,5:11.0,,B. Ingram makes 2-pt layup from 2 ft,66,85
301,3,5:00.0,D. Schröder makes 2-pt layup from 1 ft,,68,85
302,3,4:46.0,,Turnover by T. Ennis (out of bounds lost ball),68,85
303,3,4:46.0,J. Collins enters the game for M. Plumlee,,68,85
304,3,4:34.0,K. Bazemore makes 2-pt jump shot from 13 ft,,70,85
305,3,4:14.0,,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by T. Ennis),70,88
306,3,4:00.0,Personal foul by L. Nance (drawn by J. Collins),,70,88
307,3,3:53.0,K. Bazemore misses 3-pt jump shot from 25 ft,,70,88
308,3,3:49.0,,Defensive rebound by L. Nance,70,88
309,3,3:44.0,,L. Nance makes 2-pt layup from 1 ft (assist by T. Ennis),70,90
310,3,3:44.0,,Shooting foul by K. Bazemore (drawn by L. Nance),70,90
311,3,3:44.0,T. Cavanaugh enters the game for E. İlyasova,,70,90
312,3,3:44.0,,L. Nance misses free throw 1 of 1,70,90
313,3,3:41.0,Defensive rebound by T. Cavanaugh,,70,90
314,3,3:32.0,Shooting block foul by K. Kuzma (drawn by D. Schröder),,70,90
315,3,3:32.0,D. Schröder makes free throw 1 of 2,,71,90
316,3,3:32.0,T. Prince enters the game for K. Bazemore,,71,90
317,3,3:32.0,D. Schröder misses free throw 2 of 2,,71,90
318,3,3:30.0,,Defensive rebound by L. Nance,71,90
319,3,3:17.0,,Turnover by B. Ingram (bad pass; steal by M. Belinelli),71,90
320,3,3:16.0,Personal take foul by L. Nance (drawn by D. Schröder),,71,90
321,3,3:16.0,D. Schröder makes free throw 1 of 2,,72,90
322,3,3:16.0,,J. Clarkson enters the game for K. Caldwell-Pope,72,90
323,3,3:16.0,D. Schröder makes free throw 2 of 2,,73,90
324,3,3:02.0,Offensive charge foul by K. Kuzma (drawn by D. Schröder),,73,90
325,3,3:02.0,,Turnover by K. Kuzma (offensive foul),73,90
326,3,2:39.0,J. Collins makes 2-pt layup from 1 ft (assist by T. Prince),,75,90
327,3,2:26.0,,K. Kuzma misses 3-pt jump shot from 26 ft,75,90
328,3,2:24.0,Defensive rebound by D. Schröder,,75,90
329,3,2:16.0,D. Schröder misses 2-pt layup from 2 ft (block by T. Ennis),,75,90
330,3,2:16.0,Offensive rebound by Team,,75,90
331,3,2:08.0,,Violation by L. Nance (kicked ball),75,90
332,3,1:58.0,D. Schröder misses 3-pt jump shot from 25 ft,,75,90
333,3,1:54.0,,Defensive rebound by J. Clarkson,75,90
334,3,1:46.0,,K. Kuzma misses 2-pt jump shot from 2 ft,75,90
335,3,1:42.0,Defensive rebound by T. Prince,,75,90
336,3,1:26.0,D. Schröder misses 2-pt jump shot from 4 ft,,75,90
337,3,1:24.0,,Defensive rebound by K. Kuzma,75,90
338,3,1:15.0,,K. Kuzma makes 2-pt hook shot from 6 ft (assist by J. Clarkson),75,92
339,3,1:01.0,M. Belinelli makes 3-pt jump shot from 26 ft (assist by D. Schröder),,78,92
340,3,0:49.0,,Shooting foul by T. Prince (drawn by B. Ingram),78,92
341,3,0:49.0,,B. Ingram makes free throw 1 of 2,78,93
342,3,0:49.0,,J. Hart enters the game for K. Kuzma,78,93
343,3,0:49.0,M. Delaney enters the game for D. Schröder,,78,93
344,3,0:49.0,,B. Ingram makes free throw 2 of 2,78,94
345,3,0:34.0,M. Belinelli misses 3-pt jump shot from 26 ft,,78,94
346,3,0:30.0,,Defensive rebound by T. Ennis,78,94
347,3,0:25.0,,L. Nance makes 2-pt layup from 2 ft (assist by B. Ingram),78,96
348,3,0:03.0,M. Delaney misses 2-pt layup from 2 ft,,78,96
349,3,0:01.0,Offensive rebound by J. Collins,,78,96
350,3,0:01.0,J. Collins makes 2-pt layup at rim,,80,96
351,3,0:00.0,,J. Clarkson misses 2-pt jump shot from 20 ft,80,96
352,3,0:00.0,,Offensive rebound by Team,80,96
353,4,11:37.0,J. Collins makes 2-pt dunk from 2 ft (assist by M. Belinelli),,82,96
354,4,11:20.0,,L. Nance makes 2-pt dunk from 2 ft (assist by L. Ball),82,98
355,4,11:03.0,T. Prince makes 2-pt jump shot from 17 ft,,84,98
356,4,10:50.0,,Shooting foul by T. Cavanaugh (drawn by K. Kuzma),84,98
357,4,10:50.0,,K. Kuzma makes free throw 1 of 2,84,99
358,4,10:50.0,,K. Kuzma makes free throw 2 of 2,84,100
359,4,10:39.0,M. Delaney makes 3-pt jump shot from 26 ft (assist by T. Cavanaugh),,87,100
360,4,10:26.0,,Personal foul by T. Cavanaugh (drawn by K. Kuzma),87,100
361,4,10:13.0,,K. Kuzma makes 2-pt jump shot from 1 ft,87,102
362,4,10:05.0,Personal foul by L. Ball (drawn by M. Delaney),,87,102
363,4,9:58.0,M. Belinelli misses 3-pt jump shot from 26 ft,,87,102
364,4,9:54.0,,Defensive rebound by L. Ball,87,102
365,4,9:47.0,,J. Hart misses 3-pt jump shot from 23 ft,87,102
366,4,9:44.0,Defensive rebound by T. Prince,,87,102
367,4,9:25.0,Turnover by J. Collins (bad pass; steal by J. Clarkson),,87,102
368,4,9:20.0,,J. Hart makes 2-pt dunk from 2 ft (assist by L. Ball),87,104
369,4,9:00.0,Turnover by M. Belinelli (bad pass; steal by L. Ball),,87,104
370,4,8:59.0,,L. Ball makes 2-pt dunk from 1 ft (assist by K. Kuzma),87,106
371,4,8:58.0,Atlanta full timeout,,87,106
372,4,8:58.0,M. Plumlee enters the game for M. Belinelli,,87,106
373,4,8:58.0,E. İlyasova enters the game for J. Collins,,87,106
374,4,8:58.0,K. Bazemore enters the game for T. Cavanaugh,,87,106
375,4,8:46.0,T. Prince makes 2-pt layup from 1 ft (assist by E. İlyasova),,89,106
376,4,8:32.0,,Turnover by L. Nance (lost ball; steal by E. İlyasova),89,106
377,4,8:25.0,Personal foul by L. Nance (drawn by K. Bazemore),,89,106
