,QUARTER,TIME_REMAINING,PHOENIX_ACTION,OKLAHOMA CITY_ACTION,PHOENIX_SCORE,OKLAHOMA CITY_SCORE
0,1,11:45.0,D. Booker makes 3-pt jump shot from 25 ft (assist by E. Payton),,3,0
1,1,11:31.0,,C. Anthony misses 2-pt jump shot from 15 ft,3,0
2,1,11:28.0,Defensive rebound by E. Payton,,3,0
3,1,11:09.0,J. Jackson misses 2-pt jump shot from 19 ft,,3,0
4,1,11:06.0,,Defensive rebound by C. Anthony,3,0
5,1,10:59.0,,C. Brewer misses 3-pt jump shot from 23 ft,3,0
6,1,10:56.0,Defensive rebound by D. Bender,,3,0
7,1,10:51.0,D. Booker misses 3-pt jump shot from 26 ft,,3,0
8,1,10:49.0,,Defensive rebound by R. Westbrook,3,0
9,1,10:45.0,,R. Westbrook makes 2-pt jump shot from 19 ft,3,2
10,1,10:22.0,E. Payton misses 3-pt jump shot from 25 ft (block by P. George),,3,2
11,1,10:19.0,,Defensive rebound by R. Westbrook,3,2
12,1,10:16.0,,Turnover by P. George (bad pass; steal by D. Booker),3,2
13,1,10:12.0,Shooting foul by C. Anthony (drawn by J. Jackson),,3,2
14,1,10:12.0,J. Jackson makes free throw 1 of 2,,4,2
15,1,10:12.0,J. Jackson makes free throw 2 of 2,,5,2
16,1,10:02.0,,P. George makes 2-pt dunk at rim,5,4
17,1,9:50.0,J. Jackson misses 3-pt jump shot from 23 ft,,5,4
18,1,9:48.0,,Defensive rebound by C. Anthony,5,4
19,1,9:34.0,,P. George misses 3-pt jump shot from 24 ft,5,4
20,1,9:32.0,Defensive rebound by J. Jackson,,5,4
21,1,9:24.0,D. Bender makes 3-pt jump shot from 23 ft (assist by J. Jackson),,8,4
22,1,9:08.0,,P. George misses 3-pt jump shot from 25 ft,8,4
23,1,9:06.0,Defensive rebound by D. Booker,,8,4
24,1,8:57.0,D. Booker makes 2-pt jump shot from 23 ft,,10,4
25,1,8:40.0,,S. Adams makes 2-pt layup from 1 ft,10,6
26,1,8:33.0,Offensive foul by T. Chandler (drawn by P. George),,10,6
27,1,8:33.0,Turnover by T. Chandler (offensive foul),,10,6
28,1,8:23.0,,C. Brewer misses 2-pt jump shot from 1 ft,10,6
29,1,8:21.0,Defensive rebound by D. Booker,,10,6
30,1,8:15.0,Turnover by D. Booker (bad pass; steal by C. Brewer),,10,6
31,1,8:00.0,,C. Brewer misses 2-pt layup from 1 ft,10,6
32,1,7:58.0,,Offensive rebound by S. Adams,10,6
33,1,7:55.0,,S. Adams makes 2-pt layup at rim,10,8
34,1,7:45.0,E. Payton makes 2-pt jump shot from 16 ft,,12,8
35,1,7:33.0,,Turnover by C. Anthony (out of bounds lost ball),12,8
36,1,7:18.0,J. Jackson makes 2-pt jump shot from 16 ft,,14,8
37,1,6:57.0,,R. Westbrook misses 2-pt jump shot from 10 ft,14,8
38,1,6:56.0,,Offensive rebound by S. Adams,14,8
39,1,6:54.0,,Oklahoma City full timeout,14,8
40,1,6:47.0,,R. Westbrook makes 2-pt jump shot from 20 ft (assist by P. George),14,10
41,1,6:31.0,D. Booker makes 3-pt jump shot from 24 ft (assist by E. Payton),,17,10
42,1,6:21.0,,Offensive foul by P. George (drawn by J. Jackson),17,10
43,1,6:21.0,,Turnover by P. George (offensive foul),17,10
44,1,6:12.0,E. Payton misses 2-pt layup at rim,,17,10
45,1,6:08.0,Offensive rebound by J. Jackson,,17,10
46,1,6:08.0,J. Jackson misses 2-pt layup at rim,,17,10
47,1,6:07.0,,Defensive rebound by P. George,17,10
48,1,6:03.0,,C. Anthony makes 3-pt jump shot from 25 ft (assist by R. Westbrook),17,13
49,1,5:42.0,Turnover by E. Payton (bad pass; steal by C. Anthony),,17,13
50,1,5:32.0,,S. Adams makes 2-pt dunk at rim (assist by R. Westbrook),17,15
51,1,5:14.0,D. Booker misses 3-pt jump shot from 24 ft,,17,15
52,1,5:12.0,,Defensive rebound by S. Adams,17,15
53,1,4:56.0,,Personal foul by E. Payton (drawn by P. George),17,15
54,1,4:56.0,A. Len enters the game for T. Chandler,,17,15
55,1,4:56.0,T. Daniels enters the game for D. Booker,,17,15
56,1,4:51.0,,Shooting foul by J. Jackson (drawn by P. George),17,15
57,1,4:51.0,,P. George makes free throw 1 of 2,17,16
58,1,4:51.0,,P. George makes free throw 2 of 2,17,17
59,1,4:41.0,J. Jackson misses 3-pt jump shot from 25 ft,,17,17
60,1,4:39.0,,Defensive rebound by R. Westbrook,17,17
61,1,4:36.0,,C. Brewer makes 2-pt layup from 1 ft (assist by R. Westbrook),17,19
62,1,4:11.0,J. Jackson misses 2-pt jump shot from 4 ft (block by S. Adams),,17,19
63,1,4:09.0,,Defensive rebound by P. George,17,19
64,1,3:53.0,,C. Anthony misses 3-pt jump shot from 25 ft,17,19
65,1,3:50.0,,Offensive rebound by S. Adams,17,19
66,1,3:48.0,,S. Adams makes 2-pt layup at rim,17,21
67,1,3:48.0,,Shooting foul by D. Bender (drawn by S. Adams),17,21
68,1,3:48.0,,Á. Abrines enters the game for C. Brewer,17,21
69,1,3:48.0,M. Chriss enters the game for J. Jackson,,17,21
70,1,3:48.0,,S. Adams misses free throw 1 of 1,17,21
71,1,3:47.0,Defensive rebound by A. Len,,17,21
72,1,3:47.0,Phoenix full timeout,,17,21
73,1,3:47.0,D. Booker enters the game for D. Bender,,17,21
74,1,3:26.0,D. Booker misses 2-pt jump shot from 13 ft,,17,21
75,1,3:22.0,,Defensive rebound by S. Adams,17,21
76,1,3:19.0,,R. Westbrook makes 2-pt layup at rim,17,23
77,1,3:19.0,,Shooting foul by D. Booker (drawn by R. Westbrook),17,23
78,1,3:19.0,,R. Westbrook makes free throw 1 of 1,17,24
79,1,3:06.0,T. Daniels makes 3-pt jump shot from 24 ft (assist by E. Payton),,20,24
80,1,2:49.0,,Def 3 sec tech foul by A. Len,20,24
81,1,2:49.0,,P. George makes technical free throw,20,25
82,1,2:49.0,,R. Felton enters the game for R. Westbrook,20,25
83,1,2:39.0,,P. George misses 2-pt dunk from 1 ft (block by T. Daniels),20,25
84,1,2:38.0,Defensive rebound by E. Payton,,20,25
85,1,2:32.0,A. Len misses 2-pt layup from 1 ft,,20,25
86,1,2:30.0,,Defensive rebound by P. George,20,25
87,1,2:23.0,,P. George misses 2-pt jump shot from 17 ft,20,25
88,1,2:21.0,Defensive rebound by M. Chriss,,20,25
89,1,2:15.0,T. Daniels misses 3-pt jump shot from 24 ft,,20,25
90,1,2:12.0,,Defensive rebound by C. Anthony,20,25
91,1,2:03.0,,Turnover by C. Anthony (lost ball; steal by A. Len),20,25
92,1,1:56.0,Turnover by E. Payton (lost ball; steal by Á. Abrines),,20,25
93,1,1:48.0,,Shooting foul by T. Daniels (drawn by C. Anthony),20,25
94,1,1:48.0,,C. Anthony misses free throw 1 of 2,20,25
95,1,1:48.0,,Offensive rebound by Team,20,25
96,1,1:48.0,,P. Patterson enters the game for S. Adams,20,25
97,1,1:48.0,S. Harrison enters the game for E. Payton,,20,25
98,1,1:48.0,,C. Anthony misses free throw 2 of 2,20,25
99,1,1:45.0,Defensive rebound by A. Len,,20,25
100,1,1:26.0,T. Daniels misses 3-pt jump shot from 24 ft,,20,25
101,1,1:23.0,,Defensive rebound by Á. Abrines,20,25
102,1,1:08.0,,P. Patterson misses 3-pt jump shot from 22 ft,20,25
103,1,1:06.0,Defensive rebound by S. Harrison,,20,25
104,1,0:58.0,M. Chriss misses 3-pt jump shot from 23 ft,,20,25
105,1,0:55.0,,Defensive rebound by P. Patterson,20,25
106,1,0:36.0,,R. Felton misses 3-pt jump shot from 25 ft,20,25
107,1,0:31.0,Defensive rebound by D. Booker,,20,25
108,1,0:24.0,D. Booker makes 2-pt jump shot from 1 ft,,22,25
109,1,0:24.0,Shooting foul by Á. Abrines (drawn by D. Booker),,22,25
110,1,0:24.0,,J. Grant enters the game for C. Anthony,22,25
111,1,0:24.0,D. Bender enters the game for A. Len,,22,25
112,1,0:24.0,D. Booker makes free throw 1 of 1,,23,25
113,1,0:04.0,,Shooting foul by M. Chriss (drawn by J. Grant),23,25
114,1,0:04.0,,J. Grant makes free throw 1 of 2,23,26
115,1,0:04.0,,J. Grant misses free throw 2 of 2,23,26
116,1,0:02.0,Defensive rebound by T. Daniels,,23,26
117,1,0:00.0,T. Daniels misses 3-pt jump shot from 25 ft,,23,26
118,1,0:00.0,Offensive rebound by Team,,23,26
119,2,11:46.0,,Offensive foul by P. Patterson (drawn by S. Harrison),23,26
120,2,11:46.0,,Turnover by P. Patterson (offensive foul),23,26
121,2,11:37.0,Shooting foul by J. Grant (drawn by J. Jackson),,23,26
122,2,11:37.0,J. Jackson makes free throw 1 of 2,,24,26
123,2,11:37.0,J. Jackson makes free throw 2 of 2,,25,26
124,2,11:17.0,,R. Felton misses 3-pt jump shot from 26 ft,25,26
125,2,11:12.0,Defensive rebound by S. Harrison,,25,26
126,2,11:03.0,Offensive foul by T. Daniels (drawn by J. Grant),,25,26
127,2,11:03.0,Turnover by T. Daniels (offensive foul),,25,26
128,2,11:03.0,,T. Ferguson enters the game for Á. Abrines,25,26
129,2,10:41.0,,R. Felton makes 3-pt jump shot from 27 ft (assist by J. Huestis),25,29
130,2,10:21.0,S. Harrison makes 2-pt jump shot from 4 ft,,27,29
131,2,10:21.0,Shooting foul by J. Grant (drawn by S. Harrison),,27,29
132,2,10:21.0,S. Harrison makes free throw 1 of 1,,28,29
133,2,10:21.0,,Oklahoma City full timeout,28,29
