,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,GOLDEN STATE_ACTION,BROOKLYN_SCORE,GOLDEN STATE_SCORE
36,1,6:43.0,D. Carroll misses 3-pt jump shot from 25 ft,,12,6
37,1,6:39.0,,Defensive rebound by S. Curry,12,6
38,1,6:30.0,,K. Thompson makes 2-pt jump shot from 18 ft (assist by D. Green),12,8
39,1,6:21.0,Brooklyn full timeout,,12,8
40,1,6:17.0,Offensive foul by J. Allen (drawn by S. Curry),,12,8
41,1,6:17.0,Turnover by J. Allen (offensive foul),,12,8
42,1,6:02.0,,D. Green makes 2-pt jump shot from 18 ft (assist by K. Thompson),12,10
43,1,5:43.0,Shooting foul by S. Curry (drawn by A. Crabbe),,12,10
44,1,5:43.0,A. Crabbe makes free throw 1 of 2,,13,10
45,1,5:43.0,,J. Bell enters the game for D. Green,13,10
46,1,5:43.0,,A. Iguodala enters the game for J. McGee,13,10
47,1,5:43.0,D. Cunningham enters the game for J. Allen,,13,10
48,1,5:43.0,J. Harris enters the game for D. Russell,,13,10
49,1,5:43.0,A. Crabbe makes free throw 2 of 2,,14,10
50,1,5:28.0,,K. Thompson misses 2-pt jump shot from 12 ft,14,10
51,1,5:25.0,Defensive rebound by S. Dinwiddie,,14,10
52,1,5:15.0,A. Crabbe misses 3-pt jump shot from 28 ft,,14,10
53,1,5:12.0,,Defensive rebound by K. Durant,14,10
54,1,5:08.0,,K. Durant makes 2-pt jump shot from 15 ft,14,12
55,1,4:49.0,J. Harris misses 3-pt jump shot from 28 ft,,14,12
56,1,4:46.0,,Defensive rebound by A. Iguodala,14,12
57,1,4:40.0,,K. Durant makes 3-pt jump shot from 24 ft (assist by A. Iguodala),14,15
58,1,4:17.0,D. Cunningham misses 2-pt jump shot from 4 ft,,14,15
59,1,4:14.0,,Defensive rebound by S. Curry,14,15
60,1,4:07.0,,J. Bell makes 2-pt layup from 1 ft (assist by S. Curry),14,17
61,1,3:52.0,S. Dinwiddie misses 3-pt jump shot from 24 ft,,14,17
62,1,3:48.0,,Defensive rebound by K. Durant,14,17
63,1,3:46.0,,J. Bell makes 2-pt layup from 1 ft (assist by K. Durant),14,19
64,1,3:25.0,D. Carroll misses 2-pt jump shot from 7 ft,,14,19
65,1,3:21.0,,Defensive rebound by J. Bell,14,19
66,1,3:17.0,,K. Durant makes 2-pt layup at rim,14,21
67,1,2:51.0,Turnover by S. Dinwiddie (bad pass; steal by A. Iguodala),,14,21
68,1,2:47.0,,A. Iguodala makes 2-pt layup from 1 ft,14,23
69,1,2:47.0,,Shooting foul by D. Cunningham (drawn by J. Bell),14,23
70,1,2:47.0,,Golden State full timeout,14,23
71,1,2:47.0,,D. Green enters the game for K. Thompson,14,23
72,1,2:47.0,,N. Young enters the game for K. Durant,14,23
73,1,2:47.0,R. Hollis-Jefferson enters the game for S. Dinwiddie,,14,23
74,1,2:47.0,C. LeVert enters the game for D. Carroll,,14,23
75,1,2:47.0,D. Russell enters the game for A. Crabbe,,14,23
76,1,2:47.0,,J. Bell makes free throw 1 of 1,14,24
77,1,2:22.0,J. Harris misses 2-pt jump shot from 4 ft (block by S. Curry),,14,24
78,1,2:22.0,Offensive rebound by Team,,14,24
79,1,2:22.0,Turnover by Team (shot clock),,14,24
80,1,2:12.0,,Shooting foul by C. LeVert (drawn by S. Curry),14,24
81,1,2:12.0,,S. Curry makes free throw 1 of 3,14,25
82,1,2:12.0,,S. Curry makes free throw 2 of 3,14,26
83,1,2:12.0,,S. Curry makes free throw 3 of 3,14,27
84,1,2:03.0,Turnover by J. Harris (bad pass; steal by S. Curry),,14,27
85,1,1:55.0,,S. Curry makes 2-pt layup from 7 ft,14,29
86,1,1:39.0,C. LeVert misses 2-pt layup from 3 ft (block by J. Bell),,14,29
87,1,1:39.0,Offensive rebound by Team,,14,29
88,1,1:32.0,Turnover by D. Russell (lost ball; steal by A. Iguodala),,14,29
89,1,1:24.0,,S. Curry makes 3-pt jump shot from 28 ft (assist by A. Iguodala),14,32
90,1,1:24.0,Brooklyn full timeout,,14,32
91,1,1:00.0,Turnover by R. Hollis-Jefferson (lost ball; steal by S. Curry),,14,32
92,1,0:58.0,,S. Curry makes 3-pt jump shot from 27 ft,14,35
93,1,0:39.0,J. Harris misses 2-pt layup from 3 ft,,14,35
94,1,0:35.0,Offensive rebound by D. Cunningham,,14,35
95,1,0:35.0,D. Cunningham makes 2-pt layup at rim,,16,35
96,1,0:24.0,,Turnover by D. Green (bad pass; steal by D. Russell),16,35
97,1,0:20.0,C. LeVert makes 3-pt jump shot from 26 ft (assist by D. Russell),,19,35
98,1,0:04.0,,Personal foul by C. LeVert (drawn by S. Curry),19,35
99,1,0:04.0,,K. Durant enters the game for J. Bell,19,35
100,1,0:04.0,,K. Thompson enters the game for A. Iguodala,19,35
101,1,0:02.0,,N. Young misses 3-pt jump shot from 26 ft,19,35
102,1,0:00.0,Defensive rebound by D. Russell,,19,35
103,2,11:41.0,R. Hollis-Jefferson misses 2-pt jump shot from 8 ft,,19,35
104,2,11:38.0,,Defensive rebound by K. Durant,19,35
105,2,11:32.0,,S. Livingston makes 2-pt jump shot from 12 ft,19,37
106,2,11:08.0,D. Cunningham makes 3-pt jump shot from 25 ft (assist by C. LeVert),,22,37
107,2,10:52.0,,Turnover by D. Green (bad pass),22,37
108,2,10:36.0,J. Harris makes 2-pt layup from 2 ft (assist by C. LeVert),,24,37
109,2,10:36.0,Shooting foul by N. Young (drawn by J. Harris),,24,37
110,2,10:36.0,J. Harris makes free throw 1 of 1,,25,37
111,2,10:26.0,,Turnover by D. Green (bad pass),25,37
112,2,10:11.0,Turnover by R. Hollis-Jefferson (bad pass; steal by A. Iguodala),,25,37
113,2,10:03.0,,Turnover by N. Young (bad pass; steal by C. LeVert),25,37
114,2,10:01.0,C. LeVert makes 2-pt dunk from 1 ft,,27,37
115,2,10:01.0,,Golden State full timeout,27,37
116,2,9:39.0,,K. Durant misses 2-pt jump shot from 17 ft,27,37
117,2,9:33.0,Defensive rebound by C. LeVert,,27,37
118,2,9:27.0,C. LeVert makes 2-pt dunk from 2 ft (assist by D. Cunningham),,29,37
119,2,9:09.0,,A. Iguodala misses 2-pt jump shot from 17 ft,29,37
120,2,9:06.0,Defensive rebound by D. Cunningham,,29,37
121,2,8:45.0,R. Hollis-Jefferson misses 2-pt jump shot from 5 ft,,29,37
122,2,8:42.0,,Defensive rebound by K. Durant,29,37
123,2,8:38.0,,K. Durant misses 2-pt jump shot from 9 ft,29,37
124,2,8:34.0,Defensive rebound by R. Hollis-Jefferson,,29,37
125,2,8:29.0,C. LeVert misses 3-pt jump shot from 26 ft (block by K. Durant),,29,37
126,2,8:28.0,Offensive rebound by Team,,29,37
127,2,8:28.0,,K. Thompson enters the game for N. Young,29,37
128,2,8:16.0,C. LeVert makes 2-pt layup from 1 ft (assist by J. Harris),,31,37
129,2,7:51.0,,K. Thompson misses 2-pt jump shot from 20 ft,31,37
130,2,7:49.0,Defensive rebound by D. Russell,,31,37
131,2,7:35.0,D. Russell makes 2-pt jump shot from 21 ft,,33,37
132,2,7:12.0,,K. Durant makes 2-pt jump shot from 7 ft,33,39
133,2,6:50.0,D. Russell misses 2-pt jump shot from 9 ft,,33,39
134,2,6:43.0,,Defensive rebound by A. Iguodala,33,39
135,2,6:41.0,,Turnover by A. Iguodala (bad pass; steal by C. LeVert),33,39
136,2,6:40.0,Shooting foul by A. Iguodala (drawn by C. LeVert),,33,39
137,2,6:40.0,C. LeVert misses free throw 1 of 2,,33,39
138,2,6:40.0,Offensive rebound by Team,,33,39
139,2,6:40.0,,K. Looney enters the game for D. Green,33,39
140,2,6:40.0,J. Allen enters the game for R. Hollis-Jefferson,,33,39
141,2,6:40.0,C. LeVert makes free throw 2 of 2,,34,39
142,2,6:26.0,,K. Durant misses 2-pt jump shot from 17 ft,34,39
143,2,6:20.0,Defensive rebound by C. LeVert,,34,39
144,2,6:16.0,,Violation by S. Livingston (kicked ball),34,39
145,2,6:16.0,,S. Curry enters the game for K. Durant,34,39
146,2,6:01.0,D. Russell makes 3-pt jump shot from 25 ft,,37,39
147,2,5:45.0,,S. Livingston misses 2-pt dunk from 1 ft,37,39
148,2,5:45.0,Defensive rebound by J. Harris,,37,39
149,2,5:39.0,D. Cunningham makes 2-pt layup from 2 ft (assist by D. Russell),,39,39
150,2,5:29.0,,S. Curry misses 2-pt jump shot from 13 ft,39,39
151,2,5:24.0,,Offensive rebound by K. Looney,39,39
152,2,5:16.0,,S. Curry makes 3-pt jump shot from 25 ft (assist by A. Iguodala),39,42
153,2,4:59.0,J. Allen makes 2-pt layup from 2 ft (assist by D. Russell),,41,42
154,2,4:47.0,,K. Looney misses 2-pt layup from 4 ft,41,42
155,2,4:43.0,Defensive rebound by C. LeVert,,41,42
156,2,4:41.0,D. Russell makes 3-pt jump shot from 27 ft,,44,42
157,2,4:24.0,,K. Thompson makes 2-pt jump shot from 17 ft (assist by S. Curry),44,44
158,2,4:15.0,Brooklyn full timeout,,44,44
159,2,4:15.0,,D. Green enters the game for A. Iguodala,44,44
160,2,4:15.0,,K. Durant enters the game for S. Livingston,44,44
161,2,4:15.0,S. Dinwiddie enters the game for C. LeVert,,44,44
162,2,4:01.0,J. Harris misses 3-pt jump shot from 28 ft,,44,44
163,2,3:56.0,,Defensive rebound by S. Curry,44,44
164,2,3:54.0,,D. Green misses 2-pt dunk from 1 ft (block by J. Harris),44,44
165,2,3:54.0,,Offensive rebound by Team,44,44
166,2,3:54.0,A. Crabbe enters the game for D. Russell,,44,44
167,2,3:54.0,D. Carroll enters the game for J. Harris,,44,44
168,2,3:52.0,,K. Thompson misses 2-pt jump shot from 14 ft,44,44
169,2,3:47.0,Defensive rebound by D. Carroll,,44,44
170,2,3:40.0,D. Carroll makes 3-pt jump shot from 27 ft (assist by S. Dinwiddie),,47,44
171,2,3:23.0,,Personal foul by D. Carroll (drawn by K. Durant),47,44
172,2,3:17.0,,Turnover by K. Durant (bad pass; steal by A. Crabbe),47,44
173,2,3:12.0,A. Crabbe misses 3-pt jump shot from 24 ft,,47,44
174,2,3:08.0,,Defensive rebound by K. Durant,47,44
175,2,3:04.0,,Turnover by D. Green (bad pass),47,44
176,2,2:40.0,S. Dinwiddie misses 2-pt jump shot from 7 ft,,47,44
177,2,2:37.0,,Defensive rebound by D. Green,47,44
178,2,2:30.0,,K. Thompson makes 2-pt jump shot from 21 ft (assist by D. Green),47,46
179,2,2:07.0,D. Carroll misses 2-pt jump shot from 6 ft,,47,46
180,2,2:04.0,,Defensive rebound by D. Green,47,46
181,2,2:02.0,,K. Durant makes 2-pt jump shot from 6 ft,47,48
182,2,1:40.0,Turnover by D. Cunningham (bad pass; steal by S. Curry),,47,48
183,2,1:38.0,,Turnover by S. Curry (bad pass),47,48
184,2,1:38.0,,A. Iguodala enters the game for K. Looney,47,48
185,2,1:38.0,R. Hollis-Jefferson enters the game for D. Cunningham,,47,48
186,2,1:17.0,R. Hollis-Jefferson makes 2-pt jump shot from 12 ft,,49,48
187,2,1:07.0,,Turnover by S. Curry (turnover),49,48
188,2,0:52.0,J. Allen makes 2-pt jump shot from 11 ft (assist by S. Dinwiddie),,51,48
189,2,0:45.0,,D. Green misses 3-pt jump shot from 25 ft,51,48
190,2,0:41.0,Defensive rebound by S. Dinwiddie,,51,48
191,2,0:38.0,R. Hollis-Jefferson makes 2-pt layup from 2 ft (assist by S. Dinwiddie),,53,48
192,2,0:27.0,,S. Curry misses 3-pt jump shot from 27 ft,53,48
193,2,0:24.0,Defensive rebound by Team,,53,48
194,2,0:06.0,Personal foul by D. Green (drawn by A. Crabbe),,53,48
195,2,0:06.0,J. Harris enters the game for R. Hollis-Jefferson,,53,48
196,3,11:40.0,D. Carroll misses 3-pt jump shot from 26 ft,,53,48
197,3,11:36.0,,Defensive rebound by J. McGee,53,48
198,3,11:16.0,,J. McGee makes 2-pt dunk from 2 ft (assist by K. Thompson),53,50
199,3,10:58.0,Offensive foul by J. Allen (drawn by S. Curry),,53,50
200,3,10:58.0,Turnover by J. Allen (offensive foul),,53,50
201,3,10:50.0,,J. McGee makes 2-pt dunk from 2 ft (assist by K. Thompson),53,52
202,3,10:27.0,D. Carroll makes 2-pt jump shot from 14 ft (assist by D. Russell),,55,52
203,3,10:18.0,,Personal foul by D. Carroll (drawn by D. Green),55,52
204,3,10:12.0,,D. Green makes 2-pt layup from 3 ft (assist by S. Curry),55,54
205,3,10:12.0,,Shooting foul by D. Carroll (drawn by D. Green),55,54
206,3,10:12.0,,D. Green makes free throw 1 of 1,55,55
207,3,10:06.0,Turnover by J. Allen (bad pass; steal by J. McGee),,55,55
208,3,10:00.0,,J. McGee makes 2-pt dunk from 2 ft (assist by K. Durant),55,57
209,3,10:00.0,Brooklyn full timeout,,55,57
210,3,9:43.0,D. Russell makes 3-pt jump shot from 25 ft (assist by S. Dinwiddie),,58,57
211,3,9:29.0,,Turnover by S. Curry (bad pass; steal by S. Dinwiddie),58,57
212,3,9:24.0,D. Carroll misses 2-pt layup from 4 ft,,58,57
213,3,9:17.0,,Defensive rebound by K. Thompson,58,57
214,3,9:13.0,,S. Curry makes 2-pt layup from 1 ft,58,59
215,3,8:57.0,S. Dinwiddie makes 2-pt layup from 1 ft,,60,59
216,3,8:43.0,,S. Curry makes 2-pt layup from 5 ft,60,61
217,3,8:28.0,A. Crabbe makes 2-pt jump shot from 15 ft (assist by D. Russell),,62,61
218,3,8:20.0,,K. Durant makes 3-pt jump shot from 25 ft (assist by D. Green),62,64
219,3,8:03.0,D. Carroll misses 3-pt jump shot from 23 ft,,62,64
220,3,8:00.0,,Defensive rebound by K. Thompson,62,64
221,3,7:51.0,,Turnover by D. Green (bad pass; steal by D. Carroll),62,64
222,3,7:47.0,A. Crabbe makes 2-pt dunk at rim (assist by D. Carroll),,64,64
223,3,7:18.0,,S. Curry misses 2-pt layup from 4 ft,64,64
224,3,7:18.0,Defensive rebound by Team,,64,64
225,3,6:54.0,D. Carroll misses 3-pt jump shot from 23 ft,,64,64
226,3,6:50.0,,Defensive rebound by J. McGee,64,64
227,3,6:41.0,,Personal foul by A. Crabbe (drawn by J. McGee),64,64
228,3,6:39.0,,K. Thompson misses 3-pt jump shot from 27 ft,64,64
229,3,6:37.0,,Offensive rebound by J. McGee,64,64
230,3,6:35.0,,J. McGee makes 2-pt jump shot from 5 ft,64,66
231,3,6:09.0,J. Allen misses 2-pt layup from 1 ft,,64,66
232,3,6:05.0,,Defensive rebound by S. Curry,64,66
233,3,6:05.0,,Turnover by K. Durant (bad pass),64,66
234,3,5:51.0,D. Carroll misses 2-pt jump shot from 8 ft,,64,66
235,3,5:46.0,Offensive rebound by D. Carroll,,64,66
236,3,5:45.0,D. Carroll makes 2-pt jump shot from 9 ft,,66,66
237,3,5:31.0,,D. Green makes 2-pt dunk from 2 ft (assist by K. Thompson),66,68
238,3,5:13.0,D. Carroll misses 3-pt jump shot from 25 ft,,66,68
239,3,5:09.0,,Defensive rebound by S. Curry,66,68
240,3,5:05.0,,D. Green misses 2-pt dunk from 2 ft,66,68
241,3,4:59.0,Defensive rebound by A. Crabbe,,66,68
242,3,4:56.0,J. Allen makes 2-pt dunk at rim (assist by S. Dinwiddie),,68,68
243,3,4:48.0,,Golden State full timeout,68,68
244,3,4:48.0,,J. Bell enters the game for D. Green,68,68
245,3,4:48.0,,A. Iguodala enters the game for J. McGee,68,68
246,3,4:48.0,C. LeVert enters the game for J. Allen,,68,68
247,3,4:48.0,J. Harris enters the game for A. Crabbe,,68,68
248,3,4:48.0,D. Cunningham enters the game for D. Russell,,68,68
249,3,4:45.0,,Personal foul by S. Dinwiddie (drawn by K. Durant),68,68
250,3,4:31.0,,K. Durant misses 2-pt jump shot from 14 ft,68,68
251,3,4:26.0,,Offensive rebound by S. Curry,68,68
252,3,4:23.0,,S. Curry makes 3-pt jump shot from 23 ft,68,71
253,3,4:12.0,S. Dinwiddie makes 2-pt jump shot from 4 ft,,70,71
254,3,4:04.0,,S. Curry misses 3-pt jump shot from 27 ft,70,71
255,3,4:00.0,Defensive rebound by J. Harris,,70,71
256,3,3:58.0,D. Carroll misses 3-pt jump shot from 25 ft,,70,71
257,3,3:53.0,,Defensive rebound by K. Thompson,70,71
258,3,3:47.0,,K. Durant misses 2-pt layup from 2 ft,70,71
259,3,3:44.0,Defensive rebound by J. Harris,,70,71
260,3,3:39.0,D. Carroll makes 2-pt layup from 1 ft (assist by C. LeVert),,72,71
261,3,3:39.0,Shooting foul by K. Thompson (drawn by D. Carroll),,72,71
262,3,3:39.0,,N. Young enters the game for K. Thompson,72,71
263,3,3:39.0,D. Carroll misses free throw 1 of 1,,72,71
264,3,3:36.0,,Defensive rebound by A. Iguodala,72,71
265,3,3:30.0,,S. Curry makes 2-pt jump shot from 17 ft,72,73
266,3,3:11.0,Personal foul by S. Curry (drawn by C. LeVert),,72,73
267,3,3:11.0,D. Russell enters the game for S. Dinwiddie,,72,73
268,3,3:11.0,R. Hollis-Jefferson enters the game for D. Carroll,,72,73
269,3,3:00.0,Shooting foul by J. Bell (drawn by J. Harris),,72,73
270,3,3:00.0,J. Harris makes free throw 1 of 2,,73,73
271,3,3:00.0,J. Harris makes free throw 2 of 2,,74,73
272,3,2:52.0,,S. Curry misses 3-pt jump shot from 27 ft,74,73
273,3,2:48.0,Defensive rebound by D. Cunningham,,74,73
274,3,2:39.0,D. Russell makes 2-pt jump shot from 17 ft,,76,73
275,3,2:22.0,,Personal foul by R. Hollis-Jefferson (drawn by K. Durant),76,73
276,3,2:22.0,,K. Durant makes free throw 1 of 2,76,74
277,3,2:22.0,,K. Durant makes free throw 2 of 2,76,75
278,3,2:14.0,Offensive foul by J. Harris (drawn by A. Iguodala),,76,75
279,3,2:14.0,Turnover by J. Harris (offensive foul),,76,75
280,3,1:59.0,,S. Curry makes 2-pt layup from 2 ft (assist by K. Durant),76,77
281,3,1:34.0,Shooting foul by J. Bell (drawn by R. Hollis-Jefferson),,76,77
282,3,1:34.0,R. Hollis-Jefferson makes free throw 1 of 2,,77,77
283,3,1:34.0,,D. Green enters the game for K. Durant,77,77
284,3,1:34.0,R. Hollis-Jefferson makes free throw 2 of 2,,78,77
285,3,1:25.0,,S. Curry makes 3-pt jump shot from 25 ft,78,80
286,3,1:06.0,D. Russell misses 2-pt jump shot from 7 ft,,78,80
287,3,1:03.0,,Defensive rebound by D. Green,78,80
288,3,1:01.0,,S. Curry makes 3-pt jump shot from 27 ft (assist by D. Green),78,83
289,3,0:45.0,C. LeVert misses 3-pt jump shot from 24 ft,,78,83
290,3,0:37.0,,Defensive rebound by J. Bell,78,83
291,3,0:34.0,,Personal foul by D. Russell (drawn by S. Curry),78,83
292,3,0:34.0,,S. Curry misses free throw 1 of 2,78,83
293,3,0:34.0,,Offensive rebound by Team,78,83
294,3,0:34.0,,S. Curry makes free throw 2 of 2,78,84
295,3,0:17.0,R. Hollis-Jefferson misses 2-pt layup from 3 ft (block by J. Bell),,78,84
296,3,0:16.0,Offensive rebound by D. Russell,,78,84
297,3,0:14.0,D. Russell makes 2-pt layup from 2 ft,,80,84
298,3,0:08.0,,Golden State full timeout,80,84
299,3,0:08.0,,K. Durant enters the game for J. Bell,80,84
300,3,0:08.0,S. Dinwiddie enters the game for D. Russell,,80,84
301,3,0:03.0,,D. Green makes 2-pt layup from 1 ft (assist by S. Curry),80,86
302,4,11:37.0,,S. Livingston misses 2-pt jump shot from 17 ft,80,86
303,4,11:31.0,Defensive rebound by R. Hollis-Jefferson,,80,86
304,4,11:12.0,Turnover by Team (shot clock),,80,86
305,4,11:00.0,,K. Thompson misses 3-pt jump shot from 26 ft,80,86
306,4,10:57.0,Defensive rebound by D. Cunningham,,80,86
307,4,10:48.0,Shooting foul by A. Iguodala (drawn by J. Harris),,80,86
308,4,10:48.0,J. Harris makes free throw 1 of 2,,81,86
309,4,10:48.0,J. Harris misses free throw 2 of 2,,81,86
310,4,10:45.0,,Defensive rebound by D. Green,81,86
311,4,10:41.0,,S. Livingston makes 2-pt layup from 2 ft (assist by D. Green),81,88
312,4,10:26.0,Personal foul by A. Iguodala (drawn by R. Hollis-Jefferson),,81,88
313,4,10:16.0,C. LeVert misses 2-pt jump shot from 9 ft,,81,88
314,4,10:12.0,Offensive rebound by R. Hollis-Jefferson,,81,88
315,4,10:11.0,R. Hollis-Jefferson misses 2-pt jump shot from 7 ft,,81,88
316,4,10:08.0,,Defensive rebound by K. Looney,81,88
317,4,10:04.0,,D. Green makes 2-pt jump shot from 12 ft,81,90
318,4,9:55.0,Personal foul by S. Livingston (drawn by R. Hollis-Jefferson),,81,90
319,4,9:50.0,D. Russell misses 3-pt jump shot from 25 ft,,81,90
320,4,9:47.0,,Defensive rebound by A. Iguodala,81,90
321,4,9:44.0,,D. Green makes 3-pt jump shot from 25 ft (assist by A. Iguodala),81,93
322,4,9:43.0,Brooklyn full timeout,,81,93
323,4,9:27.0,Turnover by C. LeVert (out of bounds lost ball),,81,93
324,4,9:16.0,,K. Thompson makes 2-pt jump shot from 18 ft (assist by D. Green),81,95
325,4,8:56.0,Personal foul by D. Green (drawn by C. LeVert),,81,95
326,4,8:56.0,D. Carroll enters the game for D. Cunningham,,81,95
327,4,8:45.0,R. Hollis-Jefferson misses 2-pt jump shot from 6 ft,,81,95
328,4,8:42.0,,Defensive rebound by A. Iguodala,81,95
329,4,8:36.0,,Turnover by S. Livingston (bad pass),81,95
330,4,8:15.0,D. Russell misses 2-pt jump shot from 19 ft (block by S. Livingston),,81,95
331,4,8:12.0,Offensive rebound by J. Harris,,81,95
332,4,8:12.0,Turnover by Team (shot clock),,81,95
333,4,7:57.0,A. Crabbe enters the game for D. Russell,,81,95
334,4,7:57.0,S. Dinwiddie enters the game for J. Harris,,81,95
335,4,7:53.0,,S. Livingston misses 2-pt jump shot from 12 ft,81,95
336,4,7:50.0,Defensive rebound by A. Crabbe,,81,95
337,4,7:43.0,D. Carroll makes 2-pt jump shot from 18 ft (assist by S. Dinwiddie),,83,95
338,4,7:43.0,Shooting foul by K. Looney (drawn by D. Carroll),,83,95
339,4,7:43.0,D. Carroll makes free throw 1 of 1,,84,95
340,4,7:36.0,,K. Thompson makes 2-pt jump shot from 19 ft (assist by S. Livingston),84,97
341,4,7:23.0,Def 3 sec tech foul by S. Livingston,,84,97
342,4,7:23.0,A. Crabbe makes technical free throw,,85,97
343,4,7:14.0,A. Crabbe misses 3-pt jump shot from 27 ft,,85,97
344,4,7:10.0,,Defensive rebound by S. Livingston,85,97
345,4,6:55.0,,A. Iguodala makes 2-pt dunk from 2 ft,85,99
346,4,6:39.0,Turnover by S. Dinwiddie (lost ball; steal by K. Thompson),,85,99
347,4,6:35.0,,A. Iguodala makes 2-pt dunk from 2 ft (assist by K. Thompson),85,101
348,4,6:18.0,C. LeVert misses 3-pt jump shot from 26 ft,,85,101
349,4,6:15.0,,Defensive rebound by A. Iguodala,85,101
350,4,6:13.0,,K. Thompson misses 3-pt jump shot from 26 ft,85,101
351,4,6:06.0,Defensive rebound by D. Carroll,,85,101
352,4,6:04.0,Personal foul by A. Iguodala (drawn by D. Carroll),,85,101
353,4,6:04.0,D. Carroll makes free throw 1 of 2,,86,101
354,4,6:04.0,,K. Durant enters the game for A. Iguodala,86,101
355,4,6:04.0,D. Carroll makes free throw 2 of 2,,87,101
356,4,5:49.0,,K. Thompson makes 2-pt layup from 1 ft (assist by D. Green),87,103
357,4,5:25.0,R. Hollis-Jefferson misses 2-pt layup from 2 ft (block by D. Green),,87,103
358,4,5:25.0,Offensive rebound by Team,,87,103
359,4,5:25.0,Turnover by Team (shot clock),,87,103
360,4,5:25.0,D. Russell enters the game for C. LeVert,,87,103
361,4,5:04.0,,D. Green makes 2-pt layup from 3 ft (assist by S. Livingston),87,105
362,4,4:59.0,Personal foul by K. Durant (drawn by D. Russell),,87,105
363,4,4:59.0,D. Russell misses free throw 1 of 2,,87,105
364,4,4:59.0,Offensive rebound by Team,,87,105
365,4,4:59.0,,S. Curry enters the game for S. Livingston,87,105
366,4,4:59.0,D. Russell makes free throw 2 of 2,,88,105
367,4,4:38.0,,K. Durant misses 2-pt layup from 2 ft,88,105
368,4,4:34.0,,Offensive rebound by K. Looney,88,105
369,4,4:34.0,,K. Looney misses 2-pt layup at rim,88,105
370,4,4:33.0,,Offensive rebound by K. Looney,88,105
371,4,4:31.0,,K. Durant makes 2-pt jump shot from 6 ft (assist by K. Looney),88,107
372,4,4:18.0,D. Carroll makes 3-pt jump shot from 25 ft (assist by R. Hollis-Jefferson),,91,107
373,4,4:07.0,,Personal foul by R. Hollis-Jefferson (drawn by K. Durant),91,107
374,4,4:07.0,,N. Young enters the game for K. Looney,91,107
375,4,4:04.0,,Personal foul by S. Dinwiddie (drawn by S. Curry),91,107
376,4,4:01.0,,Personal foul by S. Dinwiddie (drawn by S. Curry),91,107
377,4,3:55.0,,K. Thompson makes 3-pt jump shot from 25 ft (assist by N. Young),91,110
