,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,CHICAGO_ACTION,SAN ANTONIO_SCORE,CHICAGO_SCORE
368,4,6:32.0,K. Anderson misses 2-pt layup from 1 ft,,75,59
369,4,6:29.0,Offensive rebound by K. Anderson,,75,59
370,4,6:29.0,K. Anderson misses 2-pt layup at rim,,75,59
371,4,6:29.0,,Defensive rebound by J. Grant,75,59
372,4,6:29.0,,D. Nwaba makes 2-pt layup from 1 ft (assist by C. Felício),75,61
373,4,6:29.0,,Shooting foul by D. Green (drawn by D. Nwaba),75,61
374,4,6:29.0,,J. Holiday enters the game for D. Valentine,75,61
375,4,6:29.0,,D. Nwaba makes free throw 1 of 1,75,62
376,4,6:12.0,D. Murray misses 2-pt jump shot from 15 ft,,75,62
377,4,6:08.0,Offensive rebound by L. Aldridge,,75,62
378,4,6:00.0,B. Forbes makes 2-pt jump shot from 10 ft (assist by D. Green),,77,62
379,4,5:40.0,,L. Markkanen misses 2-pt layup from 2 ft,77,62
380,4,5:40.0,Defensive rebound by D. Murray,,77,62
381,4,5:17.0,L. Aldridge misses 3-pt jump shot from 25 ft,,77,62
382,4,5:17.0,,Defensive rebound by L. Markkanen,77,62
383,4,5:00.0,,Shooting foul by B. Forbes (drawn by J. Holiday),77,62
384,4,5:00.0,,J. Holiday makes free throw 1 of 2,77,63
385,4,5:00.0,,R. Lopez enters the game for C. Felício,77,63
386,4,5:00.0,R. Gay enters the game for B. Forbes,,77,63
387,4,5:00.0,P. Mills enters the game for D. Murray,,77,63
388,4,5:00.0,,J. Holiday makes free throw 2 of 2,77,64
389,4,4:38.0,D. Green makes 2-pt jump shot from 20 ft,,79,64
390,4,4:21.0,,R. Lopez misses 2-pt jump shot from 20 ft,79,64
391,4,4:17.0,Defensive rebound by L. Aldridge,,79,64
392,4,4:02.0,L. Aldridge makes 2-pt jump shot from 5 ft (assist by P. Mills),,81,64
393,4,3:58.0,,J. Grant misses 2-pt layup from 1 ft (block by L. Aldridge),81,64
394,4,3:58.0,,Offensive rebound by Team,81,64
395,4,3:55.0,,Turnover by J. Grant (bad pass),81,64
396,4,3:34.0,D. Green makes 2-pt layup from 1 ft (assist by L. Aldridge),,83,64
397,4,3:22.0,,Shooting foul by R. Gay (drawn by D. Nwaba),83,64
398,4,3:22.0,,D. Nwaba makes free throw 1 of 2,83,65
399,4,3:22.0,J. Lauvergne enters the game for L. Aldridge,,83,65
400,4,3:22.0,,D. Nwaba makes free throw 2 of 2,83,66
401,4,3:04.0,R. Gay misses 3-pt jump shot from 22 ft,,83,66
402,4,3:00.0,,Defensive rebound by J. Grant,83,66
403,4,2:57.0,,J. Grant makes 2-pt layup from 2 ft,83,68
404,4,2:57.0,San Antonio full timeout,,83,68
405,4,2:45.0,R. Gay makes 2-pt jump shot from 17 ft,,85,68
406,4,2:29.0,,J. Holiday makes 3-pt jump shot from 25 ft (assist by R. Lopez),85,71
407,4,2:08.0,K. Anderson misses 2-pt jump shot from 10 ft,,85,71
408,4,2:06.0,,Defensive rebound by L. Markkanen,85,71
409,4,2:00.0,,J. Grant makes 2-pt layup from 1 ft (assist by J. Holiday),85,73
410,4,2:00.0,,Shooting foul by R. Gay (drawn by J. Grant),85,73
411,4,2:00.0,M. Ginóbili enters the game for R. Gay,,85,73
412,4,2:00.0,,J. Grant makes free throw 1 of 1,85,74
413,4,1:42.0,D. Green misses 2-pt jump shot from 20 ft,,85,74
414,4,1:37.0,,Defensive rebound by D. Nwaba,85,74
415,4,1:32.0,Offensive charge foul by J. Grant (drawn by M. Ginóbili),,85,74
416,4,1:32.0,,Turnover by J. Grant (offensive foul),85,74
417,4,1:13.0,J. Lauvergne makes 2-pt dunk from 1 ft (assist by D. Green),,87,74
418,4,1:03.0,,Turnover by J. Grant (lost ball; steal by M. Ginóbili),87,74
419,4,1:00.0,D. Green misses 3-pt jump shot from 25 ft,,87,74
420,4,0:56.0,,Defensive rebound by J. Holiday,87,74
421,4,0:49.0,,J. Holiday misses 2-pt layup from 3 ft (block by M. Ginóbili),87,74
422,4,0:46.0,Defensive rebound by J. Lauvergne,,87,74
423,4,0:43.0,J. Lauvergne misses 2-pt layup from 1 ft,,87,74
424,4,0:43.0,,Defensive rebound by D. Nwaba,87,74
425,4,0:38.0,,L. Markkanen makes 3-pt jump shot from 25 ft (assist by D. Nwaba),87,77
426,4,0:17.0,J. Lauvergne misses 2-pt jump shot from 19 ft,,87,77
427,4,0:14.0,,Defensive rebound by L. Markkanen,87,77
428,4,0:06.0,,R. Lopez misses 3-pt jump shot from 26 ft,87,77
429,4,0:05.0,Defensive rebound by Team,,87,77
430,4,0:05.0,B. Paul enters the game for M. Ginóbili,,87,77
